con	cu	con	cu	ADP	ADP;ACC
población	populatia	población	populatie	N;FEM;SG	N;DEF;FEM;SG
población	populatie	población	populatie	N;FEM;SG	N;INDF;FEM;SG
población	populatia	población	populatie	N;FEM;SG	N;DEF;FEM;SG
muy	foarte	mucho	foarte	ADV	ADV
nueva	nou	nuevo	nou	ADJ;FEM;SG	ADJ;INDF;MASC;SG
nueva	noua	nuevo	nou	ADJ;FEM;SG	ADJ;DEF;FEM;SG
nueva	noua	nuevo	nou	ADJ;FEM;SG	ADJ;DEF;FEM;SG
historia	poveste	historia	poveste	N;FEM;SG	N;INDF;FEM;SG
historia	story	historia	story	N;FEM;SG	N;INDF;MASC;SG
historia	povestea	historia	poveste	N;FEM;SG	N;DEF;FEM;SG
historia	istoricul	historia	istoric	N;FEM;SG	N;DEF;MASC;SG
historia	istorie	historia	istorie	N;FEM;SG	N;INDF;FEM;SG
historia	istoria	historia	istorie	N;FEM;SG	N;DEF;FEM;SG
club	club	club	club	N;MASC;SG	N;INDF;MASC;SG
club	clubul	club	club	N;MASC;SG	N;DEF;MASC;SG
eran	erau	ser	fi	V;IND;PL;3;IPFV;FIN	V;IND;PL;3;IPFV;FIN
universidad	facultate	universidad	facultate	N;FEM;SG	N;INDF;FEM;SG
universidad	university	universidad	university	N;FEM;SG	N;INDF;MASC;SG
universidad	universitate	universidad	universitate	N;FEM;SG	N;INDF;FEM;SG
universidad	universitatea	universidad	universitate	N;FEM;SG	N;DEF;FEM;SG
universidad	facultate	universidad	facultate	N;FEM;SG	N;INDF;FEM;SG
universidad	facultatea	universidad	facultate	N;FEM;SG	N;DEF;FEM;SG
universidad	colegiul	universidad	colegiu	N;FEM;SG	N;DEF;MASC;SG
universidad	colegiu	universidad	colegiu	N;FEM;SG	N;INDF;MASC;SG
forma	forma	forma	formă	N;FEM;SG	N;DEF;FEM;SG
forma	forma	forma	formă	N;FEM;SG	N;DEF;FEM;SG
forma	formular	forma	formular	N;FEM;SG	N;INDF;MASC;SG
forma	forma	forma	formă	N;FEM;SG	N;DEF;FEM;SG
forma	forma	forma	formă	N;FEM;SG	N;DEF;FEM;SG
forma	formularul	forma	formular	N;FEM;SG	N;DEF;MASC;SG
tres	trei	tres	trei	NUM;PL	NUM;PL
grupo	grupo	grupo	grupo	N;MASC;SG	N;INDF;MASC;SG
grupo	grupa	grupo	grupă	N;MASC;SG	N;DEF;FEM;SG
grupo	grup	grupo	grup	N;MASC;SG	N;INDF;MASC;SG
grupo	grupul	grupo	grup	N;MASC;SG	N;DEF;MASC;SG
grupo	grupa	grupo	grupă	N;MASC;SG	N;DEF;FEM;SG
general	generalul	general	general	N;SG	N;DEF;MASC;SG
guerra	razboi	guerra	razboi	N;FEM;SG	N;INDF;MASC;SG
guerra	razboiul	guerra	razboi	N;FEM;SG	N;DEF;MASC;SG
guerra	razboi	guerra	razboi	N;FEM;SG	N;INDF;MASC;SG
familia	familie	familia	familie	N;FEM;SG	N;INDF;FEM;SG
familia	familia	familia	familie	N;FEM;SG	N;DEF;FEM;SG
además	plus	además	plus	ADV	ADV
todo	totul	todo	tot	PRO;MASC;SG	PRO;MASC;SG;3
todo	tot	todo	tot	PRO;MASC;SG	PRO;MASC;SG;3
sur	sudul	sur	sud	N;MASC;SG	N;DEF;MASC;SG
sur	sur	sur	sur	N;MASC;SG	N;INDF;MASC;SG
sur	sud	sur	sud	N;MASC;SG	N;INDF;MASC;SG
sur	south	sur	south	N;MASC;SG	N;INDF;MASC;SG
sur	sudul	sur	sud	N;MASC;SG	N;DEF;MASC;SG
mayor	major	mayor	major	ADJ;SG	ADJ;INDF;MASC;SG
tiempo	vremea	tiempo	vreme	N;MASC;SG	N;DEF;FEM;SG
tiempo	vreme	tiempo	vreme	N;MASC;SG	N;INDF;FEM;SG
tiempo	timp	tiempo	timp	N;MASC;SG	N;INDF;MASC;SG
tiempo	ora	tiempo	oră	N;MASC;SG	N;DEF;FEM;SG
tiempo	timpul	tiempo	timp	N;MASC;SG	N;DEF;MASC;SG
provincia	provincie	provincia	provincie	N;FEM;SG	N;INDF;FEM;SG
provincia	provincia	provincia	provincie	N;FEM;SG	N;DEF;FEM;SG
partido	party	partido	party	N;MASC;SG	N;INDF;MASC;SG
partido	petrecere	partido	petrecere	N;MASC;SG	N;INDF;FEM;SG
partido	partid	partido	partid	N;MASC;SG	N;INDF;MASC;SG
partido	meci	partido	meci	N;MASC;SG	N;INDF;MASC;SG
partido	match	partido	match	N;MASC;SG	N;INDF;MASC;SG
partido	potrivire	partido	potrivire	N;MASC;SG	N;INDF;FEM;SG
encuentra	gaseste	encontrar	gaseste	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
encuentra	gaseste	encontrar	gaseste	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
municipio	comuna	municipio	comună	N;MASC;SG	N;DEF;FEM;SG
otras	altele	otro	altul	PRO;FEM;PL	PRO;FEM;PL;3
otras	altele	otro	altul	PRO;FEM;PL	PRO;FEM;PL;3
todos	toate	todo	tot	PRO;MASC;PL	PRO;FEM;PL;3
sido	fost	ser	fi	V;MASC;SG;PST;V.PTCP	V;MASC;SG;V.PTCP
bajo	sub	bajo	sub	ADP	ADP;ACC
serie	serie	serie	serie	N;FEM;SG	N;INDF;FEM;SG
serie	seria	serie	serie	N;FEM;SG	N;DEF;FEM;SG
serie	serial	serie	serial	N;FEM;SG	N;INDF;MASC;SG
fútbol	fotbal	fútbol	fotbal	N;MASC;SG	N;INDF;MASC;SG
fútbol	fotbal	fútbol	fotbal	N;MASC;SG	N;INDF;MASC;SG
fútbol	football	fútbol	football	N;MASC;SG	N;INDF;MASC;SG
fútbol	fotbalul	fútbol	fotbal	N;MASC;SG	N;DEF;MASC;SG
equipo	echipament	equipo	echipament	N;MASC;SG	N;INDF;MASC;SG
equipo	echipare	equipo	echipare	N;MASC;SG	N;INDF;FEM;SG
equipo	echipa	equipo	echipă	N;MASC;SG	N;DEF;FEM;SG
equipo	echipa	equipo	echipă	N;MASC;SG	N;DEF;FEM;SG
equipo	team	equipo	team	N;MASC;SG	N;INDF;MASC;SG
norte	norte	norte	norte	N;MASC;SG	N;INDF;MASC;SG
norte	nordul	norte	nord	N;MASC;SG	N;DEF;MASC;SG
norte	nord	norte	nord	N;MASC;SG	N;INDF;MASC;SG
norte	nordul	norte	nord	N;MASC;SG	N;DEF;MASC;SG
norte	nord	norte	nord	N;MASC;SG	N;INDF;MASC;SG
río	rio	río	ruo	N;MASC;SG	N;INDF;MASC;SG
río	raul	río	raul	N;MASC;SG	N;DEF;MASC;SG
méxico	mexicul	méxico	mexic	N;MASC;SG	N;DEF;MASC;SG
méxico	mexico	méxico	mexico	N;MASC;SG	N;INDF;MASC;SG
méxico	mexic	méxico	mexic	N;MASC;SG	N;INDF;MASC;SG
han	au	haber	avea	V;IND;PL;3;PRS;FIN	V;PL;3
inglés	engleza	inglés	engleza	N;MASC;SG	N;DEF;FEM;SG
inglés	engleza	inglés	engleza	N;MASC;SG	N;DEF;FEM;SG
inglés	romanian	inglés	romanian	N;MASC;SG	N;INDF;MASC;SG
nuevo	nou	nuevo	nou	ADJ;MASC;SG	ADJ;INDF;MASC;SG
nuevo	noua	nuevo	nou	ADJ;MASC;SG	ADJ;DEF;FEM;SG
nuevo	noua	nuevo	nou	ADJ;MASC;SG	ADJ;DEF;FEM;SG
septiembre	septembrie	septiembre	septembrie	N	N;INDF;MASC;SG
octubre	octombrie	octubre	octombrie	N	N;INDF;MASC;SG
discusión	discutie	discusión	discutie	N;FEM;SG	N;INDF;FEM;SG
discusión	discutie	discusión	discutie	N;FEM;SG	N;INDF;FEM;SG
discusión	discutie	discusión	discutie	N;FEM;SG	N;INDF;FEM;SG
gobierno	guvernarea	gobierno	guvernare	N;MASC;SG	N;DEF;FEM;SG
gobierno	guvernanta	gobierno	guvernant	N;MASC;SG	N;DEF;FEM;SG
gobierno	guvernare	gobierno	guvernare	N;MASC;SG	N;INDF;FEM;SG
gobierno	guvernul	gobierno	guvern	N;MASC;SG	N;DEF;MASC;SG
gobierno	guvernare	gobierno	guvernare	N;MASC;SG	N;INDF;FEM;SG
gobierno	guvern	gobierno	guvern	N;MASC;SG	N;INDF;MASC;SG
condado	judetul	condado	judet	N;MASC;SG	N;DEF;MASC;SG
condado	comitatul	condado	comitat	N;MASC;SG	N;DEF;MASC;SG
condado	judetul	condado	judet	N;MASC;SG	N;DEF;MASC;SG
final	final	final	final	N;MASC;SG	N;INDF;MASC;SG
final	finala	final	finală	N;MASC;SG	N;DEF;FEM;SG
final	final	final	final	N;MASC;SG	N;INDF;MASC;SG
final	finala	final	finală	N;MASC;SG	N;DEF;FEM;SG
final	finala	final	finală	N;MASC;SG	N;DEF;FEM;SG
vida	viata	vida	viată	N;FEM;SG	N;DEF;FEM;SG
vida	viata	vida	viată	N;FEM;SG	N;DEF;FEM;SG
vida	viata	vida	viată	N;FEM;SG	N;DEF;FEM;SG
vida	viata	vida	viată	N;FEM;SG	N;DEF;FEM;SG
vida	viata	vida	viată	N;FEM;SG	N;DEF;FEM;SG
vida	vida	vida	vidă	N;FEM;SG	N;DEF;FEM;SG
personas	persoane	persona	persoană	N;FEM;PL	N;INDF;FEM;PL
personas	oamenii	persona	om	N;FEM;PL	N;DEF;MASC;PL
personas	oameni	persona	om	N;FEM;PL	N;INDF;MASC;PL
personas	persoane	persona	persoană	N;FEM;PL	N;INDF;FEM;PL
español	spaniola	español	spaniolă	N;MASC;SG	N;DEF;FEM;SG
español	spaniola	español	spaniolă	N;MASC;SG	N;DEF;FEM;SG
centro	centro	centro	centro	N;MASC;SG	N;INDF;MASC;SG
centro	centrul	centro	centru	N;MASC;SG	N;DEF;MASC;SG
centro	centru	centro	centru	N;MASC;SG	N;INDF;MASC;SG
centro	centrul	centro	centru	N;MASC;SG	N;DEF;MASC;SG
centro	centru	centro	centru	N;MASC;SG	N;INDF;MASC;SG
julio	iulius	julio	iulius	N	N;INDF;MASC;SG
julio	iulie	julio	iulie	N	N;INDF;MASC;SG
país	tara	país	tară	N;MASC;SG	N;DEF;FEM;SG
país	tara	país	tară	N;MASC;SG	N;DEF;FEM;SG
país	tara	país	tară	N;MASC;SG	N;DEF;FEM;SG
país	tara	país	tară	N;MASC;SG	N;DEF;FEM;SG
país	tara	país	tară	N;MASC;SG	N;DEF;FEM;SG
internacional	internacional	internacional	internacional	ADJ;SG	ADJ;INDF;MASC;SG
internacional	international	internacional	international	ADJ;SG	ADJ;INDF;MASC;SG
internacional	international	internacional	international	ADJ;SG	ADJ;INDF;MASC;SG
internacional	internationala	internacional	international	ADJ;SG	ADJ;DEF;FEM;SG
internacional	internationala	internacional	international	ADJ;SG	ADJ;DEF;FEM;SG
internacional	international	internacional	international	ADJ;SG	ADJ;INDF;MASC;SG
oficial	oficial	oficial	oficial	ADJ;SG	ADJ;INDF;MASC;SG
oficial	oficiala	oficial	oficială	ADJ;SG	ADJ;DEF;FEM;SG
oficial	oficiala	oficial	oficială	ADJ;SG	ADJ;DEF;FEM;SG
mundo	lumea	mundo	lume	N;MASC;SG	N;DEF;FEM;SG
mundo	lume	mundo	lume	N;MASC;SG	N;INDF;FEM;SG
mundo	mundo	mundo	mundo	N;MASC;SG	N;INDF;MASC;SG
embargo	embargo	embargo	embargo	N;MASC;SG	N;INDF;MASC;SG
mayo	maioneza	mayo	maioneză	N	N;DEF;FEM;SG
mayo	mayo	mayo	mayo	N	N;INDF;MASC;SG
algunos	unele	alguno	unul	PRO;MASC;PL	PRO;FEM;PL;3
algunos	unii	alguno	unul	PRO;MASC;PL	PRO;MASC;PL;3
temporada	sezonier	temporada	sezonier	N;FEM;SG	N;INDF;MASC;SG
temporada	anotimpul	temporada	anotimp	N;FEM;SG	N;DEF;MASC;SG
temporada	sezonul	temporada	sezon	N;FEM;SG	N;DEF;MASC;SG
temporada	sezon	temporada	sezon	N;FEM;SG	N;INDF;MASC;SG
temporada	anotimp	temporada	anotimp	N;FEM;SG	N;INDF;MASC;SG
luego	atunci	luego	atunci	ADV	ADV
luego	apoi	luego	apoi	ADV	ADV
marzo	martie	marzo	martie	N	N;INDF;MASC;SG
día	zi	día	zi	N;MASC;SG	N;INDF;FEM;SG
día	ziua	día	zi	N;MASC;SG	N;DEF;FEM;SG
siendo	fiind	ser	fi	V;V.MSDR	V;V.MSDR
madrid	madrid	madrid	madrid	N;MASC;SG	N;INDF;MASC;SG
enero	ianuarie	enero	ianuarie	N	N;INDF;MASC;SG
número	numar	número	numar	N;MASC;SG	N;INDF;MASC;SG
número	numar	número	numar	N;MASC;SG	N;INDF;MASC;SG
número	numarul	número	numar	N;MASC;SG	N;DEF;MASC;SG
agosto	august	agosto	august	N	N;INDF;MASC;SG
diciembre	decembrie	diciembre	decembrie	N	N;INDF;MASC;SG
artículo	articolul	artículo	articol	N;MASC;SG	N;DEF;MASC;SG
artículo	articol	artículo	articol	N;MASC;SG	N;INDF;MASC;SG
artículo	element	artículo	element	N;MASC;SG	N;INDF;MASC;SG
noviembre	november	noviembre	november	N	N;INDF;MASC;SG
noviembre	noiembrie	noviembre	noiembrie	N	N;INDF;MASC;SG
otro	altul	otro	altul	PRO;MASC;SG	PRO;MASC;SG;3
estos	acestea	este	acesta	PRO;MASC;PL	PRO;FEM;PL;3
estos	astea	este	acesta	PRO;MASC;PL	PRO;FEM;PL;3
abril	aprilie	abril	aprilie	N	N;INDF;MASC;SG
total	totala	total	total	ADJ;SG	ADJ;DEF;FEM;SG
región	regiunea	región	regiune	N;FEM;SG	N;DEF;FEM;SG
región	regiune	región	regiune	N;FEM;SG	N;INDF;FEM;SG
sistema	sistemul	sistema	sistem	N;MASC;SG	N;DEF;MASC;SG
sistema	sistem	sistema	sistem	N;MASC;SG	N;INDF;MASC;SG
habitantes	locuitori	habitante	locuitor	N;PL	N;INDF;MASC;PL
habitantes	locuitori	habitante	locuitor	N;PL	N;INDF;MASC;PL
habitantes	locuitorii	habitante	locuitor	N;PL	N;DEF;MASC;PL
habitantes	rezidenti	habitante	rezidenti	N;PL	N;INDF;MASC;PL
maría	marie	maría	marie	N;FEM;SG	N;INDF;FEM;SG
maría	mary	maría	mary	N;FEM;SG	N;INDF;MASC;SG
maría	maria	maría	maria	N;FEM;SG	N;DEF;FEM;SG
real	real	real	real	ADJ;SG	ADJ;INDF;MASC;SG
real	reala	real	reală	ADJ;SG	ADJ;DEF;FEM;SG
real	regal	real	regal	ADJ;SG	ADJ;INDF;MASC;SG
real	regala	real	regală	ADJ;SG	ADJ;DEF;FEM;SG
página	paginii	página	pagină	N;FEM;SG	N;DEF;FEM;SG
página	pagina	página	pagină	N;FEM;SG	N;DEF;FEM;SG
página	pagina	página	pagină	N;FEM;SG	N;DEF;FEM;SG
esto	asta	este	acesta	PRO;SG	PRO;FEM;SG;3
esto	aceasta	este	acesta	PRO;SG	PRO;FEM;SG;3
mundial	global	mundial	global	ADJ;SG	ADJ;INDF;MASC;SG
mundial	globala	mundial	globală	ADJ;SG	ADJ;DEF;FEM;SG
música	muzica	música	muzică	N;FEM;SG	N;DEF;FEM;SG
música	muzica	música	muzică	N;FEM;SG	N;DEF;FEM;SG
presidente	presedinte	presidente	presedinte	N;MASC;SG	N;INDF;MASC;SG
presidente	presedinte	presidente	presedinte	N;MASC;SG	N;INDF;MASC;SG
presidente	presedintele	presidente	presedinte	N;MASC;SG	N;DEF;MASC;SG
presidente	presedinte	presidente	presedinte	N;MASC;SG	N;INDF;MASC;SG
presidente	presedintele	presidente	presedinte	N;MASC;SG	N;DEF;MASC;SG
presidente	presedinte	presidente	presedinte	N;MASC;SG	N;INDF;MASC;SG
presidente	presedinte	presidente	presedinte	N;MASC;SG	N;INDF;MASC;SG
casa	house	casa	hou	N;FEM;SG	N;INDF;MASC;SG
casa	casa	casa	casă	N;FEM;SG	N;DEF;FEM;SG
casa	casa	casa	casă	N;FEM;SG	N;DEF;FEM;SG
casa	casa	casa	casă	N;FEM;SG	N;DEF;FEM;SG
sólo	doar	sólo	doar	ADV	ADV
sólo	numai	sólo	numai	ADV	ADV
sólo	doar	sólo	doar	ADV	ADV
álbum	album	álbum	album	N;MASC;SG	N;INDF;MASC;SG
álbum	albumul	álbum	album	N;MASC;SG	N;DEF;MASC;SG
debido	datorate	debido	datorat	ADJ	ADJ;INDF;FEM;PL
junio	iunie	junio	iunie	N	N;INDF;MASC;SG
febrero	februarie	febrero	februarie	N	N;INDF;MASC;SG
ella	ea	él	el	PRO;FEM;SG;3	PRO;FEM;SG;3
ella	ea	él	el	PRO;FEM;SG;3	PRO;FEM;SG;3
pueden	pot	poder	putea	V;IND;PL;3;PRS;FIN	V;IND;PL;3;PRS;FIN
solo	doar	solo	doar	ADV	ADV
solo	numai	solo	numai	ADV	ADV
solo	doar	solo	doar	ADV	ADV
tipo	tipul	tipo	tip	N;MASC;SG	N;DEF;MASC;SG
tipo	tip	tipo	tip	N;MASC;SG	N;INDF;MASC;SG
obra	munca	obra	muncă	N;FEM;SG	N;DEF;FEM;SG
obra	lucru	obra	lucru	N;FEM;SG	N;INDF;MASC;SG
obra	munca	obra	muncă	N;FEM;SG	N;DEF;FEM;SG
iglesia	biserica	iglesia	biserică	N;FEM;SG	N;DEF;FEM;SG
iglesia	biserica	iglesia	biserică	N;FEM;SG	N;DEF;FEM;SG
película	film	película	film	N;FEM;SG	N;INDF;MASC;SG
película	pelicula	película	pelicula	N;FEM;SG	N;DEF;FEM;SG
película	film	película	film	N;FEM;SG	N;INDF;MASC;SG
entonces	atunci	entonces	atunci	ADV	ADV
entonces	apoi	entonces	apoi	ADV	ADV
banda	trupa	banda	trupă	N;FEM;SG	N;DEF;FEM;SG
banda	trupa	banda	trupă	N;FEM;SG	N;DEF;FEM;SG
banda	formatie	banda	formatie	N;FEM;SG	N;INDF;FEM;SG
banda	formatie	banda	formatie	N;FEM;SG	N;INDF;FEM;SG
banda	banda	banda	bandă	N;FEM;SG	N;DEF;FEM;SG
banda	gasca	banda	gască	N;FEM;SG	N;DEF;FEM;SG
cuatro	patru	cuatro	patru	NUM;PL	NUM;PL
zona	zona	zona	zonă	N;FEM;SG	N;DEF;FEM;SG
zona	zona	zona	zonă	N;FEM;SG	N;DEF;FEM;SG
zona	zona	zona	zonă	N;FEM;SG	N;DEF;FEM;SG
zona	zona	zona	zonă	N;FEM;SG	N;DEF;FEM;SG
zona	suprafata	zona	suprafată	N;FEM;SG	N;DEF;FEM;SG
televisión	televizor	televisión	televizor	N;FEM;SG	N;INDF;MASC;SG
televisión	televiziune	televisión	televiziune	N;FEM;SG	N;INDF;FEM;SG
televisión	televiziunea	televisión	televiziune	N;FEM;SG	N;DEF;FEM;SG
principal	principala	principal	principal	ADJ;SG	ADJ;DEF;FEM;SG
principal	principala	principal	principal	ADJ;SG	ADJ;DEF;FEM;SG
tuvo	avut	tener	avea	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
otra	altul	otro	altul	PRO;FEM;SG	PRO;MASC;SG;3
rey	regele	rey	rege	N;MASC;SG	N;DEF;MASC;SG
rey	king	rey	king	N;MASC;SG	N;INDF;MASC;SG
rey	rege	rey	rege	N;MASC;SG	N;INDF;MASC;SG
premio	premiu	premio	premiu	N;MASC;SG	N;INDF;MASC;SG
premio	premiul	premio	premiu	N;MASC;SG	N;DEF;MASC;SG
premio	premiu	premio	premiu	N;MASC;SG	N;INDF;MASC;SG
premio	premiul	premio	premiu	N;MASC;SG	N;DEF;MASC;SG
km²	km²	kme	km²		
edición	editare	edición	editare	N;FEM;SG	N;INDF;FEM;SG
edición	editia	edición	editie	N;FEM;SG	N;DEF;FEM;SG
edición	editie	edición	editie	N;FEM;SG	N;INDF;FEM;SG
edición	editie	edición	editie	N;FEM;SG	N;INDF;FEM;SG
edición	editie	edición	editie	N;FEM;SG	N;INDF;FEM;SG
edición	editia	edición	editie	N;FEM;SG	N;DEF;FEM;SG
edición	montajul	edición	montaj	N;FEM;SG	N;DEF;MASC;SG
edición	editare	edición	editare	N;FEM;SG	N;INDF;FEM;SG
edición	editarea	edición	editare	N;FEM;SG	N;DEF;FEM;SG
tenía	avea	tener	avea	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;IPFV;FIN
tenía	avut	tener	avea	V;IND;SG;3;IPFV;FIN	V;MASC;SG;V.PTCP
premios	recompense	premio	recompens	N;MASC;PL	N;INDF;FEM;PL
premios	premii	premio	premiu	N;MASC;PL	N;INDF;FEM;PL
premios	premiile	premio	premiu	N;MASC;PL	N;DEF;FEM;PL
premios	premii	premio	premiu	N;MASC;PL	N;INDF;FEM;PL
premios	premiile	premio	premiu	N;MASC;PL	N;DEF;FEM;PL
sitio	asediu	sitio	asediu	N;MASC;SG	N;INDF;MASC;SG
sitio	asediul	sitio	asediu	N;MASC;SG	N;DEF;MASC;SG
sitio	situl	sitio	sit	N;MASC;SG	N;DEF;MASC;SG
sitio	sit	sitio	sit	N;MASC;SG	N;INDF;MASC;SG
bien	bine	bien	bine	ADV	ADV
mar	marea	mar	mare	N;SG	N;DEF;FEM;SG
mar	oceanul	mar	ocean	N;SG	N;DEF;MASC;SG
mar	ocean	mar	ocean	N;SG	N;INDF;MASC;SG
orden	comanda	orden	comandă	N;MASC;SG	N;DEF;FEM;SG
orden	ordinea	orden	ordine	N;MASC;SG	N;DEF;FEM;SG
orden	comanda	orden	comandă	N;MASC;SG	N;DEF;FEM;SG
orden	ordine	orden	ordine	N;MASC;SG	N;INDF;FEM;SG
orden	ordin	orden	ordin	N;MASC;SG	N;INDF;MASC;SG
estadounidense	american	estadounidense	american	ADJ;SG	ADJ;INDF;MASC;SG
agua	apa	agua	apă	N;FEM;SG	N;DEF;FEM;SG
agua	apa	agua	apă	N;FEM;SG	N;DEF;FEM;SG
tierra	earth	tierra	earth	N;FEM;SG	N
