가속	acceleration	가속	acceleration	N	N;NOM;INDF;MASC+FEM;SG
휴식	break	휴식	break	N	N;NOM;INDF;NEUT;SG
휴식	rast	휴식	rast	N	N;NOM;INDF;MASC+FEM;SG
휴식	brytning	휴식	brytning	N	N;NOM;INDF;MASC+FEM;SG
휴식	avkoppling	휴식	avkoppling	N	N;NOM;INDF;MASC+FEM;SG
학술지	tidskrift	학술지	tidskrift	N	N;NOM;INDF;MASC+FEM;SG
학술지	journal	학술지	journal	N	N;NOM;INDF;MASC+FEM;SG
학술지	tidning	학술지	tidning	N	N;NOM;INDF;MASC+FEM;SG
냉방	kylning	냉방	kylning	N	N;NOM;INDF;MASC+FEM;SG
냉방	kyla	냉방	kyla	N	N;NOM;INDF;MASC+FEM;SG
냉방	nedkylning	냉방	nedkylning	N	N;NOM;INDF;MASC+FEM;SG
해외로	utomlands	해외+로	utomlands	ADV	ADV
해외로	utomlands	해외+로	utomlands	ADV	ADV
앙상블	ensemble	앙상블	ensemble	N	N;NOM;INDF;MASC+FEM;SG
시체	body	시체	body	N	N
시체	kropp	시체	kropp	N	N;NOM;INDF;MASC+FEM;SG
시체	kroppen	시체	kropp	N	N;NOM;DEF;MASC+FEM;SG
시체	kropps	시체	kropp	N	N;NOM;INDF;MASC+FEM;SG
시체	lik	시체	lik	N	N;NOM;INDF;MASC+FEM;SG
시체	liket	시체	lik	N	N;NOM;DEF;NEUT;SG
시체	lik	시체	lik	N	N;NOM;INDF;MASC+FEM;SG
시체	kadaver	시체	kadaver	N	N;NOM;INDF;NEUT;PL
거미	spindel	거미	spindel	N	N;NOM;INDF;MASC+FEM;SG
거미	spindeln	거미	spindel	N	N;NOM;DEF;MASC+FEM;SG
거미	spider	거미	spida	N	N;NOM;INDF;MASC+FEM;SG
거미	spindlar	거미	spindla	N	N;NOM;INDF;MASC+FEM;PL
모델링	modellering	모델링	modellering	N	N;NOM;INDF;MASC+FEM;SG
모델링	modellering	모델링	modellering	N	N;NOM;INDF;MASC+FEM;SG
가축	boskap	가축	boskap	N	N;NOM;INDF;NEUT;SG
가축	nötboskap	가축	nötboskap	N	N;NOM;INDF;MASC+FEM;SG
가축	nötkreatur	가축	nötkreatur	N	N;NOM;INDF;NEUT;SG
가축	boskap	가축	boskap	N	N;NOM;INDF;NEUT;SG
웨딩	bröllop	웨딩	bröllop	N	N;NOM;INDF;NEUT;SG
상점	butiken	상점	butik	N	N;NOM;DEF;MASC+FEM;SG
상점	butik	상점	butik	N	N;NOM;INDF;MASC+FEM;SG
상점	butiker	상점	butik	N	N;NOM;INDF;MASC+FEM;PL
상점	butiker	상점	butik	N	N;NOM;INDF;MASC+FEM;PL
상점	butiken	상점	butik	N	N;NOM;DEF;MASC+FEM;SG
상점	butik	상점	butik	N	N;NOM;INDF;MASC+FEM;SG
부재	frånvaro	부재	frånvaro	N	N;NOM;INDF;MASC+FEM;SG
바꾸기	ersätta	바꾸+기	ersätta	V	V;IMP;FIN;ACT
바꾸기	ersätt	바꾸+기	ersätt	V	V;IMP;FIN;ACT
바꾸기	byt	바꾸+기	byta	V	V;IMP;FIN;ACT
바꾸기	byta	바꾸+기	byta	V	V;NFIN;ACT
바꾸기	växla	바꾸+기	växla	V	V;IMP;NFIN;ACT
바꾸기	byt	바꾸+기	byta	V	V;IMP;FIN;ACT
바꾸기	byta	바꾸+기	byta	V	V;NFIN;ACT
바꾸기	ändra	바꾸+기	ändra	V	V;IMP;FIN;ACT
바꾸기	byt	바꾸+기	byta	V	V;IMP;FIN;ACT
바꾸기	byta	바꾸+기	byta	V	V;NFIN;ACT
할당된	tilldelade	할당+되+ㄴ	tilldela	V	V;NOM;PL;PST;V.PTCP
저작권자	upphovsrätt	저작권자	upphovsrätt	N	N;NOM;INDF;MASC+FEM;SG
저작권자	upphovsrätten	저작권자	upphovsrätt	N	N;NOM;DEF;MASC+FEM;SG
말하기	talar	말하+기	tala	V	V;IND;PRS;FIN;ACT
말하기	tala	말하+기	tala	V	V;IMP;FIN;ACT
말하기	talar	말하+기	tala	V	V;IND;PRS;FIN;ACT
의자	stol	의자	stol	N	N;NOM;INDF;MASC+FEM;SG
레일	järnväg	레일	järnväg	N	N;NOM;INDF;MASC+FEM;SG
레일	räls	레일	räls	N	N;NOM;INDF;MASC+FEM;SG
간격	mellanrum	간격	mellanrum	N	N;NOM;INDF;NEUT;SG
간격	lucka	간격	lucka	N	N;NOM;INDF;MASC+FEM;SG
간격	gap	간격	gap	N	N;NOM;INDF;NEUT;SG
간격	intervall	간격	intervall	N	N;NOM;INDF;NEUT;SG
간격	avstånd	간격	avstånd	N	N;NOM;INDF;NEUT;SG
간격	mellanrum	간격	mellanrum	N	N;NOM;INDF;NEUT;SG
간격	mellanrum	간격	mellanrum	N	N;NOM;INDF;NEUT;SG
간격	öppningar	간격	öppning	N	N;NOM;INDF;MASC+FEM;PL
간격	luckor	간격	lucka	N	N;NOM;INDF;MASC+FEM;PL
액정	lcd	액정	lcd	N	N;NOM;INDF;MASC+FEM;SG
포커	poker	포커	pok	N	N;NOM;INDF;MASC+FEM;SG
커플	par	커플	par	N	N;NOM;INDF;NEUT;SG
커플	par	커플	par	N	N;NOM;INDF;NEUT;SG
커플	paret	커플	par	N	N;NOM;DEF;NEUT;SG
불안	ångest	불안	ångest	N	N;NOM;INDF;MASC+FEM;SG
프린터	utskrift	프린터	utskrift	N	N;NOM;INDF;MASC+FEM;SG
프린터	tryckeri	프린터	tryckeri	N	N;NOM;INDF;NEUT;SG
프린터	tryckning	프린터	tryckning	N	N;NOM;INDF;MASC+FEM;SG
프린터	skrivare	프린터	skrivare	N	N;NOM;INDF;MASC+FEM;PL
프린터	skrivaren	프린터	skrivare	N	N;NOM;DEF;MASC+FEM;SG
프린터	skrivare	프린터	skrivare	N	N;NOM;INDF;MASC+FEM;PL
인문학	humaniora	인문학	humaniora	N	N;NOM;INDF;MASC+FEM;SG
양서류	groddjur	양서류	groddjur	N	N;NOM;INDF;NEUT;PL
채소	grönsaker	채소	grönsak	N	N;NOM;INDF;MASC+FEM;PL
채소	grönsak	채소	grönsak	N	N;NOM;INDF;MASC+FEM;SG
채소	grönsaker	채소	grönsak	N	N;NOM;INDF;MASC+FEM;PL
문구	bildtext	문구	bildtext	N	N;NOM;INDF;MASC+FEM;SG
문구	text	문구	text	N	N;NOM;INDF;MASC+FEM;SG
문구	texten	문구	text	N	N;NOM;DEF;MASC+FEM;SG
문구	meningar	문구	mening	N	N;NOM;INDF;MASC+FEM;PL
문구	fraser	문구	fras	N	N;NOM;INDF;MASC+FEM;PL
도마뱀	ödlor	도마뱀	ödla	N	N;NOM;INDF;MASC+FEM;PL
도마뱀	ödlor	도마뱀	ödla	N	N;NOM;INDF;MASC+FEM;PL
도마뱀	ödlan	도마뱀	ödlan	N	N;NOM;DEF;MASC+FEM;SG
도마뱀	ödla	도마뱀	ödla	N	N;NOM;INDF;MASC+FEM;SG
이끼	mossa	이끼	mossa	N	N;NOM;INDF;MASC+FEM;SG
이끼	moss	이끼	moss	N	N;NOM;INDF;MASC+FEM;SG
계몽	upplysning	계몽	upplysning	N	N;NOM;INDF;MASC+FEM;SG
소실	försvinnanden	소실	försvinnande	N	N;NOM;INDF;NEUT;PL
소실	försvinnandet	소실	försvinnande	N	N;NOM;DEF;NEUT;SG
부활절	påsken	부활절	påsk	N	N;NOM;DEF;MASC+FEM;SG
부활절	påsk	부활절	påsk	N	N;NOM;INDF;MASC+FEM;SG
클릭	klick	클릭	klick	N	N;NOM;INDF;NEUT;SG
클릭	klick	클릭	klick	N	N;NOM;INDF;NEUT;SG
직물	textil	직물	textil	N	N;NOM;INDF;MASC+FEM;SG
직물	textilier	직물	textilie	N	N;NOM;INDF;MASC+FEM;PL
직물	tyger	직물	tyga	N	N;NOM;INDF;MASC+FEM;PL
직물	vävnader	직물	vävnad	N	N;NOM;INDF;MASC+FEM;PL
직물	textil	직물	textil	N	N;NOM;INDF;MASC+FEM;SG
직물	textilier	직물	textilie	N	N;NOM;INDF;MASC+FEM;PL
벽화	väggmålningar	벽화	väggmålning	N	N;NOM;INDF;MASC+FEM;PL
벽화	väggmålning	벽화	väggmålning	N	N;NOM;INDF;MASC+FEM;SG
해명	klargörande	해명	klargörande	N	N;NOM;INDF;NEUT;SG
해명	förtydligande	해명	förtydligande	N	N;NOM;INDF;NEUT;SG
신용	kredit	신용	kredit	N	N;NOM;INDF;MASC+FEM;SG
신용	credit	신용	credit	N	N;NOM;INDF;MASC+FEM;SG
야채	grönsaker	야채	grönsak	N	N;NOM;INDF;MASC+FEM;PL
야채	grönsak	야채	grönsak	N	N;NOM;INDF;MASC+FEM;SG
야채	grönsaker	야채	grönsak	N	N;NOM;INDF;MASC+FEM;PL
렌더링	återgivning	렌더링	återgivning	N	N;NOM;INDF;MASC+FEM;SG
바이애슬론	skidskytte	바이애슬론	skidskytte	N	N;NOM;INDF;NEUT;SG
청소	städning	청소	städning	N	N;NOM;INDF;MASC+FEM;SG
청소	rensning	청소	rensning	N	N;NOM;INDF;MASC+FEM;SG
청소	rengöring	청소	rengöring	N	N;NOM;INDF;MASC+FEM;SG
청소	clean	청소	clea	N	N;NOM;INDF;MASC+FEM;SG
발효	jästa	발효	jästa	N	N;NOM;INDF;MASC+FEM;SG
발효	jäst	발효	jäst	N	N;NOM;INDF;NEUT;SG
발효	jäsning	발효	jäsning	N	N;NOM;INDF;MASC+FEM;SG
발효	fermentering	발효	fermentering	N	N;NOM;INDF;MASC+FEM;SG
경관	polisman	경관	polisman	N	N;NOM;INDF;MASC+FEM;SG
경관	officer	경관	officer	N	N;NOM;INDF;MASC+FEM;SG
경관	landskap	경관	landskap	N	N;NOM;INDF;NEUT;SG
퍼텐셜	potential	퍼텐셜	potential	N	N;NOM;INDF;MASC+FEM;SG
생각하기	tror	생각+하+기	tro	V	V;IND;PRS;FIN;ACT
생각하기	tycker	생각+하+기	tycka	V	V;IND;PRS;FIN;ACT
생각하기	tänk	생각+하+기	tänka	V	V;IMP;FIN;ACT
생각하기	tänka	생각+하+기	tänka	V	V;IMP;FIN;ACT
매력	glamour	매력	glamour	N	N;NOM;INDF;MASC+FEM;SG
매력	dragningskraft	매력	dragningskraft	N	N;NOM;INDF;MASC+FEM;SG
매력	charm	매력	charm	N	N;NOM;INDF;MASC+FEM;SG
매력	charming	매력	charming	N	N;NOM;INDF;MASC+FEM;SG
태양광	sol	태양광	sol	N	N;NOM;INDF;MASC+FEM;SG
태양광	solar	태양광	sola	N	N;NOM;INDF;MASC+FEM;PL
태양광	solenergi	태양광	solenergi	N	N;NOM;INDF;MASC+FEM;SG
공연장	mötesplats	공연장	mötesplats	N	N;NOM;INDF;MASC+FEM;SG
공연장	lokalen	공연장	lokal	N	N;NOM;DEF;MASC+FEM;SG
아우디	audi	아우디	audi	N	N;NOM;INDF;MASC+FEM;SG
벨트	bälten	벨트	bält	N	N;NOM;INDF;NEUT;PL
벨트	skärp	벨트	skärp	N	N;NOM;INDF;NEUT;SG
벨트	bältet	벨트	bält	N	N;NOM;DEF;NEUT;SG
벨트	bälte	벨트	bälte	N	N;NOM;INDF;NEUT;SG
예의	uppförande	예의	uppförande	N	N;NOM;INDF;NEUT;SG
예의	artighet	예의	artighet	N	N;NOM;INDF;MASC+FEM;SG
선구자	pionjärer	선구자	pionjär	N	N;NOM;INDF;MASC+FEM;PL
받았습니다	fått	받+았+습니다	få	V	V;V.CVB;ACT
받았습니다	fick	받+았+습니다	få	V	V;IND;PST;FIN;ACT
인플레이션	inflation	인플레이션	inflation	N	N;NOM;INDF;MASC+FEM;SG
인플레이션	inflationen	인플레이션	inflation	N	N;NOM;DEF;MASC+FEM;SG
인질	gisslan	인질	gisslan	N	N;NOM;INDF;MASC+FEM;SG
인질	gisslan	인질	gisslan	N	N;NOM;INDF;MASC+FEM;SG
증언	vittne	증언	vittne	N	N;NOM;INDF;NEUT;SG
증언	vittnesbörd	증언	vittnesbörd	N	N;NOM;INDF;NEUT;SG
증언	vittnesmål	증언	vittnesmål	N	N;NOM;INDF;NEUT;SG
축하	firande	축하	firande	N	N;NOM;INDF;NEUT;SG
축하	högtider	축하	högtid	N	N;NOM;INDF;MASC+FEM;PL
축하	festligheter	축하	festlighet	N	N;NOM;INDF;MASC+FEM;PL
축하	firandet	축하	firande	N	N;NOM;DEF;NEUT;SG
축하	firande	축하	firande	N	N;NOM;INDF;NEUT;SG
관세	tullen	관세	tull	N	N;NOM;DEF;MASC+FEM;SG
관세	tull	관세	tull	N	N;NOM;INDF;MASC+FEM;SG
관세	taxa	관세	taxa	N	N;NOM;INDF;MASC+FEM;SG
스쿼시	squash	스쿼시	squash	N	N;NOM;INDF;MASC+FEM;SG
냉각	kylning	냉각	kylning	N	N;NOM;INDF;MASC+FEM;SG
냉각	kyla	냉각	kyla	N	N;NOM;INDF;MASC+FEM;SG
냉각	nedkylning	냉각	nedkylning	N	N;NOM;INDF;MASC+FEM;SG
냉각	kylning	냉각	kylning	N	N;NOM;INDF;MASC+FEM;SG
레즈비언	lesbisk	레즈비언	lesbisk	N	N;NOM;INDF;MASC+FEM;SG
차단되었습니다	blockeras	차단+되+었+습니다	blockera	V	V;IND;PRS;FIN;PASS
램프	lykta	램프	lykta	N	N;NOM;INDF;MASC+FEM;SG
램프	lampa	램프	lampa	N	N;NOM;INDF;MASC+FEM;SG
램프	lyktor	램프	lyktor	N	N;NOM;INDF;MASC+FEM;PL
램프	lampor	램프	lampa	N	N;NOM;INDF;MASC+FEM;PL
포격	beskjutningen	포격	beskjutning	N	N;NOM;DEF;MASC+FEM;SG
포격	bombardemang	포격	bombardemang	N	N;NOM;INDF;NEUT;SG
영화관	teatrar	영화관	teatra	N	N;NOM;INDF;MASC+FEM;PL
영화관	teatrar	영화관	teatra	N	N;NOM;INDF;MASC+FEM;PL
영화관	biografer	영화관	biograf	N	N;NOM;INDF;MASC+FEM;PL
영화관	theater	영화관	theat	N	N;NOM;INDF;MASC+FEM;PL
영화관	teater	영화관	teat	N	N;NOM;INDF;MASC+FEM;SG
레지옹	legion	레지옹	legion	N	N;NOM;INDF;MASC+FEM;SG
레지옹	legionen	레지옹	legion	N	N;NOM;DEF;MASC+FEM;SG
특공대	commando	특공대	commando	N	N;NOM;INDF;MASC+FEM;SG
풀기	extrahera	풀+기	extrahera	V	V;IMP;FIN;ACT
풀기	löser	풀+기	lösa	V	V;IND;PRS;FIN;ACT
풀기	lösa	풀+기	lösa	V	V;IMP;FIN;ACT
마스터즈	masters	마스터즈	mast	N	N;NOM;INDF;MASC+FEM;SG
마스터즈	herrar	마스터즈	herre	N	N;NOM;INDF;MASC+FEM;PL
표본	prov	표본	prov	N	N;NOM;INDF;NEUT;SG
표본	stickprov	표본	stickprov	N	N;NOM;INDF;NEUT;SG
표본	urval	표본	urval	N	N;NOM;INDF;NEUT;SG
보내기	sänder	보내+기	sända	V	V;IND;PRS;FIN;ACT
보내기	skickar	보내+기	skicka	V	V;IND;PRS;FIN;ACT
보내기	skicka	보내+기	skicka	V	V;IMP;FIN;ACT
보내기	sända	보내+기	sända	V	V;IMP;FIN;ACT
보내기	sänd	보내+기	sänd	V	V;IMP;FIN;ACT
보내기	skicka	보내+기	skicka	V	V;IMP;FIN;ACT
황소자리	tauri	황소자리	tauri	N	N;NOM;INDF;MASC+FEM;SG
황소자리	oxe	황소자리	oxe	N	N;NOM;INDF;MASC+FEM;SG
황소자리	taurus	황소자리	taurus	N	N;NOM;INDF;MASC+FEM;SG
위조	förfalskare	위조	förfalskare	N	N;NOM;INDF;MASC+FEM;PL
위조	förfalskning	위조	förfalskning	N	N;NOM;INDF;MASC+FEM;SG
위조	förfalskningar	위조	förfalskning	N	N;NOM;INDF;MASC+FEM;PL
위조	förfalskning	위조	förfalskning	N	N;NOM;INDF;MASC+FEM;SG
위조	förfalskningar	위조	förfalskning	N	N;NOM;INDF;MASC+FEM;PL
위조	förfalskning	위조	förfalskning	N	N;NOM;INDF;MASC+FEM;SG
가슴이	bröstkorg	가슴+이	bröstkorg	N	N;NOM;INDF;NEUT;SG
가슴이	bröst	가슴+이	bröst	N	N;NOM;INDF;NEUT;SG
가슴이	bröstet	가슴+이	bröst	N	N;NOM;DEF;NEUT;SG
인용된	noterade	인용+되+ㄴ	notera	V	V;IND;PST;V.PTCP;ACT
인용된	citerade	인용+되+ㄴ	citera	V	V;NOM;PL;PST;V.PTCP;ACT
인용된	citeras	인용+되+ㄴ	citera	V	V;NFIN;PASS
패치	fläckar	패치	fläck	N	N;NOM;INDF;MASC+FEM;PL
패치	plåster	패치	plåster	N	N;NOM;INDF;MASC+FEM;PL
패치	plåster	패치	plåster	N	N;NOM;INDF;MASC+FEM;PL
패치	patch	패치	patch	N	N;NOM;INDF;MASC+FEM;SG
탐험	upptäcktsresande	탐험	upptäcktsresa	N	N;NOM;INDF;NEUT;SG
탐험	explorer	탐험	explor	N	N;NOM;INDF;MASC+FEM;PL
탐험	expeditionen	탐험	expedition	N	N;NOM;DEF;MASC+FEM;SG
탐험	expedition	탐험	expedition	N	N;NOM;INDF;MASC+FEM;SG
탐험	prospektering	탐험	prospektering	N	N;NOM;INDF;MASC+FEM;SG
탐험	utforskning	탐험	utforskning	N	N;NOM;INDF;MASC+FEM;SG
탐험	utforskare	탐험	utforskare	N	N;NOM;INDF;MASC+FEM;PL
탐험	upptäcktsresande	탐험	upptäcktsresa	N	N;NOM;INDF;NEUT;SG
예언자	profet	예언자	prof	N	N;NOM;INDF;MASC+FEM;SG
예언자	profeten	예언자	profet	N	N;NOM;DEF;MASC+FEM;SG
예언자	profeter	예언자	profeter	N	N;NOM;INDF;MASC+FEM;PL
예언자	profeterna	예언자	profet	N	N;NOM;DEF;MASC+FEM;PL
평형	jämvikt	평형	jämvik	N	N;NOM;INDF;MASC+FEM;SG
자동화	automatisk	자동화	automatisk	N	N;NOM;INDF;MASC+FEM;SG
자동화	automatisering	자동화	automatisering	N	N;NOM;INDF;MASC+FEM;SG
강좌	banor	강좌	bana	N	N;NOM;INDF;MASC+FEM;PL
강좌	kurser	강좌	kurs	N	N;NOM;INDF;MASC+FEM;PL
쿠키	cookies	쿠키	cookies	N	N;NOM;INDF;MASC+FEM;SG
쿠키	kakor	쿠키	kako	N	N;NOM;INDF;MASC+FEM;PL
쿠키	cookie	쿠키	cookie	N	N;NOM;INDF;MASC+FEM;SG
쿠키	kaka	쿠키	kaka	N	N;NOM;INDF;MASC+FEM;SG
복잡도	komplexitet	복잡+도	komplexitet	N	N;NOM;INDF;MASC+FEM;SG
발명	uppfinning	발명	uppfinning	N	N;NOM;INDF;MASC+FEM;SG
발명	uppfinningsrikedom	발명	uppfinningsrikedom	N	N;NOM;INDF;MASC+FEM;SG
발명	uppfinningar	발명	uppfinning	N	N;NOM;INDF;MASC+FEM;PL
발명	uppfinningar	발명	uppfinning	N	N;NOM;INDF;MASC+FEM;PL
발명	uppfinnare	발명	uppfinnare	N	N;NOM;INDF;MASC+FEM;SG
편견	partiskhet	편견	partiskhet	N	N;NOM;INDF;MASC+FEM;SG
편견	fördomar	편견	fördom	N	N;NOM;INDF;MASC+FEM;PL
버퍼	buffert	버퍼	buffert	N	N;NOM;INDF;MASC+FEM;SG
버퍼	buffertar	버퍼	bufferta	N	N;NOM;INDF;MASC+FEM;PL
증인	vittnen	증인	vittne	N	N;NOM;INDF;NEUT;PL
증인	vittne	증인	vittne	N	N;NOM;INDF;NEUT;SG
증인	vittne	증인	vittne	N	N;NOM;INDF;NEUT;SG
응답하라	svara	응답+하+라	svara	V	V;IMP;FIN;ACT
이웃집	granne	이웃집	gran	N	N;NOM;INDF;MASC+FEM;SG
이웃집	grannen	이웃집	grann	N	N;NOM;DEF;MASC+FEM;SG
부서	departement	부서	departement	N	N;NOM;INDF;NEUT;PL
부서	department	부서	department	N	N;NOM;INDF;MASC+FEM;SG
부서	avdelning	부서	avdelning	N	N;NOM;INDF;MASC+FEM;SG
부서	avdelningen	부서	avdelning	N	N;NOM;DEF;MASC+FEM;SG
부서	departementet	부서	departement	N	N;NOM;DEF;NEUT;SG
노드	nod	노드	nod	N	N;NOM;INDF;MASC+FEM;SG
노드	noder	노드	noder	N	N;NOM;INDF;MASC+FEM;PL
노드	knutpunkter	노드	knutpunkt	N	N;NOM;INDF;MASC+FEM;PL
박해	förföljelser	박해	förföljelse	N	N;NOM;INDF;MASC+FEM;PL
박해	förföljelse	박해	förföljelse	N	N;NOM;INDF;MASC+FEM;SG
박해	förföljelsen	박해	förföljelse	N	N;NOM;DEF;MASC+FEM;SG
박해	förtryck	박해	förtryck	N	N;NOM;INDF;NEUT;SG
발전기	generatorer	발전기	generator	N	N;NOM;INDF;MASC+FEM;PL
발전기	generator	발전기	generator	N	N;NOM;INDF;MASC+FEM;SG
발전기	generatorn	발전기	generator	N	N;NOM;DEF;MASC+FEM;SG
욕구	lust	욕구	lust	N	N;NOM;INDF;MASC+FEM;SG
욕구	önskan	욕구	önskan	N	N;NOM;INDF;MASC+FEM;SG
욕구	åtrå	욕구	åtrå	N	N;NOM;INDF;MASC+FEM;SG
욕구	längtan	욕구	längtan	N	N;NOM;INDF;MASC+FEM;SG
흡혈귀	vampyr	흡혈귀	vampyr	N	N;NOM;INDF;MASC+FEM;SG
흡혈귀	vampyrer	흡혈귀	vampyr	N	N;NOM;INDF;MASC+FEM;PL
스케치	skisser	스케치	skiss	N	N;NOM;INDF;MASC+FEM;PL
스케치	skiss	스케치	skiss	N	N;NOM;INDF;MASC+FEM;SG
자극	stimulans	자극	stimulans	N	N;NOM;INDF;MASC+FEM;SG
자극	stimulans	자극	stimulans	N	N;NOM;INDF;MASC+FEM;SG
자극	stimulering	자극	stimulering	N	N;NOM;INDF;MASC+FEM;SG
자극	irritation	자극	irritation	N	N;NOM;INDF;MASC+FEM;SG
평행	parallell	평행	parallell	N	N;NOM;INDF;MASC+FEM;SG
장례	begravning	장례	begravning	N	N;NOM;INDF;MASC+FEM;SG
장례	begravningen	장례	begravning	N	N;NOM;DEF;MASC+FEM;SG
장례	begravning	장례	begravning	N	N;NOM;INDF;MASC+FEM;SG
셔틀	färja	셔틀	färja	N	N;NOM;INDF;MASC+FEM;SG
셔틀	skyttel	셔틀	skyttel	N	N;NOM;INDF;NEUT;SG
셔틀	skytteln	셔틀	skyttel	N	N;NOM;DEF;MASC+FEM;SG
순교자	martyrer	순교자	martyr	N	N;NOM;INDF;MASC+FEM;PL
순교자	martyr	순교자	martyr	N	N;NOM;INDF;MASC+FEM;SG
정밀	noggrannhet	정밀	noggrannhet	N	N;NOM;INDF;MASC+FEM;SG
정밀	precision	정밀	precision	N	N;NOM;INDF;MASC+FEM;SG
에이전시	agentur	에이전시	agentur	N	N;NOM;INDF;MASC+FEM;SG
에이전시	byrån	에이전시	byrån	N	N;NOM;DEF;MASC+FEM;SG
에이전시	byrå	에이전시	byrå	N	N;NOM;INDF;MASC+FEM;SG
디렉터리	katalogen	디렉터리	katalog	N	N;NOM;DEF;MASC+FEM;SG
디렉터리	katalog	디렉터리	katalog	N	N;NOM;INDF;MASC+FEM;SG
디렉터리	korgar	디렉터리	korg	N	N;NOM;INDF;MASC+FEM;PL
디렉터리	mappar	디렉터리	mappa	N	N;NOM;INDF;MASC+FEM;PL
디렉터리	kataloger	디렉터리	katalog	N	N;NOM;INDF;MASC+FEM;PL
디렉터리	katalog	디렉터리	katalog	N	N;NOM;INDF;MASC+FEM;SG
디렉터리	korg	디렉터리	korg	N	N;NOM;INDF;MASC+FEM;SG
디렉터리	mapp	디렉터리	mapp	N	N;NOM;INDF;MASC+FEM;SG
디렉터리	kataloger	디렉터리	katalog	N	N;NOM;INDF;MASC+FEM;PL
떨어지지	faller	떨어지+지	falla	V	V;IND;PRS;FIN;ACT
떨어지지	ramla	떨어지+지	ramla	V	V;IMP;FIN;ACT
떨어지지	falla	떨어지+지	falla	V	V;IMP;FIN;ACT
열정	entusiasm	열정	entusiasm	N	N;NOM;INDF;MASC+FEM;SG
열정	passion	열정	passion	N	N;NOM;INDF;MASC+FEM;SG
열정	passioner	열정	passion	N	N;NOM;INDF;MASC+FEM;PL
예배	tillbedjan	예배	tillbedjan	N	N;NOM;INDF;MASC+FEM;SG
예배	gudstjänst	예배	gudstjänst	N	N;NOM;INDF;MASC+FEM;SG
