dans	اندر	dans	اندر	ADP	ADP;NOM;MASC;SG;3
grand	اہم	grand	اہم	ADJ;MASC;SG	ADJ
grand	ممتاز	grand	ممتاز	ADJ;MASC;SG	ADJ
grand	شاندار	grand	شاندار	ADJ;MASC;SG	ADJ
grand	وسیع	grand	وسیع	ADJ;MASC;SG	ADJ
grand	پُرشکوہ	grand	پُرشکوہ	ADJ;MASC;SG	ADJ
grand	ماہر	grand	ماہر	ADJ;MASC;SG	ADJ
grand	نمایاں	grand	نمایاں	ADJ;MASC;SG	ADJ
grand	اہم	grand	اہم	ADJ;MASC;SG	ADJ
grand	ممتاز	grand	ممتاز	ADJ;MASC;SG	ADJ
grand	شاندار	grand	شاندار	ADJ;MASC;SG	ADJ
grand	وسیع	grand	وسیع	ADJ;MASC;SG	ADJ
grand	پُرشکوہ	grand	پُرشکوہ	ADJ;MASC;SG	ADJ
grand	ماہر	grand	ماہر	ADJ;MASC;SG	ADJ
grand	نمایاں	grand	نمایاں	ADJ;MASC;SG	ADJ
grand	اعلیٰ	grand	اعلیٰ	ADJ;MASC;SG	ADJ
grand	اصل	grand	اصل	ADJ;MASC;SG	ADJ
grand	امیرانہ	grand	امیرانہ	ADJ;MASC;SG	ADJ
grand	بڑا	grand	بڑا	ADJ;MASC;SG	ADJ;NOM;MASC;SG
grand	اعلیٰ	grand	اعلیٰ	ADJ;MASC;SG	ADJ
grand	اصل	grand	اصل	ADJ;MASC;SG	ADJ
tout	کسی	tout	کوئی	PRO;MASC;SG	PRO;NOM;SG;3
tout	کسی	tout	کوئی	PRO;MASC;SG	PRO;NOM;SG;3
groupe	پٹی	groupe	پٹی	N;MASC;SG	N;NOM;MASC;SG;3
groupe	گروہ	groupe	گروہ	N;MASC;SG	N;NOM;MASC;SG;3
groupe	جمعیت	groupe	جمعیت	N;MASC;SG	N;NOM;MASC;SG;3
groupe	گروہ	groupe	گروہ	N;MASC;SG	N;NOM;MASC;SG;3
groupe	جمعیت	groupe	جمعیت	N;MASC;SG	N;NOM;MASC;SG;3
groupe	جماعت	groupe	جماعت	N;MASC;SG	N;NOM;FEM;SG;3
monde	زمانے	monde	زمانہ	N;MASC;SG	N;NOM;MASC;SG;3
bien	غالباً	bien	غالباً	ADV	ADV
bien	شاید	bien	شاید	ADV	ADV
contre	خلاف	contre	خلاف	ADP	ADP
liste	فہرست	liste	فہرست	N;FEM;SG	N;NOM;FEM;SG;3
liste	جدول	liste	جدول	N;FEM;SG	N;NOM;MASC;SG;3
club	گروہ	club	گروہ	N;MASC;SG	N;NOM;MASC;SG;3
club	گروہ	club	گروہ	N;MASC;SG	N;NOM;MASC;SG;3
partie	دعوت	partie	دعوت	N;FEM;SG	N;NOM;FEM;SG;3
partie	جزو	partie	جزو	N;FEM;SG	N;NOM;MASC;SG;3
article	مضمون	article	مضمون	N;MASC;SG	N;NOM;MASC;SG;3
guerre	بیماری	guerre	بیماری	N;FEM;SG	N;NOM;FEM;SG;3
saison	گرمی	saison	گرمی	N;FEM;SG	N;NOM;FEM;SG;3
fin	تباہی	fin	تباہی	N;FEM;SG	N;NOM;MASC;SG;3
fin	جواز	fin	جواز	N;FEM;SG	N;NOM;MASC;SG;3
vers	نزدیک	vers	نزدیک	ADP	ADP;NOM;MASC;SG;3
vers	قریب	vers	قریب	ADP	ADP;NOM;MASC;SG;3
année	زمانہ	année	زمانہ	N;FEM;SG	N;NOM;MASC;SG;3
année	برس	année	برس	N;FEM;SG	N;NOM;MASC;SG;3
temps	دور	temps	دور	N;MASC;SG	N;NOM;MASC;SG;3
temps	عہد	temps	عہد	N;MASC;SG	N;NOM;MASC;SG;3
temps	دور	temps	دور	N;MASC;SG	N;NOM;MASC;SG;3
faire	دیکھنا	faire	دیکھ	V;NFIN	V;NFIN
faire	بچارنا	faire	بچار	V;NFIN	V;NFIN;ACT
faire	پکانا	faire	پکانا	V;NFIN	V;MASC;SG;V.PTCP;ACT
faire	بخشنا	faire	بخشنا	V;NFIN	V;SG;ACT
faire	سنوارنا	faire	سنوار	V;NFIN	V;MASC;SG;NFIN;ACT
faire	کارروائی.	faire	کارروائی.	V;NFIN	V;PFV;FEM;SG;V.PTCP;ACT
faire	دیکھنا	faire	دیکھ	V;NFIN	V;NFIN
faire	بچارنا	faire	بچار	V;NFIN	V;NFIN;ACT
faire	پکانا	faire	پکانا	V;NFIN	V;MASC;SG;V.PTCP;ACT
faire	بخشنا	faire	بخشنا	V;NFIN	V;SG;ACT
faire	کرنا	faire	کر	V;NFIN	V;MASC;SG;NFIN;ACT
faire	سنوارنا	faire	سنوار	V;NFIN	V;MASC;SG;NFIN;ACT
faire	کارروائی.	faire	کارروائی.	V;NFIN	V;PFV;FEM;SG;V.PTCP;ACT
faire	پکانا	faire	پکانا	V;NFIN	V;MASC;SG;V.PTCP;ACT
faire	سمجھنا	faire	سمجھ	V;NFIN	V;MASC;SG;NFIN;ACT
faire	پکانا	faire	پکانا	V;NFIN	V;MASC;SG;V.PTCP;ACT
faire	سمجھنا	faire	سمجھ	V;NFIN	V;MASC;SG;NFIN;ACT
faire	بنانا	faire	بنا	V;NFIN	V;MASC;SG;NFIN;ACT
mars	رفتار	mars	رفتار	N;MASC;SG	N;NOM;MASC;SG;3
histoire	تذکرہ	histoire	تذکرہ	N;FEM;SG	N;NOM;MASC;SG;3
histoire	تواریخ	histoire	تواریخ	N;FEM;SG	N;NOM;MASC;SG;3
série	رسالہ	série	رسالہ	N;FEM;SG	N;NOM;MASC;SG;3
joueur	کھلاڑی.	joueur	کھلاڑی.	N;MASC;SG	N;NOM;MASC;SG;3
mort	نڈھال	mourir	نڈھال	V;MASC;SG;PST;V.PTCP	V;ACT
mort	سُن	mourir	سُن	V;MASC;SG;PST;V.PTCP	V;ACT
mort	ٹھنڈا	mourir	ٹھنڈا	V;MASC;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
mort	نڈھال	mourir	نڈھال	V;MASC;SG;PST;V.PTCP	V;ACT
mort	سُن	mourir	سُن	V;MASC;SG;PST;V.PTCP	V;ACT
française	بری	français	بری	ADJ;FEM;SG	ADJ;FEM
région	خطہ	région	خطہ	N;FEM;SG	N;NOM;MASC;SG;3
région	شعبہ	région	شعبہ	N;FEM;SG	N;NOM;MASC;SG;3
région	علاقہ	région	علاقہ	N;FEM;SG	N;NOM;MASC;SG;3
région	رقبہ	région	رقبہ	N;FEM;SG	N;NOM;MASC;SG;3
état	رسوخ	état	رسوخ	N;MASC;SG	N;NOM;MASC;SG;3
état	رسائی.	état	رسائی.	N;MASC;SG	N;NOM;MASC;SG;3
état	مرتبہ	état	مرتبہ	N;MASC;SG	N;NOM;MASC;SG;3
état	رسوخ	état	رسوخ	N;MASC;SG	N;NOM;MASC;SG;3
état	رسائی.	état	رسائی.	N;MASC;SG	N;NOM;MASC;SG;3
état	درجہ	état	درجہ	N;MASC;SG	N;NOM;MASC;SG;3
état	منصب	état	منصب	N;MASC;SG	N;NOM;MASC;SG;3
état	عہدہ	état	عہدہ	N;MASC;SG	N;NOM;MASC;SG;3
état	منصب	état	منصب	N;MASC;SG	N;NOM;MASC;SG;3
état	حالت	état	حالت	N;MASC;SG	N;NOM;FEM;SG;3
état	عہدہ	état	عہدہ	N;MASC;SG	N;NOM;MASC;SG;3
état	شرط	état	شرط	N;MASC;SG	N;NOM;FEM;SG;3
état	موجب	état	موجب	N;MASC;SG	N;NOM;MASC;SG;3
état	کیفیت	état	کیفیت	N;MASC;SG	N;NOM;FEM;SG;3
église	عبادت	église	عبادت	N;FEM;SG	N;NOM;FEM;SG;3
église	عبادت	église	عبادت	N;FEM;SG	N;NOM;FEM;SG;3
place	مرتبہ	place	مرتبہ	N;FEM;SG	N;NOM;MASC;SG;3
place	منصب	place	منصب	N;FEM;SG	N;NOM;MASC;SG;3
place	احاطہ	place	احاطہ	N;FEM;SG	N;NOM;MASC;SG;3
place	نشست	place	نشست	N;FEM;SG	N;NOM;MASC;SG;3
place	شہر	place	شہر	N;FEM;SG	N;ACC;MASC;SG;3
place	مرتبہ	place	مرتبہ	N;FEM;SG	N;NOM;MASC;SG;3
place	مقام	place	مقام	N;FEM;SG	N;NOM;MASC;SG;3
place	منصب	place	منصب	N;FEM;SG	N;NOM;MASC;SG;3
place	احاطہ	place	احاطہ	N;FEM;SG	N;NOM;MASC;SG;3
place	نشست	place	نشست	N;FEM;SG	N;NOM;MASC;SG;3
place	شہر	place	شہر	N;FEM;SG	N;ACC;MASC;SG;3
famille	ذات	famille	ذات	N;FEM;SG	N;NOM;FEM;SG;3
général	برتر	général	برتر	N;MASC;SG	N;NOM;MASC;SG;3
général	برتر	général	برتر	N;MASC;SG	N;NOM;MASC;SG;3
album	البم	album	البم	N;MASC;SG	N;NOM;MASC;SG;3
août	گرامی	août	گرامی	N;MASC;SG	N;NOM;MASC;SG;3
nouvelle	جدید	nouveau	جدید	ADJ;FEM;SG	ADJ
nouvelle	جدید	nouveau	جدید	ADJ;FEM;SG	ADJ
département	شعبہ	département	شعبہ	N;MASC;SG	N;NOM;MASC;SG;3
grande	بڑا	grand	بڑا	ADJ;FEM;SG	ADJ;NOM;MASC;SG
grande	اہم	grand	اہم	ADJ;FEM;SG	ADJ
grande	نمایاں	grand	نمایاں	ADJ;FEM;SG	ADJ
grande	اہم	grand	اہم	ADJ;FEM;SG	ADJ
grande	ممتاز	grand	ممتاز	ADJ;FEM;SG	ADJ
grande	شاندار	grand	شاندار	ADJ;FEM;SG	ADJ
grande	وسیع	grand	وسیع	ADJ;FEM;SG	ADJ
grande	پُرشکوہ	grand	پُرشکوہ	ADJ;FEM;SG	ADJ
grande	ماہر	grand	ماہر	ADJ;FEM;SG	ADJ
grande	نمایاں	grand	نمایاں	ADJ;FEM;SG	ADJ
grande	اہم	grand	اہم	ADJ;FEM;SG	ADJ
grande	ممتاز	grand	ممتاز	ADJ;FEM;SG	ADJ
grande	شاندار	grand	شاندار	ADJ;FEM;SG	ADJ
grande	وسیع	grand	وسیع	ADJ;FEM;SG	ADJ
grande	پُرشکوہ	grand	پُرشکوہ	ADJ;FEM;SG	ADJ
grande	ماہر	grand	ماہر	ADJ;FEM;SG	ADJ
grande	نمایاں	grand	نمایاں	ADJ;FEM;SG	ADJ
début	اضطراری	début	اضطراری	N;MASC;SG	N;NOM;MASC;SG;3
début	حیرت	début	حیرت	N;MASC;SG	N;NOM;MASC;SG;3
début	سرا	début	سرا	N;MASC;SG	N;NOM;MASC;SG;3
ligne	ذریعہ	ligne	ذریعہ	N;FEM;SG	N;NOM;MASC;SG;3
ligne	سمت	ligne	سمت	N;FEM;SG	N;NOM;MASC;SG;3
ligne	رُخ	ligne	رُخ	N;FEM;SG	N;NOM;MASC;SG;3
ligne	راستہ	ligne	راستہ	N;FEM;SG	N;NOM;MASC;SG;3
ligne	افسانہ	ligne	افسانہ	N;FEM;SG	N;NOM;MASC;SG;3
ligne	موافقت	ligne	موافقت	N;FEM;SG	N;NOM;MASC;SG;3
ligne	ذریعہ	ligne	ذریعہ	N;FEM;SG	N;NOM;MASC;SG;3
ligne	سمت	ligne	سمت	N;FEM;SG	N;NOM;MASC;SG;3
ligne	رُخ	ligne	رُخ	N;FEM;SG	N;NOM;MASC;SG;3
ligne	راستہ	ligne	راستہ	N;FEM;SG	N;NOM;MASC;SG;3
ligne	افسانہ	ligne	افسانہ	N;FEM;SG	N;NOM;MASC;SG;3
ligne	لکیر	ligne	لکیر	N;FEM;SG	N;NOM;MASC;SG;3
ligne	موافقت	ligne	موافقت	N;FEM;SG	N;NOM;MASC;SG;3
ligne	شورش	ligne	شورش	N;FEM;SG	N;NOM;MASC;SG;3
ligne	شورش	ligne	شورش	N;FEM;SG	N;NOM;MASC;SG;3
ligne	قطار	ligne	قطار	N;FEM;SG	N;NOM;MASC;SG;3
nationale	قومی	national	قومی	ADJ;FEM;SG	ADJ
encore	دوبارہ	encore	دوبارہ	ADV	ADV
image	نقش	image	نقش	N;FEM;SG	N;NOM;MASC;SG;3
image	خاکہ	image	خاکہ	N;FEM;SG	N;NOM;MASC;SG;3
vie	زندگی	vie	زندگی	N;FEM;SG	N;NOM;FEM;SG;3
vie	موقع	vie	موقع	N;FEM;SG	N;NOM;MASC;SG;3
vie	اتفاق	vie	اتفاق	N;FEM;SG	N;NOM;MASC;SG;3
vie	اعمال	vie	اعمال	N;FEM;SG	N;NOM;MASC;SG;3
vie	زندگی	vie	زندگی	N;FEM;SG	N;NOM;FEM;SG;3
vie	موقع	vie	موقع	N;FEM;SG	N;NOM;MASC;SG;3
vie	اتفاق	vie	اتفاق	N;FEM;SG	N;NOM;MASC;SG;3
vie	اعمال	vie	اعمال	N;FEM;SG	N;NOM;MASC;SG;3
vie	حیات	vie	شریک_حیات	N;FEM;SG	N;NOM;MASC;SG;3
lien	واسطہ	lien	واسطہ	N;MASC;SG	N;NOM;MASC;SG;3
nouveau	جدید	nouveau	جدید	ADJ;MASC;SG	ADJ
nouveau	جدید	nouveau	جدید	ADJ;MASC;SG	ADJ
vous	تم	vous	تو	PRO;PL;2	PRO;NOM;PL;2
vous	تم	vous	تو	PRO;PL;2	PRO;NOM;PL;2
vous	آپ	vous	آپ	PRO;PL;2	PRO;ACC
cours	رویہ	cours	رویہ	N;MASC;SG	N;NOM;MASC;SG;3
cours	روش	cours	روش	N;MASC;SG	N;NOM;MASC;SG;3
partir	بچنا.	partir	بچنا.	V;NFIN	V;MASC;SG;ACT
partir	سدھارنا	partir	سدھار	V;NFIN	V;MASC;SG;NFIN;ACT
partir	رخصت.	partir	رخصت.	V;NFIN	V;SG;V.PTCP;ACT
partir	چھوڑنا	partir	چھوڑ	V;NFIN	V;NFIN
partir	بچنا.	partir	بچنا.	V;NFIN	V;MASC;SG;ACT
partir	سدھارنا	partir	سدھار	V;NFIN	V;MASC;SG;NFIN;ACT
partir	رخصت.	partir	رخصت.	V;NFIN	V;SG;V.PTCP;ACT
village	موضع	village	موضع	N;MASC;SG	N;NOM;MASC;SG;3
village	موضع	village	موضع	N;MASC;SG	N;NOM;MASC;SG;3
nombre	ٹولی	nombre	ٹولی	N;MASC;SG	N;NOM;FEM;SG;3
nombre	کمپنی	nombre	کمپنی	N;MASC;SG	N;NOM;FEM;SG;3
nombre	گروہ	nombre	گروہ	N;MASC;SG	N;NOM;MASC;SG;3
nombre	جماعت	nombre	جماعت	N;MASC;SG	N;NOM;FEM;SG;3
nombre	رقص	nombre	رقص	N;MASC;SG	N;NOM;MASC;SG;3
coupe	اصلاح	coupe	اصلاح	N;FEM;SG	N;NOM;MASC;SG;3
coupe	پیالی	coupe	پیالی	N;FEM;SG	N;NOM;FEM;SG;3
coupe	قیمت	coupe	قیمت	N;FEM;SG	N;NOM;FEM;SG;3
coupe	کٹوتی	coupe	کٹوتی	N;FEM;SG	N;NOM;FEM;SG;3
coupe	فلم	coupe	فلم	N;FEM;SG	N;NOM;FEM;SG;3
coupe	کمیشن	coupe	کمیشن	N;FEM;SG	N;NOM;MASC;SG;3
coupe	ڈرامے	coupe	ڈرامہ	N;FEM;SG	N;NOM;MASC;SG;3
coupe	قیمت	coupe	قیمت	N;FEM;SG	N;NOM;FEM;SG;3
coupe	کٹوتی	coupe	کٹوتی	N;FEM;SG	N;NOM;FEM;SG;3
coupe	فلم	coupe	فلم	N;FEM;SG	N;NOM;FEM;SG;3
coupe	کمیشن	coupe	کمیشن	N;FEM;SG	N;NOM;MASC;SG;3
coupe	ڈرامے	coupe	ڈرامہ	N;FEM;SG	N;NOM;MASC;SG;3
coupe	پھل	coupe	پھل	N;FEM;SG	N;NOM;MASC;SG;3
homme	سپاہی	homme	سپاہی	N;MASC;SG	N;NOM;MASC;SG;3
homme	پیشے	homme	پیشا	N;MASC;SG	N;NOM;MASC;SG;3
homme	شطرنج	homme	شطرنج	N;MASC;SG	N;NOM;MASC;SG;3
homme	انسان	homme	انسان	N;MASC;SG	N;NOM;MASC;SG;3
homme	جہاز	homme	جہاز	N;MASC;SG	N;NOM;MASC;SG;3
division	جنس	division	جنس	N;FEM;SG	N;NOM;MASC;SG;3
division	اختلاف	division	اختلاف	N;FEM;SG	N;NOM;MASC;SG;3
national	قومی	national	قومی	ADJ;MASC;SG	ADJ
société	معاشرہ	société	معاشرہ	N;FEM;SG	N;NOM;MASC;SG;3
société	معاشرہ	société	معاشرہ	N;FEM;SG	N;NOM;MASC;SG;3
société	سماج	société	سماج	N;FEM;SG	N;NOM;MASC;SG;3
société	گروہ	société	گروہ	N;FEM;SG	N;NOM;MASC;SG;3
société	صحبت	société	صحبت	N;FEM;SG	N;NOM;FEM;SG;3
cas	حادثہ	cas	حادثہ	N;MASC;SG	N;NOM;MASC;SG;3
cas	واقعہ	cas	واقعہ	N;MASC;SG	N;NOM;MASC;SG;3
cas	معاملہ	cas	معاملہ	N;MASC;SG	N;NOM;MASC;SG;3
jeu	تفریح	jeu	تفریح	N;MASC;SG	N;NOM;MASC;SG;3
jeu	تدبیر	jeu	تدبیر	N;MASC;SG	N;NOM;MASC;SG;3
jeu	توانا	jeu	توانا	N;MASC;SG	N;NOM;MASC;SG;3
jeu	کھیل	jeu	کھیل	N;MASC;SG	N;NOM;MASC;SG;3
jeu	ہدف	jeu	ہدف	N;MASC;SG	N;NOM;MASC;SG;3
jeu	اپاہج	jeu	اپاہج	N;MASC;SG	N;NOM;MASC;SG;3
jeu	تفریح	jeu	تفریح	N;MASC;SG	N;NOM;MASC;SG;3
jeu	تدبیر	jeu	تدبیر	N;MASC;SG	N;NOM;MASC;SG;3
jeu	توانا	jeu	توانا	N;MASC;SG	N;NOM;MASC;SG;3
jeu	کھیل	jeu	کھیل	N;MASC;SG	N;NOM;MASC;SG;3
jeu	ہدف	jeu	ہدف	N;MASC;SG	N;NOM;MASC;SG;3
jeu	اپاہج	jeu	اپاہج	N;MASC;SG	N;NOM;MASC;SG;3
jeu	بازی	jeu	بازی	N;MASC;SG	N;NOM;MASC;SG;3
genre	طنز	genre	طنز	N;MASC;SG	N;NOM;MASC;SG;3
genre	جنس	genre	جنس	N;MASC;SG	N;NOM;MASC;SG;3
genre	خصوصیت	genre	خصوصیت	N;MASC;SG	N;NOM;MASC;SG;3
genre	جواب	genre	جواب	N;MASC;SG	N;NOM;MASC;SG;3
genre	طور	genre	طور	N;MASC;SG	N;NOM;MASC;SG;3
genre	خصوصیت	genre	خصوصیت	N;MASC;SG	N;NOM;MASC;SG;3
genre	جواب	genre	جواب	N;MASC;SG	N;NOM;MASC;SG;3
genre	طور	genre	طور	N;MASC;SG	N;NOM;MASC;SG;3
genre	طرح	genre	طرح	N;MASC;SG	N;NOM;MASC;SG;3
fils	قبیلے	fils	قبیلہ	N;MASC;SG	N;NOM;MASC;SG;3
fils	بیٹا	fils	بیٹا	N;MASC;SG	N;NOM;MASC;SG;3
fils	قبیلے	fils	قبیلہ	N;MASC;SG	N;NOM;MASC;SG;3
parti	غرق	partir	غرق	V;MASC;SG;PST;V.PTCP	V;ACT
jour	یوم	jour	یوم	N;MASC;SG	N;NOM;MASC;SG;3
jour	دن	jour	دن	N;MASC;SG	N;NOM;MASC;SG;3
jour	دور	jour	دور	N;MASC;SG	N;NOM;MASC;SG;3
jour	یوم	jour	یوم	N;MASC;SG	N;NOM;MASC;SG;3
jour	دن	jour	دن	N;MASC;SG	N;NOM;MASC;SG;3
jour	دور	jour	دور	N;MASC;SG	N;NOM;MASC;SG;3
jour	روز	jour	روز	N;MASC;SG	N;NOM;MASC;SG;3
forme	قاعدہ	forme	قاعدہ	N;FEM;SG	N;NOM;MASC;SG;3
forme	جنس	forme	جنس	N;FEM;SG	N;NOM;MASC;SG;3
forme	نقشہ	forme	نقشہ	N;FEM;SG	N;NOM;MASC;SG;3
forme	خاکہ	forme	خاکہ	N;FEM;SG	N;NOM;MASC;SG;3
forme	قسم	forme	قسم	N;FEM;SG	N;NOM;MASC;SG;3
forme	جماعت	forme	جماعت	N;FEM;SG	N;NOM;FEM;SG;3
forme	ضابطہ	forme	ضابطہ	N;FEM;SG	N;NOM;MASC;SG;3
forme	رسم	forme	رسم	N;FEM;SG	N;NOM;FEM;SG;3
forme	قاعدہ	forme	قاعدہ	N;FEM;SG	N;NOM;MASC;SG;3
forme	جنس	forme	جنس	N;FEM;SG	N;NOM;MASC;SG;3
forme	نقشہ	forme	نقشہ	N;FEM;SG	N;NOM;MASC;SG;3
forme	خاکہ	forme	خاکہ	N;FEM;SG	N;NOM;MASC;SG;3
forme	قسم	forme	قسم	N;FEM;SG	N;NOM;MASC;SG;3
forme	جماعت	forme	جماعت	N;FEM;SG	N;NOM;FEM;SG;3
forme	ضابطہ	forme	ضابطہ	N;FEM;SG	N;NOM;MASC;SG;3
forme	رسم	forme	رسم	N;FEM;SG	N;NOM;FEM;SG;3
forme	شکل	forme	شکل	N;FEM;SG	N;NOM;MASC;SG;3
forme	انداز	forme	انداز	N;FEM;SG	N;NOM;MASC;SG;3
forme	صورت	forme	صورت	N;FEM;SG	N;NOM;MASC;SG;3
forme	انداز	forme	انداز	N;FEM;SG	N;NOM;MASC;SG;3
forme	صورت	forme	صورت	N;FEM;SG	N;NOM;MASC;SG;3
ancien	قدیم	ancien	قدیم	ADJ;MASC;SG	ADJ
ancien	پچھلا	ancien	پچھلا	ADJ;MASC;SG	ADJ;NOM;MASC;SG
ancien	سابقہ	ancien	سابقہ	ADJ;MASC;SG	ADJ
ancien	سابق	ancien	سابق	ADJ;MASC;SG	ADJ
ancien	گزشتہ	ancien	گزشتہ	ADJ;MASC;SG	ADJ
ordre	قسم	ordre	قسم	N;MASC;SG	N;NOM;MASC;SG;3
ordre	فرمان	ordre	فرمان	N;MASC;SG	N;NOM;MASC;SG;3
ordre	ترتیب	ordre	ترتیب	N;MASC;SG	N;NOM;FEM;SG;3
ordre	قسم	ordre	قسم	N;MASC;SG	N;NOM;MASC;SG;3
château	حصار	château	حصار	N;MASC;SG	N;NOM;MASC;SG;3
château	حصار	château	حصار	N;MASC;SG	N;NOM;MASC;SG;3
école	تربیت	école	تربیت	N;FEM;SG	N;NOM;MASC;SG;3
école	اسکول	école	اسکول	N;FEM;SG	N;NOM;MASC;SG;3
carrière	پیشہ	carrière	پیشہ	N;FEM;SG	N;NOM;MASC;SG;3
carrière	ہدف	carrière	ہدف	N;FEM;SG	N;NOM;MASC;SG;3
part	خیال	part	خیال	N;FEM;SG	N;NOM;MASC;SG;3
deuxième	مماثل	deuxième	مماثل	ADJ;MASC;SG	ADJ
deuxième	اضافی	deuxième	اضافی	ADJ;MASC;SG	ADJ
deuxième	دوسرا	deuxième	دوسرا	ADJ;MASC;SG	ADJ;NOM;MASC;SG
deuxième	مزید	deuxième	مزید	ADJ;MASC;SG	ADJ
deuxième	مماثل	deuxième	مماثل	ADJ;MASC;SG	ADJ
deuxième	اضافی	deuxième	اضافی	ADJ;MASC;SG	ADJ
deuxième	ثانوی	deuxième	ثانوی	ADJ;MASC;SG	ADJ
deuxième	دوسرا	deuxième	دوسرا	ADJ;MASC;SG	ADJ;NOM;MASC;SG
deuxième	مزید	deuxième	مزید	ADJ;MASC;SG	ADJ
chef	برتر	chef	برتر	N;MASC;SG	N;NOM;MASC;SG;3
père	باپ	père	باپ	N;MASC;SG	N;NOM;MASC;SG;3
père	موجد	père	موجد	N;MASC;SG	N;NOM;MASC;SG;3
père	والد	père	والد	N;MASC;SG	N;NOM;MASC;SG;3
