pentru	pre	pentru	pre	ADP;ACC	ADP;ACC
martie	marec	martie	marec	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
martie	marci	martie	marec	N;INDF;MASC;SG	N;INAN;ESS;MASC;SG
martie	marca	martie	marec	N;INDF;MASC;SG	N;INAN;GEN;MASC;SG
martie	marcu	martie	marec	N;INDF;MASC;SG	N;INAN;DAT;MASC;SG
martie	pochod	martie	pochod	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
fișier	súboru	fișier	súbor	N;INDF;MASC;SG	N;INAN;GEN;MASC;SG
fișier	súbor	fișier	súbor	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
decembrie	december	decembrie	december	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
decembrie	decembra	decembrie	december	N;INDF;MASC;SG	N;INAN;GEN;MASC;SG
decembrie	decembri	decembrie	december	N;INDF;MASC;SG	N;INAN;GEN;MASC;SG
decembrie	decembru	decembrie	december	N;INDF;MASC;SG	N;INAN;GEN;MASC;SG
ianuarie	januára	ianuarie	január	N;INDF;MASC;SG	N;INAN;GEN;MASC;SG
ianuarie	január	ianuarie	január	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
ianuarie	januári	ianuarie	január	N;INDF;MASC;SG	N;INAN;ESS;MASC;SG
noiembrie	novembri	noiembrie	november	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
noiembrie	november	noiembrie	november	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
noiembrie	novembra	noiembrie	november	N;INDF;MASC;SG	N;INAN;GEN;MASC;SG
cum	ako	cum	ako	ADV	ADV
avut	malo	avea	mať	V;MASC;SG;V.PTCP	V;IPFV;NEUT;SG;POS;PST;V.PTCP
avut	nemal	avea	mať	V;MASC;SG;V.PTCP	V;ANIM;IPFV;MASC;SG;NEG;PST;V.PTCP
avut	mal	avea	mať	V;MASC;SG;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
avut	mala	avea	mať	V;MASC;SG;V.PTCP	V;IPFV;FEM;SG;POS;PST;V.PTCP
nord	sever	nord	sever	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
sud	juhu	sud	juh	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
sud	juh	sud	juh	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
aprilie	apríl	aprilie	aprila	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
aprilie	apríla	aprilie	apríl	N;INDF;MASC;SG	N;INAN;GEN;MASC;SG
loc	miesto	loc	miesto	N;INDF;MASC;SG	N;NOM;NEUT;SG
loc	place	loc	placať	N;INDF;MASC;SG	N;NOM;MASC;SG
iulie	júl	iulie	júl	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
iulie	júla	iulie	júla	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
doar	jedine	doar	jedine	ADV	ADV
doar	práve	doar	práve	ADV	ADV
februarie	februára	februarie	február	N;INDF;MASC;SG	N;INAN;GEN;MASC;SG
februarie	február	februarie	február	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
trei	tri	trei	tri	NUM;PL	NUM;INAN;NOM;MASC;PL
trei	troch	trei	tri	NUM;PL	NUM;GEN;MASC;PL
trei	traja	trei	tri	NUM;PL	NUM;ANIM;NOM;MASC;PL
asteroizi	asteroidy	asteroid	asteroida	N;INDF;MASC;PL	N;NOM;FEM;PL
foarte	veľmi	foarte	veľmi	ADV	ADV
departament	oddelenie	departament	oddelenie	N;INDF;MASC;SG	N;NOM;NEUT;SG
apoi	potom	apoi	potom	ADV	ADV
apoi	vtedy	apoi	vtedy	ADV	ADV
grup	skupinu	grup	skupina	N;INDF;MASC;SG	N;ACC;FEM;SG
grup	skupina	grup	skupina	N;INDF;MASC;SG	N;NOM;FEM;SG
oraș	mesto	oraș	mesto	N;INDF;MASC;SG	N;NOM;NEUT;SG
oraș	mesta	oraș	mesto	N;INDF;MASC;SG	N;NOM;NEUT;SG
oraș	mestečko	oraș	mestečko	N;INDF;MASC;SG	N;NOM;NEUT;SG
oraș	mesto	oraș	mesto	N;INDF;MASC;SG	N;NOM;NEUT;SG
oraș	mesta	oraș	mesto	N;INDF;MASC;SG	N;NOM;NEUT;SG
pot	môžu	putea	môcť	V;IND;PL;3;PRS;FIN	V;IPFV;IND;PL;3;POS;PRS;FIN
camp	tábora	camp	tábor	N;INDF;MASC;SG	N;INAN;GEN;MASC;SG
camp	camp	camp	camp	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
camp	tábor	camp	tábor	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
face	vyrobiť	face	vyrobiť	V;IND;SG;3;PRS;FIN	V;PFV;POS;NFIN
face	urobiť	face	urobiť	V;IND;SG;3;PRS;FIN	V;PFV;POS;NFIN
național	národný	național	národný	ADJ;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG
național	národná	național	národný	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
național	vnútroštátna	național	vnútroštátny	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
național	národné	național	národný	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
note	poznámok	notă	poznámok	N;INDF;FEM;PL	N;GEN;FEM;PL
note	noty	notă	noty	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
note	poznámky	notă	poznámka	N;INDF;FEM;PL	N;NOM;FEM;PL
general	všeobecné	general	všeobecný	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
general	všeobecná	general	všeobecný	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
război	vojna	război	vojna	N;INDF;MASC;SG	N;NOM;FEM;SG
află	učiť	afla	učiť	V;IND;SG;3;PST;FIN	V;IPFV;POS;NFIN
început	začiatok	început	začiatok	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
român	rumunský	român	rumunský	ADJ;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
român	rumunská	român	rumunský	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
român	rumunskom	român	rumunský	ADJ;INDF;MASC;SG	ADJ;INS;NEUT;SG
român	rumunské	român	rumunský	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
român	rumunského	român	rumunský	ADJ;INDF;MASC;SG	ADJ;GEN;NEUT;SG
punct	bodka	punct	bodka	N;INDF;MASC;SG	N;NOM;FEM;SG
punct	bod	punct	bod	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
stat	štátu	stat	štát	N;INDF;MASC;SG	N;INAN;GEN;MASC;SG
stat	štát	stat	štát	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
file	karty	filă	karta	N;INDF;FEM;PL	N;NOM;FEM;PL
file	kariet	filă	kariet	N;INDF;FEM;PL	N;GEN;FEM;PL
file	kartách	filă	karta	N;INDF;FEM;PL	N;ESS;NEUT;PL
atunci	potom	atunci	potom	ADV	ADV
atunci	vtedy	atunci	vtedy	ADV	ADV
film	filmom	film	film	N;INDF;MASC;SG	N;INAN;INS;MASC;SG
film	film	film	film	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
film	filmom	film	film	N;INDF;MASC;SG	N;INAN;INS;MASC;SG
film	film	film	film	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
vorbitori	reproduktory	vorbitor	reproduktor	N;INDF;MASC;PL	N;INAN;NOM;MASC;PL
vorbitori	rečníci	vorbitor	rečník	N;INDF;MASC;PL	N;ANIM;NOM;MASC;PL
vorbitori	rečníkov	vorbitor	rečník	N;INDF;MASC;PL	N;INAN;GEN;MASC;PL
date	dátumy	dată	dátum	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
date	termíny	dată	termín	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
date	dát	dată	dát	N;INDF;FEM;PL	N;GEN;FEM;PL
date	dáta	dată	dát	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
date	údaje	dată	údaj	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
trebuie	musia	trebui	musieť	V;IND;3;PRS;FIN	V;IPFV;IND;PL;3;POS;PRS;FIN
trebuie	musí	trebui	musieť	V;IND;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
aici	sem	aici	sem	ADV	ADV
aici	tu	aici	tu	ADV	ADV
zile	dní	zi	deň	N;INDF;FEM;PL	N;INAN;GEN;MASC;PL
zile	dňoch	zi	deň	N;INDF;FEM;PL	N;INAN;GEN;MASC;PL
zile	dni	zi	deň	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
club	klub	club	klub	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
club	klubu	club	klub	N;INDF;MASC;SG	N;INAN;GEN;MASC;SG
componente	súčiastky	componentă	súčiastka	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
componente	komponenty	componentă	komponent	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
componente	súčasti	componentă	súčasť	N;INDF;FEM;PL	N;NOM;FEM;PL
ulterior	následne	ulterior	následne	ADV	ADV
est	východ	est	východ	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
nou	nová	nou	nový	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
nou	nový	nou	nový	ADJ;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
nou	nové	nou	nový	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
numai	jedine	numai	jedine	ADV	ADV
doi	dve	doi	dva	NUM;MASC;PL	NUM;NOM;FEM;PL
doi	dvaja	doi	dva	NUM;MASC;PL	NUM;ANIM;NOM;MASC;PL
doi	dva	doi	dva	NUM;MASC;PL	NUM;INAN;NOM;MASC;PL
membru	členka	membru	členka	N;INDF;MASC;SG	N;NOM;FEM;SG
membru	členom	membru	člen	N;INDF;MASC;SG	N;ANIM;INS;MASC;SG
membru	člena	membru	člen	N;INDF;MASC;SG	N;ANIM;ACC;MASC;SG
membru	poslanec	membru	poslanec	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
membru	člen	membru	člen	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
numit	pomenované	numit	pomenovaný	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
oficial	úradný	oficial	úradný	ADJ;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG
oficial	oficiálna	oficial	oficiálny	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
oficial	oficiálny	oficial	oficiálny	ADJ;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG
deși	hoci	deși	hoci	CONJ;POS	CONJ
deși	hoci	deși	hoci	CONJ;POS	CONJ
saint	svätec	saint	svätec	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
împreună	spolu	împreună	spolu	ADV	ADV
împreună	dokopy	împreună	dokopy	ADV	ADV
împreună	spoločne	împreună	spoločne	ADV	ADV
vest	západ	vest	západ	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
vest	western	vest	western	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
puțin	málo	puțin	málo	ADV	ADV
încă	stále	încă	stále	ADV	ADV
descoperit	objavené	descoperit	objavený	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
descoperit	nekryté	descoperit	krytý	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
înainte	dopredu	înainte	dopredu	ADV	ADV
înainte	vpred	înainte	vpred	ADV	ADV
înainte	predtým	înainte	predtým	ADV	ADV
lemn	drevo	lemn	drevo	N;INDF;MASC;SG	N;NOM;NEUT;SG
roman	romana	roman	romana	N;INDF;MASC;SG	N;NOM;FEM;SG
roman	román	roman	román	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
roman	novela	roman	novieť	N;INDF;MASC;SG	N;NOM;FEM;SG
mod	móde	mod	móda	N;INDF;MASC;SG	N;DAT;FEM;SG
mod	režim	mod	režiť	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
mod	mód	mod	mód	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
mod	mod	mod	mod	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
american	americké	american	americký	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
american	americká	american	americký	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
american	americký	american	americký	ADJ;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
prezent	prítomnosť	prezent	prítomnosť	N;INDF;MASC;SG	N;NOM;FEM;SG
prezent	darček	prezent	darček	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
text	text	text	text	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
bine	dobre	bine	dobre	ADV	ADV
bine	dobre	bine	dobre	ADV	ADV
articole	články	articol	článok	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
articole	článkov	articol	článok	N;INDF;FEM;PL	N;INAN;GEN;MASC;PL
articole	predmety	articol	predmet	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
articole	položky	articol	položka	N;INDF;FEM;PL	N;NOM;FEM;PL
articole	položiek	articol	položka	N;INDF;FEM;PL	N;GEN;FEM;PL
sate	dedín	sat	dedina	N;INDF;FEM;PL	N;GEN;FEM;PL
sate	dediny	sat	dedina	N;INDF;FEM;PL	N;NOM;FEM;PL
sate	obce	sat	obec	N;INDF;FEM;PL	N;NOM;FEM;PL
târziu	neskoro	târziu	neskoro	ADV	ADV
cunoscut	známe	cunoscut	známy	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
cunoscut	známa	cunoscut	známy	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
cunoscut	známym	cunoscut	známy	ADJ;INDF;MASC;SG	ADJ;INS;MASC;SG
cunoscut	známy	cunoscut	známy	ADJ;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
patru	štyroch	patru	štyri	NUM;PL	NUM;ANIM;ACC;MASC;PL
patru	štyria	patru	štyri	NUM;PL	NUM;ANIM;NOM;MASC;PL
patru	štyri	patru	štyri	NUM;PL	NUM;INAN;NOM;MASC;PL
tip	chlap	tip	chlap	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
tip	chalan	tip	chalan	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
tip	chlapík	tip	chlapík	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
tip	druh	tip	druh	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
tip	typu	tip	typ	N;INDF;MASC;SG	N;INAN;GEN;MASC;SG
tip	typ	tip	typ	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
tip	type	tip	typ	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
persoane	osobám	persoană	osobať	N;INDF;FEM;PL	N;DAT;FEM;PL
persoane	osoby	persoană	osoba	N;INDF;FEM;PL	N;NOM;FEM;PL
persoane	osôb	persoană	osoba	N;INDF;FEM;PL	N;GEN;FEM;PL
persoane	ludia	persoană	ludia	N;INDF;FEM;PL	N;ANIM;NOM;MASC;PL
persoane	ľudia	persoană	človek	N;INDF;FEM;PL	N;ANIM;NOM;MASC;PL
persoane	ľudí	persoană	človek	N;INDF;FEM;PL	N;ANIM;ACC;MASC;PL
etc	atď	etc	atď		
exemplu	príklad	exemplu	príklad	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
articol	článku	articol	článok	N;INDF;MASC;SG	N;INAN;GEN;MASC;SG
articol	článok	articol	článok	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
născut	narodená	naște	narodený	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
născut	narodené	naște	narodený	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
născut	narodený	naște	narodený	ADJ;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
jos	nadol	jos	nadol	ADV	ADV
jos	dolu	jos	dolu	ADV	ADV
jos	dole	jos	dole	ADV	ADV
deoarece	pretože	deoarece	pretože	CONJ;POS	CONJ
raport	správa	raport	správa	N;INDF;MASC;SG	N;NOM;FEM;SG
raport	hlásenie	raport	hlásenie	N;INDF;MASC;SG	N;NOM;NEUT;SG
special	špeciálne	special	špeciálne	ADV	ADV
svg	svg	svg	svg	N	N;NOM;FEM;SG
dat	daný	dat	daný	ADJ;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
dat	dané	dat	daný	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
dat	daná	dat	daň	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
împărat	cisára	împărat	cisár	N;INDF;MASC;SG	N;ANIM;ACC;MASC;SG
împărat	vládca	împărat	vládca	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
împărat	cisár	împărat	cisár	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
bun	dobrá	bun	dobrý	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
bun	dobré	bun	dobrý	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
bun	dobrý	bun	dobrý	ADJ;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
format	formátu	format	formát	N;INDF;MASC;SG	N;INAN;GEN;MASC;SG
format	formát	format	formát	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
primit	dostala	primi	dostať	V;MASC;SG;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
primit	získala	primi	získať	V;MASC;SG;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
președinte	prezidentka	președinte	prezidentka	N;INDF;MASC;SG	N;NOM;FEM;SG
președinte	prezident	președinte	prezident	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
președinte	predseda	președinte	predseda	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
președinte	prezidenta	președinte	prezident	N;INDF;MASC;SG	N;ANIM;ACC;MASC;SG
președinte	predsedu	președinte	predsedu	N;INDF;MASC;SG	N;ANIM;ACC;MASC;SG
președinte	predseda	președinte	predseda	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
oameni	ludia	om	ludia	N;INDF;MASC;PL	N;ANIM;NOM;MASC;PL
oameni	ľudia	om	človek	N;INDF;MASC;PL	N;ANIM;NOM;MASC;PL
oameni	ľudí	om	človek	N;INDF;MASC;PL	N;ANIM;ACC;MASC;PL
istoric	historický	istoric	historický	ADJ;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG
istoric	historické	istoric	historický	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
istoric	historická	istoric	historický	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
istoric	historický	istoric	historický	ADJ;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG
istoric	historické	istoric	historický	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
istoric	historická	istoric	historický	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
team	mužstvo	team	mužstvo	N;INDF;MASC;SG	N;NOM;NEUT;SG
team	tím	team	tím	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
copii	deti	copil	dieťa	N;INDF;MASC;PL	N;NOM;NEUT;PL
copii	decká	copil	decko	N;INDF;MASC;PL	N;NOM;NEUT;PL
copii	deti	copil	dieťa	N;INDF;MASC;PL	N;NOM;NEUT;PL
aproximativ	približne	aproximativ	približne	ADV	ADV
aproximativ	približne	aproximativ	približne	ADV	ADV
lucru	vec	lucru	vec	N;INDF;MASC;SG	N;NOM;FEM;SG
lucru	dielo	lucru	dielo	N;INDF;MASC;SG	N;NOM;NEUT;SG
lucru	praca	lucru	praca	N;INDF;MASC;SG	N;NOM;FEM;SG
lucru	práca	lucru	práca	N;INDF;MASC;SG	N;NOM;FEM;SG
români	rumunov	român	rumun	N;INDF;MASC;PL	N;ANIM;ACC;MASC;PL
folosit	použité	folosit	použitý	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
folosit	používané	folosit	používaný	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
folosit	použitý	folosit	použitý	ADJ;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
folosit	použitá	folosit	použitý	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
acum	teraz	acum	teraz	ADV	ADV
reprezintă	zastupuje	reprezenta	zastupovať	V;IND;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
reprezintă	predstavuje	reprezenta	predstavovať	V;IND;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
reprezintă	reprezentuje	reprezenta	reprezentovať	V;IND;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
reprezintă	reprezentovať	reprezenta	reprezentovať	V;IND;3;PRS;FIN	V;IPFV;POS;NFIN
reprezintă	zastupovať	reprezenta	zastupovať	V;IND;3;PRS;FIN	V;IPFV;POS;NFIN
reprezintă	reprezentujú	reprezenta	reprezentovať	V;IND;3;PRS;FIN	V;IPFV;IND;PL;3;POS;PRS;FIN
reprezintă	predstavujú	reprezenta	predstavovať	V;IND;3;PRS;FIN	V;IPFV;IND;PL;3;POS;PRS;FIN
număr	číslo	număr	číslo	N;INDF;MASC;SG	N;NOM;NEUT;SG
număr	počet	număr	počet	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
număr	čislo	număr	čislo	N;INDF;MASC;SG	N;NOM;NEUT;SG
vechi	starý	vechi	starý	ADJ;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
vechi	staré	vechi	starý	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
vechi	stará	vechi	starý	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
munții	hory	munte	hory	N;INDF;MASC;PL	N;NOM;FEM;PL
munții	pohoria	munte	pohoriť	N;INDF;MASC;PL	N;NOM;NEUT;PL
munții	horách	munte	hora	N;INDF;MASC;PL	N;ESS;FEM;PL
munții	hôr	munte	hôr	N;INDF;MASC;PL	N;GEN;FEM;PL
munții	vrchy	munte	vrch	N;INDF;MASC;PL	N;INAN;NOM;MASC;PL
limbi	jazyky	limbă	jazyk	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
limbi	jazykoch	limbă	jazyk	N;INDF;FEM;PL	N;INAN;GEN;MASC;PL
limbi	jazykov	limbă	jazyk	N;INDF;FEM;PL	N;INAN;GEN;MASC;PL
fotbal	futbal	fotbal	futbať	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
