den	la	den	él	PRO;DEF;MASC+FEM;SG	PRO;ACC;FEM;SG;3
södra	meridional	södra	meridional	ADJ;NOM;DEF;SG	ADJ;SG
södra	sureño	södra	sureño	ADJ;NOM;DEF;SG	ADJ;MASC;SG
toppen	cima	topp	cima	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
sedan	luego	sedan	luego	ADV	ADV
sedan	entonces	sedan	entonces	ADV	ADV
östra	oriental	östra	oriental	ADJ;NOM;DEF;SG	ADJ;SG
genom	mediante	genom	mediante	ADP	ADP
kilometer	kilómetros	kilomet	kilómetro	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
kilometer	kilómetros	kilomet	kilómetro	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
kilometer	kilometros	kilomet	kilometro	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
norra	septentrional	norra	septentrional	ADJ;NOM;DEF;SG	ADJ;SG
norra	norteña	norra	norteño	ADJ;NOM;DEF;SG	ADJ;FEM;SG
också	igualmente	också	igualmente	ADV	ADV
också	además	också	además	ADV	ADV
också	también	också	también	ADV	ADV
också	también	också	también	ADV	ADV
också	demasiado	också	demasiado	ADV	ADV
talet	discurso	tal	discurso	N;NOM;DEF;NEUT;SG	N;MASC;SG
detta	este	denna	este	PRO;DEF;NEUT;SG	PRO;MASC;SG
detta	esto	denna	este	PRO;DEF;NEUT;SG	PRO;SG
detta	esta	denna	este	PRO;DEF;NEUT;SG	PRO;FEM;SG
mot	hacia	mot	hacia	ADP	ADP
mot	contra	mot	contra	ADP	ADP
västra	occidental	onstra	occidental	ADJ;NOM;DEF;SG	ADJ;SG
västra	occidental	onstra	occidental	ADJ;NOM;DEF;SG	ADJ;SG
del	part	del	part	N;NOM;INDF;MASC+FEM;SG	N
del	parte	del	parte	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
riktning	dirección	riktning	dirección	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
namn	nombre	namn	nombre	N;NOM;INDF;NEUT;SG	N;MASC;SG
namn	name	namn	name	N;NOM;INDF;NEUT;SG	N
namn	denominación	namn	denominación	N;NOM;INDF;NEUT;SG	N;FEM;SG
bland	entre	bland	entre	ADP	ADP
vilket	cual	vilken	cual	PRO;INDF;NEUT;SG	PRO;SG
mellan	entre	mellan	entre	ADP	ADP
svensk	suecia	svensk	suecia	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
svensk	sueca	svensk	sueca	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
cerro	cerro	cerro	cerro	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
död	fallecimiento	död	fallecimiento	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
död	death	död	death	N;NOM;INDF;MASC+FEM;SG	N
död	muerte	död	muerte	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
död	defunción	död	defunción	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
död	dead	död	dead	N;NOM;INDF;MASC+FEM;SG	N
kulle	colina	kulle	colina	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
kulle	cerro	kulle	cerro	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
kommunen	municipalidad	kommun	municipalidad	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
kommunen	municipio	kommun	municipio	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
klimatet	clima	klimate	clima	N;NOM;DEF;NEUT;SG	N;MASC;SG
text	text	text	text	N;NOM;INDF;MASC+FEM;SG	N
text	texto	text	texto	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
lista	lista	lista	lista	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
departementet	departamento	departement	departamento	N;NOM;DEF;NEUT;SG	N;MASC;SG
denna	este	denna	este	PRO;DEF;MASC+FEM;SG	PRO;MASC;SG
denna	esto	denna	este	PRO;DEF;MASC+FEM;SG	PRO;SG
denna	esta	denna	este	PRO;DEF;MASC+FEM;SG	PRO;FEM;SG
tropiskt	tropical	tropisk	tropical	ADJ;NOM;INDF;NEUT;SG	ADJ;SG
park	parque	park	parque	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
flera	varios	flera	varios	PRO;INDF;PL	PRO;MASC;PL
flera	varias	flera	varios	PRO;INDF;PL	PRO;FEM;PL
periodiskt	periódica	periodisk	periódico	ADJ;NOM;INDF;NEUT;SG	ADJ;FEM;SG
samma	misma	samma	mismo	DET;INDF	DET;FEM;SG
senare	posteriormente	sen	posteriormente	ADV;CMPR	ADV
senare	después	sen	después	ADV;CMPR	ADV
olika	diferentes	olik	diferente	ADJ;NOM;PL	ADJ;PL
point	punta	point	punta	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
point	point	point	point	N;NOM;INDF;MASC+FEM;SG	N
point	punto	point	punto	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
ort	ciudad	ort	ciudad	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
nya	nuevas	ny	nuevo	ADJ;NOM;PL	ADJ;FEM;PL
nya	nuevos	ny	nuevo	ADJ;NOM;PL	ADJ;MASC;PL
sjön	lago	sjö	lago	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
sjön	laguna	sjö	laguna	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
tidigare	anteriormente	tidig	anteriormente	ADV;CMPR	ADV
tidigare	previamente	tidig	previamente	ADV;CMPR	ADV
tidigare	antes	tidig	antes	ADV;CMPR	ADV
tidigare	anteriormente	tidig	anteriormente	ADV;CMPR	ADV
utan	sin	utan	sin	ADP	ADP
socken	parroquia	socken	parroquia	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
score	puntuación	score	puntuación	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
score	partitura	score	partitura	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
boreala	boreal	boreal	boreal	ADJ;NOM;DEF;SG	ADJ;SG
kom	vengan	komma	venir	V;IMP;FIN;ACT	V;IMP;PL;3;FIN
stora	grandes	stor	grande	ADJ;NOM;PL	ADJ;PL
stora	grandes	stor	grande	ADJ;NOM;PL	ADJ;PL
omgivande	circundantes	omgivande	circundante	ADJ;NOM;PRS;V.PTCP	ADJ;PL
omgivande	ambiental	omgivande	ambiental	ADJ;NOM;PRS;V.PTCP	ADJ;SG
basen	base	bas	base	N;NOM;DEF;MASC+FEM;SG	N;SG
tre	tres	tre	tres	NUM;NOM	NUM;PL
shift	turno	shift	turno	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
algeriet	argelia	algeri	argelia	N;NOM;DEF;NEUT;SG	N;FEM;SG
dessa	éstas	denna	este	PRO;DEF;PL	PRO;FEM;PL
dessa	estos	denna	este	PRO;DEF;PL	PRO;MASC;PL
dessa	estas	denna	este	PRO;DEF;PL	PRO;FEM;PL
dessa	éstos	denna	este	PRO;DEF;PL	PRO;MASC;PL
dessa	esas	denna	ese	PRO;DEF;PL	PRO;FEM;PL
dessa	aquellos	denna	aquel	PRO;DEF;PL	PRO;MASC;PL
dessa	esos	denna	ese	PRO;DEF;PL	PRO;MASC;PL
växtlighet	vegetación	växtlighet	vegetación	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
mer	más	mycket	más	ADV;CMPR	ADV
mer	mas	mycket	mas	ADV;CMPR	ADV
här	aquí	här	aquí	ADV	ADV
här	acá	här	acá	ADV	ADV
öst	oriente	öst	oriente	N	N;MASC;SG
öst	east	öst	east	N	N;MASC;SG
öst	eastern	öst	eastern	N	N;MASC;SG
region	region	region	region	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
region	comarca	region	comarca	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
region	región	region	región	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
jakarta	yakarta	jakert	yakarta	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
wat	wat	wat	wat	N;NOM;INDF;MASC+FEM;SG	N
file	fichero	file	fichero	N;NOM;INDF;NEUT;SG	N;MASC;SG
file	expediente	file	expediente	N;NOM;INDF;NEUT;SG	N;MASC;SG
file	archivo	file	archivo	N;NOM;INDF;NEUT;SG	N;MASC;SG
släkte	generación	släkte	generación	N;NOM;INDF;NEUT;SG	N;FEM;SG
släkte	raza	släkte	raza	N;NOM;INDF;NEUT;SG	N;FEM;SG
släkte	mestizo	släkte	mestizo	N;NOM;INDF;NEUT;SG	N;MASC;SG
släkte	género	släkte	género	N;NOM;INDF;NEUT;SG	N;MASC;SG
sydlig	sureña	sydlig	sureño	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;FEM;SG
sydlig	meridional	sydlig	meridional	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;SG
sydlig	sureño	sydlig	sureño	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;MASC;SG
västlig	occidental	västlig	occidental	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;SG
samhällen	comunidades	samhälle	comunidad	N;NOM;INDF;NEUT;PL	N;FEM;PL
samhällen	sociedades	samhälle	sociedad	N;NOM;INDF;NEUT;PL	N;FEM;PL
republiken	republic	republik	republic	N;NOM;DEF;MASC+FEM;SG	N
republiken	republica	republik	republica	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
republiken	república	republik	república	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
öppet	abiertamente	öppen	abiertamente	ADV	ADV
delstat	state	delstad	state	N;NOM;INDF;MASC+FEM;SG	N
delstat	estado	delstad	estado	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
mål	gol	mål	gol	N;NOM;INDF;NEUT;SG	N;MASC;SG
mål	meta	mål	meta	N;NOM;INDF;NEUT;SG	N;FEM;SG
mål	objetivo	mål	objetivo	N;NOM;INDF;NEUT;SG	N;MASC;SG
mål	portería	mål	portería	N;NOM;INDF;NEUT;SG	N;FEM;SG
län	condado	län	condado	N;NOM;INDF;NEUT;SG	N;MASC;SG
län	provincia	län	provincia	N;NOM;INDF;NEUT;SG	N;FEM;SG
afghanistan	afganistán	afghanistan	afganistán	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
administrativ	administrativa	administrativ	administrativo	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;FEM;SG
administrativ	administrativo	administrativ	administrativo	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;MASC;SG
bara	únicamente	bara	únicamente	ADV	ADV
bara	solo	bara	solo	ADV	ADV
bara	sólo	bara	sólo	ADV	ADV
bara	solamente	bara	solamente	ADV	ADV
bara	solo	bara	solo	ADV	ADV
bara	simplemente	bara	simplemente	ADV	ADV
bara	sólo	bara	sólo	ADV	ADV
plats	lugar	plats	lugar	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
plats	place	plats	place	N;NOM;INDF;MASC+FEM;SG	N
plats	lugar	plats	lugar	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
plats	ubicacion	plats	ubicacion	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
plats	ubicación	plats	ubicación	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
plats	emplazamiento	plats	emplazamiento	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
plats	localización	plats	localización	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
församling	parroquia	församling	parroquia	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
församling	congregación	församling	congregación	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
församling	ensamblaje	församling	ensamblaje	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
församling	asamblea	församling	asamblea	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
församling	montaje	församling	montaje	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
land	pais	land	pais	N;NOM;INDF;NEUT;SG	N;MASC;SG
land	país	land	país	N;NOM;INDF;NEUT;SG	N;MASC;SG
land	land	land	land	N;NOM;INDF;NEUT;SG	N
land	terreno	land	terreno	N;NOM;INDF;NEUT;SG	N;MASC;SG
land	tierra	land	tierra	N;NOM;INDF;NEUT;SG	N;FEM;SG
amerikansk	americano	amerikansk	americano	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;MASC;SG
amerikansk	estadounidense	amerikansk	estadounidense	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;SG
amerikansk	americana	amerikansk	americana	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;FEM;SG
tid	hora	tid	hora	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
tid	tiempo	tid	tiempo	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
tid	time	tid	time	N;NOM;INDF;MASC+FEM;SG	N
ofta	frecuentemente	ofta	frecuentemente	ADV	ADV
ofta	frecuentemente	ofta	frecuentemente	ADV	ADV
tog	tomaron	ta	tomar	V;IND;PST;FIN;ACT	V;IND;PL;3;PST;FIN
tog	tomó	ta	tomar	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
kommer	ven	komma	ver	V;IND;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
kommer	venid	komma	venir	V;IND;PRS;FIN;ACT	V;IND;PL;2;PRS;FIN
kommer	viene	komma	venir	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
kommer	llegando	komma	llegar	V;IND;PRS;FIN;ACT	V;V.MSDR
kommer	venir	komma	venir	V;IND;PRS;FIN;ACT	V;NFIN
exempel	ejemplo	exempel	ejemplo	N;NOM;INDF;NEUT;SG	N;MASC;SG
någon	alguien	någon	alguien	PRO;INDF;MASC+FEM;SG	PRO;SG
någon	cualquiera	någon	cualquiera	PRO;INDF;MASC+FEM;SG	PRO;SG
någon	alguien	någon	alguien	PRO;INDF;MASC+FEM;SG	PRO;SG
