この	ovo	この	ovaj	DET	DET;NOM;NEUT;SG
コメント	komentar	コメント	komentar	N	N;NOM;MASC;SG
コメント	komentaru	コメント	komentar	N	N;DAT;MASC;SG
コメント	komentiranje	コメント	komentiranje	N	N;NOM;NEUT;SG
コメント	komentarima	コメント	komentar	N	N;DAT;MASC;PL
コメント	komentari	コメント	komentar	N	N;NOM;MASC;PL
コメント	komentare	コメント	komentar	N	N;ACC;MASC;PL
コメント	komentara	コメント	komentar	N	N;GEN;MASC;PL
漫画	stripove	漫画	strip	N	N;ACC;MASC;PL
漫画	stripovi	漫画	strip	N	N;NOM;MASC;PL
漫画	manga	漫画	manga	N	N;NOM;MASC;SG
他の	ostali	他の	ostao	ADJ	ADJ;NOM;DEF;MASC;PL
他の	drugi	他の	drugi	ADJ	ADJ;NOM;MASC;SG
他の	druge	他の	drugi	ADJ	ADJ;NOM;FEM;PL
販売	prodaje	販売	prodavati	V	V;IND;SG;3;PRS;FIN
販売	prodaje	販売	prodavati	V	V;IND;SG;3;PRS;FIN
サッカー	nogomet	サッカー	nogomet	N	N;NOM;MASC;SG
議員	senator	議員	senator	N	N;NOM;MASC;SG
議員	senatore	議員	senator	N	N;ACC;MASC;PL
協会	asocijacije	協会	asocijacija	N	N;NOM;FEM;PL
協会	udruženje	協会	udruženje	N	N;NOM;NEUT;SG
協会	udruga	協会	udruga	N	N;NOM;FEM;SG
路線	ruta	路線	ruta	N	N;NOM;FEM;SG
路線	rute	路線	ruta	N	N;NOM;FEM;PL
戦争	rat	戦争	rat	N	N;NOM;MASC;SG
戦争	rata	戦争	rat	N	N;GEN;MASC;SG
戦争	ratovi	戦争	rat	N	N;NOM;MASC;PL
戦争	ratove	戦争	rat	N	N;ACC;MASC;PL
戦争	ratova	戦争	rat	N	N;GEN;MASC;PL
部分	dijelom	部分	dio	N	N;INS;MASC;SG
部分	dio	部分	dio	N	N;NOM;MASC;SG
番号	broj	番号	broj	N	N;NOM;MASC;SG
期間	trajanje	期間	trajanje	N	N;NOM;NEUT;SG
期間	razdoblje	期間	razdoblje	N	N;NOM;NEUT;SG
期間	period	期間	period	N	N;NOM;MASC;SG
場所	mjesto	場所	mjesto	N	N;NOM;NEUT;SG
場所	mesto	場所	mesto	N	N;NOM;NEUT;SG
場所	lokacija	場所	lokacija	N	N;NOM;FEM;SG
場所	lokaciju	場所	lokacija	N	N;ACC;FEM;SG
場所	mesta	場所	mest	N	N;NOM;NEUT;PL
場所	mjesta	場所	mjesto	N	N;NOM;NEUT;PL
技術	tehnologija	技術	tehnologija	N	N;NOM;FEM;SG
海軍	mornarice	海軍	mornarica	N	N;NOM;FEM;PL
海軍	mornarica	海軍	mornarica	N	N;NOM;FEM;SG
道路	putevima	道路	put	N	N;INS;MASC;PL
道路	putevi	道路	put	N	N;NOM;MASC;PL
道路	cestama	道路	cesta	N	N;INS;FEM;PL
道路	ceste	道路	cesta	N	N;NOM;FEM;PL
道路	put	道路	put	N	N;NOM;MASC;SG
道路	ceste	道路	cesta	N	N;NOM;FEM;PL
道路	cestom	道路	cest	N	N;INS;FEM;SG
道路	cesta	道路	cesta	N	N;NOM;FEM;SG
システム	sistem	システム	sistem	N	N;NOM;MASC;SG
システム	sustav	システム	sustav	N	N;NOM;MASC;SG
システム	sustavi	システム	sustav	N	N;NOM;MASC;PL
システム	sistemi	システム	sistem	N	N;NOM;MASC;PL
モデル	modeli	モデル	model	N	N;NOM;MASC;PL
モデル	modele	モデル	model	N	N;ACC;MASC;PL
モデル	manekenka	モデル	manekenka	N	N;NOM;FEM;SG
モデル	model	モデル	model	N	N;NOM;MASC;SG
モデル	maneken	モデル	maneken	N	N;NOM;MASC;SG
対応	dopisivanje	対応	dopisivanje	N	N;NOM;NEUT;SG
列車	vlakom	列車	vlak	N	N;INS;MASC;SG
列車	voz	列車	voz	N	N;NOM;MASC;SG
列車	vlak	列車	vlak	N	N;NOM;MASC;SG
列車	vlakovi	列車	vlak	N	N;NOM;MASC;PL
列車	vlakove	列車	vlak	N	N;ACC;MASC;PL
列車	vlakova	列車	vlak	N	N;GEN;MASC;PL
科学	nauka	科学	nauk	N	N;NOM;FEM;SG
科学	znanost	科学	znanost	N	N;NOM;FEM;SG
科学	znanosti	科学	znanost	N	N;NOM;FEM;PL
理由	razloge	理由	razlog	N	N;ACC;MASC;PL
理由	razlozi	理由	razlog	N	N;NOM;MASC;PL
理由	razum	理由	razum	N	N;NOM;MASC;SG
理由	razlog	理由	razlog	N	N;NOM;MASC;SG
一	jedan	一	jedan	NUM	NUM;NOM;MASC;SG
一	jedna	一	jedan	NUM	NUM;NOM;FEM;SG
ブロック	blokove	ブロック	blok	N	N;ACC;MASC;PL
ブロック	blokovi	ブロック	blok	N	N;NOM;MASC;PL
ブロック	blok	ブロック	blok	N	N;NOM;MASC;SG
車両	vozila	車両	vozilo	N	N;NOM;NEUT;PL
車両	vozilima	車両	vozilo	N	N;DAT;NEUT;PL
車両	vozilo	車両	vozilo	N	N;NOM;NEUT;SG
自動車	auto	自動車	auto	N	N;NOM;MASC;SG
自動車	automobil	自動車	automobil	N	N;NOM;MASC;SG
自動車	kola	自動車	kolo	N	N;NOM;NEUT;PL
自動車	automobil	自動車	automobil	N	N;NOM;MASC;SG
人口	stanovništvo	人口	stanovništvo	N	N;NOM;NEUT;SG
人口	populacija	人口	populacija	N	N;NOM;FEM;SG
特に	osobito	特に	osobito	ADV	ADV
特に	posebno	特に	posebno	ADV	ADV
特に	naročito	特に	naročito	ADV	ADV
特に	pogotovo	特に	pogotovo	ADV	ADV
営業	poslovanje	営業	poslovanje	N	N;NOM;NEUT;SG
営業	posao	営業	posao	N	N;NOM;MASC;SG
新聞	novine	新聞	novina	N	N;NOM;FEM;PL
新聞	novine	新聞	novina	N	N;NOM;FEM;PL
政府	vlada	政府	vlada	N	N;NOM;FEM;SG
政府	vlade	政府	vlada	N	N;NOM;FEM;PL
最大	maksimum	最大	maksimum	N	N;NOM;MASC;SG
キャラクター	lik	キャラクター	lik	N	N;NOM;MASC;SG
キャラクター	karakter	キャラクター	karakter	N	N;NOM;MASC;SG
キャラクター	znakova	キャラクター	znak	N	N;GEN;MASC;PL
キャラクター	likovi	キャラクター	lik	N	N;NOM;MASC;PL
キャラクター	znakovi	キャラクター	znak	N	N;NOM;MASC;PL
小説	roman	小説	roman	N	N;NOM;MASC;SG
小説	romane	小説	roman	N	N;ACC;MASC;PL
機関	organe	機関	organ	N	N;ACC;MASC;PL
機関	organa	機関	organ	N	N;GEN;MASC;SG
機関	organi	機関	organ	N	N;NOM;MASC;PL
機関	institucije	機関	institucija	N	N;NOM;FEM;PL
機関	ustanova	機関	ustanova	N	N;NOM;FEM;SG
機関	institucija	機関	institucija	N	N;NOM;FEM;SG
機関	institucije	機関	institucija	N	N;NOM;FEM;PL
機関	institucija	機関	institucija	N	N;NOM;FEM;SG
機関	ustanove	機関	ustanova	N	N;NOM;FEM;PL
メンバー	članica	メンバー	članica	N	N;NOM;FEM;SG
メンバー	clan	メンバー	clan	N	N;NOM;MASC;SG
メンバー	član	メンバー	član	N	N;NOM;MASC;SG
メンバー	članove	メンバー	član	N	N;ACC;MASC;PL
メンバー	članice	メンバー	članica	N	N;NOM;FEM;PL
メンバー	članovi	メンバー	član	N	N;NOM;MASC;PL
メンバー	članova	メンバー	član	N	N;GEN;MASC;PL
発行	izdavanje	発行	izdavanje	N	N;NOM;NEUT;SG
発行	izdavanja	発行	izdavanje	N	N;NOM;NEUT;SG
発行	izdavanje	発行	izdavanje	N	N;NOM;NEUT;SG
画像	slike	画像	slika	N	N;NOM;FEM;PL
画像	sliku	画像	slika	N	N;ACC;FEM;SG
画像	slika	画像	slika	N	N;NOM;FEM;SG
画像	sliku	画像	slika	N	N;ACC;FEM;SG
画像	slika	画像	slika	N	N;NOM;FEM;SG
状態	stanje	状態	stanje	N	N;NOM;NEUT;SG
状態	država	状態	država	N	N;NOM;FEM;SG
状態	stanja	状態	stanje	N	N;NOM;NEUT;PL
状態	stanju	状態	stanje	N	N;DAT;NEUT;SG
状態	stanje	状態	stanje	N	N;NOM;NEUT;SG
状態	uvjet	状態	uvjet	N	N;NOM;MASC;SG
名称	denominacija	名称	denominacija	N	N;NOM;FEM;SG
名称	naziv	名称	naziv	N	N;NOM;MASC;SG
名称	ime	名称	ime	N	N;NOM;NEUT;SG
名称	imena	名称	ime	N	N;NOM;NEUT;PL
ダム	brane	ダム	brana	N	N;NOM;FEM;PL
ダム	brana	ダム	brana	N	N;NOM;FEM;SG
ホーム	kući	ホーム	kuća	N	N;DAT;FEM;SG
ホーム	dom	ホーム	dom	N	N;NOM;MASC;SG
投稿	objavi	投稿	objaviti	V	V;IND;SG;3;PRS;FIN
名前	naziv	名前	naziv	N	N;NOM;MASC;SG
名前	ime	名前	ime	N	N;NOM;NEUT;SG
名前	imena	名前	ime	N	N;NOM;NEUT;PL
施設	ustanove	施設	ustanova	N	N;NOM;FEM;PL
施設	institucije	施設	institucija	N	N;NOM;FEM;PL
施設	ustanova	施設	ustanova	N	N;NOM;FEM;SG
施設	institucija	施設	institucija	N	N;NOM;FEM;SG
施設	ustanova	施設	ustanova	N	N;NOM;FEM;SG
施設	postrojenje	施設	postrojenje	N	N;NOM;NEUT;SG
独立	neovisna	独立	neovisan	ADJ	ADJ;NOM;DEF;FEM;SG
独立	samostalna	独立	samostalan	ADJ	ADJ;NOM;DEF;FEM;SG
物語	priča	物語	priča	N	N;NOM;FEM;SG
物語	prica	物語	prica	N	N;NOM;FEM;SG
神社	svetišta	神社	svetište	N	N;NOM;NEUT;PL
神社	svetište	神社	svetište	N	N;NOM;NEUT;SG
企画	planiranja	企画	planiranje	N	N;NOM;NEUT;PL
企画	planiranje	企画	planiranje	N	N;NOM;NEUT;SG
サン	san	サン	san	N	N;NOM;MASC;SG
企業	enterprise	企業	enterpris	N	N;NOM;MASC;SG
航空	zrakoplovstvo	航空	zrakoplovstvo	N	N;NOM;NEUT;SG
航空	avijacije	航空	avijacija	N	N;NOM;FEM;PL
航空	zrak	航空	zrak	N	N;NOM;MASC;SG
航空	zraka	航空	zrak	N	N;GEN;MASC;SG
帝国	carstva	帝国	carstvo	N	N;NOM;NEUT;PL
帝国	carstvo	帝国	carstvo	N	N;NOM;NEUT;SG
帝国	imperija	帝国	imperija	N	N;GEN;MASC;SG
トン	tona	トン	tona	N	N;NOM;FEM;PL
トン	tone	トン	tona	N	N;NOM;FEM;SG
トン	tona	トン	tona	N	N;NOM;FEM;PL
トン	ton	トン	ton	N	N;NOM;MASC;SG
トン	tona	トン	tona	N	N;NOM;FEM;PL
デザイン	dizajn	デザイン	dizajn	N	N;NOM;MASC;SG
デザイン	dizajniranje	デザイン	dizajniranje	N	N;NOM;NEUT;SG
本社	stožer	本社	stožer	N	N;NOM;MASC;SG
本社	sjedište	本社	sjedište	N	N;NOM;NEUT;SG
交通	promet	交通	promet	N	N;NOM;MASC;SG
交通	prevoz	交通	prevoz	N	N;NOM;MASC;SG
交通	prijevoz	交通	prijevoz	N	N;NOM;MASC;SG
交通	transport	交通	transport	N	N;NOM;MASC;SG
交通	transporter	交通	transporter	N	N;NOM;MASC;SG
交通	prevoz	交通	prevoz	N	N;NOM;MASC;SG
交通	prijevoz	交通	prijevoz	N	N;NOM;MASC;SG
交通	transport	交通	transport	N	N;NOM;MASC;SG
組織	organizacije	組織	organizacija	N	N;NOM;FEM;PL
組織	organizacija	組織	organizacija	N	N;NOM;FEM;SG
組織	organizacija	組織	organizacija	N	N;NOM;FEM;SG
構造	struktura	構造	struktura	N	N;NOM;FEM;SG
構造	strukture	構造	struktura	N	N;NOM;FEM;PL
構造	struktura	構造	struktura	N	N;NOM;FEM;SG
サービス	usluge	サービス	usluga	N	N;NOM;FEM;PL
サービス	usluge	サービス	usluga	N	N;NOM;FEM;PL
サービス	usluga	サービス	usluga	N	N;NOM;FEM;SG
統合	spoji	統合	spoj	V	V;IND;SG;3;PRS;FIN
