על	om	על	om	ADP	ADP
דבר	snakk	דבר	snakk	N;MASC;SG	N;INDF;NEUT;SG
דבר	speak	דבר	speak	N;MASC;SG	N;INDF;NEUT;SG
ספר	bok	ספר	bok	N;MASC;SG	N;INDF;FEM;SG
ספר	barbereren	ספר	barberer	N;MASC;SG	N;DEF;MASC;SG
ספר	barber	ספר	barber	N;MASC;SG	N;INDF;MASC;SG
ספר	frisøren	ספר	frisøren	N;MASC;SG	N;DEF;MASC;SG
ספר	fortell	ספר	fortell	N;MASC;SG	N;INDF;NEUT;SG
נגד	mot	נגד	mot	ADP	ADP
אחרי	etter	אחרי	etter	ADP	ADP
יום	dag	יום	dag	N;MASC;SG	N;INDF;MASC;SG
יום	dagen	יום	dag	N;MASC;SG	N;DEF;MASC;SG
יום	day	יום	day	N;MASC;SG	N;INDF;SG
יום	hume	יום	hume	N;MASC;SG	N;INDF;MASC;SG
כבר	allerede	כבר	allerede	ADV	ADV
כבר	allereie	כבר	allereie	ADV	ADV
מקום	spisested	מקום	spisested	N;MASC;SG	N;INDF;MASC;SG
מקום	place	מקום	place	N;MASC;SG	N
יהודים	jøder	יהודי	jøde	N;MASC;PL	N;INDF;MASC;PL
רבות	many	רב	many	N;FEM;PL	N
באמצעות	via	באמצעות	via	ADP	ADP
בעל	baal	בעל	baal	N;MASC;SG	N;INDF;MASC;SG
בעל	ektemann	בעל	ektemann	N;MASC;SG	N;INDF;MASC;SG
תחת	under	תחת	under	ADP	ADP
תמונה	photo	תמונה	photo	N;FEM;SG	N
תמונה	foto	תמונה	foto	N;FEM;SG	N;INDF;NEUT;SG
תמונה	bilete	תמונה	bilete	N;FEM;SG	N;INDF;NEUT;SG
תמונה	bilde	תמונה	bilde	N;FEM;SG	N;INDF;NEUT;SG
תמונה	biletet	תמונה	bilete	N;FEM;SG	N;DEF;NEUT;SG
תמונה	bildet	תמונה	bilde	N;FEM;SG	N;DEF;NEUT;SG
תמונה	bilde	תמונה	bilde	N;FEM;SG	N;INDF;NEUT;SG
תמונה	bildet	תמונה	bilde	N;FEM;SG	N;DEF;NEUT;SG
תמונה	bilde	תמונה	bilde	N;FEM;SG	N;INDF;NEUT;SG
כתב	reporteren	כתב	reporter	N;MASC;SG	N;DEF;MASC;SG
כתב	reporter	כתב	reporter	N;MASC;SG	N;INDF;MASC;SG
כתב	skrev	כתב	skrev	N;MASC;SG	N;INDF;MASC;SG
עצמו	seg	עצמו	seg	PRO;MASC;SG;3;REFL	PRO;ACC;SG
למרות	trass	למרות	trass	ADP	ADP
החברה	society	החברה	society	N;FEM;SG	N;INDF;NEUT;SG
החברה	samfunnet	החברה	samfunn	N;FEM;SG	N;DEF;NEUT;SG
החברה	samfunn	החברה	samfunn	N;FEM;SG	N;INDF;NEUT;SG
החברה	firma	החברה	firme	N;FEM;SG	N;INDF;NEUT;SG
החברה	selskap	החברה	selskap	N;FEM;SG	N;INDF;NEUT;SG
החברה	kompani	החברה	kompani	N;FEM;SG	N;INDF;NEUT;SG
החברה	bedrift	החברה	bedrift	N;FEM;SG	N;INDF;FEM;SG
שונות	ulike	שונה	ulik	ADJ;FEM;PL	ADJ;PL
שונות	forskjellige	שונה	forskjellig	ADJ;FEM;PL	ADJ;PL
שונות	diverse	שונה	diverse	ADJ;FEM;PL	ADJ;PL
מערכת	systemet	מערכת	system	N;FEM;SG	N;DEF;NEUT;SG
מערכת	system	מערכת	system	N;FEM;SG	N;INDF;NEUT;SG
בלבד	berre	בלבד	berre	ADV	ADV
בלבד	bare	בלבד	bare	ADV	ADV
עבר	fortida	עבר	fortid	N;MASC;SG	N;DEF;FEM;SG
עבר	fortiden	עבר	fortid	N;MASC;SG	N;DEF;MASC;SG
עבר	fortid	עבר	fortid	N;MASC;SG	N;INDF;FEM;SG
עבר	past	עבר	past	N;MASC;SG	N;INDF
עבר	beveget	עבר	beveg	N;MASC;SG	N;DEF;NEUT;SG
עבר	besto	עבר	besto	N;MASC;SG	N;INDF;MASC;SG
מרכז	central	מרכז	central	N;MASC;SG	N;INDF;MASC;SG
מרכז	sentrum	מרכז	sentrum	N;MASC;SG	N;INDF;NEUT;SG
מרכז	center	מרכז	cente	N;MASC;SG	N;INDF;NEUT;SG
מרכז	senter	מרכז	senter	N;MASC;SG	N;INDF;NEUT;SG
מרכז	senter	מרכז	senter	N;MASC;SG	N;INDF;NEUT;SG
מרכז	centre	מרכז	cente	N;MASC;SG	N;INDF;MASC;SG
שימוש	bruken	שימוש	bruk	N;MASC;SG	N;DEF;MASC;SG
שימוש	bruk	שימוש	bruk	N;MASC;SG	N;INDF;MASC;SG
שימוש	bruken	שימוש	bruk	N;MASC;SG	N;DEF;MASC;SG
רוב	most	רוב	most	N;MASC;SG	N;INDF;FEM;SG
רוב	flertall	רוב	flertall	N;MASC;SG	N;INDF;NEUT;SG
רוב	majoritet	רוב	majoritet	N;MASC;SG	N;INDF;MASC;SG
רוב	flertallet	רוב	flertall	N;MASC;SG	N;DEF;NEUT;SG
כולל	inkluderer	כלל	inkludere	V;MASC;SG;V.PTCP;ACT	V;IND;PRS;FIN
כולל	omfatter	כלל	omfatter	V;MASC;SG;V.PTCP;ACT	V;IND;PRS;FIN
כולל	inkluderes	כלל	inkluderes	V;MASC;SG;V.PTCP;ACT	V;FIN
כולל	inkluderte	כלל	inkludere	V;MASC;SG;V.PTCP;ACT	V;IND;PST;FIN
גדול	stor	גדול	stor	ADJ;MASC;SG	ADJ;INDF;SG
גדול	stort	גדול	stor	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
גדול	stor	גדול	stor	ADJ;MASC;SG	ADJ;INDF;SG
גדול	stort	גדול	stor	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
גדול	flott	גדול	flott	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
גדול	supert	גדול	super	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
גדול	kjempefint	גדול	kjempefint	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
יהודי	jøde	יהודי	jøde	N;MASC;SG	N;INDF;MASC;SG
סוג	kind	סוג	kind	N;MASC;SG	N;INDF;MASC;SG
סוג	typen	סוג	type	N;MASC;SG	N;DEF;MASC;SG
סוג	type	סוג	type	N;MASC;SG	N;INDF;MASC;SG
מידע	info	מידע	info	N;MASC;SG	N;INDF;MASC;SG
מידע	informasjon	מידע	informasjon	N;MASC;SG	N;INDF;MASC;SG
מידע	informasjon	מידע	informasjon	N;MASC;SG	N;INDF;MASC;SG
מידע	informasjonen	מידע	informasjon	N;MASC;SG	N;DEF;MASC;SG
מידע	data	מידע	data	N;MASC;SG	N;INDF;NEUT;SG
ערכים	målingene	ערך	måling	N;MASC;PL	N;DEF;FEM;PL
ערכים	målinger	ערך	måling	N;MASC;PL	N;INDF;FEM;PL
ערכים	verdier	ערך	verdi	N;MASC;PL	N;INDF;FEM;PL
ערכים	oppføringer	ערך	oppføringer	N;MASC;PL	N;INDF;FEM;PL
אנשים	personer	איש	person	N;MASC;PL	N;INDF;FEM;PL
אנשים	personar	איש	person	N;MASC;PL	N;INDF;MASC;PL
אנשים	folk	איש	folk	N;MASC;PL	N;INDF;NEUT;PL
דקות	minuttene	דקה	minutt	N;FEM;PL	N;DEF;FEM;PL
חבר	vennen	חבר	venn	N;MASC;SG	N;DEF;MASC;SG
חבר	venninne	חבר	venninne	N;MASC;SG	N;INDF;FEM;SG
חבר	ven	חבר	ven	N;MASC;SG	N;INDF;MASC;SG
חבר	venn	חבר	vinne	N;MASC;SG	N;INDF;MASC;SG
חבר	kjæresten	חבר	kjæreste	N;MASC;SG	N;DEF;MASC;SG
חבר	kjæreste	חבר	kjæreste	N;MASC;SG	N;INDF;MASC;SG
בת	dotter	בת	dotter	N;FEM;SG	N;INDF;FEM;SG
בת	datter	בת	datter	N;FEM;SG	N;INDF;FEM;SG
בת	daughter	בת	daughter	N;FEM;SG	N;INDF;MASC;SG
בת	dattera	בת	datter	N;FEM;SG	N;DEF;FEM;SG
בת	datteren	בת	datter	N;FEM;SG	N;DEF;MASC;SG
בת	beth	בת	bethe	N;FEM;SG	N
בתוך	innafor	בתוך	innafor	ADP	ADP
בתוך	inne	בתוך	inne	ADP	ADP
כאן	her	כאן	her	ADV	ADV
לעתים	iblant	לעתים	iblant	ADV	ADV
חדש	ny	חדש	ny	ADJ;MASC;SG	ADJ;INDF;SG
חדש	nytt	חדש	ny	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
מעל	over	מעל	over	ADP	ADP
מעל	over	מעל	over	ADP	ADP
ארץ	fedreland	ארץ	fedreland	N;FEM;SG	N;INDF;NEUT;SG
ארץ	landet	ארץ	land	N;FEM;SG	N;DEF;NEUT;SG
ארץ	land	ארץ	land	N;FEM;SG	N;INDF;NEUT;SG
ארץ	country	ארץ	country	N;FEM;SG	N;INDF
ארץ	land	ארץ	land	N;FEM;SG	N;INDF;NEUT;SG
ארץ	jorden	ארץ	jord	N;FEM;SG	N;DEF;MASC;SG
ארץ	jorda	ארץ	jord	N;FEM;SG	N;DEF;FEM;SG
ארץ	jord	ארץ	jord	N;FEM;SG	N;INDF;FEM;SG
ארץ	earth	ארץ	earth	N;FEM;SG	N
כלי	verktøy	כלי	verktøy	N;MASC;SG	N;INDF;NEUT;SG
הרבה	massevis	הרבה	massevis	ADV	ADV
אתה	du	הוא	du	PRO;MASC;SG;2	PRO;HUM;NOM;SG;2
אתה	deg	הוא	du	PRO;MASC;SG;2	PRO;HUM;ACC;SG;2
נמצא	fann	נמצא	finne	V;MASC;SG;V.PTCP;MID	V;IND;PST;FIN
נמצא	fant	נמצא	finne	V;MASC;SG;V.PTCP;MID	V;IND;PST;FIN
טוב	flink	טוב	flink	ADJ;MASC;SG	ADJ;INDF;SG
טוב	godt	טוב	god	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
טוב	dyktig	טוב	dyktig	ADJ;MASC;SG	ADJ;INDF;SG
טוב	god	טוב	god	ADJ;MASC;SG	ADJ;INDF;SG
טוב	bra	טוב	bra	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
ילדים	ungdommer	ילד	ungdom	N;MASC;PL	N;INDF;MASC;PL
ילדים	barn	ילד	barn	N;MASC;PL	N;INDF;NEUT;PL
ילדים	barn	ילד	barn	N;MASC;PL	N;INDF;NEUT;PL
לאורך	langs	לאורך	langs	ADP	ADP
כמעט	nesten	כמעט	nesten	ADV	ADV
כמעט	nesten	כמעט	nesten	ADV	ADV
כוח	styrke	כוח	styrke	N;MASC;SG	N;INDF;MASC;SG
כוח	styrken	כוח	styrke	N;MASC;SG	N;DEF;MASC;SG
כוח	kraft	כוח	kraft	N;MASC;SG	N;INDF;FEM;SG
כוח	force	כוח	force	N;MASC;SG	N;INDF
כוח	kraften	כוח	kraft	N;MASC;SG	N;DEF;MASC;SG
כוח	kraft	כוח	kraft	N;MASC;SG	N;INDF;FEM;SG
כוח	makt	כוח	makt	N;MASC;SG	N;INDF;FEM;SG
כוח	strøm	כוח	strøm	N;MASC;SG	N;INDF;MASC;SG
כוח	power	כוח	power	N;MASC;SG	N;INDF;NEUT;SG
מלך	konge	מלך	konge	N;MASC;SG	N;INDF;MASC;SG
מלך	dobbelseng	מלך	dobbelseng	N;MASC;SG	N;INDF;NEUT;SG
מקור	opprinnelse	מקור	opprinnelse	N;MASC;SG	N;INDF;MASC;SG
מקור	opphav	מקור	opphav	N;MASC;SG	N;INDF;NEUT;SG
מקור	kilde	מקור	kild	N;MASC;SG	N;INDF;MASC;SG
מקור	nebbet	מקור	nebbe	N;MASC;SG	N;INDF;NEUT;SG
מקור	nebb	מקור	nebb	N;MASC;SG	N;INDF;NEUT;SG
תוכנית	program	תוכנית	program	N;FEM;SG	N;INDF;NEUT;SG
תוכנית	plan	תוכנית	plan	N;FEM;SG	N;INDF;MASC;SG
לגבי	om	לגבי	om	ADP	ADP
משתמש	bruke	השתמש	bruke	V;MASC;SG;V.PTCP	V;NFIN
משתמש	bruker	השתמש	bruke	V;MASC;SG;V.PTCP	V;IND;PRS;FIN
משתמש	bruker	השתמש	bruke	V;MASC;SG;V.PTCP	V;IND;PRS;FIN
משתמש	brukar	השתמש	bruke	V;MASC;SG;V.PTCP	V;IND;PRS;FIN
קיבל	mottok	קיבל	motta	V;MASC;SG;3;PST;ACT	V;IND;PST;FIN
נשים	kvinner	איש	kvinne	N;FEM;PL	N;INDF;FEM;PL
עדיין	framleis	עדיין	framleis	ADV	ADV
עדיין	likevel	עדיין	likevel	ADV	ADV
כוחות	krefter	כוח	kraft	N;MASC;PL	N;INDF;FEM;PL
כוחות	powers	כוח	powers	N;MASC;PL	N;INDF
כוחות	styrker	כוח	styrke	N;MASC;PL	N;INDF;MASC;PL
כוחות	forces	כוח	force	N;MASC;PL	N
פעולה	action	פעולה	action	N;FEM;SG	N
פעולה	aksjon	פעולה	aksjon	N;FEM;SG	N;INDF;MASC;SG
פעולה	handling	פעולה	handling	N;FEM;SG	N;INDF;FEM;SG
נכון	riktig	נכון	riktig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
נכון	rett	נכון	rett	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
נכון	ekte	נכון	ekte	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
נכון	sant	נכון	sann	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
החלה	begynte	החל	begynne	V;FEM;SG;3;PST;ACT	V;IND;PST;FIN
חוק	jus	חוק	jus	N;MASC;SG	N;INDF;FEM;SG
חוק	loven	חוק	lov	N;MASC;SG	N;DEF;MASC;SG
חוק	lov	חוק	lov	N;MASC;SG	N;INDF;FEM;SG
יחידה	unit	יחידה	uni	N;FEM;SG	N;INDF;MASC;SG
יחידה	enhet	יחידה	enhet	N;FEM;SG	N;INDF;NEUT;SG
יחידה	automat	יחידה	automat	N;FEM;SG	N;INDF;MASC;SG
שוב	igjen	שוב	igjen	ADV	ADV
מדינות	stater	מדינה	stat	N;FEM;PL	N;INDF;MASC;PL
מדינות	delstater	מדינה	delstater	N;FEM;PL	N;INDF;MASC;PL
מדינות	landene	מדינה	land	N;FEM;PL	N;DEF;FEM;PL
מפקד	kommandør	מפקד	kommandør	N;MASC;SG	N;INDF;MASC;SG
מפקד	kommandørkaptein	מפקד	kommandørkaptein	N;MASC;SG	N;INDF;MASC;SG
אזור	region	אזור	region	N;MASC;SG	N;INDF;MASC;SG
אזור	sone	אזור	sone	N;MASC;SG	N;INDF;FEM;SG
אזור	zone	אזור	zone	N;MASC;SG	N;INDF
אזור	areal	אזור	areal	N;MASC;SG	N;INDF;NEUT;SG
אזור	område	אזור	område	N;MASC;SG	N;INDF;NEUT;SG
אזור	området	אזור	område	N;MASC;SG	N;DEF;NEUT;SG
אזור	area	אזור	area	N;MASC;SG	N;INDF;MASC;SG
פעמים	tidspunkter	פעם	tidspunkt	N;FEM;PL	N;INDF;FEM;PL
פעמים	tider	פעם	tid	N;FEM;PL	N;INDF;FEM;PL
פעמים	tidene	פעם	tid	N;FEM;PL	N;DEF;FEM;PL
פעמים	ganger	פעם	gange	N;FEM;PL	N;INDF;MASC;PL
קבוצות	grupper	קבוצה	gruppe	N;FEM;PL	N;INDF;FEM;PL
קבוצות	gruppene	קבוצה	gruppe	N;FEM;PL	N;DEF;FEM;PL
קבוצות	lagene	קבוצה	lage	N;FEM;PL	N;DEF;FEM;PL
סרט	movie	סרט	movie	N;MASC;SG	N;INDF
סרט	film	סרט	film	N;MASC;SG	N;INDF;MASC;SG
סרט	film	סרט	film	N;MASC;SG	N;INDF;MASC;SG
קרב	kamp	קרב	kamp	N;MASC;SG	N;INDF;MASC;SG
קרב	slaget	קרב	slag	N;MASC;SG	N;DEF;NEUT;SG
קרב	kamp	קרב	kamp	N;MASC;SG	N;INDF;MASC;SG
קרב	combat	קרב	combat	N;MASC;SG	N;INDF;NEUT;SG
ימים	dager	יום	dag	N;MASC;PL	N;INDF;FEM;PL
ימים	dagene	יום	dag	N;MASC;PL	N;DEF;FEM;PL
צבא	militæret	צבא	militær	N;MASC;SG	N;DEF;NEUT;SG
צבא	army	צבא	army	N;MASC;SG	N
צבא	hær	צבא	hær	N;MASC;SG	N;INDF;MASC;SG
צבא	hæren	צבא	hær	N;MASC;SG	N;DEF;MASC;SG
צבא	armé	צבא	armé	N;MASC;SG	N;INDF;MASC;SG
ים	sjøs	ים	sjøs	N;MASC;SG	N;INDF;MASC;SG
ים	sea	ים	seie	N;MASC;SG	N;INDF;MASC;SG
ים	hav	ים	hav	N;MASC;SG	N;INDF;NEUT;SG
ים	havet	ים	hav	N;MASC;SG	N;DEF;NEUT;SG
משחק	spill	משחק	spill	N;MASC;SG	N;INDF;NEUT;SG
משחק	kampstart	משחק	kampstart	N;MASC;SG	N;INDF;MASC;SG
משחק	game	משחק	game	N;MASC;SG	N
משחק	fungerende	משחק	fungerende	N;MASC;SG	N;INDF;NEUT;SG
משחק	skuespill	משחק	skuespill	N;MASC;SG	N;INDF;NEUT;SG
נבחר	valgte	נבחר	velge	V;MASC;SG;3;PST;MID	V;IND;PST;FIN
מדי	óg	מדי	òg	ADV	ADV
מדי	også	מדי	også	ADV	ADV
פעילות	aktivitet	פעילות	aktivitet	N;FEM;SG	N;INDF;MASC;SG
שטח	field	שטח	field	N;MASC;SG	N;INDF;NEUT;SG
שטח	feltet	שטח	felt	N;MASC;SG	N;DEF;NEUT;SG
שטח	felt	שטח	felt	N;MASC;SG	N;INDF;NEUT;SG
שטח	jorde	שטח	jorde	N;MASC;SG	N;INDF;NEUT;SG
שטח	terrenget	שטח	terreng	N;MASC;SG	N;DEF;NEUT;SG
שטח	terreng	שטח	terreng	N;MASC;SG	N;INDF;NEUT;SG
שטח	areal	שטח	areal	N;MASC;SG	N;INDF;NEUT;SG
שטח	område	שטח	område	N;MASC;SG	N;INDF;NEUT;SG
שטח	området	שטח	område	N;MASC;SG	N;DEF;NEUT;SG
שטח	area	שטח	area	N;MASC;SG	N;INDF;MASC;SG
קולנוע	movie	קולנוע	movie	N;MASC;SG	N;INDF
קולנוע	film	קולנוע	film	N;MASC;SG	N;INDF;MASC;SG
קולנוע	kino	קולנוע	kino	N;MASC;SG	N;INDF;MASC;SG
קולנוע	kinematografi	קולנוע	kinematografi	N;MASC;SG	N;INDF;MASC;SG
קולנוע	kino	קולנוע	kino	N;MASC;SG	N;INDF;MASC;SG
קולנוע	cinema	קולנוע	cinema	N;MASC;SG	N
קשר	forbindelse	קשר	forbindelse	N;MASC;SG	N;INDF;MASC;SG
קשר	tilkobling	קשר	tilkobling	N;MASC;SG	N;INDF;FEM;SG
קשר	kontakte	קשר	kontakt	N;MASC;SG	N;INDF;NEUT;SG
קשר	kontakt	קשר	kontakt	N;MASC;SG	N;INDF;MASC;SG
קשר	contact	קשר	contact	N;MASC;SG	N
קשר	knute	קשר	knute	N;MASC;SG	N;INDF;MASC;SG
אחרת	ellers	אחרת	ellers	ADV	ADV
קודם	først	קודם	først	ADV	ADV
עיר	byen	עיר	by	N;FEM;SG	N;DEF;MASC;SG
עיר	by	עיר	by	N;FEM;SG	N;INDF;MASC;SG
עיר	city	עיר	city	N;FEM;SG	N
עיר	byen	עיר	by	N;FEM;SG	N;DEF;MASC;SG
עיר	poststed	עיר	poststed	N;FEM;SG	N;INDF;MASC;SG
עיר	by	עיר	by	N;FEM;SG	N;INDF;MASC;SG
הופעות	visninger	הופעה	visning	N;FEM;PL	N;INDF;FEM;PL
הופעות	eksponeringer	הופעה	eksponeringer	N;FEM;PL	N;INDF;FEM;PL
הופעות	opptredener	הופעה	opptreden	N;FEM;PL	N;INDF;FEM;PL
תקופה	punktum	תקופה	punktum	N;FEM;SG	N;INDF;NEUT;SG
תקופה	perioden	תקופה	periode	N;FEM;SG	N;DEF;MASC;SG
תקופה	periode	תקופה	periode	N;FEM;SG	N;INDF;MASC;SG
ספרים	bøker	ספר	bok	N;MASC;PL	N;INDF;FEM;PL
קטן	lite	קטן	lite	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
קטן	smått	קטן	liten	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
קטן	liten	קטן	liten	ADJ;MASC;SG	ADJ;INDF;MASC;SG
קטן	lite	קטן	lite	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
קטן	liten	קטן	liten	ADJ;MASC;SG	ADJ;INDF;MASC;SG
למד	lærte	למד	lære	V;MASC;SG;3;PST	V;IND;PST;FIN
למד	lært	למד	lære	V;MASC;SG;3;PST	V;V.PTCP
למד	studerte	למד	studere	V;MASC;SG;3;PST	V;IND;PST;FIN
ברית	alliance	ברית	alliance	N;FEM;SG	N
ברית	allianse	ברית	allianse	N;FEM;SG	N;INDF;MASC;SG
ברית	alliansen	ברית	allianse	N;FEM;SG	N;DEF;MASC;SG
משרד	kontor	משרד	kontor	N;MASC;SG	N;INDF;NEUT;SG
משרד	kontoret	משרד	kontor	N;MASC;SG	N;DEF;NEUT;SG
