esporre	کھلا	esporre	کھل	V;NFIN	V;PFV;MASC;SG;V.PTCP;ACT
skin	کھال	skin	کھال	N	N;NOM;MASC;SG;3
soddisfazione	تسلی	soddisfazione	تسلی	N;FEM;SG	N;NOM;FEM;SG;3
soddisfazione	تسلی	soddisfazione	تسلی	N;FEM;SG	N;NOM;FEM;SG;3
soddisfazione	تسکین	soddisfazione	تسکین	N;FEM;SG	N;NOM;MASC;SG;3
soddisfazione	طمانیت	soddisfazione	طمانیت	N;FEM;SG	N;NOM;MASC;SG;3
imitazione	نقلی.	imitazione	نقلی.	N;FEM;SG	N;NOM;MASC;SG;3
imitazione	نقلی.	imitazione	نقلی.	N;FEM;SG	N;NOM;MASC;SG;3
imitazione	نقل	imitazione	نقل	N;FEM;SG	N;NOM;MASC;SG;3
erigere	اٹھانا	erigere	اٹھا	V;NFIN	V;MASC;SG;NFIN;ACT
riservati	بچاکر	riservato	بچاکر	V;MASC;PL;PST;V.PTCP	V;ACT
profitto	بھلائی	profitto	بھلائی	N;MASC;SG	N;NOM;FEM;SG;3
profitto	بھلائی	profitto	بھلائی	N;MASC;SG	N;NOM;FEM;SG;3
profitto	فائدہ	profitto	فائدہ	N;MASC;SG	N;NOM;MASC;SG;3
profitto	نفع	profitto	نفع	N;MASC;SG	N;NOM;MASC;SG;3
distanti	مبہم	distante	مبہم	ADJ;PL	ADJ
distanti	متفاوت	distante	متفاوت	ADJ;PL	ADJ
distanti	مبہم	distante	مبہم	ADJ;PL	ADJ
distanti	متفاوت	distante	متفاوت	ADJ;PL	ADJ
pacchetti	مراعات	pacchetto	مراعات	N;MASC;PL	N;NOM;MASC;PL;3
pacchetti	مصنوعات	pacchetto	مصنوع	N;MASC;PL	N;NOM;MASC;PL;3
curiosa	متجسس	curioso	متجسس	ADJ;FEM;SG	ADJ
curiosa	انوکھا	curioso	انوکھا	ADJ;FEM;SG	ADJ;NOM;MASC;SG
curiosa	متجسس	curioso	متجسس	ADJ;FEM;SG	ADJ
curiosa	عجیب	curioso	عجیب	ADJ;FEM;SG	ADJ
dissoluzione	آوارگی	dissoluzione	آوارگی	N;FEM;SG	N;NOM;MASC;SG;3
dissoluzione	انجام	dissoluzione	انجام	N;FEM;SG	N;NOM;MASC;SG;3
dissoluzione	خاتمہ	dissoluzione	خاتمہ	N;FEM;SG	N;NOM;MASC;SG;3
dissoluzione	تقسیم	dissoluzione	تقسیم	N;FEM;SG	N;NOM;FEM;SG;3
dissoluzione	آوارگی	dissoluzione	آوارگی	N;FEM;SG	N;NOM;MASC;SG;3
dissoluzione	انجام	dissoluzione	انجام	N;FEM;SG	N;NOM;MASC;SG;3
dissoluzione	خاتمہ	dissoluzione	خاتمہ	N;FEM;SG	N;NOM;MASC;SG;3
dissoluzione	تقسیم	dissoluzione	تقسیم	N;FEM;SG	N;NOM;FEM;SG;3
connesso	ہمرشتہ	connesso	ہمرشتہ	ADJ;MASC;SG	ADJ
dente	اثر	dente	اثر	N;MASC;SG	N;NOM;MASC;SG;3
dente	اثر	dente	اثر	N;MASC;SG	N;NOM;MASC;SG;3
dente	دانت	dente	دانت	N;MASC;SG	N;NOM;MASC;SG;3
placca	طشتری	placca	طشتری	N;FEM;SG	N;NOM;MASC;SG;3
placca	دھات	placca	دھات	N;FEM;SG	N;NOM;MASC;SG;3
nightmare	ہول	nightmare	ہول	N;MASC	N;NOM;MASC;SG;3
nightmare	ہراس	nightmare	ہراس	N;MASC	N;NOM;MASC;SG;3
manto	غلاف	manto	غلاف	N;MASC;SG	N;NOM;MASC;SG;3
manto	چادر	manto	چادر	N;MASC;SG	N;NOM;MASC;SG;3
visualizzazione	استبصار	visualizzazione	استبصار	N;FEM;SG	N;NOM;MASC;SG;3
visualizzazione	مظاہرہ.	visualizzazione	مظاہرہ.	N;FEM;SG	N;NOM;MASC;SG;3
visualizzazione	نمائش	visualizzazione	نمائش	N;FEM;SG	N;NOM;MASC;SG;3
chief	برتر	chief	برتر	N	N;NOM;MASC;SG;3
riflesso	اضطراری	riflesso	اضطراری	N;MASC;SG	N;NOM;MASC;SG;3
riflesso	نشانی	riflesso	نشانی	N;MASC;SG	N;NOM;MASC;SG;3
riflesso	علامت	riflesso	علامت	N;MASC;SG	N;NOM;MASC;SG;3
riflesso	اشعاع	riflesso	اشعاع	N;MASC;SG	N;NOM;MASC;SG;3
riflesso	پرتو	riflesso	پرتو	N;MASC;SG	N;NOM;MASC;SG;3
incapacità	معذوری	incapacità	معذوری	N;FEM	N;NOM;MASC;SG;3
vision	نظر	vision	نظر	N	N;NOM;MASC;SG;3
impact	اثر	impact	اثر	N;MASC	N;NOM;MASC;SG;3
coloniali	مستعمراتی	coloniale	مستعمراتی	ADJ;PL	ADJ
smart	تیزی	smart	تیزی	N	N;NOM;MASC;SG;3
smart	وضعدار	smart	وضعدار	N	N
basale	اساسی	basale	اساسی	ADJ;SG	ADJ
basale	بنیادی	basale	بنیادی	ADJ;SG	ADJ
strong	خالص	strong	خالص	N	N;NOM;MASC;SG;3
strong	خالص	strong	خالص	N	N;NOM;MASC;SG;3
esplicita	سہل	esplicito	سہل	ADJ;FEM;SG	ADJ
esplicita	مفصل	esplicito	مفصل	ADJ;FEM;SG	ADJ
esplicita	واضح	esplicito	واضح	ADJ;FEM;SG	ADJ
esplicita	غیرمبہم.	esplicito	غیرمبہم.	ADJ;FEM;SG	ADJ
generatore	موجد	generatore	موجد	N;MASC;SG	N;NOM;MASC;SG;3
generatore	جنریٹر	generatore	جنریٹر	N;MASC;SG	N;NOM;MASC;SG;3
generatore	گیس	generatore	گیس	N;MASC;SG	N;NOM;MASC;SG;3
chandler	صابن	chandler	صابن	N;MASC;SG	N;NOM;MASC;SG;3
chandler	تیل	chandler	تیل	N;MASC;SG	N;NOM;MASC;SG;3
nozione	اندازہ	nozione	اندازہ	N;FEM;SG	N;NOM;MASC;SG;3
nozione	تصوّر	nozione	تصوّر	N;FEM;SG	N;NOM;MASC;SG;3
nozione	رجحان	nozione	رجحان	N;FEM;SG	N;NOM;MASC;SG;3
militanza	جارحیت	militanza	جارحیت	N;FEM;SG	N;NOM;MASC;SG;3
must	بوسیدگی	must	بوسیدگی	N	N;NOM;MASC;SG;3
adotta	اپنانا	adottare	اپنانا	V;IND;SG;2;PRS;FIN	V;MASC;SG;NFIN;ACT
cut	قیمت	cut	قیمت	N	N;NOM;FEM;SG;3
cut	کٹوتی	cut	کٹوتی	N	N;NOM;FEM;SG;3
cut	فلم	cut	فلم	N	N;NOM;FEM;SG;3
cut	کمیشن	cut	کمیشن	N	N;NOM;MASC;SG;3
cut	بالوں	cut	بال	N	N;ACC;MASC;PL;3
cut	ڈرامے	cut	ڈرامہ	N	N;NOM;MASC;SG;3
cut	قیمت	cut	قیمت	N	N;NOM;FEM;SG;3
cut	کٹوتی	cut	کٹوتی	N	N;NOM;FEM;SG;3
cut	فلم	cut	فلم	N	N;NOM;FEM;SG;3
cut	کمیشن	cut	کمیشن	N	N;NOM;MASC;SG;3
cut	بالوں	cut	بال	N	N;ACC;MASC;PL;3
cut	ڈرامے	cut	ڈرامہ	N	N;NOM;MASC;SG;3
umido	مایوسی	umido	مایوسی	ADJ;MASC;SG	ADJ
umido	مایوسی	umido	مایوسی	ADJ;MASC;SG	ADJ
irregolari	مستقل	irregolare	مستقل	ADJ;PL	ADJ
paternità	نژاد	paternità	نژاد	N;FEM	N;NOM;MASC;SG;3
iraniano	ایرانی	iraniano	ایرانی	ADJ;MASC;SG	ADJ
armonico	متوازن	armonico	متوازن	ADJ;MASC;SG	ADJ
armonico	ہموار	armonico	ہموار	ADJ;MASC;SG	ADJ
matura	پختہ	maturo	پختہ	ADJ;FEM;SG	ADJ
matura	فہمیدہ	maturo	فہمیدہ	ADJ;FEM;SG	ADJ
matura	سنجیدہ	maturo	سنجیدہ	ADJ;FEM;SG	ADJ
matura	پختہ	maturo	پختہ	ADJ;FEM;SG	ADJ
matura	فہمیدہ	maturo	فہمیدہ	ADJ;FEM;SG	ADJ
matura	سنجیدہ	maturo	سنجیدہ	ADJ;FEM;SG	ADJ
matura	بالغ	maturo	بالغ	ADJ;FEM;SG	ADJ
metabolismo	استحالہ	metabolismo	استحالہ	N;MASC;SG	N;NOM;MASC;SG;3
uranio	یورینیم	uranio	یورینیم	N;MASC;SG	N;NOM;MASC;SG;3
caverna	غار	caverna	غار	N;FEM;SG	N;NOM;MASC;SG;3
caverna	غار	caverna	غار	N;FEM;SG	N;NOM;MASC;SG;3
diagramma	نقشہ	diagramma	نقشہ	N;MASC;SG	N;NOM;MASC;SG;3
magiche	پُراسرار	magico	پُراسرار	ADJ;FEM;PL	ADJ
magiche	ساحرانہ.	magico	ساحرانہ.	ADJ;FEM;PL	ADJ
vola	اڑنا	volare	اڑنا	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
vola	اڑنا	volare	اڑنا	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
disuso	موقوفی	disuso	موقوفی	ADJ;MASC;SG	ADJ
modeste	معتدل	modesto	معتدل	ADJ;FEM;PL	ADJ
modeste	معتدل	modesto	معتدل	ADJ;FEM;PL	ADJ
torta	انڈا	torta	انڈا	N;FEM;SG	N;NOM;MASC;SG;3
win	شرط	win	شرط	N	N;NOM;FEM;SG;3
win	کھیل	win	کھیل	N	N;NOM;MASC;SG;3
escape	بچاؤ	escape	بچاؤ	N	N;NOM;MASC;SG;3
chaos	انتشار	chaos	انتشار	N	N;NOM;MASC;SG;3
chaos	انتشار	chaos	انتشار	N	N;NOM;MASC;SG;3
holding	حصص	holding	حصص	N;FEM	N;NOM;MASC;SG;3
tira	پٹانا	tirare	پٹانا	V;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
tira	روکنے	tirare	روک	V;IND;SG;3;PRS;FIN	V;ACC;NFIN
tira	چلنا	tirare	چل	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
svantaggio	رکاوٹ	svantaggio	رکاوٹ	N;MASC;SG	N;NOM;MASC;SG;3
svantaggio	نقصان	svantaggio	نقصان	N;MASC;SG	N;NOM;MASC;SG;3
lattea	نحیف	lattea	نحیف	N;FEM;SG	N;NOM;MASC;SG;3
stringa	حروف	stringa	حرف	N;FEM;SG	N;NOM;MASC;SG;3
colla	ملصق	colla	ملصق	N;FEM;SG	N;NOM;MASC;SG;3
intima	ذاتی	intimo	ذاتی	ADJ;FEM;SG	ADJ
intima	لازمی	intimo	لازمی	ADJ;FEM;SG	ADJ
intima	فطری	intimo	فطری	ADJ;FEM;SG	ADJ
intima	ذاتی	intimo	ذاتی	ADJ;FEM;SG	ADJ
intima	لازمی	intimo	لازمی	ADJ;FEM;SG	ADJ
intima	مانوس	intimo	مانوس	ADJ;FEM;SG	ADJ
intima	فطری	intimo	فطری	ADJ;FEM;SG	ADJ
teschio	کھوپڑی	teschio	کھوپڑی	N;MASC;SG	N;NOM;MASC;SG;3
teschio	سر	teschio	سر	N;MASC;SG	N;NOM;MASC;SG;3
teschio	کھوپڑی	teschio	کھوپڑی	N;MASC;SG	N;NOM;MASC;SG;3
collisione	تصادم	collisione	تصادم	N;FEM;SG	N;NOM;MASC;SG;3
collisione	تصادم	collisione	تصادم	N;FEM;SG	N;NOM;MASC;SG;3
superamento	مصارف	superamento	مصارف	N;MASC;SG	N;NOM;MASC;SG;3
think	غور	think	غور	N	N;NOM;MASC;SG;3
think	فکر	think	فکر	N	N;NOM;MASC;SG;3
proroga	اضافہ	proroga	اضافہ	N;FEM;SG	N;NOM;MASC;SG;3
proroga	وسعت	proroga	وسعت	N;FEM;SG	N;NOM;MASC;SG;3
proroga	توسیع	proroga	توسیع	N;FEM;SG	N;NOM;MASC;SG;3
disagio	تکلیف	disagio	تکلیف	N;MASC;SG	N;NOM;FEM;SG;3
scalare	چڑھائی	scalare	چڑھا	V;NFIN	V;PFV;FEM;SG;V.PTCP;ACT
scalare	چڑھنا.	scalare	چڑھنا.	V;NFIN	V;MASC;SG;NFIN;ACT
colomba	معصوم	colomba	معصوم	N;FEM;SG	N;NOM;MASC;SG;3
prontamente	فوراً	prontamente	فوراً	ADV	ADV
salsa	گستاخی	salsa	گستاخی	N;FEM;SG	N;NOM;MASC;SG;3
salsa	اچار	salsa	اچار	N;FEM;SG	N;NOM;MASC;SG;3
bear	ریچھ	bear	ریچھ	N	N;NOM;MASC;SG;3
bear	موجب	bear	موجب	N	N;NOM;MASC;SG;3
bear	ریچھ	bear	ریچھ	N	N;NOM;MASC;SG;3
bear	موجب	bear	موجب	N	N;NOM;MASC;SG;3
istruttore	استاد	istruttore	استاد	N;MASC;SG	N;NOM;MASC;SG;3
satana	شیطان	satano	شیطان	N;FEM;SG	N;NOM;MASC;SG;3
grafici	تشکیلات	grafico	تشکیل	N;MASC;PL	N;NOM;MASC;PL;3
incerto	غیریقینی	incerto	غیریقینی	ADJ;MASC;SG	ADJ
incerto	متلون	incerto	متلون	ADJ;MASC;SG	ADJ
orlo	گھاٹی	orlo	گھاٹی	N;MASC;SG	N;NOM;FEM;SG;3
orlo	گھاٹی	orlo	گھاٹی	N;MASC;SG	N;NOM;FEM;SG;3
orlo	غار	orlo	غار	N;MASC;SG	N;NOM;MASC;SG;3
orlo	غار	orlo	غار	N;MASC;SG	N;NOM;MASC;SG;3
oscuri	مخفی	oscuro	مخفی	ADJ;MASC;PL	ADJ
oscuri	ناصاف.	oscuro	ناصاف.	ADJ;MASC;PL	ADJ
oscuri	مبہم	oscuro	مبہم	ADJ;MASC;PL	ADJ
originalità	تازگی	originalità	تازگی	N;FEM	N;NOM;MASC;SG;3
originalità	تازگی	originalità	تازگی	N;FEM	N;NOM;MASC;SG;3
indurre	بلانا	indurre	بلانا	V;NFIN	V;MASC;SG;NFIN;ACT
spettacolare	غیرمعمولی	spettacolare	غیرمعمولی	ADJ;SG	ADJ
porno	فحش	porre	فحش	N;MASC	N;NOM;MASC;SG;3
porno	عریاں	porre	عریاں	N;MASC	N;NOM;MASC;PL;3
didattico	ناصحانہ	didattico	ناصحانہ	ADJ;MASC;SG	ADJ
didattico	علمی	didattico	علمی	ADJ;MASC;SG	ADJ
didattico	معلمانہ	didattico	معلمانہ	ADJ;MASC;SG	ADJ
banale	معمولی	banale	معمولی	ADJ;SG	ADJ
banale	فرسودہ	banale	فرسودہ	ADJ;SG	ADJ
banale	فرسودہ	banale	فرسودہ	ADJ;SG	ADJ
preferenza	برتری	preferenza	برتری	N;FEM;SG	N;NOM;MASC;SG;3
preferenza	برتری	preferenza	برتری	N;FEM;SG	N;NOM;MASC;SG;3
preferenza	ترجیح	preferenza	ترجیح	N;FEM;SG	N;NOM;MASC;SG;3
riprodurre	دہرانا	riprodurre	دہرانا	V;NFIN	V;MASC;SG;V.PTCP;ACT
liscia	متوازن.	lisciare	متوازن.	ADJ;FEM;SG	ADJ
liscia	یکساں	lisciare	یکساں	ADJ;FEM;SG	ADJ
liscia	معتدل	lisciare	معتدل	ADJ;FEM;SG	ADJ
liscia	متوازن.	lisciare	متوازن.	ADJ;FEM;SG	ADJ
liscia	یکساں	lisciare	یکساں	ADJ;FEM;SG	ADJ
liscia	معتدل	lisciare	معتدل	ADJ;FEM;SG	ADJ
liscia	ہموار	lisciare	ہموار	ADJ;FEM;SG	ADJ
asciutto	سادہ	asciutto	سادہ	ADJ;MASC;SG	ADJ
asciutto	خشک	asciutto	خشک	ADJ;MASC;SG	ADJ
asciutto	سادہ	asciutto	سادہ	ADJ;MASC;SG	ADJ
asciutto	خشک	asciutto	خشک	ADJ;MASC;SG	ADJ
correttezza	انصاف	correttezza	انصاف	N;FEM;SG	N;NOM;MASC;SG;3
santità	تقدس	santità	تقدس	N;FEM	N;NOM;MASC;SG;3
santità	حرمت	santità	حرمت	N;FEM	N;NOM;FEM;SG;3
santità	تحریم	santità	تحریم	N;FEM	N;NOM;MASC;SG;3
santità	تقدس	santità	تقدس	N;FEM	N;NOM;MASC;SG;3
manico	قبضہ	manico	قبضہ	N;MASC;SG	N;NOM;MASC;SG;3
manico	دستہ	manico	دستہ	N;MASC;SG	N;NOM;MASC;SG;3
degni	معزز	degno	معزز	ADJ;MASC;PL	ADJ
degni	لائق	degno	لائق	ADJ;MASC;PL	ADJ
degni	معزز	degno	معزز	ADJ;MASC;PL	ADJ
separare	کاٹنا	separare	کاٹنا	V;NFIN	V;MASC;SG;NFIN;ACT
separare	چھنٹائی	separare	چھنٹائی	V;NFIN	V;PFV;FEM;SG;V.PTCP;ACT
separare	کاٹنا	separare	کاٹنا	V;NFIN	V;MASC;SG;NFIN;ACT
separare	چھنٹائی	separare	چھنٹائی	V;NFIN	V;PFV;FEM;SG;V.PTCP;ACT
riporto	پہنچانا	riporto	پہنچ	V;IND;SG;1;PRS;FIN	V;MASC;SG;NFIN;ACT
lot	قسمت	lot	قسمت	N;SG	N;NOM;FEM;SG;3
lot	تقدیر	lot	تقدیر	N;SG	N;NOM;FEM;SG;3
lot	قسمت	lot	قسمت	N;SG	N;NOM;FEM;SG;3
carpenter	ترکھان	carpenter	ترکھان	N;SG	N;NOM;FEM;SG;3
alluvione	جوار	alluvione	جوار	N;FEM;SG	N;NOM;MASC;SG;3
alluvione	طغیانی	alluvione	طغیانی	N;FEM;SG	N;NOM;MASC;SG;3
alluvione	دریا	alluvione	دریا	N;FEM;SG	N;NOM;MASC;SG;3
alluvione	نہر	alluvione	نہر	N;FEM;SG	N;NOM;MASC;SG;3
mangia	نگلنا	mangiare	نگل	V;IND;SG;3;PRS;FIN	V;SG;NFIN;ACT
mangia	چبانا	mangiare	چبانا	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
purezza	صفائی	purezza	صفائی	N;FEM;SG	N;NOM;MASC;SG;3
purezza	پاکیزگی	purezza	پاکیزگی	N;FEM;SG	N;NOM;MASC;SG;3
tirare	پٹانا	tirare	پٹانا	V;NFIN	V;MASC;SG;V.PTCP;ACT
tirare	روکنے	tirare	روک	V;NFIN	V;ACC;NFIN
tirare	چلنا	tirare	چل	V;NFIN	V;MASC;SG;NFIN;ACT
bontà	مہربانی	bontà	مہربانی	N;FEM	N;NOM;MASC;SG;3
bontà	فیاضی	bontà	فیاضی	N;FEM	N;NOM;MASC;SG;3
bontà	مہربانی	bontà	مہربانی	N;FEM	N;NOM;MASC;SG;3
bontà	خوبی	bontà	خوبی	N;FEM	N;NOM;MASC;SG;3
bontà	بھلائی	bontà	بھلائی	N;FEM	N;NOM;FEM;SG;3
bontà	فیاضی	bontà	فیاضی	N;FEM	N;NOM;MASC;SG;3
bontà	مہربانی	bontà	مہربانی	N;FEM	N;NOM;MASC;SG;3
bontà	خوبی	bontà	خوبی	N;FEM	N;NOM;MASC;SG;3
bontà	نیکی	bontà	نیکی	N;FEM	N;NOM;MASC;SG;3
honey	شہد	honey	شہد	N	N;NOM;MASC;SG;3
ammirazione	تعریف	ammirazione	تعریف	N;FEM;SG	N;NOM;MASC;SG;3
estreme	جابرانہ	estremo	جابرانہ	ADJ;FEM;PL	ADJ
estreme	آخری	estremo	آخری	ADJ;FEM;PL	ADJ
estreme	سخت	estremo	سخت	ADJ;FEM;PL	ADJ
sovrana	عمدہ	sovrano	عمدہ	ADJ;FEM;SG	ADJ
sovrana	مؤثر.	sovrano	مؤثر.	ADJ;FEM;SG	ADJ
decade	دہائی	decadere	دہائی	N;FEM;SG	N;NOM;FEM;SG;3
save	لعنت	savere	لعنت	N	N;NOM;FEM;SG;3
save	لعنت	savere	لعنت	N	N;NOM;FEM;SG;3
mutazione	تبدیلی	mutazione	تبدیلی	N;FEM;SG	N;NOM;FEM;SG;3
monk	راہب	monk	راہب	N;MASC	N;NOM;MASC;SG;3
mecenate	سرپرست	mecenate	سرپرست	N;MASC;SG	N;NOM;MASC;SG;3
articolato	صاف	articolato	صاف	ADJ;MASC;SG	ADJ
curvatura	بل	curvatura	بل	N;FEM;SG	N;NOM;MASC;SG;3
mirror	آئینہ	mirror	آئینہ	N;MASC	N;NOM;MASC;SG;3
superficiali	معمولی	superficiale	معمولی	ADJ;PL	ADJ
superficiali	سطحی	superficiale	سطحی	ADJ;PL	ADJ
superficiali	معمولی	superficiale	معمولی	ADJ;PL	ADJ
buca	پیالی	buca	پیالی	N;FEM;SG	N;NOM;FEM;SG;3
buca	سوراخ	buca	سوراخ	N;FEM;SG	N;NOM;MASC;SG;3
buca	نالی	buca	نالی	N;FEM;SG	N;NOM;FEM;SG;3
buca	پیالی	buca	پیالی	N;FEM;SG	N;NOM;FEM;SG;3
buca	سوراخ	buca	سوراخ	N;FEM;SG	N;NOM;MASC;SG;3
buca	نالی	buca	نالی	N;FEM;SG	N;NOM;FEM;SG;3
yen	طلب	yen	طلب	N;MASC	N;NOM;MASC;SG;3
grido	شوخ	grido	شوخ	N;MASC;SG	N;NOM;MASC;SG;3
dispari	رقم	disparire	رقم	N	N;NOM;MASC;SG;3
dispari	رقم	disparire	رقم	N	N;NOM;MASC;SG;3
sketch	خاکہ	sketch	خاکہ	N;MASC	N;NOM;MASC;SG;3
poetico	اعلیٰ	poetico	اعلیٰ	ADJ;MASC;SG	ADJ
deficit	خسارہ	deficit	خسارہ	N;MASC	N;NOM;MASC;SG;3
stock	ترکاریاں	stock	ترکاری	N;FEM;PL	N;NOM;MASC;PL;3
paper	حقوق	papere	حق	N;MASC	N;NOM;MASC;PL;3
paper	حقوق	papere	حق	N;MASC	N;NOM;MASC;PL;3
cherry	بکارت	cherry	بکارت	N	N;NOM;FEM;SG;3
sorprendente	حیرتناک	sorprendente	حیرتناک	ADJ;SG	ADJ
calvo	واضح	calvo	واضح	ADJ;MASC;SG	ADJ
correlazione	ارتباط	correlazione	ارتباط	N;FEM;SG	N;NOM;MASC;SG;3
correlazione	رشتہ	correlazione	رشتہ	N;FEM;SG	N;NOM;MASC;SG;3
prospero	موافق.	prospero	موافق.	ADJ;MASC;SG	ADJ
prospero	سازگار	prospero	سازگار	ADJ;MASC;SG	ADJ
furioso	متشدّد.	furioso	متشدّد.	ADJ;MASC;SG	ADJ
ragionevole	متوازن	ragionevole	متوازن	ADJ;SG	ADJ
ragionevole	واضح	ragionevole	واضح	ADJ;SG	ADJ
ragionevole	متوازن	ragionevole	متوازن	ADJ;SG	ADJ
ragionevole	واضح	ragionevole	واضح	ADJ;SG	ADJ
ragionevole	معقول	ragionevole	معقول	ADJ;SG	ADJ
ragionevole	مناسب	ragionevole	مناسب	ADJ;SG	ADJ
ragionevole	متوازن	ragionevole	متوازن	ADJ;SG	ADJ
ragionevole	فہمیدہ.	ragionevole	فہمیدہ.	ADJ;SG	ADJ
ragionevole	مناسب	ragionevole	مناسب	ADJ;SG	ADJ
ragionevole	معقول	ragionevole	معقول	ADJ;SG	ADJ
ragionevole	متوازن	ragionevole	متوازن	ADJ;SG	ADJ
ragionevole	فہمیدہ.	ragionevole	فہمیدہ.	ADJ;SG	ADJ
piacevole	خوشگوار	piacevole	خوشگوار	ADJ;SG	ADJ
piacevole	پُرلطف	piacevole	پُرلطف	ADJ;SG	ADJ
piacevole	خوشگوار	piacevole	خوشگوار	ADJ;SG	ADJ
piacevole	پُرلطف	piacevole	پُرلطف	ADJ;SG	ADJ
mancanti	گم	mancante	گم	ADJ;PL	ADJ
regolarità	باقاعدگی	regolarità	باقاعدگی	N;FEM	N;NOM;MASC;SG;3
brain	منتظم	brain	منتظم	N;MASC	N;NOM;MASC;SG;3
brain	دماغ	brain	دماغ	N;MASC	N;NOM;MASC;SG;3
brain	منتظم	brain	منتظم	N;MASC	N;NOM;MASC;SG;3
