evakuasi	اخراج	evakuasi	اخراج	N;SG	N;NOM;MASC;SG;3
kepuasan	تسلی	kepuasan	تسلی	N;SG	N;NOM;FEM;SG;3
kepuasan	تسلی	kepuasan	تسلی	N;SG	N;NOM;FEM;SG;3
kepuasan	تسکین	kepuasan	تسکین	N;SG	N;NOM;MASC;SG;3
kepuasan	طمانیت	kepuasan	طمانیت	N;SG	N;NOM;MASC;SG;3
kecakapan	بہادری	kecakapan	بہادری	N;SG	N;NOM;FEM;SG;3
licin	تیز	licin	تیز	ADJ;SG	ADJ
hikmat	دانش	hikmat	دانش	N;SG	N;NOM;MASC;SG;3
belerang	گندھک	belerang	گندھک	N;SG	N;NOM;MASC;SG;3
salon	وضعدار	salon	وضعدار	N;SG	N
aura	ارتعاش	aura	ارتعاش	N;SG	N;NOM;MASC;SG;3
akurasi	صداقت	akurasi	صداقت	N;SG	N;NOM;MASC;SG;3
akurasi	صحت	akurasi	صحت	N;SG	N;NOM;FEM;SG;3
simbolis	علامتی	simbolis	علامتی	ADJ;SG	ADJ
mendaki	چڑھائی	mendaki	چڑھا	V;SG;ACT	V;PFV;FEM;SG;V.PTCP;ACT
mendaki	چڑھنا.	mendaki	چڑھنا.	V;SG;ACT	V;MASC;SG;NFIN;ACT
kemurnian	صفائی	kemurnian	صفائی	N;SG	N;NOM;MASC;SG;3
kemurnian	پاکیزگی	kemurnian	پاکیزگی	N;SG	N;NOM;MASC;SG;3
menginspirasi	اُبھارنے	meninspirasi	اُبھار	V;SG;ACT	V;ACC;NFIN
menginspirasi	سمجھانا	meninspirasi	سمجھا	V;SG;ACT	V;MASC;SG;NFIN;ACT
memanjat	چڑھائی	menpanjat	چڑھا	V;SG;ACT	V;PFV;FEM;SG;V.PTCP;ACT
memanjat	چڑھنا.	menpanjat	چڑھنا.	V;SG;ACT	V;MASC;SG;NFIN;ACT
larang	(	larang	(	;ACT	
larang	(	larang	(	;ACT	
bertumbuh	بڑھنا	bertumbuh	بڑھ	V;SG;ACT	V;MASC;SG;NFIN;ACT
noise	صوت	noise	صوت	N	N;NOM;MASC;SG;3
noise	آواز	noise	آواز	N	N;NOM;FEM;SG;3
noise	صوت	noise	صوت	N	N;NOM;MASC;SG;3
noise	شور	noise	شور	N	N;NOM;MASC;SG;3
photography	عکاسی.	photography	عکاس	N	N;NOM;MASC;SG;3
survival	شے	survival	شے	N	N;NOM;FEM;SG;3
survival	عمل	survival	عمل	N	N;NOM;MASC;SG;3
batuk	کھانسی	batuk	کھانسی	N;SG	N;NOM;FEM;SG;3
jelek	بیہودہ	jelek	بیہودہ	ADJ;SG	ADJ
jelek	خطرناک	jelek	خطرناک	ADJ;SG	ADJ
jelek	خوفناک	jelek	خوفناک	ADJ;SG	ADJ
jelek	بھیانک	jelek	بھیانک	ADJ;SG	ADJ
jelek	بیہودہ	jelek	بیہودہ	ADJ;SG	ADJ
jelek	خطرناک	jelek	خطرناک	ADJ;SG	ADJ
jelek	خوفناک	jelek	خوفناک	ADJ;SG	ADJ
jelek	بھیانک	jelek	بھیانک	ADJ;SG	ADJ
jelek	گھٹیا	jelek	گھٹیا	ADJ;SG	ADJ
simpul	مجمع	simpul	مجمع	N;SG	N;NOM;MASC;SG;3
simpul	مجمع	simpul	مجمع	N;SG	N;NOM;MASC;SG;3
cuci	دھلائی	cuci	دھلائی	N;SG;ACT	N;NOM;FEM;SG;3
cuci	دھلائی	cuci	دھلائی	N;SG;ACT	N;NOM;FEM;SG;3
empiris	تجربی	empiris	تجربی	N	N;NOM;MASC;SG;3
sensasi	دھڑکن	sensasi	دھڑکن	N;SG	N;NOM;MASC;SG;3
sensasi	دھڑکن	sensasi	دھڑکن	N;SG	N;NOM;MASC;SG;3
sensasi	احساس	sensasi	احساس	N;SG	N;NOM;MASC;SG;3
sensasi	حس	sensasi	حس	N;SG	N;NOM;MASC;SG;3
sensasi	شعور	sensasi	شعور	N;SG	N;NOM;MASC;SG;3
sensasi	احساس	sensasi	احساس	N;SG	N;NOM;MASC;SG;3
sensasi	حس	sensasi	حس	N;SG	N;NOM;MASC;SG;3
sensasi	شعور	sensasi	شعور	N;SG	N;NOM;MASC;SG;3
kunjungi	معائنے	kunjungi	معائنہ	V;SG;ACT	V;SG;V.PTCP;ACT
sedekah	کرم	sedekah	کرم	N;SG	N;NOM;MASC;SG;3
sedekah	رعایت	sedekah	رعایت	N;SG	N;NOM;FEM;SG;3
sedekah	عطا	sedekah	عطا	N;SG	N;NOM;MASC;SG;3
sedekah	غم	sedekah	غم	N;SG	N;NOM;MASC;SG;3
sedekah	تقدیر	sedekah	تقدیر	N;SG	N;NOM;FEM;SG;3
sedekah	رنج	sedekah	رنج	N;SG	N;NOM;MASC;SG;3
sedekah	خیرات	sedekah	خیرات	N;SG	N;NOM;MASC;SG;3
harmonis	متوازن	harmonis	متوازن	ADJ;SG	ADJ
harmonis	ہموار	harmonis	ہموار	ADJ;SG	ADJ
pencitraan	استرکاری	pencitraan	استرکاری	N;SG	N;NOM;MASC;SG;3
pencitraan	اطاعت	pencitraan	اطاعت	N;SG	N;NOM;FEM;SG;3
assist	اعانت	assist	اعانت	N	N;NOM;MASC;SG;3
bawaan	عہد	bawaan	عہد	N;SG	N;NOM;MASC;SG;3
bawaan	اقرار	bawaan	اقرار	N;SG	N;NOM;MASC;SG;3
bawaan	کوتاہی	bawaan	کوتاہی	N;SG	N;NOM;MASC;SG;3
bodi	مقدار	bodi	مقدار	N;SG	N;NOM;MASC;SG;3
bodi	جسم	bodi	جسم	N;SG	N;NOM;MASC;SG;3
bodi	فرد	bodi	فرد	N;SG	N;NOM;MASC;SG;3
bodi	آدمی	bodi	آدمی	N;SG	N;NOM;MASC;SG;3
tekan	اخبار	tekan	اخبار	N;SG;ACT	N;NOM;MASC;SG;3
mancur	تیل	mancur	تیل	N;SG	N;NOM;MASC;SG;3
mancur	منبع	mancur	منبع	N;SG	N;NOM;MASC;SG;3
mancur	تیل	mancur	تیل	N;SG	N;NOM;MASC;SG;3
gabus	تدبیر	gabus	تدبیر	N;SG	N;NOM;MASC;SG;3
gabus	ترکیب	gabus	ترکیب	N;SG	N;NOM;FEM;SG;3
senyum	مسکراہٹ	senyum	مسکراہٹ	N;SG	N;NOM;MASC;SG;3
senyum	خوشنودی	senyum	خوشنودی	N;SG	N;NOM;MASC;SG;3
menghina	رکیک	menhina	رکیک	V;SG;ACT	V;SG;V.PTCP;ACT
nakal	شریر	nakal	شریر	N;SG	N;NOM;MASC;SG;3
nakal	شوخی	nakal	شوخی	N;SG	N;NOM;MASC;SG;3
nakal	شوخی	nakal	شوخی	N;SG	N;NOM;MASC;SG;3
kesenjangan	خلا	kesenjangan	خلا	N;SG	N;NOM;MASC;SG;3
kesenjangan	مذاق	kesenjangan	مذاق	N;SG	N;NOM;MASC;SG;3
kesenjangan	گھاٹی	kesenjangan	گھاٹی	N;SG	N;NOM;FEM;SG;3
kesenjangan	فصل	kesenjangan	فصل	N;SG	N;NOM;MASC;SG;3
kesenjangan	خلا	kesenjangan	خلا	N;SG	N;NOM;MASC;SG;3
kesenjangan	رخنہ	kesenjangan	رخنہ	N;SG	N;NOM;MASC;SG;3
kesenjangan	مذاق	kesenjangan	مذاق	N;SG	N;NOM;MASC;SG;3
kesenjangan	گھاٹی	kesenjangan	گھاٹی	N;SG	N;NOM;FEM;SG;3
kesenjangan	فصل	kesenjangan	فصل	N;SG	N;NOM;MASC;SG;3
jebakan	منہ	jebakan	منہ	N;SG	N;NOM;MASC;SG;3
jebakan	منہ	jebakan	منہ	N;SG	N;NOM;MASC;SG;3
memasok	پہنچانا.	menpasok	پہنچ	V;SG;ACT	V;PFV;MASC;SG;V.PTCP;ACT
skrip	ڈرامے	skrip	ڈرامہ	N;SG	N;NOM;MASC;SG;3
martabat	تکریم	martabat	تکریم	N;SG	N;NOM;MASC;SG;3
martabat	تکریم	martabat	تکریم	N;SG	N;NOM;MASC;SG;3
ekstrim	اختتامی.	ekstrim	اختتامی.	N;SG	N;NOM;MASC;SG;3
teoritis	نظری	teoritis	نظری	N	N;NOM;MASC;SG;3
sepotong	مد	sepotong	مد		
pembuktian	ثبوت	penbuktian	ثبوت	N;SG	N;NOM;MASC;SG;3
pembuktian	شہادت	penbuktian	شہادت	N;SG	N;NOM;MASC;SG;3
pembuktian	امتحان	penbuktian	امتحان	N;SG	N;NOM;MASC;SG;3
pembuktian	مزاحم	penbuktian	مزاحم	N;SG	N;NOM;MASC;SG;3
pembuktian	دافع	penbuktian	دافع	N;SG	N;NOM;MASC;SG;3
pembuktian	آزمائش.	penbuktian	آزمائش.	N;SG	N;NOM;MASC;SG;3
pemangsa	درندگی	penmangsa	درندگی	N;SG	N;NOM;MASC;SG;3
kesempurnaan	فضیلت	kesempurnaan	فضیلت	N;SG	N;NOM;MASC;SG;3
kesempurnaan	کارنامہ	kesempurnaan	کارنامہ	N;SG	N;NOM;MASC;SG;3
kestabilan	توازن	kestabilan	توازن	N;SG	N;NOM;MASC;SG;3
kestabilan	استحکام	kestabilan	استحکام	N;SG	N;NOM;MASC;SG;3
kestabilan	استقلال	kestabilan	استقلال	N;SG	N;NOM;MASC;SG;3
pondasi	سطح	pondasi	سطح	N;SG	N;NOM;MASC;SG;3
pelarangan	ممانعت	penlarangan	ممانعت	N;SG	N;NOM;MASC;SG;3
pelarangan	امتناع	penlarangan	امتناع	N;SG	N;NOM;MASC;SG;3
pelarangan	امتناع	penlarangan	امتناع	N;SG	N;NOM;MASC;SG;3
ketahuilah	سیکھا	ketahui	سیکھ	V;SG;ACT	V;PFV;MASC;SG;V.PTCP;ACT
ketahuilah	سیکھا	ketahui	سیکھ	V;SG;ACT	V;PFV;MASC;SG;V.PTCP;ACT
ketahuilah	جاننا	ketahui	جان	V;SG;ACT	V;MASC;SG;NFIN;ACT
penahanan	تحویل	pentahanan	تحویل	N;SG	N;NOM;MASC;SG;3
merangsang	چھیڑنا	menrangsang	چھیڑ	V;SG;ACT	V;NFIN;ACT
telegraf	دوڑ	telegraf	دوڑ	N	N;NOM;MASC;SG;3
kekejaman	خباثت	kekejaman	خباثت	N;SG	N;NOM;MASC;SG;3
kekejaman	ظلم	kekejaman	ظلم	N;SG	N;NOM;MASC;SG;3
bingkai	جسم	bingkai	جسم	N;SG	N;NOM;MASC;SG;3
bingkai	وضع	bingkai	وضع	N;SG	N;NOM;MASC;SG;3
bingkai	قالب	bingkai	قالب	N;SG	N;NOM;MASC;SG;3
bingkai	کھڑکی	bingkai	کھڑکی	N;SG	N;NOM;FEM;SG;3
bingkai	تعمیر	bingkai	تعمیر	N;SG	N;NOM;FEM;SG;3
bingkai	گاڑی	bingkai	گاڑی	N;SG	N;NOM;FEM;SG;3
bingkai	ساخت	bingkai	ساخت	N;SG	N;NOM;MASC;SG;3
bingkai	کیفیت	bingkai	کیفیت	N;SG	N;NOM;FEM;SG;3
bingkai	جسم	bingkai	جسم	N;SG	N;NOM;MASC;SG;3
bingkai	وضع	bingkai	وضع	N;SG	N;NOM;MASC;SG;3
bingkai	قالب	bingkai	قالب	N;SG	N;NOM;MASC;SG;3
bingkai	کھڑکی	bingkai	کھڑکی	N;SG	N;NOM;FEM;SG;3
bingkai	تعمیر	bingkai	تعمیر	N;SG	N;NOM;FEM;SG;3
bingkai	گاڑی	bingkai	گاڑی	N;SG	N;NOM;FEM;SG;3
bingkai	ساخت	bingkai	ساخت	N;SG	N;NOM;MASC;SG;3
bingkai	کیفیت	bingkai	کیفیت	N;SG	N;NOM;FEM;SG;3
mustahil	محال	mustahil	محال	ADJ;SG	ADJ
ikuti	سمجھنا	ikuti	سمجھ	V;SG;ACT	V;MASC;SG;NFIN;ACT
serambi	ہوٹل	serambi	ہوٹل	N;SG	N;NOM;FEM;SG;3
shalat	مقصد	shalat	مقصد	N	N;NOM;MASC;SG;3
shalat	عبادت	shalat	عبادت	N	N;NOM;FEM;SG;3
shalat	نماز	shalat	نماز	N	N;NOM;FEM;SG;3
kejujuran	ایمانداری	kejujuran	ایمانداری	N;SG	N;NOM;MASC;SG;3
kejujuran	گول	kejujuran	گول	N;SG	N;NOM;MASC;SG;3
kejujuran	سچائی	kejujuran	سچا	N;SG	N;NOM;FEM;SG;3
tonggak	سوانح	tonggak	سوانح	N;SG	N;NOM;MASC;SG;3
jas	پان	jas	پان	N;SG	N;NOM;MASC;SG;3
penundaan	رکاوٹ.	pentundaan	رکاوٹ	N;SG	N;NOM;MASC;SG;3
penundaan	دیر	pentundaan	دیر	N;SG	N;NOM;FEM;SG;3
penundaan	رکاوٹ.	pentundaan	رکاوٹ	N;SG	N;NOM;MASC;SG;3
penundaan	تاخیر	pentundaan	تاخیر	N;SG	N;NOM;MASC;SG;3
konglomerat	مجموعہ	konglomerat	مجموعہ	N	N;NOM;MASC;SG;3
kebalikan	مصیبت	kebalikan	مصیبت	N;SG	N;NOM;FEM;SG;3
kebalikan	مدّمقابل.	kebalikan	مدّمقابل.	N;SG	N
kebalikan	مقام	kebalikan	مقام	N;SG	N;NOM;MASC;SG;3
koreksi	تعزیر	koreksi	تعزیر	N;SG	N;NOM;MASC;SG;3
koreksi	اصلاح	koreksi	اصلاح	N;SG	N;NOM;MASC;SG;3
koreksi	سزا	koreksi	سزا	N;SG	N;NOM;MASC;SG;3
sendok	چمچے	sendok	چمچہ	N;SG	N;NOM;MASC;SG;3
aksen	بل	aksen	بل	N	N;NOM;MASC;SG;3
aksen	رجحان	aksen	رجحان	N	N;NOM;MASC;SG;3
aksen	بل	aksen	بل	N	N;NOM;MASC;SG;3
aksen	رجحان	aksen	رجحان	N	N;NOM;MASC;SG;3
mistik	مراقبہ	mistik	مراقبہ	N	N;NOM;MASC;SG;3
horror	افسردگی	horror	افسردگی	N	N;NOM;FEM;SG;3
penambangan	ہدف	pentambangan	ہدف	N;SG	N;NOM;MASC;SG;3
kejang	قبضہ	kejang	قبضہ	N;SG	N;NOM;MASC;SG;3
layout	کتاب	layout	کتاب	N	N;NOM;MASC;SG;3
layout	زمین	layout	زمین	N	N;NOM;FEM;SG;3
jus	خلاصہ	jus	خلاصہ	N;SG	N;NOM;MASC;SG;3
jus	رس	jus	رس	N;SG	N;NOM;MASC;SG;3
jus	خلاصہ	jus	خلاصہ	N;SG	N;NOM;MASC;SG;3
sapu	استطاعت	sapu	استطاعت	N;SG	N;NOM;MASC;SG;3
sapu	حدود	sapu	حد	N;SG	N;NOM;MASC;SG;3
muntah	استفراغ	muntah	استفراغ	N;SG	N;NOM;MASC;SG;3
muntah	قے	muntah	قے	N;SG	N;NOM;MASC;SG;3
muntah	استفراغ	muntah	استفراغ	N;SG	N;NOM;MASC;SG;3
muntah	قے	muntah	قے	N;SG	N;NOM;MASC;SG;3
muntah	استفراغ.	muntah	استفراغ.	N;SG	N;NOM;MASC;SG;3
petarung	لڑاکا	petarung	لڑاکا	N;SG	N;NOM;MASC;SG;3
kolonialisme	استعمار	kolonialisme	استعمار	N;SG	N;NOM;MASC;SG;3
urin	پیشاب	urin	پیشاب	N	N;NOM;MASC;SG;3
ketuhanan	عملداری	ketuhanan	عملداری	N;SG	N;NOM;MASC;SG;3
lega	مطمئن	lega	مطمئن	ADJ;SG	ADJ
lega	مخلصی	lega	مخلصی	ADJ;SG	ADJ
mulus	متوازن.	mulus	متوازن.	ADJ;SG	ADJ
mulus	یکساں	mulus	یکساں	ADJ;SG	ADJ
mulus	معتدل	mulus	معتدل	ADJ;SG	ADJ
mulus	متوازن.	mulus	متوازن.	ADJ;SG	ADJ
mulus	یکساں	mulus	یکساں	ADJ;SG	ADJ
mulus	معتدل	mulus	معتدل	ADJ;SG	ADJ
mulus	ہموار	mulus	ہموار	ADJ;SG	ADJ
mulus	ہموار	mulus	ہموار	ADJ;SG	ADJ
pengajuan	تسلیم	penajuan	تسلیم	N;SG	N;NOM;MASC;SG;3
pengajuan	اطاعت	penajuan	اطاعت	N;SG	N;NOM;FEM;SG;3
komisioner	کمشنر	komisioner	کمشنر	N	N;NOM;MASC;SG;3
kebersamaan	شرکت	kebersamaan	شرکت	N	N;NOM;MASC;SG;3
kebersamaan	قربت	kebersamaan	قربت	N	N;NOM;MASC;SG;3
kebersamaan	رفاقت	kebersamaan	رفاقت	N	N;NOM;FEM;SG;3
keren	تحمل	keren	تحمل	N	N;NOM;MASC;SG;3
keren	بردباری	keren	بردباری	N	N;NOM;MASC;SG;3
keren	عوام	keren	عوام	N	N;NOM;MASC;SG;3
nyala	دراثنا	nyala	دراثنا		
nyala	دراثنا	nyala	دراثنا		
nyala	(	nyala	(		
nyala	out	nyala	out		
nyala	(	nyala	(		
nyala	out	nyala	out		
pemasukan	آمدنی	penpasukan	آمدنی	N;SG	N;NOM;FEM;SG;3
pemasukan	آمد	penpasukan	آمد	N;SG	N;NOM;MASC;SG;3
probabilitas	امکان	probabilitas	امکان	N	N;NOM;MASC;SG;3
kompatibel	روادار	kompatibel	روادار	ADJ;SG	ADJ
kompatibel	موافق	kompatibel	موافق	ADJ;SG	ADJ
mufti	مفتی	mufti	مفتی	N	N;NOM;MASC;SG;3
nasabah	خریدار	nasabah	خریدار	N;SG	N;NOM;MASC;SG;3
ramping	چھوٹا	ramping	چھوٹا	ADJ;SG	ADJ;NOM;MASC;SG
ramping	تیز	ramping	تیز	ADJ;SG	ADJ
ramping	مختصر	ramping	مختصر	ADJ;SG	ADJ
jeda	تعطل	jeda	تعطل	N;SG	N;NOM;MASC;SG;3
jeda	وقفہ	jeda	وقفہ	N;SG	N;NOM;MASC;SG;3
jeda	تعطل	jeda	تعطل	N;SG	N;NOM;MASC;SG;3
narkotika	نشہ	narkotika	نشہ	N;SG	N;NOM;MASC;SG;3
brutal	ظالم	brutal	ظالم	N	N;NOM;MASC;SG;3
tuas	جرثقیل.	tuas	جرثقیل.	N	N
pil	گولی	pil	گولی	N;SG	N;NOM;FEM;SG;3
menggantung	گرنے	mengantung	گر	V;SG;ACT	V;ACC;NFIN
menggantung	جھکانا	mengantung	جھکا	V;SG;ACT	V;MASC;SG;NFIN;ACT
debit	عہدے	debit	عہدہ	N;SG	N;NOM;MASC;SG;3
debit	دستاویز	debit	دستاویز	N;SG	N;NOM;MASC;SG;3
debit	فراغت	debit	فراغت	N;SG	N;NOM;FEM;SG;3
debit	عہدے	debit	عہدہ	N;SG	N;NOM;MASC;SG;3
debit	برطرفی	debit	برطرفی	N;SG	N;NOM;MASC;SG;3
debit	دستاویز	debit	دستاویز	N;SG	N;NOM;MASC;SG;3
debit	فراغت	debit	فراغت	N;SG	N;NOM;FEM;SG;3
privat	نجی	privat	نجی	N;SG	N;NOM;MASC;SG;3
privat	خفیہ	privat	خفیہ	N;SG	N;NOM;MASC;SG;3
privat	نجی	privat	نجی	N;SG	N;NOM;MASC;SG;3
privat	خفیہ	privat	خفیہ	N;SG	N;NOM;MASC;SG;3
dogma	رائے	dogma	رائے	N	N;NOM;MASC;SG;3
dogma	اصول	dogma	اصول	N	N;NOM;MASC;SG;3
fondasi	سطح	fondasi	سطح	N;SG	N;NOM;MASC;SG;3
granit	ارادہ	granit	ارادہ	N	N;NOM;MASC;SG;3
paripurna	مطلق	paripurna	مطلق	N;SG	N;NOM;MASC;SG;3
tiup	شگفتگی	tiup	شگفتگی	N;SG	N;NOM;MASC;SG;3
gesekan	تصادم	gesekan	تصادم	N	N;NOM;MASC;SG;3
gesekan	مزاحمت	gesekan	مزاحمت	N	N;NOM;MASC;SG;3
advokasi	حمایت	advokasi	حمایت	N;SG	N;NOM;MASC;SG;3
advokasi	حمایت	advokasi	حمایت	N;SG	N;NOM;MASC;SG;3
advokasi	تائید	advokasi	تائید	N;SG	N;NOM;MASC;SG;3
advokasi	وکالت	advokasi	وکالت	N;SG	N;NOM;FEM;SG;3
waspada	متوجہ.	waspada	متوجہ.	ADJ;SG	ADJ
waspada	خبردار	waspada	خبردار	ADJ;SG	ADJ
waspada	متوجہ.	waspada	متوجہ.	ADJ;SG	ADJ
waspada	خبردار	waspada	خبردار	ADJ;SG	ADJ
fitnah	بہتان	fitnah	بہتان	N;SG	N;NOM;MASC;SG;3
fitnah	مقدمہ	fitnah	مقدمہ	N;SG	N;NOM;MASC;SG;3
fitnah	آزمائش	fitnah	آزمائش	N;SG	N;NOM;MASC;SG;3
fitnah	جانچ	fitnah	جانچ	N;SG	N;NOM;MASC;SG;3
fitnah	مقدمہ	fitnah	مقدمہ	N;SG	N;NOM;MASC;SG;3
statis	ساکت	statis	ساکت	N;SG	N;NOM;MASC;SG;3
utilitas	سراسرعملی	utilitas	سراسرعملی	N;SG	N;NOM;MASC;SG;3
utilitas	افادیت	utilitas	افادیت	N;SG	N;NOM;MASC;SG;3
pergolakan	شورش	pergolakan	شورش	N;SG	N;NOM;MASC;SG;3
pergolakan	فساد	pergolakan	فساد	N;SG	N;NOM;MASC;SG;3
pergolakan	آندھی	pergolakan	آندھی	N;SG	N;NOM;MASC;SG;3
pergolakan	شورش	pergolakan	شورش	N;SG	N;NOM;MASC;SG;3
pergolakan	شورش	pergolakan	شورش	N;SG	N;NOM;MASC;SG;3
penghinaan	رسوائی.	penhinaan	رسوائی.	N;SG	N;NOM;MASC;SG;3
penghinaan	حقارت	penhinaan	حقارت	N;SG	N;NOM;MASC;SG;3
penghinaan	اہانت	penhinaan	اہانت	N;SG	N;NOM;MASC;SG;3
penghinaan	تذلیل	penhinaan	تذلیل	N;SG	N;NOM;MASC;SG;3
penghinaan	تحقیر	penhinaan	تحقیر	N;SG	N;NOM;MASC;SG;3
penghinaan	اہانت	penhinaan	اہانت	N;SG	N;NOM;MASC;SG;3
dependensi	تابع	dependensi	تابع	N;SG	N;NOM;MASC;SG;3
akumulasi	جمع	akumulasi	جمع	N;SG	N;NOM;MASC;SG;3
akumulasi	افزائش	akumulasi	افزائش	N;SG	N;NOM;MASC;SG;3
akumulasi	اجماع	akumulasi	اجماع	N;SG	N;NOM;MASC;SG;3
akumulasi	اضافہ	akumulasi	اضافہ	N;SG	N;NOM;MASC;SG;3
bandit	ڈاکو	bandit	ڈاکو	N;SG	N;NOM;MASC;SG;3
pembatalan	تنسیخ	penbatalan	تنسیخ	N	N;NOM;MASC;SG;3
esok	فردا	esok	فردا		
kapsul	خلاصہ	kapsul	خلاصہ	N	N;NOM;MASC;SG;3
mengevaluasi	جانچنا	menevaluasi	جانچ	V;SG;ACT	V;MASC;SG;NFIN;ACT
parsial	متعصب	parsial	متعصب	ADJ;SG	ADJ
parsial	نامکمل	parsial	نامکمل	ADJ;SG	ADJ
parsial	جانبدار	parsial	جانبدار	ADJ;SG	ADJ
variable	متغیر	variable	متغیر	N;SG	N;NOM;MASC;SG;3
kultus	مسلک	kultus	مسلک	N	N;NOM;MASC;SG;3
kembangkan	بڑھنا	kembangkan	بڑھ	V;SG;ACT	V;MASC;SG;NFIN;ACT
kembangkan	بچھانا	kembangkan	بچھا	V;SG;ACT	V;MASC;SG;NFIN;ACT
migran	ہجرت	migran	ہجرت	N;SG	N;NOM;FEM;SG;3
mantap	مستقل	mantap	مستقل	ADJ;SG	ADJ
mantap	درست	mantap	درست	ADJ;SG	ADJ
mantap	متوازن.	mantap	متوازن.	ADJ;SG	ADJ
mantap	یکساں	mantap	یکساں	ADJ;SG	ADJ
mantap	ہموار	mantap	ہموار	ADJ;SG	ADJ
mantap	راسخ	mantap	راسخ	ADJ;SG	ADJ
mantap	سنجیدہ	mantap	سنجیدہ	ADJ;SG	ADJ
mantap	محفوظ	mantap	محفوظ	ADJ;SG	ADJ
uraian	نوع	uraian	نوع	N;SG	N;NOM;MASC;SG;3
uraian	قسم	uraian	قسم	N;SG	N;NOM;MASC;SG;3
uraian	نقل	uraian	نقل	N;SG	N;NOM;MASC;SG;3
logat	بل	logat	بل	N	N;NOM;MASC;SG;3
logat	رجحان	logat	رجحان	N	N;NOM;MASC;SG;3
logat	بل	logat	بل	N	N;NOM;MASC;SG;3
logat	رجحان	logat	رجحان	N	N;NOM;MASC;SG;3
tiruan	نقلی.	tiruan	نقلی.	N;SG	N;NOM;MASC;SG;3
tiruan	نقلی.	tiruan	نقلی.	N;SG	N;NOM;MASC;SG;3
tiruan	نقل	tiruan	نقل	N;SG	N;NOM;MASC;SG;3
kerikil	ریت	kerikil	ریت	N;SG	N;NOM;MASC;SG;3
kerikil	ریت	kerikil	ریت	N;SG	N;NOM;MASC;SG;3
ragi	خمیر	ragi	خمیر	N;SG	N;NOM;MASC;SG;3
komposit	مرکب	komposit	مرکب	N;SG	N;NOM;MASC;SG;3
cakrawala	تجربے	cakrawala	تجربہ	N;SG	N;NOM;MASC;SG;3
kemiliteran	فوجی	kemiliteran	فوجی	N;SG	N;NOM;MASC;SG;3
kemiliteran	فوجی	kemiliteran	فوجی	N;SG	N;NOM;MASC;SG;3
partisi	تقسیم	partisi	تقسیم	N;SG	N;NOM;FEM;SG;3
salad	سلاد	salad	سلاد	N;SG	N;NOM;MASC;SG;3
biarlah	بٹھانا	biar	بٹھا	V;SG;ACT	V;MASC;SG;NFIN;ACT
biarlah	اتارنا	biar	اتار	V;SG;ACT	V;NFIN;ACT
pimpin	چلانا	pimpin	چلا	V;SG;ACT	V;MASC;SG;NFIN;ACT
objektif	مقصود	objektif	مقصود	ADJ	ADJ
pengusiran	اخراج.	penusiran	اخراج.	N;SG	N;NOM;MASC;SG;3
pengusiran	اخراج	penusiran	اخراج	N;SG	N;NOM;MASC;SG;3
malapetaka	بربادی	malapetaka	بربادی	N;SG	N;NOM;MASC;SG;3
malapetaka	تخریب	malapetaka	تخریب	N;SG	N;NOM;MASC;SG;3
malapetaka	تباہی	malapetaka	تباہی	N;SG	N;NOM;MASC;SG;3
malapetaka	ضابطہ	malapetaka	ضابطہ	N;SG	N;NOM;MASC;SG;3
