この	این	この	این	DET	DET
結果	نتایجی	結果	None	N	N;PL
アルバム	آلبوم	アルバム	آلبوم	N	N;SG
アルバム	آلبومهای	アルバム	آلبوم	N	N;PL
ゲーム	بازی	ゲーム	بازی	N	N;SG
ゲーム	گیم	ゲーム	گیم	N	N;SG
ゲーム	بازیهای	ゲーム	None	N	N;PL
ゲーム	بازیها	ゲーム	بازی	N	N;PL
ゲーム	بازی	ゲーム	بازی	N	N;SG
問題	مسئله	問題	مسئله	N	N;SG
問題	مشکل	問題	مشکل	N	N;SG
問題	مسئله	問題	مسئله	N	N;SG
問題	مشکلی	問題	مشکل	N	N;SG
問題	مسائلی	問題	مسأله	N	N;PL
問題	مسائل	問題	مسأله	N	N;PL
問題	مشکلات	問題	مشکل	N	N;PL
問題	مسائل	問題	مسأله	N	N;PL
リーグ	لیگ	リーグ	لیگ	N	N;SG
リーグ	فرسنگ	リーグ	فرسنگ	N	N;SG
事業	تجارت	事業	تجارت	N	N;SG
事業	کسب	事業	کسب	N	N;SG
事業	b	事業	b	N	N;SG
音楽	موسیقی	音楽	موسیقی	N	N;SG
音楽	موزیک	音楽	موزیک	N	N;SG
情報	اطلاعات	情報	اطلاع	N	N;PL
情報	اطلاعات	情報	اطلاع	N	N;PL
情報	معلومات	情報	معلوم	N	N;PL
公式	رسمی	公式	رسمی	ADJ	ADJ
参加	بپیوندید	参加	None	V	V;SBJV;PL;2;PRS
地域	منطقه	地域	منطقه	N	N;SG
地域	ناحیه	地域	ناحیه	N	N;SG
地域	استان	地域	استان	N	N;SG
地域	منطقۀ	地域	منطقۀ	N	N;SG
編曲	ترتیب	編曲	ترتیب	N	N;SG
編曲	توافق	編曲	توافق	N	N;SG
サイト	سایت	サイト	سایت	N	N;SG
サイト	یونسکو	サイト	یونسکو	N	N;SG
関係	نسبتی	関係	نسبت	N	N;SG
関係	ارتباط	関係	ارتباط	N	N;SG
関係	رابطه	関係	رابطه	N	N;SG
関係	روابط	関係	رابطه	N	N;PL
クラブ	باشگاه	クラブ	باشگاه	N	N;SG
クラブ	چماق	クラブ	چماق	N	N;SG
クラブ	کلاب	クラブ	کلاب	N	N;SG
クラブ	کلوب	クラブ	کلوب	N	N;SG
クラブ	کلوپ	クラブ	کلوپ	N	N;SG
クラブ	خاج	クラブ	خاج	N	N;SG
中央	چوئو	中央	چوئو	N	N;SG
中央	سنترال	中央	سنترال	N	N;SG
中央	مرکز	中央	مرکز	N	N;SG
中央	سنتر	中央	سنتر	N	N;SG
中央	مرکزش	中央	مرکزش	N	N;SG
中央	مرکز	中央	مرکز	N	N;SG
中央	سنتر	中央	سنتر	N	N;SG
中央	مرکز	中央	مرکز	N	N;SG
教育	آموزش	教育	آموزش	N	N;SG
教育	تحصیلات	教育	تحصیل	N	N;PL
プロ	پرو	プロ	پرو	N	N;SG
プロ	pro	プロ	pro	N	N;SG
プロ	حرفهای	プロ	حرف	N	N;PL
小学校	ابتدایی	小学校	ابتدایی	N	N;SG
小学校	مقدماتی	小学校	مقدمه	N	N;PL
シーズン	فصل	シーズン	فصل	N	N;SG
シーズン	فصلها	シーズン	فصل	N	N;PL
シーズン	فصول	シーズン	فصول	N	N;PL
ファイル	پرونده	ファイル	پرونده	N	N;SG
都市	شهری	都市	شهر	N	N;SG
都市	شهر	都市	شهر	N	N;SG
都市	سیتی	都市	سیتی	N	N;SG
都市	شهرها	都市	شهر	N	N;PL
会社	استواری	会社	استواری	N	N;SG
会社	گروهان	会社	گروه	N	N;PL
会社	شرکت	会社	شرکت	N	N;SG
会社	company	会社	None	N	N;SG
会社	کمپانی	会社	کمپانی	N	N;SG
会社	شرکتها	会社	شرکت	N	N;PL
会社	شرکتهای	会社	شرکت	N	N;PL
会社	احزاب	会社	حزب	N	N;PL
世紀	قرنها	世紀	قرن	N	N;PL
世紀	قرن	世紀	قرن	N	N;SG
世紀	قرنه	世紀	قرنه	N	N;SG
世紀	سده	世紀	سده	N	N;SG
ノート	یادداشت	ノート	یادداشت	N	N;SG
ノート	نکته	ノート	نکته	N	N;SG
ノート	نوت	ノート	نوت	N	N;SG
ノート	یادداشتها	ノート	یادداشت	N	N;PL
ノート	یادداشتهای	ノート	یادداشت	N	N;PL
ノート	نوت	ノート	نوت	N	N;SG
ノート	دفترچه	ノート	دفترچه	N	N;SG
社会	اجتماع	社会	None	N	N;SG
社会	جامعه	社会	جامعه	N	N;SG
社会	انجمن	社会	انجمن	N	N;SG
社会	جوامع	社会	جامعه	N	N;PL
シングル	تکی	シングル	تکی	N	N;SG
シングル	single	シングル	single	N	N;SG
シングル	تک	シングル	تک	N	N;SG
センター	سنتر	センター	سنتر	N	N;SG
センター	مرکزش	センター	مرکزش	N	N;SG
センター	مرکز	センター	مرکز	N	N;SG
センター	سنتر	センター	سنتر	N	N;SG
センター	مرکز	センター	مرکز	N	N;SG
中心	سنتر	中心	سنتر	N	N;SG
中心	مرکزش	中心	مرکزش	N	N;SG
中心	مرکز	中心	مرکز	N	N;SG
中心	سنتر	中心	سنتر	N	N;SG
中心	مرکز	中心	مرکز	N	N;SG
内容	محتویات	内容	محتویه	N	N;PL
内容	رضایت	内容	رضایت	N	N;SG
内容	محتوای	内容	محتوا	N	N;SG
内容	محتوا	内容	محتوا	N	N;SG
内容	محتویات	内容	محتویه	N	N;PL
文化	تمدن	文化	تمدن	N	N;SG
文化	فرهنگی	文化	فرهنگی	N	N;SG
文化	فرهنگ	文化	فرهنگ	N	N;SG
ドラマ	درام	ドラマ	درام	N	N;SG
選手権	قهرمانی	選手権	قهرمانی	N	N;SG
野球	بیسبال	野球	بیسبال	N	N;SG
人物	شخص	人物	شخص	N	N;SG
最終	آخری	最終	آخری	N	N;SG
最終	نهائی	最終	نهائی	N	N;SG
最終	پایانی	最終	پایان	N	N;SG
最終	فاینال	最終	فاینال	N	N;SG
アニメ	انیمه	アニメ	انیمه	N	N;SG
一般	ژنرال	一般	ژنرال	N	N;SG
一般	جنرال	一般	جنرال	N	N;SG
歴史	تاریخچه	歴史	تاریخچه	N	N;SG
歴史	تاریخ	歴史	تاریخ	N	N;SG
選挙	انتخاباتی	選挙	انتخابات	N	N;PL
選挙	انتخابات	選挙	انتخابات	N	N;PL
選挙	انتخابات	選挙	انتخابات	N	N;PL
計画	تدبیر	計画	تدبیر	N	N;SG
計画	پلان	計画	پلان	N	N;SG
計画	نقشه	計画	None	N	N;SG
経済	اقتصاد	経済	اقتصاد	N	N;SG
ページ	صفحۀ	ページ	صفحۀ	N	N;SG
ページ	صفحه	ページ	صفحه	N	N;SG
ページ	صفحات	ページ	None	N	N;PL
教授	پروفسور	教授	پروفسور	N	N;SG
教授	پرفسور	教授	پرفسور	N	N;SG
ラジオ	رادیویی	ラジオ	رادیویی	N	N;SG
ラジオ	رادیو	ラジオ	رادیو	N	N;SG
ラジオ	بیسیم	ラジオ	دیست#ییس	N	N;SG
劇場	تئاتر	劇場	None	N	N;PL
劇場	theater	劇場	theater	N	N;SG
劇場	سینماها	劇場	سینما	N	N;PL
劇場	تئاتر	劇場	None	N	N;PL
グループ	گروهبندی	グループ	گروهبندی	N	N;SG
グループ	گروپ	グループ	گروپ	N	N;SG
グループ	گروه	グループ	گروه	N	N;SG
グループ	گروهها	グループ	گروه	N	N;PL
英語	انگلیسی	英語	انگلیسی	N	N;SG
英語	english	英語	english	N	N;SG
女性	زن	女性	زن	N	N;SG
女性	زنی	女性	زن	N	N;SG
女性	نسوان	女性	نسوان	N	N;SG
女性	زن	女性	زن	N	N;SG
女性	مؤنث	女性	مؤنث	N	N;SG
女性	مونث	女性	مونث	N	N;SG
女性	ماده	女性	ماده	N	N;SG
女性	زنانی	女性	None	N	N;PL
女性	زنها	女性	None	N	N;PL
女性	زنان	女性	زن	N	N;PL
地区	منطقه	地区	منطقه	N	N;SG
地区	ناحیه	地区	ناحیه	N	N;SG
地区	بخش	地区	بخش	N	N;SG
得点	نمره	得点	نمره	N	N;SG
得点	امتیاز	得点	امتیاز	N	N;SG
コメント	توضیح	コメント	توضیح	N	N;SG
コメント	نظر	コメント	نظر	N	N;SG
コメント	نظرات	コメント	نظر	N	N;PL
コメント	نظرها	コメント	None	N	N;PL
コメント	توضیحات	コメント	توضیح	N	N;PL
漫画	کمیک	漫画	None	N	N;SG
漫画	مانگا	漫画	مانگا	N	N;SG
サッカー	soccer	サッカー	soccer	N	N;SG
サッカー	فوتبال	サッカー	فوتبال	N	N;SG
議員	سناتور	議員	سناتور	N	N;SG
協会	انجمن	協会	انجمن	N	N;SG
路線	مسیرهای	路線	مسیر	N	N;PL
路線	مسیرها	路線	مسیر	N	N;PL
戦争	جنگ	戦争	جنگ	N	N;SG
戦争	جنگی	戦争	جنگی	N	N;SG
戦争	جنگها	戦争	جنگ	N	N;PL
部分	جزء	部分	جزء	N	N;SG
部分	قسمت	部分	قسمت	N	N;SG
部分	پارت	部分	پارت	N	N;SG
番号	عدد	番号	عدد	N	N;SG
番号	شمارۀ	番号	شمارۀ	N	N;SG
番号	شماره	番号	شماره	N	N;SG
最初	ابتدا	最初	ابتدا	N	N;SG
期間	دوام	期間	دوام	N	N;SG
期間	دوره	期間	دوره	N	N;SG
期間	دورهای	期間	دور	N	N;PL
期間	پریود	期間	پریود	N	N;SG
期間	دورۀ	期間	دورۀ	N	N;SG
場所	محل	場所	محل	N	N;SG
場所	مکانی	場所	مکان	N	N;SG
場所	مکان	場所	مکان	N	N;SG
場所	جای	場所	جا	N	N;SG
場所	جایی	場所	جا	N	N;SG
場所	محل	場所	محل	N	N;SG
場所	مکان	場所	مکان	N	N;SG
場所	مکانهایی	場所	مکان	N	N;PL
場所	مکانها	場所	مکان	N	N;PL
場所	مساجد	場所	None	N	N;PL
技術	فناوری	技術	فناوری	N	N;SG
技術	تکنولوژی	技術	None	N	N;SG
道路	جاده	道路	جاده	N	N;SG
システム	سامانه	システム	سامانه	N	N;SG
システム	سیستم	システム	سیستم	N	N;SG
システム	سیستمها	システム	سیستم	N	N;PL
モデル	مدلهای	モデル	مدل	N	N;PL
モデル	model	モデル	model	N	N;SG
モデル	مدل	モデル	مدل	N	N;SG
対応	مکاتبات	対応	مکاتبه	N	N;PL
対応	مکاتبه	対応	مکاتبه	N	N;SG
列車	قطار	列車	قطار	N	N;SG
列車	قطارها	列車	قطار	N	N;PL
列車	متقاضیان	列車	متقاضی	N	N;PL
列車	قطاری	列車	قطاری	N	N;SG
列車	قطار	列車	قطار	N	N;SG
最後	آخری	最後	آخری	N	N;SG
科学	علمی	科学	علمی	N	N;SG
科学	علم	科学	علم	N	N;SG
科学	علوم	科学	علم	N	N;PL
理由	دلایل	理由	دلیل	N	N;PL
理由	دلیلی	理由	دلیل	N	N;SG
理由	علت	理由	علت	N	N;SG
理由	دلیل	理由	دلیل	N	N;SG
一	یکی	一	یک	NUM	NUM
一	یک	一	یک	NUM	NUM
大正	تایشو	大正	تایشو	N	N;SG
最高	best	最高	best	N	N;SG
ブロック	بلوک	ブロック	بلوک	N	N;SG
ブロック	بلوکهای	ブロック	بلوک	N	N;SG
ブロック	بلوک	ブロック	بلوک	N	N;SG
ブロック	بلاک	ブロック	بلاک	N	N;SG
車両	خودرو	車両	خودرو	N	N;SG
車両	ماشین	車両	ماشین	N	N;SG
自動車	خودرو	自動車	خودرو	N	N;SG
自動車	خودروی	自動車	خودرو	N	N;SG
自動車	ماشین	自動車	ماشین	N	N;SG
自動車	اتومبیل	自動車	اتومبیل	N	N;SG
自動車	خودرو	自動車	خودرو	N	N;SG
人口	جمعیت	人口	جمعیت	N	N;SG
人口	جمعیتی	人口	جمعیتی	N	N;SG
特に	مخصوصا	特に	مخصوصا	ADV	ADV
営業	تجارت	営業	تجارت	N	N;SG
営業	کسب	営業	کسب	N	N;SG
営業	b	営業	b	N	N;SG
新聞	روزنامه	新聞	روزنامه	N	N;SG
連続	مستمر	連続	مستمر	ADJ	ADJ
連続	پاینده	連続	پاینده	ADJ	ADJ
政府	دولتی	政府	دولتی	N	N;SG
政府	حکومت	政府	حکومت	N	N;SG
政府	دولت	政府	دولت	N	N;SG
最大	بیشینه	最大	بیشینه	N	N;SG
キャラクター	شخصیت	キャラクター	شخصیت	N	N;SG
キャラクター	نویسه	キャラクター	نویسه	N	N;SG
キャラクター	نویسه	キャラクター	نویسه	N	N;SG
小説	رمان	小説	رمان	N	N;SG
小説	رمان	小説	رمان	N	N;SG
機関	ارگان	機関	ارگان	N	N;SG
機関	اندامها	機関	اندام	N	N;PL
機関	اندام	機関	اندام	N	N;SG
機関	موسسه	機関	None	N	N;SG
機関	مؤسسه	機関	مؤسسه	N	N;SG
機関	موسسات	機関	موسسه	N	N;PL
機関	نهادهای	機関	نهاد	N	N;PL
機関	مؤسسات	機関	مؤسسه	N	N;PL
メンバー	عضو	メンバー	عضو	N	N;SG
メンバー	عضوی	メンバー	عضو	N	N;SG
メンバー	اعضای	メンバー	عضو	N	N;PL
メンバー	اعضا	メンバー	عضو	N	N;PL
発行	مسئله	発行	مسئله	N	N;SG
画像	تصاویر	画像	تصویر	N	N;PL
画像	عکسه	画像	عکسه	N	N;SG
画像	عکس	画像	عکس	N	N;SG
画像	تصویر	画像	تصویر	N	N;SG
画像	نگاره	画像	نگاره	N	N;SG
状態	حالت	状態	حالت	N	N;SG
状態	استیت	状態	استیت	N	N;SG
状態	دولت	状態	دولت	N	N;SG
状態	وضعیت	状態	وضعیت	N	N;SG
状態	ایالت	状態	ایالت	N	N;SG
状態	شرط	状態	شرط	N	N;SG
状態	شرایط	状態	شرایط	N	N;PL
名称	نام	名称	نام	N	N;SG
名称	نامها	名称	نامه	N	N;PL
名称	نامهای	名称	نامه	N	N;PL
ダム	دم	ダム	دم	N	N;SG
ダム	سد	ダム	سد	N	N;SG
ホーム	خانه	ホーム	خانه	N	N;SG
ホーム	وطن	ホーム	وطن	N	N;SG
ホーム	خونه	ホーム	خونه	N	N;SG
ホーム	آغازه	ホーム	آغازه	N	N;SG
名前	نام	名前	نام	N	N;SG
名前	نامها	名前	نامه	N	N;PL
名前	نامهای	名前	نامه	N	N;PL
施設	امکانات	施設	امکان	N	N;PL
施設	تأسیسات	施設	تأسیسات	N	N;SG
施設	موسسه	施設	None	N	N;SG
施設	مؤسسه	施設	مؤسسه	N	N;SG
施設	تاسیسات	施設	تاسیست	N	N;SG
独立	مستقل	独立	مستقل	ADJ	ADJ
物語	monogatari	物語	monogatari	N	N;SG
物語	داستان	物語	داستان	N	N;SG
物語	داستانی	物語	داستان	N	N;SG
物語	قصه	物語	None	N	N;SG
物語	روایت	物語	روایت	N	N;SG
神社	عبادتگاه	神社	عبادتگاه	N	N;SG
神社	معبد	神社	None	N	N;SG
神社	زیارتگاه	神社	زیارتگاه	N	N;SG
サン	san	サン	san	N	N;SG
サン	سن	サン	سن	N	N;SG
企業	انترپرایز	企業	انترپرایز	N	N;SG
企業	سازمانی	企業	None	N	N;SG
航空	هوانوردی	航空	هوانوردی	N	N;SG
航空	هواپیمایی	航空	هواپیمایی	N	N;SG
航空	ایر	航空	ایر	N	N;SG
航空	هوا	航空	هوا	N	N;SG
スーパー	سوپر	スーパー	سوپر	N	N;SG
スーパー	super	スーパー	super	N	N;SG
帝国	امپراطوری	帝国	امپراطوری	N	N;SG
帝国	امپایر	帝国	امپایر	N	N;SG
帝国	امپراتوری	帝国	امپراتوری	N	N;SG
トン	تن	トン	تن	N	N;SG
トン	تن	トン	تن	N	N;SG
勝利	برد	勝利	برد#بر	V	V;SG;3;PST
デザイン	طراحیهای	デザイン	طراحی	N	N;PL
デザイン	طرحهای	デザイン	طرح	N	N;PL
デザイン	دیزاین	デザイン	دیزاین	N	N;SG
デザイン	طرح	デザイン	طرح	N	N;SG
デザイン	طراحی	デザイン	طراحی	N	N;SG
デザイン	طراحی	デザイン	طراحی	N	N;SG
人間	انسان	人間	انسان	N	N;SG
人間	انسانی	人間	انسانی	N	N;SG
人間	بشر	人間	بشر	N	N;SG
交通	ترافیک	交通	ترافیک	N	N;SG
交通	ترافیکی	交通	ترافیکی	N	N;SG
交通	انتقال	交通	انتقال	N	N;SG
交通	ترابری	交通	None	N	N;SG
組織	سازمان	組織	سازمان	N	N;SG
組織	سازماندهی	組織	سازماندهی	N	N;SG
組織	سازمان	組織	سازمان	N	N;SG
組織	سازماندهی	組織	سازماندهی	N	N;SG
構造	ساختار	構造	ساختار	N	N;SG
構造	سازه	構造	سازه	N	N;SG
サービス	خدمات	サービス	خدمت	N	N;PL
サービス	خدمت	サービス	خدمت	N	N;SG
サービス	سرویس	サービス	سرویس	N	N;SG
サービス	خدمات	サービス	خدمت	N	N;PL
テーマ	چهره	テーマ	چهره	N	N;SG
テーマ	چهرۀ	テーマ	چهرۀ	N	N;SG
テーマ	تم	テーマ	تم	N	N;SG
面積	منطقه	面積	منطقه	N	N;SG
面積	مساحت	面積	مساحت	N	N;SG
面積	ناحیه	面積	ناحیه	N	N;SG
エンジン	موتور	エンジン	موتور	N	N;SG
ビル	بیل	ビル	بیل	N	N;SG
日本語	ژاپنی	日本語	ژاپنی	N	N;SG
契約	قرارداده	契約	قرارداده	V	V;SG;3;V.PTCP
専門	تخصص	専門	تخصص	N	N;SG
機能	کارکرد	機能	None	N	N;SG
機能	تابع	機能	None	N	N;SG
機能	ویژگیها	機能	ویژگی	N	N;PL
機能	ویژگیهای	機能	ویژگی	N	N;PL
機能	ویژگی	機能	ویژگی	N	N;SG
機能	کارآمدی	機能	کارآمدی	N	N;SG
身長	ارتفاعی	身長	ارتفاعی	N	N;SG
身長	بلندی	身長	بلندی	N	N;SG
身長	ارتفاع	身長	ارتفاع	N	N;SG
身長	height	身長	height	N	N;SG
所在	مکانهای	所在	مکان	N	N;PL
所在	مکانها	所在	مکان	N	N;PL
所在	محلهای	所在	محل	N	N;PL
所在	محل	所在	محل	N	N;SG
所在	مکان	所在	مکان	N	N;SG
写真	فتو	写真	فتو	N	N;SG
写真	photo	写真	photo	N	N;SG
写真	عکس	写真	عکس	N	N;SG
写真	عکاسی	写真	عکاسی	N	N;SG
写真	photography	写真	photography	N	N;SG
写真	عکسبرداری	写真	عکسبرداری	N	N;SG
写真	عکس	写真	عکس	N	N;SG
写真	عکسه	写真	عکسه	N	N;SG
写真	عکس	写真	عکس	N	N;SG
書店	کتابفروشی	書店	کتابفروشی	N	N;SG
高い	بلند	高い	بلند	ADJ	ADJ
上	فراز	上	فراز	N	N;SG
宇宙	کائنات	宇宙	کائن	N	N;PL
宇宙	کیهان	宇宙	کیهان	N	N;SG
宇宙	گیتی	宇宙	گیت#گیر	N	N;SG
バー	b	バー	b	N	N;SG
バー	میله	バー	میله	N	N;SG
バー	بار	バー	بار	N	N;SG
部隊	قافله	部隊	قافله	N	N;SG
公園	park	公園	park	N	N;SG
公園	پارک	公園	None	N	N;SG
スポーツ	sport	スポーツ	sport	N	N;SG
スポーツ	اسپورت	スポーツ	اسپورت	N	N;SG
スポーツ	ورزش	スポーツ	ورزش	N	N;SG
スポーツ	ورزشی	スポーツ	ورزشی	N	N;SG
スポーツ	ورزشکار	スポーツ	ورزشکار	N	N;SG
スポーツ	اسپرت	スポーツ	اسپرت	N	N;SG
スポーツ	اسپورت	スポーツ	اسپورت	N	N;SG
スポーツ	ورزشی	スポーツ	ورزشی	N	N;SG
スポーツ	ورزش	スポーツ	ورزش	N	N;SG
脚本	فیلمنامه	脚本	فیلمنامه	N	N;SG
脚本	دستنوشته	脚本	دستنوشته	N	N;SG
目的	مقصود	目的	مقصود	N	N;SG
目的	هدفی	目的	هدفی	N	N;SG
目的	عینی	目的	عینی	N	N;SG
カード	کارتها	カード	کارت	N	N;PL
カード	ورق	カード	ورق	N	N;SG
カード	کارتهای	カード	کارت	N	N;PL
カード	کارت	カード	کارت	N	N;SG
カード	ورق	カード	ورق	N	N;SG
基本	مبانی	基本	مبنا	N	N;PL
基本	اصول	基本	اصل	N	N;PL
基本	پایه	基本	پایه	N	N;SG
基本	پکیج	基本	پکیج	N	N;SG
基本	بیسیک	基本	بیسیک	N	N;SG
女優	بازیگرها	女優	بازیگر	N	N;PL
女優	بازیگر	女優	بازیگر	N	N;SG
女優	actress	女優	actress	N	N;SG
不明	ناشناخته	不明	ناشناخته	ADJ	ADJ
タイトル	عناوین	タイトル	عناوین	N	N;PL
政治	سیاست	政治	سیاست	N	N;SG
電気	الکتریسیته	電気	الکتریسیته	N	N;SG
電気	برق	電気	برق	N	N;SG
電気	برقی	電気	برق	N	N;SG
電気	الکتریکی	電気	الکتریکی	N	N;SG
電気	الکتریک	電気	الکتریک	N	N;SG
警察	پولیس	警察	پولیس	N	N;SG
警察	پلیس	警察	پلیس	N	N;SG
ガン	تفنگ	ガン	None	N	N;SG
ガン	تفنگی	ガン	تفنگی	N	N;SG
ガン	اسلحه	ガン	اسلحه	N	N;PL
スター	استار	スター	استار	N	N;SG
スター	ستاره	スター	ستاره	N	N;SG
自由	آزاد	自由	آزاد	ADJ	ADJ
過去	past	過去	past	N	N;SG
過去	گذشته	過去	گذشته	N	N;SG
陸軍	لشگر	陸軍	لشگر	N	N;SG
陸軍	ارتش	陸軍	ارتش	N	N;SG
陸軍	ارتشی	陸軍	ارتشی	N	N;SG
陸軍	سپاه	陸軍	سپاه	N	N;SG
陸軍	لشکر	陸軍	None	N	N;SG
社長	جمهور	社長	جمهور	N	N;SG
団体	سازمانها	団体	None	N	N;PL
団体	سازمانهای	団体	سازمان	N	N;PL
団体	سازمان	団体	سازمان	N	N;SG
団体	سازماندهی	団体	سازماندهی	N	N;SG
工業	صنعتی	工業	صنعتی	N	N;SG
通り	استریت	通り	استریت	N	N;SG
通り	خیابانی	通り	خیابانی	N	N;SG
通り	خیابان	通り	خیابان	N	N;SG
通り	خیابون	通り	خیابون	N	N;SG
通信	مکاتبات	通信	مکاتبه	N	N;PL
通信	مکاتبه	通信	مکاتبه	N	N;SG
通信	ارتباط	通信	ارتباط	N	N;SG
通信	ارتباطات	通信	ارتباط	N	N;PL
通信	مکاتبه	通信	مکاتبه	N	N;SG
通信	ارتباطی	通信	ارتباط	N	N;SG
通信	ارتباطات	通信	ارتباط	N	N;PL
通信	مخابرات	通信	مخابرات	N	N;SG
通信	آیات	通信	None	N	N;PL
俳優	بازیگران	俳優	بازیگر	N	N;PL
俳優	بازیگر	俳優	بازیگر	N	N;SG
俳優	actress	俳優	actress	N	N;SG
俳優	هنرپیشه	俳優	هنرپیشه	N	N;SG
俳優	بازیگر	俳優	بازیگر	N	N;SG
俳優	actor	俳優	actor	N	N;SG
スペシャル	مخصوص	スペシャル	مخصوص	N	N;SG
スペシャル	خاص	スペシャル	خاص	N	N;SG
スペシャル	استثنایی	スペシャル	استثنایی	N	N;SG
スペシャル	خاصه	スペシャル	خاصه	N	N;SG
少年	پسر	少年	پسر	N	N;SG
病院	بیمارستان	病院	بیمارستان	N	N;SG
病院	بیمارستانی	病院	بیمارستان	N	N;SG
病院	بیمارستان	病院	بیمارستان	N	N;SG
病院	بیمارستانها	病院	بیمارستان	N	N;PL
個人	شخصی	個人	شخص	N	N;SG
個人	شخصی	個人	شخص	N	N;SG
個人	فرد	個人	فرد	N	N;SG
区間	فاصله	区間	فاصله	N	N;SG
銀行	بانکداری	銀行	بانکداری	N	N;SG
銀行	بنک	銀行	بنک	N	N;SG
銀行	بانک	銀行	بانک	N	N;SG
研究所	موسسه	研究所	None	N	N;SG
研究所	مؤسسه	研究所	مؤسسه	N	N;SG
研究所	انستیتو	研究所	انستیتو	N	N;SG
主に	اساسا	主に	اساساً	ADV	ADV
主に	عمدتاً	主に	عمدتا	ADV	ADV
主に	عمدتاً	主に	عمدتا	ADV	ADV
学園	gakuen	学園	None	N	N;SG
彼女	او	彼女	او	PRO	PRO;SG;3
ニュース	اخبار	ニュース	خبر	N	N;PL
ニュース	نیوز	ニュース	نیوز	N	N;SG
