bedeuten	antyde	bedeuten	antyde	V;NFIN	V;NFIN;ACT
gefangenen	bundne	gefangen	bundne	V;IND;PL;3;FIN	V;PL;PST;V.PTCP
gefangenen	indsatte	gefangen	indsætte	V;IND;PL;3;FIN	V;PL;PST;V.PTCP
gefangenen	fængslede	gefangen	fængsel	V;IND;PL;3;FIN	V;PL;PST;V.PTCP
gefangenen	indsatte	gefangen	indsætte	V;IND;PL;3;FIN	V;PL;PST;V.PTCP
gefangenen	fængslede	gefangen	fængsel	V;IND;PL;3;FIN	V;PL;PST;V.PTCP
gefangenen	tilbageholdte	gefangen	tilbageholde	V;IND;PL;3;FIN	V;PL;PST;V.PTCP
sank	sænket	sinken	sænke	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
sank	sunket	sinken	synke	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
sank	sank	sinken	synke	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
sank	sank	sinken	synke	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
lateinische	latinske	lateinisch	latinsk	ADJ;NOM;FEM;PL	ADJ;PL
abbau	nedbrydning	Abbau	nedbrydning	N	N;INDF;MASC+FEM;SG
abbau	forringelse	Abbau	forringelse	N	N;INDF;MASC+FEM;SG
abbau	ophugning	Abbau	ophugning	N	N;INDF;MASC+FEM;SG
strategie	strategien	strategie	strategi	N;SG	N;DEF;MASC+FEM;SG
strategie	strategi	strategie	strategi	N;SG	N;INDF;MASC+FEM;SG
einheimischen	lokale	einheimisch	lokal	ADJ	ADJ;PL
fragt	spørger	fragen	spørge	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
zeitgenössische	nutidige	zeitgenössisch	nutidig	ADJ;NOM;FEM;PL	ADJ;PL
zeitgenössische	moderne	zeitgenössisch	moderne	ADJ;NOM;FEM;PL	ADJ
neueren	nyere	neu	ny	ADJ	ADJ;CMPR
publikation	offentliggørelse	publikation	offentliggørelse	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
publikation	udgivelse	publikation	udgivelse	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
publikation	publikation	publikation	publikation	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
fremden	fremmede	fremd	fremmed	ADJ	ADJ;PL
fremden	fremmede	fremd	fremmed	ADJ	ADJ;PL
fremden	fremmed	fremd	fremmed	ADJ	ADJ;INDF;MASC+FEM;SG
ernsthaft	alvorlige	ernsthaft	alvorlig	ADJ	ADJ;PL
ernsthaft	seriøs	ernsthaft	seriøs	ADJ	ADJ;INDF;MASC+FEM;SG
ernsthaft	alvorlig	ernsthaft	alvorlig	ADJ	ADJ;INDF;MASC+FEM;SG
ernsthaft	seriøse	ernsthaft	seriøs	ADJ	ADJ;PL
rief	råbt	rufen	råbe	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
rief	råbte	rufen	råbe	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
rief	kaldt	rufen	kalde	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
rief	ringet	rufen	ringe	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
rief	kaldet	rufen	kalde	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
rief	ringede	rufen	ringe	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
rief	kaldte	rufen	kalde	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
rief	græd	rufen	græde	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
rief	grædt	rufen	græde	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
entlassung	decharge	entlassung	decharge	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
entlassung	udledning	entlassung	udledning	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
entlassung	afsættelse	entlassung	afsættelse	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
entlassung	afskedigelse	entlassung	afskedigelse	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
entlassung	afskedigelse	entlassung	afskedigelse	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
siebten	syvende	siebt	syvende	ADJ;NOM;MASC;SG	ADJ
grob	rå	grob	rå	ADJ	ADJ;INDF;SG
grob	hårdt	grob	hård	ADJ	ADJ;INDF;NEUT;SG
grob	barsk	grob	barsk	ADJ	ADJ;INDF;SG
grob	hård	grob	hård	ADJ	ADJ;INDF;MASC+FEM;SG
grob	grove	grob	grov	ADJ	ADJ;PL
grob	grov	grob	grov	ADJ	ADJ;INDF;MASC+FEM;SG
technischer	teknisk	technisch	teknisk	ADJ	ADJ;INDF;SG
technischer	tekniske	technisch	teknisk	ADJ	ADJ;PL
merkmal	karakteristisk	merkmal	karakteristisk	ADJ	ADJ;INDF;SG
orthodoxen	ortodokse	orthodox	ortodokse	ADJ	ADJ;PL
epoche	epoke	epoch	epoke	N;SG	N;INDF;MASC+FEM;SG
verwiesen	refereret	verweisen	referere	V;V.PTCP	V;INDF;SG;PST;V.PTCP
verwiesen	refererede	verweisen	referere	V;V.PTCP	V;IND;PST;FIN;ACT
verwiesen	ekskluderet	verweisen	ekskludere	V;V.PTCP	V;INDF;SG;PST;V.PTCP
verwiesen	bortvist	verweisen	bortvist	V;V.PTCP	V;INDF;SG;PST;V.PTCP
verwiesen	udvist	verweisen	udvise	V;V.PTCP	V;INDF;SG;PST;V.PTCP
verwiesen	henviste	verweisen	henvise	V;V.PTCP	V;IND;PST;FIN;ACT
verwiesen	henvist	verweisen	henvise	V;V.PTCP	V;INDF;SG;PST;V.PTCP
verwiesen	omhandlede	verweisen	omhandle	V;V.PTCP	V;PL;PST;V.PTCP
benannten	udpegede	benennen	udpege	V;PL;FIN	V;IND;PST;FIN;ACT
wertung	scoring	wertung	scoring	N;FEM;SG	N;INDF;MASC+FEM;SG
wertung	bedømmelse	wertung	bedømmelse	N;FEM;SG	N;INDF;MASC+FEM;SG
wertung	kreditvurdering	wertung	kreditvurdering	N;FEM;SG	N;INDF;MASC+FEM;SG
wertung	rating	wertung	rating	N;FEM;SG	N;INDF;MASC+FEM;SG
eintragen	registrer	eintragen	registre	V;NFIN	V;IND;PRS;FIN;ACT
eintragen	indtast	eintragen	indtast	V;NFIN	V;IMP
eintragen	enter	eintragen	enter	V;NFIN	V;IMP
beitragen	bidrage	beitragen	bidrage	V;NFIN	V;NFIN;ACT
beitragen	medvirkende	beitragen	medvirkende	V;NFIN	V;PRS;V.PTCP
beitragen	bidrage	beitragen	bidrage	V;NFIN	V;NFIN;ACT
kopiert	kopieres	kopieren	kopiere	V;V.PTCP	V;IND;PRS;NFIN;PASS
kopiert	kopierede	kopieren	kopiere	V;V.PTCP	V;PST;FIN;ACT
kopiert	kopieret	kopieren	kopiere	V;V.PTCP	V;INDF;SG;PST;V.PTCP
dünn	slank	dünn	slank	ADJ	ADJ;INDF;MASC+FEM;SG
dünn	mager	dünn	mage	ADJ	ADJ;INDF;MASC+FEM;SG
dünn	tynd	dünn	tynd	ADJ	ADJ;INDF;MASC+FEM;SG
dünn	tynde	dünn	tynd	ADJ	ADJ;PL
dünn	tynd	dünn	tynd	ADJ	ADJ;INDF;MASC+FEM;SG
dünn	tyndt	dünn	tyndt	ADJ	ADJ;INDF;NEUT;SG
dünn	tynde	dünn	tynd	ADJ	ADJ;PL
dünn	sparsomme	dünn	sparsom	ADJ	ADJ;PL
berechnet	beregnede	berechnen	beregne	V;V.PTCP	V;PL;PST;V.PTCP
berechnet	udregnet	berechnen	udregne	V;V.PTCP	V;INDF;SG;PST;V.PTCP
berechnet	beregnes	berechnen	beregne	V;V.PTCP	V;IND;PRS;FIN;PASS
berechnet	beregnet	berechnen	beregne	V;V.PTCP	V;INDF;SG;PST;V.PTCP
berechnet	udregnet	berechnen	udregne	V;V.PTCP	V;INDF;SG;PST;V.PTCP
berechnet	beregnet	berechnen	beregne	V;V.PTCP	V;INDF;SG;PST;V.PTCP
berechnet	opladet	berechnen	oplad	V;V.PTCP	V;INDF;SG;PST;V.PTCP
berechnet	opkrævet	berechnen	opkræve	V;V.PTCP	V;INDF;SG;PST;V.PTCP
verlieren	mister	verlieren	miste	V;NFIN	V;IND;PRS;FIN;ACT
verlieren	tabe	verlieren	tabe	V;NFIN	V;NFIN;ACT
verlieren	løse	verlieren	løse	V;NFIN	V;NFIN;ACT
verlieren	løst	verlieren	løse	V;NFIN	V;INDF;SG;PST;V.PTCP
verlieren	mister	verlieren	miste	V;NFIN	V;IND;PRS;FIN;ACT
verlieren	taber	verlieren	tabe	V;NFIN	V;IND;PRS;FIN;ACT
verlieren	mister	verlieren	miste	V;NFIN	V;IND;PRS;FIN;ACT
verlieren	tabe	verlieren	tabe	V;NFIN	V;NFIN;ACT
umfassenden	udtømmende	umfassend	udtømme	V;FIN	V;PRS;V.PTCP
umfassenden	dækkende	umfassend	dække	V;FIN	V;PRS;V.PTCP
verarbeitet	forarbejdet	verarbeiten	forarbejde	V;V.PTCP	V;INDF;SG;PST;V.PTCP
verarbeitet	behandlet	verarbeiten	behandle	V;V.PTCP	V;INDF;SG;PST;V.PTCP
verarbeitet	behandlede	verarbeiten	behandle	V;V.PTCP	V;PL;PST;V.PTCP
verarbeitet	bearbejdet	verarbeiten	bearbejde	V;V.PTCP	V;INDF;SG;PST;V.PTCP
verarbeitet	forarbejdede	verarbeiten	forarbejde	V;V.PTCP	V;PL;PST;V.PTCP
gültigen	gyldige	gültig	gyldig	ADJ	ADJ;PL
gültigen	gyldigt	gültig	gyldig	ADJ	ADJ;INDF;NEUT;SG
gültigen	gyldig	gültig	gyldig	ADJ	ADJ;INDF;MASC+FEM;SG
funktionieren	fungerende	funktionieren	fungerende	V;NFIN	V;PRS;V.PTCP
funktionieren	velfungerende	funktionieren	velfungerende	V;NFIN	V;PRS;V.PTCP
vorn	foran	vorn	foran	ADV	ADV
bedeutend	markant	bedeutend	markant	ADJ	ADJ;INDF;SG
bedeutend	signifikant	bedeutend	signifikant	ADJ	ADJ;INDF;SG
wohnen	leve	wohnen	leve	V;NFIN	V;NFIN;ACT
wohnen	bor	wohnen	bo	V;NFIN	V;IND;PRS;FIN;ACT
wohnen	leve	wohnen	leve	V;NFIN	V;NFIN;ACT
zeichnen	tegne	zeichnen	tegne	V;NFIN	V;NFIN;ACT
zeichnen	henlede	zeichnen	henle	V;NFIN	V;NFIN;ACT
zeichnen	tegner	zeichnen	tegne	V;NFIN	V;IND;PRS;FIN;ACT
zeichnen	tegne	zeichnen	tegne	V;NFIN	V;NFIN;ACT
marianne	marianne	marianne	marianne	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
österreichisch	østrigske	österreichisch	østrigsk	ADJ	ADJ;PL
österreichisch	østrigsk	österreichisch	østrigsk	ADJ	ADJ;INDF;SG
klarer	klarere	klar	klarer	ADJ	ADJ;CMPR
anfangen	starter	anfangen	starte	V;NFIN	V;IND;PRS;FIN;ACT
anfangen	begynd	anfangen	begynd	V;NFIN	V;IMP
anfangen	begynd	anfangen	begynd	V;NFIN	V;IMP
gesellschaftliche	samfundsmæssige	gesellschaftlich	samfundsmæssig	ADJ;NOM;FEM;PL	ADJ;PL
ankunft	ankomsten	ankunft	ankomst	N;FEM;SG	N;DEF;MASC+FEM;SG
ankunft	ankomst	ankunft	ankomst	N;FEM;SG	N;INDF;MASC+FEM;SG
verändern	skifter	verändern	skifte	V;NFIN	V;IND;PRS;FIN;ACT
verändern	ændrer	verändern	ændre	V;NFIN	V;IND;PRS;FIN;ACT
verändern	ændr	verändern	ændr	V;NFIN	V;IMP
heller	lysere	hell	lys	ADJ	ADJ;CMPR
befreit	befriede	befreien	befri	V;V.PTCP	V;PL;PST;V.PTCP
befreit	frigjort	befreien	frigjort	V;V.PTCP	V;INDF;SG;PST;V.PTCP
befreit	befriede	befreien	befri	V;V.PTCP	V;PL;PST;V.PTCP
befreit	fritaget	befreien	fritage	V;V.PTCP	V;INDF;SG;PST;V.PTCP
befreit	undtaget	befreien	undtage	V;V.PTCP	V;INDF;SG;PST;V.PTCP
befreit	fritaget	befreien	fritage	V;V.PTCP	V;INDF;SG;PST;V.PTCP
erteilt	udstedte	erteilen	udstedt	V;V.PTCP	V;IND;PST;FIN;ACT
erteilt	udstedt	erteilen	udstedt	V;V.PTCP	V;INDF;SG;PST;V.PTCP
erteilt	bevilgede	erteilen	bevilge	V;V.PTCP	V;IND;PST;FIN;ACT
erteilt	ydet	erteilen	yde	V;V.PTCP	V;INDF;SG;PST;V.PTCP
erteilt	tildelt	erteilen	tildele	V;V.PTCP	V;INDF;SG;PST;V.PTCP
erteilt	bevilget	erteilen	bevilge	V;V.PTCP	V;INDF;SG;PST;V.PTCP
erteilt	indrømmet	erteilen	indrømme	V;V.PTCP	V;INDF;SG;PST;V.PTCP
nordischen	nordisk	nordisch	nordisk	ADJ	ADJ;INDF;SG
nordischen	nordiske	nordisch	nordisk	ADJ	ADJ;PL
nordischen	nordisk	nordisch	nordisk	ADJ	ADJ;INDF;SG
gebeten	spurgte	bitten	spørge	V;V.PTCP	V;IND;PST;FIN;ACT
gebeten	spurgt	bitten	spørge	V;V.PTCP	V;INDF;SG;PST;V.PTCP
renoviert	renoveret	renovieren	renovere	V;V.PTCP	V;INDF;SG;PST;V.PTCP
renoviert	renoveret	renovieren	renovere	V;V.PTCP	V;INDF;SG;PST;V.PTCP
renoviert	genoprettet	renovieren	genoprettet	V;V.PTCP	V;INDF;SG;PST;V.PTCP
renoviert	gendannet	renovieren	gendann	V;V.PTCP	V;INDF;SG;PST;V.PTCP
renoviert	genetableret	renovieren	genetableret	V;V.PTCP	V;INDF;SG;PST;V.PTCP
renoviert	genindsat	renovieren	genindsætte	V;V.PTCP	V;INDF;SG;PST;V.PTCP
renoviert	genskabt	renovieren	genskabt	V;V.PTCP	V;INDF;SG;PST;V.PTCP
kritisierte	kritiserede	kritisieren	kritisere	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
kritisierte	kritiseret	kritisieren	kritisere	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
kritisierte	kritiserede	kritisieren	kritisere	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
kritisierte	kritiseres	kritisieren	kritisere	V;IND;SG;3;PST;FIN	V;NFIN;PASS
kritisierte	kritiseret	kritisieren	kritisere	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
jemals	nogensinde	jemals	nogensinde	ADV	ADV
verschwunden	forsvandt	verschwinden	forsvinde	V;V.PTCP	V;IND;PST;FIN;ACT
verschwunden	forsvandt	verschwinden	forsvinde	V;V.PTCP	V;IND;PST;FIN;ACT
verschwunden	forsvundet	verschwinden	forsvinde	V;V.PTCP	V;INDF;SG;PST;V.PTCP
kirchliche	kirkelige	kirchlich	kirkelig	ADJ;NOM;FEM;PL	ADJ;PL
startet	lancerer	starten	lancere	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
startet	lanceres	starten	lancere	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;PASS
startet	begynder	starten	begynde	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
startet	starter	starten	starte	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
älterer	ældre	alt	gammel	ADJ	ADJ;CMPR
erwachsenen	voksne	erwachsen	voksen	ADJ	ADJ;PL
erwachsenen	voksen	erwachsen	voksen	ADJ	ADJ;INDF;MASC+FEM;SG
erwachsenen	voksent	erwachsen	voksen	ADJ	ADJ;INDF;NEUT;SG
erwachsenen	voksne	erwachsen	voksen	ADJ	ADJ;PL
trennen	separeret	trennen	separere	V;NFIN	V;INDF;SG;PST;V.PTCP
trennen	afbryde	trennen	afbryde	V;NFIN	V;NFIN;ACT
trennen	adskilt	trennen	adskille	V;NFIN	V;INDF;SG;PST;V.PTCP
entscheidende	afgørende	entscheidend	afgørende	ADJ;NOM;FEM;PL	ADJ
entscheidende	altafgørende	entscheidend	altafgørende	ADJ;NOM;FEM;PL	ADJ
entscheidende	afgørende	entscheidend	afgørende	ADJ;NOM;FEM;PL	ADJ
zwingend	obligatorisk	zwingend	obligatorisk	ADJ	ADJ;INDF;SG
zwingend	obligatoriske	zwingend	obligatorisk	ADJ	ADJ;PL
zwingend	obligatorisk	zwingend	obligatorisk	ADJ	ADJ;INDF;SG
zwingend	obligatoriske	zwingend	obligatorisk	ADJ	ADJ;PL
zwingend	obligatorisk	zwingend	obligatorisk	ADJ	ADJ;INDF;SG
spezialisiert	specialiseret	spezialisieren	specialisere	V;V.PTCP	V;INDF;SG;PST;V.PTCP
spezialisiert	specialiserede	spezialisieren	specialisere	V;V.PTCP	V;PL;PST;V.PTCP
spezialisiert	specialiseret	spezialisieren	specialisere	V;V.PTCP	V;INDF;SG;PST;V.PTCP
spezialisiert	specialiserede	spezialisieren	specialisere	V;V.PTCP	V;PL;PST;V.PTCP
transportiert	transporteret	transportieren	transportere	V;V.PTCP	V;INDF;SG;PST;V.PTCP
transportiert	transporteret	transportieren	transportere	V;V.PTCP	V;INDF;SG;PST;V.PTCP
transportiert	transporterede	transportieren	transportere	V;V.PTCP	V;PST;V.PTCP
transportiert	transporteres	transportieren	transportere	V;V.PTCP	V;NFIN;PASS
innenraum	indvendige	innenraum	indvendig	ADJ	ADJ;PL
innenraum	indvendig	innenraum	indvendig	ADJ	ADJ;INDF;MASC+FEM;SG
innenraum	indendørs	innenraum	indendørs	ADJ	ADJ
händler	erhvervsdrivende	händler	erhvervsdrivende	ADJ	ADJ
germanistik	germanske	germanistik	germansk	ADJ	ADJ;PL
benachbarte	tilstødende	benachbart	tilstødende	ADJ;NOM;FEM;PL	ADJ
benachbarte	tilstødende	benachbart	tilstødende	ADJ;NOM;FEM;PL	ADJ
singen	syng	singen	syng	V;NFIN	V;IMP
singen	synge	singen	synge	V;NFIN	V;NFIN;ACT
singen	synger	singen	synge	V;NFIN	V;IND;PRS;FIN;ACT
singen	synge	singen	synge	V;NFIN	V;NFIN;ACT
singen	syngende	singen	synge	V;NFIN	V;PRS;V.PTCP
woher	hvordan	woher	hvordan	ADV	ADV
überprüfung	gennemgang	überprüfung	gennemgang	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
überprüfung	anmeldelse	überprüfung	anmeldelse	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
überprüfung	verifikation	überprüfung	verifikation	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
überprüfung	verificering	überprüfung	verificering	N;NOM;FEM;SG	N;INDF;MASC+FEM;SG
ägyptischen	egyptiske	ägyptisch	egyptisk	ADJ;PL	ADJ;PL
ständigen	permanente	ständig	permanent	ADJ	ADJ;PL
