رده	classe	رده	classe	N;SG	N;FEM;SG
صورت	viso	صورت	viso	N;SG	N;MASC;SG
صورت	face	صورت	face	N;SG	N
مرکز	central	مرکز	central	N;SG	N
مرکز	centrale	مرکز	centrale	N;SG	N;MASC;SG
مرکز	centro	مرکز	centro	N;SG	N;MASC;SG
مرکز	centro	مرکز	centro	N;SG	N;MASC;SG
زمان	zaman	زمان	zaman	N;SG	N
زمان	tempo	زمان	tempo	N;SG	N;MASC;SG
زمان	time	زمان	time	N;SG	N
شرکت	società	شرکت	società	N;SG	N;FEM
شرکت	azienda	شرکت	azienda	N;SG	N;FEM;SG
شرکت	compagnia	شرکت	compagnia	N;SG	N;FEM;SG
مقاله	saggio	مقاله	saggio	N;SG	N;MASC;SG
مقاله	articolo	مقاله	articolo	N;SG	N;MASC;SG
تیم	tim	تیم	tim	N;SG	N;MASC
تیم	squadra	تیم	squadra	N;SG	N;FEM;SG
تیم	team	تیم	team	N;SG	N;MASC
مرد	uomo	مرد	uomo	N;SG	N;MASC;SG
مرد	man	مرد	mano	N;SG	N
انگلیسی	inglese	انگلیسی	inglese	N;SG	N;SG
انگلیسی	english	انگلیسی	english	N;SG	N
نظر	comment	نظر	comment	N;SG	N
نظر	commento	نظر	commento	N;SG	N;MASC;SG
نظر	parere	نظر	parere	N;SG	N;MASC;SG
نظر	opinione	نظر	opinione	N;SG	N;FEM;SG
جهانی	international	جهانی	international	N;SG	N;FEM
جهانی	universal	جهانی	universal	N;SG	N;FEM;SG
جهانی	global	جهانی	global	N;SG	N
جهانی	mondo	جهانی	mondo	N;SG	N;MASC;SG
جهانی	world	جهانی	world	N;SG	N;MASC
زندگی	living	زندگی	living	N;SG	N
زندگی	vita	زندگی	vita	N;SG	N;FEM;SG
زندگی	life	زندگی	life	N;SG	N
زن	donna	زن	donna	N;SG	N;FEM;SG
زن	femmina	زن	femmina	N;SG	N;FEM;SG
زن	donna	زن	donna	N;SG	N;FEM;SG
زن	moglie	زن	moglie	N;SG	N;FEM;SG
زیر	sotto	زیر	sotto	ADP	ADP
زیر	sotto	زیر	sotto	ADP	ADP
جوایز	premi	جایزه	premio	N;PL	N;MASC;PL
جوایز	riconoscimenti	جایزه	riconoscimento	N;PL	N;MASC;PL
جوایز	premi	جایزه	premio	N;PL	N;MASC;PL
روستا	village	روستا	village	N;SG	N;MASC
روستا	villaggio	روستا	villaggio	N;SG	N;MASC;SG
تهران	teheran	تهران	teheran	N;SG	N;FEM;SG
بازی	game	بازی	game	N;SG	N
بازی	gioco	بازی	gioco	N;SG	N;MASC;SG
بازی	partita	بازی	partita	N;SG	N;FEM;SG
بازی	selvaggina	بازی	selvaggina	N;SG	N;FEM;SG
تاریخی	storico	تاریخی	storico	ADJ	ADJ;MASC;SG
تاریخی	storiche	تاریخی	storico	ADJ	ADJ;FEM;PL
تاریخی	storica	تاریخی	storico	ADJ	ADJ;FEM;SG
تاریخی	storico	تاریخی	storico	ADJ	ADJ;MASC;SG
تاریخی	storiche	تاریخی	storico	ADJ	ADJ;FEM;PL
تاریخی	storica	تاریخی	storico	ADJ	ADJ;FEM;SG
سرشماری	censimento	سرشماری	censimento	N;SG	N;MASC;SG
فرانسه	francia	فرانسه	francia	N;SG	N;FEM;SG
جنگ	guerra	جنگ	guerra	N;SG	N;FEM;SG
باید	devono	بایست#باید	dovere	V;NFIN	V;IND;PL;3;PRS;FIN
باید	deve	بایست#باید	dovere	V;NFIN	V;IND;SG;3;PRS;FIN
دست	hands	دست	hands	N;SG	N
دست	braccio	دست	braccio	N;SG	N;MASC;SG
دست	arm	دست	arm	N;SG	N;MASC
دست	hand	دست	hand	N;SG	N
دست	mano	دست	mano	N;SG	N;FEM;SG
شورای	concilio	شورا	concilio	N;SG	N;MASC;SG
شورای	consiglio	شورا	consiglio	N;SG	N;MASC;SG
محل	posto	محل	posto	N;SG	N;MASC;SG
محل	luogo	محل	luogo	N;SG	N;MASC;SG
محل	place	محل	place	N;SG	N;MASC
محل	ubicazione	محل	ubicazione	N;SG	N;FEM;SG
کتاب	libro	کتاب	libro	N;SG	N;MASC;SG
آلمان	germania	آلمان	germania	N;SG	N;FEM;SG
سطح	superficie	سطح	superficie	N;SG	N;FEM;SG
سطح	livello	سطح	livello	N;SG	N;MASC;SG
اصلی	principali	اصلی	principale	ADJ	ADJ;PL
اصلی	principale	اصلی	principale	ADJ	ADJ;SG
اصلی	originale	اصلی	originale	ADJ	ADJ;SG
اصلی	primario	اصلی	primario	ADJ	ADJ;MASC;SG
اصلی	primari	اصلی	primario	ADJ	ADJ;MASC;PL
اصلی	primaria	اصلی	primario	ADJ	ADJ;FEM;SG
ساخت	edilizia	ساخت	edilizia	N;SG	N;FEM;SG
ساخت	costruzione	ساخت	costruzione	N;SG	N;FEM;SG
ساخت	manifattura	ساخت	manifattura	N;SG	N;FEM;SG
المپیک	olympic	المپیک	olympic	N;SG	N;MASC
اول	primi	اول	primo	ADJ	ADJ;MASC;PL
اول	primo	اول	primo	ADJ	ADJ;MASC;SG
سازمان	organizzazione	سازمان	organizzazione	N;SG	N;FEM;SG
سازمان	organizzazione	سازمان	organizzazione	N;SG	N;FEM;SG
سازمان	agenzia	سازمان	agenzia	N;SG	N;FEM;SG
سه	tre	سه	tre	NUM	NUM
دارای	rinomata	دارا	rinomare	ADJ	ADJ;FEM;SG
دارای	rinomati	دارا	rinomato	ADJ	ADJ;MASC;PL
دارای	rinomato	دارا	rinomato	ADJ	ADJ;MASC;SG
زنده	vivi	زنده	vivo	ADJ	ADJ;MASC;PL
زنده	viva	زنده	vivo	ADJ	ADJ;FEM;SG
زنده	vivo	زنده	vivo	ADJ	ADJ;MASC;SG
فارسی	farsi	فارسی	farse	N;SG	N;MASC;SG
بین	tra	بین	tra	ADP	ADP
بین	fra	بین	fra	ADP	ADP
انگلستان	england	انگلستان	england	N;SG	N;SG
انگلستان	inghilterra	انگلستان	inghilterra	N;SG	N;FEM;SG
دوم	seconda	دوم	secondo	ADJ	ADJ;FEM;SG
دوم	secondo	دوم	secondo	ADJ	ADJ;MASC;SG
موسیقی	musica	موسیقی	musica	N;SG	N;FEM;SG
گروه	band	گروه	band	N;SG	N;FEM
گروه	banda	گروه	banda	N;SG	N;FEM;SG
گروه	gruppo	گروه	gruppo	N;SG	N;MASC;SG
جایزه	bonus	جایزه	bonus	N;SG	N;MASC
جایزه	premio	جایزه	premio	N;SG	N;MASC;SG
جایزه	aggiudicazione	جایزه	aggiudicazione	N;SG	N;FEM;SG
جایزه	premio	جایزه	premio	N;SG	N;MASC;SG
جنوبی	sud	جنوبی	sud	N;SG	N;MASC;SG
جنوبی	southern	جنوبی	soutvern	N;SG	N
جنوبی	sud	جنوبی	sud	N;SG	N;MASC;SG
جنوبی	south	جنوبی	south	N;SG	N;MASC
روز	giornata	روز	giornata	N;SG	N;FEM;SG
روز	giorno	روز	giorno	N;SG	N;MASC;SG
جمهوری	repubblica	جمهوری	repubblica	N;SG	N;FEM;SG
مرگ	death	مرگ	death	N;SG	N
مرگ	decesso	مرگ	decesso	N;SG	N;MASC;SG
مرگ	morte	مرگ	morte	N;SG	N;FEM;SG
ولی	ma	ولی	ma	CONJ	CONJ
آمریکایی	americano	آمریکایی	americano	ADJ	ADJ;MASC;SG
آمریکایی	american	آمریکایی	americano	ADJ	ADJ;FEM;SG
آمریکایی	americana	آمریکایی	americano	ADJ	ADJ;FEM;SG
نقش	ruolo	نقش	ruolo	N;SG	N;MASC;SG
منطقه	regione	منطقه	regione	N;SG	N;FEM;SG
منطقه	zona	منطقه	zona	N;SG	N;FEM;SG
منطقه	distretto	منطقه	distretto	N;SG	N;MASC;SG
منطقه	zona	منطقه	zona	N;SG	N;FEM;SG
منطقه	area	منطقه	area	N;SG	N;FEM;SG
بسیار	molto	بسیار	molto	ADV	ADV
بسیار	molto	بسیار	molto	ADV	ADV
اسلامی	islamico	اسلامی	islamico	ADJ	ADJ;MASC;SG
اسلامی	islamica	اسلامی	islamico	ADJ	ADJ;FEM;SG
بزرگ	grande	بزرگ	grande	ADJ	ADJ;SG
بزرگ	grandi	بزرگ	grande	ADJ	ADJ;PL
بزرگ	grosso	بزرگ	grosso	ADJ	ADJ;MASC;SG
بزرگ	grandi	بزرگ	grande	ADJ	ADJ;PL
بزرگ	grande	بزرگ	grande	ADJ	ADJ;SG
اروپا	europa	اروپا	europa	N;SG	N;FEM;SG
روستایی	contadino	روستایی	contadino	N;SG	N;MASC;SG
روستایی	contadina	روستایی	contadino	N;SG	N;FEM;SG
آمار	statistica	آمار	statistica	N;SG	N;FEM;SG
فعالیت	attività	فعالیت	attività	N;SG	N;FEM
اشاره	suggerimento	اشاره	suggerimento	N;SG	N;MASC;SG
اشاره	indizio	اشاره	indizio	N;SG	N;MASC;SG
زاده	born	زاده	borno	N;SG	N;MASC;SG
محمد	mohammad	محمد	mohammad	N;SG	N;MASC
محمد	muhammad	محمد	muhammad	N;SG	N
محمد	maometto	محمد	maometto	N;SG	N;MASC;SG
محمد	mohamed	محمد	mohamed	N;SG	N
بریتانیا	british	None	british	N;SG	N;MASC
بریتانیا	britannia	None	britannia	N;SG	N;FEM;SG
مانند	come	مانند	come	ADV	ADV
شمالی	north	شمالی	north	N;SG	N;MASC
شمالی	nord	شمالی	nord	N;SG	N;MASC;SG
شمالی	northern	شمالی	northern	N;SG	N
شمالی	carolina	شمالی	carolina	N;SG	N;FEM;SG
آب	acqua	آب	acqua	N;SG	N;FEM;SG
خورشیدگرفتگی	eclipse	خورشیدگرفتگی	eclipgere	N;SG	N;MASC
خورشیدگرفتگی	eclissi	خورشیدگرفتگی	eclissi	N;SG	N;FEM;SG
اطلاعات	info	اطلاع	info	N;PL	N
اطلاعات	informazioni	اطلاع	informazione	N;PL	N;FEM;PL
ایجاد	creazione	ایجاد	creazione	N;SG	N;FEM;SG
ایجاد	creazione	ایجاد	creazione	N;SG	N;FEM;SG
مالک	proprietaria	مالک	proprietario	N;SG	N;FEM;SG
مالک	titolare	مالک	titolare	N;SG	N;SG
مالک	proprietario	مالک	proprietario	N;SG	N;MASC;SG
مالک	malik	مالک	malik	N;SG	N
امنیت	sicurezza	امنیت	sicurezza	N;SG	N;FEM;SG
امنیت	sicurezza	امنیت	sicurezza	N;SG	N;FEM;SG
نوع	type	نوع	typo	N;SG	N
مردم	gente	مردم	gente	N;SG	N;FEM;SG
دلیل	ragione	دلیل	ragione	N;SG	N;FEM;SG
دلیل	motivo	دلیل	motivo	N;SG	N;MASC;SG
روستای	village	روستا	village	N;SG	N;MASC
روستای	villaggio	روستا	villaggio	N;SG	N;MASC;SG
مربوط	pertinente	مربوط	pertinente	ADJ	ADJ;SG
مربوط	rilevante	مربوط	rilevante	ADJ	ADJ;SG
مربوط	pertinenti	مربوط	pertinente	ADJ	ADJ;PL
مربوط	rilevanti	مربوط	rilevante	ADJ	ADJ;PL
مربوط	correlato	مربوط	correlato	ADJ	ADJ;MASC;SG
بار	carica	بار	carica	N;SG	N;FEM;SG
بار	carico	بار	carico	N;SG	N;MASC;SG
بار	barr	بار	barr	N;SG	N;MASC
بار	bar	بار	bar	N;SG	N;MASC
دریا	mare	دریا	mare	N;SG	N;MASC;SG
دریا	sea	دریا	sea	N;SG	N
شما	voi	شما	voi	PRO;PL;2	PRO;PL;2
تولید	fabbricazione	تولید	fabbricazione	N;SG	N;FEM;SG
تولید	produzione	تولید	produzione	N;SG	N;FEM;SG
تپه	collina	تپه	collina	N;SG	N;FEM;SG
تپه	hill	تپه	hill	N;SG	N;MASC
تنها	solo	تنها	solo	ADV	ADV
تنها	soltanto	تنها	soltanto	ADV	ADV
علی	alì	علی	alii	N;SG	N;MASC;SG
شرقی	east	شرقی	east	N;SG	N;MASC
شرقی	est	شرقی	est	N;SG	N;MASC;SG
شرقی	oriental	شرقی	oriental	N;SG	N;SG
شرقی	eastern	شرقی	eastern	N;SG	N;SG
یونسکو	unesco	یونسکو	unesco	N;SG	N;MASC;SG
برخی	alcuni	برخی	alcuno	PRO	PRO;MASC;PL
میان	tra	میان	tra	ADP	ADP
میان	fra	میان	fra	ADP	ADP
جهان	mondo	جهان	mondo	N;SG	N;MASC;SG
جهان	world	جهان	world	N;SG	N;MASC
جهان	jahan	جهان	jahan	N;SG	N;MASC
جام	tazza	جام	tazza	N;SG	N;FEM;SG
جام	coppa	جام	coppa	N;SG	N;FEM;SG
جام	cup	جام	cup	N;SG	N;MASC
ها	huh	None	huh	N;SG	N;SG
ارتفاع	altitudine	ارتفاع	altitudine	N;SG	N;FEM;SG
ارتفاع	altezza	ارتفاع	altezza	N;SG	N;FEM;SG
کد	codice	کرد#کن	codice	N;SG	N;MASC;SG
کشف	scoperta	کشف	scoperta	N;SG	N;FEM;SG
کشف	scoperta	کشف	scoperta	N;SG	N;FEM;SG
کشف	discovery	کشف	discovery	N;SG	N;MASC
نشان	badge	نشان	badge	N;SG	N;MASC
حذف	rimozione	حذف	rimozione	N;SG	N;FEM;SG
حذف	eliminazione	حذف	eliminazione	N;SG	N;FEM;SG
حذف	rimozione	حذف	rimozione	N;SG	N;FEM;SG
غربی	occidentale	غربی	occidentale	ADJ	ADJ;SG
غربی	occidentale	غربی	occidentale	ADJ	ADJ;SG
گرفته	scattata	گرفت#گیر	scattare	V;SG;3;V.PTCP	V;FEM;SG;PST;V.PTCP
گرفته	presa	گرفت#گیر	prendere	V;SG;3;V.PTCP	V;FEM;SG;PST;V.PTCP
گرفته	preso	گرفت#گیر	prendere	V;SG;3;V.PTCP	V;MASC;SG;PST;V.PTCP
گرفته	prese	گرفت#گیر	prendere	V;SG;3;V.PTCP	V;IND;SG;3;PST;FIN
شامل	incluse	شامل	incluso	ADJ	ADJ;FEM;PL
دولت	governo	دولت	governo	N;SG	N;MASC;SG
چپ	sinistro	چپ	sinistro	N;SG	N;MASC;SG
چپ	sinistra	چپ	sinistra	N;SG	N;FEM;SG
ایتالیا	italy	ایتالیا	italy	N;SG	N
صفحه	pagina	صفحه	pagina	N;SG	N;FEM;SG
صفحه	page	صفحه	pagare	N;SG	N;FEM;SG
مجلس	parlamento	مجلس	parlamento	N;SG	N;MASC;SG
مجلس	assemblea	مجلس	assemblea	N;SG	N;FEM;SG
مجلس	assemblaggio	مجلس	assemblaggio	N;SG	N;MASC;SG
مجلس	montaggio	مجلس	montaggio	N;SG	N;MASC;SG
تحت	sotto	تحت	sotto	ADP	ADP
آغاز	start	آغاز	start	N;SG	N;MASC
آغاز	inizio	آغاز	inizio	N;SG	N;MASC;SG
آغاز	inizio	آغاز	inizio	N;SG	N;MASC;SG
ویکی	wiki	ویکی	wiki	N;SG	N;MASC
ویکی	vicky	ویکی	vicky	N;SG	N;FEM;SG
راه	percorso	راه	percorso	N;SG	N;MASC;SG
راه	tracciato	راه	tracciato	N;SG	N;MASC;SG
راه	sentiero	راه	sentiero	N;SG	N;MASC;SG
راه	way	راه	way	N;SG	N;MASC
راه	modo	راه	modo	N;SG	N;MASC;SG
کشتی	nave	کشتی	nave	N;SG	N;FEM;SG
کشتی	wrestling	کشتی	wrestling	N;SG	N;MASC
کشتی	lotta	کشتی	lotta	N;SG	N;FEM;SG
کشتی	barca	کشتی	barca	N;SG	N;FEM;SG
الگو	pattern	الگو	pattern	N;SG	N;MASC
الگو	schema	الگو	schema	N;SG	N;MASC;SG
توجه	attenzione	توجه	attenzione	N;SG	N;FEM;SG
کوچک	piccole	کوچک	piccolo	ADJ	ADJ;FEM;PL
کوچک	piccola	کوچک	piccolo	ADJ	ADJ;FEM;SG
کوچک	piccolo	کوچک	piccolo	ADJ	ADJ;MASC;SG
کوچک	piccoli	کوچک	piccolo	ADJ	ADJ;MASC;PL
کوچک	piccolo	کوچک	piccolo	ADJ	ADJ;MASC;SG
کوچک	piccola	کوچک	piccolo	ADJ	ADJ;FEM;SG
ژاپن	giappone	ژاپن	giappore	N;SG	N;MASC;SG
رسمی	ufficiale	رسمی	ufficiale	ADJ	ADJ;SG
رسمی	formale	رسمی	formale	ADJ	ADJ;SG
رسمی	formali	رسمی	formale	ADJ	ADJ;PL
اسلام	islam	اسلام	islam	N;SG	N;MASC
سپتامبر	settembre	سپتامبر	settembre	N;SG	N;MASC;SG
پرونده	caso	پرونده	caso	N;SG	N;MASC;SG
پرونده	file	پرونده	fila	N;SG	N;MASC
ماه	mese	ماه	mese	N;SG	N;MASC;SG
ماه	luna	ماه	luna	N;SG	N;FEM;SG
ماه	moon	ماه	moon	N;SG	N
اوت	august	اوت	august	N;SG	N;MASC
اوت	agosto	اوت	agosto	N;SG	N;MASC;SG
اوت	agosto	اوت	agosto	N;SG	N;MASC;SG
هزار	mille	هزار	mille	NUM	NUM
تابستانی	estate	تابستانی	estate	N;SG	N;FEM;SG
آوریل	apr	None	apr	N;SG	N;MASC
آوریل	april	None	april	N;SG	N
آوریل	aprile	None	aprile	N;SG	N;MASC;SG
تغییر	modifica	تغییر	modifica	N;SG	N;FEM;SG
تغییر	cambiamento	تغییر	cambiamento	N;SG	N;MASC;SG
تغییر	variazione	تغییر	variazione	N;SG	N;FEM;SG
مجموعه	collezione	مجموعه	collezione	N;SG	N;FEM;SG
مجموعه	raccolta	مجموعه	raccolta	N;SG	N;FEM;SG
سیاسی	politico	سیاسی	politico	ADJ	ADJ;MASC;SG
شکل	forma	شکل	forma	N;SG	N;FEM;SG
شکل	forma	شکل	forma	N;SG	N;FEM;SG
شکل	modulo	شکل	modulo	N;SG	N;MASC;SG
شکل	form	شکل	form	N;SG	N
شکل	figura	شکل	figura	N;SG	N;FEM;SG
مارس	march	مارس	march	N;SG	N;SG
مارس	marzo	مارس	marzo	N;SG	N;MASC;SG
مارس	marcia	مارس	marcia	N;SG	N;FEM;SG
مارس	mars	مارس	mars	N;SG	N
درخواست	richiesta	درخواست	richiesta	N;SG	N;FEM;SG
کیلومتر	chilometro	کیلومتر	chilometro	N;SG	N;MASC;SG
کیلومتر	chilometro	کیلومتر	chilometro	N;SG	N;MASC;SG
جمله	frase	جمله	frase	N;SG	N;FEM;SG
جمله	condanna	جمله	condanna	N;SG	N;FEM;SG
جمله	sentenza	جمله	sentenza	N;SG	N;FEM;SG
گردشگری	turismo	گردشگری	turismo	N;SG	N;MASC;SG
گردشگری	turista	گردشگری	turista	N;SG	N;SG
شهری	urban	شهر	urbano	N;SG	N
شهری	città	شهر	città	N;SG	N;FEM
ممکن	possibili	ممکن	possibile	ADJ	ADJ;PL
ممکن	possibile	ممکن	possibile	ADJ	ADJ;SG
لیگ	lega	لیگ	lega	N;SG	N;FEM;SG
لیگ	league	لیگ	leaguo	N;SG	N;FEM
روسیه	russia	روسیه	russia	N;SG	N;FEM;SG
منابع	fonti	منبع	fonte	N;PL	N;FEM;PL
منابع	sorgenti	منبع	sorgente	N;PL	N;FEM;PL
منابع	risorse	منبع	risorsa	N;PL	N;FEM;PL
نخستین	primi	نخستین	primo	ADJ;RL	ADJ;MASC;PL
نخستین	primo	نخستین	primo	ADJ;RL	ADJ;MASC;SG
شاه	re	شاه	re	N;SG	N;MASC
شاه	king	شاه	king	N;SG	N;MASC
شاه	scià	شاه	scià	N;SG	N;MASC
شاه	shah	شاه	shah	N;SG	N;MASC
جنوب	sud	جنوب	sud	N;SG	N;MASC;SG
جنوب	southern	جنوب	soutvern	N;SG	N
جنوب	sud	جنوب	sud	N;SG	N;MASC;SG
جنوب	south	جنوب	south	N;SG	N;MASC
طور	monte	طور	monte	N;SG	N;MASC;SG
تشکیل	formazione	تشکیل	formazione	N;SG	N;FEM;SG
فوت	foot	فوت	foot	N;SG	N;MASC
فوت	piede	فوت	piede	N;SG	N;MASC;SG
فوت	foote	فوت	foota	N;SG	N;MASC;SG
اکتبر	ottobre	اکتبر	ottobre	N;SG	N;MASC;SG
ژوئن	june	None	june	N;SG	N
ژوئن	giugno	None	giugno	N;SG	N;MASC;SG
امکان	possibilità	امکان	possibilità	N;SG	N;FEM
نویسندگان	autori	نویسنده	autore	N;PL	N;MASC;PL
سر	testa	سر	testa	N;SG	N;FEM;SG
سر	head	سر	head	N;SG	N
سر	testina	سر	testina	N;SG	N;FEM;SG
سر	testa	سر	testa	N;SG	N;FEM;SG
حزب	partito	حزب	partito	N;SG	N;MASC;SG
حزب	party	حزب	party	N;SG	N;MASC
حزب	festa	حزب	festa	N;SG	N;FEM;SG
فرهنگ	cultura	فرهنگ	cultura	N;SG	N;FEM;SG
برندگان	vincenti	برنده	vincente	N;PL	N;PL
برندگان	vincitori	برنده	vincitore	N;PL	N;MASC;PL
قابل	estraibile	قابل	estraibile	ADJ	ADJ;SG
قابل	rimovibile	قابل	rimovibile	ADJ	ADJ;SG
بدون	senza	بدون	senza	ADP	ADP
خانه	casa	خانه	casa	N;SG	N;FEM;SG
خانه	home	خانه	home	N;SG	N
خانه	casa	خانه	casa	N;SG	N;FEM;SG
دسامبر	dicembre	دسامبر	dicembre	N;SG	N;MASC;SG
موارد	oggetti	مورد	oggetto	N;PL	N;MASC;PL
موارد	casi	مورد	caso	N;PL	N;MASC;PL
آلبوم	album	آلبوم	album	N;SG	N;MASC
آزاد	libera	آزاد	libero	ADJ	ADJ;FEM;SG
آزاد	liberi	آزاد	libero	ADJ	ADJ;MASC;PL
آزاد	libero	آزاد	libero	ADJ	ADJ;MASC;SG
آزاد	gratuito	آزاد	gratuito	ADJ	ADJ;MASC;SG
چاپ	stampa	چاپ	stampa	N;SG	N;FEM;SG
