uma	unu	um	unu	NUM	NUM;MASC;SG
estado	condiția	estado	condiție	N;MASC;SG	N;DEF;FEM;SG
estado	condiție	estado	condiție	N;MASC;SG	N;INDF;FEM;SG
ano	anul	ano	an	N;MASC;SG	N;DEF;MASC;SG
ano	an	ano	an	N;MASC;SG	N;INDF;MASC;SG
após	după	após	după	ADP	ADP;ACC
ligações	legături	ligação	legătură	N;FEM;PL	N;INDF;FEM;PL
ligações	conexiuni	ligação	conexiune	N;FEM;PL	N;INDF;FEM;PL
ligações	linkuri	ligação	link	N;FEM;PL	N;INDF;FEM;PL
ligações	legaturi	ligação	legatură	N;FEM;PL	N;INDF;FEM;PL
ligações	linkurile	ligação	link	N;FEM;PL	N;DEF;FEM;PL
ligações	legături	ligação	legătură	N;FEM;PL	N;INDF;FEM;PL
parte	parte	parte	parte	N;FEM;SG	N;INDF;FEM;SG
parte	partea	parte	parte	N;FEM;SG	N;DEF;FEM;SG
nome	nume	nome	nume	N;MASC;SG	N;INDF
nome	numele	nome	nume	N;MASC;SG	N;DEF;MASC;SG
nome	denumire	nome	denumire	N;MASC;SG	N;INDF;FEM;SG
sendo	fiind	ser	fi	V;V.MSDR	V;V.MSDR
ainda	încă	ainda	încă	ADV	ADV
outros	altele	outro	altul	PRO;MASC;PL	PRO;FEM;PL;3
outros	altele	outro	altul	PRO;MASC;PL	PRO;FEM;PL;3
outros	alții	outro	altul	PRO;MASC;PL	PRO;MASC;PL;3
esta	asta	este	acesta	PRO;FEM;SG	PRO;FEM;SG;3
esta	aceasta	este	acesta	PRO;FEM;SG	PRO;FEM;SG;3
sem	fără	sem	fără	ADP	ADP;ACC
dia	zi	dia	zi	N;MASC;SG	N;INDF;FEM;SG
dia	ziua	dia	zi	N;MASC;SG	N;DEF;FEM;SG
dois	doi	dois	doi	NUM	NUM;MASC;PL
dois	două	dois	doi	NUM	NUM;FEM;PL
muito	foarte	muito	foarte	ADV	ADV
muito	mult	muito	mult	ADV	ADV
região	regiunea	região	regiune	N;FEM;SG	N;DEF;FEM;SG
região	regiune	região	regiune	N;FEM;SG	N;INDF;FEM;SG
suas	lor	seu	lui	DET;FEM;PL	DET;3
artigo	articolul	artigo	articol	N;MASC;SG	N;DEF;MASC;SG
artigo	articol	artigo	articol	N;MASC;SG	N;INDF;MASC;SG
apenas	doar	apenas	doar	ADV	ADV
apenas	numai	apenas	numai	ADV	ADV
apenas	doar	apenas	doar	ADV	ADV
ter	având	ter	avea	V;NFIN	V;V.MSDR
msg	msg	msg	msg	N;FEM;SG	N;INDF;MASC;SG
julho	iulie	julho	iulie	N;MASC;SG	N;INDF;MASC;SG
área	zonă	área	zonă	N;FEM;SG	N;INDF;FEM;SG
área	zona	área	zonă	N;FEM;SG	N;DEF;FEM;SG
área	suprafață	área	suprafață	N;FEM;SG	N;INDF;FEM;SG
agosto	august	agosto	august	N;MASC;SG	N;INDF;MASC;SG
lista	lista	lista	listă	N;FEM;SG	N;DEF;FEM;SG
lista	listă	lista	listă	N;FEM;SG	N;INDF;FEM;SG
março	martie	março	martie	N;MASC;SG	N;INDF;MASC;SG
norte	norte	norte	norte	N;MASC;SG	N;INDF;MASC;SG
norte	nordul	norte	nord	N;MASC;SG	N;DEF;MASC;SG
norte	nord	norte	nord	N;MASC;SG	N;INDF;MASC;SG
norte	nordul	norte	nord	N;MASC;SG	N;DEF;MASC;SG
família	familie	família	familie	N;FEM;SG	N;INDF;FEM;SG
família	familia	família	familie	N;FEM;SG	N;DEF;FEM;SG
abril	aprilie	abril	aprilie	N;MASC;SG	N;INDF;MASC;SG
sul	sul	sul	sul	N;MASC;SG	N;INDF;MASC;SG
sul	sudul	sul	sud	N;MASC;SG	N;DEF;MASC;SG
sul	sud	sul	sud	N;MASC;SG	N;INDF;MASC;SG
sul	south	sul	south	N;MASC;SG	N;INDF;MASC;SG
sul	sudul	sul	sud	N;MASC;SG	N;DEF;MASC;SG
grupo	grupa	grupo	grupă	N;MASC;SG	N;DEF;FEM;SG
grupo	grup	grupo	grup	N;MASC;SG	N;INDF;MASC;SG
grupo	grupul	grupo	grup	N;MASC;SG	N;DEF;MASC;SG
grupo	grupă	grupo	grupă	N;MASC;SG	N;INDF;FEM;SG
setembro	septembrie	setembro	septembrie	N;MASC;SG	N;INDF;MASC;SG
ver	vezi	ver	vedea	V;NFIN	V;IND;SG;2;PRS;FIN
ver	vizualizează	ver	vizualiza	V;NFIN	V;IND;3;PRS;FIN
outubro	octombrie	outubro	octombrie	N;MASC;SG	N;INDF;MASC;SG
isso	asta	isso	acesta	PRO;MASC;SG	PRO;FEM;SG;3
isso	aceasta	isso	acesta	PRO;MASC;SG	PRO;FEM;SG;3
isso	asta	isso	acesta	PRO;MASC;SG	PRO;FEM;SG;3
isso	aia	isso	acela	PRO;MASC;SG	PRO;FEM;SG;3
nova	nou	novo	nou	ADJ;FEM;SG	ADJ;INDF;MASC;SG
nova	noua	novo	nou	ADJ;FEM;SG	ADJ;DEF;FEM;SG
álbum	album	álbum	album	N;MASC;SG	N;INDF;MASC;SG
álbum	albumul	álbum	album	N;MASC;SG	N;DEF;MASC;SG
junho	iunie	junho	iunie	N;MASC;SG	N;INDF;MASC;SG
contra	împotriva	contra	împotriva	ADP	ADP;GEN
tempo	vremea	tempo	vreme	N;MASC;SG	N;DEF;FEM;SG
tempo	vreme	tempo	vreme	N;MASC;SG	N;INDF;FEM;SG
tempo	timp	tempo	timp	N;MASC;SG	N;INDF;MASC;SG
tempo	ora	tempo	oră	N;MASC;SG	N;DEF;FEM;SG
tempo	timpul	tempo	timp	N;MASC;SG	N;DEF;MASC;SG
dezembro	decembrie	dezembro	decembrie	N;MASC;SG	N;INDF;MASC;SG
dezembro	dec	dezembro	dec	N;MASC;SG	N;INDF;MASC
fevereiro	februarie	fevereiro	februarie	N;MASC;SG	N;INDF;MASC;SG
forma	formă	forma	formă	N;FEM;SG	N;INDF;FEM;SG
forma	forma	forma	formă	N;FEM;SG	N;DEF;FEM;SG
forma	formular	forma	formular	N;FEM;SG	N;INDF;MASC;SG
forma	formă	forma	formă	N;FEM;SG	N;INDF;FEM;SG
forma	forma	forma	formă	N;FEM;SG	N;DEF;FEM;SG
forma	formularul	forma	formular	N;FEM;SG	N;DEF;MASC;SG
novembro	november	novembro	november	N;MASC;SG	N;INDF;MASC;SG
novembro	noiembrie	novembro	noiembrie	N;MASC;SG	N;INDF;MASC;SG
assim	astfel	assim	astfel	ADV	ADV
então	atunci	então	atunci	ADV	ADV
então	apoi	então	apoi	ADV	ADV
principal	principala	principal	principal	ADJ;MASC;SG	ADJ;DEF;FEM;SG
principal	principală	principal	principal	ADJ;MASC;SG	ADJ;INDF;FEM;SG
três	trei	três	trei	NUM	NUM;PL
série	serie	série	serie	N;FEM;SG	N;INDF;FEM;SG
série	seria	série	serie	N;FEM;SG	N;DEF;FEM;SG
série	serial	série	serial	N;FEM;SG	N;INDF;MASC;SG
além	dincolo	além	dincolo	ADV	ADV
final	finala	final	finală	N;MASC;SG	N;DEF;FEM;SG
final	sfârșit	final	sfârșit	N;MASC;SG	N;INDF;MASC;SG
final	final	final	final	N;MASC;SG	N;INDF;MASC;SG
final	finală	final	finală	N;MASC;SG	N;INDF;FEM;SG
final	final	final	final	N;MASC;SG	N;INDF;MASC;SG
final	finala	final	finală	N;MASC;SG	N;DEF;FEM;SG
história	poveste	história	poveste	N;FEM;SG	N;INDF;FEM;SG
história	story	história	story	N;FEM;SG	N;INDF;MASC;SG
história	povestea	história	poveste	N;FEM;SG	N;DEF;FEM;SG
história	istoricul	história	istoric	N;FEM;SG	N;DEF;MASC;SG
história	istorie	história	istorie	N;FEM;SG	N;INDF;FEM;SG
história	istoria	história	istorie	N;FEM;SG	N;DEF;FEM;SG
filme	film	filme	film	N;MASC;SG	N;INDF;MASC;SG
filme	peliculă	filme	pelicul	N;MASC;SG	N;INDF;FEM;SG
filme	film	filme	film	N;MASC;SG	N;INDF;MASC;SG
antes	înainte	antes	înainte	ADV	ADV
duas	doi	dois	doi	NUM	NUM;MASC;PL
duas	două	dois	doi	NUM	NUM;FEM;PL
guerra	razboi	guerra	razboi	N;FEM;SG	N;INDF;MASC;SG
guerra	războiul	guerra	război	N;FEM;SG	N;DEF;MASC;SG
guerra	război	guerra	război	N;FEM;SG	N;INDF;MASC;SG
população	populaţia	população	populagie	N;FEM;SG	N;DEF;FEM;SG
população	populație	população	populație	N;FEM;SG	N;INDF;FEM;SG
população	populația	população	populație	N;FEM;SG	N;DEF;FEM;SG
estados	statele	estado	stat	N;MASC;PL	N;DEF;FEM;PL
estados	state	estado	stat	N;MASC;PL	N;INDF;FEM;PL
estados	stări	estado	stare	N;MASC;PL	N;INDF;FEM;PL
mundo	lumea	mundo	lume	N;MASC;SG	N;DEF;FEM;SG
mundo	lume	mundo	lume	N;MASC;SG	N;INDF;FEM;SG
banda	trupă	banda	trupă	N;FEM;SG	N;INDF;FEM;SG
banda	trupa	banda	trupă	N;FEM;SG	N;DEF;FEM;SG
banda	formație	banda	formație	N;FEM;SG	N;INDF;FEM;SG
banda	formatie	banda	formatie	N;FEM;SG	N;INDF;FEM;SG
outras	altele	outro	altul	PRO;FEM;PL	PRO;FEM;PL;3
outras	altele	outro	altul	PRO;FEM;PL	PRO;FEM;PL;3
outras	alții	outro	altul	PRO;FEM;PL	PRO;MASC;PL;3
gols	obiectivele	gol	obiectiv	N;MASC;PL	N;DEF;FEM;PL
gols	goluri	gol	gol	N;MASC;PL	N;INDF;FEM;PL
gols	obiective	gol	obiectiv	N;MASC;PL	N;INDF;FEM;PL
nacional	națională	nacional	național	ADJ;MASC;SG	ADJ;INDF;FEM;SG
nacional	national	nacional	national	ADJ;MASC;SG	ADJ;INDF;MASC;SG
nacional	naţional	nacional	naţional	ADJ;MASC;SG	ADJ;INDF;MASC;SG
nacional	național	nacional	național	ADJ;MASC;SG	ADJ;INDF;MASC;SG
sido	fost	ser	fi	V;MASC;SG;V.PTCP	V;MASC;SG;V.PTCP
jogos	jocuri	jogo	joc	N;MASC;PL	N;INDF;FEM;PL
jogos	jocurile	jogo	joc	N;MASC;PL	N;DEF;FEM;PL
alguns	unele	algum	unul	PRO;MASC;PL	PRO;FEM;PL;3
alguns	unii	algum	unul	PRO;MASC;PL	PRO;MASC;PL;3
center	centrul	center	centru	N;MASC;SG	N;DEF;MASC;SG
center	centru	center	centru	N;MASC;SG	N;INDF;MASC;SG
vida	viaţa	vida	viapă	N;FEM;SG	N;DEF;FEM;SG
vida	viaţă	vida	viaţă	N;FEM;SG	N;INDF;FEM;SG
vida	viața	vida	viață	N;FEM;SG	N;DEF;FEM;SG
vida	viață	vida	viață	N;FEM;SG	N;INDF;FEM;SG
vida	viata	vida	viată	N;FEM;SG	N;DEF;FEM;SG
vida	vida	vida	vidă	N;FEM;SG	N;DEF;FEM;SG
país	țară	país	țară	N;MASC;SG	N;INDF;FEM;SG
país	tara	país	tară	N;MASC;SG	N;DEF;FEM;SG
país	țara	país	țară	N;MASC;SG	N;DEF;FEM;SG
país	ţara	país	gară	N;MASC;SG	N;DEF;FEM;SG
país	ţară	país	ţară	N;MASC;SG	N;INDF;FEM;SG
música	muzică	música	muzică	N;FEM;SG	N;INDF;FEM;SG
música	muzica	música	muzică	N;FEM;SG	N;DEF;FEM;SG
página	paginii	página	pagină	N;FEM;SG	N;DEF;FEM;SG
página	pagina	página	pagină	N;FEM;SG	N;DEF;FEM;SG
página	pagină	página	pagină	N;FEM;SG	N;INDF;FEM;SG
dias	zilele	dia	zi	N;MASC;PL	N;DEF;FEM;PL
dias	zile	dia	zi	N;MASC;PL	N;INDF;FEM;PL
campeonato	campionatul	campeonato	campionat	N;MASC;SG	N;DEF;MASC;SG
campeonato	campionat	campeonato	campiona	N;MASC;SG	N;INDF;MASC;SG
município	comuna	município	comună	N;MASC;SG	N;DEF;FEM;SG
futebol	fotbal	futebol	fotbal	N;MASC;SG	N;INDF;MASC;SG
futebol	fotbal	futebol	fotbal	N;MASC;SG	N;INDF;MASC;SG
futebol	football	futebol	football	N;MASC;SG	N;INDF;MASC;SG
futebol	fotbalul	futebol	fotbal	N;MASC;SG	N;DEF;MASC;SG
espécie	specie	espécie	specie	N;FEM;SG	N;INDF;FEM;SG
espécie	specia	espécie	specie	N;FEM;SG	N;DEF;FEM;SG
tinha	avea	ter	avea	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;IPFV;FIN
tinha	avut	ter	avea	V;IND;SG;3;IPFV;FIN	V;MASC;SG;V.PTCP
clube	club	clube	club	N;MASC;SG	N;INDF;MASC;SG
clube	clubul	clube	club	N;MASC;SG	N;DEF;MASC;SG
clube	clube	clube	clubă	N;MASC;SG	N;INDF;MASC;SG
novo	nou	novo	nou	ADJ;MASC;SG	ADJ;INDF;MASC;SG
novo	noua	novo	nou	ADJ;MASC;SG	ADJ;DEF;FEM;SG
teve	avut	ter	avea	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
tendo	având	ter	avea	V;V.MSDR	V;V.MSDR
pessoas	oamenii	pessoa	om	N;FEM;PL	N;DEF;MASC;PL
pessoas	oameni	pessoa	om	N;FEM;PL	N;INDF;MASC;PL
pessoas	persoane	pessoa	persoană	N;FEM;PL	N;INDF;FEM;PL
habitantes	locuitori	habitante	locuitor	N;PL	N;INDF;MASC;PL
presidente	președintele	presidente	președinte	N;MASC;SG	N;DEF;MASC;SG
presidente	preşedinte	presidente	preşedinte	N;MASC;SG	N;INDF;MASC;SG
presidente	preşedintele	presidente	președinte	N;MASC;SG	N;DEF;MASC;SG
presidente	președinte	presidente	președinte	N;MASC;SG	N;INDF;MASC;SG
presidente	presedinte	presidente	presedinte	N;MASC;SG	N;INDF;MASC;SG
presidente	preşedinte	presidente	preşedinte	N;MASC;SG	N;INDF;MASC;SG
presidente	președinte	presidente	președinte	N;MASC;SG	N;INDF;MASC;SG
caso	caz	caso	caz	N;MASC;SG	N;INDF;MASC;SG
caso	cazul	caso	caz	N;MASC;SG	N;DEF;MASC;SG
jogo	joc	jogo	joc	N;MASC;SG	N;INDF;MASC;SG
jogo	jocul	jogo	joc	N;MASC;SG	N;DEF;MASC;SG
sistema	sistemul	sistema	sistem	N;MASC;SG	N;DEF;MASC;SG
sistema	sistem	sistema	sistem	N;MASC;SG	N;INDF;MASC;SG
americano	americano	americano	americano	N;MASC;SG	N;INDF;MASC;SG
período	perioadă	período	perioadă	N;MASC;SG	N;INDF;FEM;SG
período	perioada	período	perioadă	N;MASC;SG	N;DEF;FEM;SG
século	secolul	século	secol	N;MASC;SG	N;DEF;MASC;SG
século	secol	século	secol	N;MASC;SG	N;INDF;MASC;SG
título	titlul	título	titlu	N;MASC;SG	N;DEF;MASC;SG
título	titlu	título	titlu	N;MASC;SG	N;INDF;MASC;SG
casa	house	casa	hou	N;FEM;SG	N;INDF;MASC;SG
casa	casa	casa	casă	N;FEM;SG	N;DEF;FEM;SG
casa	casă	casa	casă	N;FEM;SG	N;INDF;FEM;SG
casa	casă	casa	casă	N;FEM;SG	N;INDF;FEM;SG
lugar	locul	lugar	loc	N;MASC;SG	N;DEF;MASC;SG
lugar	loc	lugar	loc	N;MASC;SG	N;INDF;MASC;SG
oficial	oficial	oficial	oficial	ADJ;MASC;SG	ADJ;INDF;MASC;SG
oficial	oficiala	oficial	oficială	ADJ;MASC;SG	ADJ;DEF;FEM;SG
oficial	oficială	oficial	oficial	ADJ;MASC;SG	ADJ;INDF;FEM;SG
vezes	timpuri	vez	timp	N;MASC;PL	N;INDF;FEM;PL
vezes	timpurile	vez	timp	N;MASC;PL	N;DEF;FEM;PL
vezes	vremuri	vez	vreme	N;MASC;PL	N;INDF;FEM;PL
filho	fiul	filho	fiu	N;MASC;SG	N;DEF;MASC;SG
filho	fiu	filho	fiu	N;MASC;SG	N;INDF;MASC;SG
governo	guvernul	governo	guvern	N;MASC;SG	N;DEF;MASC;SG
governo	guvernare	governo	guvernare	N;MASC;SG	N;INDF;FEM;SG
governo	guvern	governo	guvern	N;MASC;SG	N;INDF;MASC;SG
artigos	articolele	artigo	articol	N;MASC;PL	N;DEF;FEM;PL
artigos	articole	artigo	articol	N;MASC;PL	N;INDF;FEM;PL
artigos	articole	artigo	articol	N;MASC;PL	N;INDF;FEM;PL
artigos	elemente	artigo	element	N;MASC;PL	N;INDF;FEM;PL
distrito	districtul	distrito	district	N;MASC;SG	N;DEF;MASC;SG
distrito	district	distrito	district	N;MASC;SG	N;INDF;MASC;SG
local	localnic	local	localnic	N;MASC;SG	N;INDF;MASC;SG
local	locul	local	loc	N;MASC;SG	N;DEF;MASC;SG
local	loc	local	loc	N;MASC;SG	N;INDF;MASC;SG
trabalho	job	trabalho	job	N;MASC;SG	N;INDF;MASC;SG
trabalho	munca	trabalho	muncă	N;MASC;SG	N;DEF;FEM;SG
trabalho	lucru	trabalho	lucru	N;MASC;SG	N;INDF;MASC;SG
trabalho	muncă	trabalho	muncă	N;MASC;SG	N;INDF;FEM;SG
outro	altul	outro	altul	PRO;MASC;SG	PRO;MASC;SG;3
acordo	acordul	acordo	acord	N;MASC;SG	N;DEF;MASC;SG
acordo	acord	acordo	acord	N;MASC;SG	N;INDF;MASC;SG
acordo	aranjamentul	acordo	aranjament	N;MASC;SG	N;DEF;MASC;SG
acordo	aranjament	acordo	aranjament	N;MASC;SG	N;INDF;MASC;SG
número	numar	número	numar	N;MASC;SG	N;INDF;MASC;SG
número	număr	número	număr	N;MASC;SG	N;INDF;MASC;SG
número	numărul	número	număr	N;MASC;SG	N;DEF;MASC;SG
maria	marie	maria	marie	N;FEM;SG	N;INDF;FEM;SG
maria	mary	maria	mary	N;FEM;SG	N;INDF;MASC;SG
maria	maria	maria	maria	N;FEM;SG	N;DEF;FEM;SG
estão	sunt	estar	fi	V;IND;PL;3;PRS;FIN	V;IND;PL;3;PRS;FIN
terra	earth	terra	earth	N;FEM;SG	N
terra	pămînt	terra	pămînt	N;FEM;SG	N;INDF;MASC;SG
terra	pământul	terra	pământ	N;FEM;SG	N;DEF;MASC;SG
terra	pământ	terra	pământ	N;FEM;SG	N;INDF;MASC;SG
terra	teren	terra	teren	N;FEM;SG	N;INDF;MASC;SG
terra	land	terra	land	N;FEM;SG	N;INDF;MASC;SG
terra	pământ	terra	pământ	N;FEM;SG	N;INDF;MASC;SG
terra	terra	terra	terru	N;FEM;SG	N;DEF;FEM;SG
gênero	gen	gênero	gen	N;MASC;SG	N;INDF;MASC;SG
gênero	sexul	gênero	sex	N;MASC;SG	N;DEF;MASC;SG
gênero	gen	gênero	gen	N;MASC;SG	N;INDF;MASC;SG
gênero	sex	gênero	sex	N;MASC;SG	N;INDF;MASC;SG
gênero	gen	gênero	gen	N;MASC;SG	N;INDF;MASC;SG
igreja	igreja	igreja	igrejă	N;FEM;SG	N;DEF;FEM;SG
igreja	biserica	igreja	biserică	N;FEM;SG	N;DEF;FEM;SG
igreja	biserică	igreja	biserică	N;FEM;SG	N;INDF;FEM;SG
universidade	facultate	universidade	facultate	N;FEM;SG	N;INDF;FEM;SG
universidade	university	universidade	university	N;FEM;SG	N;INDF;MASC;SG
universidade	universitate	universidade	universitate	N;FEM;SG	N;INDF;FEM;SG
universidade	universitatea	universidade	universitate	N;FEM;SG	N;DEF;FEM;SG
universidade	facultate	universidade	facultate	N;FEM;SG	N;INDF;FEM;SG
universidade	facultatea	universidade	facultate	N;FEM;SG	N;DEF;FEM;SG
universidade	colegiul	universidade	colegiu	N;FEM;SG	N;DEF;MASC;SG
universidade	colegiu	universidade	colegiu	N;FEM;SG	N;INDF;MASC;SG
podem	pot	poder	putea	V;IND;PL;3;PRS;FIN	V;IND;PL;3;PRS;FIN
centro	centro	centro	centro	N;MASC;SG	N;INDF;MASC;SG
centro	centrul	centro	centru	N;MASC;SG	N;DEF;MASC;SG
centro	centru	centro	centru	N;MASC;SG	N;INDF;MASC;SG
centro	centrul	centro	centru	N;MASC;SG	N;DEF;MASC;SG
centro	centru	centro	centru	N;MASC;SG	N;INDF;MASC;SG
início	start	início	start	N;MASC;SG	N;INDF;MASC;SG
início	pornire	início	pornire	N;MASC;SG	N;INDF;FEM;SG
início	început	início	început	N;MASC;SG	N;INDF;MASC;SG
essa	asta	esse	acesta	PRO;FEM;SG	PRO;FEM;SG;3
essa	aceasta	esse	acesta	PRO;FEM;SG	PRO;FEM;SG;3
essa	asta	esse	acesta	PRO;FEM;SG	PRO;FEM;SG;3
essa	aia	esse	acela	PRO;FEM;SG	PRO;FEM;SG;3
tipo	fel	tipo	fel	N;MASC;SG	N;INDF;MASC;SG
tipo	tipul	tipo	tip	N;MASC;SG	N;DEF;MASC;SG
tipo	tip	tipo	tip	N;MASC;SG	N;INDF;MASC;SG
santa	sfânt	santo	sfânt	N;FEM;SG	N;INDF;MASC;SG
santa	sfantul	santo	sfant	N;FEM;SG	N;DEF;MASC;SG
santa	sfântul	santo	sfânt	N;FEM;SG	N;DEF;MASC;SG
santa	saint	santo	saint	N;FEM;SG	N;INDF;MASC;SG
santa	santa	santo	santă	N;FEM;SG	N
conhecido	cunoscut	conhecido	cunoscut	ADJ;MASC;SG	ADJ;INDF;MASC;SG
conhecido	cunoscută	conhecido	cunoscut	ADJ;MASC;SG	ADJ;INDF;FEM;SG
canção	cantec	canção	cantec	N;FEM;SG	N;INDF;MASC;SG
canção	song	canção	song	N;FEM;SG	N;INDF;MASC;SG
canção	melodie	canção	melodie	N;FEM;SG	N;INDF;FEM;SG
canção	cântec	canção	cântec	N;FEM;SG	N;INDF;MASC;SG
edição	ediția	edição	ediție	N;FEM;SG	N;DEF;FEM;SG
edição	ediţie	edição	ediţie	N;FEM;SG	N;INDF;FEM;SG
edição	editie	edição	editie	N;FEM;SG	N;INDF;FEM;SG
edição	ediție	edição	ediție	N;FEM;SG	N;INDF;FEM;SG
edição	ediţia	edição	edigie	N;FEM;SG	N;DEF;FEM;SG
edição	montajul	edição	montaj	N;FEM;SG	N;DEF;MASC;SG
edição	editare	edição	editare	N;FEM;SG	N;INDF;FEM;SG
edição	editarea	edição	editare	N;FEM;SG	N;DEF;FEM;SG
edição	publicare	edição	publicare	N;FEM;SG	N;INDF;FEM;SG
edição	publicarea	edição	publicare	N;FEM;SG	N;DEF;FEM;SG
português	portugheza	português	portugheza	N;MASC;SG	N;DEF;FEM;SG
português	portugheză	português	portugheză	N;MASC;SG	N;INDF;FEM;SG
rei	regele	rei	rege	N;MASC;SG	N;DEF;MASC;SG
rei	king	rei	king	N;MASC;SG	N;INDF;MASC;SG
rei	rege	rei	rege	N;MASC;SG	N;INDF;MASC;SG
algumas	unele	algum	unul	PRO;FEM;PL	PRO;FEM;PL;3
algumas	unii	algum	unul	PRO;FEM;PL	PRO;MASC;PL;3
água	apă	água	apă	N;FEM;SG	N;INDF;FEM;SG
água	apa	água	apă	N;FEM;SG	N;DEF;FEM;SG
quatro	patru	quatro	patru	NUM	NUM;PL
época	anotimpul	época	anotimp	N;FEM;SG	N;DEF;MASC;SG
época	sezonul	época	sezon	N;FEM;SG	N;DEF;MASC;SG
época	sezon	época	sezon	N;FEM;SG	N;INDF;MASC;SG
época	anotimp	época	anotimp	N;FEM;SG	N;INDF;MASC;SG
época	epoca	época	epocă	N;FEM;SG	N;DEF;FEM;SG
exemplo	exemplu	exemplo	exemplu	N;MASC;SG	N;INDF;MASC;SG
exemplo	exemplul	exemplo	exemplu	N;MASC;SG	N;DEF;MASC;SG
morte	deces	morte	deces	N;FEM;SG	N;INDF;MASC;SG
morte	moartea	morte	moarte	N;FEM;SG	N;DEF;FEM;SG
morte	moarte	morte	moarte	N;FEM;SG	N;INDF;FEM;SG
sob	sub	sob	sub	ADP	ADP;ACC
eram	erau	ser	fi	V;IND;PL;3;IPFV;FIN	V;IND;PL;3;IPFV;FIN
produção	producere	produção	producere	N;FEM;SG	N;INDF;FEM;SG
produção	producție	produção	producție	N;FEM;SG	N;INDF;FEM;SG
produção	producția	produção	producție	N;FEM;SG	N;DEF;FEM;SG
produção	productie	produção	productie	N;FEM;SG	N;INDF;FEM;SG
temporada	anotimpul	temporada	anotimp	N;FEM;SG	N;DEF;MASC;SG
temporada	sezonul	temporada	sezon	N;FEM;SG	N;DEF;MASC;SG
temporada	sezon	temporada	sezon	N;FEM;SG	N;INDF;MASC;SG
temporada	anotimp	temporada	anotimp	N;FEM;SG	N;INDF;MASC;SG
seguinte	următor	seguinte	următor	ADJ;MASC;SG	ADJ;INDF;MASC;SG
