comparte	distribuie	compartir	distribui	V;IND;SG;3;PRS;FIN	V;IND;3;PRS;FIN
luchador	luptator	luchador	luptator	N;MASC;SG	N;INDF;MASC;SG
ligera	usoara	ligero	usoara	ADJ;FEM;SG	ADJ;DEF;FEM;SG
recuerdos	amintiri	recuerdo	amintire	N;MASC;PL	N;INDF;FEM;PL
recuerdos	amintirile	recuerdo	amintire	N;MASC;PL	N;DEF;FEM;PL
recuerdos	suveniruri	recuerdo	suvenir	N;MASC;PL	N;INDF;FEM;PL
site	situl	sitir	sit	N;MASC;SG	N;DEF;MASC;SG
site	sit	sitir	sit	N;MASC;SG	N;INDF;MASC;SG
mantenido	mentinut	mantener	mentinut	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
mantenido	pastrat	mantener	pastra	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
mantenido	tinut	mantener	tinut	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
específicos	specifice	específico	specific	ADJ;MASC;PL	ADJ;INDF;FEM;PL
falla	esec	fallar	esec	N;FEM;SG	N;INDF;MASC;SG
falla	esec	fallar	esec	N;FEM;SG	N;INDF;MASC;SG
falla	defect	fallar	defect	N;FEM;SG	N;INDF;MASC;SG
romper	rupe	romper	rupe	V;NFIN	V;IND;SG;3;PRS;FIN
romper	sparge	romper	sparge	V;NFIN	V;IND;SG;3;PRS;FIN
huerta	livada	huerta	livadă	N;FEM;SG	N;DEF;FEM;SG
huerta	livada	huerta	livadă	N;FEM;SG	N;DEF;FEM;SG
huerta	huerta	huerta	huertă	N;FEM;SG	N;DEF;FEM;SG
seguimiento	urmarire	seguimiento	urmarire	N;MASC;SG	N;INDF;FEM;SG
seguimiento	urmarire	seguimiento	urmarire	N;MASC;SG	N;INDF;FEM;SG
seguimiento	urmarirea	seguimiento	urmarire	N;MASC;SG	N;DEF;FEM;SG
seguimiento	monitorizarea	seguimiento	monitorizare	N;MASC;SG	N;DEF;FEM;SG
seguimiento	monitorizare	seguimiento	monitorizare	N;MASC;SG	N;INDF;FEM;SG
difíciles	dificile	difícil	dificil	ADJ;PL	ADJ;INDF;FEM;PL
cerveza	bere	cerveza	bere	N;FEM;SG	N;INDF;FEM;SG
cerveza	berea	cerveza	bere	N;FEM;SG	N;DEF;FEM;SG
proyección	screening	proyección	screening	N;FEM;SG	N;INDF;MASC;SG
neerlandés	olandeza	neerlandés	olandeză	N;MASC;SG	N;DEF;FEM;SG
neerlandés	dutch	neerlandés	dutch	N;MASC;SG	N;INDF;MASC;SG
compuestas	compozite	compuesto	compozit	ADJ;FEM;PL;V.PTCP	ADJ;INDF;FEM;PL
bloqueado	blocat	bloqueado	bloca	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
bloqueado	incuiat	bloqueado	incuia	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
bloqueado	blocat	bloqueado	bloca	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
maneras	moduri	manera	mod	N;FEM;PL	N;INDF;FEM;PL
infierno	iadul	infierno	iad	N;MASC;SG	N;DEF;MASC;SG
infierno	infern	infierno	infern	N;MASC;SG	N;INDF;MASC;SG
infierno	infernul	infierno	infern	N;MASC;SG	N;DEF;MASC;SG
gastos	cheltuielile	gasto	cheltuială	N;MASC;PL	N;DEF;FEM;PL
gastos	cheltuieli	gasto	cheltuială	N;MASC;PL	N;INDF;FEM;PL
gastos	cheltuieli	gasto	cheltuială	N;MASC;PL	N;INDF;FEM;PL
gastos	cheltuielile	gasto	cheltuială	N;MASC;PL	N;DEF;FEM;PL
gastos	cheltuieli	gasto	cheltuială	N;MASC;PL	N;INDF;FEM;PL
africana	african	africano	african	ADJ;FEM;SG	ADJ;INDF;MASC;SG
conformado	conformat	conformado	conforma	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
depósito	depozit	depósito	depozit	N;MASC;SG	N;INDF;MASC;SG
depósito	depunere	depósito	depunere	N;MASC;SG	N;INDF;FEM;SG
montenegro	muntenegrul	montenegro	muntenegru	N;FEM;SG	N;DEF;MASC;SG
avanzada	avansat	avanzado	avansa	ADJ;FEM;SG;V.PTCP	ADJ;INDF;MASC;SG
nucleares	nucleare	nuclear	nuclear	ADJ;PL	ADJ;INDF;FEM;PL
jornadas	zilele	jornada	zi	N;FEM;PL	N;DEF;FEM;PL
jornadas	zile	jornada	zi	N;FEM;PL	N;INDF;FEM;PL
situados	situate	situado	situa	ADJ;MASC;PL;V.PTCP	ADJ;INDF;FEM;PL
lobos	lupii	lobo	lupe	N;MASC;PL	N;DEF;MASC;PL
lobos	lupi	lobo	lupă	N;MASC;PL	N;INDF;MASC;PL
especialista	specialist	especialista	specialist	N;SG	N;INDF;MASC;SG
especialista	specialistul	especialista	specialist	N;SG	N;DEF;MASC;SG
pendiente	remarcabil	pendiente	remarcabil	ADJ;SG	ADJ;INDF;MASC;SG
realista	realista	realista	realista	ADJ;SG	ADJ;DEF;FEM;SG
realista	realist	realista	realist	ADJ;SG	ADJ;INDF;MASC;SG
realista	realista	realista	realista	ADJ;SG	ADJ;DEF;FEM;SG
realista	realist	realista	realist	ADJ;SG	ADJ;INDF;MASC;SG
definitivo	definitiva	definitivo	definitivă	ADJ;MASC;SG	ADJ;DEF;FEM;SG
recordar	amintindu	recordar	aminti	V;NFIN	V;V.MSDR
paraíso	paradisul	paraíso	paradis	N;MASC;SG	N;DEF;MASC;SG
paraíso	paradis	paraíso	paradis	N;MASC;SG	N;INDF;MASC;SG
autora	autor	autora	autor	N;FEM;SG	N;INDF;MASC;SG
autora	autorul	autora	autor	N;FEM;SG	N;DEF;MASC;SG
testimonio	martorul	testimonio	martor	N;MASC;SG	N;DEF;MASC;SG
testimonio	martora	testimonio	martor	N;MASC;SG	N;DEF;FEM;SG
testimonio	martor	testimonio	martor	N;MASC;SG	N;INDF;MASC;SG
testimonio	marturie	testimonio	marturie	N;MASC;SG	N;INDF;FEM;SG
testimonio	marturie	testimonio	marturie	N;MASC;SG	N;INDF;FEM;SG
testimonio	marturia	testimonio	marturia	N;MASC;SG	N;DEF;FEM;SG
testimonio	marturia	testimonio	marturia	N;MASC;SG	N;DEF;FEM;SG
balonmano	handbal	balonmano	handbal	N;MASC;SG	N;INDF;MASC;SG
bloques	blocuri	bloque	bloc	N;MASC;PL	N;INDF;FEM;PL
positiva	pozitiv	positivo	pozitiv	ADJ;FEM;SG	ADJ;INDF;MASC;SG
positiva	pozitiva	positivo	pozitivă	ADJ;FEM;SG	ADJ;DEF;FEM;SG
polvo	praful	polvo	praf	N;MASC;SG	N;DEF;MASC;SG
polvo	praf	polvo	praf	N;MASC;SG	N;INDF;MASC;SG
polvo	pulbere	polvo	pulbere	N;MASC;SG	N;INDF;FEM;SG
polvo	praf	polvo	praf	N;MASC;SG	N;INDF;MASC;SG
polvo	pudra	polvo	pudra	N;MASC;SG	N;DEF;FEM;SG
tomada	luata	tomado	lua	ADJ;FEM;SG;V.PTCP	ADJ;DEF;FEM;SG
tomada	luat	tomado	lua	ADJ;FEM;SG;V.PTCP	ADJ;INDF;MASC;SG
balón	minge	balón	minge	N;MASC;SG	N;INDF;FEM;SG
balón	mingea	balón	minge	N;MASC;SG	N;DEF;FEM;SG
balón	bila	balón	bilă	N;MASC;SG	N;DEF;FEM;SG
balón	bila	balón	bilă	N;MASC;SG	N;DEF;FEM;SG
alegría	joy	alegría	joy	N;FEM;SG	N;INDF;MASC;SG
alegría	bucurie	alegría	bucurie	N;FEM;SG	N;INDF;FEM;SG
alegría	veselie	alegría	veselie	N;FEM;SG	N;INDF;FEM;SG
alegría	bucuria	alegría	bucurie	N;FEM;SG	N;DEF;FEM;SG
luxemburgo	luxembourg	luxemburgo	luxembourg	N;MASC;SG	N;INDF;MASC;SG
luxemburgo	luxemburg	luxemburgo	luxemburg	N;MASC;SG	N;INDF;MASC;SG
prusia	prusia	prusia	prusie	N;FEM;SG	N;DEF;FEM;SG
prusia	prusac	prusia	prusac	N;FEM;SG	N;INDF;MASC;SG
declaraciones	declaratiile	declaración	declaratie	N;FEM;PL	N;DEF;FEM;PL
declaraciones	declaratii	declaración	declarat	N;FEM;PL	N;INDF;FEM;PL
declaraciones	declaratii	declaración	declarat	N;FEM;PL	N;INDF;FEM;PL
declaraciones	declaratii	declaración	declarat	N;FEM;PL	N;INDF;FEM;PL
declaraciones	declaratiile	declaración	declaratie	N;FEM;PL	N;DEF;FEM;PL
cronología	cronologie	cronología	cronologie	N;FEM;SG	N;INDF;FEM;SG
cronología	cronologia	cronología	cronologie	N;FEM;SG	N;DEF;FEM;SG
cría	reproductie	cría	reproductie	N;FEM;SG	N;INDF;FEM;SG
cría	reproducere	cría	reproducere	N;FEM;SG	N;INDF;FEM;SG
cross	crucea	cross	cruce	N	N;DEF;FEM;SG
cross	cruce	cross	cruce	N	N;INDF;FEM;SG
cross	cross	cross	cross	N	N;INDF;MASC;SG
ron	rom	ron	rom	N;MASC;SG	N;INDF;MASC;SG
estrada	estrada	estrada	estrada	N;SG	N;DEF;FEM;SG
singular	singular	singular	singular	ADJ;SG	ADJ;INDF;MASC;SG
vital	vital	vital	vital	ADJ;SG	ADJ;INDF;MASC;SG
phoenix	phoenix	phoenix	phoenix	N;MASC;SG	N;INDF;MASC;SG
semi	semi	semi	semi		
varsovia	varsovia	varsovia	varsovie	N;FEM;SG	N;DEF;FEM;SG
varsovia	varsovia	varsovia	varsovie	N;FEM;SG	N;DEF;FEM;SG
masacre	masacrul	masacre	masacru	N;FEM;SG	N;DEF;MASC;SG
masacre	masacru	masacre	masacru	N;FEM;SG	N;INDF;MASC;SG
masacre	macel	masacre	macel	N;FEM;SG	N;INDF;MASC;SG
masacre	sacrificare	masacre	sacrificare	N;FEM;SG	N;INDF;FEM;SG
vinos	vinuri	vino	vin	N;MASC;PL	N;INDF;FEM;PL
vinos	vinurile	vino	vin	N;MASC;PL	N;DEF;FEM;PL
nominada	nominalizat	nominado	nominalizat	ADJ;FEM;SG;V.PTCP	ADJ;INDF;MASC;SG
denuncia	raport	denuncia	raport	N;FEM;SG	N;INDF;MASC;SG
denuncia	raportul	denuncia	raport	N;FEM;SG	N;DEF;MASC;SG
denuncia	plangerea	denuncia	plangere	N;FEM;SG	N;DEF;FEM;SG
denuncia	plangere	denuncia	plangere	N;FEM;SG	N;INDF;FEM;SG
denuncia	denuntarea	denuncia	denuntare	N;FEM;SG	N;DEF;FEM;SG
decidir	decide	decidir	decide	V;NFIN	V;IND;SG;3;PRS;FIN
frutas	fructe	fruta	fruct	N;FEM;PL	N;INDF;FEM;PL
frutas	fructele	fruta	fruct	N;FEM;PL	N;DEF;FEM;PL
frutas	fructe	fruta	fruct	N;FEM;PL	N;INDF;FEM;PL
frutas	fructele	fruta	fruct	N;FEM;PL	N;DEF;FEM;PL
periodos	perioadele	periodo	perioadă	N;MASC;PL	N;DEF;FEM;PL
periodos	perioade	periodo	perioadă	N;MASC;PL	N;INDF;FEM;PL
obtenidos	obtinute	obtenido	obtinet	ADJ;MASC;PL;V.PTCP	ADJ;INDF;FEM;PL
duquesa	ducesa	duquesa	ducesa	N;FEM;SG	N;DEF;FEM;SG
duquesa	ducesa	duquesa	ducesa	N;FEM;SG	N;DEF;FEM;SG
delito	crima	delito	crimă	N;MASC;SG	N;DEF;FEM;SG
delito	crima	delito	crimă	N;MASC;SG	N;DEF;FEM;SG
delito	criminalitate	delito	criminalitate	N;MASC;SG	N;INDF;FEM;SG
preocupación	preocuparea	preocupación	preocupare	N;FEM;SG	N;DEF;FEM;SG
preocupación	ingrijorare	preocupación	ingrijorare	N;FEM;SG	N;INDF;FEM;SG
preocupación	preocupare	preocupación	preocupare	N;FEM;SG	N;INDF;FEM;SG
metales	metale	metal	metal	N;MASC;PL	N;INDF;FEM;PL
metales	metale	metal	metal	N;MASC;PL	N;INDF;FEM;PL
metales	metalele	metal	metală	N;MASC;PL	N;DEF;FEM;PL
sufrir	sufera	sufrir	suferi	V;NFIN	V;IND;SG;3;IPFV;FIN
sufrir	sufera	sufrir	suferi	V;NFIN	V;IND;SG;3;IPFV;FIN
golf	golf	golf	golf	N;MASC	N;INDF;MASC;SG
golf	golful	golf	golf	N;MASC	N;DEF;MASC;SG
creencias	convingerile	creencia	convingere	N;FEM;PL	N;DEF;FEM;PL
creencias	convingeri	creencia	convingere	N;FEM;PL	N;INDF;FEM;PL
stars	staruri	star	star	N	N;INDF;FEM;PL
stars	stars	star	stars	N	N;INDF;MASC;SG
stars	stelele	star	stea	N	N;DEF;FEM;PL
stars	stele	star	stea	N	N;INDF;FEM;PL
reputación	reputatie	reputación	reputatie	N;FEM;SG	N;INDF;FEM;SG
reputación	reputatia	reputación	reputatie	N;FEM;SG	N;DEF;FEM;SG
reputación	reputatie	reputación	reputatie	N;FEM;SG	N;INDF;FEM;SG
party	party	party	party	N	N;INDF;MASC;SG
party	petrecere	party	petrecere	N	N;INDF;FEM;SG
party	partid	party	partid	N	N;INDF;MASC;SG
participante	participantul	participante	participant	N;SG	N;DEF;MASC;SG
participante	participant	participante	participant	N;SG	N;INDF;MASC;SG
conexiones	legaturi	conexión	legatură	N;FEM;PL	N;INDF;FEM;PL
conexiones	conexiuni	conexión	conexiune	N;FEM;PL	N;INDF;FEM;PL
cumplimiento	conformitatea	cumplimiento	conformitate	N;MASC;SG	N;DEF;FEM;SG
cumplimiento	conformitate	cumplimiento	conformitate	N;MASC;SG	N;INDF;FEM;SG
cumplimiento	respectarea	cumplimiento	respectare	N;MASC;SG	N;DEF;FEM;SG
cumplimiento	implinirea	cumplimiento	implinire	N;MASC;SG	N;DEF;FEM;SG
cumplimiento	implinire	cumplimiento	implinire	N;MASC;SG	N;INDF;FEM;SG
aurora	aurora	aurora	aurora	N;FEM;SG	N;DEF;FEM;SG
australiana	australian	australiano	australian	ADJ;FEM;SG	ADJ;INDF;MASC;SG
ilustración	iluminare	ilustración	iluminare	N;FEM;SG	N;INDF;FEM;SG
ilustración	iluminarea	ilustración	iluminare	N;FEM;SG	N;DEF;FEM;SG
ilustración	ilustrare	ilustración	ilustrare	N;FEM;SG	N;INDF;FEM;SG
efectiva	eficienta	efectivo	eficient	ADJ;FEM;SG	ADJ;DEF;FEM;SG
efectiva	eficace	efectivo	eficace	ADJ;FEM;SG	ADJ
efectiva	efectiva	efectivo	efectiva	ADJ;FEM;SG	ADJ;DEF;FEM;SG
constituyente	constitutiv	constituyente	constitutiv	ADJ;SG	ADJ;INDF;MASC;SG
convertir	convertesc	convertir	converta	V;NFIN	V;IND;PL;3;PRS;FIN
convertir	converti	convertir	converti	V;NFIN	V;IND;SG;3;PRS;FIN
llanura	plain	llanura	plain	N;FEM;SG	N;INDF;MASC;SG
llanura	campia	llanura	campie	N;FEM;SG	N;DEF;FEM;SG
levantamiento	revolta	levantamiento	revolta	N;MASC;SG	N;DEF;FEM;SG
levantamiento	rascoala	levantamiento	rascoală	N;MASC;SG	N;DEF;FEM;SG
levantamiento	revolta	levantamiento	revolta	N;MASC;SG	N;DEF;FEM;SG
levantamiento	ridicare	levantamiento	ridicare	N;MASC;SG	N;INDF;FEM;SG
levantamiento	ridicarea	levantamiento	ridicare	N;MASC;SG	N;DEF;FEM;SG
hebreo	ebraica	hebreo	ebraică	N;MASC;SG	N;DEF;FEM;SG
propaganda	propaganda	propaganda	propagandă	N;FEM;SG	N;DEF;FEM;SG
propaganda	propaganda	propaganda	propagandă	N;FEM;SG	N;DEF;FEM;SG
desea	doreste	desear	dorest	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
secuela	continuare	secuelo	continuare	N;FEM;SG	N;INDF;FEM;SG
secuela	continuarea	secuelo	continuare	N;FEM;SG	N;DEF;FEM;SG
tributo	tributul	tributo	tribut	N;MASC;SG	N;DEF;MASC;SG
tributo	omagiu	tributo	omagiu	N;MASC;SG	N;INDF;MASC;SG
tributo	tribut	tributo	tribut	N;MASC;SG	N;INDF;MASC;SG
placas	placi	placa	plac	N;FEM;PL	N;INDF;FEM;PL
placas	farfurii	placa	farfurie	N;FEM;PL	N;INDF;FEM;PL
placas	placi	placa	plac	N;FEM;PL	N;INDF;FEM;PL
placas	insigne	placa	insign	N;FEM;PL	N;INDF;FEM;PL
placas	insignele	placa	insign	N;FEM;PL	N;DEF;FEM;PL
estructural	structural	estructural	structural	ADJ;SG	ADJ;INDF;MASC;SG
culpa	vina	culpa	vină	N;FEM;SG	N;DEF;FEM;SG
culpa	vina	culpa	vină	N;FEM;SG	N;DEF;FEM;SG
culpa	vina	culpa	vină	N;FEM;SG	N;DEF;FEM;SG
comerciantes	comercianti	comerciante	comerciant	N;PL	N;INDF;MASC;PL
comerciantes	comercianti	comerciante	comerciant	N;PL	N;INDF;MASC;PL
comerciantes	negustori	comerciante	negustor	N;PL	N;INDF;MASC;PL
comerciantes	negustorii	comerciante	negustor	N;PL	N;DEF;MASC;PL
comerciantes	dealerii	comerciante	dealer	N;PL	N;DEF;MASC;PL
comerciantes	dealeri	comerciante	dealer	N;PL	N;INDF;MASC;PL
bank	banca	bank	bancă	N	N;DEF;FEM;SG
bank	banca	bank	bancă	N	N;DEF;FEM;SG
bank	bank	bank	bank	N	N;INDF;MASC;SG
meseta	mesa	meseta	mesa	N;FEM;SG	N;DEF;FEM;SG
meseta	platou	meseta	platou	N;FEM;SG	N;INDF;MASC;SG
meseta	platoul	meseta	platou	N;FEM;SG	N;DEF;MASC;SG
ordenado	randuit	ordenado	randuit	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
ordenado	hirotonisit	ordenado	hirotonisit	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
ordenado	comandat	ordenado	comanda	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
ordenado	ordonat	ordenado	ordonat	ADJ;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
ordenado	ordonata	ordenado	ordonată	ADJ;MASC;SG;V.PTCP	ADJ;DEF;FEM;SG
proporción	proportia	proporción	proportie	N;FEM;SG	N;DEF;FEM;SG
proporción	proportie	proporción	proportie	N;FEM;SG	N;INDF;FEM;SG
asociada	asociat	asociado	asociat	ADJ;FEM;SG;V.PTCP	ADJ;INDF;MASC;SG
asociada	asociata	asociado	asociat	ADJ;FEM;SG;V.PTCP	ADJ;DEF;FEM;SG
asociada	asociat	asociado	asociat	ADJ;FEM;SG;V.PTCP	ADJ;INDF;MASC;SG
asociada	asociata	asociado	asociat	ADJ;FEM;SG;V.PTCP	ADJ;DEF;FEM;SG
fiat	fiat	fiat	fiat	N;MASC;SG	N;INDF;MASC;SG
estimada	estimat	estimar	estima	ADJ;FEM;SG;V.PTCP	ADJ;INDF;MASC;SG
estimada	estimata	estimar	estimată	ADJ;FEM;SG;V.PTCP	ADJ;DEF;FEM;SG
interfaz	interfata	interfaz	interfată	N;FEM;SG	N;DEF;FEM;SG
interfaz	interfata	interfaz	interfată	N;FEM;SG	N;DEF;FEM;SG
correa	lesa	correa	lesa	N;FEM;SG	N;DEF;FEM;SG
correa	curea	correa	curie	N;FEM;SG	N;DEF;FEM;SG
colaborar	colaboreaza	colaborar	colaborează	V;NFIN	V;IND;SG;3;IPFV;FIN
arquidiócesis	arhiepiscopia	arquidiócesis	arhiepiscopie	N;FEM	N;DEF;FEM;SG
secretaria	secretarul	secretaria	secretar	N;FEM;SG	N;DEF;MASC;SG
secretaria	secretara	secretaria	secretar	N;FEM;SG	N;DEF;FEM;SG
secretaria	secretar	secretaria	secretar	N;FEM;SG	N;INDF;MASC;SG
secretaria	secretara	secretaria	secretar	N;FEM;SG	N;DEF;FEM;SG
circuitos	circuitele	circuito	circuit	N;MASC;PL	N;DEF;FEM;PL
circuitos	circuite	circuito	circuit	N;MASC;PL	N;INDF;FEM;PL
corteza	latra	corteza	latră	N;FEM;SG	N;DEF;FEM;SG
corteza	crusta	corteza	crust	N;FEM;SG	N;DEF;FEM;SG
corteza	crusta	corteza	crust	N;FEM;SG	N;DEF;FEM;SG
corteza	cortexul	corteza	cortex	N;FEM;SG	N;DEF;MASC;SG
verso	vers	verso	vers	N;MASC;SG	N;INDF;MASC;SG
verso	versetul	verso	verset	N;MASC;SG	N;DEF;MASC;SG
verso	versul	verso	vers	N;MASC;SG	N;DEF;MASC;SG
anónimo	anonima	anónimo	anonimă	ADJ;MASC;SG	ADJ;DEF;FEM;SG
auge	boom	auge	boom	N;MASC;SG	N;INDF;MASC;SG
encargo	comanda	encargo	comandă	N;MASC;SG	N;DEF;FEM;SG
encargo	ordinea	encargo	ordine	N;MASC;SG	N;DEF;FEM;SG
encargo	comanda	encargo	comandă	N;MASC;SG	N;DEF;FEM;SG
encargo	ordine	encargo	ordine	N;MASC;SG	N;INDF;FEM;SG
encargo	ordin	encargo	ordin	N;MASC;SG	N;INDF;MASC;SG
sensación	senzatie	sensación	senzatie	N;FEM;SG	N;INDF;FEM;SG
sensación	sentimentul	sensación	sentiment	N;FEM;SG	N;DEF;MASC;SG
sensación	sentiment	sensación	sentiment	N;FEM;SG	N;INDF;MASC;SG
sensación	senzatie	sensación	senzatie	N;FEM;SG	N;INDF;FEM;SG
sensación	senzatie	sensación	senzatie	N;FEM;SG	N;INDF;FEM;SG
suave	neted	suave	neted	ADJ;SG	ADJ;INDF;MASC;SG
suave	blanda	suave	blandă	ADJ;SG	ADJ;DEF;FEM;SG
suave	usoara	suave	usoara	ADJ;SG	ADJ;DEF;FEM;SG
suave	blanda	suave	blandă	ADJ;SG	ADJ;DEF;FEM;SG
suave	bland	suave	bland	ADJ;SG	ADJ;INDF;MASC;SG
constantes	constante	constante	constant	ADJ;PL	ADJ;INDF;FEM;PL
suizo	elvetiana	suizo	elvetian	N;MASC;SG	N;DEF;FEM;SG
sencilla	simpla	sencillo	simplu	ADJ;FEM;SG	ADJ;DEF;FEM;SG
censura	necenzurat	censura	necenzura	N;FEM;SG	N;INDF;MASC;SG
censura	cenzura	censura	cenzură	N;FEM;SG	N;DEF;FEM;SG
censura	cenzura	censura	cenzură	N;FEM;SG	N;DEF;FEM;SG
