mai	bolj	mai	bolj	ADV	ADV;CMPR
camp	field	camp	field	N;INDF;MASC;SG	N;NOM;MASC;SG
camp	polje	camp	polje	N;INDF;MASC;SG	N;NOM;NEUT;SG
face	naredi	face	narediti	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;PRS;FIN
national	nacionalna	national	nacionalen	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
national	nacionalno	national	nacionalen	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
national	nacionalni	national	nacionalen	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
national	nacionalna	national	nacionalen	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
national	nacionalno	national	nacionalen	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
national	nacionalni	national	nacionalen	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
national	nacionalna	national	nacionalen	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
national	nacionalno	national	nacionalen	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
national	nacionalni	national	nacionalen	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
note	opombe	notă	opomba	N;INDF;FEM;PL	N;NOM;FEM;PL
note	zapiski	notă	zapisk	N;INDF;FEM;PL	N;NOM;MASC;PL
general	splošno	general	splošen	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
general	splošni	general	splošen	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
general	splošna	general	splošen	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
razboi	vojno	razboi	vojna	N;INDF;MASC;SG	N;ACC;FEM;SG
razboi	vojna	razboi	vojna	N;INDF;MASC;SG	N;NOM;FEM;SG
razboi	vojno	razboi	vojna	N;INDF;MASC;SG	N;ACC;FEM;SG
razboi	vojna	razboi	vojna	N;INDF;MASC;SG	N;NOM;FEM;SG
afla	naučil	afla	naučiti	V;IND;SG;3;IPFV;FIN	V;PFV;MASC;SG;V.PTCP
roman	rimljan	roman	rimljan	N;INDF;MASC;SG	N;NOM;MASC;SG
roman	roman	roman	roman	N;INDF;MASC;SG	N;NOM;MASC;SG
roman	romana	roman	roman	N;INDF;MASC;SG	N;NOM;MASC;SG
roman	roman	roman	roman	N;INDF;MASC;SG	N;NOM;MASC;SG
roman	romana	roman	roman	N;INDF;MASC;SG	N;NOM;MASC;SG
punct	dot	punct	dot	N;INDF;MASC;SG	N;NOM;MASC;SG
punct	piko	punct	pika	N;INDF;MASC;SG	N;ACC;FEM;SG
punct	pika	punct	pika	N;INDF;MASC;SG	N;NOM;FEM;SG
punct	točka	punct	točka	N;INDF;MASC;SG	N;NOM;FEM;SG
punct	point	punct	point	N;INDF;MASC;SG	N;NOM;MASC;SG
punct	točko	punct	točka	N;INDF;MASC;SG	N;ACC;FEM;SG
stat	stanje	stat	stanje	N;INDF;MASC;SG	N;NOM;NEUT;SG
stat	država	stat	država	N;INDF;MASC;SG	N;NOM;FEM;SG
unite	združeni	unit	združen	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;PL;V.PTCP
unite	združene	unit	združen	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;PL;V.PTCP
atunci	potem	atunci	potem	ADV	ADV
facut	narejena	face	narejen	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
facut	narejen	face	narejen	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
facut	narejeno	face	narejen	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;V.PTCP
cunoscute	znane	cunoscut	znan	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;PL;V.PTCP
cunoscute	znani	cunoscut	znan	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;PL;V.PTCP
film	film	film	film	N;INDF;MASC;SG	N;NOM;MASC;SG
film	film	film	film	N;INDF;MASC;SG	N;NOM;MASC;SG
vorbitori	govorniki	vorbitor	govornik	N;INDF;MASC;PL	N;NOM;MASC;PL
vorbitori	zvočnike	vorbitor	zvočnik	N;INDF;MASC;PL	N;ACC;MASC;PL
date	zmenki	dată	zmenek	N;INDF;FEM;PL	N;NOM;MASC;PL
date	datume	dată	datum	N;INDF;FEM;PL	N;ACC;MASC;PL
date	datumi	dată	datum	N;INDF;FEM;PL	N;NOM;MASC;PL
date	podatki	dată	podatek	N;INDF;FEM;PL	N;NOM;MASC;PL
trebuie	mora	trebui	morati	V;IND;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
aici	tukaj	aici	tukaj	ADV	ADV
mari	velike	mare	velik	ADJ;INDF;PL	ADJ;NOM;FEM;PL
zile	dnevi	zi	dan	N;INDF;FEM;PL	N;NOM;MASC;PL
zile	dni	zi	dan	N;INDF;FEM;PL	N;ACC;MASC;PL
zile	dneve	zi	dan	N;INDF;FEM;PL	N;ACC;MASC;PL
club	klub	club	klub	N;INDF;MASC;SG	N;NOM;MASC;SG
club	club	club	club	N;INDF;MASC;SG	N;NOM;MASC;SG
componente	komponente	componentă	komponent	N;INDF;FEM;PL	N;NOM;FEM;PL
ulterior	naknadno	ulterior	naknadno	ADV	ADV
est	vzhod	est	vzhod	N;INDF;MASC;SG	N;NOM;MASC;SG
est	est	est	est	N;INDF;MASC;SG	N;NOM;MASC;SG
nou	novo	nou	nov	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
nou	nov	nou	nov	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
nou	nova	nou	nov	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
ion	ionov	ion	ion	N;INDF;MASC;SG	N;NOM;MASC;SG
membru	članica	membru	članica	N;INDF;MASC;SG	N;NOM;FEM;SG
membru	član	membru	član	N;INDF;MASC;SG	N;NOM;MASC;SG
membru	poslanec	membru	poslanec	N;INDF;MASC;SG	N;NOM;MASC;SG
numit	poimenovana	numit	poimenovan	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
oficial	uradna	oficial	uraden	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
saint	svetnik	saint	svetnik	N;INDF;MASC;SG	N;NOM;MASC;SG
saint	svetnica	saint	svetnica	N;INDF;MASC;SG	N;NOM;FEM;SG
vest	zahod	vest	zahod	N;INDF;MASC;SG	N;NOM;MASC;SG
descoperit	odkrita	descoperit	odkriti	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
descoperit	odkrit	descoperit	odkrit	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
lemn	les	lemn	les	N;INDF;MASC;SG	N;NOM;MASC;SG
lemn	lesa	lemn	les	N;INDF;MASC;SG	N;GEN;MASC;SG
mod	način	mod	način	N;INDF;MASC;SG	N;NOM;MASC;SG
mod	mod	mod	mod	N;INDF;MASC;SG	N;NOM;MASC;SG
american	ameriško	american	ameriški	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
american	ameriška	american	ameriški	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
prezent	sedanjost	prezent	sedanjost	N;INDF;MASC;SG	N;NOM;FEM;SG
text	besedilo	text	besedilo	N;INDF;MASC;SG	N;NOM;NEUT;SG
http	http	http	http	N	N;NOM;MASC;SG
articole	členi	articol	člen	N;INDF;FEM;PL	N;NOM;MASC;PL
articole	članki	articol	članek	N;INDF;FEM;PL	N;NOM;MASC;PL
articole	izdelki	articol	izdelek	N;INDF;FEM;PL	N;NOM;MASC;PL
articole	postavk	articol	postavka	N;INDF;FEM;PL	N;GEN;FEM;PL
articole	predmeti	articol	predmet	N;INDF;FEM;PL	N;NOM;MASC;PL
articole	postavke	articol	postavka	N;INDF;FEM;PL	N;NOM;FEM;PL
cunoscut	znana	cunoscut	znan	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
cunoscut	znan	cunoscut	znan	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
cunoscut	znano	cunoscut	znan	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;V.PTCP
cunoscut	poznan	cunoscut	poznan	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
patru	štirje	patru	štirje	NUM;PL	NUM;NOM;MASC;PL
patru	štiri	patru	štirje	NUM;PL	NUM;ACC;FEM;PL
tip	tip	tip	tip	N;INDF;MASC;SG	N;NOM;MASC;SG
tip	type	tip	typ	N;INDF;MASC;SG	N;NOM;MASC;SG
tip	vrsta	tip	vrsta	N;INDF;MASC;SG	N;NOM;FEM;SG
tip	tip	tip	tip	N;INDF;MASC;SG	N;NOM;MASC;SG
persoane	oseb	persoană	oseba	N;INDF;FEM;PL	N;GEN;FEM;PL
persoane	osebe	persoană	oseba	N;INDF;FEM;PL	N;NOM;FEM;PL
persoane	ljudje	persoană	človek	N;INDF;FEM;PL	N;NOM;MASC;PL
persoane	osebe	persoană	oseba	N;INDF;FEM;PL	N;NOM;FEM;PL
persoane	ljudi	persoană	človek	N;INDF;FEM;PL	N;ACC;MASC;PL
etc	etc	etc	etc		
etc	itd	etc	itd		
exemplu	zgled	exemplu	zgled	N;INDF;MASC;SG	N;NOM;MASC;SG
exemplu	primer	exemplu	primer	N;INDF;MASC;SG	N;NOM;MASC;SG
articol	članek	articol	članek	N;INDF;MASC;SG	N;NOM;MASC;SG
articol	člena	articol	člen	N;INDF;MASC;SG	N;GEN;MASC;SG
articol	člen	articol	člen	N;INDF;MASC;SG	N;NOM;MASC;SG
articol	izdelek	articol	izdelek	N;INDF;MASC;SG	N;NOM;MASC;SG
nascut	rojen	naște	rojen	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
nascut	rojena	naște	rojen	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
nascut	rojen	naște	rojen	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
nascut	rojena	naște	rojen	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
jos	navzdol	jos	navzdol	ADV	ADV
deoarece	ker	deoarece	ker	CONJ;POS	CONJ
raport	poročilo	raport	poročilo	N;INDF;MASC;SG	N;NOM;NEUT;SG
diferite	drugačni	diferit	drugačen	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;PL
special	posebno	special	posebno	ADV	ADV
svg	svg	svg	svg	N	N;NOM;MASC;SG
dat	dano	dat	dan	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
imparat	car	impara	car	N;INDF;MASC;SG	N;NOM;MASC;SG
imparat	imperator	impara	imperator	N;INDF;MASC;SG	N;NOM;MASC;SG
imparat	cesar	impara	cesar	N;INDF;MASC;SG	N;NOM;MASC;SG
imparat	car	impara	car	N;INDF;MASC;SG	N;NOM;MASC;SG
imparat	imperator	impara	imperator	N;INDF;MASC;SG	N;NOM;MASC;SG
imparat	cesar	impara	cesar	N;INDF;MASC;SG	N;NOM;MASC;SG
bun	pridna	bun	pridno	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
bun	dober	bun	dober	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
format	oblika	format	oblika	N;INDF;MASC;SG	N;NOM;FEM;SG
format	format	format	format	N;INDF;MASC;SG	N;NOM;MASC;SG
primit	prejeti	primi	prejeti	V;MASC;SG;V.PTCP	V;PFV;NFIN
presedinte	predsednik	presedinte	predsednik	N;INDF;MASC;SG	N;NOM;MASC;SG
presedinte	predsednica	presedinte	predsednica	N;INDF;MASC;SG	N;NOM;FEM;SG
presedinte	predsednik	presedinte	predsednik	N;INDF;MASC;SG	N;NOM;MASC;SG
presedinte	predsednik	presedinte	predsednik	N;INDF;MASC;SG	N;NOM;MASC;SG
presedinte	predsednica	presedinte	predsednica	N;INDF;MASC;SG	N;NOM;FEM;SG
presedinte	predsednik	presedinte	predsednik	N;INDF;MASC;SG	N;NOM;MASC;SG
presedinte	predsednica	presedinte	predsednica	N;INDF;MASC;SG	N;NOM;FEM;SG
presedinte	predsednik	presedinte	predsednik	N;INDF;MASC;SG	N;NOM;MASC;SG
oameni	ljudje	om	človek	N;INDF;MASC;PL	N;NOM;MASC;PL
oameni	osebe	om	oseba	N;INDF;MASC;PL	N;NOM;FEM;PL
oameni	ljudi	om	človek	N;INDF;MASC;PL	N;ACC;MASC;PL
istoric	zgodovinski	istoric	zgodovinski	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
istoric	zgodovinska	istoric	zgodovinski	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
istoric	zgodovinsko	istoric	zgodovinski	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
istoric	zgodovinski	istoric	zgodovinski	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
istoric	zgodovinsko	istoric	zgodovinski	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
istoric	zgodovinska	istoric	zgodovinski	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
team	ekipa	team	ekipa	N;INDF;MASC;SG	N;NOM;FEM;SG
team	team	team	teama	N;INDF;MASC;SG	N;NOM;MASC;SG
copii	otroci	copil	otrok	N;INDF;MASC;PL	N;NOM;MASC;PL
copii	otroci	copil	otrok	N;INDF;MASC;PL	N;NOM;MASC;PL
aproximativ	približno	aproximativ	približno	ADV	ADV
aproximativ	približno	aproximativ	približno	ADV	ADV
aproximativ	grobo	aproximativ	grobo	ADV	ADV
lucru	stvar	lucru	stvar	N;INDF;MASC;SG	N;NOM;FEM;SG
lucru	delo	lucru	delo	N;INDF;MASC;SG	N;NOM;NEUT;SG
romani	romuni	roman	romun	N;INDF;MASC;PL	N;NOM;MASC;PL
romani	rimljani	roman	rimljan	N;INDF;MASC;PL	N;NOM;MASC;PL
folosit	uporabljen	folosit	uporabljen	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
folosit	uporabljena	folosit	uporabljen	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
folosit	uporabljeno	folosit	uporabljeno	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;V.PTCP
acum	zdaj	acum	zdaj	ADV	ADV
acum	sedaj	acum	sedaj	ADV	ADV
reprezinta	zastopati	reprezinta	zastopati	V;IND;SG;3;IPFV;FIN	V;IPFV;NFIN
reprezinta	zastopati	reprezinta	zastopati	V;IND;SG;3;IPFV;FIN	V;IPFV;NFIN
numar	številka	numar	številka	N;INDF;MASC;SG	N;NOM;FEM;SG
numar	število	numar	število	N;INDF;MASC;SG	N;NOM;NEUT;SG
numar	številka	numar	številka	N;INDF;MASC;SG	N;NOM;FEM;SG
numar	število	numar	število	N;INDF;MASC;SG	N;NOM;NEUT;SG
vechi	staro	vechi	star	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
vechi	stara	vechi	star	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
limbi	jezike	limbă	jezik	N;INDF;FEM;PL	N;ACC;MASC;PL
limbi	jeziki	limbă	jezik	N;INDF;FEM;PL	N;NOM;MASC;PL
fotbal	nogomet	fotbal	nogomet	N;INDF;MASC;SG	N;NOM;MASC;SG
fotbal	football	fotbal	football	N;INDF;MASC;SG	N;NOM;MASC;SG
fotbal	nogomet	fotbal	nogomet	N;INDF;MASC;SG	N;NOM;MASC;SG
fotbal	fuzbal	fotbal	fuzbal	N;INDF;MASC;SG	N;NOM;MASC;SG
anterior	predhodno	anterior	predhodno	ADV	ADV
anterior	predhodno	anterior	predhodno	ADV	ADV
palomar	palomar	palomar	palomar	N;INDF;MASC;SG	N;NOM;MASC;SG
orase	mest	oras	mesto	N;INDF;FEM;PL	N;GEN;NEUT;PL
orase	mesta	oras	mesto	N;INDF;FEM;PL	N;NOM;NEUT;PL
orase	mesti	oras	mesto	N;INDF;FEM;PL	N;NOM;NEUT;PL
orase	mest	oras	mesto	N;INDF;FEM;PL	N;GEN;NEUT;PL
orase	mesta	oras	mesto	N;INDF;FEM;PL	N;NOM;NEUT;PL
orase	mesti	oras	mesto	N;INDF;FEM;PL	N;NOM;NEUT;PL
orase	mesta	oras	mesto	N;INDF;FEM;PL	N;NOM;NEUT;PL
orase	mest	oras	mesto	N;INDF;FEM;PL	N;GEN;NEUT;PL
orase	mest	oras	mesto	N;INDF;FEM;PL	N;GEN;NEUT;PL
orase	mesta	oras	mesto	N;INDF;FEM;PL	N;NOM;NEUT;PL
orase	mesti	oras	mesto	N;INDF;FEM;PL	N;NOM;NEUT;PL
lansat	sproščeno	lansat	sproščeno	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG;V.PTCP
lansat	izpuščen	lansat	izpuščen	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
lansat	izpuščena	lansat	izpuščen	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
lansat	izstreljena	lansat	izstreljen	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
istorice	zgodovinske	istoric	zgodovinski	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;PL
informatii	podatki	informat	podatek	N;INDF;FEM;PL	N;NOM;MASC;PL
informatii	informacije	informat	informacija	N;INDF;FEM;PL	N;NOM;FEM;PL
informatii	informacije	informat	informacija	N;INDF;FEM;PL	N;NOM;FEM;PL
informatii	podatki	informat	podatek	N;INDF;FEM;PL	N;NOM;MASC;PL
informatii	informacije	informat	informacija	N;INDF;FEM;PL	N;NOM;FEM;PL
informatii	informacije	informat	informacija	N;INDF;FEM;PL	N;NOM;FEM;PL
informatii	podatki	informat	podatek	N;INDF;FEM;PL	N;NOM;MASC;PL
informatii	informacije	informat	informacija	N;INDF;FEM;PL	N;NOM;FEM;PL
titlu	naslovnica	titlu	naslovnica	N;INDF;MASC;SG	N;NOM;FEM;SG
titlu	naslov	titlu	naslov	N;INDF;MASC;SG	N;INAN;ACC;MASC;SG
titlu	naziv	titlu	naziv	N;INDF;MASC;SG	N;NOM;MASC;SG
goluri	cilji	gol	cilj	N;INDF;FEM;PL	N;NOM;MASC;PL
album	album	album	album	N;INDF;MASC;SG	N;NOM;MASC;SG
album	albuma	album	album	N;INDF;MASC;SG	N;GEN;MASC;SG
color	barvni	color	barven	ADJ	ADJ;NOM;MASC;SG
color	barvni	color	barven	ADJ	ADJ;NOM;MASC;SG
german	nemško	german	nemški	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
german	nemška	german	nemški	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
des	pogosto	des	pogosto	ADV	ADV
principal	ravnatelj	principal	ravnatelj	N;INDF;MASC;SG	N;NOM;MASC;SG
principal	ravnateljica	principal	ravnateljica	N;INDF;MASC;SG	N;NOM;FEM;SG
principal	glavnica	principal	glavnica	N;INDF;MASC;SG	N;NOM;FEM;SG
mici	majhni	mic	majhen	ADJ;INDF;PL	ADJ;NOM;MASC;PL
mici	majhne	mic	majhen	ADJ;INDF;PL	ADJ;NOM;FEM;PL
european	evropski	european	evropski	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
european	evropska	european	evropski	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
european	evropsko	european	evropski	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
mic	majhno	mic	majhen	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
mic	majhen	mic	majhen	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
mic	majhna	mic	majhen	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
gen	spol	gen	spol	N;INDF;MASC;SG	N;NOM;MASC;SG
