hän	тя	hän	аз	PRO;NOM;SG;3	PRO;NOM;FEM;SG;3
suomalainen	финландски	suomalainen	финландски	ADJ;NOM;SG	ADJ;INDF;MASC;SG
suomalainen	фин	suomalainen	фин	ADJ;NOM;SG	ADJ;INDF;MASC;SG
kuten	като	kuten	като	CONJ	CONJ
wikipedia	уикипедия	wikipedia	уикипедия	N;NOM;SG	N;INDF;FEM;SG
ensimmäinen	първи	ensimmäinen	първи	ADJ;NOM;SG	ADJ;INDF;MASC;SG
tämä	това	tämä	този	PRO;NOM;SG	PRO;NOM;NEUT;SG
osa	част	osa	част	N;NOM;SG	N;INDF;FEM;SG
tammikuuta	януари	tammikuu	януари	N;PRT;SG	N;INDF;MASC;SG
yhteensä	общо	yhteensä	общо	ADV	ADV
syyskuuta	септември	syyskuu	септември	N;PRT;SG	N;INDF;MASC;SG
eri	различна	eri	различен	ADJ	ADJ;INDF;FEM;SG
eri	различни	eri	различен	ADJ	ADJ;INDF;PL
eri	различен	eri	различен	ADJ	ADJ;INDF;MASC;SG
keskustelu	разговор	keskustelu	разговор	N;NOM;SG	N;INDF;MASC;SG
keskustelu	беседа	keskustelu	бесед	N;NOM;SG	N;INDF;FEM;SG
keskustelu	дискусия	keskustelu	дискусия	N;NOM;SG	N;INDF;FEM;SG
keskustelu	обсъждане	keskustelu	обсъждане	N;NOM;SG	N;INDF;NEUT;SG
keskustelu	разискване	keskustelu	разискване	N;NOM;SG	N;INDF;NEUT;SG
keskustelu	дебат	keskustelu	дебат	N;NOM;SG	N;INDF;MASC;SG
keskustelu	чата	keskustelu	чата	N;NOM;SG	N;DEF;MASC;SG
keskustelu	чат	keskustelu	чат	N;NOM;SG	N;INDF;MASC;SG
maaliskuuta	март	maaliskuu	март	N;PRT;SG	N;INDF;MASC;SG
huhtikuuta	април	huhtikuu	април	N;PRT;SG	N;INDF;MASC;SG
huhtikuuta	април	huhtikuu	април	N;PRT;SG	N;INDF;MASC;SG
elokuuta	август	elokuu	август	N;PRT;SG	N;INDF;MASC;SG
kesäkuuta	джун	kesäkuu	джун	N;PRT;SG	N;INDF;MASC;SG
kesäkuuta	юни	kesäkuu	юни	N;PRT;SG	N;INDF;MASC;SG
joulukuuta	декември	joulukuu	декември	N;PRT;SG	N;INDF;MASC;SG
heinäkuuta	юли	heinäkuu	юли	N;PRT;SG	N;INDF;MASC;SG
helmikuuta	февруари	helmikuu	февруари	N;PRT;SG	N;INDF;MASC;SG
koko	цялата	koko	цял	ADJ	ADJ;DEF;FEM;SG
koko	цяла	koko	цял	ADJ	ADJ;INDF;FEM;SG
koko	цял	koko	цял	ADJ	ADJ;INDF;MASC;SG
koko	цялото	koko	цял	ADJ	ADJ;DEF;NEUT;SG
marraskuuta	ноември	marraskuu	ноември	N;PRT;SG	N;INDF;MASC;SG
vielä	още	vielä	още	ADV	ADV
diff	разлика	diff	разлика	N;NOM;SG	N;INDF;FEM;SG
pelasi	играл	pelata	играя	V;IND;SG;3;PST;FIN;ACT	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
kauden	сезон	kausi	сезон	N;GEN;SG	N;INDF;MASC;SG
kauden	сезона	kausi	сезон	N;GEN;SG	N;DEF;MASC;SG
nimi	името	nimi	име	N;NOM;SG	N;DEF;NEUT;SG
nimi	наименование	nimi	наименование	N;NOM;SG	N;INDF;NEUT;SG
nimi	име	nimi	име	N;NOM;SG	N;INDF;NEUT;SG
seura	клуб	seura	клуб	N;NOM;SG	N;INDF;MASC;SG
seura	клубът	seura	клуб	N;NOM;SG	N;DEF;MASC;SG
seura	дружество	seura	дружество	N;NOM;SG	N;INDF;NEUT;SG
seura	компания	seura	компания	N;NOM;SG	N;INDF;FEM;SG
seura	рота	seura	рота	N;NOM;SG	N;INDF;FEM;SG
seura	фирма	seura	фирма	N;NOM;SG	N;INDF;FEM;SG
hyvin	много	hyvin	много	ADV	ADV;INDF;PL
usein	често	usein	често	ADV	ADV
kuva	снимка	kuva	снимка	N;NOM;SG	N;INDF;FEM;SG
kuva	снимката	kuva	снимка	N;NOM;SG	N;DEF;FEM;SG
kuva	фото	kuva	фото	N;NOM;SG	N;INDF;MASC;SG
kuva	имидж	kuva	имидж	N;NOM;SG	N;INDF;MASC;SG
kuva	картинка	kuva	картинка	N;NOM;SG	N;INDF;FEM;SG
kuva	образ	kuva	образ	N;NOM;SG	N;INDF;MASC;SG
kuva	изображение	kuva	изображение	N;NOM;SG	N;INDF;NEUT;SG
kuva	снимка	kuva	снимка	N;NOM;SG	N;INDF;FEM;SG
kuva	картинка	kuva	картинка	N;NOM;SG	N;INDF;FEM;SG
alus	кораб	alus	кораб	N;NOM;SG	N;INDF;MASC;SG
alus	съд	alus	съд	N;NOM;SG	N;INDF;MASC;SG
alus	кораб	alus	кораб	N;NOM;SG	N;INDF;MASC;SG
alkoi	започна	alkaa	започна	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
kuuluu	принадлежи	kuulua	принадлежа	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
yleensä	обикновенно	yleensä	обикновенно	ADV	ADV
yleensä	обикновено	yleensä	обикновено	ADV	ADV
yleensä	нормално	yleensä	нормално	ADV	ADV
yleensä	обикновено	yleensä	обикновено	ADV	ADV
sitten	тогава	sitten	тогава	ADV	ADV
uusi	нов	uusi	нов	ADJ;NOM;SG	ADJ;INDF;MASC;SG
uusi	нова	uusi	нов	ADJ;NOM;SG	ADJ;INDF;FEM;SG
ajan	времето	aika	време	N;GEN;SG	N;DEF;NEUT;SG
ajan	време	aika	време	N;GEN;SG	N;INDF;NEUT;SG
aloitti	започна	aloittaa	започна	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
pinta	повърхност	pinta	повърхност	N;NOM;SG	N;INDF;FEM;SG
pinta	повърхността	pinta	повърхност	N;NOM;SG	N;DEF;FEM;SG
venäjän	руснак	venäjä	руснак	N;GEN;SG	N;INDF;MASC;SG
pohjois	север	pohjois	север	N;NOM;SG	N;INDF;MASC;SG
pohjois	северен	pohjois	северен	N;NOM;SG	N;INDF;MASC;SG
useita	многобройни	usea	многоброен	ADJ;PRT;PL	ADJ;INDF;PL
maalit	бои	maali	бой	N;NOM;PL	N;INDF;NEUT;PL
maalit	голове	maali	гол	N;NOM;PL	N;INDF;MASC;PL
maalit	цели	maali	цел	N;NOM;PL	N;INDF;FEM;PL
maalit	бои	maali	бой	N;NOM;PL	N;INDF;NEUT;PL
yhdessä	заедно	yhdessä	заедно	ADV	ADV
näyttelijä	актриса	näyttelijä	актриса	N;NOM;SG	N;INDF;FEM;SG
näyttelijä	актрисата	näyttelijä	актриса	N;NOM;SG	N;DEF;FEM;SG
näyttelijä	актьор	näyttelijä	актьор	N;NOM;SG	N;INDF;MASC;SG
tulee	идва	tulla	идвам	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
tulee	идва	tulla	идвам	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
aina	винаги	aina	винаги	ADV	ADV
maan	земята	maa	земя	N;GEN;SG	N;DEF;FEM;SG
maan	земя	maa	земя	N;GEN;SG	N;INDF;FEM;SG
maan	държава	maa	държава	N;GEN;SG	N;INDF;FEM;SG
maan	страна	maa	страна	N;GEN;SG	N;INDF;FEM;SG
kerran	веднъж	kerran	веднъж	ADV	ADV
elokuva	филм	elo#kuva	филм	N;NOM;SG	N;INDF;MASC;SG
elokuva	филм	elo#kuva	филм	N;NOM;SG	N;INDF;MASC;SG
elokuva	лента	elo#kuva	лента	N;NOM;SG	N;INDF;FEM;SG
elokuva	киното	elo#kuva	кино	N;NOM;SG	N;DEF;NEUT;SG
elokuva	кино	elo#kuva	кино	N;NOM;SG	N;INDF;NEUT;SG
saksan	германец	saksa	германец	N;GEN;SG	N;INDF;MASC;SG
kaupunki	град	kaupunki	град	N;NOM;SG	N;INDF;MASC;SG
kaupunki	градът	kaupunki	град	N;NOM;SG	N;DEF;MASC;SG
kaupunki	градче	kaupunki	градче	N;NOM;SG	N;INDF;NEUT;SG
kaupunki	град	kaupunki	град	N;NOM;SG	N;INDF;MASC;SG
kaupunki	градът	kaupunki	град	N;NOM;SG	N;DEF;MASC;SG
kaupunki	сити	kaupunki	сит	N;NOM;SG	N;INDF;MASC;SG
etelä	южен	etelä	южен	N;NOM;SG	N;INDF;MASC;SG
etelä	южен	etelä	южен	N;NOM;SG	N;INDF;MASC;SG
etelä	юг	etelä	юг	N;NOM;SG	N;INDF;MASC;SG
nyt	сега	nyt	сега	ADV	ADV
katso	виж	katsoa	видя-(се)	V;IMP;SG;2;FIN;ACT	V;PFV;IMP;SG;2;FIN
katso	гледай	katsoa	гледам	V;IMP;SG;2;FIN;ACT	V;IPFV;IMP;SG;2;FIN
katso	виж	katsoa	видя-(се)	V;IMP;SG;2;FIN;ACT	V;PFV;IMP;SG;2;FIN
käyttää	използва	käyttää	използвам	V;IND;SG;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
kertaa	таймс	kerta	таймс	N;PRT;SG	N;INDF;MASC;SG
alussa	начало	alku	начало	N;IN+ESS;SG	N;INDF;NEUT;SG
yhden	една	yksi	един	NUM;GEN;SG	NUM;INDF;FEM;SG
yhden	един	yksi	един	NUM;GEN;SG	NUM;INDF;MASC;SG
yhden	едно	yksi	един	NUM;GEN;SG	NUM;INDF;NEUT;SG
vuodet	години	vuosi	година	N;NOM;PL	N;INDF;FEM;PL
vuodet	годините	vuosi	година	N;NOM;PL	N;DEF;FEM;PL
alueen	район	alue	район	N;GEN;SG	N;INDF;MASC;SG
alueen	регион	alue	регион	N;GEN;SG	N;INDF;MASC;SG
alueen	област	alue	област	N;GEN;SG	N;INDF;FEM;SG
yhtye	група	yhtye	група	N;NOM;SG	N;INDF;FEM;SG
yhtye	оркестър	yhtye	оркестър	N;NOM;SG	N;INDF;MASC;SG
yhtye	банда	yhtye	банда	N;NOM;SG	N;INDF;FEM;SG
yhtye	лента	yhtye	лента	N;NOM;SG	N;INDF;FEM;SG
ranskan	французин	ranska	французин	N;GEN;SG	N;INDF;MASC;SG
tarkoittaa	означава	tarkoittaa	означавам	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
pelaaja	плеър	pelaaja	плеър	N;NOM;SG	N;INDF;MASC;SG
pelaaja	играч	pelaaja	играч	N;NOM;SG	N;INDF;MASC;SG
lähes	почти	lähes	почти	ADV	ADV
taas	отново	taas	отново	ADV	ADV
taas	пак	taas	пак	ADV	ADV
kuoli	умрял	kuolla	умра	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
kuoli	умряла	kuolla	умра	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
albumi	албум	albumi	албум	N;NOM;SG	N;INDF;MASC;SG
metriä	метра	metri	метър	N;PRT;SG	N;DEF;MASC;SG
alle	долу	alle	долу	ADV	ADV
alle	отдолу	alle	отдолу	ADV	ADV
siellä	там	siellä	там	ADV	ADV
laulu	вокал	laulu	вокал	N;NOM;SG	N;INDF;MASC;SG
laulu	пеенето	laulu	пеене	N;NOM;SG	N;DEF;NEUT;SG
laulu	пеене	laulu	пеене	N;NOM;SG	N;INDF;NEUT;SG
laulu	песен	laulu	песен	N;NOM;SG	N;INDF;FEM;SG
laulu	песничка	laulu	песничка	N;NOM;SG	N;INDF;FEM;SG
erityisesti	особено	erityisesti	особено	ADV	ADV
pois	надалеч	pois	надалеч	ADV	ADV
pois	далеч	pois	далеч	ADV	ADV
valittiin	избрана	valita	избера	V;IND;PST;FIN;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
valittiin	избрано	valita	избера	V;IND;PST;FIN;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
valittiin	избрани	valita	избера	V;IND;PST;FIN;PASS	V;PFV;INDF;PL;V.PTCP;PASS
valittiin	избран	valita	избера	V;IND;PST;FIN;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
suuri	голям	suuri	голям	ADJ;NOM;SG	ADJ;INDF;MASC;SG
suuri	голяма	suuri	голям	ADJ;NOM;SG	ADJ;INDF;FEM;SG
suuri	голям	suuri	голям	ADJ;NOM;SG	ADJ;INDF;MASC;SG
suuri	голяма	suuri	голям	ADJ;NOM;SG	ADJ;INDF;FEM;SG
http	http	http	http	N;NOM;SG	N;INDF;MASC;SG
osallistui	участвала	osallistua	участвам	V;IND;SG;3;PST;FIN;ACT	V;IPFV;INDF;FEM;SG;PST;V.PTCP;ACT
joukkue	отряд	joukkue	отряд	N;NOM;SG	N;INDF;MASC;SG
joukkue	взвод	joukkue	взвод	N;NOM;SG	N;INDF;MASC;SG
joukkue	взвод	joukkue	взвод	N;NOM;SG	N;INDF;MASC;SG
joukkue	отбор	joukkue	отбор	N;NOM;SG	N;INDF;MASC;SG
joukkue	отбора	joukkue	отбор	N;NOM;SG	N;DEF;MASC;SG
joukkue	екип	joukkue	екип	N;NOM;SG	N;INDF;MASC;SG
luettelo	списък	luettelo	списък	N;NOM;SG	N;INDF;MASC;SG
edelleen	още	edelleen	още	ADV	ADV
alue	район	alue	район	N;NOM;SG	N;INDF;MASC;SG
alue	регион	alue	регион	N;NOM;SG	N;INDF;MASC;SG
alue	област	alue	област	N;NOM;SG	N;INDF;FEM;SG
alue	зона	alue	зона	N;NOM;SG	N;INDF;FEM;SG
alue	зона	alue	зона	N;NOM;SG	N;INDF;FEM;SG
alue	площ	alue	площ	N;NOM;SG	N;INDF;FEM;SG
alue	област	alue	област	N;NOM;SG	N;INDF;FEM;SG
alue	район	alue	район	N;NOM;SG	N;INDF;MASC;SG
maailman	свят	maailma	свят	N;GEN;SG	N;INDF;MASC;SG
maailman	света	maailma	свят	N;GEN;SG	N;DEF;MASC;SG
kirjailija	писател	kirjailija	писател	N;NOM;SG	N;INDF;MASC;SG
kirjailija	писателка	kirjailija	писателка	N;NOM;SG	N;INDF;FEM;SG
kirjailija	сценарист	kirjailija	сценарист	N;NOM;SG	N;INDF;MASC;SG
kirjailija	писател	kirjailija	писател	N;NOM;SG	N;INDF;MASC;SG
kirjailija	автор	kirjailija	автор	N;NOM;SG	N;INDF;MASC;SG
sodan	войната	sota	война	N;GEN;SG	N;DEF;FEM;SG
sodan	война	sota	война	N;GEN;SG	N;INDF;FEM;SG
elokuvan	филм	elo#kuva	филм	N;GEN;SG	N;INDF;MASC;SG
takaisin	назад	takaisin	назад	ADV	ADV
takaisin	обратно	takaisin	обратно	ADV	ADV
perustettiin	основана	perustaa	основа	V;IND;PST;FIN;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
perustettiin	основано	perustaa	основа	V;IND;PST;FIN;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
perustettiin	основан	perustaa	основа	V;IND;PST;FIN;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
entinen	бивша	entinen	бивш	ADJ;NOM;SG	ADJ;INDF;FEM;SG
aiemmin	досега	aiemmin	досега	ADV	ADV
valmistui	завърши	valmistua	завърша	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
valmistui	завършила	valmistua	завърша	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
valmistui	завършил	valmistua	завърша	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
kappale	параграф	kappale	параграф	N;NOM;SG	N;INDF;MASC;SG
kappale	абзац	kappale	абзац	N;NOM;SG	N;INDF;MASC;SG
kappale	песен	kappale	песен	N;NOM;SG	N;INDF;FEM;SG
kappale	песничка	kappale	песничка	N;NOM;SG	N;INDF;FEM;SG
kitara	китарата	kitara	китар	N;NOM;SG	N;DEF;FEM;SG
kitara	китара	kitara	китар	N;NOM;SG	N;INDF;FEM;SG
pituus	дължина	pituus	дължина	N;NOM;SG	N;INDF;FEM;SG
pituus	ръст	pituus	ръст	N;NOM;SG	N;INDF;MASC;SG
pituus	височина	pituus	височина	N;NOM;SG	N;INDF;FEM;SG
isbn	isbn	isbn	isbn	N;NOM;SG	N;INDF;FEM;SG
kilometriä	километра	kilo#metri	километър	N;PRT;SG	N;DEF;MASC;SG
aika	времето	aika	време	N;NOM;SG	N;DEF;NEUT;SG
aika	време	aika	време	N;NOM;SG	N;INDF;NEUT;SG
enemmän	повече	enemmän	повече	ADV	ADV;INDF;PL
enemmän	още	enemmän	още	ADV	ADV
kunta	комуна	kunta	комуна	N;NOM;SG	N;INDF;FEM;SG
kunta	община	kunta	община	N;NOM;SG	N;INDF;FEM;SG
hopeaa	сребърна	hopea	сребърна-(се)	N;PRT;SG	N;INDF;FEM;SG
hopeaa	силвър	hopea	силвър	N;PRT;SG	N;INDF;MASC;SG
hopeaa	сребро	hopea	сребро	N;PRT;SG	N;INDF;NEUT;SG
hopeaa	сребърен	hopea	сребърен	N;PRT;SG	N;INDF;MASC;SG
kirkko	църква	kirkko	църква	N;NOM;SG	N;INDF;FEM;SG
kirkko	църквата	kirkko	църква	N;NOM;SG	N;DEF;FEM;SG
levy	албум	levy	албум	N;NOM;SG	N;INDF;MASC;SG
levy	рекорд	levy	рекорд	N;NOM;SG	N;INDF;MASC;SG
levy	запис	levy	запис	N;NOM;SG	N;INDF;MASC;SG
levy	диск	levy	диск	N;NOM;SG	N;INDF;MASC;SG
levy	диска	levy	дискам	N;NOM;SG	N;DEF;MASC;SG
levy	диск	levy	диск	N;NOM;SG	N;INDF;MASC;SG
levy	диска	levy	дискам	N;NOM;SG	N;DEF;MASC;SG
julkaistu	освободена	julkaista	освободя-(се)	V;NOM;SG;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
julkaistu	освободен	julkaista	освободя-(се)	V;NOM;SG;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
julkaistu	публикуван	julkaista	публикувам	V;NOM;SG;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
julkaistu	публикувано	julkaista	публикувам	V;NOM;SG;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
julkaistu	публикуван	julkaista	публикувам	V;NOM;SG;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
julkaistu	публикувана	julkaista	публикувам	V;NOM;SG;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
julkaistu	публикувано	julkaista	публикувам	V;NOM;SG;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
ottelut	мачове	ottelu	мач	N;NOM;PL	N;INDF;MASC;PL
ottelut	съвпадения	ottelu	съвпадя	N;NOM;PL	N;INDF;NEUT;PL
ottelut	боеве	ottelu	боеве	N;NOM;PL	N;INDF;MASC;PL
ottelut	сбивания	ottelu	сбиване	N;NOM;PL	N;INDF;NEUT;PL
ottelut	битки	ottelu	битка	N;NOM;PL	N;INDF;FEM;PL
lisätty	добавена	lisätä	добавя	V;NOM;SG;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
lisätty	добавен	lisätä	добавен	V;NOM;SG;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
lisätty	добавено	lisätä	добавя	V;NOM;SG;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
tehdä	направи	tehdä	направя-(се)	V;SG;NFIN;ACT	V;PFV;IMP;SG;2;FIN
toiminut	работил	toimia	работя	V;NOM;SG;V.PTCP;ACT	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
toiseksi	втора	toinen	втори	ADJ;TRANS;SG	ADJ;INDF;FEM;SG
toiseksi	втори	toinen	втори	ADJ;TRANS;SG	ADJ;INDF;MASC;SG
olemassa	съществува	olla	съществувам	V;IN+ESS;SG;NFIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
albumin	албум	albumi	албум	N;GEN;SG	N;INDF;MASC;SG
kirkon	църква	kirkko	църква	N;GEN;SG	N;INDF;FEM;SG
kirkon	църквата	kirkko	църква	N;GEN;SG	N;DEF;FEM;SG
oman	собствен	oma	собствен	ADJ;GEN;SG	ADJ;INDF;MASC;SG
oman	собствена	oma	собствен	ADJ;GEN;SG	ADJ;INDF;FEM;SG
artikkeli	статия	artikkeli	статия	N;NOM;SG	N;INDF;FEM;SG
artikkeli	член	artikkeli	член	N;NOM;SG	N;INDF;MASC;SG
uudelleen	отново	uudelleen	отново	ADV	ADV
uudelleen	пак	uudelleen	пак	ADV	ADV
kunnes	докато	kunnes	докато	CONJ	CONJ
lähde	източник	lähde	източник	N;NOM;SG	N;INDF;MASC;SG
kuningas	крал	kuningas	крал	N;NOM;SG	N;INDF;MASC;SG
kuningas	кинг	kuningas	кинг	N;NOM;SG	N;INDF;MASC;SG
kuningas	кралят	kuningas	крал	N;NOM;SG	N;DEF;MASC;SG
kuningas	цар	kuningas	цар	N;NOM;SG	N;INDF;MASC;SG
kuningas	краля	kuningas	крал	N;NOM;SG	N;DEF;MASC;SG
pian	скоро	pian	скоро	ADV	ADV
mestaruuden	първенство	mestaruus	първенство	N;GEN;SG	N;INDF;NEUT;SG
mestaruuden	шампионат	mestaruus	шампионат	N;GEN;SG	N;INDF;MASC;SG
pronssia	бронз	pronssi	бронз	N;PRT;SG	N;INDF;MASC;SG
pronssia	бронзов	pronssi	бронзов	N;PRT;SG	N;INDF;MASC;SG
raportti	докладване	raportti	докладване	N;NOM;SG	N;INDF;NEUT;SG
raportti	доклад	raportti	доклад	N;NOM;SG	N;INDF;MASC;SG
poika	момче	poika	момче	N;NOM;SG	N;INDF;NEUT;SG
poika	момченце	poika	момченце	N;NOM;SG	N;INDF;NEUT;SG
poika	хлапе	poika	хлапа	N;NOM;SG	N;INDF;NEUT;SG
poika	дете	poika	дете	N;NOM;SG	N;INDF;NEUT;SG
poika	син	poika	син	N;NOM;SG	N;INDF;MASC;SG
sisältää	съдържа	sisältää	съдържам-(се)	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
sisältää	включва	sisältää	включвам-(се)	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
joskus	понякога	joskus	някога	ADV	ADV
aikaa	времето	aika	време	N;PRT;SG	N;DEF;NEUT;SG
aikaa	време	aika	време	N;PRT;SG	N;INDF;NEUT;SG
jalkapalloilija	футболист	jalka#palloilija	футболист	N;NOM;SG	N;INDF;MASC;SG
laulaja	певецът	laulaja	певец	N;NOM;SG	N;DEF;MASC;SG
laulaja	певица	laulaja	певица	N;NOM;SG	N;INDF;FEM;SG
laulaja	сингър	laulaja	сингър	N;NOM;SG	N;INDF;MASC;SG
laulaja	певец	laulaja	певец	N;NOM;SG	N;INDF;MASC;SG
luokan	категория	luokka	категория	N;GEN;SG	N;INDF;FEM;SG
luokan	клас	luokka	клас	N;GEN;SG	N;INDF;MASC;SG
luokan	класа	luokka	клас	N;GEN;SG	N;DEF;MASC;SG
kolmas	трети	kolmas	трети	ADJ;NOM;SG	ADJ;INDF;MASC;SG
kolmas	трета	kolmas	трети	ADJ;NOM;SG	ADJ;INDF;FEM;SG
lähinnä	основно	lähinnä	основно	ADV	ADV
lähinnä	предимно	lähinnä	предимно	ADV	ADV
lähinnä	главно	lähinnä	главно	ADV	ADV
lähinnä	предимно	lähinnä	предимно	ADV	ADV
lähinnä	главно	lähinnä	главно	ADV	ADV
aluksi	първоначално	aluksi	първоначално	ADV	ADV
kultaa	злато	kulta	злато	N;PRT;SG	N;INDF;NEUT;SG
lähellä	близко	lähellä	близък	ADV	ADV
lähellä	близо	lähellä	близо	ADV	ADV
lähellä	близко	lähellä	близък	ADV	ADV
lähellä	близо	lähellä	близо	ADV	ADV
lähellä	наблизо	lähellä	наблизо	ADV	ADV
piti	хареса	pitää	харесам-(се)	V;IND;SG;3;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
piti	харесал	pitää	харесам-(се)	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
tehty	направена	tehdä	направя-(се)	V;NOM;SG;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
tehty	направено	tehdä	направя-(се)	V;NOM;SG;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
tehty	направен	tehdä	направя-(се)	V;NOM;SG;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
tehty	направено	tehdä	направя-(се)	V;NOM;SG;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
tehty	сторено	tehdä	сторя-(се)	V;NOM;SG;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
hyvä	добър	hyvä	добър	ADJ;NOM;SG	ADJ;INDF;MASC;SG
siirrettiin	преместени	siirtää	преместя-(се)	V;IND;PST;FIN;PASS	V;PFV;INDF;PL;V.PTCP;PASS
siirrettiin	преместен	siirtää	преместя-(се)	V;IND;PST;FIN;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
siirrettiin	преместена	siirtää	преместя-(се)	V;IND;PST;FIN;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
siirrettiin	прехвърлен	siirtää	прехвърля-(се)	V;IND;PST;FIN;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
