まで	bis	まで	bis	ADP	ADP
出演	erscheinungen	出演	erscheinung	V	V;NFIN
出演	erscheinen	出演	erscheinen	V	V;NFIN
出演	auftritt	出演	auftreten	V	V;IND;SG;3;PRS;FIN
出演	aussehen	出演	aussehen	V	V;NFIN
出演	gegossen	出演	gießen	V	V;V.PTCP
出演	werfen	出演	werfen	V	V;NFIN
出演	geworfen	出演	werfen	V	V;V.PTCP
開始	beginnen	開始	beginnen	V	V;NFIN
開始	beginnt	開始	beginnen	V	V;IND;SG;3;PRS;FIN
開始	anfangen	開始	anfangen	V	V;NFIN
開始	starten	開始	start	V	V;NFIN
開始	anfangen	開始	anfangen	V	V;NFIN
開始	beginnen	開始	beginnen	V	V;NFIN
開始	beginn	開始	beginnen	V	V;IND;SG;3;PST;FIN
シリーズ	serie	シリーズ	serie	N	N;NOM;FEM;SG
記事	erzählung	記事	erzählung	N	N;FEM;SG
記事	erzählungen	記事	erzählingen	N	N;NOM;FEM;PL
記事	satzung	記事	satzung	N	N
活動	tätigkeiten	活動	tätigkeit	V	V;NFIN
活動	aktivitäten	活動	aktivität	V	V;NFIN
選手	spielern	選手	spielern	N	N;PL
選手	sportlern	選手	sportlern	N	N;PL
しかし	aber	しかし	aber	CONJ	CONJ
研究	studien	研究	studien	V	V;NFIN
研究	untersuchungen	研究	untersuchingen	V	V;NFIN
研究	forschungen	研究	forschungen	V	V;NFIN
研究	recherchen	研究	recherch	V	V;NFIN
会話	unterhaltungen	会話	unterhaltung	V	V;NFIN
会話	unterhaltungen	会話	unterhaltung	V	V;NFIN
チーム	mannschaften	チーム	mannschaften	N	N;NOM;PL
チーム	teams	チーム	teams	N	N;NOM;NEUT;PL
チーム	team	チーム	team	N	N;NOM;NEUT;SG
存在	existieren	存在	existieren	V	V;NFIN
存在	bestehen	存在	bestehen	V	V;NFIN
優勝	gewinnen	優勝	gewinnen	V	V;NFIN
所属	gehöre	所属	gehören	V	V;SBJV;SG;3;PRS;FIN
所属	dazugehören	所属	dazugehören	V	V;NFIN
所属	gehören	所属	gehören	V	V;IND;3;PRS;FIN
所属	angehören	所属	angehören	V	V;NFIN
結果	ergebnisse	結果	ergebnis	N	N;NOM;NEUT;PL
アルバム	alben	アルバム	albe	N	N;NOM;PL
アルバム	albums	アルバム	albums	N	N;NOM;SG
ゲーム	spiele	ゲーム	spiel	N	N;NOM;NEUT;PL
ゲーム	spiel	ゲーム	spielen	N	N;NOM;NEUT;SG
ゲーム	spiel	ゲーム	spielen	N	N;NOM;NEUT;SG
ゲーム	spiele	ゲーム	spiel	N	N;NOM;NEUT;PL
問題	ausgabe	問題	ausgeben	N	N;NOM;FEM;SG
問題	thema	問題	thema	N	N;NOM;NEUT;SG
問題	problemstellung	問題	problemstellung	N	N;NOM;FEM;SG
問題	problem	問題	probel	N	N;NOM;SG
リーグ	liga	リーグ	liga	N	N;NOM;FEM;SG
リーグ	ligen	リーグ	liegen	N	N;PL
利用	erlöst	利用	erlösen	V	V;V.PTCP
利用	einlösen	利用	einlösen	V	V;NFIN
利用	einzulösen	利用	einlösen	V	V;NFIN
利用	erlösen	利用	erlösen	V	V;NFIN
開発	entwicklungen	開発	entwicklung	V	V;NFIN
事業	geschäft	事業	schäfen	N	N;NOM;NEUT;SG
事業	unternehmen	事業	unternehmen	N	N;NOM;NEUT;PL
決定	entscheidungen	決定	entscheidung	V	V;NFIN
音楽	musik	音楽	musik	N	N;NOM;FEM;SG
転送	weiterleiten	転送	weiterleiten	V	V;NFIN
転送	übertragung	転送	übertragung	V	V;IND;SG;3;PRS;FIN
転送	verlegung	転送	verlegung	V	V
転送	übertragen	転送	übertragen	V	V;V.PTCP
転送	übermitteln	転送	übermitteln	V	V;NFIN
転送	überweisungen	転送	überweisung	V	V;NFIN
転送	übertragungen	転送	übertragungen	V	V;NFIN
公式	beamter	公式	beamt	ADJ	ADJ
公式	offizielles	公式	offiziell	ADJ	ADJ;NOM;NEUT;SG
公式	offizielle	公式	offiziell	ADJ	ADJ;NOM;FEM;PL
公式	offizieller	公式	offiziell	ADJ	ADJ
公式	offiziellen	公式	offiziell	ADJ	ADJ
参加	mitmachen	参加	mitmachen	V	V;NFIN
参加	beitreten	参加	beitreten	V	V;NFIN
変更	veränderungen	変更	veränderung	V	V;NFIN
変更	änderungen	変更	änderung	V	V;NFIN
変更	ändern	変更	ändern	V	V;NFIN
変更	abändern	変更	abändern	V	V;NFIN
変更	verändern	変更	verändern	V	V;NFIN
変更	modifizieren	変更	modifizieren	V	V;NFIN
変更	ändern	変更	ändern	V	V;NFIN
変更	wechseln	変更	wechseln	V	V;NFIN
サイト	website	サイト	websit	N	N;SG
サイト	seite	サイト	seit	N	N
サイト	standorte	サイト	standort	N	N;NOM
記録	aufzeichnen	記録	aufzeichnen	V	V;NFIN
記録	aufnehmen	記録	aufnehmen	V	V;NFIN
記録	aufnahmen	記録	aufnehmen	V	V;IND;PL;3;PST;FIN
記録	aufnehmen	記録	aufnehmen	V	V;NFIN
関係	beziehungen	関係	beziehungen	N	N;NOM;FEM;PL
クラブ	club	クラブ	club	N	N;NOM
クラブ	klub	クラブ	klub	N	N;NOM;MASC;SG
クラブ	diskotheken	クラブ	diskotheken	N	N;NOM;PL
同じ	gleiche	同じ	gleich	ADJ	ADJ;NOM;FEM;PL
同じ	gleichen	同じ	gleich	ADJ	ADJ;NOM;MASC;PL
設立	gegründet	設立	gründen	V	V;V.PTCP
設立	eingerichtet	設立	einrichten	V	V;V.PTCP
設立	etablierte	設立	etablieren	V	V;IND;SG;3;PST;FIN
設立	etabliert	設立	etablieren	V	V;V.PTCP
設立	einbeziehung	設立	einbeziehung	V	V;V.PTCP
考え	denken	考える	denken	V	V;NFIN
考え	nachdenken	考える	nachdenken	V	V;NFIN
考え	gedanken	考える	panken	V	V;NFIN
考え	überlegungen	考える	überlegungen	V	V;NFIN
考え	ideen	考える	ide	V	V;NFIN
教育	ausbildung	教育	ausbildung	N	N;FEM;SG
教育	erziehung	教育	erziehung	N	N;NOM;FEM;SG
設置	installieren	設置	installieren	V	V;NFIN
発表	bekanntmachungen	発表	bekanntmachung	V	V;NFIN
発表	ankündigungen	発表	ankündigung	V	V;NFIN
小学校	grundschule	小学校	grundschule	N	N;NOM;FEM;SG
編集	editieren	編集	editieren	V	V;NFIN
編集	bearbeiten	編集	bearbeiten	V	V;NFIN
編集	änderungen	編集	änderung	V	V;NFIN
編集	editieren	編集	editieren	V	V;NFIN
編集	bearbeiten	編集	bearbeiten	V	V;NFIN
編集	ändern	編集	ändern	V	V;NFIN
編集	abändern	編集	abändern	V	V;NFIN
編集	verändern	編集	verändern	V	V;NFIN
編集	modifizieren	編集	modifizieren	V	V;NFIN
シーズン	spielzeit	シーズン	spielzeit	N	N;NOM;SG
シーズン	saison	シーズン	saison	N	N;NOM;FEM;SG
シーズン	staffeln	シーズン	staffeln	N	N;NOM;FEM;PL
ファイル	akten	ファイル	akt	N	N
ファイル	akten	ファイル	akt	N	N
都市	städte	都市	staden	N	N;NOM;FEM;PL
会社	firma	会社	firma	N	N;NOM;FEM;SG
会社	firma	会社	firma	N	N;NOM;FEM;SG
会社	unternehmen	会社	unternehmen	N	N;NOM;NEUT;PL
会社	unternehmen	会社	unternehmen	N	N;NOM;NEUT;PL
ノート	hefte	ノート	hefen	N	N
ノート	hinweise	ノート	hinweisen	N	N;NOM;FEM;PL
開催	abgehalten	開催	abhalten	V	V;V.PTCP
開催	gehalten	開催	halten	V	V;V.PTCP
開催	hielt	開催	halten	V	V;IND;SG;3;PST;FIN
開催	festgehalten	開催	festhalten	V	V;V.PTCP
終了	beenden	終了	beenden	V	V;NFIN
終了	aufhören	終了	aufhören	V	V;NFIN
終了	beenden	終了	beenden	V	V;NFIN
終了	fertigstellen	終了	fertigstellen	V	V;NFIN
終了	beenden	終了	beenden	V	V;NFIN
終了	abgeschlossen	終了	abschließen	V	V;V.PTCP
終了	fertiggestellt	終了	fertigstellen	V	V;V.PTCP
終了	beendet	終了	beenden	V	V;V.PTCP
終了	erledigt	終了	erledigen	V	V;V.PTCP
終了	ausfahrt	終了	ausfahren	V	V;IND;SG;3;PRS;FIN
終了	beenden	終了	beenden	V	V;NFIN
終了	verlassen	終了	verlassen	V	V;NFIN
内容	inhalte	内容	inhalt	N	N
内容	inhalte	内容	inhalt	N	N
さらに	weiter	さらに	weiter	ADV	ADV
撮影	fotografieren	撮影	fotografieren	V	V;NFIN
撮影	filmen	撮影	filmen	V	V;NFIN
撮影	dreharbeiten	撮影	dreharbeit	V	V;NFIN
選手権	meisterschaft	選手権	meisterschaft	N	N;NOM;FEM;SG
選手権	meisterschaft	選手権	meisterschaft	N	N;NOM;FEM;SG
指定	spezifizieren	指定	spezifizieren	V	V;NFIN
指定	angeben	指定	angeben	V	V;V.PTCP
卒業	graduierte	卒業	graduieren	V	V;IND;SG;3;PST;FIN
公開	veröffentlichen	公開	veröffentlichen	V	V;NFIN
公開	publizieren	公開	publizieren	V	V;NFIN
最終	finale	最終	final	N	N;NOM;NEUT;SG
確認	bestätige	確認	bestätige	V	V;IND;SG;3;PST;FIN
確認	bestätigen	確認	bestätigen	V	V;NFIN
計画	plan	計画	plan	N	N
計画	pläne	計画	pläne	N	N;NOM;MASC;PL
経済	volkswirtschaften	経済	volkswirtschaft	N	N;NOM;PL
ページ	seite	ページ	seit	N	N
教授	professor	教授	professor	N	N;NOM;MASC;SG
劇場	kino	劇場	kino	N	N;NOM;NEUT;SG
劇場	theater	劇場	theat	N	N;NOM;SG
劇場	theater	劇場	theat	N	N;NOM;SG
グループ	gruppe	グループ	grappe	N	N;NOM;FEM;SG
グループ	gruppierung	グループ	gruppierung	N	N;NOM;FEM;SG
グループ	gruppen	グループ	grappen	N	N;NOM;FEM;PL
グループ	unternehmensgruppe	グループ	unternehmensgruppe	N	N;NOM;FEM;SG
グループ	gruppen	グループ	grappen	N	N;NOM;FEM;PL
女性	frau	女性	frau	N	N;NOM;FEM;SG
女性	weibchen	女性	weibchen	N	N;NOM;FEM;PL
地区	landkreis	地区	landkreis	N	N
獲得	verdiene	獲得	verdienen	V	V;IND;SG;3;PRS;FIN
獲得	verdienen	獲得	verdienen	V	V;NFIN
得点	punktzahl	得点	punktzahl	N	N
得点	filmmusik	得点	filmmusik	N	N
他の	sonstiges	他の	sonstig	ADJ	ADJ;NOM;NEUT;SG
他の	andere	他の	ander	ADJ	ADJ;NOM;FEM;PL
他の	anderen	他の	ander	ADJ	ADJ;NOM;PL
他の	sonstige	他の	sonstig	ADJ	ADJ;NOM;FEM;PL
廃止	gestrichen	廃止	gestrechen	V	V;V.PTCP
廃止	abgeschafft	廃止	abschaffen	V	V;V.PTCP
廃止	beseitigt	廃止	beseitigen	V	V;V.PTCP
廃止	abschaffen	廃止	abschaffen	V	V;NFIN
販売	verkaufe	販売	verkaufen	V	V;SG;FIN
販売	verkaufen	販売	verkaufen	V	V;NFIN
攻撃	angriffen	攻撃	angreifen	V	V;NFIN
攻撃	angreifen	攻撃	angreifen	V	V;NFIN
デビュー	debüt	デビュー	debüt	V	V;SG;FIN
協会	assoziation	協会	assoziation	N	N;NOM;FEM;SG
協会	vereinigung	協会	vereinigung	N	N;NOM;FEM;SG
戦争	krieg	戦争	kriegen	N	N
戦争	krieg	戦争	kriegen	N	N
番号	anzahl	番号	anzahl	N	N;SG
番号	zahl	番号	zahl	N	N;NOM;FEM;SG
受賞	ausgezeichnet	受賞	auszeichnen	V	V;V.PTCP
期間	periode	期間	periode	N	N;SG
場所	ort	場所	ort	N	N;NOM;MASC;SG
場所	ort	場所	ort	N	N;NOM;MASC;SG
場所	standorte	場所	standort	N	N;NOM
場所	plätze	場所	platz	N	N;NOM;MASC;PL
場所	orte	場所	ort	N	N;NOM;MASC;PL
技術	technik	技術	technik	N	N;SG
海軍	marine	海軍	marin	N	N;NOM;FEM;SG
リンク	verlinken	リンク	verlinken	V	V;NFIN
リンク	verbindungen	リンク	verbindung	V	V;NFIN
リンク	verknüpfungen	リンク	verknüpfung	V	V;NFIN
道路	straßen	道路	straß	N	N;NOM;PL
意味	bedeutet	意味	bedeuten	V	V;IND;SG;3;PRS;FIN
意味	bedeutungen	意味	bedeutungen	V	V;V.PTCP
システム	system	システム	system	N	N;NOM;NEUT;SG
システム	systeme	システム	system	N	N;NOM
システム	system	システム	system	N	N;NOM;NEUT;SG
モデル	modelle	モデル	modell	N	N;NOM;NEUT;PL
モデル	modellen	モデル	modell	N	N;PL
列車	bahnhof	列車	bahnhof	N	N;NOM;MASC;SG
列車	zug	列車	zug	N	N;SG
列車	züge	列車	züg	N	N;NOM;MASC;PL
列車	eisenbahnen	列車	eisenbahnen	N	N;NOM;FEM;PL
列車	zug	列車	zug	N	N;SG
建設	baumaschinen	建設	baumaschinen	V	V;NFIN
そして	sowie	そして	sowie	CONJ	CONJ
そして	und	そして	und	CONJ	CONJ
車両	fahrzeuge	車両	fahrzeug	N	N;NOM;PL
自動車	auto	自動車	auto	N	N;NOM;SG
自動車	autovermietung	自動車	autovermietung	N	N;NOM;MASC;SG
人口	populationen	人口	populationen	N	N;NOM;FEM;PL
人口	einwohner	人口	einwohner	N	N;NOM;MASC;PL
特に	besonders	特に	besonders	ADV	ADV
特に	insbesondere	特に	insbesondere	ADV	ADV
特に	besonders	特に	besonders	ADV	ADV
特に	vorallem	特に	vorallem	ADV	ADV
特に	insbesondere	特に	insbesondere	ADV	ADV
営業	geschäft	営業	schäfen	N	N;NOM;NEUT;SG
営業	unternehmen	営業	unternehmen	N	N;NOM;NEUT;PL
発生	auftreten	発生	auftreten	V	V;NFIN
発生	vorkommen	発生	vorkommen	V	V;NFIN
新聞	tageszeitung	新聞	Tageszeitung	N	N;NOM;FEM;SG
新聞	tageszeitungen	新聞	taszeitungen	N	N;NOM;FEM;PL
連続	kontinuierlich	連続	kontinuierlich	ADJ	ADJ
連続	kontinuierlicher	連続	kontinuierlich	ADJ	ADJ
連続	kontinuierliche	連続	kontinuierlich	ADJ	ADJ;NOM;FEM;PL
連続	ständig	連続	ständig	ADJ	ADJ
連続	fortlaufend	連続	fortlaufend	ADJ	ADJ
政府	staat	政府	staaen	N	N
構成	zusammensetzung	構成	zusammensetzung	V	V;FIN
構成	strukturen	構成	struktur	V	V;NFIN
小説	roman	小説	roman	N	N;NOM;MASC;SG
小説	romane	小説	roman	N	N;NOM;FEM;PL
機関	institutionen	機関	institution	N	N;NOM;PL
機関	hochschulen	機関	hochschulen	N	N;NOM;FEM;PL
参照	verweis	参照	verweis	V	V;IND;SG;3;PST;FIN
参照	bezug	参照	bezugen	V	V;IND;SG;3;PST;FIN
参照	referenzen	参照	referenzen	V	V;NFIN
メンバー	mitglieder	メンバー	mitglied	N	N;NOM;NEUT;PL
メンバー	mitgliedern	メンバー	mitgliedern	N	N;NOM;NEUT;PL
メンバー	mitglieder	メンバー	mitglied	N	N;NOM;NEUT;PL
発行	erteilung	発行	erteilung	N	N;NOM;FEM;SG
発行	ausgabe	発行	ausgeben	N	N;NOM;FEM;SG
発行	ausgabe	発行	ausgeben	N	N;NOM;FEM;SG
発行	thema	発行	thema	N	N;NOM;NEUT;SG
画像	bilder	画像	Bild	N	N;NOM;NEUT;PL
状態	staat	状態	staaen	N	N
名称	stückelung	名称	stückelung	N	N;NOM;FEM;SG
名称	name	名称	Name	N	N;NOM;SG
名称	bezeichnungen	名称	bezeichnungen	N	N;NOM;FEM;PL
ダム	staudamm	ダム	staudamm	N	N;SG
ダム	stausee	ダム	stausen	N	N;SG
ホーム	haus	ホーム	haus	N	N;NOM;NEUT;SG
ホーム	heimat	ホーム	heimat	N	N;FEM;SG
運行	betrieb	運行	betreiben	V	V;IND;SG;3;PST;FIN
投稿	pfosten	投稿	pfosten	V	V;NFIN
投稿	posten	投稿	posten	V	V;FIN
投稿	stellen	投稿	stellen	V	V;NFIN
投稿	posten	投稿	posten	V	V;FIN
投稿	pfosten	投稿	pfosten	V	V;NFIN
投稿	posten	投稿	posten	V	V;FIN
名前	name	名前	Name	N	N;NOM;SG
名前	bezeichnungen	名前	bezeichnungen	N	N;NOM;FEM;PL
施設	ausstattung	施設	ausstattung	N	N
調査	befragungen	調査	befragungen	V	V;NFIN
調査	erhebungen	調査	erhebungen	V	V;NFIN
調査	ermittlungen	調査	ermittlung	V	V;PL
製造	hergestellt	製造	herstellen	V	V;V.PTCP
製造	gefertigt	製造	fertigen	V	V;V.PTCP
独立	selbständig	独立	selbständig	ADJ	ADJ
独立	unabhängige	独立	unabhängig	ADJ	ADJ;NOM;FEM;PL
独立	selbständige	独立	selbständig	ADJ	ADJ;NOM;FEM;PL
独立	unabhängig	独立	unabhängig	ADJ	ADJ
独立	unabhängigen	独立	unabhängig	ADJ	ADJ
独立	selbstständigkeit	独立	selbständigkeit	ADJ	ADJ;NOM;SG
独立	selbständigkeit	独立	selbständigkeit	ADJ	ADJ;NOM;FEM;SG
独立	unabhängigkeit	独立	unabhängigkeit	ADJ	ADJ;SG
物語	erzählung	物語	erzählung	N	N;FEM;SG
物語	erzählungen	物語	erzählingen	N	N;NOM;FEM;PL
物語	erzählung	物語	erzählung	N	N;FEM;SG
神社	schreine	神社	schrein	N	N;NOM;FEM;PL
航空	luft	航空	lüfen	N	N;NOM;FEM;SG
トン	tonnen	トン	tonnen	N	N;NOM;FEM;PL
トン	tonnen	トン	tonnen	N	N;NOM;FEM;PL
トン	tonnen	トン	tonnen	N	N;NOM;FEM;PL
トン	tonnen	トン	tonnen	N	N;NOM;FEM;PL
影響	beeinflussen	影響	beeinflussen	V	V;NFIN
影響	beeinflusst	影響	beeinflussen	V	V;V.PTCP
勝利	gewinnen	勝利	gewinnen	V	V;NFIN
勝利	gewinnt	勝利	winnen	V	V;IND;SG;3;PRS;FIN
勝利	gewinnen	勝利	gewinnen	V	V;NFIN
デザイン	entwürfe	デザイン	entwürfen	N	N;NOM;MASC;PL
デザイン	entwurf	デザイン	entwerfen	N	N
デザイン	gestaltung	デザイン	gestaltung	N	N;NOM;FEM;SG
デザイン	konstruktion	デザイン	konstruktion	N	N;SG
デザイン	design	デザイン	design	N	N;NOM;NEUT;SG
デザイン	gestaltung	デザイン	gestaltung	N	N;NOM;FEM;SG
デザイン	projektierung	デザイン	projektierung	N	N;NOM;FEM;SG
本社	sitz	本社	sitz	N	N;NOM;MASC;SG
人間	mensch	人間	mensch	N	N;SG
人間	menschen	人間	menschen	N	N;NOM;PL
交通	transportwesen	交通	transportwesen	N	N;PL
交通	transport	交通	transporen	N	N
交通	transportwesen	交通	transportwesen	N	N;PL
構造	gliederung	構造	gliederung	N	N;NOM;FEM;SG
サービス	serviceleistungen	サービス	serviceleistungen	N	N;NOM;FEM;PL
サービス	dienstleistung	サービス	dienstleistung	N	N;NOM;FEM;SG
サービス	dienstleistungen	サービス	dienstleistungen	N	N;NOM;FEM;PL
サービス	dienstleistung	サービス	dienstleistung	N	N;NOM;FEM;SG
統合	festigen	統合	festigen	V	V;NFIN
統合	konsolidieren	統合	konsolidieren	V	V;NFIN
統合	integriert	統合	integrieren	V	V;V.PTCP
統合	integrierten	統合	integriert	V	V;IND;PL;3;PST;FIN
統合	integrierte	統合	integrieren	V	V;IND;SG;3;PST;FIN
統合	verschmelzen	統合	verschmelzen	V	V;NFIN
統合	zusammenführen	統合	zusammenführen	V	V;NFIN
統合	verbinden	統合	verbinden	V	V;NFIN
テーマ	thema	テーマ	thema	N	N;NOM;NEUT;SG
面積	fläche	面積	fläche	N	N;NOM;FEM;SG
エンジン	motoren	エンジン	motor	N	N;NOM;PL
エンジン	triebwerke	エンジン	triebwerk	N	N;NOM;FEM;PL
エンジン	motoren	エンジン	motor	N	N;NOM;PL
主演	hauptrollen	主演	hauptrollen	N	N;NOM;PL
契約	vertrag	契約	vertragen	V	V;IND;SG;3;PST;FIN
設定	vorlieben	設定	vorleiben	V	V;NFIN
設定	präferenzen	設定	präferenzen	V	V;NFIN
設定	einstellungen	設定	einstellingen	V	V;NFIN
設定	einstellungen	設定	einstellingen	V	V;NFIN
設定	einrichten	設定	einrichten	V	V;NFIN
設定	einrichten	設定	einrichten	V	V;NFIN
設定	konfigurieren	設定	konfigurieren	V	V;NFIN
含む	enthält	含む	enthalten	V	V;IND;SG;3;PRS;FIN
含む	beinhaltet	含む	beinhalten	V	V;IND;SG;3;PRS;FIN
含む	eingeschlossen	含む	einschließen	V	V;V.PTCP
含む	umfasst	含む	umfassen	V	V;IND;SG;3;PRS;FIN
含む	enthält	含む	enthalten	V	V;IND;SG;3;PRS;FIN
含む	beinhaltet	含む	beinhalten	V	V;IND;SG;3;PRS;FIN
機能	funktion	機能	Funktion	N	N;SG
機能	funktion	機能	Funktion	N	N;SG
機能	funktion	機能	Funktion	N	N;SG
身長	größe	身長	groß	N	N;NOM;FEM;SG
所在	orte	所在	ort	N	N;NOM;MASC;PL
所在	standorte	所在	standort	N	N;NOM
所在	ort	所在	ort	N	N;NOM;MASC;SG
所在	standorte	所在	standort	N	N;NOM
運転	fahren	運転	fahren	V	V;NFIN
運転	autofahren	運転	autofahren	V	V;NFIN
関連	relevanten	関連	relevant	V	V;NFIN
関連	verwandten	関連	verwandt	V	V;PL;FIN
高い	hohe	高い	hoch	ADJ	ADJ;NOM;FEM;PL
高い	hohen	高い	hoch	ADJ	ADJ;PL
高い	hoch	高い	hoch	ADJ	ADJ
高い	groß	高い	groß	ADJ	ADJ
高い	teure	高い	teuer	ADJ	ADJ;NOM;FEM;PL
高い	kostspielig	高い	kostspielig	ADJ	ADJ
高い	teuer	高い	teuer	ADJ	ADJ
高い	teurer	高い	teuer	ADJ	ADJ
管理	handhaben	管理	handhaben	V	V;NFIN
管理	verwalten	管理	verwalten	V	V;NFIN
バー	stäbe	バー	staben	N	N;NOM
公園	nationalparks	公園	nationalparks	N	N;NOM;PL
公園	naturparks	公園	naturparks	N	N;NOM
公園	parkanlagen	公園	parkanlagen	N	N;NOM;FEM;PL
脚本	drehbuch	脚本	drehbuch	N	N;NOM;NEUT;SG
脚本	drehbuch	脚本	drehbuch	N	N;NOM;NEUT;SG
脚本	skript	脚本	skripten	N	N;NOM;SG
目的	ziele	目的	ziel	N	N;NOM;NEUT;PL
目的	ziele	目的	ziel	N	N;NOM;NEUT;PL
目的	ziel	目的	ziel	N	N;NOM;NEUT;SG
生活	leben	生活	leben	V	V;NFIN
基本	grundsätze	基本	grundsätze	N	N;NOM;FEM;SG
女優	schauspielerinnen	女優	schauspielerinnen	N	N;NOM;FEM;PL
女優	schauspielerinnen	女優	schauspielerinnen	N	N;NOM;FEM;PL
不明	unbekanntes	不明	unbekannt	ADJ	ADJ;NOM;NEUT;SG
不明	unbekannter	不明	unbekannt	ADJ	ADJ
不明	unbekannte	不明	unbekannt	ADJ	ADJ;NOM;FEM;PL
不明	unbekannt	不明	unbekannt	ADJ	ADJ
電気	strom	電気	strom	N	N;NOM;MASC;SG
電気	stromversorgung	電気	stromversorgung	N	N;NOM;FEM;SG
警察	polizisten	警察	polizist	N	N;PL
作成	erstellen	作成	erstellen	V	V;NFIN
作成	schaffen	作成	schaffen	V	V;NFIN
作成	erzeugen	作成	erzeugen	V	V;NFIN
作成	erstelle	作成	erstelle	V	V;SG;FIN
作成	anlegen	作成	anlegen	V	V;NFIN
作成	geschaffen	作成	schaffen	V	V;V.PTCP
作成	erzeugt	作成	erzeugen	V	V;V.PTCP
作成	erstellt	作成	erstellen	V	V;V.PTCP
作成	erschaffen	作成	erschaffen	V	V;V.PTCP
作成	erstellte	作成	erstellt	V	V;IND;SG;3;PST;FIN
ガン	kanone	ガン	kanone	N	N;NOM;FEM;SG
自由	meinungsfreiheit	自由	meinungsfreiheit	ADJ	ADJ
自由	frei	自由	frei	ADJ	ADJ
自由	kostenlose	自由	kostenlos	ADJ	ADJ;NOM;FEM;PL
自由	kostenlos	自由	kostenlos	ADJ	ADJ
自由	freien	自由	frei	ADJ	ADJ;NOM;PL
陸軍	armee	陸軍	arme	N	N;NOM;FEM;SG
運営	betrieb	運営	betreiben	V	V;IND;SG;3;PST;FIN
表示	anzeigen	表示	anzeigen	V	V;NFIN
団体	organisationen	団体	organisation	N	N;NOM;FEM;PL
工業	industrieanlagen	工業	industrieanlagen	N	N;NOM;FEM;PL
工業	industrie	工業	industrie	N	N;NOM;FEM;SG
通り	straßen	通り	straß	N	N;NOM;PL
通信	mitteilung	通信	mitteilung	N	N;FEM;SG
俳優	schauspielerinnen	俳優	schauspielerinnen	N	N;NOM;FEM;PL
俳優	schauspielerinnen	俳優	schauspielerinnen	N	N;NOM;FEM;PL
病院	kliniken	病院	klinik	N	N;NOM;PL
結婚	heiraten	結婚	heiraten	V	V;NFIN
個人	individuum	個人	individuum	N	N;SG
個人	personen	個人	Person	N	N;NOM;FEM;PL
銀行	banken	銀行	banken	N	N;PL
銀行	banken	銀行	banken	N	N;PL
彼女	sie	彼女	sie	PRO	PRO;NOM;FEM;SG;3
ソフト	weicher	ソフト	weicher	ADJ	ADJ
ソフト	weiche	ソフト	weich	ADJ	ADJ;NOM;FEM;SG
ソフト	weich	ソフト	weich	ADJ	ADJ
ソフト	sanft	ソフト	sanfen	ADJ	ADJ
