emosi	emozione	emosi	emozione	N;SG	N;FEM;SG
buddhisme	buddisti	buddhisme	buddista	N	N;MASC;PL
buddhisme	buddista	buddhisme	buddista	N	N;SG
proton	proton	proton	proton	N;SG	N;MASC
platinum	platinum	platinum	platinum	N	N
platinum	platino	platinum	platino	N	N;MASC;SG
pemburu	cacciatore	penburu	cacciatore	N;SG	N;MASC;SG
pemburu	hunter	penburu	hunter	N;SG	N
ilustrasi	illustrazione	ilustrasi	illustrazione	N;SG	N;FEM;SG
cap	timbro	cap	timbro	N	N;MASC;SG
cap	francobollo	cap	francobollo	N	N;MASC;SG
cap	cap	cap	cap	N	N
cap	berretto	cap	berretto	N	N;MASC;SG
cap	tappi	cap	tappo	N	N;MASC;PL
cap	berretti	cap	berretto	N	N;MASC;PL
ekspres	express	ekspres	express	N;SG	N
bros	spilla	bros	spilla	N	N;FEM;SG
bros	bros	bros	bros	N	N
minimum	minima	minimum	minimo	ADJ;SG	ADJ;FEM;SG
minimum	minimo	minimum	minimo	ADJ;SG	ADJ;MASC;SG
rekreasi	ricreazione	rekreasi	ricreazione	N;SG	N;FEM;SG
terkesan	impressionata	terkesan	impressionare	V;SG;PASS	V;FEM;SG;PST;V.PTCP
terkesan	colpito	terkesan	colpire	V;SG;PASS	V;MASC;SG;PST;V.PTCP
terkesan	colpita	terkesan	colpire	V;SG;PASS	V;FEM;SG;PST;V.PTCP
terkesan	impressionato	terkesan	impressionare	V;SG;PASS	V;MASC;SG;PST;V.PTCP
terkesan	impressionare	terkesan	impressionare	V;SG;PASS	V;NFIN
hiasan	ornamento	hiasan	ornamento	N;SG	N;MASC;SG
hiasan	decorazione	hiasan	decorazione	N;SG	N;FEM;SG
argo	argo	argo	argo	N	N;FEM;SG
kegubernuran	governatorato	kegubernuran	governatorato	N;SG	N;MASC;SG
ekologi	ecologia	ekologi	ecologia	N;SG	N;FEM;SG
diukur	misurato	diukur	misurare	V;SG;PASS	V;MASC;SG;PST;V.PTCP
diukur	misurata	diukur	misurare	V;SG;PASS	V;FEM;SG;PST;V.PTCP
melampaui	trascendere	menlampaui	trascendere	V;SG;ACT	V;NFIN
melampaui	superare	menlampaui	superare	V;SG;ACT	V;NFIN
melampaui	superato	menlampaui	superare	V;SG;ACT	V;MASC;SG;PST;V.PTCP
melampaui	superata	menlampaui	superare	V;SG;ACT	V;FEM;SG;PST;V.PTCP
skema	scheme	skema	scheme	N;SG	N
skema	regime	skema	regime	N;SG	N;MASC;SG
skema	schema	skema	schema	N;SG	N;MASC;SG
uzbekistan	uzbekistan	uzbekistan	uzbekistan	N	N;SG
mendefinisikan	definire	mendefinisikan	definire	V;SG;ACT	V;NFIN
mendefinisikan	definisci	mendefinisikan	definire	V;SG;ACT	V;IND;SG;2;PRS;FIN
mendefinisikan	definisca	mendefinisikan	definire	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
mendefinisikan	definire	mendefinisikan	definire	V;SG;ACT	V;NFIN
mendefinisikan	definendo	mendefinisikan	definire	V;SG;ACT	V;V.MSDR
mendefinisikan	definisce	mendefinisikan	definire	V;SG;ACT	V;IND;SG;3;PRS;FIN
sumbu	wick	sumbu	wick	N;SG	N;MASC;SG
sumbu	asse	sumbu	assa	N;SG	N;MASC;SG
dicampur	mescolato	dicampur	mescolare	V;SG;PASS	V;MASC;SG;PST;V.PTCP
sup	minestra	sup	minestra	N;SG	N;FEM;SG
sup	zuppa	sup	zuppa	N;SG	N;FEM;SG
sup	brodo	sup	brodo	N;SG	N;MASC;SG
demam	febbre	demam	febbre	N;SG	N;FEM;SG
dicabut	sollevato	dicabut	sollevare	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dicabut	revocata	dicabut	revocare	V;SG;PASS	V;FEM;SG;PST;V.PTCP
dicabut	revocato	dicabut	revocare	V;SG;PASS	V;MASC;SG;PST;V.PTCP
pengujian	test	penujian	test	N;SG	N;MASC
pengujian	test	penujian	test	N;SG	N;MASC
pengujian	testing	penujian	testing	N;SG	N;MASC
pengujian	collaudo	penujian	collaudo	N;SG	N;MASC;SG
pengujian	test	penujian	test	N;SG	N;MASC
hilangnya	sparizione	hilang	sparizione	N;SG	N;FEM;SG
email	email	email	email	N	N
email	email	email	email	N	N
dipasarkan	commercializzato	dipasarkan	commercializzato	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dipasarkan	commercializzata	dipasarkan	commercializzare	V;SG;PASS	V;FEM;SG;PST;V.PTCP
sertifikat	certificato	sertifikat	certificato	N;SG	N;MASC;SG
athletic	athletic	athletic	athletic	N	N;MASC
athletic	atletica	athletic	atletica	N	N;FEM;SG
paralel	parallelo	paralel	parallelo	N	N;MASC;SG
paralel	parallelismo	paralel	parallelismo	N	N;MASC;SG
kuburan	graves	kuburan	graves	N;SG	N;MASC;SG
kuburan	cimitero	kuburan	cimitero	N;SG	N;MASC;SG
kuburan	cimitero	kuburan	cimitero	N;SG	N;MASC;SG
kuburan	tomba	kuburan	tomba	N;SG	N;FEM;SG
benih	seme	benih	seme	N;SG	N;MASC;SG
lockheed	lockheed	lockheed	lockheed	N	N;MASC
penolakan	rifiuto	pentolakan	rifiuto	N;SG	N;MASC;SG
penolakan	rigetto	pentolakan	rigetto	N;SG	N;MASC;SG
interior	interior	interior	interiore	N;SG	N;MASC
enterprise	enterprise	enterprise	enterprire	N	N
berpengalaman	sperimentato	berpengalaman	sperimentare	V;SG;ACT	V;MASC;SG;PST;V.PTCP
integrasi	integrazione	integrasi	integrazione	N;SG	N;FEM;SG
staff	staff	staff	staff	N	N;MASC
output	output	output	output	N	N;MASC
mengkritik	criticare	menkritik	criticare	V;SG;ACT	V;NFIN
fisiologi	fisiologia	fisiologi	fisiologia	N	N;FEM;SG
dinamis	dinamica	dinamis	dinamica	ADJ;SG	ADJ;FEM;SG
dinamis	dinamico	dinamis	dinamico	ADJ;SG	ADJ;MASC;SG
animation	animazione	animation	animazione	N	N;FEM;SG
animation	animazioni	animation	animazione	N	N;FEM;PL
cacing	verme	cacing	verme	N;SG	N;MASC;SG
cacing	worm	cacing	worm	N;SG	N;MASC
highland	altopiano	highland	altopiare	N	N;MASC;SG
highland	highland	highland	highland	N	N;MASC
orangtua	genitore	orangtua	genitore	N;SG	N;MASC;SG
gandum	grano	gandum	grano	N;SG	N;MASC;SG
gandum	frumento	gandum	frumento	N;SG	N;MASC;SG
gandum	grano	gandum	grano	N;SG	N;MASC;SG
digit	cifra	digit	cifra	N;SG	N;FEM;SG
krim	krim	krim	krim	N;SG	N;MASC;SG
krim	panna	krim	panna	N;SG	N;FEM;SG
krim	cream	krim	cream	N;SG	N;SG
krim	crema	krim	crema	N;SG	N;FEM;SG
cerah	luminoso	cerah	luminoso	ADJ;SG	ADJ;MASC;SG
cerah	luminosa	cerah	luminoso	ADJ;SG	ADJ;FEM;SG
cerah	soleggiato	cerah	soleggiare	ADJ;SG	ADJ;MASC;SG
rupanya	apparentemente	rupa	apparentemente	ADV;SG	ADV
berikan	dare	berrikan	dare	V;SG;ACT	V;NFIN
transformasi	trasformazione	transformasi	trasformazione	N;SG	N;FEM;SG
transformasi	trasformazione	transformasi	trasformazione	N;SG	N;FEM;SG
kekacauan	caos	kekacauan	caos	N;SG	N;MASC
kekacauan	chaos	kekacauan	chaos	N;SG	N
kekacauan	pandemonium	kekacauan	pandemonium	N;SG	N;MASC
mengenang	ricordare	menkenang	ricordare	V;SG;ACT	V;NFIN
mengenang	ricordando	menkenang	ricordare	V;SG;ACT	V;V.MSDR
mengenang	ricordando	menkenang	ricordare	V;SG;ACT	V;V.MSDR
pilih	scegli	pilih	scegliere	V;SG;ACT	V;IMP;SG;2;PRS;FIN
pilih	scegliere	pilih	scegliere	V;SG;ACT	V;NFIN
pilih	selezionare	pilih	selezionare	V;SG;ACT	V;NFIN
pilih	scegli	pilih	scegliere	V;SG;ACT	V;IMP;SG;2;PRS;FIN
pilih	seleziona	pilih	selezionare	V;SG;ACT	V;IMP;SG;2;PRS;FIN
impor	importazione	impor	importazione	N;SG;ACT	N;FEM;SG
impor	import	impor	import	N;SG;ACT	N;MASC
impor	importazione	impor	importazione	N;SG;ACT	N;FEM;SG
impor	importazione	impor	importazione	N;SG;ACT	N;FEM;SG
kesan	impression	kesan	impression	N;SG	N
kesan	impressione	kesan	impressione	N;SG	N;FEM;SG
marsekal	maresciallo	marsekal	maresciallo	N	N;MASC;SG
marsekal	marshal	marsekal	marshal	N	N
acak	casuale	acak	casuale	ADJ;SG	ADJ;SG
terkejut	sorpreso	terkejut	sorprendere	V;SG;PASS	V;MASC;SG;PST;V.PTCP
botol	biberon	botol	biberon	N;SG	N;MASC;SG
botol	bottiglia	botol	bottiglia	N;SG	N;FEM;SG
botol	flacone	botol	flacone	N;SG	N;MASC;SG
syuting	riprese	syuting	riprendere	N	N;FEM;PL
kehancuran	devastazione	kehancuran	devastazione	N;SG	N;FEM;SG
kehancuran	rovina	kehancuran	rovina	N;SG	N;FEM;SG
kehancuran	distruzione	kehancuran	distruzione	N;SG	N;FEM;SG
kenangan	memoria	kenangan	memoria	N;SG	N;FEM;SG
kenangan	memory	kenangan	memory	N;SG	N
ditembak	sparato	ditembak	sparare	V;SG;PASS	V;MASC;SG;PST;V.PTCP
pukulan	pugno	pukulan	pugno	N;SG	N;MASC;SG
pukulan	punch	pukulan	punch	N;SG	N;MASC
romantis	romanticismo	romantis	romanticismo	N;SG	N;MASC;SG
beri	dare	beri	dare	V;SG;ACT	V;NFIN
mendatang	imminente	mendatang	imminente	ADJ;SG	ADJ;SG
agregat	aggregazione	agregat	aggregazione	N;SG	N;FEM;SG
bersembunyi	nascondersi	bersembunyi	nasconderse	V;SG;ACT	V;IND;SG;3;PRS;FIN
bersembunyi	nascondere	bersembunyi	nascondere	V;SG;ACT	V;NFIN
bersembunyi	nascondendo	bersembunyi	nascondere	V;SG;ACT	V;V.MSDR
membatalkan	annullato	menbatalkan	annullare	V;SG;ACT	V;MASC;SG;PST;V.PTCP
membatalkan	cancellato	menbatalkan	cancellare	V;SG;ACT	V;MASC;SG;PST;V.PTCP
membatalkan	annullata	menbatalkan	annullare	V;SG;ACT	V;FEM;SG;PST;V.PTCP
membatalkan	annullata	menbatalkan	annullare	V;SG;ACT	V;FEM;SG;PST;V.PTCP
membatalkan	annullato	menbatalkan	annullare	V;SG;ACT	V;MASC;SG;PST;V.PTCP
membatalkan	cancellato	menbatalkan	cancellare	V;SG;ACT	V;MASC;SG;PST;V.PTCP
perlombaan	regata	perlombaan	regare	N;SG	N;FEM;SG
perlombaan	razza	perlombaan	razza	N;SG	N;FEM;SG
perlombaan	corsa	perlombaan	corsa	N;SG	N;FEM;SG
perlombaan	gara	perlombaan	gara	N;SG	N;FEM;SG
serigala	lupi	serigala	lupe	N	N;MASC;PL
serigala	wolf	serigala	wolf	N	N;MASC
serigala	lupo	serigala	lupo	N	N;MASC;SG
serigala	lupi	serigala	lupe	N	N;MASC;PL
taksi	taxi	taksi	taxi	N;SG	N;MASC
taksi	taxi	taksi	taxi	N;SG	N;MASC
taksi	cabina	taksi	cabina	N;SG	N;FEM;SG
taksi	taxi	taksi	taxi	N;SG	N;MASC
taksi	taxi	taksi	taxi	N;SG	N;MASC
wabah	epidemia	wabah	epidemia	N;SG	N;FEM;SG
wabah	focolaio	wabah	focolaio	N;SG	N;MASC;SG
wabah	peste	wabah	peste	N;SG	N;FEM;SG
wabah	piaga	wabah	piagare	N;SG	N;FEM;SG
wabah	epidemia	wabah	epidemia	N;SG	N;FEM;SG
financial	finanziaria	financial	finanziaria	N	N;FEM;SG
financial	financial	financial	financial	N	N;FEM
bala	bala	bala	bala	N;SG	N;MASC;SG
lilin	candela	lilin	candela	N;SG	N;FEM;SG
lilin	cera	lilin	cera	N;SG	N;FEM;SG
menyerbu	invadere	menserbu	invadere	V;SG;ACT	V;NFIN
menyerbu	invadendo	menserbu	invadere	V;SG;ACT	V;V.MSDR
menyerbu	invaso	menserbu	invadere	V;SG;ACT	V;MASC;SG;PST;V.PTCP
laras	canna	laras	canna	N	N;FEM;SG
laras	barile	laras	barile	N	N;MASC;SG
laras	botte	laras	botte	N	N;FEM;SG
dibuktikan	provata	dibuktikan	provare	V;SG;PASS	V;FEM;SG;PST;V.PTCP
dibuktikan	dimostrato	dibuktikan	dimostrare	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dibuktikan	comprovata	dibuktikan	comprovare	V;SG;PASS	V;FEM;SG;PST;V.PTCP
dibuktikan	attestata	dibuktikan	attestato	V;SG;PASS	V;FEM;SG;PST;V.PTCP
patroli	pattuglia	patroli	pattuglia	N;SG	N;FEM;SG
patroli	pattugliamento	patroli	pattugliamento	N;SG	N;MASC;SG
mutlak	assoluta	mutlak	assoluto	ADJ;SG	ADJ;FEM;SG
mutlak	assoluto	mutlak	assoluto	ADJ;SG	ADJ;MASC;SG
plasma	plasma	plasma	plasma	N	N;MASC
volkswagen	volkswagen	volkswagen	volkswagen	N	N;MASC
produktif	produttivo	produktif	produttivo	ADJ;SG	ADJ;MASC;SG
produktif	produttiva	produktif	produttivo	ADJ;SG	ADJ;FEM;SG
bandingkan	confrontare	bandingkan	confrontare	V;SG;ACT	V;NFIN
bandingkan	confronta	bandingkan	confrontare	V;SG;ACT	V;IND;SG;2;PRS;FIN
tertangkap	catturato	tertangkap	catturare	V;SG;PASS	V;MASC;SG;PST;V.PTCP
tertangkap	beccato	tertangkap	beccato	V;SG;PASS	V;MASC;SG;PST;V.PTCP
tertangkap	beccata	tertangkap	beccare	V;SG;PASS	V;FEM;SG;PST;V.PTCP
tertangkap	catturato	tertangkap	catturare	V;SG;PASS	V;MASC;SG;PST;V.PTCP
tertangkap	catturata	tertangkap	catturare	V;SG;PASS	V;FEM;SG;PST;V.PTCP
pelaut	sailor	penlaut	sailore	N;SG	N;SG
pelaut	marinaio	penlaut	marinaio	N;SG	N;MASC;SG
pelaut	marinaio	penlaut	marinaio	N;SG	N;MASC;SG
perkantoran	office	perkantoran	office	N;SG	N
perkantoran	ufficio	perkantoran	ufficio	N;SG	N;MASC;SG
utang	indebitamento	utang	indebitamento	N;SG	N;MASC;SG
utang	debito	utang	debito	N;SG	N;MASC;SG
pecinta	amante	pecinta	amante	N;SG	N;SG
pecinta	lover	pecinta	lover	N;SG	N
tayangan	impression	tayangan	impression	N;SG	N
tayangan	impressione	tayangan	impressione	N;SG	N;FEM;SG
hikayat	saga	hikayat	sagare	N	N;FEM;SG
kelanjutan	proseguimento	kelanjutan	proseguimento	N;SG	N;MASC;SG
kelanjutan	continuazione	kelanjutan	continuazione	N;SG	N;FEM;SG
kelanjutan	prosecuzione	kelanjutan	prosecuzione	N;SG	N;FEM;SG
menyelidiki	investigare	menselidiki	investigare	V;SG;ACT	V;NFIN
menyelidiki	investigare	menselidiki	investigare	V;SG;ACT	V;NFIN
menyelidiki	indaga	menselidiki	indagare	V;SG;ACT	V;IND;SG;3;PRS;FIN
menyelidiki	indagare	menselidiki	indagare	V;SG;ACT	V;NFIN
orientasi	orientamento	orientasi	orientamento	N;SG	N;MASC;SG
diperhatikan	notata	diperhatikan	notare	V;SG;PASS	V;FEM;SG;PST;V.PTCP
diperhatikan	notato	diperhatikan	notare	V;SG;PASS	V;MASC;SG;PST;V.PTCP
diperhatikan	notò	diperhatikan	notare	V;SG;PASS	V;IND;SG;3;PST;FIN
mangga	mango	mangga	mango	N	N;MASC;SG
mangga	manghi	mangga	mango	N	N;MASC;PL
mangga	mango	mangga	mango	N	N;MASC;SG
bir	birra	bir	birra	N;SG	N;FEM;SG
bir	birra	bir	birra	N;SG	N;FEM;SG
rusa	cervo	rusa	cervo	N	N;MASC;SG
rusa	alce	rusa	alce	N	N;MASC;SG
rusa	cervi	rusa	cervo	N	N;MASC;PL
rusa	cervo	rusa	cervo	N	N;MASC;SG
bahu	spalla	bahu	spalla	N;SG	N;FEM;SG
residen	residenti	residen	residente	N	N;PL
residen	prefetto	residen	prefetto	N	N;MASC;SG
anggrek	orchidea	anggrek	orchidere	N;SG	N;FEM;SG
anggrek	orchidea	anggrek	orchidere	N;SG	N;FEM;SG
referendum	referendum	referendum	referendum	N	N;MASC
berinteraksi	interagire	berinteraksi	interagire	V;SG;ACT	V;NFIN
berinteraksi	interagire	berinteraksi	interagire	V;SG;ACT	V;NFIN
berinteraksi	interagito	berinteraksi	interagito	V;SG;ACT	V;MASC;SG;PST;V.PTCP
diteruskan	inoltrato	diteruskan	inoltrare	V;SG;PASS	V;MASC;SG;PST;V.PTCP
michelle	michela	michelle	michela	N	N;FEM;SG
michelle	michelle	michelle	michella	N	N;FEM;SG
michelle	michele	michelle	michele	N	N;MASC;SG
seminari	seminaristi	seminari	seminarista	N	N;MASC;PL
seminari	seminarista	seminari	seminarista	N	N;SG
sindrom	sindrome	sindrom	sindrome	N	N;FEM;SG
sajak	rime	sajak	rime	N	N;FEM;PL
sajak	rima	sajak	rima	N	N;FEM;SG
sajak	rime	sajak	rime	N	N;FEM;PL
kejayaan	triumph	kejayaan	triumph	N;SG	N
kejayaan	trionfo	kejayaan	trionfo	N;SG	N;MASC;SG
elit	élite	elit	élite	N;SG	N;FEM;SG
elit	elite	elit	elite	N;SG	N
jujur	onesta	jujur	onesto	ADJ;SG	ADJ;FEM;SG
jujur	onesto	jujur	onesto	ADJ;SG	ADJ;MASC;SG
instalasi	installazione	instalasi	installazione	N;SG	N;FEM;SG
instalasi	installazione	instalasi	installazione	N;SG	N;FEM;SG
diiringi	accompagnata	diiringi	accompagnare	V;SG;PASS	V;FEM;SG;PST;V.PTCP
diiringi	accompagnato	diiringi	accompagnare	V;SG;PASS	V;MASC;SG;PST;V.PTCP
lencana	badge	lencana	badge	N;SG	N;MASC
lencana	badge	lencana	badge	N;SG	N;MASC
lembar	lenzuolo	lembar	lenzuolo	N;SG	N;MASC;SG
lembar	foglio	lembar	foglio	N;SG	N;MASC;SG
faksi	fazione	faksi	fazione	N;SG	N;FEM;SG
kelautan	marino	kelautan	marino	N;SG	N;MASC;SG
kelautan	nautica	kelautan	nautica	N;SG	N;FEM;SG
bayangan	ombra	bayangan	ombra	N;SG	N;FEM;SG
bayangan	shadow	bayangan	shadow	N;SG	N
keberadaannya	esistenza	keberadaan	esistenza	N;SG	N;FEM;SG
waris	erede	waris	erede	N;SG	N;SG
dirasakan	percepito	dirasakan	percepire	V;SG;PASS	V;MASC;SG;PST;V.PTCP
dirasakan	percepita	dirasakan	percepire	V;SG;PASS	V;FEM;SG;PST;V.PTCP
keterbatasan	limitazione	keterbatasan	limitazione	N;SG	N;FEM;SG
mitsubishi	mitsubishi	mitsubishi	mitsubiso	N	N;MASC
sendirian	alone	sendirian	alone	N;SG	N;MASC
torpedo	siluro	torpedo	siluro	N	N;MASC;SG
torpedo	siluri	torpedo	siluro	N	N;MASC;PL
torpedo	siluri	torpedo	siluro	N	N;MASC;PL
ilegal	illegalità	ilegal	illegalità	N;SG	N;FEM
busur	arc	busur	arc	N;SG	N;SG
busur	arco	busur	arco	N;SG	N;MASC;SG
busur	prua	busur	prua	N;SG	N;FEM;SG
busur	fiocco	busur	fiocco	N;SG	N;MASC;SG
busur	arco	busur	arco	N;SG	N;MASC;SG
busur	inchino	busur	inchino	N;SG	N;MASC;SG
busur	bow	busur	bow	N;SG	N
luasnya	vastità	luas	vastità	N;SG	N;FEM
persenjataan	ordnance	persenjataan	ordnance	N;SG	N;MASC
persenjataan	armeria	persenjataan	armeria	N;SG	N;FEM;SG
kantong	pocket	kantong	pocket	N;SG	N;MASC
kantong	tasca	kantong	tasca	N;SG	N;FEM;SG
kantong	taschino	kantong	taschino	N;SG	N;MASC;SG
kantong	tascabile	kantong	tascabile	N;SG	N;MASC;SG
kantong	sacca	kantong	saccare	N;SG	N;FEM;SG
kantong	sacchetto	kantong	sacchetto	N;SG	N;MASC;SG
kantong	borsa	kantong	borsa	N;SG	N;FEM;SG
kantong	marsupio	kantong	marsupio	N;SG	N;MASC;SG
kelayakan	idoneità	kelayakan	idoneità	N;SG	N;FEM
kelayakan	ammissibilità	kelayakan	ammissibilità	N;SG	N;FEM
kelayakan	eleggibilità	kelayakan	eleggibilità	N;SG	N;FEM
kelayakan	fattibilità	kelayakan	fattibilità	N;SG	N;FEM
robinson	robinson	robinson	robinson	N	N;MASC;SG
depresi	depressione	depresi	depressione	N;SG	N;FEM;SG
pembaruan	rinnovo	penbaruan	rinnovo	N;SG	N;MASC;SG
pembaruan	rinnovamento	penbaruan	rinnovamento	N;SG	N;MASC;SG
pembaruan	aggiornamento	penbaruan	aggiornamento	N;SG	N;MASC;SG
pengecualian	eccezione	pengecualian	eccezione	N;SG	N;FEM;SG
pengecualian	esclusione	pengecualian	esclusione	N;SG	N;FEM;SG
pengecualian	emarginazione	pengecualian	emarginazione	N;SG	N;FEM;SG
sintesis	sintesi	sintesis	sintesi	N;SG	N;FEM
keterlibatan	fidanzamento	keterlibatan	fidanzamento	N;SG	N;MASC;SG
keterlibatan	ingaggio	keterlibatan	ingaggio	N;SG	N;MASC;SG
keterlibatan	coinvolgimento	keterlibatan	coinvolgimento	N;SG	N;MASC;SG
keterlibatan	complicità	keterlibatan	complicità	N;SG	N;FEM
tendangan	kick	tendangan	kick	N;SG	N;MASC
dimasak	cucinato	dimasak	cucinare	V;SG;PASS	V;MASC;SG;PST;V.PTCP
ditangani	gestito	ditangani	gestito	V;SG;PASS	V;MASC;SG;PST;V.PTCP
kesimpulan	conclusione	kesimpulan	conclusione	N;SG	N;FEM;SG
menyembuhkan	guarisce	mensembuhkan	guarire	V;SG;ACT	V;IND;SG;3;PRS;FIN
menyembuhkan	guarire	mensembuhkan	guarire	V;SG;ACT	V;NFIN
kebijaksanaan	discrezione	kebijaksanaan	discrezione	N;SG	N;FEM;SG
kebijaksanaan	discrezionalità	kebijaksanaan	discrezionalità	N;SG	N;FEM
kebijaksanaan	saggezza	kebijaksanaan	saggezza	N;SG	N;FEM;SG
kebijaksanaan	sapienza	kebijaksanaan	sapienza	N;SG	N;FEM;SG
striker	attaccante	striker	attaccante	N;SG	N;SG
striker	striker	striker	striker	N;SG	N;MASC
ringkasan	sintesi	ringkasan	sintesi	N;SG	N;FEM
ringkasan	riepilogo	ringkasan	riepilogo	N;SG	N;MASC;SG
perkemahan	accampamento	perkemahan	accampamento	N	N;MASC;SG
perkemahan	accampamento	perkemahan	accampamento	N	N;MASC;SG
perkemahan	camp	perkemahan	camp	N	N
maritim	marittimi	maritim	marittimo	N	N;MASC;PL
persemakmuran	commonwealth	persemakmuran	commonwealth	N	N;MASC
pemujaan	setta	penpujaan	setta	N;SG	N;FEM;SG
pemujaan	cult	penpujaan	cult	N;SG	N;MASC
pemujaan	culto	penpujaan	culto	N;SG	N;MASC;SG
survey	indagine	survey	indagine	N	N;FEM;SG
survey	sondaggio	survey	sondaggio	N	N;MASC;SG
diperluas	ampliato	diperluas	ampliare	V;SG;PASS	V;MASC;SG;PST;V.PTCP
terganggu	interrotto	terganggu	interrompere	V;SG;PASS	V;MASC;SG;PST;V.PTCP
terganggu	interrotta	terganggu	interrompere	V;SG;PASS	V;FEM;SG;PST;V.PTCP
terganggu	disturbata	terganggu	disturbare	V;SG;PASS	V;FEM;SG;PST;V.PTCP
terganggu	disturbato	terganggu	disturbare	V;SG;PASS	V;MASC;SG;PST;V.PTCP
kutukan	maledizione	kutukan	maledizione	N;SG	N;FEM;SG
perundingan	parley	penrundingan	parley	N;SG	N
temuan	scoperta	temuan	scoperta	N;SG	N;FEM;SG
temuan	discovery	temuan	discovery	N;SG	N;MASC
pentas	tappa	pentas	tappa	N	N;FEM;SG
pentas	palcoscenico	pentas	palcoscenico	N	N;MASC;SG
pentas	stage	pentas	stage	N	N;MASC
antarmuka	interfaccia	antarmuka	interfaccia	N;SG	N;FEM;SG
petang	serata	petang	serata	N;SG	N;FEM;SG
petang	sera	petang	sera	N;SG	N;FEM;SG
diagram	diagramma	diagram	diagramma	N;SG	N;MASC;SG
tempuh	emilia	tempuh	emilia	N;SG;ACT	N;FEM;SG
elektro	elektro	elektro	elektro	N;SG	N
elektro	elettro	elektro	elettro	N;SG	N;MASC;SG
sandi	password	sandi	password	N;SG	N
sandi	cifrario	sandi	cifrario	N;SG	N;MASC;SG
sandi	password	sandi	password	N;SG	N
administrator	amministratore	administrator	amministratore	N;SG	N;MASC;SG
mewarisi	eredita	menwarisi	ereditare	V;SG;ACT	V;IND;SG;3;PRS;FIN
mewarisi	ereditare	menwarisi	ereditare	V;SG;ACT	V;NFIN
mewarisi	ereditare	menwarisi	ereditare	V;SG;ACT	V;NFIN
mewarisi	ereditato	menwarisi	ereditare	V;SG;ACT	V;MASC;SG;PST;V.PTCP
