oli	hatte	olema	haben	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
seal	da	seal	da	ADV	ADV
kogu	sammlung	kogu	sammlung	N;NOM;SG	N;NOM;FEM;SG
kogu	erhebung	kogu	Erhebung	N;NOM;SG	N;NOM;FEM;SG
prantsuse	französisch	prantsuse	französisch	ADJ	ADJ
prantsuse	französische	prantsuse	französisch	ADJ	ADJ;NOM;FEM;PL
prantsuse	französischen	prantsuse	französisch	ADJ	ADJ;NOM;MASC;PL
prantsuse	franzosen	prantsuse	franzosen	ADJ	ADJ
prantsuse	franzose	prantsuse	franzos	ADJ	ADJ;NOM;FEM;PL
tagasi	zurück	tagasi	zurück	ADV	ADV
tagasi	wieder	tagasi	wieder	ADV	ADV
tagasi	hinten	tagasi	hinten	ADV	ADV
enne	zuvor	enne	zuvor	ADV	ADV
enne	davor	enne	davor	ADV	ADV
enne	vorher	enne	vorher	ADV	ADV
lõpetas	graduierte	lõpetama	graduieren	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
itaalia	italienischer	itaalia	italienisch	ADJ	ADJ
itaalia	italienischen	itaalia	italienisch	ADJ	ADJ;NOM;MASC;PL
itaalia	italienisch	itaalia	italienisch	ADJ	ADJ
itaalia	italienische	itaalia	italienisch	ADJ	ADJ;NOM;FEM;PL
suur	groß	suur	groß	ADJ;NOM;SG	ADJ
suur	großer	suur	groß	ADJ;NOM;SG	ADJ
suur	groß	suur	groß	ADJ;NOM;SG	ADJ
suur	großes	suur	groß	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
palju	viel	palju	viel	ADV	ADV
palju	viel	palju	viel	ADV	ADV
palju	viel	palju	viel	ADV	ADV
lõuna	mittagessen	lõuna	mittagessen	N;NOM;SG	N;NOM;NEUT;SG
lõuna	süd	lõuna	süd	N;NOM;SG	N;NOM;NEUT;SG
lõuna	süd	lõuna	süd	N;NOM;SG	N;NOM;NEUT;SG
töötas	gearbeitet	töötama	arbeiten	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
töötas	arbeitete	töötama	arbeiten	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
uus	neuer	uus	neu	ADJ;NOM;SG	ADJ
uus	neu	uus	neu	ADJ;NOM;SG	ADJ
uus	neues	uus	neu	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
poola	polnisch	poola	polnisch	ADJ	ADJ
poola	polnischen	poola	polnisch	ADJ	ADJ;NOM;MASC;PL
poola	polnische	poola	polnisch	ADJ	ADJ;NOM;FEM;PL
poola	polnisches	poola	polnisch	ADJ	ADJ;NOM;NEUT;SG
kuningas	könig	kuningas	könig	N;NOM;SG	N;NOM;SG
võimalik	möglichen	võimalik	möglich	ADJ;NOM;SG	ADJ
võimalik	möglicher	võimalik	möglich	ADJ;NOM;SG	ADJ
võimalik	möglich	võimalik	möglich	ADJ;NOM;SG	ADJ
klubi	club	klubi	club	N;NOM;SG	N;NOM
klubi	klub	klubi	klub	N;NOM;SG	N;NOM;MASC;SG
kuigi	obwohl	kuigi	obwohl	CONJ	CONJ
kuigi	obwohl	kuigi	obwohl	CONJ	CONJ
jäi	verblieben	jääma	verbleiben	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
jäi	verblieb	jääma	verbleiben	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
jäi	geblieben	jääma	bleiben	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
jäi	blieb	jääma	bleiben	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
jäi	geblieben	jääma	bleiben	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
jäi	blieb	jääma	bleiben	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
koduleht	website	kodu_leht	websit	N;NOM;SG	N;SG
võitis	gewonnen	võitma	gewinnen	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
võitis	gewann	võitma	gewinnen	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
rohkem	mehr	rohkem	mehr	ADV	ADV
tavaliselt	normalerweise	tavaliselt	normalerweise	ADV	ADV
tavaliselt	üblicherweise	tavaliselt	üblicherweise	ADV	ADV
tavaliselt	meist	tavaliselt	meist	ADV	ADV
tavaliselt	normalerweise	tavaliselt	normalerweise	ADV	ADV
kolm	drei	kolm	drei	NUM;NOM;SG	NUM
siiski	allerdings	siiski	allerdings	ADV	ADV
siiski	jedoch	siiski	jedoch	ADV	ADV
siiski	dennoch	siiski	dennoch	ADV	ADV
siiski	allerdings	siiski	allerdings	ADV	ADV
siiski	jedoch	siiski	jedoch	ADV	ADV
seotud	assoziierte	siduma	assoziieren	V;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN
seotud	assoziierten	siduma	assoziiert	V;PST;V.PTCP;PASS	V;IND;PL;3;PST;FIN
seotud	assoziiert	siduma	assoziieren	V;PST;V.PTCP;PASS	V;V.PTCP
seotud	gebunden	siduma	binden	V;PST;V.PTCP;PASS	V;V.PTCP
seotud	gefesselt	siduma	fesseln	V;PST;V.PTCP;PASS	V;V.PTCP
seotud	verwandten	siduma	verwandt	V;PST;V.PTCP;PASS	V;PL;FIN
seotud	verknüpft	siduma	verknüpfen	V;PST;V.PTCP;PASS	V;V.PTCP
tuleb	kommt	tulema	kommen	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
tuleb	komme	tulema	kommen	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
tuleb	kommt	tulema	kommen	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
tuleb	kommen	tulema	kommen	V;IND;SG;3;PRS;FIN;ACT	V;NFIN
tuntud	bekannter	tuntud	bekannter	ADJ;PST;V.PTCP;PASS	ADJ
tuntud	bekannt	tuntud	bekennen	ADJ;PST;V.PTCP;PASS	ADJ
tuntud	bekannte	tuntud	bekannt	ADJ;PST;V.PTCP;PASS	ADJ;NOM;PL
tuntud	bekannten	tuntud	bekannt	ADJ;PST;V.PTCP;PASS	ADJ;PL
vana	altstadt	vana	altstadt	ADJ;NOM;SG	ADJ
vana	alter	vana	alt	ADJ;NOM;SG	ADJ
vana	alt	vana	alt	ADJ;NOM;SG	ADJ
seejärel	dann	see_järel	dann	ADV	ADV
seejärel	damals	see_järel	damals	ADV	ADV
seejärel	danach	see_järel	danach	ADV	ADV
isa	vater	isa	vater	N;NOM;SG	N;NOM;MASC;SG
isa	vater	isa	vater	N;NOM;SG	N;NOM;MASC;SG
ida	ost	ida	ost	N;NOM;SG	N;NOM;NEUT
ida	ost	ida	ost	N;NOM;SG	N;NOM;NEUT
nimi	name	nimi	Name	N;NOM;SG	N;NOM;SG
peamiselt	meistens	peamiselt	meistens	ADV	ADV
peamiselt	meist	peamiselt	meist	ADV	ADV
peamiselt	größtenteils	peamiselt	größtenteils	ADV	ADV
õppis	lernte	õppima	lernen	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
õppis	gelernt	õppima	lernen	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
õppis	erlernte	õppima	erlernen	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
suri	verstorben	surema	versterben	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
suri	gestorben	surema	sterben	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
suri	starb	surema	sterben	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
keel	sprache	keel	sprechen	N;NOM;SG	N;NOM;FEM;SG
suure	groß	suur	groß	ADJ;GEN;SG	ADJ
suure	großer	suur	groß	ADJ;GEN;SG	ADJ
suure	groß	suur	groß	ADJ;GEN;SG	ADJ
suure	toll	suur	toll	ADJ;GEN;SG	ADJ
suure	großartig	suur	großartig	ADJ;GEN;SG	ADJ
suure	groß	suur	groß	ADJ;GEN;SG	ADJ
järv	stausee	järv	stausen	N;NOM;SG	N;SG
andis	gab	andma	geben	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
eriti	besonders	eriti	besonders	ADV	ADV
eriti	insbesondere	eriti	insbesondere	ADV	ADV
eriti	besonders	eriti	besonders	ADV	ADV
eriti	vorallem	eriti	vorallem	ADV	ADV
eriti	insbesondere	eriti	insbesondere	ADV	ADV
läti	lettische	läti	lettisch	ADJ	ADJ;NOM;FEM;PL
läti	lettisch	läti	lettisch	ADJ	ADJ
läti	lettischen	läti	lettisch	ADJ	ADJ;PL
taani	dänisch	taani	dänisch	ADJ	ADJ
taani	dänische	taani	dänisch	ADJ	ADJ;NOM;FEM;PL
taani	dänischer	taani	dänisch	ADJ	ADJ
taani	dänischen	taani	dänisch	ADJ	ADJ;MASC
poeg	sohn	poeg	sohnen	N;NOM;SG	N;NOM;MASC;SG
ümber	rund	ümber	rund	ADV	ADV
ümber	herum	ümber	herum	ADV	ADV
ise	selber	ise	selber	ADV	ADV
ise	selbst	ise	selbst	ADV	ADV
väike	kleines	väike	klein	ADJ;NOM;SG	ADJ;NOM;NEUT;SG
väike	kleiner	väike	klein	ADJ;NOM;SG	ADJ
väike	klein	väike	klein	ADJ;NOM;SG	ADJ
väike	kleiner	väike	klein	ADJ;NOM;SG	ADJ
väike	klein	väike	klein	ADJ;NOM;SG	ADJ
kuulub	gehört	kuuluma	gehören	V;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
kuulub	hingehört	kuuluma	hingehören|hinhören	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
osales	teilgenommen	osalema	teilnehmen	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
osales	besucht	osalema	besuchen	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
osales	besuchte	osalema	besuchen	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
osales	teilgenommen	osalema	teilnehmen	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
norra	norwegisch	nord	norwegisch	ADJ	ADJ
norra	norwegischer	nord	norwegisch	ADJ	ADJ
norra	norwegischen	nord	norwegisch	ADJ	ADJ
koht	ort	koht	ort	N;NOM;SG	N;NOM;MASC;SG
arv	anzahl	arv	anzahl	N;NOM;SG	N;SG
arv	zahl	arv	zahl	N;NOM;SG	N;NOM;FEM;SG
endine	ehemaliger	endine	ehemalig	ADJ;NOM;SG	ADJ
sündis	geboren	sündima	gebären	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
sündis	geb	sündima	geb	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
hakkas	begonnen	hakkama	beginnen	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
hakkas	angefangen	hakkama	anfangen	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
hakkas	begann	hakkama	beginnen	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
hakkas	gestartet	hakkama	starten	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
hispaania	kanaren	hispaania	kanar	ADJ	ADJ
hispaania	spanisch	hispaania	spanisch	ADJ	ADJ
hispaania	spanischer	hispaania	spanisch	ADJ	ADJ
hispaania	spanischen	hispaania	spanisch	ADJ	ADJ;NOM;MASC;PL
hispaania	spanische	hispaania	spanisch	ADJ	ADJ;NOM;FEM;PL
kreeka	griechischen	kreeka	griechisch	ADJ	ADJ;NOM;PL
kreeka	griechisch	kreeka	griechisch	ADJ	ADJ
kreeka	griechische	kreeka	griechisch	ADJ	ADJ;NOM;FEM;PL
kreeka	griechenland	kreeka	griechenland	ADJ	ADJ
päritolu	herkunft	pärit_olu	herkunft	N;NOM;SG	N;NOM;FEM;SG
päritolu	herkunft	pärit_olu	herkunft	N;NOM;SG	N;NOM;FEM;SG
edasi	vorwärts	edasi	vorwärts	ADV	ADV
edasi	weiter	edasi	weiter	ADV	ADV
edasi	vorwärts	edasi	vorwärts	ADV	ADV
briti	britischen	briti	britisch	ADJ	ADJ;NOM;MASC;PL
briti	britische	briti	britisch	ADJ	ADJ;NOM;FEM;PL
briti	britisch	briti	britisch	ADJ	ADJ
püha	heilig	püha	heilig	ADJ;NOM;SG	ADJ
püha	heiligen	püha	heilig	ADJ;NOM;SG	ADJ
püha	heiliger	püha	heilig	ADJ;NOM;SG	ADJ
ukraina	ukrainischen	ukraina	ukrainisch	ADJ	ADJ;NOM;MASC;PL
ukraina	ukrainische	ukraina	ukrainisch	ADJ	ADJ;NOM;FEM;PL
ukraina	ukrainisch	ukraina	ukrainisch	ADJ	ADJ
ukraina	ukrainer	ukraina	ukrainer	ADJ	ADJ
võttis	nahm	võtma	nehmen	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
loend	liste	loend	lassen	N;NOM;SG	N;NOM;FEM;SG
loend	aufstellung	loend	aufstellingen	N;NOM;SG	N;NOM;FEM;SG
austria	österreichisch	austria	österreichisch	ADJ	ADJ
austria	österreicher	austria	österreicher	ADJ	ADJ
austria	österreichischen	austria	österreichisch	ADJ	ADJ;NOM;MASC;PL
austria	österreichisches	austria	österreichisch	ADJ	ADJ;NOM;NEUT;SG
õpetaja	meister	õpetaja	meist	N;NOM;SG	N;NOM;MASC;SG
läks	gegangen	minema	gehen	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
läks	ging	minema	gehen	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
varem	zuvor	varem	zuvor	ADV	ADV
varem	vorher	varem	vorher	ADV	ADV
varem	bisher	varem	bisher	ADV	ADV
varem	zuvor	varem	zuvor	ADV	ADV
varem	eher	varem	eher	ADV	ADV
ega	noch	ega	noch	ADV;NEG	ADV
vaadatud	überarbeitet	vaatama	überarbeiten	V;PST;V.PTCP;PASS	V;V.PTCP
vaadatud	revidiert	vaatama	revidieren	V;PST;V.PTCP;PASS	V;V.PTCP
vaadatud	betrachtet	vaatama	betrachten	V;PST;V.PTCP;PASS	V;V.PTCP
vaadatud	gesehen	vaatama	sehen	V;PST;V.PTCP;PASS	V;V.PTCP
vaadatud	angesehen	vaatama	ansehen	V;PST;V.PTCP;PASS	V;V.PTCP
vaadatud	angeschaut	vaatama	anschauen	V;PST;V.PTCP;PASS	V;V.PTCP
jõgi	fluss	jõgi	flassen	N;NOM;SG	N;NOM;MASC;SG
viis	fünf	viis	fünf	NUM;NOM;SG	NUM
tegi	tat	tegema	tun	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
leedu	litauisch	leedu	litauisch	ADJ	ADJ
leedu	litauischen	leedu	litauisch	ADJ	ADJ;PL
leedu	litauische	leedu	litauisch	ADJ	ADJ;NOM;FEM;PL
leedu	litauischer	leedu	litauisch	ADJ	ADJ
mõned	einige	mõni	einige	PRO;NOM;PL	PRO;NOM;INDF;PL
mõned	manche	mõni	manch	PRO;NOM;PL	PRO;NOM;INDF;PL
jaapani	japanische	jaapani	japanisch	ADJ	ADJ;NOM;FEM;PL
jaapani	japanischen	jaapani	japanisch	ADJ	ADJ;NOM;MASC;PL
jaapani	japanisch	jaapani	japanisch	ADJ	ADJ
jaapani	japaner	jaapani	japaner	ADJ	ADJ
jaapani	japanischer	jaapani	japanisch	ADJ	ADJ
sageli	oft	sageli	oft	ADV	ADV
sageli	oft	sageli	oft	ADV	ADV
sageli	oftmals	sageli	oftmals	ADV	ADV
ette	vorne	ette	vorne	ADV	ADV
ette	vorn	ette	vorn	ADV	ADV
ette	voraus	ette	voraus	ADV	ADV
ette	vorschuss	ette	vorschußen	ADV	ADV
hiina	chinesischer	hiina	chinesisch	ADJ	ADJ
hiina	chinesische	hiina	chinesisch	ADJ	ADJ;NOM;FEM;PL
hiina	chinesischen	hiina	chinesisch	ADJ	ADJ;ACC;MASC;SG
hiina	chinesisch	hiina	chinesisch	ADJ	ADJ
ungari	ungarisch	ungari	ungarisch	ADJ	ADJ
ungari	ungarischen	ungari	ungarisch	ADJ	ADJ;PL
ungari	ungarische	ungari	ungarisch	ADJ	ADJ;NOM;FEM;PL
ungari	ungarischer	ungari	ungarisch	ADJ	ADJ
siin	hierher	siin	hierher	ADV	ADV
siin	hier	siin	hier	ADV	ADV
suurim	größter	suurim	groß	ADJ;NOM;RL;SG	ADJ
suurim	größte	suurim	groß	ADJ;NOM;RL;SG	ADJ;NOM;FEM;SG
suurim	grösste	suurim	groß	ADJ;NOM;RL;SG	ADJ;NOM;SG
suurim	größten	suurim	groß	ADJ;NOM;RL;SG	ADJ;NOM;MASC;SG
suurim	größtes	suurim	groß	ADJ;NOM;RL;SG	ADJ;NOM;NEUT;SG
suurim	größte	suurim	groß	ADJ;NOM;RL;SG	ADJ;NOM;FEM;SG
suurim	größten	suurim	groß	ADJ;NOM;RL;SG	ADJ;NOM;MASC;SG
suurim	größter	suurim	groß	ADJ;NOM;RL;SG	ADJ
suurim	größte	suurim	groß	ADJ;NOM;RL;SG	ADJ;NOM;FEM;SG
suurim	grösste	suurim	groß	ADJ;NOM;RL;SG	ADJ;NOM;SG
suurim	größten	suurim	groß	ADJ;NOM;RL;SG	ADJ;NOM;MASC;SG
suurim	größtes	suurim	groß	ADJ;NOM;RL;SG	ADJ;NOM;NEUT;SG
alustas	begonnen	alustama	beginnen	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
alustas	angefangen	alustama	anfangen	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
alustas	begann	alustama	beginnen	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
alustas	gestartet	alustama	starten	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
riik	staat	riik	staaen	N;NOM;SG	N
perekond	familie	perekond	familie	N;NOM;SG	N;NOM;FEM;SG
seetõttu	deshalb	see_tõttu	deshalb	ADV	ADV
seetõttu	darum	see_tõttu	darum	ADV	ADV
seetõttu	somit	see_tõttu	somit	ADV	ADV
seetõttu	daher	see_tõttu	daher	ADV	ADV
ilmus	erschienen	ilmuma	erscheinen	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
ilmus	schien	ilmuma	scheinen	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
ilmus	erschien	ilmuma	erscheinen	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
isegi	überhaupt	isegi	überhaupt	ADV	ADV
isegi	selbst	isegi	selbst	ADV	ADV
isegi	sogar	isegi	sogar	ADV	ADV
isegi	auch	isegi	auch	ADV	ADV
kuidas	inwiefern	kuidas	inwiefern	ADV	ADV
kuidas	woher	kuidas	woher	ADV	ADV
enamasti	meistens	enamasti	meistens	ADV	ADV
enamasti	meist	enamasti	meist	ADV	ADV
enamasti	größtenteils	enamasti	größtenteils	ADV	ADV
elas	gelebt	elama	peben	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
elas	lebte	elama	leben	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
jääb	bleibt	jääma	bleiben	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
jääb	bleibt	jääma	bleiben	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
saar	insel	saar	insel	N;NOM;SG	N;NOM;FEM;SG
saa	holen	saama	holen	V;IMP;SG;2;PRS;FIN;ACT	V;NFIN
saa	erhalte	saama	erhalten	V;IMP;SG;2;PRS;FIN;ACT	V;SG;FIN
saa	bekommen	saama	bekommen	V;IMP;SG;2;PRS;FIN;ACT	V;NFIN
pindala	fläche	pind_ala	fläche	N;NOM;SG	N;NOM;FEM;SG
kasutatud	gebraucht	kasutama	brauchen|gebrauchen	V;PST;V.PTCP;PASS	V;V.PTCP
kasutatud	benutzt	kasutama	benutzen	V;PST;V.PTCP;PASS	V;V.PTCP
kasutatud	verwendete	kasutama	verwenden	V;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN
kasutatud	verwendet	kasutama	verwenden	V;PST;V.PTCP;PASS	V;V.PTCP
sealhulgas	darunter	seal_hulgas	darunter	ADV	ADV
suurem	größer	suurem	groß	ADJ;NOM;CMPR;SG	ADJ
suurem	grösser	suurem	groß	ADJ;NOM;CMPR;SG	ADJ
suurem	größeren	suurem	groß	ADJ;NOM;CMPR;SG	ADJ
suurem	größer	suurem	groß	ADJ;NOM;CMPR;SG	ADJ
suurem	größer	suurem	groß	ADJ;NOM;CMPR;SG	ADJ
suurem	grösser	suurem	groß	ADJ;NOM;CMPR;SG	ADJ
tähendab	meint	tähendama	meinen	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
tähendab	bedeutet	tähendama	bedeuten	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
akadeemia	akademie	akadeemia	akademie	N;NOM;SG	N;NOM;FEM;SG
valmis	bereit	valmis	bereit	ADJ	ADJ
valmis	fertig	valmis	fertig	ADJ	ADJ
nõukogu	rat	nõu_kogu	rat	N;NOM;SG	N
liiga	ebenfalls	liiga	ebenfalls	ADV	ADV
liiga	auch	liiga	auch	ADV	ADV
muusika	musik	muusika	musik	N;NOM;SG	N;NOM;FEM;SG
viimane	letzte	viimane	letzt	ADJ;NOM;SG	ADJ;NOM;FEM;SG
