분류	klasifikasi	분류	klasifikasi	N	N;SG
학교	sekolah	학교	sekolah	N	N;SG
학교	sekolah	학교	sekolah	N	N;SG
사용자	pemakai	사용자	penpakai	N	N;SG
사용자	pengguna	사용자	penguna	N	N;SG
사용자	pemakai	사용자	penpakai	N	N;SG
사용자	pengguna	사용자	penguna	N	N;SG
기준	kriteria	기준	kriteria	N	N;SG
기준	kriteria	기준	kriteria	N	N;SG
설립	pembentukan	설립	penbentukan	N	N;SG
설립	pendirian	설립	pendirian	N	N;SG
참가	partisipasi	참가	partisipasi	N	N;SG
홈페이지	beranda	홈페+이+지	beranda		
경기	permainan	경기	permainan	N	N;SG
경기	game	경기	game	N	N;SG
경기장	stadion	경기장	stadion	N	N;SG
경기장	stadion	경기장	stadion	N	N;SG
경기장	stadium	경기장	stadium	N	N
특히	terutama	특히	terutama	ADV	ADV;RL;SG
특히	khususnya	특히	khususnya	ADV	ADV
특히	terutama	특히	terutama	ADV	ADV;RL;SG
대학교	kuliah	대학교	kuliah	N	N;SG
문서	dokumen	문서	dokumen	N	N;SG
문서	dokumentasi	문서	dokumentasi	N	N;SG
문서	dokumen	문서	dokumen	N	N;SG
문서	dokumen	문서	dokumen	N	N;SG
그림	gambar	그림	gambar	N	N;SG
그림	citra	그림	citra	N	N;SG
그림	gambar	그림	gambar	N	N;SG
그림	gambar	그림	gambar	N	N;SG
그림	image	그림	image	N	N
그림	citra	그림	citra	N	N;SG
그림	figur	그림	figur	N	N;SG
그림	tokoh	그림	tokoh	N	N;SG
그림	sosok	그림	sosok	N	N
매우	sangat	매우	sangat	ADV	ADV
지역	daerah	지역	daerah	N	N;SG
지역	wilayah	지역	wilayah	N	N;SG
지역	luas	지역	luas	N	N;SG
지역	kawasan	지역	kawasan	N	N;SG
지역	area	지역	area	N	N;SG
지역	daerah	지역	daerah	N	N;SG
지역	wilayah	지역	wilayah	N	N;SG
지역	region	지역	region	N	N
지역	kawasan	지역	kawasan	N	N;SG
지역	daerah	지역	daerah	N	N;SG
지역	wilayah	지역	wilayah	N	N;SG
지역	region	지역	region	N	N
지역	kawasan	지역	kawasan	N	N;SG
목록	daftar	목록	daftar	N	N;SG
목록	list	목록	list	N	N
주로	terutama	주로	terutama	ADV	ADV;RL;SG
주로	terutama	주로	terutama	ADV	ADV;RL;SG
많이	banyak	많이	banyak	ADV	ADV
도시	kotamadya	도시	kotamadya	N	N;SG
도시	kota	도시	kota	N	N;SG
도시	kota	도시	kota	N	N;SG
도시	kota	도시	kota	N	N;SG
도시	perkotaan	도시	perkotaan	N	N;SG
음악	musik	음악	musik	N	N;SG
가수	penyanyi	가수	pennyanyi	N	N;SG
죽음	kematian	죽음	kematian	N	N;SG
죽음	kematian	죽음	kematian	N	N;SG
전쟁	perang	전쟁	perang	N	N;SG
전쟁	peperangan	전쟁	peperangan	N	N
전쟁	perang	전쟁	perang	N	N;SG
전쟁	peperangan	전쟁	peperangan	N	N
행정	administratif	행정	administratif	N	N;SG
직업	karir	직업	karir	N	N;SG
직업	karier	직업	karier	N	N;SG
직업	profesi	직업	profesi	N	N;SG
직업	tugas	직업	tugas	N	N;SG
직업	pekerjaan	직업	pekerjaan	N	N;SG
직업	pekerjaan	직업	pekerjaan	N	N;SG
대학	kuliah	대학	kuliah	N	N;SG
동안	sambil	동안	sambil		
동안	selagi	동안	selagi		
여자	wanita	여자	wanita	N	N;SG
여자	perempuan	여자	perempuan	N	N;SG
여자	wanita	여자	wanita	N	N;SG
여자	perempuan	여자	perempuan	N	N;SG
자료	data	자료	data	N	N;SG
이름	nama	이름	nama	N	N;SG
이름	nama	이름	nama	N	N;SG
음반	album	음반	album	N	N;SG
음반	album	음반	album	N	N;SG
학급	angkatan	학급	angkatan	N	N;SG
학급	kelas	학급	kelas	N	N;SG
야구	bisbol	야구	bisbol	N	N
프로그램	program	프로그램	program	N	N;SG
프로그램	lamaran	프로그램	lamaran	N	N;SG
프로그램	aplikasi	프로그램	aplikasi	N	N;SG
프로그램	program	프로그램	program	N	N;SG
역사	historis	역사	historis	N	N
역사	bersejarah	역사	bersejarah	N	N;SG;ACT
역사	sejarah	역사	sejarah	N	N;SG
역사	riwayat	역사	riwayat	N	N
역사	sejarah	역사	sejarah	N	N;SG
시간	jam	시간	jam	N	N;SG
시간	jam	시간	jam	N	N;SG
시간	kali	시간	kali	N	N;SG
시간	waktu	시간	waktu	N	N;SG
시간	waktunya	시간	waktu	N	N;SG
졸업	wisuda	졸업	wisuda	N	N;SG
졸업	kelulusan	졸업	kelulusan	N	N;SG
졸업	pascasarjana	졸업	pascasarjana	N	N
노선	rute	노선	rute	N	N;SG
노선	rute	노선	rute	N	N;SG
기타	guitar	기타	guitar	N	N
기타	gitar	기타	gitar	N	N;SG
기타	lainnya	기타	lainnya	N	N
기타	lainnya	기타	lainnya	N	N
기타	selengkapnya	기타	selengkap	N	N;SG
기타	lainnya	기타	lainnya	N	N
구역	daerah	구역	daerah	N	N;SG
구역	wilayah	구역	wilayah	N	N;SG
구역	luas	구역	luas	N	N;SG
구역	kawasan	구역	kawasan	N	N;SG
구역	area	구역	area	N	N;SG
소속	afiliasi	소속	afiliasi	N	N;SG
소속	afiliasi	소속	afiliasi	N	N;SG
거의	hampir	거의	hampir	ADV	ADV
대회	kompetisi	대회	kompetisi	N	N;SG
대회	turnamen	대회	turnamen	N	N;SG
대회	kontes	대회	kontes	N	N;SG
제작	produksi	제작	produksi	N	N;SG
청소년	pemuda	청소년	pemuda	N	N;SG
청소년	remaja	청소년	remaja	N	N;SG
청소년	remaja	청소년	remaja	N	N;SG
남자	pria	남자	pria	N	N;SG
남자	pria	남자	pria	N	N;SG
남자	manusia	남자	manusia	N	N;SG
결과	hasilnya	결과	hasil	N	N;SG
결과	hasil	결과	hasil	N	N;SG
결과	hasil	결과	hasil	N	N;SG
아들	putra	아들	putra	N	N;SG
아들	anak	아들	anak	N	N;SG
활동	tindakan	활동	tindakan	N	N;SG
활동	aksi	활동	aksi	N	N;SG
활동	kegiatan	활동	kegiatan	N	N;SG
활동	aktifitas	활동	aktifitas	N	N;SG
활동	tindakan	활동	tindakan	N	N;SG
활동	aksi	활동	aksi	N	N;SG
활동	kegiatan	활동	kegiatan	N	N;SG
이미	sudah	이미	sudah	ADV	ADV;SG;ACT
국가	negara	국가	negara	N	N;SG
국가	negara	국가	negara	N	N;SG
국가	keadaan	국가	keadaan	N	N;SG
언어	bahasa	언어	bahasa	N	N;SG
언어	bahasa	언어	bahasa	N	N;SG
스포츠	olahraga	스포츠	olahraga	N	N;SG
스포츠	olahraga	스포츠	olahraga	N	N;SG
설명	keterangan	설명	keterangan	N	N;SG
설명	penjelasan	설명	penjelasan	N	N;SG
설명	uraian	설명	uraian	N	N;SG
설명	deskripsi	설명	deskripsi	N	N;SG
설명	keterangan	설명	keterangan	N	N;SG
시대	periode	시대	periode	N	N;SG
시대	zaman	시대	zaman	N	N;SG
시대	era	시대	era	N	N
대통령	presiden	대통령	presiden	N	N;SG
대통령	kepresidenan	대통령	kepresidenan	N	N;SG
가운데	pertengahan	가운데	pertengahan	N	N;SG
교통	transportasi	교통	transportasi	N	N;SG
교통	pengangkutan	교통	penangkutan	N	N;SG
교통	transportasi	교통	transportasi	N	N;SG
교통	transpor	교통	transpor	N	N;SG
교통	angkut	교통	angkut	N	N;SG;ACT
교통	pengangkutan	교통	penangkutan	N	N;SG
정보	informasi	정보	informasi	N	N;SG
인물	tokoh	인물	tokoh	N	N;SG
인물	karakter	인물	karakter	N	N;SG
인물	potret	인물	potret	N	N;SG
인물	portrait	인물	portrait	N	N
요청	permintaan	요청	permintaan	N	N;SG
요청	permintaan	요청	permintaan	N	N;SG
노래	nyanyi	노래	nyanyi	N	N;SG
노래	lagu	노래	lagu	N	N;SG
노래	lagu	노래	lagu	N	N;SG
차단	blok	차단	blok	N	N;SG
차단	pemblokiran	차단	penblokiran	N	N;SG
차단	pemblokiran	차단	penblokiran	N	N;SG
차단	blok	차단	blok	N	N;SG
차단	diblokir	차단	diblokir	N	N
처음	dulu	처음	dulu	N	N
관계	hubungan	관계	hubungan	N	N;SG
관계	hubungan	관계	hubungan	N	N;SG
관계	relasi	관계	relasi	N	N;SG
관계	hubungan	관계	hubungan	N	N;SG
관계	relasi	관계	relasi	N	N;SG
관계	hubungan	관계	hubungan	N	N;SG
불교	buddhisme	불교	buddhisme	N	N
불교	buddhis	불교	buddhis	N	N
불교	buddhisme	불교	buddhisme	N	N
불교	buddhis	불교	buddhis	N	N
채널	kanal	채널	kanal	N	N
채널	saluran	채널	saluran	N	N;SG
채널	kanal	채널	kanal	N	N
채널	channel	채널	channel	N	N
채널	saluran	채널	saluran	N	N;SG
수상	penghargaan	수상	penhargaan	N	N;SG
공화국	republik	공화국	republik	N	N
경력	karir	경력	karir	N	N;SG
경력	karier	경력	karier	N	N;SG
항공	penerbangan	항공	penterbangan	N	N;SG
항공	aviasi	항공	aviasi	N	N
항공	maskapai	항공	maskapai	N	N
항공	airlines	항공	airlines	N	N
항공	airways	항공	airways	N	N
항공	udara	항공	udara	N	N;SG
항공	air	항공	air	N	N;SG
이전	migrasi	이전	migrasi	N	N;SG
전투	pertempuran	전투	pertempuran	N	N;SG
전투	peperangan	전투	peperangan	N	N
전투	pertempuran	전투	pertempuran	N	N;SG
전투	tempur	전투	tempur	N	N;SG
전투	pertempuran	전투	pertempuran	N	N;SG
아버지	ayah	아버지	ayah	N	N;SG
아버지	bapak	아버지	bapak	N	N;SG
지정	dispesifikasikan	지정	dispesifikasikan	N	N
변경	perubahan	변경	perubahan	N	N;SG
변경	perubahan	변경	perubahan	N	N;SG
작곡	komposisi	작곡	komposisi	N	N;SG
설치	pemasangan	설치	penpasangan	N	N;SG
설치	penginstalan	설치	peninstalan	N	N
설치	instalasi	설치	instalasi	N	N;SG
설치	pemasangan	설치	penpasangan	N	N;SG
설치	pasang	설치	pasang	N	N;SG;ACT
설치	penginstalan	설치	peninstalan	N	N
설치	instalasi	설치	instalasi	N	N;SG
설치	menginstal	설치	meninstal	N	N;SG
설치	instalasi	설치	instalasi	N	N;SG
설치	pasang	설치	pasang	N	N;SG;ACT
기록	pencapaian	기록	pencapaian	N	N;SG
기록	prestasi	기록	prestasi	N	N;SG
기록	rekor	기록	rekor	N	N;SG
기록	rekam	기록	rekam	N	N;SG
기록	riwayat	기록	riwayat	N	N
기록	sejarah	기록	sejarah	N	N;SG
업데이트	pembaruan	업데이트	penbaruan	N	N;SG
업데이트	pemutakhiran	업데이트	penputakhiran	N	N;SG
업데이트	pembaruan	업데이트	penbaruan	N	N;SG
업데이트	pemutakhiran	업데이트	penputakhiran	N	N;SG
앨범	album	앨범	album	N	N;SG
앨범	album	앨범	album	N	N;SG
운영	operasi	운영	operasi	N	N;SG
출연	penampilan	출연	pentampilan	N	N;SG
출연	penampilan	출연	pentampilan	N	N;SG
출연	tampilan	출연	tampilan	N	N;SG
데뷔	debut	데뷔	debut	N	N;SG
데뷔	debutnya	데뷔	debut	N	N;SG
데뷔	debut	데뷔	debut	N	N;SG
데뷔	debutnya	데뷔	debut	N	N;SG
받은	diterima	받+ㄴ	diterima	V	V;SG;PASS
편집	sunting	편집	sunting	N	N
편집	sunting	편집	sunting	N	N
편집	penyuntingan	편집	penyuntingan	N	N
편집	suntingan	편집	suntingan	N	N
편집	editing	편집	editing	N	N
편집	penyuntingan	편집	penyuntingan	N	N
편집	mengedit	편집	mengedit	N	N;SG
선거	pemilu	선거	pemilu	N	N;SG
선거	pemilu	선거	pemilu	N	N;SG
선거	pemilu	선거	pemilu	N	N;SG
장르	genre	장르	genre	N	N
장르	genre	장르	genre	N	N
장르	aliran	장르	aliran	N	N;SG
현대	hyundai	현대	hyundai	N	N
현대	kontemporer	현대	kontemporer	N	N
디지털	digital	디지털	digital	N	N;SG
비디오	video	비디오	video	N	N;SG
비디오	videonya	비디오	video	N	N;SG
비디오	video	비디오	video	N	N;SG
기간	durasi	기간	durasi	N	N;SG
기간	periode	기간	periode	N	N;SG
내용	isi	내용	isi	N	N;SG
내용	konten	내용	konten	N	N;SG
내용	isi	내용	isi	N	N;SG
그를	nya	그+를	nya	PRO	PRO
정부	pemerintah	정부	penperintah	N	N;SG
정부	pemerintahan	정부	penperintahan	N	N;SG
일반적으로	biasanya	일반+적+으로	biasanya	ADV	ADV
일반적으로	umumnya	일반+적+으로	umumnya	ADV	ADV
일반적으로	biasanya	일반+적+으로	biasanya	ADV	ADV
원래	aslinya	원래	asli	N	N;SG
전에	sebelumnya	전+에	sebelumnya	ADV	ADV
보통	reguler	보통	reguler	N	N;SG
기업	perusahaan	기업	perusahaan	N	N;SG
기업	korporasi	기업	korporasi	N	N;SG
기업	enterprise	기업	enterprise	N	N
지방	daerah	지방	daerah	N	N;SG
지방	wilayah	지방	wilayah	N	N;SG
지방	region	지방	region	N	N
지방	kawasan	지방	kawasan	N	N;SG
지방	lemak	지방	lemak	N	N;SG
지방	lemak	지방	lemak	N	N;SG
교육	pengajaran	교육	penajaran	N	N;SG
교육	edukasi	교육	edukasi	N	N;SG
교육	pendidikan	교육	pendidikan	N	N;SG
교육	edukasi	교육	edukasi	N	N;SG
교육	pendidikan	교육	pendidikan	N	N;SG
일반	jendral	일반	jendral	N	N
일반	jenderal	일반	jenderal	N	N;SG
교수	profesor	교수	profesor	N	N;SG
교수	professor	교수	professor	N	N
교수	fakultas	교수	fakultas	N	N;SG
구간	interval	구간	interval	N	N
정치	politik	정치	politik	N	N;SG
정치	politisi	정치	politisi	N	N;SG
정치	politikus	정치	politikus	N	N;SG
정치	politik	정치	politik	N	N;SG
사용	penggunaan	사용	pengunaan	N	N;SG
사용	penggunaan	사용	pengunaan	N	N;SG
사용	kegunaan	사용	kegunaan	N	N;SG
사용	penggunaan	사용	pengunaan	N	N;SG
사용	kegunaan	사용	kegunaan	N	N;SG
사용	pemakaian	사용	penpakaian	N	N;SG
초기	inisial	초기	inisial	N	N
국제공항	bandara	국제공항	bandara	N	N;SG
순위	klasemen	순위	klasemen	N	N;SG
순위	peringkat	순위	peringkat	N	N;SG
순위	ranking	순위	ranking	N	N
순위	pangkat	순위	pangkat	N	N;SG
대사관	kedutaan	대사관	kedutaan	N	N;SG
대사관	kbri	대사관	kbri	N	N;SG
대사관	kedutaan	대사관	kedutaan	N	N;SG
컴퓨터	komputer	컴퓨터	komputer	N	N;SG
컴퓨터	komputer	컴퓨터	komputer	N	N;SG
발매	rilis	발매	rilis	N	N;SG;ACT
항목	item	항목	item	N	N
항목	barang	항목	barang	N	N;SG
항목	entri	항목	entri	N	N;SG
항목	masukan	항목	masukan	N	N;SG
항목	entri	항목	entri	N	N;SG
항목	masukan	항목	masukan	N	N;SG
항목	barang	항목	barang	N	N;SG
항목	item	항목	item	N	N
인구	populasi	인구	populasi	N	N;SG
인구	penduduk	인구	penduduk	N	N;SG
인구	populasi	인구	populasi	N	N;SG
종교	agama	종교	agama	N	N;SG
종교	religi	종교	religi	N	N
종교	keagamaan	종교	keagamaan	N	N;SG
종교	religius	종교	religius	N	N
종교	agama	종교	agama	N	N;SG
종교	kepercayaan	종교	kepercayaan	N	N;SG
종교	keyakinan	종교	keyakinan	N	N;SG
종교	agama	종교	agama	N	N;SG
전역	kampanye	전역	kampanye	N	N;SG
문화	kultur	문화	kultur	N	N
문화	kebudayaan	문화	kebudayaan	N	N;SG
문화	budaya	문화	budaya	N	N;SG
문화	kultur	문화	kultur	N	N
전체	total	전체	total	N	N;SG
제국	imperium	제국	imperium	N	N
제국	kekaisaran	제국	kekaisaran	N	N;SG
연구	kajian	연구	kajian	N	N;SG
연구	studi	연구	studi	N	N;SG
연구	riset	연구	riset	N	N;SG
연구	penelitian	연구	pentelitian	N	N;SG
용어	glosarium	용어	glosarium	N	N
용어	istilah	용어	istilah	N	N;SG
용어	ketentuan	용어	ketentuan	N	N;SG
용어	terminologi	용어	terminologi	N	N
관리	manajemen	관리	manajemen	N	N;SG
관리	pengelolaan	관리	penkelolaan	N	N;SG
연속	kontinuitas	연속	kontinuitas	N	N
개발	pengembangan	개발	penkembangan	N	N;SG
개발	perkembangan	개발	perkembangan	N	N;SG
개발	pembangunan	개발	penbangunan	N	N;SG
수상자	pemenang	수상자	penmenang	N	N;SG
경제	perekonomian	경제	perekonomian	N	N;SG
경제	ekonomi	경제	ekonomi	N	N;SG
경제	perekonomian	경제	perekonomian	N	N;SG
경제	ekonomi	경제	ekonomi	N	N;SG
데이터	data	데이터	data	N	N;SG
정치인	politisi	정치인	politisi	N	N;SG
정치인	politikus	정치인	politikus	N	N;SG
정치인	politisi	정치인	politisi	N	N;SG
정치인	politikus	정치인	politikus	N	N;SG
여성	wanita	여성	wanita	N	N;SG
여성	perempuan	여성	perempuan	N	N;SG
여성	betina	여성	betina	N	N;SG
여성	perempuan	여성	perempuan	N	N;SG
여성	permpuan	여성	permpuan	N	N;SG
여성	betina	여성	betina	N	N;SG
여성	perempuan	여성	perempuan	N	N;SG
여성	wanita	여성	wanita	N	N;SG
여성	perempuan	여성	perempuan	N	N;SG
나라	negara	나라	negara	N	N;SG
나라	nara	나라	nara	N	N;SG
추가	tambah	추가	tambah		
추가	tambah	추가	tambah		
개시	inisiator	개시	inisiator	N	N;SG
개시	inisiasi	개시	inisiasi	N	N
육군	tentara	육군	tentara	N	N;SG
자주	sering	자주	sering	ADV	ADV
자주	seringkali	자주	seringkali	ADV	ADV
자주	sering	자주	sering	ADV	ADV
자주	sering	자주	sering	ADV	ADV
어머니	ibu	어머니	ibu	N	N;SG
소설	fiksi	소설	fiksi	N	N
소설	novel	소설	novel	N	N
소설	novel	소설	novel	N	N
편곡	arranger	편곡	arranger	N	N
편곡	pengaturan	편곡	penaturan	N	N;SG
완전히	sepenuhnya	완전+히	sepenuhnya	ADV	ADV
만화	komik	만화	komik	N	N
만화	komik	만화	komik	N	N
만화	manga	만화	manga	N	N
만화	kartun	만화	kartun	N	N;SG
모델	model	모델	model	N	N;SG
모델	model	모델	model	N	N;SG
사진	photography	사진	photography	N	N
사진	fotografi	사진	fotografi	N	N;SG
사진	gambar	사진	gambar	N	N;SG
사진	gambar	사진	gambar	N	N;SG
졸업식	wisuda	졸업식	wisuda	N	N;SG
졸업식	kelulusan	졸업식	kelulusan	N	N;SG
사업	bisnis	사업	bisnis	N	N;SG
시스템	sistem	시스템	sistem	N	N;SG
시스템	system	시스템	system	N	N
시스템	sistem	시스템	sistem	N	N;SG
건축물	bangunan	건축물	bangunan	N	N;SG
건축물	gedung	건축물	gedung	N	N;SG
뉴스	berita	뉴스	berita	N	N;SG
지하철	subway	지하철	subway	N	N
육상	atletik	육상	atletik	N	N;SG
연결	koneksi	연결	koneksi	N	N;SG
연결	sambungan	연결	sambungan	N	N;SG
연결	koneksi	연결	koneksi	N	N;SG
공항	bandara	공항	bandara	N	N;SG
공항	bandara	공항	bandara	N	N;SG
이야기	cerita	이야기	cerita	N	N;SG
이야기	berita	이야기	berita	N	N;SG
이야기	kisah	이야기	kisah	N	N;SG
문제	masalah	문제	masalah	N	N;SG
문제	masalah	문제	masalah	N	N;SG
문제	masalah	문제	masalah	N	N;SG
문제	isu	문제	isu	N	N;SG
문제	masalah	문제	masalah	N	N;SG
문제	isu	문제	isu	N	N;SG
작가	pengarang	작가	penarang	N	N;SG
작가	penulis	작가	pentulis	N	N;SG
작가	penulis	작가	pentulis	N	N;SG
작가	penulis	작가	pentulis	N	N;SG
작가	pengarang	작가	penarang	N	N;SG
작가	penulis	작가	pentulis	N	N;SG
작가	pembuat	작가	penbuat	N	N;SG
원소	unsur	원소	unsur	N	N;SG
원소	elemen	원소	elemen	N	N;SG
원소	unsur	원소	unsur	N	N;SG
원소	elemen	원소	elemen	N	N;SG
관리자	pengurus	관리자	penurus	N	N;SG
관리자	administrator	관리자	administrator	N	N;SG
관리자	pemelihara	관리자	penpelihara	N	N;SG
관리자	pengelola	관리자	penkelola	N	N;SG
관리자	pengurus	관리자	penurus	N	N;SG
관리자	pengurus	관리자	penurus	N	N;SG
관리자	administrator	관리자	administrator	N	N;SG
관리자	manajer	관리자	manajer	N	N;SG
관리자	pengelola	관리자	penkelola	N	N;SG
심판	penghakiman	심판	penhakiman	N	N;SG
심판	wasit	심판	wasit	N	N;SG
심판	penghakiman	심판	penhakiman	N	N;SG
사회	masyarakat	사회	masyarakat	N	N;SG
사회	sosial	사회	sosial	N	N;SG
상징	simbol	상징	simbol	N	N;SG
상징	simbol	상징	simbol	N	N;SG
상징	ikonik	상징	ikonik	N	N
기술	teknologi	기술	teknologi	N	N;SG
기술	teknologi	기술	teknologi	N	N;SG
기술	keahlian	기술	keahlian	N	N;SG
기술	keterampilan	기술	keterampilan	N	N;SG
기술	kemampuan	기술	kemampuan	N	N;SG
서비스	pelayanan	서비스	penlayanan	N	N;SG
서비스	layanan	서비스	layanan	N	N;SG
서비스	jasa	서비스	jasa	N	N;SG
서비스	jasa	서비스	jasa	N	N;SG
서비스	layanan	서비스	layanan	N	N;SG
서비스	pelayanan	서비스	penlayanan	N	N;SG
독립	kemerdekaan	독립	kemerdekaan	N	N;SG
독립	kemandirian	독립	kemandirian	N	N;SG
그녀의	nya	그녀+의	nya	PRO	PRO
소프트웨어	software	소프트웨어	software	N	N
그들은	mereka	그+들+은	mereka	PRO	PRO;PL;3
말했다	berkata	말하+었+다	berkata	V	V;SG;ACT
말했다	mengatakan	말하+었+다	menkatakan	V	V;SG;ACT
포지션	posisi	포지션	posisi	N	N;SG
포지션	jabatan	포지션	jabatan	N	N;SG
포지션	posisi	포지션	posisi	N	N;SG
항상	selalu	항상	selalu	ADV	ADV
기독교	kekristenan	기독교	kekristenan	N	N;SG
전기	kelistrikan	전기	kelistrikan	N	N;SG
전기	listrik	전기	listrik	N	N;SG
전기	kelistrikan	전기	kelistrikan	N	N;SG
전기	listrik	전기	listrik	N	N;SG
전기	elektro	전기	elektro	N	N;SG
전기	listrik	전기	listrik	N	N;SG
전기	elektrik	전기	elektrik	N	N;SG
폐지	abolisi	폐지	abolisi	N	N;SG
군사	kemiliteran	군사	kemiliteran	N	N;SG
아래	bawah	아래	bawah	N	N;SG
가능한	dimungkinkan	가능+하+ㄴ	dimungkinkan	V	V;SG;ACT
실제로	sebenarnya	실제로	sebenarnya	ADV	ADV
운동	gerakan	운동	gerakan	N	N;SG
운동	pergerakan	운동	pergerakan	N	N;SG
운동	latihan	운동	latihan	N	N;SG
기본	bawaan	기본	bawaan	N	N;SG
구조	struktur	구조	struktur	N	N;SG
구조	struktur	구조	struktur	N	N;SG
구조	penyelamatan	구조	penselamatan	N	N;SG
최근	terkini	최근	terkini	N	N;SG
최근	belakangan	최근	belakangan	N	N;SG
최근	terkini	최근	terkini	N	N;SG
지금	kini	지금	kini	N	N
음악가	seniman	음악가	seniman	N	N;SG
음악가	artis	음악가	artis	N	N;SG
음악가	pemusik	음악가	penmusik	N	N;SG
음악가	musisi	음악가	musisi	N	N
음악가	musisi	음악가	musisi	N	N
음악가	artis	음악가	artis	N	N;SG
음악가	seniman	음악가	seniman	N	N;SG
강한	tegar	강하+ㄴ	tegar	ADJ	ADJ;SG
강한	kuat	강하+ㄴ	kuat	ADJ	ADJ;SG
유형	jenis	유형	jenis	N	N;SG
유형	tipe	유형	tipe	N	N;SG
유형	jenis	유형	jenis	N	N;SG
유형	tipe	유형	tipe	N	N;SG
국내	domestik	국내	domestik	N	N;SG
밴드	band	밴드	band	N	N
밴드	band	밴드	band	N	N
연방	persemakmuran	연방	persemakmuran	N	N
연방	federal	연방	federal	N	N;SG
연방	federasi	연방	federasi	N	N;SG
연방	konfederasi	연방	konfederasi	N	N
자동차	mobil	자동차	mobil	N	N;SG
자동차	mobil	자동차	mobil	N	N;SG
자동차	otomotif	자동차	otomotif	N	N;SG
자동차	otomotif	자동차	otomotif	N	N;SG
자동차	mobil	자동차	mobil	N	N;SG
나중에	kemudian	나중+에	kemudian	ADV	ADV
뮤직	musik	뮤직	musik	N	N;SG
투수	pelempar	투수	penlempar	N	N;SG
투수	pitcher	투수	pitcher	N	N
투수	kendi	투수	kendi	N	N
오후	sore	오후	sore	N	N;SG
오후	siang	오후	siang	N	N;SG
나머지	sisa	나머지	sisa	N	N;SG
임대	penyewaan	임대	pensewaan	N	N;SG
임대	leasing	임대	leasing	N	N;SG
임대	penyewaan	임대	pensewaan	N	N;SG
임대	persewaan	임대	persewaan	N	N;SG
임대	penyewaan	임대	pensewaan	N	N;SG
임대	persewaan	임대	persewaan	N	N;SG
임대	penyewaan	임대	pensewaan	N	N;SG
연극	teater	연극	teater	N	N
연극	bioskop	연극	bioskop	N	N
연극	teater	연극	teater	N	N
연극	bioskop	연극	bioskop	N	N
지원	dukungan	지원	dukungan	N	N;SG
지원	dukung	지원	dukung	N	N;SG;ACT
지원	mendukung	지원	mendukung	N	N;SG;ACT
영업	penjualan	영업	penjualan	N	N;SG
회장	presiden	회장	presiden	N	N;SG
회장	ketua	회장	ketua	N	N;SG
과학	ilmu	과학	ilmu	N	N;SG
과학	sains	과학	sains	N	N;SG
과학	ilmu	과학	ilmu	N	N;SG
