dari	din	dari	din	ADP	ADP;ACC
negara	tara	negara	tară	N;SG	N;DEF;FEM;SG
negara	tara	negara	tară	N;SG	N;DEF;FEM;SG
negara	tara	negara	tară	N;SG	N;DEF;FEM;SG
negara	tara	negara	tară	N;SG	N;DEF;FEM;SG
negara	stare	negara	stare	N;SG	N;INDF;FEM;SG
negara	stat	negara	stat	N;SG	N;INDF;MASC;SG
negara	statul	negara	stat	N;SG	N;DEF;MASC;SG
kemudian	atunci	kemudian	atunci	ADV	ADV
kemudian	apoi	kemudian	apoi	ADV	ADV
banyak	mult	banyak	mult	ADV	ADV
kabupaten	regency	kabupaten	regency	N;SG	N;INDF;MASC;SG
kabupaten	judetul	kabupaten	judet	N;SG	N;DEF;MASC;SG
kabupaten	comitatul	kabupaten	comitat	N;SG	N;DEF;MASC;SG
kabupaten	judetul	kabupaten	judet	N;SG	N;DEF;MASC;SG
kabupaten	districtul	kabupaten	district	N;SG	N;DEF;MASC;SG
kabupaten	district	kabupaten	district	N;SG	N;INDF;MASC;SG
kumbang	buburuza	kumbang	buburuză	N	N;DEF;FEM;SG
lalat	musca	lalat	musca	N;SG	N;DEF;FEM;SG
lalat	zbor	lalat	zbor	N;SG	N;INDF;MASC;SG
genus	gen	genus	gen	N	N;INDF;MASC;SG
isi	continutul	isi	continut	N;SG	N;DEF;MASC;SG
isi	continut	isi	continut	N;SG	N;INDF;MASC;SG
isi	continut	isi	continut	N;SG	N;INDF;MASC;SG
isi	umplere	isi	umplere	N;SG	N;INDF;FEM;SG
daftar	lista	daftar	listă	N;SG	N;DEF;FEM;SG
daftar	lista	daftar	listă	N;SG	N;DEF;FEM;SG
baru	nou	baru	nou	ADJ;SG	ADJ;INDF;MASC;SG
baru	noua	baru	nou	ADJ;SG	ADJ;DEF;FEM;SG
baru	noua	baru	nou	ADJ;SG	ADJ;DEF;FEM;SG
barat	vest	barat	vest	N;SG	N;INDF;MASC;SG
barat	occident	barat	occident	N;SG	N;INDF;MASC;SG
barat	vestul	barat	vest	N;SG	N;DEF;MASC;SG
barat	vest	barat	vest	N;SG	N;INDF;MASC;SG
wilayah	zona	wilayah	zonă	N;SG	N;DEF;FEM;SG
wilayah	zona	wilayah	zonă	N;SG	N;DEF;FEM;SG
wilayah	suprafata	wilayah	suprafată	N;SG	N;DEF;FEM;SG
wilayah	regiunea	wilayah	regiune	N;SG	N;DEF;FEM;SG
wilayah	regiune	wilayah	regiune	N;SG	N;INDF;FEM;SG
wilayah	teritoriu	wilayah	teritoriu	N;SG	N;INDF;MASC;SG
wilayah	teritoriul	wilayah	teritoriu	N;SG	N;DEF;MASC;SG
tanggal	data	tanggal	dată	N;SG;ACT	N;DEF;FEM;SG
tanggal	data	tanggal	dată	N;SG;ACT	N;DEF;FEM;SG
dunia	lumea	dunia	lume	N;SG	N;DEF;FEM;SG
dunia	lume	dunia	lume	N;SG	N;INDF;FEM;SG
timur	est	timur	est	N;SG	N;INDF;MASC;SG
timur	estul	timur	est	N;SG	N;DEF;MASC;SG
tempat	locul	tempat	loc	N;SG	N;DEF;MASC;SG
tempat	loc	tempat	loc	N;SG	N;INDF;MASC;SG
dua	doi	dua	doi	NUM	NUM;MASC;PL
selatan	sudul	selatan	sud	N;SG	N;DEF;MASC;SG
selatan	sud	selatan	sud	N;SG	N;INDF;MASC;SG
selatan	south	selatan	south	N;SG	N;INDF;MASC;SG
selatan	sudul	selatan	sud	N;SG	N;DEF;MASC;SG
animalia	animalia	animalia	animalie	N	N;DEF;FEM;SG
september	septembrie	september	septembrie	N;SG	N;INDF;MASC;SG
anak	fiul	anak	fiu	N;SG	N;DEF;MASC;SG
anak	fiu	anak	fiu	N;SG	N;INDF;MASC;SG
anak	copila	anak	copilă	N;SG	N;DEF;FEM;SG
anak	copil	anak	copil	N;SG	N;INDF;MASC;SG
anak	copila	anak	copilă	N;SG	N;DEF;FEM;SG
species	specii	species	specie	N	N;INDF;FEM;PL
species	specie	species	specie	N	N;INDF;FEM;SG
species	specia	species	specie	N	N;DEF;FEM;SG
hidup	viata	hidup	viată	N;SG	N;DEF;FEM;SG
hidup	viata	hidup	viată	N;SG	N;DEF;FEM;SG
hidup	viata	hidup	viată	N;SG	N;DEF;FEM;SG
hidup	viata	hidup	viată	N;SG	N;DEF;FEM;SG
hidup	viata	hidup	viată	N;SG	N;DEF;FEM;SG
lagu	cantec	lagu	cantec	N;SG	N;INDF;MASC;SG
lagu	song	lagu	song	N;SG	N;INDF;MASC;SG
lagu	melodie	lagu	melodie	N;SG	N;INDF;FEM;SG
lagu	cantec	lagu	cantec	N;SG	N;INDF;MASC;SG
daerah	districtul	daerah	district	N;SG	N;DEF;MASC;SG
daerah	district	daerah	district	N;SG	N;INDF;MASC;SG
daerah	zona	daerah	zonă	N;SG	N;DEF;FEM;SG
daerah	zona	daerah	zonă	N;SG	N;DEF;FEM;SG
daerah	suprafata	daerah	suprafată	N;SG	N;DEF;FEM;SG
daerah	regiunea	daerah	regiune	N;SG	N;DEF;FEM;SG
daerah	regiune	daerah	regiune	N;SG	N;INDF;FEM;SG
daerah	judetul	daerah	judet	N;SG	N;DEF;MASC;SG
daerah	comitatul	daerah	comitat	N;SG	N;DEF;MASC;SG
daerah	judetul	daerah	judet	N;SG	N;DEF;MASC;SG
daerah	sectiune	daerah	sectiune	N;SG	N;INDF;FEM;SG
daerah	sectiunea	daerah	sectiune	N;SG	N;DEF;FEM;SG
daerah	sectiune	daerah	sectiune	N;SG	N;INDF;FEM;SG
daerah	sectiune	daerah	sectiune	N;SG	N;INDF;FEM;SG
daerah	sectiunea	daerah	sectiune	N;SG	N;DEF;FEM;SG
sekolah	scoala	sekolah	scoală	N;SG	N;DEF;FEM;SG
sekolah	scoala	sekolah	scoală	N;SG	N;DEF;FEM;SG
sekolah	scoala	sekolah	scoală	N;SG	N;DEF;FEM;SG
sekolah	scoala	sekolah	scoală	N;SG	N;DEF;FEM;SG
sekolah	scoala	sekolah	scoală	N;SG	N;DEF;FEM;SG
hanya	doar	hanya	doar	ADV	ADV
hanya	numai	hanya	numai	ADV	ADV
hanya	doar	hanya	doar	ADV	ADV
air	apa	air	apă	N;SG	N;DEF;FEM;SG
air	apa	air	apă	N;SG	N;DEF;FEM;SG
air	aer	air	aer	N;SG	N;INDF;MASC;SG
air	aerul	air	aer	N;SG	N;DEF;MASC;SG
air	air	air	air	N;SG	N;INDF;MASC;SG
hari	zi	hari	zi	N;SG	N;INDF;FEM;SG
hari	ziua	hari	zi	N;SG	N;DEF;FEM;SG
kali	timp	kali	timp	N;SG	N;INDF;MASC;SG
kali	ora	kali	oră	N;SG	N;DEF;FEM;SG
kali	timpul	kali	timp	N;SG	N;DEF;MASC;SG
kali	times	kali	times	N;SG	N;INDF;MASC;SG
sama	egal	sama	egal	ADJ;SG	ADJ;INDF;MASC;SG
sama	egala	sama	egală	ADJ;SG	ADJ;DEF;FEM;SG
sama	egala	sama	egală	ADJ;SG	ADJ;DEF;FEM;SG
sangat	foarte	sangat	foarte	ADV	ADV
sangat	extrem	sangat	extrem	ADV	ADV;RL
album	album	album	album	N;SG	N;INDF;MASC;SG
album	albumul	album	album	N;SG	N;DEF;MASC;SG
hal	lucru	hal	lucru	N;SG	N;INDF;MASC;SG
hal	hal	hal	hal	N;SG	N;INDF;MASC;SG
panjang	lung	panjang	lung	ADJ;SG	ADJ;INDF;MASC;SG
panjang	lunga	panjang	lung	ADJ;SG	ADJ;DEF;FEM;SG
anggota	membru	anggota	membru	N;SG	N;INDF;MASC;SG
anggota	membra	anggota	membră	N;SG	N;DEF;FEM;SG
anggota	membrul	anggota	membru	N;SG	N;DEF;MASC;SG
menggunakan	folosind	mengunakan	folosi	V;SG;ACT	V;V.MSDR
menggunakan	utilizeaza	mengunakan	utilizează	V;SG;ACT	V;IND;SG;3;IPFV;FIN
menggunakan	foloseste	mengunakan	folosest	V;SG;ACT	V;IND;SG;3;PRS;FIN
utama	principala	utama	principal	ADJ;SG	ADJ;DEF;FEM;SG
utama	principala	utama	principal	ADJ;SG	ADJ;DEF;FEM;SG
utama	primara	utama	primar	ADJ;SG	ADJ;DEF;FEM;SG
sudah	deja	sudah	deja	ADV;SG;ACT	ADV
lihat	vezi	lihat	vedea	V;SG;ACT	V;IND;SG;2;PRS;FIN
lihat	vizualizeaza	lihat	vizualizează	V;SG;ACT	V;IND;SG;3;IPFV;FIN
tinggi	inalta	tinggi	inalta	ADJ;SG	ADJ;DEF;FEM;SG
tinggi	inalta	tinggi	inalta	ADJ;SG	ADJ;DEF;FEM;SG
waktu	timp	waktu	timp	N;SG	N;INDF;MASC;SG
waktu	ora	waktu	oră	N;SG	N;DEF;FEM;SG
waktu	timpul	waktu	timp	N;SG	N;DEF;MASC;SG
jenis	fel	jenis	fel	N;SG	N;INDF;MASC;SG
jenis	tipul	jenis	tip	N;SG	N;DEF;MASC;SG
jenis	tip	jenis	tip	N;SG	N;INDF;MASC;SG
bulan	luna	bulan	lună	N;SG	N;DEF;FEM;SG
bulan	luna	bulan	lună	N;SG	N;DEF;FEM;SG
bulan	moon	bulan	moon	N;SG	N;INDF;MASC;SG
bulan	luna	bulan	lună	N;SG	N;DEF;FEM;SG
bulan	luna	bulan	lună	N;SG	N;DEF;FEM;SG
departemen	departamentul	departemen	departament	N;SG	N;DEF;MASC;SG
departemen	departament	departemen	departament	N;SG	N;INDF;MASC;SG
situs	situl	situs	sit	N;SG	N;DEF;MASC;SG
situs	sit	situs	sit	N;SG	N;INDF;MASC;SG
laba	profit	laba	profit	N;SG	N;INDF;MASC;SG
laba	profitul	laba	profit	N;SG	N;DEF;MASC;SG
laba	paianjen	laba	paianjen	N;SG	N;INDF;MASC;SG
laba	paianjenul	laba	paianjen	N;SG	N;DEF;MASC;SG
laba	paianjen	laba	paianjen	N;SG	N;INDF;MASC;SG
laba	spider	laba	spider	N;SG	N;INDF;MASC;SG
membuat	creeaza	menbuat	creează	V;SG;ACT	V;IND;SG;3;IPFV;FIN
membuat	creez	menbuat	creez	V;SG;ACT	V;IND;SG;1;PRS;FIN
membuat	face	menbuat	face	V;SG;ACT	V;IND;SG;3;PRS;FIN
mulai	incepe	mulai	incepe	V;SG;ACT	V;IND;SG;3;PRS;FIN
resmi	oficial	resmi	oficial	ADJ;SG	ADJ;INDF;MASC;SG
resmi	oficiala	resmi	oficială	ADJ;SG	ADJ;DEF;FEM;SG
resmi	oficiala	resmi	oficială	ADJ;SG	ADJ;DEF;FEM;SG
resmi	autorizat	resmi	autorizat	ADJ;SG	ADJ;INDF;MASC;SG
sekitar	despre	sekitar	despre	ADP	ADP;ACC
udara	aeriana	udara	aerian	N;SG	N;DEF;FEM;SG
udara	aer	udara	aer	N;SG	N;INDF;MASC;SG
udara	aerul	udara	aer	N;SG	N;DEF;MASC;SG
udara	air	udara	air	N;SG	N;INDF;MASC;SG
melalui	prin	melalui	prin	ADP	ADP;ACC
nasional	national	nasional	national	ADJ;SG	ADJ;INDF;MASC;SG
nasional	national	nasional	national	ADJ;SG	ADJ;INDF;MASC;SG
nasional	national	nasional	national	ADJ;SG	ADJ;INDF;MASC;SG
sekarang	acum	sekarang	acum	ADV	ADV
perang	razboi	perang	razboi	N;SG	N;INDF;MASC;SG
perang	razboiul	perang	razboi	N;SG	N;DEF;MASC;SG
perang	razboi	perang	razboi	N;SG	N;INDF;MASC;SG
tentang	despre	tentang	despre	ADP;SG;ACT	ADP;ACC
pulau	insula	pulau	insulă	N;SG	N;DEF;FEM;SG
pulau	insula	pulau	insulă	N;SG	N;DEF;FEM;SG
rumah	casa	rumah	casă	N;SG	N;DEF;FEM;SG
rumah	house	rumah	hou	N;SG	N;INDF;MASC;SG
rumah	casa	rumah	casă	N;SG	N;DEF;FEM;SG
rumah	casa	rumah	casă	N;SG	N;DEF;FEM;SG
pendidikan	educatie	pendidikan	educatie	N;SG	N;INDF;FEM;SG
pendidikan	educatia	pendidikan	educatie	N;SG	N;DEF;FEM;SG
pendidikan	educatie	pendidikan	educatie	N;SG	N;INDF;FEM;SG
laut	marin	laut	marin	N;SG	N;INDF;MASC;SG
laut	marina	laut	marină	N;SG	N;DEF;FEM;SG
laut	marea	laut	mare	N;SG	N;DEF;FEM;SG
laut	oceanul	laut	ocean	N;SG	N;DEF;MASC;SG
laut	ocean	laut	ocean	N;SG	N;INDF;MASC;SG
tim	echipa	tim	echipă	N;SG	N;DEF;FEM;SG
tim	echipa	tim	echipă	N;SG	N;DEF;FEM;SG
tim	team	tim	team	N;SG	N;INDF;MASC;SG
sistem	sistemul	sistem	sistem	N;SG	N;DEF;MASC;SG
sistem	sistem	sistem	sistem	N;SG	N;INDF;MASC;SG
termasuk	include	termasuk	include	V	V;IND;SG;3;PRS;FIN
termasuk	includ	termasuk	include	V	V;IND;PL;3;PRS;FIN
termasuk	include	termasuk	include	V	V;IND;SG;3;PRS;FIN
larva	larva	larva	larvă	N	N;DEF;FEM;SG
larva	larvele	larva	larvă	N	N;DEF;FEM;PL
larva	larve	larva	larvă	N	N;INDF;FEM;PL
larva	larva	larva	larvă	N	N;DEF;FEM;SG
batang	barul	batang	bar	N;SG	N;DEF;MASC;SG
batang	bar	batang	bar	N;SG	N;INDF;MASC;SG
batang	tulpina	batang	tulpină	N;SG	N;DEF;FEM;SG
batang	stem	batang	stem	N;SG	N;INDF;MASC;SG
sendiri	singura	sendiri	singur	ADJ;SG	ADJ;DEF;FEM;SG
sendiri	singur	sendiri	singur	ADJ;SG	ADJ;INDF;MASC;SG
sendiri	proprie	sendiri	propriu	ADJ;SG	ADJ;INDF;FEM;SG
matahari	soare	matahari	soare	N;SG	N;INDF;MASC;SG
matahari	soarele	matahari	soare	N;SG	N;DEF;MASC;SG
presiden	presedintele	presiden	presedinte	N;SG	N;DEF;MASC;SG
presiden	presedinte	presiden	presedinte	N;SG	N;INDF;MASC;SG
presiden	presedintele	presiden	presedinte	N;SG	N;DEF;MASC;SG
presiden	presedinte	presiden	presedinte	N;SG	N;INDF;MASC;SG
presiden	presedinte	presiden	presedinte	N;SG	N;INDF;MASC;SG
masyarakat	comunitate	masyarakat	comunitate	N;SG	N;INDF;FEM;SG
masyarakat	comunitatea	masyarakat	comunitate	N;SG	N;DEF;FEM;SG
masyarakat	societatea	masyarakat	societate	N;SG	N;DEF;FEM;SG
masyarakat	societate	masyarakat	societate	N;SG	N;INDF;FEM;SG
tiga	trei	tiga	trei	NUM	NUM;PL
jalan	drum	jalan	drum	N;SG;ACT	N;INDF;MASC;SG
jalan	drumul	jalan	drum	N;SG;ACT	N;DEF;MASC;SG
jalan	road	jalan	road	N;SG;ACT	N;INDF;MASC;SG
musik	muzica	musik	muzică	N;SG	N;DEF;FEM;SG
musik	muzica	musik	muzică	N;SG	N;DEF;FEM;SG
musik	musical	musik	musical	N;SG	N;INDF;MASC;SG
planet	planet	planet	planet	N;SG	N;INDF;MASC;SG
planet	planeta	planet	planetă	N;SG	N;DEF;FEM;SG
planet	planeta	planet	planetă	N;SG	N;DEF;FEM;SG
umum	general	umum	general	ADJ;SG	ADJ;INDF;MASC;SG
kerusakan	defectiune	kerusakan	defectiune	N;SG	N;INDF;FEM;SG
kerusakan	devastare	kerusakan	devastare	N;SG	N;INDF;FEM;SG
kecil	mic	kecil	mic	ADJ;SG	ADJ;INDF;MASC;SG
kecil	mica	kecil	mic	ADJ;SG	ADJ;DEF;FEM;SG
kecil	mic	kecil	mic	ADJ;SG	ADJ;INDF;MASC;SG
kecil	minor	kecil	minor	ADJ;SG	ADJ;INDF;MASC;SG
menteri	secretarul	menteri	secretar	N;SG	N;DEF;MASC;SG
menteri	secretara	menteri	secretar	N;SG	N;DEF;FEM;SG
menteri	secretar	menteri	secretar	N;SG	N;INDF;MASC;SG
menteri	secretara	menteri	secretar	N;SG	N;DEF;FEM;SG
menteri	ministru	menteri	ministru	N;SG	N;INDF;MASC;SG
menteri	ministrul	menteri	ministru	N;SG	N;DEF;MASC;SG
lagi	mai	lagi	mai	ADV	ADV
jumlah	suma	jumlah	sumă	N;SG	N;DEF;FEM;SG
jumlah	suma	jumlah	sumă	N;SG	N;DEF;FEM;SG
jumlah	suma	jumlah	sumă	N;SG	N;DEF;FEM;SG
jumlah	cantitate	jumlah	cantitate	N;SG	N;INDF;FEM;SG
jumlah	suma	jumlah	sumă	N;SG	N;DEF;FEM;SG
jumlah	cantitatea	jumlah	cantitate	N;SG	N;DEF;FEM;SG
jumlah	cantitate	jumlah	cantitate	N;SG	N;INDF;FEM;SG
kata	cuvint	kata	cuvint	N;SG	N;INDF;MASC;SG
kata	word	kata	word	N;SG	N;INDF;MASC;SG
kata	cuvant	kata	cuvant	N;SG	N;INDF;MASC;SG
kata	cuvant	kata	cuvant	N;SG	N;INDF;MASC;SG
kata	kata	kata	kata	N;SG	N;DEF;FEM;SG
penduduk	locuitor	penduduk	locuitor	N;SG	N;INDF;MASC;SG
penduduk	rezident	penduduk	rezident	N;SG	N;INDF;MASC;SG
penduduk	rezidenta	penduduk	rezident	N;SG	N;DEF;FEM;SG
penduduk	populatia	penduduk	populatie	N;SG	N;DEF;FEM;SG
penduduk	populatie	penduduk	populatie	N;SG	N;INDF;FEM;SG
penduduk	populatia	penduduk	populatie	N;SG	N;DEF;FEM;SG
awal	inceput	awal	incepe	ADJ;SG	ADJ;INDF;MASC;SG
data	data	data	dată	N;SG	N;DEF;FEM;SG
terdiri	consta	terdiri	consta	V;SG;PASS	V;IND;SG;3;IPFV;FIN
artikel	articolul	artikel	articol	N;SG	N;DEF;MASC;SG
artikel	articol	artikel	articol	N;SG	N;INDF;MASC;SG
tanduk	coarnele	tanduk	coarnă	N	N;DEF;FEM;PL
tanduk	coarne	tanduk	coarnă	N	N;INDF;FEM;PL
tanduk	corn	tanduk	corn	N	N;INDF;MASC;SG
tanduk	cornul	tanduk	corn	N	N;DEF;MASC;SG
tanduk	horn	tanduk	horn	N	N;INDF;MASC;SG
karya	capodopera	karya	capodoperă	N;SG	N;DEF;FEM;SG
karya	capodopera	karya	capodoperă	N;SG	N;DEF;FEM;SG
tanah	teren	tanah	teren	N;SG	N;INDF;MASC;SG
tanah	land	tanah	land	N;SG	N;INDF;MASC;SG
tanah	solul	tanah	sol	N;SG	N;DEF;MASC;SG
tanah	sol	tanah	sol	N;SG	N;INDF;MASC;SG
tanah	sol	tanah	sol	N;SG	N;INDF;MASC;SG
jpg	jpg	jpg	jpg	N	N
abad	secolul	abad	secol	N;SG	N;DEF;MASC;SG
abad	secol	abad	secol	N;SG	N;INDF;MASC;SG
perusahaan	corporation	perusahaan	corporation	N;SG	N;INDF;MASC;SG
perusahaan	companie	perusahaan	companie	N;SG	N;INDF;FEM;SG
perusahaan	compania	perusahaan	companie	N;SG	N;DEF;FEM;SG
perusahaan	angajator	perusahaan	angajator	N;SG	N;INDF;MASC;SG
perusahaan	angajatorului	perusahaan	angajator	N;SG	N;DEF;MASC;SG
perusahaan	angajatorul	perusahaan	angajator	N;SG	N;DEF;MASC;SG
style	stil	style	stil	N	N;INDF;MASC;SG
style	stilul	style	stil	N	N;DEF;MASC;SG
cukup	destul	cukup	destul	ADV	ADV
januari	ianuarie	januari	ianuarie	N;SG	N;INDF;MASC;SG
maret	martie	maret	martie	N;SG	N;INDF;MASC;SG
musim	anotimpul	musim	anotimp	N;SG	N;DEF;MASC;SG
musim	sezonul	musim	sezon	N;SG	N;DEF;MASC;SG
musim	sezon	musim	sezon	N;SG	N;INDF;MASC;SG
musim	anotimp	musim	anotimp	N;SG	N;INDF;MASC;SG
bola	bola	bola	bolă	N;SG	N;DEF;FEM;SG
bola	sfera	bola	sferă	N;SG	N;DEF;FEM;SG
bola	sfera	bola	sferă	N;SG	N;DEF;FEM;SG
bola	minge	bola	minge	N;SG	N;INDF;FEM;SG
bola	mingea	bola	minge	N;SG	N;DEF;FEM;SG
bola	bila	bola	bilă	N;SG	N;DEF;FEM;SG
bola	bila	bola	bilă	N;SG	N;DEF;FEM;SG
pemerintah	guvernul	penperintah	guvern	N;SG	N;DEF;MASC;SG
pemerintah	guvernare	penperintah	guvernare	N;SG	N;INDF;FEM;SG
pemerintah	guvern	penperintah	guvern	N;SG	N;INDF;MASC;SG
juni	iunie	juni	iunie	N;SG	N;INDF;MASC;SG
muda	tanara	muda	tanară	ADJ;SG	ADJ;DEF;FEM;SG
muda	tanar	muda	tanar	ADJ;SG	ADJ;INDF;MASC;SG
muda	tineresc	muda	tineresc	ADJ;SG	ADJ;INDF;MASC;SG
desember	decembrie	desember	decembrie	N;SG	N;INDF;MASC;SG
desember	dec	desember	dec	N;SG	N;INDF;MASC
bidang	camp	bidang	camp	N;SG	N;INDF;MASC;SG
bidang	campul	bidang	camp	N;SG	N;DEF;MASC;SG
bidang	field	bidang	field	N;SG	N;INDF;MASC;SG
bidang	teren	bidang	teren	N;SG	N;INDF;MASC;SG
kepala	cap	kepala	cap	N;SG	N;INDF;MASC;SG
kepala	capul	kepala	cap	N;SG	N;DEF;MASC;SG
kepala	sef	kepala	sef	N;SG	N;INDF;MASC;SG
kepala	sef	kepala	sef	N;SG	N;INDF;MASC;SG
pusat	centrul	pusat	centru	N;SG	N;DEF;MASC;SG
pusat	centru	pusat	centru	N;SG	N;INDF;MASC;SG
pusat	centrul	pusat	centru	N;SG	N;DEF;MASC;SG
pusat	centru	pusat	centru	N;SG	N;INDF;MASC;SG
agustus	august	agustus	august	N;SG	N;INDF;MASC;SG
internasional	international	internasional	international	ADJ;SG	ADJ;INDF;MASC;SG
internasional	international	internasional	international	ADJ;SG	ADJ;INDF;MASC;SG
internasional	internationala	internasional	international	ADJ;SG	ADJ;DEF;FEM;SG
internasional	internationala	internasional	international	ADJ;SG	ADJ;DEF;FEM;SG
internasional	international	internasional	international	ADJ;SG	ADJ;INDF;MASC;SG
internasional	intercultural	internasional	intercultural	ADJ;SG	ADJ;INDF;MASC;SG
sumber	sursa	sumber	sursă	N;SG	N;DEF;FEM;SG
sumber	sursa	sumber	sursă	N;SG	N;DEF;FEM;SG
manusia	om	manusia	om	N;SG	N;INDF;MASC;SG
manusia	barbat	manusia	barbat	N;SG	N;INDF;MASC;SG
manusia	om	manusia	om	N;SG	N;INDF;MASC;SG
manusia	omul	manusia	om	N;SG	N;DEF;MASC;SG
manusia	barbat	manusia	barbat	N;SG	N;INDF;MASC;SG
sejarah	istoricul	sejarah	istoric	N;SG	N;DEF;MASC;SG
sejarah	istorie	sejarah	istorie	N;SG	N;INDF;FEM;SG
sejarah	istoria	sejarah	istorie	N;SG	N;DEF;FEM;SG
gereja	biserica	gereja	biserică	N;SG	N;DEF;FEM;SG
gereja	biserica	gereja	biserică	N;SG	N;DEF;FEM;SG
pemain	player	penmain	player	N;SG	N;INDF;MASC;SG
pemain	jucator	penmain	jucator	N;SG	N;INDF;MASC;SG
pemain	jucatorul	penmain	jucator	N;SG	N;DEF;MASC;SG
pemain	jucator	penmain	jucator	N;SG	N;INDF;MASC;SG
program	program	program	program	N;SG	N;INDF;MASC;SG
program	programul	program	program	N;SG	N;DEF;MASC;SG
program	program	program	program	N;SG	N;INDF;MASC;SG
program	programul	program	program	N;SG	N;DEF;MASC;SG
pesawat	aeronava	pesawat	aeronava	N;SG	N;DEF;FEM;SG
pesawat	avionul	pesawat	avion	N;SG	N;DEF;MASC;SG
pesawat	avion	pesawat	avion	N;SG	N;INDF;MASC;SG
pesawat	avion	pesawat	avion	N;SG	N;INDF;MASC;SG
