اِبتدائی	liht	اِبتدائی	liht	N;NOM;MASC;SG;3	N;NOM;SG
اخبار	uudis	اخبار	uudis	N;NOM;MASC;SG;3	N;NOM;SG
اخبار	ajaleht	اخبار	aja_leht	N;NOM;MASC;SG;3	N;NOM;SG
اخبار	news	اخبار	news	N;NOM;MASC;SG;3	N;NOM;SG
اخبار	uudis	اخبار	uudis	N;NOM;MASC;SG;3	N;NOM;SG
اِختباریت	empirism	اِختباریت	empirism	N;NOM;MASC;SG;3	N;NOM;SG
اِختتامی	viimasena	اِختتامی	viimane	ADJ	ADJ;FRML;SG
اِختتامی	viimane	اِختتامی	viimane	ADJ	ADJ;NOM;SG
اخترشماری	rahutus	اخترشماری	rahutus	N;NOM;MASC;SG;3	N;NOM;SG
اِختراع	leiutis	اِختراع	leiutis	N;NOM;MASC;SG;3	N;NOM;SG
اِختراع	innovatsioon	اِختراع	innovatsioon	N;NOM;MASC;SG;3	N;NOM;SG
اِختراع	uuendus	اِختراع	uuenduma	N;NOM;MASC;SG;3	N;NOM;SG
اِختراع	loomine	اِختراع	loomine	N;NOM;MASC;SG;3	N;NOM;SG
اِختراع	looming	اِختراع	looming	N;NOM;MASC;SG;3	N;NOM;SG
اِختراعی	uuenduslikud	اِختراعی	uuenduslik	ADJ;NOM	ADJ;NOM;PL
اِختراعی	innovatiivne	اِختراعی	innovatiivne	ADJ;NOM	ADJ;NOM;SG
اِختراعی	uuenduslik	اِختراعی	uuenduslik	ADJ;NOM	ADJ;NOM;SG
اِختصار	lühend	اِختصار	lühend	N;NOM;MASC;SG;3	N;NOM;SG
اِختصار	kokkuvõte	اِختصار	kokku_võte	N;NOM;MASC;SG;3	N;NOM;SG
اِختصار	lühidus	اِختصار	lühidus	N;NOM;MASC;SG;3	N;NOM;SG
اِختلاط	segu	اِختلاط	segu	N;NOM;MASC;SG;3	N;NOM;SG
اِختلاط	intiimsus	اِختلاط	intiimsus	N;NOM;MASC;SG;3	N;NOM;SG
اِختلاط	sõprus	اِختلاط	sõprus	N;NOM;MASC;SG;3	N;NOM;SG
اِختلافی	vaidlustatud	اِختلافی	vaidlusta=tud	ADJ;NOM	ADJ;PST;V.PTCP;PASS
اِختلال	takistamine	اِختلال	takistamine	N;NOM;MASC;SG;3	N;NOM;SG
اِختلال	takistus	اِختلال	takistus	N;NOM;MASC;SG;3	N;NOM;SG
اِختلال	segadus	اِختلال	segadus	N;NOM;MASC;SG;3	N;NOM;SG
اِختلال	puudulikkus	اِختلال	puudulikkus	N;NOM;MASC;SG;3	N;NOM;SG
اِختیار	valik	اِختیار	valik	N;NOM;MASC;SG;3	N;NOM;SG
اِختیار	power	اِختیار	power	N;NOM;MASC;SG;3	N;NOM;SG
اِختیار	võim	اِختیار	võim	N;NOM;MASC;SG;3	N;NOM;SG
اِختیار	võimsus	اِختیار	võimsus	N;NOM;MASC;SG;3	N;NOM;SG
اِختیار	jõud	اِختیار	jõud	N;NOM;MASC;SG;3	N;NOM;SG
اِختیار	will	اِختیار	will	N;NOM;MASC;SG;3	N;NOM;SG
اِختیار	tahe	اِختیار	tahe	N;NOM;MASC;SG;3	N;NOM;SG
اِختیار	pädevus	اِختیار	pädevus	N;NOM;MASC;SG;3	N;NOM;SG
اِختیار	kontroll	اِختیار	kontroll	N;NOM;MASC;SG;3	N;NOM;SG
اِختیار	tõrje	اِختیار	tõrge	N;NOM;MASC;SG;3	N;NOM;SG
اِختیار	variant	اِختیار	variant	N;NOM;MASC;SG;3	N;NOM;SG
اِختیار	võimalus	اِختیار	võimalus	N;NOM;MASC;SG;3	N;NOM;SG
اِختیار	valik	اِختیار	valik	N;NOM;MASC;SG;3	N;NOM;SG
اِختیار	asutus	اِختیار	asutus	N;NOM;MASC;SG;3	N;NOM;SG
اِختیار	ametiasutus	اِختیار	ameti_asutus	N;NOM;MASC;SG;3	N;NOM;SG
اِختیار	autonoomia	اِختیار	autonoomia	N;NOM;MASC;SG;3	N;NOM;SG
اِختیار	sõltumatus	اِختیار	sõltumatus	N;NOM;MASC;SG;3	N;NOM;SG
اخذ	võtmine	اخذ	võtmine	N;NOM;MASC;SG;3	N;NOM;SG
اخذ	kaevandamine	اخذ	kaevanda=mine	N;NOM;MASC;SG;3	N;NOM;SG
اخذ	võtmine	اخذ	võtmine	N;NOM;MASC;SG;3	N;NOM;SG
اخراجات	kulutused	خرچ	kulutus	N;NOM;MASC;PL;3	N;NOM;PL
اخراجات	kulud	خرچ	kulu	N;NOM;MASC;PL;3	N;NOM;PL
اخروٹ	pähkli	اخروٹ	pähkel	N;NOM;MASC;SG;3	N;NOM;SG
اخلاق	eetika	اخلاق	eetika	N;NOM;MASC;SG;3	N;NOM;SG
اخلاق	etikett	اخلاق	etikett	N;NOM;MASC;SG;3	N;NOM;SG
اخلاق	viisakus	اخلاق	viisakus	N;NOM;MASC;SG;3	N;NOM;SG
اخلاق	moraali	اخلاق	moraal	N;NOM;MASC;SG;3	N;NOM;SG
اخلاق	moraal	اخلاق	moraal	N;NOM;MASC;SG;3	N;NOM;SG
ادا	hoiak	ادا	hoiak	N;NOM;MASC;SG;3	N;NOM;SG
ادا	tasumine	ادا	tasumine	N;NOM;MASC;SG;3	N;NOM;SG
ادا	maksmine	ادا	maksmine	N;NOM;MASC;SG;3	N;NOM;SG
ادا	stiil	ادا	stiil	N;NOM;MASC;SG;3	N;NOM;SG
ادات	tähestik	ادات	tähestik	N;NOM;MASC;SG;3	N;NOM;SG
ادات	kirju	ادات	kiri	N;NOM;MASC;SG;3	N;NOM;SG
اِدارت	koostamine	اِدارت	koostamine	N;NOM;MASC;SG;3	N;NOM;SG
اِدارہ	institutsioon	اِدارہ	institutsioon	N;NOM;MASC;SG;3	N;NOM;SG
اِدارہ	asutus	اِدارہ	asutus	N;NOM;MASC;SG;3	N;NOM;SG
اُداسی	erak	اُداسی	erak	N;NOM;MASC;SG;3	N;NOM;SG
اُداسی	kurbus	اُداسی	kurbuma	N;NOM;MASC;SG;3	N;NOM;SG
اداکار	näitleja	اداکار	näitleja	N;NOM;MASC;SG;3	N;NOM;SG
اداکارہ	näitleja	اداکارہ	näitleja	N;NOM;MASC;SG;3	N;NOM;SG
اداکارہ	näitlejanna	اداکارہ	näitlejanna	N;NOM;MASC;SG;3	N;NOM;SG
ادائیگی	tasumine	ادائیگی	tasumine	N;NOM;FEM;SG;3	N;NOM;SG
ادائیگی	maksmine	ادائیگی	maksmine	N;NOM;FEM;SG;3	N;NOM;SG
ادب	kirjandus	ادب	kirjandus	N;NOM;MASC;SG;3	N;NOM;SG
ادب	etikett	ادب	etikett	N;NOM;MASC;SG;3	N;NOM;SG
ادب	lugupidamine	ادب	lugu_pidamine	N;NOM;MASC;SG;3	N;NOM;SG
ادب	austus	ادب	austus	N;NOM;MASC;SG;3	N;NOM;SG
ادب	kirjandus	ادب	kirjandus	N;NOM;MASC;SG;3	N;NOM;SG
ادب	etikett	ادب	etikett	N;NOM;MASC;SG;3	N;NOM;SG
ادب	lugupidamine	ادب	lugu_pidamine	N;NOM;MASC;SG;3	N;NOM;SG
ادب	austus	ادب	austus	N;NOM;MASC;SG;3	N;NOM;SG
ادرک	ingver	ادرک	ingver	N;NOM;MASC;SG;3	N;NOM;SG
ادرک	ginger	ادرک	ginger	N;NOM;MASC;SG;3	N;NOM;SG
ادوات	instrumendid	ادوات	instrument	N;NOM;MASC;PL;3	N;NOM;PL
ادوات	tööriistad	ادوات	töö_riist	N;NOM;MASC;PL;3	N;NOM;PL
ادوات	relvad	ادوات	relv	N;NOM;MASC;PL;3	N;NOM;PL
ادویات	uimastid	دوای	uimasti	N;NOM;MASC;PL;3	N;NOM;PL
ادویات	narkootikumid	دوای	narkootikum	N;NOM;MASC;PL;3	N;NOM;PL
ادویات	ravimid	دوای	ravim	N;NOM;MASC;PL;3	N;NOM;PL
ادیان	religioonid	ادیان	religioon	N;NOM;MASC;PL;3	N;NOM;PL
ادیب	autor	ادیب	autor	N;NOM;MASC;SG;3	N;NOM;SG
ادیب	autor	ادیب	autor	N;NOM;MASC;SG;3	N;NOM;SG
ادیب	kirjutaja	ادیب	kirjutaja	N;NOM;MASC;SG;3	N;NOM;SG
ادیب	kirjanik	ادیب	kirjanik	N;NOM;MASC;SG;3	N;NOM;SG
اِدھر	sulge	اِدھر	sulg	V;SG;V.PTCP;ACT	V;IMP;SG;2;PRS;FIN;ACT
ادِھکاری	asutus	ادِھکاری	asutus	N;NOM;MASC;SG;3	N;NOM;SG
ادِھکاری	ametiasutus	ادِھکاری	ameti_asutus	N;NOM;MASC;SG;3	N;NOM;SG
ادِھکاری	omand	ادِھکاری	omand	N;NOM;MASC;SG;3	N;NOM;SG
ادِھکاری	omandiõigus	ادِھکاری	omandi_õigus	N;NOM;MASC;SG;3	N;NOM;SG
اِرادتاً	tahtlikult	اِرادتاً	tahtlikult	ADV	ADV
اِرادتاً	tahtlikult	اِرادتاً	tahtlikult	ADV	ADV
اِرادی	tahtlik	اِرادی	tahtlik	ADJ	ADJ;NOM;SG
اِرادی	tahtlik	اِرادی	tahtlik	ADJ	ADJ;NOM;SG
اراضی	põld	اراضی	põld	N;NOM;FEM;SG;3	N;NOM;SG
اراضی	väli	اراضی	väli	N;NOM;FEM;SG;3	N;NOM;SG
اراکین	liikmed	رکن	liige	N;NOM;MASC;PL;3	N;NOM;PL
اراکین	parlamendiliikmed	رکن	parlamendi_liige	N;NOM;MASC;PL;3	N;NOM;PL
اِرتحال	lahkumine	اِرتحال	lahkumine	N;NOM;MASC;SG;3	N;NOM;SG
اِرتحال	väljumine	اِرتحال	väljumine	N;NOM;MASC;SG;3	N;NOM;SG
اِرتحال	surm	اِرتحال	surm	N;NOM;MASC;SG;3	N;NOM;SG
اِرشادات	käsud	اِرشاد	käsk	N;NOM;MASC;PL;3	N;NOM;PL
ارض	riik	ارض	riik	N;NOM;MASC;SG;3	N;NOM;SG
ارض	maa	ارض	maa	N;NOM;MASC;SG;3	N;NOM;SG
ارض	land	ارض	land	N;NOM;MASC;SG;3	N;NOM;SG
ارضی	ajaline	ارضی	ajaline	ADJ	ADJ;NOM;SG
ارضی	maapealse	ارضی	maa_pealne	ADJ	ADJ;GEN;SG
ارضی	maapealne	ارضی	maa_pealne	ADJ	ADJ;NOM;SG
ارکان	komponendid	رکن	komponent	N;NOM;MASC;PL;3	N;NOM;PL
ارکان	liikmed	رکن	liige	N;NOM;MASC;PL;3	N;NOM;PL
ارکان	parlamendiliikmed	رکن	parlamendi_liige	N;NOM;MASC;PL;3	N;NOM;PL
ارکان	ülikud	رکن	ülik	N;NOM;MASC;PL;3	N;NOM;PL
ارکان	koostisosad	رکن	koosti_sosa	N;NOM;MASC;PL;3	N;NOM;PL
ارکان	koostisained	رکن	koosti_saine	N;NOM;MASC;PL;3	N;NOM;PL
ارکان	veerud	رکن	veerg	N;NOM;MASC;PL;3	N;NOM;PL
ارمنی	armeenia	ارمنی	armeenia	ADJ	ADJ
اُڑا	lendas	اُڑا	lendama	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN;ACT
اڑانا	kanna	اڑانا	kandma	V;PFV;MASC;SG;V.PTCP;ACT	V;IMP;SG;2;PRS;FIN;ACT
اڑانا	kanda	اڑانا	kandma	V;PFV;MASC;SG;V.PTCP;ACT	V;NFIN
اڑنا	peata	اڑنا	pea	V;MASC;SG;NFIN;ACT	V;IMP;2;NFIN
اڑنا	lõpeta	اڑنا	lõpetama	V;MASC;SG;NFIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
اُڑنا	kaduma	اُڑنا	kaduma	V;MASC;SG;NFIN;ACT	V;IN+ALL;V.CVB;ACT
اُڑنا	plahvatada	اُڑنا	plahvatama	V;MASC;SG;NFIN;ACT	V;NFIN
اُڑنا	lenda	اُڑنا	lema	V;MASC;SG;NFIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
اُڑنا	lennata	اُڑنا	lendama	V;MASC;SG;NFIN;ACT	V;NFIN
اُڑنا	lendama	اُڑنا	lendama	V;MASC;SG;NFIN;ACT	V;IN+ALL;V.CVB;ACT
ازلی	igavene	ازلی	igavene	ADJ	ADJ;NOM;SG
اساس	sihtasutus	اساس	siht_asutus	N;NOM;MASC;SG;3	N;NOM;SG
اساس	fond	اساس	fond	N;NOM;MASC;SG;3	N;NOM;SG
اساس	vundament	اساس	vundament	N;NOM;MASC;SG;3	N;NOM;SG
اساس	baas	اساس	baas	N;NOM;MASC;SG;3	N;NOM;SG
اساس	alus	اساس	alus	N;NOM;MASC;SG;3	N;NOM;SG
اساسی	primaarne	اساسی	primaarne	ADJ	ADJ;NOM;SG
اساسی	esmane	اساسی	esmane	ADJ	ADJ;NOM;SG
اساسی	primaarne	اساسی	primaarne	ADJ	ADJ;NOM;SG
اساسی	esmane	اساسی	esmane	ADJ	ADJ;NOM;SG
اساسی	põhiline	اساسی	põhiline	ADJ	ADJ;NOM;SG
اساطیری	legendaarne	اساطیری	legendaarne	ADJ	ADJ;NOM;SG
اساطیری	müütiline	اساطیری	müütiline	ADJ	ADJ;NOM;SG
اساطیری	mütoloogiline	اساطیری	mütoloogiline	ADJ	ADJ;NOM;SG
اساطِین	postitused	اساطِین	postitus	N;NOM;MASC;PL;3	N;NOM;PL
اساطِین	ametikohad	اساطِین	ameti_koht	N;NOM;MASC;PL;3	N;NOM;PL
اساطِین	veerud	اساطِین	veerg	N;NOM;MASC;PL;3	N;NOM;PL
اسباب	kaubad	اسباب	kaup	N;NOM;MASC;PL;3	N;NOM;PL
اسباب	motiivid	اسباب	motiiv	N;NOM;MASC;PL;3	N;NOM;PL
اسباب	asjad	اسباب	asi	N;NOM;MASC;PL;3	N;NOM;PL
اسباب	põhjused	اسباب	põhjus	N;NOM;MASC;PL;3	N;NOM;PL
اسباب	artiklid	اسباب	artikkel	N;NOM;MASC;PL;3	N;NOM;PL
اسباب	vahendid	اسباب	vahend	N;NOM;MASC;PL;3	N;NOM;PL
اسباب	ressursid	اسباب	ressurss	N;NOM;MASC;PL;3	N;NOM;PL
اسباب	põhjused	اسباب	põhjus	N;NOM;MASC;PL;3	N;NOM;PL
اسباق	tunnid	اسباق	tund	N;NOM;MASC;PL;3	N;NOM;PL
اسباق	õppetunnid	اسباق	õppe_tund	N;NOM;MASC;PL;3	N;NOM;PL
اسپتال	haigla	اسپتال	haigla	N;NOM;MASC;SG;3	N;NOM;SG
اُستاد	õpetaja	اُستاد	õpetaja	N;NOM;MASC;SG;3	N;NOM;SG
اُستاد	instruktor	اُستاد	instruktor	N;NOM;MASC;SG;3	N;NOM;SG
