پھانٹنا	暗戀	پھانٹنا	暗戀	V;NFIN;ACT	V
پھیر	變更	پھیر	變更	V;ACT	V
پھیر	變	پھیر	變	V;ACT	V
پھیر	流通	پھیر	流通	V;ACT	V
پھیر	發行	پھیر	發行	V;ACT	V
پھیر	進退	پھیر	進退	V;ACT	V
پھیر	含糊	پھیر	含糊	V;ACT	V
پھیر	變更	پھیر	變更	V;ACT	V
پھیرا	參觀	پھیرا	參觀	V;MASC;SG;V.PTCP;ACT	V
پھیرا	訪問	پھیرا	訪問	V;MASC;SG;V.PTCP;ACT	V
پھینٹ	帶	پھینٹ	帶	V;ACT	V
پِھینچنا	擠	پِھینچ	擠	V;MASC;SG;NFIN;ACT	V
پِھینچنا	洗洗	پِھینچ	洗洗	V;MASC;SG;NFIN;ACT	V
پِھینچنا	洗	پِھینچ	洗	V;MASC;SG;NFIN;ACT	V
پھینکنا	投球	پھینکنا	投球	V;NFIN;ACT	V
پھینکنا	投球	پھینکنا	投球	V;NFIN;ACT	V
پھینکنا	扔	پھینکنا	扔	V;NFIN;ACT	V
پھینکنا	丟	پھینکنا	丟	V;NFIN;ACT	V
تا	直到	تا	直到	ADP	ADP
تاحال	然而	تاحال	然而	ADV	ADV
تاب	熱火	تاب	熱火	N;NOM;MASC;SG;3	N
تاب	熱力	تاب	熱力	N;NOM;MASC;SG;3	N
تاب	熱量	تاب	熱量	N;NOM;MASC;SG;3	N
تاب	電力	تاب	電力	N;NOM;MASC;SG;3	N
تاب	電源	تاب	電源	N;NOM;MASC;SG;3	N
تاب	動力	تاب	動力	N;NOM;MASC;SG;3	N
تاب	權力	تاب	權力	N;NOM;MASC;SG;3	N
تاب	亮度	تاب	亮度	N;NOM;MASC;SG;3	N
تاب	燒	تاب	燒	N;NOM;MASC;SG;3	N
تاب	扭	تاب	扭	N;NOM;MASC;SG;3	N
تاب	扭曲	تاب	扭曲	N;NOM;MASC;SG;3	N
تاب	耐力	تاب	耐力	N;NOM;MASC;SG;3	N
تاب	閃耀	تاب	閃耀	N;NOM;MASC;SG;3	N
تاب	光輝	تاب	光輝	N;NOM;MASC;SG;3	N
تاب	閃亮	تاب	閃亮	N;NOM;MASC;SG;3	N
تاب	溫暖	تاب	溫暖	N;NOM;MASC;SG;3	N
تاب	閃耀	تاب	閃耀	N;NOM;MASC;SG;3	N
تاب	折疊	تاب	折疊	N;NOM;MASC;SG;3	N
تاب	摺疊	تاب	摺疊	N;NOM;MASC;SG;3	N
تابع	從屬	تابع	從屬	N;NOM;MASC;SG;3	N
تابع	忠心	تابع	忠心	N;NOM;MASC;SG;3	N
تابع	忠誠	تابع	忠誠	N;NOM;MASC;SG;3	N
تابع	從屬	تابع	從屬	N;NOM;MASC;SG;3	N
تابع	忠心	تابع	忠心	N;NOM;MASC;SG;3	N
تابع	忠誠	تابع	忠誠	N;NOM;MASC;SG;3	N
تابکار	輻射	تابکار	輻射	N;NOM;MASC;SG;3	N
تابکار	燙	تابکار	燙	N;NOM;MASC;SG;3	N
تابی	溫暖	تابی	溫暖	N;NOM;MASC;SG;3	N
تابی	熱火	تابی	熱火	N;NOM;MASC;SG;3	N
تابی	熱力	تابی	熱力	N;NOM;MASC;SG;3	N
تابی	熱量	تابی	熱量	N;NOM;MASC;SG;3	N
تاخت	襲擊	تاخت	襲擊	N;NOM;MASC;SG;3	N
تاخت	蹂躪	تاخت	蹂躪	N;NOM;MASC;SG;3	N
تاخت	侵略	تاخت	侵略	N;NOM;MASC;SG;3	N
تاذِین	制裁	تاذِین	制裁	N;NOM;MASC;PL;3	N
تار	臍	تار	臍	N;NOM;MASC;SG;3	N
تار	脊髓	تار	脊髓	N;NOM;MASC;SG;3	N
تار	黑	تار	黑	N;NOM;MASC;SG;3	N
تار	暗	تار	暗	N;NOM;MASC;SG;3	N
تار	黑暗	تار	黑暗	N;NOM;MASC;SG;3	N
تار	線	تار	線	N;NOM;MASC;SG;3	N
تار	線路	تار	線路	N;NOM;MASC;SG;3	N
تار	線	تار	線	N;NOM;MASC;SG;3	N
تار	電報	تار	電報	N;NOM;MASC;SG;3	N
تار	電線	تار	電線	N;NOM;MASC;SG;3	N
تار	鋼絲	تار	鋼絲	N;NOM;MASC;SG;3	N
تار	鐵絲	تار	鐵絲	N;NOM;MASC;SG;3	N
تار	黑暗	تار	黑暗	N;NOM;MASC;SG;3	N
تار	電報	تار	電報	N;NOM;MASC;SG;3	N
تاریخ	紀事	تاریخ	紀事	N;NOM;MASC;SG;3	N
تاریخ	日期	تاریخ	日期	N;NOM;MASC;SG;3	N
تاریخ	約會	تاریخ	約會	N;NOM;MASC;SG;3	N
تاریخ	歷史	تاریخ	歷史	N;NOM;MASC;SG;3	N
تاریک	黑	تاریک	黑	N;NOM;MASC;SG;3	N
تاریک	暗	تاریک	暗	N;NOM;MASC;SG;3	N
تاریک	黑暗	تاریک	黑暗	N;NOM;MASC;SG;3	N
تاڑنا	凝視	تاڑنا	凝視	V;SG;NFIN;ACT	V
تاز	毆打	تاز	毆打		
تازگی	革新	تازگی	革新	N;NOM;MASC;SG;3	N
تازگی	創新	تازگی	創新	N;NOM;MASC;SG;3	N
تازگی	革新	تازگی	革新	N;NOM;MASC;SG;3	N
تازگی	創新	تازگی	創新	N;NOM;MASC;SG;3	N
تازگی	清新	تازگی	清新	N;NOM;MASC;SG;3	N
تازہ	新	تازہ	新	ADJ	ADJ
تازہ	新	تازہ	新	ADJ	ADJ
تاکید	口音	تاکید	口音	N;NOM;MASC;SG;3	N
تاکید	壓力	تاکید	壓力	N;NOM;MASC;SG;3	N
تاکید	氣壓	تاکید	氣壓	N;NOM;MASC;SG;3	N
تاکید	壓力	تاکید	壓力	N;NOM;MASC;SG;3	N
تاکید	應力	تاکید	應力	N;NOM;MASC;SG;3	N
تاکیدی	緊急	تاکیدی	緊急	N;NOM;MASC;SG;3	N
تاکیدی	急	تاکیدی	急	N;NOM;MASC;SG;3	N
تاکیدی	緊迫	تاکیدی	緊迫	N;NOM;MASC;SG;3	N
تال	節拍	تال	節拍	N;NOM;MASC;SG;3	N
تال	坦克	تال	坦克	N;NOM;MASC;SG;3	N
تال	度量	تال	度量	N;NOM;MASC;SG;3	N
تال	計量	تال	計量	N;NOM;MASC;SG;3	N
تال	量度	تال	量度	N;NOM;MASC;SG;3	N
تال	撞球	تال	撞球	N;NOM;MASC;SG;3	N
تال	池	تال	池	N;NOM;MASC;SG;3	N
تال	游泳	تال	游泳	N;NOM;MASC;SG;3	N
تال	泳池	تال	泳池	N;NOM;MASC;SG;3	N
تال	池	تال	池	N;NOM;MASC;SG;3	N
تال	池塘	تال	池塘	N;NOM;MASC;SG;3	N
تالاب	坦克	تالاب	坦克	N;NOM;MASC;SG;3	N
تالاب	池	تالاب	池	N;NOM;MASC;SG;3	N
تالاب	池塘	تالاب	池塘	N;NOM;MASC;SG;3	N
تالاب	撞球	تالاب	撞球	N;NOM;MASC;SG;3	N
تالاب	池	تالاب	池	N;NOM;MASC;SG;3	N
تالاب	游泳	تالاب	游泳	N;NOM;MASC;SG;3	N
تالاب	泳池	تالاب	泳池	N;NOM;MASC;SG;3	N
تان	拉伸	تان	拉伸	N;NOM;MASC;SG;3	N
تان	伸展	تان	伸展	N;NOM;MASC;SG;3	N
تانتا	系列	تان	系列	N;NOM;MASC;SG;3	N
تاننا	加註	تان	加註	V;SG;NFIN;ACT	V
تاننا	延伸	تان	延伸	V;SG;NFIN;ACT	V
تاوا	圓	تاوا	圓		
تاوان	損壞	تاوان	損壞	N;NOM;MASC;SG;3	N
تاوان	損害	تاوان	損害	N;NOM;MASC;SG;3	N
تاوان	罰	تاوان	罰	N;NOM;MASC;SG;3	N
تاوان	懲罰	تاوان	懲罰	N;NOM;MASC;SG;3	N
تاوان	處罰	تاوان	處罰	N;NOM;MASC;SG;3	N
تاوان	刑罰	تاوان	刑罰	N;NOM;MASC;SG;3	N
تاوان	補償	تاوان	補償	N;NOM;MASC;SG;3	N
تاوان	賠償	تاوان	賠償	N;NOM;MASC;SG;3	N
تاوان	補償	تاوان	補償	N;NOM;MASC;SG;3	N
تاوان	賠償	تاوان	賠償	N;NOM;MASC;SG;3	N
تاوان	損壞	تاوان	損壞	N;NOM;MASC;SG;3	N
تاوان	損害	تاوان	損害	N;NOM;MASC;SG;3	N
تاوان	罰	تاوان	罰	N;NOM;MASC;SG;3	N
تاوان	懲罰	تاوان	懲罰	N;NOM;MASC;SG;3	N
تاوان	處罰	تاوان	處罰	N;NOM;MASC;SG;3	N
تاوان	刑罰	تاوان	刑罰	N;NOM;MASC;SG;3	N
تاوان	補償	تاوان	補償	N;NOM;MASC;SG;3	N
تاوان	賠償	تاوان	賠償	N;NOM;MASC;SG;3	N
تاوان	贖金	تاوان	贖金	N;NOM;MASC;SG;3	N
تاوان	補償	تاوان	補償	N;NOM;MASC;SG;3	N
تاوان	賠償	تاوان	賠償	N;NOM;MASC;SG;3	N
تائید	援助	تائید	援助	N;NOM;MASC;SG;3	N
تائید	佐證	تائید	佐證	N;NOM;MASC;SG;3	N
تائید	確證	تائید	確證	N;NOM;MASC;SG;3	N
تائید	援助	تائید	援助	N;NOM;MASC;SG;3	N
تائید	宣傳	تائید	宣傳	N;NOM;MASC;SG;3	N
تبارک	棒	تبارک	棒	N;NOM;MASC;SG;3	N
تبارک	光榮	تبارک	光榮	N;NOM;MASC;SG;3	N
تباغُض	敵意	تباغُض	敵意	N;NOM;MASC;SG;3	N
تباغُض	敵視	تباغُض	敵視	N;NOM;MASC;SG;3	N
تباہی	毀滅	تباہی	毀滅	N;NOM;MASC;SG;3	N
تبدیل	變異	تبدیل	變異	N;NOM;MASC;SG;3	N
تبدیل	變異	تبدیل	變異	N;NOM;MASC;SG;3	N
تبذُّر	裂變	تبذُّر	裂變	N;NOM;MASC;SG;3	N
تبصرہ	審查	تبصرہ	審查	N;NOM;MASC;SG;3	N
تبصرہ	批判	تبصرہ	批判	N;NOM;MASC;SG;3	N
تبلیغ	通訊	تبلیغ	通訊	N;NOM;MASC;SG;3	N
تُپانا	覆蓋	تُپانا	覆蓋	V;MASC;SG;V.PTCP;ACT	V
تت	純	تت	純		
تت	精華	تت	精華		
تثلیث	兒子	تثلیث	兒子	N;NOM;MASC;SG;3	N
تِجارت	交通	تِجارت	交通	N;NOM;MASC;SG;3	N
تِجارت	商務	تِجارت	商務	N;NOM;MASC;SG;3	N
تِجارت	商業	تِجارت	商業	N;NOM;MASC;SG;3	N
تِجارت	貿易	تِجارت	貿易	N;NOM;MASC;SG;3	N
تِجارت	企業	تِجارت	企業	N;NOM;MASC;SG;3	N
تِجارت	業務	تِجارت	業務	N;NOM;MASC;SG;3	N
تِجارت	商業	تِجارت	商業	N;NOM;MASC;SG;3	N
تِجارت	商務	تِجارت	商務	N;NOM;MASC;SG;3	N
تجانُس	同質	تجانُس	同質	N;NOM;MASC;SG;3	N
تجدید	新奇	تجدید	新奇	N;NOM;MASC;SG;3	N
تجدید	復興	تجدید	復興	N;NOM;MASC;SG;3	N
تجدید	振興	تجدید	振興	N;NOM;MASC;SG;3	N
تجدید	新奇	تجدید	新奇	N;NOM;MASC;SG;3	N
تجربہ	體驗	تجربہ	體驗	N;NOM;MASC;SG;3	N
تجربہ	經驗	تجربہ	經驗	N;NOM;MASC;SG;3	N
تجربہ	試驗	تجربہ	試驗	N;NOM;MASC;SG;3	N
تجربہ	實驗	تجربہ	實驗	N;NOM;MASC;SG;3	N
تجربہ	審訊	تجربہ	審訊	N;NOM;MASC;SG;3	N
تجربہ	審判	تجربہ	審判	N;NOM;MASC;SG;3	N
داب	壓	داب	壓		
تجویز	意見	تجویز	意見	N;NOM;FEM;SG;3	N
تجویز	審議	تجویز	審議	N;NOM;FEM;SG;3	N
تجویز	判決	تجویز	判決	N;NOM;FEM;SG;3	N
تجویز	決議	تجویز	決議	N;NOM;FEM;SG;3	N
تجویز	提案	تجویز	提案	N;NOM;FEM;SG;3	N
تجویز	意見	تجویز	意見	N;NOM;FEM;SG;3	N
تجویز	審議	تجویز	審議	N;NOM;FEM;SG;3	N
تجویز	判決	تجویز	判決	N;NOM;FEM;SG;3	N
تجویز	決議	تجویز	決議	N;NOM;FEM;SG;3	N
تجویز	提案	تجویز	提案	N;NOM;FEM;SG;3	N
تجویز	計畫	تجویز	計畫	N;NOM;FEM;SG;3	N
تچانا	加熱	تچا	加熱	V;MASC;SG;NFIN;ACT	V
تحاوُر	對話	تحاوُر	對話	N;NOM;MASC;SG;3	N
تحاوُر	話	تحاوُر	話	N;NOM;MASC;SG;3	N
تحاوُر	對話	تحاوُر	對話	N;NOM;MASC;SG;3	N
تحائف	禮物	تحفہ	禮物	N;NOM;MASC;PL;3	N
تحائف	禮品	تحفہ	禮品	N;NOM;MASC;PL;3	N
تحتانی	更低	تحتانی	更低	ADJ;NOM	ADJ
تحتانی	較低	تحتانی	較低	ADJ;NOM	ADJ
تحریر	自由	تحریر	自由	N;NOM;MASC;SG;3	N
تحریر	手稿	تحریر	手稿	N;NOM;MASC;SG;3	N
تحریر	稿子	تحریر	稿子	N;NOM;MASC;SG;3	N
تحریر	自由	تحریر	自由	N;NOM;MASC;SG;3	N
تحریر	寫作	تحریر	寫作	N;NOM;MASC;SG;3	N
تحریر	手稿	تحریر	手稿	N;NOM;MASC;SG;3	N
تحریر	稿子	تحریر	稿子	N;NOM;MASC;SG;3	N
تحریفات	偏差	تحریف	偏差	N;NOM;MASC;PL;3	N
تحریم	名譽	تحریم	名譽	N;NOM;MASC;SG;3	N
تحریم	榮譽	تحریم	榮譽	N;NOM;MASC;SG;3	N
تحصیل	學	تحصیل	學	N;NOM;MASC;SG;3	N
تحصیل	增益	تحصیل	增益	N;NOM;MASC;SG;3	N
تحصیل	收藏	تحصیل	收藏	N;NOM;MASC;SG;3	N
تحصیلات	收藏	تحصیل	收藏	N;NOM;MASC;PL;3	N
تحفُّظاتی	保守	تحفُّظاتی	保守	ADJ;NOM	ADJ
تحفُّظاتی	保守	تحفُّظاتی	保守	ADJ;NOM	ADJ
تُحفہ	難得	تُحفہ	難得		
تحقیق	真理	تحقیق	真理	N;NOM;MASC;SG;3	N
تحقیق	事實	تحقیق	事實	N;NOM;MASC;SG;3	N
تحقیق	真相	تحقیق	真相	N;NOM;MASC;SG;3	N
تحقیقات	查詢	تحقیق	查詢	N;NOM;MASC;PL;3	N
تحوُّر	怒	تحوُّر	怒	N;NOM;MASC;SG;3	N
تحوُّر	怒	تحوُّر	怒	N;NOM;MASC;SG;3	N
تحویل	現金	تحویل	現金	N;NOM;MASC;SG;3	N
تحویل	信任	تحویل	信任	N;NOM;MASC;SG;3	N
تحویل	信託	تحویل	信託	N;NOM;MASC;SG;3	N
تحویل	監護	تحویل	監護	N;NOM;MASC;SG;3	N
تحویل	羈	تحویل	羈	N;NOM;MASC;SG;3	N
تحویل	護理	تحویل	護理	N;NOM;MASC;SG;3	N
تحویل	關心	تحویل	關心	N;NOM;MASC;SG;3	N
تحویل	電荷	تحویل	電荷	N;NOM;MASC;SG;3	N
تحویل	收費	تحویل	收費	N;NOM;MASC;SG;3	N
تحویل	資本	تحویل	資本	N;NOM;MASC;SG;3	N
تحویل	首都	تحویل	首都	N;NOM;MASC;SG;3	N
تخاطُب	地址	تخاطُب	地址	N;NOM;MASC;SG;3	N
تخاطُب	住址	تخاطُب	住址	N;NOM;MASC;SG;3	N
تخت	君主	تخت	君主	N;NOM;MASC;SG;3	N
تخت	君主	تخت	君主	N;NOM;MASC;SG;3	N
تخت	君主	تخت	君主	N;NOM;MASC;SG;3	N
تخت	王座	تخت	王座	N;NOM;MASC;SG;3	N
تخت	王位	تخت	王位	N;NOM;MASC;SG;3	N
تخت	寶座	تخت	寶座	N;NOM;MASC;SG;3	N
تختہ	董事	تختہ	董事	N;NOM;MASC;SG;3	N
تختہ	長椅	تختہ	長椅	N;NOM;MASC;SG;3	N
تختہ	板凳	تختہ	板凳	N;NOM;MASC;SG;3	N
تختہ	木板	تختہ	木板	N;NOM;MASC;SG;3	N
تختی	牌匾	تختی	牌匾	N;NOM;FEM;SG;3	N
تختی	石板	تختی	石板	N;NOM;FEM;SG;3	N
تختی	平板	تختی	平板	N;NOM;FEM;SG;3	N
تخریب	毀滅	تخریب	毀滅	N;NOM;MASC;SG;3	N
تخریج	推理	تخریج	推理	N;NOM;MASC;SG;3	N
تخشُّع	謙卑	تخشُّع	謙卑	N;NOM;MASC;SG;3	N
تخصیص	專長	تخصیص	專長	N;NOM;MASC;SG;3	N
تخلیق	產量	تخلیق	產量	N;NOM;MASC;SG;3	N
تخلیق	產量	تخلیق	產量	N;NOM;MASC;SG;3	N
تخمیر	自然	تخمیر	自然	N;NOM;MASC;SG;3	N
تخمیر	性質	تخمیر	性質	N;NOM;MASC;SG;3	N
تخمیر	處	تخمیر	處	N;NOM;MASC;SG;3	N
تخمینہ	猜想	تخمینہ	猜想	N;NOM;MASC;SG;3	N
تخمینہ	猜想	تخمینہ	猜想	N;NOM;MASC;SG;3	N
تدبیر	意見	تدبیر	意見	N;NOM;MASC;SG;3	N
تدبیر	裝置	تدبیر	裝置	N;NOM;MASC;SG;3	N
تدبیر	計畫	تدبیر	計畫	N;NOM;MASC;SG;3	N
تدبیر	意見	تدبیر	意見	N;NOM;MASC;SG;3	N
تدبیر	裝置	تدبیر	裝置	N;NOM;MASC;SG;3	N
تدبیر	戰術	تدبیر	戰術	N;NOM;MASC;SG;3	N
تدبیر	策略	تدبیر	策略	N;NOM;MASC;SG;3	N
تدبیر	計畫	تدبیر	計畫	N;NOM;MASC;SG;3	N
تدریس	教學	تدریس	教學	N;NOM;MASC;SG;3	N
تدریس	指令	تدریس	指令	N;NOM;MASC;SG;3	N
تدریس	教書	تدریس	教書	N;NOM;MASC;SG;3	N
تدریس	教學	تدریس	教學	N;NOM;MASC;SG;3	N
تدریس	教	تدریس	教	N;NOM;MASC;SG;3	N
تدریس	教育	تدریس	教育	N;NOM;MASC;SG;3	N
تدریس	學歷	تدریس	學歷	N;NOM;MASC;SG;3	N
تذلیل	恥辱	تذلیل	恥辱	N;NOM;MASC;SG;3	N
تذلیل	退化	تذلیل	退化	N;NOM;MASC;SG;3	N
تذلیل	恥辱	تذلیل	恥辱	N;NOM;MASC;SG;3	N
تر	富	تر	富		
بہتر	更好	بہتر	更好	ADJ	ADJ
ترازو	平衡	ترازو	平衡	N;NOM;MASC;SG;3	N
ترازو	結餘	ترازو	結餘	N;NOM;MASC;SG;3	N
ترازو	均衡	ترازو	均衡	N;NOM;MASC;SG;3	N
ترازو	餘額	ترازو	餘額	N;NOM;MASC;SG;3	N
تراشہ	碎片	تراشہ	碎片	N;NOM;MASC;SG;3	N
تراشہ	晶片	تراشہ	晶片	N;NOM;MASC;SG;3	N
تراکیب	方法	تراکیب	方法	N;NOM;MASC;SG;3	N
ترانہ	民謠	ترانہ	民謠	N;NOM;MASC;SG;3	N
ترانہ	旋律	ترانہ	旋律	N;NOM;MASC;SG;3	N
ترانہ	民謠	ترانہ	民謠	N;NOM;MASC;SG;3	N
ترانہ	國歌	ترانہ	國歌	N;NOM;MASC;SG;3	N
ترانہ	旋律	ترانہ	旋律	N;NOM;MASC;SG;3	N
ترتیب	作曲	ترتیب	作曲	N;NOM;FEM;SG;3	N
ترتیب	部署	ترتیب	部署	N;NOM;FEM;SG;3	N
ترتیب	裝飾	ترتیب	裝飾	N;NOM;FEM;SG;3	N
ترتیب	分類	ترتیب	分類	N;NOM;FEM;SG;3	N
ترتیب	編隊	ترتیب	編隊	N;NOM;FEM;SG;3	N
ترتیب	秩序	ترتیب	秩序	N;NOM;FEM;SG;3	N
ترتیب	順序	ترتیب	順序	N;NOM;FEM;SG;3	N
ترتیب	作曲	ترتیب	作曲	N;NOM;FEM;SG;3	N
ترتیب	部署	ترتیب	部署	N;NOM;FEM;SG;3	N
ترتیب	裝飾	ترتیب	裝飾	N;NOM;FEM;SG;3	N
ترتیب	分類	ترتیب	分類	N;NOM;FEM;SG;3	N
ترجمان	喉舌	ترجمان	喉舌	N;NOM;MASC;SG;3	N
ترجمان	代表	ترجمان	代表	N;NOM;MASC;SG;3	N
ترجمان	喉舌	ترجمان	喉舌	N;NOM;MASC;SG;3	N
ترجمان	口譯	ترجمان	口譯	N;NOM;MASC;SG;3	N
ترجمان	口譯	ترجمان	口譯	N;NOM;MASC;SG;3	N
ترجمان	代表	ترجمان	代表	N;NOM;MASC;SG;3	N
ترجمہ	版	ترجمہ	版	N;NOM;MASC;SG;3	N
ترجمہ	版本	ترجمہ	版本	N;NOM;MASC;SG;3	N
ترجمہ	口譯	ترجمہ	口譯	N;NOM;MASC;SG;3	N
ترجیح	優先	ترجیح	優先	N;NOM;MASC;SG;3	N
ترجیح	優勢	ترجیح	優勢	N;NOM;MASC;SG;3	N
ترجیح	優先	ترجیح	優先	N;NOM;MASC;SG;3	N
ترجیح	優勢	ترجیح	優勢	N;NOM;MASC;SG;3	N
ترجیح	偏好	ترجیح	偏好	N;NOM;MASC;SG;3	N
ترجیح	喜好	ترجیح	喜好	N;NOM;MASC;SG;3	N
تردید	辯駁	تردید	辯駁	N;NOM;MASC;SG;3	N
تردید	辯駁	تردید	辯駁	N;NOM;MASC;SG;3	N
تردید	矛盾	تردید	矛盾	N;NOM;MASC;SG;3	N
ترساں	怕	ترساں	怕		
ترسیل	托運	ترسیل	托運	N;NOM;MASC;SG;3	N
ترسیل	傳輸	ترسیل	傳輸	N;NOM;MASC;SG;3	N
ترسیل	托運	ترسیل	托運	N;NOM;MASC;SG;3	N
ترشاترشایا	精煉	ترشاترشایا	精煉	N;NOM;MASC;SG;3	N
ترشاترشایا	體面	ترشاترشایا	體面	N;NOM;MASC;SG;3	N
ترشاترشایا	正派	ترشاترشایا	正派	N;NOM;MASC;SG;3	N
ترشُّح	雨絲	ترشُّح	雨絲	N;NOM;MASC;SG;3	N
تُرشئی	酸性	تُرشئی	酸性	N;NOM;MASC;SG;3	N
ترُّصد	預期	ترُّصد	預期	N;NOM;MASC;SG;3	N
ترغیب	教唆	ترغیب	教唆	N;NOM;MASC;SG;3	N
ترغیب	誘惑	ترغیب	誘惑	N;NOM;MASC;SG;3	N
ترغیب	教唆	ترغیب	教唆	N;NOM;MASC;SG;3	N
ترغیب	勸說	ترغیب	勸說	N;NOM;MASC;SG;3	N
ترغیب	魚餌	ترغیب	魚餌	N;NOM;MASC;SG;3	N
