스쿼시	squash	스쿼시	squash	N	N;NOM;MASC;SG
제조사	proizvođač	제조사	proizvođač	N	N;NOM;MASC;SG
에미레이트	emirata	에미레이트	emirat	N	N;GEN;MASC;SG
응원	veselje	응원	veselja	N	N;NOM;NEUT;SG
응원	navijanje	응원	navijanje	N	N;NOM;NEUT;SG
학대	zloupotreba	학대	zloupotreba	N	N;NOM;FEM;SG
학대	zlostavljanje	학대	zlostavljanje	N	N;NOM;NEUT;SG
세계화	globalizacija	세계화	globalizacija	N	N;NOM;FEM;SG
먹이	plijen	먹이	plijen	N	N;NOM;MASC;SG
기저	osnova	기저	osnova	N	N;NOM;FEM;SG
포위전	opsade	포위전	opsada	N	N;NOM;FEM;PL
포위전	opsada	포위전	opsadati	N	N;NOM;FEM;SG
윤리학	etike	윤리학	etika	N	N;NOM;FEM;PL
윤리학	etika	윤리학	etika	N	N;NOM;FEM;SG
윤리학	etiku	윤리학	etika	N	N;ACC;FEM;SG
통치자	vladara	통치자	vladar	N	N;ACC;MASC;SG
통치자	vladar	통치자	vladar	N	N;NOM;MASC;SG
낚시	pecanje	낚시	pecanje	N	N;NOM;NEUT;SG
낚시	ribolov	낚시	ribolov	N	N;NOM;MASC;SG
호환성	kompatibilnosti	호환성	kompatibilnost	N	N;NOM;FEM;PL
전자공학	elektroniku	전자공학	elektronika	N	N;ACC;FEM;SG
전자공학	elektronike	전자공학	elektronika	N	N;NOM;FEM;PL
수익	prihod	수익	prihod	N	N;NOM;MASC;SG
수익	prihodi	수익	prihod	N	N;NOM;MASC;PL
수익	zarade	수익	zarada	N	N;NOM;FEM;PL
수익	zarada	수익	zarada	N	N;NOM;FEM;SG
수익	prihodi	수익	prihod	N	N;NOM;MASC;PL
수익	profit	수익	profit	N	N;NOM;MASC;SG
수익	zarade	수익	zarada	N	N;NOM;FEM;PL
수익	zarada	수익	zarada	N	N;NOM;FEM;SG
전구	žarulja	전구	žarulja	N	N;NOM;FEM;SG
돌연변이	mutacija	돌연변+이	mutacija	N	N;NOM;FEM;SG
돌연변이	mutacije	돌연변+이	mutacija	N	N;NOM;FEM;PL
무신론	ateizam	무신론	ateizam	N	N;NOM;MASC;SG
무신론	ateist	무신론	ateist	N	N;NOM;MASC;SG
무신론	ateisti	무신론	ateist	N	N;NOM;MASC;PL
실험실	laboratorij	실험실	laboratorij	N	N;NOM;MASC;SG
실험실	laboratorija	실험실	laboratorija	N	N;ACC;MASC;SG
실험실	laboratorije	실험실	laboratorij	N	N;ACC;MASC;PL
실험실	laboratoriji	실험실	laboratorija	N	N;NOM;MASC;PL
실험실	laboratorij	실험실	laboratorij	N	N;NOM;MASC;SG
실험실	laboratorija	실험실	laboratorija	N	N;ACC;MASC;SG
실험실	lab	실험실	lab	N	N;NOM;MASC;SG
수렴	konvergencije	수렴	konvergencija	N	N;NOM;FEM;PL
관광객	turista	관광객	turist	N	N;GEN;MASC;PL
관광객	turist	관광객	turist	N	N;NOM;MASC;SG
관광객	turista	관광객	turist	N	N;GEN;MASC;PL
관광객	turiste	관광객	turist	N	N;ACC;MASC;PL
관광객	turistima	관광객	turist	N	N;DAT;MASC;PL
관광객	turisti	관광객	turist	N	N;NOM;MASC;PL
도끼	sjekiru	도끼	sjekira	N	N;ACC;FEM;SG
도끼	sjekira	도끼	sjekira	N	N;NOM;FEM;SG
도끼	sjekiru	도끼	sjekira	N	N;ACC;FEM;SG
도끼	sjekirom	도끼	sjekira	N	N;INS;MASC;SG
도끼	sjekira	도끼	sjekira	N	N;NOM;FEM;SG
재판소	sud	재판소	sud	N	N;NOM;MASC;SG
재판소	dvor	재판소	dvor	N	N;NOM;MASC;SG
상업용	reklama	상업용	reklama	N	N;NOM;FEM;SG
수영장	bazene	수영장	bazen	N	N;ACC;MASC;PL
수영장	biljar	수영장	biljar	N	N;NOM;MASC;SG
수영장	bazen	수영장	bazen	N	N;NOM;MASC;SG
이민자	imigrant	이민자	imigrant	N	N;NOM;MASC;SG
음악원	konzervatoriju	음악원	konzervatorij	N	N;DAT;MASC;SG
스택	stog	스택	stog	N	N;NOM;MASC;SG
스택	stack	스택	stack	N	N;NOM;MASC;SG
스택	hrpe	스택	hrpa	N	N;NOM;FEM;PL
스택	gomile	스택	gomila	N	N;NOM;FEM;PL
친구들이	prijateljice	친구+들+이	prijateljica	N	N;NOM;FEM;PL
친구들이	prijatelji	친구+들+이	prijatelj	N	N;NOM;MASC;PL
친구들이	prijatelje	친구+들+이	prijatelj	N	N;ACC;MASC;PL
파인	pine	파인	pina		
재무	financija	재무	financije	N	N;NOM;FEM;PL
재무	financije	재무	financija	N	N;NOM;FEM;PL
재무	financiranje	재무	financiranje	N	N;NOM;NEUT;SG
인코딩	kodiranje	인코딩	kodiranje	N	N;NOM;NEUT;SG
인코딩	kodiranje	인코딩	kodiranje	N	N;NOM;NEUT;SG
화살	strijele	화살	strijela	N	N;NOM;FEM;PL
화살	strelice	화살	strelica	N	N;NOM;FEM;PL
화살	strijela	화살	strijela	N	N;NOM;FEM;SG
화살	strelica	화살	strelica	N	N;NOM;FEM;SG
화살	strelice	화살	strelica	N	N;NOM;FEM;PL
심리학자	psihologa	심리학자	psiholog	N	N;ACC;MASC;SG
심리학자	psiholog	심리학자	psihol	N	N;NOM;MASC;SG
섹션	odjeljak	섹션	odjeljak	N	N;NOM;MASC;SG
섹션	sekcija	섹션	sekcija	N	N;NOM;FEM;SG
섹션	sekcije	섹션	sekcija	N	N;NOM;FEM;PL
구문	fraza	구문	fraza	N	N;NOM;FEM;SG
구문	sintaksa	구문	sintaksa	N	N;NOM;FEM;SG
초원	livada	초원	livada	N	N;NOM;FEM;SG
초원	meadow	초원	meadow	N	N;NOM;FEM;SG
땅콩	kikiriki	땅콩	kikirika	N	N;NOM;MASC;SG
땅콩	orah	땅콩	orah	N	N;NOM;MASC;SG
땅콩	orasi	땅콩	orasiti	N	N;NOM;MASC;PL
땅콩	matice	땅콩	matica	N	N;NOM;FEM;PL
땅콩	kikiriki	땅콩	kikirika	N	N;NOM;MASC;SG
대표자	predstavnica	대표자	predstavnica	N	N;NOM;FEM;SG
대표자	predstavnik	대표자	predstavnik	N	N;NOM;MASC;SG
결제	plaća	결제	plaća	N	N;NOM;FEM;SG
결제	blagajni	결제	blagajna	N	N;DAT;FEM;SG
결제	uplata	결제	uplata	N	N;NOM;FEM;SG
결제	plaćanje	결제	plaćanje	N	N;NOM;NEUT;SG
결제	isplata	결제	isplata	N	N;NOM;FEM;SG
결제	plaćanje	결제	plaćanje	N	N;NOM;NEUT;SG
결제	rate	결제	ratiti	N	N;NOM;FEM;PL
결제	uplate	결제	uplata	N	N;NOM;FEM;PL
결제	plaćanja	결제	plaćanje	N	N;NOM;NEUT;PL
아름답다	predivno	아름답+다	predivno	ADJ	ADJ;NOM;DEF;NEUT;SG
아름답다	prelijepo	아름답+다	prelijepo	ADJ	ADJ;NOM;DEF;NEUT;SG
아름답다	lijepa	아름답+다	lijep	ADJ	ADJ;NOM;DEF;FEM;SG
아름답다	prekrasna	아름답+다	prekrasan	ADJ	ADJ;NOM;DEF;FEM;SG
아름답다	predivna	아름답+다	predivan	ADJ	ADJ;NOM;DEF;FEM;SG
단자	konektor	단자	konektor	N	N;NOM;MASC;SG
역설	paradoks	역설	paradoks	N	N;NOM;MASC;SG
폐기물	otpad	폐기물	otpad	N	N;NOM;MASC;SG
호위함	fregate	호위+하+ㅁ	fregat	N	N;NOM;FEM;PL
눈물이	suze	눈물+이	suza	N	N;NOM;FEM;PL
눈물이	suzama	눈물+이	suzam	N	N;INS;FEM;PL
눈물이	suza	눈물+이	suz	N	N;NOM;FEM;SG
의사소통	komunikacije	의사+소통	komunikacija	N	N;NOM;FEM;PL
의사소통	komunikacija	의사+소통	komunikacija	N	N;NOM;FEM;SG
충전	naboj	충전	naboj	N	N;NOM;MASC;SG
전세	povelje	전세	povelja	N	N;NOM;FEM;PL
터빈	turbine	터빈	turbina	N	N;NOM;FEM;PL
터빈	turbina	터빈	turbina	N	N;NOM;FEM;SG
터빈	turbine	터빈	turbina	N	N;NOM;FEM;PL
사슴	srna	사슴	sran	N	N;NOM;FEM;SG
사슴	jeleni	사슴	jelen	N	N;DAT;FEM;SG
사슴	jelen	사슴	jelen	N	N;NOM;MASC;SG
기독교인	kršćani	기독교인	kršćanin	N	N;NOM;MASC;PL
기독교인	kršćane	기독교인	kršćanin	N	N;ACC;MASC;PL
존경하는	poštovao	존경+하+는	poštovati	V	V;MASC;SG;PST;V.PTCP;ACT
런타임	runtime	셀타임	runtim	N	N;NOM;MASC;SG
반박	pobijanje	반박	pobijanje	N	N;NOM;NEUT;SG
하모니카	harmonika	하모니카	harmonik	N	N;NOM;MASC;SG
나뭇잎	lišće	나뭇잎	lišće	N	N;NOM;NEUT;SG
나뭇잎	list	나뭇잎	list	N	N;NOM;MASC;SG
팟캐스트	podcast	팟캐스트	podcast	N	N;NOM;MASC;SG
관습	carine	관습	carina	N	N;NOM;FEM;PL
관습	carinu	관습	carina	N	N;ACC;FEM;SG
관습	običaji	관습	običaj	N	N;NOM;MASC;PL
관습	carina	관습	carina	N	N;NOM;FEM;SG
페널티	kazna	페널티	kazna	N	N;NOM;FEM;SG
페널티	penal	페널티	penal	N	N;NOM;MASC;SG
합금	legura	합금	legura	N	N;NOM;FEM;SG
합금	legura	합금	legura	N	N;NOM;FEM;SG
수사관	istražitelji	수사관	istražitelj	N	N;NOM;MASC;PL
우회	skretanje	우회	skretanje	N	N;NOM;NEUT;SG
죄수	zarobljenici	죄수	zarobljenik	N	N;NOM;MASC;PL
죄수	zatvorenici	죄수	zatvorenik	N	N;NOM;MASC;PL
기증	donacija	기증	donacija	N	N;NOM;FEM;SG
기증	donaciju	기증	donacija	N	N;ACC;FEM;SG
기증	donacije	기증	donacija	N	N;NOM;FEM;PL
맬컴	malcolm	맬컴	malcolm	N	N;NOM;MASC;SG
아카기	akagi	아카기	akaga		
다카기	takagi	다카기	takag		
공학자	inžinjer	공학자	inžinjer	N	N;NOM;MASC;SG
공학자	inženjer	공학자	inženjer	N	N;NOM;MASC;SG
결정하기	odluči	결정+하+기	odlučiti	V	V;IND;SG;3;PRS;FIN
결정하기	odlučite	결정+하+기	odlučiti	V	V;IMP;PL;2;PRS;FIN
부등식	nejednakost	부등식	nejednakost	N	N;NOM;FEM;SG
여자들	žene	여자+들	žena	N	N;NOM;FEM;PL
융합	fuzije	융합	fuzija	N	N;NOM;FEM;PL
비틀즈	beatlesi	비틀즈	beatles	N	N;NOM;MASC;PL
비틀즈	beatlesa	비틀즈	beatles	N	N;GEN;MASC;SG
장화	čizme	장화	čizam	N	N;NOM;FEM;PL
공구	alat	공구	alat	N	N;NOM;MASC;SG
일자리	poslovi	일자리	posao	N	N;NOM;MASC;PL
아바타	avatar	아바타	avatar	N	N;NOM;MASC;SG
아바타	avatara	아바타	avatar	N	N;ACC;MASC;SG
맥도널드	mcdonald	맥도널드	mcdonald	N	N;NOM;MASC;SG
맥도널드	macdonald	맥도널드	macdonald	N	N;NOM;MASC;SG
마늘	češnjak	마늘	češnjak	N	N;NOM;MASC;SG
유머	humora	유머	humor	N	N;GEN;MASC;SG
유머	humor	유머	humor	N	N;NOM;MASC;SG
유머	humor	유머	humor	N	N;NOM;MASC;SG
듀엣	duet	듀엣	duet	N	N;NOM;MASC;SG
빈곤	siromaštvo	빈곤	siromaštvo	N	N;NOM;NEUT;SG
빈곤	siromaštva	빈곤	siromaštvo	N	N;NOM;NEUT;PL
무늬	pozlate	무늬	pozlata	N	N;NOM;FEM;PL
생태계	ekosustava	생태계	ekosustav	N	N;GEN;MASC;SG
생태계	ekosustava	생태계	ekosustav	N	N;GEN;MASC;SG
듀티	dužnost	듀티	dužnost	N	N;NOM;FEM;SG
무작위	random	무작위	rand	N	N;INS;MASC;SG
보손	bozoni	보손	bozona	N	N;NOM;MASC;PL
서스펜션	suspenzije	서스펜션	suspenzija	N	N;NOM;FEM;PL
서스펜션	suspenzija	서스펜션	suspenzija	N	N;NOM;FEM;SG
투자가	investitora	투자+가	investitor	N	N;ANIM;ACC;MASC;SG
투자가	investitor	투자+가	investitor	N	N;NOM;MASC;SG
투자가	ulagača	투자+가	ulagač	N	N;GEN;MASC;PL
퇴장	izbacivanje	퇴장	izbacivanje	N	N;NOM;NEUT;SG
각도	kut	각도	kut	N	N;NOM;MASC;SG
습지	močvare	습지	močvar	N	N;NOM;FEM;PL
봄바디어	bombarder	봄바디어	bombarder	N	N;NOM;MASC;SG
아들들	sinove	아들+들	sin	N	N;ACC;MASC;PL
아들들	sinovima	아들+들	sin	N	N;INS;MASC;PL
아들들	sinovi	아들+들	sin	N	N;NOM;MASC;PL
구두	cipela	구두	cipela	N	N;NOM;FEM;SG
점화	paljenja	점화	paljenje	N	N;NOM;NEUT;PL
점화	paljenje	점화	paljenje	N	N;NOM;NEUT;SG
마스터스	masters	마스터스	masters	N	N;NOM;MASC;SG
마스터스	gazde	마스터스	gazda	N	N;NOM;MASC;PL
마스터스	gospodari	마스터스	gospodar	N	N;NOM;MASC;PL
마스터스	majstori	마스터스	majstor	N	N;NOM;MASC;PL
마스터스	majstor	마스터스	majstor	N	N;NOM;MASC;SG
마스터스	učitelju	마스터스	učitelj	N	N;DAT;MASC;SG
토양	tlo	토양	tlo	N	N;NOM;NEUT;SG
신념	vjere	신념	vjera	N	N;NOM;FEM;PL
신념	vjera	신념	vjera	N	N;NOM;FEM;SG
신념	vjeru	신념	vjera	N	N;ACC;FEM;SG
신념	uvjerenja	신념	uvjerenje	N	N;NOM;NEUT;PL
신념	vjerovanja	신념	vjerovanje	N	N;NOM;NEUT;PL
신념	vjerovanje	신념	vjerovanje	N	N;NOM;NEUT;SG
신념	uvjerenje	신념	uvjerenje	N	N;NOM;NEUT;SG
변조	modulaciju	변조	modulacija	N	N;ACC;FEM;SG
복음	evanđelja	복음	evanđelj	N	N;NOM;MASC;SG
복음	evanđelje	복음	evanđelje	N	N;NOM;NEUT;SG
복음	vodstvo	복음	vodstvo	N	N;NOM;NEUT;SG
복음	smjernice	복음	smjernica	N	N;NOM;FEM;PL
우표	pečat	우표	pečat	N	N;NOM;MASC;SG
우표	žig	우표	žig	N	N;NOM;MASC;SG
우표	marke	우표	marka	N	N;NOM;FEM;PL
이온화	ionizacije	이온화	ionizacija	N	N;NOM;FEM;PL
타악기	udaraljke	타악기	udaraljka	N	N;NOM;MASC;PL
저수지	rezervoar	저수+지	rezervoar	N	N;NOM;MASC;SG
관리하기	upravljati	관리+하+기	upravljati	V	V;NFIN
인디애나폴리스	indianapolisu	인디애나폴리스	indianapolis	N	N;DAT;MASC;SG
반영	odraz	반영	odraz	N	N;NOM;MASC;SG
반영	odsjaj	반영	odsjaj	N	N;NOM;MASC;SG
전시관	izložba	전시관	izložba	N	N;NOM;FEM;SG
암살자	ubojice	암살자	ubojica	N	N;NOM;MASC;PL
암살자	atentator	암살자	atentator	N	N;NOM;MASC;SG
시아파	shia	시아파	shi	N	N;NOM;MASC;SG
아나키즘	anarhizam	아나키즘	anarhizam	N	N;NOM;MASC;SG
오자키	ozaki	오자키	ozak		
뉴펀들랜드	newfoundland	뉴펀들랜드	newfoundland	N	N;NOM;MASC;SG
헌장	povelje	헌장	povelja	N	N;NOM;FEM;PL
클러스터	klastera	클러스터	klaster	N	N;ACC;MASC;SG
프록시	proxy	프록시	proxy	N	N;NOM;MASC;SG
핵분열	fisije	핵분열	fisija	N	N;NOM;FEM;SG
궁수자리	strijelac	궁수+자리	strijelac	N	N;NOM;MASC;SG
시편	psalam	시편	psalam	N	N;INS;MASC;SG
시편	psalmi	시편	psalma	N	N;NOM;MASC;PL
서식	formatiranje	서식	formatiranje	N	N;NOM;NEUT;SG
산책	šetnja	산책	šetnja	N	N;NOM;FEM;SG
미학	estetika	미학	estetik	N	N;NOM;FEM;SG
물품	dobara	물품	dobro	N	N;NOM;NEUT;PL
물품	robe	물품	roba	N	N;NOM;FEM;PL
물품	robu	물품	roba	N	N;ACC;FEM;SG
물품	roba	물품	roba	N	N;NOM;FEM;SG
그리기	nacrtati	그리+기	nacrtati	V	V;NFIN
용품	zalihe	용품	zaliha	N	N;NOM;FEM;PL
용품	opskrba	용품	opskrba	N	N;NOM;FEM;SG
용품	namirnice	용품	namirnica	N	N;NOM;FEM;PL
용품	potrepštine	용품	potrepština	N	N;NOM;FEM;PL
마술	čarobnjaštvo	마술	čarobnjaštvo	N	N;NOM;NEUT;SG
마술	magic	마술	magic	N	N;NOM;MASC;SG
마술	čarolija	마술	čarolija	N	N;NOM;FEM;SG
마술	magija	마술	magija	N	N;NOM;FEM;SG
부담	breme	부담	brema	N	N;NOM;NEUT;SG
부담	teret	부담	teret	N	N;NOM;MASC;SG
바리톤	bariton	바리톤	bariton	N	N;NOM;MASC;SG
강조	vrhunac	강조	vrhunac	N	N;NOM;MASC;SG
강조	naglasak	강조	naglasak	N	N;NOM;MASC;SG
강조	naglašavanje	강조	naglašavanje	N	N;NOM;NEUT;SG
강조	intenzitet	강조	intenzitet	N	N;NOM;MASC;SG
리브	reeve	리브	reeva		
탐구	istrage	탐구	istraga	N	N;NOM;FEM;PL
수염	brade	수염	brada	N	N;NOM;FEM;PL
수염	bradu	수염	brada	N	N;ACC;FEM;SG
수염	brada	수염	brad	N	N;NOM;MASC;SG
수염	bradom	수염	brada	N	N;INS;FEM;SG
카네코	kaneko	카네코	kaneko		
본질	srž	본질	srž	N	N;NOM;FEM;SG
