dan	oraz	dan	oraz	CONJ	CONJ
kabupaten	hrabstwo	kabupaten	hrabstwo	N;SG	N;NOM;NEUT;SG
kabupaten	okręg	kabupaten	okręg	N;SG	N;NOM;MASC;SG
kabupaten	hrabstwa	kabupaten	hrabstwo	N;SG	N;ACC;NEUT;SG
kabupaten	hrabstwa	kabupaten	hrabstwo	N;SG	N;ACC;NEUT;SG
kabupaten	okręg	kabupaten	okręg	N;SG	N;NOM;MASC;SG
kabupaten	dzielnicy	kabupaten	dzielnica	N;SG	N;GEN;FEM;SG
kabupaten	dystrykt	kabupaten	dystrykt	N;SG	N;NOM;MASC;SG
kabupaten	dzielnica	kabupaten	dzielnica	N;SG	N;NOM;FEM;SG
kabupaten	rejon	kabupaten	rejon	N;SG	N;NOM;MASC;SG
kumbang	biedronka	kumbang	biedronka	N	N;NOM;FEM;SG
kumbang	żuk	kumbang	żuk	N	N;NOM;MASC;SG
genus	rodzaj	genus	rodzaj	N	N;NOM;MASC;SG
genus	rodzaju	genus	rodzaj	N	N;GEN;MASC;SG
isi	zawartość	isi	zawartość	N;SG	N;NOM;FEM;SG
isi	treści	isi	treść	N;SG	N;GEN;FEM;SG
isi	zawartości	isi	zawartość	N;SG	N;GEN;FEM;SG
isi	zawartość	isi	zawartość	N;SG	N;NOM;FEM;SG
daftar	wykaz	daftar	wykaz	N;SG	N;NOM;MASC;SG
daftar	lista	daftar	list	N;SG	N;NOM;FEM;SG
daftar	spis	daftar	spis	N;SG	N;NOM;MASC;SG
daftar	listę	daftar	lista	N;SG	N;ACC;FEM;SG
baru	nowe	baru	nowy	ADJ;SG	ADJ;NOM;NEUT;SG
baru	nowy	baru	nowy	ADJ;SG	ADJ;NOM;MASC;SG
antara	między	antara	między	ADP	ADP
barat	zachodni	barat	zachodni	N;SG	N;NOM;MASC;SG
barat	zachód	barat	zachód	N;SG	N;NOM;MASC;SG
barat	zachodni	barat	zachodni	N;SG	N;NOM;MASC;SG
wilayah	teren	wilayah	teren	N;SG	N;NOM;MASC;SG
wilayah	powierzchnia	wilayah	powierzchnia	N;SG	N;NOM;FEM;SG
wilayah	obszarze	wilayah	obszarz	N;SG	N;ACC;MASC;SG
wilayah	obszar	wilayah	obszar	N;SG	N;NOM;MASC;SG
wilayah	region	wilayah	region	N;SG	N;NOM;MASC;SG
wilayah	regionie	wilayah	region	N;SG	N;ACC;MASC;SG
wilayah	regionu	wilayah	regić	N;SG	N;GEN;MASC;SG
wilayah	terytorium	wilayah	terytorium	N;SG	N;ACC;NEUT;SG
tanggal	termin	tanggal	termin	N;SG;ACT	N;NOM;MASC;SG
tanggal	randka	tanggal	randka	N;SG;ACT	N;NOM;FEM;SG
tanggal	randki	tanggal	randki	N;SG;ACT	N;ACC;FEM;SG
tanggal	daty	tanggal	data	N;SG;ACT	N;ACC;FEM;SG
dunia	świat	dunia	świat	N;SG	N;NOM;MASC;SG
dunia	świata	dunia	świat	N;SG	N;GEN;MASC;SG
dunia	świecie	dunia	świat	N;SG	N;DAT;MASC;SG
timur	wschód	timur	wschód	N;SG	N;NOM;MASC;SG
timur	wschód	timur	wschód	N;SG	N;NOM;MASC;SG
tempat	miejsce	tempat	miejsce	N;SG	N;NOM;NEUT;SG
dua	dwie	dua	dwa	NUM	NUM;ACC;FEM;PL
dua	dwóch	dua	dwa	NUM	NUM;ACC;MASC;PL
dua	dwa	dua	dwa	NUM	NUM;ACC;MASC;PL
selatan	southern	selatan	southerny	N;SG	N;NOM;MASC;SG
selatan	południe	selatan	południe	N;SG	N;NOM;NEUT;SG
anak	synu	anak	syn	N;SG	N;VOC;MASC;SG
anak	syn	anak	syn	N;SG	N;NOM;MASC;SG
anak	dziecko	anak	dziecko	N;SG	N;NOM;NEUT;SG
species	gatunki	species	gatunek	N	N;NOM;MASC;PL
species	gatunek	species	gatunek	N	N;NOM;MASC;SG
hidup	życia	hidup	życie	N;SG	N;GEN;NEUT;SG
hidup	dożywocie	hidup	dożywocie	N;SG	N;NOM;NEUT;SG
hidup	życie	hidup	życie	N;SG	N;NOM;NEUT;SG
lagu	piosenka	lagu	piosenka	N;SG	N;NOM;FEM;SG
lagu	utwór	lagu	utwór	N;SG	N;ACC;MASC;SG
yaitu	mianowicie	yaitu	mianowicie	ADV	ADV
daerah	okręg	daerah	okręg	N;SG	N;NOM;MASC;SG
daerah	dzielnicy	daerah	dzielnica	N;SG	N;GEN;FEM;SG
daerah	dystrykt	daerah	dystrykt	N;SG	N;NOM;MASC;SG
daerah	dzielnica	daerah	dzielnica	N;SG	N;NOM;FEM;SG
daerah	rejon	daerah	rejon	N;SG	N;NOM;MASC;SG
daerah	teren	daerah	teren	N;SG	N;NOM;MASC;SG
daerah	powierzchnia	daerah	powierzchnia	N;SG	N;NOM;FEM;SG
daerah	obszarze	daerah	obszarz	N;SG	N;ACC;MASC;SG
daerah	obszar	daerah	obszar	N;SG	N;NOM;MASC;SG
daerah	region	daerah	region	N;SG	N;NOM;MASC;SG
daerah	regionie	daerah	region	N;SG	N;ACC;MASC;SG
daerah	regionu	daerah	regić	N;SG	N;GEN;MASC;SG
daerah	hrabstwo	daerah	hrabstwo	N;SG	N;NOM;NEUT;SG
daerah	okręg	daerah	okręg	N;SG	N;NOM;MASC;SG
daerah	hrabstwa	daerah	hrabstwo	N;SG	N;ACC;NEUT;SG
daerah	sekcję	daerah	sekcja	N;SG	N;ACC;FEM;SG
daerah	sekcji	daerah	sekcja	N;SG	N;GEN;FEM;SG
daerah	dział	daerah	dziać	N;SG	N;NOM;MASC;SG
daerah	sekcja	daerah	sekcja	N;SG	N;NOM;FEM;SG
sekolah	szkoły	sekolah	szkoła	N;SG	N;GEN;FEM;SG
sekolah	szkoły	sekolah	szkoła	N;SG	N;GEN;FEM;SG
sekolah	szkoła	sekolah	szkoła	N;SG	N;NOM;FEM;SG
air	woda	air	woda	N;SG	N;NOM;FEM;SG
air	wody	air	woda	N;SG	N;GEN;FEM;SG
air	wody	air	woda	N;SG	N;GEN;FEM;SG
air	powietrza	air	powietrze	N;SG	N;GEN;NEUT;SG
air	powietrze	air	powietrze	N;SG	N;NOM;NEUT;SG
hari	dnia	hari	dzień	N;SG	N;GEN;MASC;SG
hari	dzień	hari	dzień	N;SG	N;NOM;MASC;SG
kali	czasu	kali	czas	N;SG	N;GEN;MASC;SG
kali	czas	kali	czas	N;SG	N;NOM;MASC;SG
ketika	gdy	ketika	gdy	CONJ	CONJ
sangat	bardzo	sangat	bardzo	ADV	ADV
sangat	stanowczo	sangat	stanowczo	ADV	ADV
sangat	silnie	sangat	silnie	ADV	ADV
sangat	wyjątkowo	sangat	wyjątkowo	ADV	ADV
sangat	niezwykle	sangat	niezwykle	ADV	ADV
sangat	ekstremalnie	sangat	ekstremalnie	ADV	ADV
sangat	niezmiernie	sangat	niezmiernie	ADV	ADV
album	album	album	album	N;SG	N;NOM;MASC;SG
album	płyta	album	płyta	N;SG	N;NOM;FEM;SG
panjang	długa	panjang	długi	ADJ;SG	ADJ;NOM;FEM;SG
panjang	długie	panjang	długi	ADJ;SG	ADJ;NOM;NEUT;SG
anggota	członka	anggota	członek	N;SG	N;ACC;MASC;SG
anggota	członkiem	anggota	członek	N;SG	N;INS;MASC;SG
anggota	członek	anggota	członek	N;SG	N;NOM;MASC;SG
selama	podczas	selama	podczas	ADP	ADP
menggunakan	używając	mengunakan	używać	V;SG;ACT	V;IPFV;PRS;V.CVB;ACT
menggunakan	użyć	mengunakan	użyć	V;SG;ACT	V;PFV;NFIN;ACT
menggunakan	użyj	mengunakan	użyj	V;SG;ACT	V;PFV;IMP;SG;2;FIN;ACT
menggunakan	wykorzystuje	mengunakan	wykorzystywać	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
menggunakan	używa	mengunakan	używać	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
utama	główne	utama	główny	ADJ;SG	ADJ;NOM;NEUT;SG
utama	główny	utama	główny	ADJ;SG	ADJ;NOM;MASC;SG
utama	podstawowy	utama	podstawowy	ADJ;SG	ADJ;NOM;MASC;SG
utama	pierwotne	utama	pierwotny	ADJ;SG	ADJ;NOM;NEUT;SG
utama	podstawowej	utama	podstawowy	ADJ;SG	ADJ;GEN;FEM;SG
utama	podstawowe	utama	podstawowy	ADJ;SG	ADJ;NOM;NEUT;SG
kembali	wróć	kembali	wróć	V;SG;ACT	V;PFV;IMP;SG;2;FIN;ACT
menyebabkan	powodując	mensebabkan	powodować	V;SG;ACT	V;IPFV;PRS;V.CVB;ACT
menyebabkan	powoduje	mensebabkan	powodować	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
masih	nadal	masih	nadal	ADV	ADV
masih	wciąż	masih	wciąż	ADV	ADV
lihat	patrz	lihat	patrzeć	V;SG;ACT	V;IPFV;IMP;SG;2;FIN;ACT
lihat	zobacz	lihat	zobaczyć	V;SG;ACT	V;PFV;IMP;SG;2;FIN;ACT
lihat	zobacz	lihat	zobaczyć	V;SG;ACT	V;PFV;IMP;SG;2;FIN;ACT
waktu	czasu	waktu	czas	N;SG	N;GEN;MASC;SG
waktu	czas	waktu	czas	N;SG	N;NOM;MASC;SG
jenis	rodzaj	jenis	rodzaj	N;SG	N;NOM;MASC;SG
jenis	rodzaj	jenis	rodzaj	N;SG	N;NOM;MASC;SG
bulan	księżyca	bulan	księżyc	N;SG	N;GEN;MASC;SG
bulan	księżycu	bulan	księżyc	N;SG	N;GEN;MASC;SG
bulan	księżyc	bulan	księżyc	N;SG	N;NOM;MASC;SG
bulan	miesiące	bulan	miesiąc	N;SG	N;NOM;MASC;SG
bulan	miesiąc	bulan	miesiąc	N;SG	N;NOM;MASC;SG
bulan	miesiąca	bulan	miesiąc	N;SG	N;ACC;MASC;SG
departemen	wydział	departemen	wydział	N;SG	N;NOM;MASC;SG
departemen	departament	departemen	departament	N;SG	N;NOM;MASC;SG
departemen	dział	departemen	dziać	N;SG	N;NOM;MASC;SG
situs	witryna	situs	witryna	N;SG	N;NOM;FEM;SG
situs	strona	situs	strona	N;SG	N;NOM;FEM;SG
laba	zysku	laba	zysk	N;SG	N;GEN;MASC;SG
laba	zysk	laba	zysk	N;SG	N;NOM;MASC;SG
laba	pająk	laba	pająk	N;SG	N;NOM;MASC;SG
membuat	tworzy	menbuat	tworzyć	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
membuat	stwórz	menbuat	stwórz	V;SG;ACT	V;PFV;IMP;SG;2;FIN;ACT
membuat	tworzyć	menbuat	tworzyć	V;SG;ACT	V;IPFV;NFIN;ACT
membuat	utwórz	menbuat	utwórzyć	V;SG;ACT	V;PFV;IMP;SG;2;FIN;ACT
mulai	zacznij	mulai	zacząć	V;SG;ACT	V;PFV;IMP;SG;2;FIN;ACT
mulai	rozpocząć	mulai	rozpocząć	V;SG;ACT	V;PFV;NFIN;ACT
mulai	zaczyna	mulai	zaczynać	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
resmi	oficjalne	resmi	oficjalny	ADJ;SG	ADJ;NOM;NEUT;SG
resmi	oficjalna	resmi	oficjalny	ADJ;SG	ADJ;NOM;FEM;SG
resmi	urzędowym	resmi	urzędowy	ADJ;SG	ADJ;INS;MASC;SG
resmi	oficjalny	resmi	oficjalny	ADJ;SG	ADJ;NOM;MASC;SG
resmi	dopuszczone	resmi	dopuścić	ADJ;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
resmi	upoważniony	resmi	upoważnić	ADJ;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
udara	antena	udara	antena	N;SG	N;NOM;FEM;SG
udara	powietrza	udara	powietrze	N;SG	N;GEN;NEUT;SG
udara	powietrze	udara	powietrze	N;SG	N;NOM;NEUT;SG
melalui	przez	melalui	przez	ADP	ADP
nasional	krajowa	nasional	krajowy	ADJ;SG	ADJ;NOM;FEM;SG
nasional	krajowe	nasional	krajowy	ADJ;SG	ADJ;NOM;NEUT;SG
nasional	national	nasional	national	ADJ;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
nasional	narodowy	nasional	narodowy	ADJ;SG	ADJ;NOM;MASC;SG
nasional	krajowy	nasional	krajowy	ADJ;SG	ADJ;NOM;MASC;SG
sekarang	teraz	sekarang	teraz	ADV	ADV
perang	wojnę	perang	wojna	N;SG	N;ACC;FEM;SG
perang	wojna	perang	wojna	N;SG	N;NOM;FEM;SG
perang	wojny	perang	wojna	N;SG	N;GEN;FEM;SG
perang	wojny	perang	wojna	N;SG	N;GEN;FEM;SG
pulau	wyspa	pulau	wyspa	N;SG	N;NOM;FEM;SG
rumah	domu	rumah	dom	N;SG	N;GEN;MASC;SG
rumah	dom	rumah	dom	N;SG	N;NOM;MASC;SG
rumah	domu	rumah	dom	N;SG	N;GEN;MASC;SG
rumah	dom	rumah	dom	N;SG	N;NOM;MASC;SG
pendidikan	wykształcenie	pendidikan	wykształcenie	N;SG	N;NOM;NEUT;SG
pendidikan	edukacja	pendidikan	edukacja	N;SG	N;NOM;FEM;SG
pendidikan	kształcenie	pendidikan	kształcenie	N;SG	N;NOM;NEUT;SG
pendidikan	edukacji	pendidikan	edukacja	N;SG	N;GEN;FEM;SG
pendidikan	wykształcenie	pendidikan	wykształcenie	N;SG	N;NOM;NEUT;SG
pendidikan	edukacja	pendidikan	edukacja	N;SG	N;NOM;FEM;SG
laut	żołnierz	laut	żołnierz	N;SG	N;NOM;MASC;SG
laut	morza	laut	morze	N;SG	N;GEN;NEUT;SG
laut	morze	laut	morze	N;SG	N;NOM;NEUT;SG
laut	oceanu	laut	ocean	N;SG	N;GEN;MASC;SG
laut	ocean	laut	ocean	N;SG	N;NOM;MASC;SG
tim	ekipa	tim	ekipa	N;SG	N;NOM;FEM;SG
tim	drużyna	tim	drużyna	N;SG	N;NOM;FEM;SG
tim	zespół	tim	zespół	N;SG	N;NOM;MASC;SG
sistem	układ	sistem	układ	N;SG	N;NOM;MASC;SG
sistem	systemu	sistem	system	N;SG	N;GEN;MASC;SG
sistem	system	sistem	system	N;SG	N;ACC;MASC;SG
termasuk	dołącz	termasuk	dołączyć	V	V;PFV;IMP;SG;2;FIN;ACT
termasuk	obejmować	termasuk	obejmować	V	V;IPFV;NFIN;ACT
termasuk	zawiera	termasuk	zawierać	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
termasuk	obejmuje	termasuk	obejmować	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
semua	wszystkie	semua	wszystek	DET	DET;NOM;MASC;PL
larva	larwa	larva	larwa	N	N;NOM;FEM;SG
terhadap	przeciwko	terhadap	przeciwko	ADP	ADP
selain	poza	selain	poza	ADP;SG	ADP
batang	bar	batang	bar	N;SG	N;NOM;MASC;SG
sendiri	sama	sendiri	sam	ADJ;SG	ADJ;NOM;FEM;SG
sendiri	sam	sendiri	sam	ADJ;SG	ADJ;NOM;MASC;SG
sendiri	własne	sendiri	własny	ADJ;SG	ADJ;NOM;NEUT;SG
sendiri	własny	sendiri	własny	ADJ;SG	ADJ;NOM;MASC;SG
sendiri	własna	sendiri	własny	ADJ;SG	ADJ;NOM;FEM;SG
matahari	słońce	matahari	słońce	N;SG	N;NOM;NEUT;SG
matahari	słońca	matahari	słońce	N;SG	N;GEN;NEUT;SG
matahari	słońca	matahari	słońce	N;SG	N;GEN;NEUT;SG
presiden	przewodniczący	presiden	przewodniczący	N;SG	N;NOM;MASC;SG
presiden	prezes	presiden	prezes	N;SG	N;NOM;MASC;SG
presiden	prezydent	presiden	prezydent	N;SG	N;NOM;MASC;SG
masyarakat	społeczność	masyarakat	społeczność	N;SG	N;NOM;FEM;SG
masyarakat	społeczności	masyarakat	społeczność	N;SG	N;GEN;FEM;SG
masyarakat	wspólnoty	masyarakat	wspólnota	N;SG	N;GEN;FEM;SG
masyarakat	wspólnota	masyarakat	wspólnota	N;SG	N;NOM;FEM;SG
masyarakat	społeczeństwo	masyarakat	społeczeństwo	N;SG	N;NOM;NEUT;SG
masyarakat	towarzystwo	masyarakat	towarzystwo	N;SG	N;NOM;NEUT;SG
masyarakat	społeczeństwa	masyarakat	społeczeństwo	N;SG	N;GEN;NEUT;SG
masyarakat	społeczeństwa	masyarakat	społeczeństwo	N;SG	N;GEN;NEUT;SG
pernah	nigdy	pernah	nigdy	ADV	ADV
pernah	kiedykolwiek	pernah	kiedykolwiek	ADV	ADV
tiga	trzy	tiga	trzy	NUM	NUM;ACC;MASC;PL
jalan	drodze	jalan	droga	N;SG;ACT	N;DAT;FEM;SG
jalan	droga	jalan	droga	N;SG;ACT	N;NOM;FEM;SG
musik	muzyka	musik	muzyka	N;SG	N;NOM;FEM;SG
musik	musical	musik	musical	N;SG	N;NOM;MASC;SG
planet	planeta	planet	planeta	N;SG	N;NOM;FEM;SG
umum	ogólny	umum	ogólny	ADJ;SG	ADJ;NOM;MASC;SG
umum	ogólna	umum	ogólny	ADJ;SG	ADJ;NOM;FEM;SG
umum	ogólne	umum	ogólny	ADJ;SG	ADJ;NOM;NEUT;SG
kerusakan	usterka	kerusakan	usterka	N;SG	N;NOM;FEM;SG
kerusakan	awaria	kerusakan	awariać	N;SG	N;NOM;FEM;SG
kerusakan	zniszczenia	kerusakan	zniszczyć	N;SG	N;NOM;NEUT;SG
kerusakan	spustoszenie	kerusakan	spustoszyć	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
kerusakan	zniszczenie	kerusakan	zniszczyć	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
kerusakan	zniszczenia	kerusakan	zniszczyć	N;SG	N;NOM;NEUT;SG
kerusakan	uszkodzenie	kerusakan	uszkodzić	N;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
kerusakan	uszkodzenia	kerusakan	uszkodzenie	N;SG	N;NOM;NEUT;SG
kerusakan	odszkodowanie	kerusakan	odszkodowanie	N;SG	N;NOM;NEUT;SG
kecil	mały	kecil	mały	ADJ;SG	ADJ;NOM;MASC;SG
kecil	niewielkie	kecil	niewielki	ADJ;SG	ADJ;NOM;NEUT;SG
kecil	mały	kecil	mały	ADJ;SG	ADJ;NOM;MASC;SG
kecil	drobne	kecil	drobny	ADJ;SG	ADJ;NOM;NEUT;SG
kecil	malutki	kecil	malutki	ADJ;SG	ADJ;NOM;MASC;SG
kecil	malutka	kecil	malutek	ADJ;SG	ADJ;NOM;FEM;SG
kecil	malutkie	kecil	malutki	ADJ;SG	ADJ;NOM;NEUT;SG
menteri	sekretarza	menteri	sekretarz	N;SG	N;ACC;MASC;SG
menteri	sekretarz	menteri	sekretarz	N;SG	N;NOM;MASC;SG
menteri	sekretarka	menteri	sekretarka	N;SG	N;NOM;FEM;SG
menteri	minister	menteri	minister	N;SG	N;NOM;MASC;SG
lagi	ponownie	lagi	ponownie	ADV	ADV
lagi	znowu	lagi	znowu	ADV	ADV
lagi	bardziej	lagi	bardzo	ADV	ADV;CMPR
lagi	więcej	lagi	dużo	ADV	ADV;CMPR
jumlah	sumę	jumlah	suma	N;SG	N;ACC;FEM;SG
jumlah	kwota	jumlah	kwota	N;SG	N;NOM;FEM;SG
jumlah	suma	jumlah	suma	N;SG	N;NOM;FEM;SG
jumlah	kwota	jumlah	kwota	N;SG	N;NOM;FEM;SG
jumlah	ilość	jumlah	ilość	N;SG	N;NOM;FEM;SG
jumlah	ilości	jumlah	ilość	N;SG	N;GEN;FEM;SG
jumlah	ilość	jumlah	ilość	N;SG	N;NOM;FEM;SG
kata	słowo	kata	słowo	N;SG	N;NOM;NEUT;SG
penduduk	rezydenta	penduduk	rezydent	N;SG	N;ACC;MASC;SG
penduduk	mieszkaniec	penduduk	mieszkaniec	N;SG	N;NOM;MASC;SG
penduduk	populacja	penduduk	populacja	N;SG	N;NOM;FEM;SG
penduduk	populacji	penduduk	populacja	N;SG	N;GEN;FEM;SG
penduduk	ludność	penduduk	ludność	N;SG	N;NOM;FEM;SG
bawah	dół	bawah	dół	N;SG	N;NOM;MASC;SG
sebelum	przed	sebelum	przed	ADP	ADP
awal	wczesny	awal	wczesny	ADJ;SG	ADJ;NOM;MASC;SG
artikel	artykułu	artikel	artykuł	N;SG	N;GEN;MASC;SG
artikel	artykul	artikel	artykul	N;SG	N;ACC;MASC;SG
artikel	artykuł	artikel	artykuł	N;SG	N;NOM;MASC;SG
tanduk	poroże	tanduk	poróż	N	N;NOM;MASC;PL
tanduk	rogi	tanduk	róg	N	N;NOM;MASC;PL
tanduk	rogów	tanduk	róg	N	N;GEN;MASC;PL
tanduk	róg	tanduk	róg	N	N;NOM;MASC;SG
karya	arcydzieło	karya	arcydzieć	N;SG	N;NOM;NEUT;SG
tanah	kraina	tanah	kraina	N;SG	N;NOM;FEM;SG
tanah	ląd	tanah	ląd	N;SG	N;NOM;MASC;SG
tanah	ziemia	tanah	ziemia	N;SG	N;NOM;FEM;SG
tanah	glebie	tanah	gleba	N;SG	N;DAT;FEM;SG
tanah	gleba	tanah	gleba	N;SG	N;NOM;FEM;SG
tanah	ziemia	tanah	ziemia	N;SG	N;NOM;FEM;SG
tanah	ziemi	tanah	ziemia	N;SG	N;GEN;FEM;SG
tanah	grunt	tanah	grunt	N;SG	N;NOM;MASC;SG
tanah	podłoże	tanah	podłoże	N;SG	N;NOM;NEUT;SG
abad	wieku	abad	wiek	N;SG	N;GEN;MASC;SG
abad	wiek	abad	wiek	N;SG	N;NOM;MASC;SG
perusahaan	korporacji	perusahaan	korporacja	N;SG	N;GEN;FEM;SG
perusahaan	korporacja	perusahaan	korporacja	N;SG	N;NOM;FEM;SG
perusahaan	towarzystwo	perusahaan	towarzystwo	N;SG	N;NOM;NEUT;SG
