per	för	per	för	ADP	ADP
wikipedia	wikipedia	wikipedia	pikipedi	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
calcio	fotboll	calcio	fotboll	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
calcio	fotboll	calcio	fotboll	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
calcio	kalcium	calcio	kalcium	N;MASC;SG	N;NOM;INDF;NEUT;SG
famiglia	familjen	famiglia	familj	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
famiglia	familj	famiglia	familj	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
famiglia	family	famiglia	family	N;FEM;SG	N;NOM;INDF;NEUT;SG
famiglia	släkt	famiglia	släkt	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
inoltre	också	inoltre	också	ADV	ADV
inoltre	även	inoltre	även	ADV	ADV
numero	tal	numero	tal	N;MASC;SG	N;NOM;INDF;NEUT;SG
numero	antal	numero	antal	N;MASC;SG	N;NOM;INDF;NEUT;SG
numero	nummer	numero	nummer	N;MASC;SG	N;NOM;INDF;NEUT;SG
via	iväg	via	iväg	ADV	ADV
via	bort	via	bort	ADV	ADV
posto	ställe	posto	ställe	N;MASC;SG	N;NOM;INDF;NEUT;SG
posto	place	posto	place	N;MASC;SG	N;NOM;INDF;NEUT;SG
posto	plats	posto	plats	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ottobre	oktober	ottobre	oktober	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
maggio	may	maggio	may	N;MASC;SG	N;NOM;INDF;NEUT;SG
maggio	maj	maggio	maj	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ruolo	rollen	ruolo	roll	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
ruolo	roll	ruolo	roll	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
gennaio	januari	gennaio	januari	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
modo	sätt	modo	sätt	N;MASC;SG	N;NOM;INDF;NEUT;SG
modo	way	modo	way	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
nuovo	ny	nuovo	ny	ADJ;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
nuovo	nytt	nuovo	ny	ADJ;MASC;SG	ADJ;NOM;INDF;NEUT;SG
perché	varför	perché	varför	ADV	ADV
casa	house	casa	house	N;FEM;SG	N;NOM;INDF;NEUT;SG
casa	huset	casa	hus	N;FEM;SG	N;NOM;DEF;NEUT;SG
casa	hus	casa	hus	N;FEM;SG	N;NOM;INDF;NEUT;SG
casa	hem	casa	hem	N;FEM;SG	N;NOM;INDF;NEUT;SG
casa	hemmet	casa	hem	N;FEM;SG	N;NOM;DEF;NEUT;SG
casa	home	casa	home	N;FEM;SG	N;NOM;INDF;NEUT;SG
generale	allmän	generale	allmän	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
marzo	marsch	marzo	marsch	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
marzo	march	marzo	march	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
marzo	demonstrationståg	marzo	demonstrationståg	N;MASC;SG	N;NOM;INDF;NEUT;SG
marzo	mars	marzo	mars	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
squadra	truppen	squadra	trupp	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
squadra	trupp	squadra	trupp	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
squadra	squad	squadra	squad	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
squadra	laget	squadra	lag	N;FEM;SG	N;NOM;DEF;NEUT;SG
squadra	lag	squadra	lag	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
squadra	team	squadra	team	N;FEM;SG	N;NOM;INDF;NEUT;SG
dicembre	december	dicembre	december	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
caso	case	caso	case	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
caso	fodral	caso	fodral	N;MASC;SG	N;NOM;INDF;NEUT;SG
caso	fallet	caso	fall	N;MASC;SG	N;NOM;DEF;NEUT;SG
caso	fall	caso	fall	N;MASC;SG	N;NOM;INDF;NEUT;SG
giugno	juni	giugno	juni	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
giugno	june	giugno	jun	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
questi	dessa	questo	denna	PRO;MASC;PL	PRO;DEF;PL
agosto	august	agosto	august	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
agosto	augusti	agosto	augusti	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
agosto	aug	agosto	aug	N;MASC;SG	N
luglio	juli	luglio	juli	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
politico	politisk	politico	politisk	ADJ;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
politico	politiskt	politico	politisk	ADJ;MASC;SG	ADJ;NOM;INDF;NEUT;SG
opera	opera	opera	opera	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
opera	operan	opera	operan	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
opera	opus	opera	opus	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
fra	emellan	fra	emellan	ADP	ADP
fra	mellan	fra	mellan	ADP	ADP
aprile	april	aprile	april	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
pagina	sida	pagina	sida	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
pagina	sidan	pagina	sida	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
periodo	perioden	periodo	period	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
periodo	period	periodo	period	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
periodo	tidsperiod	periodo	tidsperiod	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
novembre	november	novembre	november	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
grazie	tack	grazie	tack	N	N;NOM;INDF;NEUT;SG
insieme	tillsammans	insieme	tillsammans	ADV	ADV
lui	honom	lui	han	PRO;MASC;SG;3	PRO;ACC;DEF;MASC+FEM;SG
invece	istället	invece	istället	ADV	ADV
morte	död	morte	död	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
morte	döden	morte	död	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
morte	death	morte	death	N;FEM;SG	N;NOM;INDF;NEUT;SG
nuova	ny	nuovo	ny	ADJ;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
nuova	nytt	nuovo	ny	ADJ;FEM;SG	ADJ;NOM;INDF;NEUT;SG
febbraio	februari	febbraio	februari	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
febbraio	feb	febbraio	feb	N;MASC;SG	N
centro	centrum	centro	centrum	N;MASC;SG	N;NOM;INDF;NEUT;SG
centro	center	centro	cent	N;MASC;SG	N;NOM;INDF;NEUT;SG
centro	mitten	centro	mitt	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
centro	centrumet	centro	centrum	N;MASC;SG	N;NOM;DEF;NEUT;SG
centro	centrum	centro	centrum	N;MASC;SG	N;NOM;INDF;NEUT;SG
centro	centre	centro	cena	N;MASC;SG	N;NOM;INDF;NEUT;SG
inglese	engelska	inglese	engelsk	N;SG	N;NOM;INDF;MASC+FEM;SG
quattro	fyra	quattro	fyra	NUM	NUM;NOM
interno	inre	interno	inre	ADJ;MASC;SG	ADJ;NOM;CMPR
interno	intern	interno	intern	ADJ;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
interno	inre	interno	inre	ADJ;MASC;SG	ADJ;NOM;CMPR
interno	inre	interno	inre	ADJ;MASC;SG	ADJ;NOM;CMPR
attività	verksamheter	attività	verksamhet	N;FEM	N;NOM;INDF;MASC+FEM;PL
attività	verksamhet	attività	verksamhet	N;FEM	N;NOM;INDF;MASC+FEM;SG
attività	aktiviteter	attività	aktivitet	N;FEM	N;NOM;INDF;MASC+FEM;PL
attività	verksamhet	attività	verksamhet	N;FEM	N;NOM;INDF;MASC+FEM;SG
attività	aktiviteten	attività	aktivitet	N;FEM	N;NOM;DEF;MASC+FEM;SG
attività	aktivitet	attività	aktivitet	N;FEM	N;NOM;INDF;MASC+FEM;SG
alcune	några	alcuno	någon	DET;FEM;PL	DET;INDF;PL
edizione	utgåvan	edizione	utgåva	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
edizione	upplagan	edizione	upplaga	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
edizione	upplaga	edizione	upplaga	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
edizione	utgåva	edizione	utgåva	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
edizione	edition	edizione	edition	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
infatti	sannerligen	infatti	sannerligen	ADV	ADV
infatti	verkligen	infatti	verkligen	ADV	ADV
qui	här	qui	här	ADV	ADV
nord	norr	nord	norr	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
diretto	riktat	diretto	riktad	ADJ;MASC;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
diretto	riktad	diretto	riktad	ADJ;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
esempio	exempel	esempio	exempel	N;MASC;SG	N;NOM;INDF;NEUT;SG
ultimo	senaste	ultimo	sen	ADJ;MASC;SG	ADJ;NOM;DEF;RL
ultimo	sista	ultimo	sista	ADJ;MASC;SG	ADJ;NOM;DEF;RL
sfondo	bakgrund	sfondo	bakgrund	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
sfondo	bakgrunden	sfondo	bakgrund	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
versione	version	versione	version	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
versione	versionen	versione	version	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
provincia	provins	provincia	provins	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
provincia	län	provincia	län	N;FEM;SG	N;NOM;INDF;NEUT;SG
provincia	provinsen	provincia	provins	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
attore	aktör	attore	aktör	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
attore	skådespelare	attore	skådespelare	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
coppa	kopp	coppa	kopp	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
coppa	cup	coppa	cup	N;FEM;SG	N;NOM;INDF;NEUT;SG
forma	form	forma	form	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
forma	blankett	forma	blankett	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
forma	formulär	forma	formulär	N;FEM;SG	N;NOM;INDF;NEUT;SG
forma	form	forma	form	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
codice	codex	codice	codex	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
codice	code	codice	code	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
codice	kod	codice	kod	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
oggi	idag	oggi	idag	ADV	ADV
base	base	base	base	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
base	bas	base	ba	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
base	basen	base	bas	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
base	basis	base	basis	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
base	grund	base	grund	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
base	grundval	base	grundval	N;FEM;SG	N;NOM;INDF;NEUT;SG
trova	finner	trovare	finna	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
trova	hittar	trovare	hitta	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
punto	punto	punto	punto	N;MASC;SG	N;NOM;INDF;NEUT;SG
punto	punkt	punto	punkt	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
punto	poäng	punto	poäng	N;MASC;SG	N;NOM;INDF;NEUT;SG
punto	point	punto	point	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
tuttavia	dock	tuttavia	dock	ADV	ADV
tuttavia	dock	tuttavia	dock	ADV	ADV
tuttavia	emellertid	tuttavia	emellertid	ADV	ADV
figlio	sonen	figlio	son	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
figlio	son	figlio	son	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
corso	kurs	corso	kurs	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
allenatore	tränare	allenatore	tränare	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
allenatore	tränaren	allenatore	tränare	N;MASC;SG	N;NOM;DEF;MASC+FEM;SG
allenatore	coach	allenatore	coach	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
allenatore	tränare	allenatore	tränare	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
molti	många	molto	mången	PRO;MASC;PL	PRO;INDF;PL
sistema	systemet	sistema	system	N;MASC;SG	N;NOM;DEF;NEUT;SG
sistema	system	sistema	system	N;MASC;SG	N;NOM;INDF;NEUT;SG
società	sällskapet	società	sällskap	N;FEM	N;NOM;DEF;NEUT;SG
società	samhälle	società	samhälle	N;FEM	N;NOM;INDF;NEUT;SG
società	samhället	società	samhälle	N;FEM	N;NOM;DEF;NEUT;SG
società	sällskap	società	sällskap	N;FEM	N;NOM;INDF;NEUT;SG
società	bolag	società	bolag	N;FEM	N;NOM;INDF;NEUT;SG
società	företag	società	företag	N;FEM	N;NOM;INDF;NEUT;PL
società	företaget	società	företag	N;FEM	N;NOM;DEF;NEUT;SG
maggiore	större	maggiore	stor	ADJ;CMPR;SG	ADJ;NOM;CMPR
club	club	club	club	N;MASC	N;NOM;INDF;NEUT;SG
club	klubb	club	klubb	N;MASC	N;NOM;INDF;MASC+FEM;SG
club	klubben	club	klubb	N;MASC	N;NOM;DEF;MASC+FEM;SG
club	klubba	club	klubba	N;MASC	N;NOM;INDF;MASC+FEM;SG
regione	region	regione	region	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
regione	regionen	regione	region	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
sud	söder	sud	söder	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
discussione	diskussion	discussione	diskussion	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
discussione	debatt	discussione	debatt	N;FEM;SG	N;NOM;INDF;MASC+FEM;SG
discussione	debatten	discussione	debatt	N;FEM;SG	N;NOM;DEF;MASC+FEM;SG
padre	far	padre	far	N;MASC;SG	N;NOM;INDF;MASC+FEM;SG
