dan	og	dan	og	CONJ	CONJ
isi	indhold	isi	indhold	N;SG	N;INDF;NEUT;SG
isi	fyld	isi	fyld	N;SG	N;INDF;NEUT;SG
isi	udfyldning	isi	udfyldning	N;SG	N;INDF;MASC+FEM;SG
daftar	liste	daftar	liste	N;SG	N;INDF;MASC+FEM;SG
daftar	list	daftar	list	N;SG	N;INDF;MASC+FEM;SG
baru	ny	baru	ny	ADJ;SG	ADJ;INDF;MASC+FEM;SG
baru	nyt	baru	ny	ADJ;SG	ADJ;INDF;NEUT;SG
antara	mellem	antara	mellem	ADP	ADP
barat	west	barat	west	N;SG	N;INDF;MASC+FEM;SG
barat	vest	barat	vest	N;SG	N;INDF
barat	vestpå	barat	vestpå	N;SG	N;INDF
barat	vest	barat	vest	N;SG	N;INDF
barat	western	barat	western	N;SG	N;INDF;MASC+FEM;SG
wilayah	areal	wilayah	areal	N;SG	N;INDF;NEUT;SG
wilayah	område	wilayah	område	N;SG	N;INDF;NEUT;SG
wilayah	region	wilayah	region	N;SG	N;INDF;MASC+FEM;SG
wilayah	område	wilayah	område	N;SG	N;INDF;NEUT;SG
wilayah	territorium	wilayah	territorium	N;SG	N;INDF;NEUT;SG
tanggal	date	tanggal	date	N;SG;ACT	N;INDF;MASC+FEM;SG
tanggal	dato	tanggal	dato	N;SG;ACT	N;INDF;MASC+FEM;SG
dunia	verden	dunia	verden	N;SG	N;INDF;MASC+FEM;SG
timur	east	timur	east	N;SG	N;INDF;MASC+FEM;SG
timur	øst	timur	øst	N;SG	N;INDF
timur	øst	timur	øst	N;SG	N;INDF
tempat	stedet	tempat	sted	N;SG	N;DEF;NEUT;SG
tempat	sted	tempat	sted	N;SG	N;INDF;NEUT;SG
tempat	plads	tempat	plads	N;SG	N;INDF;MASC+FEM;SG
dua	to	dua	to	NUM	NUM
selatan	syd	selatan	syd	N;SG	N;INDF
september	september	september	september	N;SG	N;INDF;MASC+FEM;SG
anak	søn	anak	søn	N;SG	N;INDF;MASC+FEM;SG
anak	barns	anak	barns	N;SG	N;GEN;INDF;NEUT;SG
anak	barn	anak	barn	N;SG	N;INDF;NEUT;SG
species	dyrearter	species	dyrearter	N	N;INDF;NEUT;PL
species	art	species	art	N	N;INDF;MASC+FEM;SG
species	dyreart	species	dyreart	N	N;INDF;MASC+FEM;SG
species	arter	species	arte	N	N;INDF;MASC+FEM;PL
hidup	liv	hidup	liv	N;SG	N;INDF;NEUT;SG
hidup	livet	hidup	liv	N;SG	N;DEF;NEUT;SG
hidup	livstid	hidup	livstid	N;SG	N;INDF;MASC+FEM;SG
lagu	sang	lagu	sang	N;SG	N;INDF;MASC+FEM;SG
daerah	distriktet	daerah	distrikte	N;SG	N;DEF;NEUT;SG
daerah	district	daerah	district	N;SG	N;INDF;NEUT;SG
daerah	distrikt	daerah	distrikt	N;SG	N;INDF;NEUT;SG
daerah	areal	daerah	areal	N;SG	N;INDF;NEUT;SG
daerah	område	daerah	område	N;SG	N;INDF;NEUT;SG
daerah	region	daerah	region	N;SG	N;INDF;MASC+FEM;SG
daerah	county	daerah	county	N;SG	N;INDF;MASC+FEM;SG
daerah	amtet	daerah	amt	N;SG	N;DEF;NEUT;SG
daerah	amt	daerah	amt	N;SG	N;INDF;NEUT;SG
daerah	amtskommune	daerah	amtskommun	N;SG	N;INDF;MASC+FEM;SG
daerah	afdeling	daerah	afdeling	N;SG	N;INDF;MASC+FEM;SG
daerah	sektion	daerah	sektion	N;SG	N;INDF;MASC+FEM;SG
daerah	afsnittet	daerah	afsnitte	N;SG	N;DEF;NEUT;SG
daerah	afsnit	daerah	afsnit	N;SG	N;INDF;NEUT;SG
sekolah	skolen	sekolah	skole	N;SG	N;DEF;MASC+FEM;SG
sekolah	school	sekolah	school	N;SG	N;INDF;MASC+FEM;SG
sekolah	skole	sekolah	skole	N;SG	N;INDF;MASC+FEM;SG
sekolah	skolegang	sekolah	skolegang	N;SG	N;INDF;MASC+FEM;SG
sekolah	skoleundervisningen	sekolah	skoleundervisning	N;SG	N;DEF;MASC+FEM;SG
sekolah	skoleuddannelse	sekolah	skoleuddannelse	N;SG	N;INDF;MASC+FEM;SG
hanya	kun	hanya	kun	ADV	ADV
hanya	bare	hanya	bare	ADV	ADV
air	vand	air	vand	N;SG	N;INDF;NEUT;SG
air	waters	air	water	N;SG	N;INDF;MASC+FEM;SG
air	farvand	air	farvand	N;SG	N;INDF;NEUT;SG
air	luften	air	luft	N;SG	N;DEF;MASC+FEM;SG
air	luft	air	luft	N;SG	N;INDF;MASC+FEM;SG
terletak	lokaliseret	terletak	lokalisere	V;SG;PASS	V;INDF;SG;PST;V.PTCP
terletak	placeret	terletak	placere	V;SG;PASS	V;INDF;SG;PST;V.PTCP
hari	dag	hari	dag	N;SG	N;INDF;MASC+FEM;SG
hari	dagen	hari	dag	N;SG	N;DEF;MASC+FEM;SG
hari	kampdag	hari	kampdag	N;SG	N;INDF;MASC+FEM;SG
digunakan	anvendt	digunakan	anvende	V;SG;PASS	V;INDF;SG;PST;V.PTCP
digunakan	brugt	digunakan	bruge	V;SG;PASS	V;INDF;SG;PST;V.PTCP
digunakan	udnyttet	digunakan	udnytte	V;SG;PASS	V;INDF;SG;PST;V.PTCP
kali	tid	kali	tid	N;SG	N;INDF;MASC+FEM;SG
kali	tidspunkt	kali	tidspunkt	N;SG	N;INDF;NEUT;SG
kali	gang	kali	gang	N;SG	N;INDF;MASC+FEM;SG
kali	klokkeslæt	kali	klokkeslæt	N;SG	N;INDF;NEUT;SG
kali	tiden	kali	tid	N;SG	N;DEF;MASC+FEM;SG
kali	times	kali	time	N;SG	N;GEN;INDF;MASC+FEM;SG
ketika	når	ketika	når	CONJ	CONJ
sangat	stærkt	sangat	stærkt	ADV	ADV
sangat	kraftigt	sangat	kraftigt	ADV	ADV
album	album	album	album	N;SG	N;INDF;NEUT;SG
album	plade	album	plade	N;SG	N;INDF;MASC+FEM;SG
album	albummet	album	album	N;SG	N;DEF;NEUT;SG
album	album	album	album	N;SG	N;INDF;NEUT;SG
panjang	lang	panjang	lang	ADJ;SG	ADJ;INDF;MASC+FEM;SG
anggota	medlem	anggota	medlem	N;SG	N;INDF;NEUT;SG
menggunakan	bruger	mengunakan	bruge	V;SG;ACT	V;IND;PRS;FIN;ACT
menggunakan	anvend	mengunakan	anvende	V;SG;ACT	V;IMP
disebut	nævnt	disebut	nævnt	V;SG;PASS	V;INDF;SG;PST;V.PTCP
disebut	omtalt	disebut	omtale	V;SG;PASS	V;INDF;SG;PST;V.PTCP
disebut	nævnte	disebut	nævne	V;SG;PASS	V;DEF;SG;PST;V.PTCP
disebut	kaldt	disebut	kalde	V;SG;PASS	V;INDF;SG;PST;V.PTCP
disebut	ringet	disebut	ringe	V;SG;PASS	V;INDF;SG;PST;V.PTCP
disebut	kaldet	disebut	kalde	V;SG;PASS	V;INDF;SG;PST;V.PTCP
disebut	henvist	disebut	henvise	V;SG;PASS	V;INDF;SG;PST;V.PTCP
kembali	returnere	kembali	returnere	V;SG;ACT	V;NFIN;ACT
sudah	allerede	sudah	allerede	ADV;SG;ACT	ADV
masih	stadig	masih	stadig	ADV	ADV
masih	stadigvæk	masih	stadigvæk	ADV	ADV
lihat	se	lihat	se	V;SG;ACT	V;NFIN;ACT
lihat	se	lihat	se	V;SG;ACT	V;NFIN;ACT
tinggi	høj	tinggi	høj	ADJ;SG	ADJ;INDF;MASC+FEM;SG
tinggi	højt	tinggi	høj	ADJ;SG	ADJ;INDF;NEUT;SG
waktu	tid	waktu	tid	N;SG	N;INDF;MASC+FEM;SG
waktu	tidspunkt	waktu	tidspunkt	N;SG	N;INDF;NEUT;SG
waktu	gang	waktu	gang	N;SG	N;INDF;MASC+FEM;SG
waktu	klokkeslæt	waktu	klokkeslæt	N;SG	N;INDF;NEUT;SG
waktu	tiden	waktu	tid	N;SG	N;DEF;MASC+FEM;SG
jenis	type	jenis	type	N;SG	N;INDF;MASC+FEM;SG
jakarta	jakarta	jakarta	jakarta	N;SG	N;INDF;NEUT;SG
bulan	måne	bulan	måne	N;SG	N;INDF;MASC+FEM;SG
bulan	månen	bulan	mån	N;SG	N;DEF;MASC+FEM;SG
bulan	måneden	bulan	måned	N;SG	N;DEF;MASC+FEM;SG
bulan	måned	bulan	måned	N;SG	N;INDF;MASC+FEM;SG
departemen	afdeling	departemen	afdeling	N;SG	N;INDF;MASC+FEM;SG
departemen	departement	departemen	departement	N;SG	N;INDF;NEUT;SG
departemen	afdelingen	departemen	afdeling	N;SG	N;DEF;MASC+FEM;SG
situs	site	situs	site	N;SG	N;INDF;NEUT;SG
dikenal	erkendt	dikenal	erkendt	V;SG;PASS	V;INDF;SG;PST;V.PTCP
dikenal	genkendt	dikenal	genkende	V;SG;PASS	V;INDF;SG;PST;V.PTCP
dikenal	anerkendt	dikenal	anerkende	V;SG;PASS	V;INDF;SG;PST;V.PTCP
dikenal	erkendt	dikenal	erkendt	V;SG;PASS	V;INDF;SG;PST;V.PTCP
dikenal	genkendt	dikenal	genkende	V;SG;PASS	V;INDF;SG;PST;V.PTCP
dikenal	anerkendt	dikenal	anerkende	V;SG;PASS	V;INDF;SG;PST;V.PTCP
laba	fortjeneste	laba	fortjeneste	N;SG	N;INDF;MASC+FEM;SG
laba	profit	laba	profit	N;SG	N;INDF;MASC+FEM;SG
laba	overskud	laba	overskud	N;SG	N;INDF;NEUT;SG
laba	gevinst	laba	gevinst	N;SG	N;INDF;MASC+FEM;SG
laba	edderkoppen	laba	edderkoppe	N;SG	N;DEF;MASC+FEM;SG
laba	spider	laba	spide	N;SG	N;INDF;MASC+FEM;SG
laba	edderkop	laba	edderkop	N;SG	N;INDF;MASC+FEM;SG
membuat	opretter	menbuat	oprette	V;SG;ACT	V;IND;PRS;FIN;ACT
membuat	oprette	menbuat	oprette	V;SG;ACT	V;NFIN;ACT
membuat	opret	menbuat	opre	V;SG;ACT	V;IMP
membuat	opretter	menbuat	oprette	V;SG;ACT	V;IND;PRS;FIN;ACT
membuat	oprette	menbuat	oprette	V;SG;ACT	V;NFIN;ACT
membuat	skabe	menbuat	skabe	V;SG;ACT	V;NFIN;ACT
membuat	lav	menbuat	lav	V;SG;ACT	V;IMP
membuat	foretag	menbuat	foretag	V;SG;ACT	V;IMP
membuat	lave	menbuat	lave	V;SG;ACT	V;NFIN;ACT
sementara	mens	sementara	mens	CONJ	CONJ
mulai	starter	mulai	starte	V;SG;ACT	V;IND;PRS;FIN;ACT
mulai	begynd	mulai	begynd	V;SG;ACT	V;IMP
mulai	begynd	mulai	begynd	V;SG;ACT	V;IMP
mulai	begynder	mulai	begynde	V;SG;ACT	V;IND;PRS;FIN;ACT
mulai	startende	mulai	starte	V;SG;ACT	V;PRS;V.PTCP
mulai	starter	mulai	starte	V;SG;ACT	V;IND;PRS;FIN;ACT
resmi	officiel	resmi	officiel	ADJ;SG	ADJ;INDF;MASC+FEM;SG
database	databaser	database	databas	N	N;INDF;MASC+FEM;PL
database	databaserne	database	databas	N	N;DEF;MASC+FEM;PL
database	databasen	database	databas	N	N;DEF;MASC+FEM;SG
database	database	database	database	N	N;INDF;MASC+FEM;SG
sekitar	om	sekitar	om	ADP	ADP
udara	antenne	udara	antenne	N;SG	N;INDF;MASC+FEM;SG
udara	luften	udara	luft	N;SG	N;DEF;MASC+FEM;SG
udara	luft	udara	luft	N;SG	N;INDF;MASC+FEM;SG
melalui	via	melalui	via	ADP	ADP
nasional	landsdækkende	nasional	landsdækkende	ADJ;SG	ADJ
nasional	landsdækkende	nasional	landsdækkende	ADJ;SG	ADJ
sekarang	nu	sekarang	nu	ADV	ADV
perang	krigsførelse	perang	krigsførelse	N;SG	N;INDF;MASC+FEM;SG
perang	krigen	perang	krig	N;SG	N;DEF;MASC+FEM;SG
perang	krig	perang	krig	N;SG	N;INDF;MASC+FEM;SG
perang	wars	perang	wars	N;SG	N;INDF;MASC+FEM;SG
tentang	om	tentang	om	ADP;SG;ACT	ADP
pulau	pulau	pulau	pulau	N;SG	N;INDF;NEUT;SG
pulau	øen	pulau	ø	N;SG	N;DEF;MASC+FEM;SG
rumah	startside	rumah	startside	N;SG	N;INDF;MASC+FEM;SG
rumah	house	rumah	house	N;SG	N;INDF;MASC+FEM;SG
rumah	huset	rumah	hus	N;SG	N;DEF;NEUT;SG
rumah	hus	rumah	hus	N;SG	N;INDF;NEUT;SG
pendidikan	uddannelse	pendidikan	uddannelse	N;SG	N;INDF;MASC+FEM;SG
pendidikan	undervisning	pendidikan	undervisning	N;SG	N;INDF;MASC+FEM;SG
laut	marinesoldat	laut	marinesoldat	N;SG	N;INDF;MASC+FEM;SG
laut	marine	laut	marine	N;SG	N;INDF;MASC+FEM;SG
laut	søs	laut	søs	N;SG	N;INDF;MASC+FEM;SG
laut	hav	laut	hav	N;SG	N;INDF;NEUT;SG
laut	havet	laut	hav	N;SG	N;DEF;NEUT;SG
laut	havet	laut	hav	N;SG	N;DEF;NEUT;SG
laut	hav	laut	hav	N;SG	N;INDF;NEUT;SG
tim	holdet	tim	hold	N;SG	N;DEF;NEUT;SG
tim	teamet	tim	team	N;SG	N;DEF;NEUT;SG
tim	team	tim	team	N;SG	N;INDF;NEUT;SG
sistem	systemet	sistem	system	N;SG	N;DEF;NEUT;SG
sistem	ordning	sistem	ordning	N;SG	N;INDF;MASC+FEM;SG
sistem	system	sistem	system	N;SG	N;INDF;NEUT;SG
komune	kommune	komune	kommune	N	N;INDF;MASC+FEM;SG
komune	kommuner	komune	kommune	N	N;INDF;MASC+FEM;PL
komune	kommunerne	komune	kommune	N	N;DEF;MASC+FEM;PL
termasuk	inkluderet	termasuk	inkludere	V	V;INDF;SG;PST;V.PTCP
termasuk	omfattede	termasuk	omfatte	V	V;IND;PST;FIN;ACT
termasuk	inkluderede	termasuk	inkludere	V	V;PL;PST;V.PTCP
termasuk	medtaget	termasuk	medtage	V	V;INDF;SG;PST;V.PTCP
termasuk	omfatte	termasuk	omfatte	V	V;NFIN;ACT
larva	larver	larva	larve	N	N;INDF;MASC+FEM;PL
larva	larve	larva	larve	N	N;INDF;MASC+FEM;SG
batang	bar	batang	bar	N;SG	N;INDF;MASC+FEM;SG
sendiri	egen	sendiri	egen	ADJ;SG	ADJ;MASC+FEM;SG
sendiri	eget	sendiri	egen	ADJ;SG	ADJ;NEUT;SG
matahari	sol	matahari	sol	N;SG	N;INDF;MASC+FEM;SG
matahari	solen	matahari	sol	N;SG	N;DEF;MASC+FEM;SG
matahari	sole	matahari	sole	N;SG	N;INDF;MASC+FEM;SG
presiden	præsidenten	presiden	præsident	N;SG	N;DEF;MASC+FEM;SG
presiden	formand	presiden	formand	N;SG	N;INDF;MASC+FEM;SG
presiden	præsident	presiden	præsident	N;SG	N;INDF;MASC+FEM;SG
masyarakat	fællesskabet	masyarakat	fællesskab	N;SG	N;DEF;NEUT;SG
masyarakat	fællesskab	masyarakat	fællesskab	N;SG	N;INDF;NEUT;SG
masyarakat	samfundet	masyarakat	samfund	N;SG	N;DEF;NEUT;SG
masyarakat	samfund	masyarakat	samfund	N;SG	N;INDF;NEUT;SG
masyarakat	samfund	masyarakat	samfund	N;SG	N;INDF;NEUT;SG
pernah	aldrig	pernah	aldrig	ADV	ADV
pernah	nogensinde	pernah	nogensinde	ADV	ADV
tiga	tre	tiga	tre	NUM	NUM
jalan	vejen	jalan	vej	N;SG;ACT	N;DEF;MASC+FEM;SG
jalan	vej	jalan	vej	N;SG;ACT	N;INDF;MASC+FEM;SG
jalan	landevej	jalan	landevej	N;SG;ACT	N;INDF;MASC+FEM;SG
musik	musik	musik	musik	N;SG	N;INDF;MASC+FEM;SG
musik	musikken	musik	musik	N;SG	N;DEF;MASC+FEM;SG
musik	musical	musik	musical	N;SG	N;INDF;MASC+FEM;SG
planet	planet	planet	plan	N;SG	N;DEF;NEUT;SG
planet	planeten	planet	plan	N;SG	N;DEF;MASC+FEM;SG
umum	generel	umum	generel	ADJ;SG	ADJ;INDF;MASC+FEM;SG
umum	almindelig	umum	almindelig	ADJ;SG	ADJ;INDF;MASC+FEM;SG
kerusakan	funktionsfejl	kerusakan	funktionsfejl	N;SG	N;INDF;MASC+FEM;SG
kerusakan	ødelæggelse	kerusakan	ødelæggelse	N;SG	N;INDF;MASC+FEM;SG
kerusakan	beskadigelse	kerusakan	beskadigelse	N;SG	N;INDF;MASC+FEM;SG
kerusakan	skade	kerusakan	skade	N;SG	N;INDF;MASC+FEM;SG
kerusakan	skadeserstatning	kerusakan	skadeserstatning	N;SG	N;INDF;MASC+FEM;SG
kerusakan	erstatning	kerusakan	erstatning	N;SG	N;INDF;MASC+FEM;SG
kecil	lille	kecil	lille	ADJ;SG	ADJ;SG
kecil	lille	kecil	lille	ADJ;SG	ADJ;SG
kecil	mindreårig	kecil	mindreårig	ADJ;SG	ADJ;INDF;MASC+FEM;SG
menteri	sekretær	menteri	sekretær	N;SG	N;INDF;MASC+FEM;SG
menteri	ministeren	menteri	minister	N;SG	N;DEF;MASC+FEM;SG
menteri	minister	menteri	minist	N;SG	N;INDF;MASC+FEM;SG
lagi	igen	lagi	igen	ADV	ADV
lagi	mere	lagi	mere	ADV	ADV;CMPR
jumlah	beløb	jumlah	beløb	N;SG	N;INDF;NEUT;SG
jumlah	sum	jumlah	sum	N;SG	N;INDF;MASC+FEM;SG
jumlah	summen	jumlah	sum	N;SG	N;DEF;MASC+FEM;SG
jumlah	beløb	jumlah	beløb	N;SG	N;INDF;NEUT;SG
jumlah	mængde	jumlah	mængde	N;SG	N;INDF;MASC+FEM;SG
jumlah	kvantitet	jumlah	kvantitet	N;SG	N;INDF;MASC+FEM;SG
jumlah	mængde	jumlah	mængde	N;SG	N;INDF;MASC+FEM;SG
kata	ordet	kata	ord	N;SG	N;DEF;NEUT;SG
kata	word	kata	word	N;SG	N;INDF;MASC+FEM;SG
kata	kata	kata	kata	N;SG	N;INDF;NEUT;SG
penduduk	resident	penduduk	resident	N;SG	N;INDF;MASC+FEM;SG
penduduk	beboer	penduduk	beboer	N;SG	N;INDF;MASC+FEM;SG
penduduk	befolkningen	penduduk	befolkning	N;SG	N;DEF;MASC+FEM;SG
penduduk	indbyggertal	penduduk	indbyggertal	N;SG	N;INDF;NEUT;SG
penduduk	befolkning	penduduk	befolkning	N;SG	N;INDF;MASC+FEM;SG
harus	sku	harus	sku	ADV;SG;ACT	ADV
bawah	bunden	bawah	bund	N;SG	N;DEF;MASC+FEM;SG
bawah	forneden	bawah	forneden	N;SG	N;DEF;MASC+FEM;SG
bawah	bund	bawah	bund	N;SG	N;INDF;MASC+FEM;SG
awal	tidlig	awal	tidlig	ADJ;SG	ADJ;INDF;MASC+FEM;SG
terjadi	sket	terjadi	ske	V;SG;PASS	V;INDF;SG;PST;V.PTCP
terdiri	sammensat	terdiri	sammensætte	V;SG;PASS	V;INDF;SG;PST;V.PTCP
terdiri	bestående	terdiri	bestå	V;SG;PASS	V;PRS;V.PTCP
tanduk	gevirer	tanduk	gevire	N	N;INDF;MASC+FEM;PL
tanduk	hornene	tanduk	horn	N	N;DEF;NEUT;PL
tanduk	horn	tanduk	horn	N	N;INDF;MASC+FEM;SG
tanduk	hornet	tanduk	horn	N	N;DEF;NEUT;SG
tanduk	horn	tanduk	horn	N	N;INDF;MASC+FEM;SG
karya	mesterværk	karya	mesterværk	N;SG	N;INDF;NEUT;SG
tanah	jord	tanah	jord	N;SG	N;INDF;MASC+FEM;SG
tanah	land	tanah	land	N;SG	N;INDF;NEUT;SG
tanah	jordbunden	tanah	jordbund	N;SG	N;DEF;MASC+FEM;SG
tanah	jord	tanah	jord	N;SG	N;INDF;MASC+FEM;SG
tanah	jordbund	tanah	jordbund	N;SG	N;INDF;MASC+FEM;SG
tanah	jordbund	tanah	jordbund	N;SG	N;INDF;MASC+FEM;SG
tanah	jorden	tanah	jord	N;SG	N;DEF;MASC+FEM;SG
tanah	jord	tanah	jord	N;SG	N;INDF;MASC+FEM;SG
abad	århundrede	abad	århundrede	N;SG	N;INDF;NEUT;SG
perusahaan	corporation	perusahaan	corporation	N;SG	N;INDF;MASC+FEM;SG
perusahaan	selskab	perusahaan	selskab	N;SG	N;INDF;NEUT;SG
perusahaan	firma	perusahaan	firma	N;SG	N;INDF;NEUT;SG
perusahaan	kompagni	perusahaan	kompagni	N;SG	N;INDF;NEUT;SG
perusahaan	virksomhed	perusahaan	virksomhed	N;SG	N;INDF;MASC+FEM;SG
perusahaan	arbejdsgiveren	perusahaan	arbejdsgiver	N;SG	N;DEF;MASC+FEM;SG
perusahaan	arbejdsgiver	perusahaan	arbejdsgive	N;SG	N;INDF;MASC+FEM;SG
perusahaan	arbejdsgivers	perusahaan	arbejdsgive	N;SG	N;GEN;INDF;MASC+FEM;SG
perusahaan	arbejdsgiveren	perusahaan	arbejdsgiver	N;SG	N;DEF;MASC+FEM;SG
style	stil	style	stil	N	N;INDF;MASC+FEM;SG
cukup	nok	cukup	nok	ADV	ADV
januari	januar	januari	januar	N;SG	N;INDF;MASC+FEM;SG
maret	marts	maret	marts	N;SG	N;INDF;MASC+FEM;SG
maret	march	maret	march	N;SG	N;INDF;MASC+FEM;SG
paling	højst	paling	højst	ADV	ADV
paling	mest	paling	mest	ADV	ADV;RL
ditebang	fældet	ditebang	fælde	V;SG;PASS	V;INDF;SG;PST;V.PTCP
