ve	y	ve	y	CONJ	CONJ
ilgili	pertinente	ilgili	pertinente	ADJ	ADJ;SG
ilgili	relevante	ilgili	relevante	ADJ	ADJ;SG
ilgili	relevantes	ilgili	relevante	ADJ	ADJ;PL
ilgili	pertinentes	ilgili	pertinente	ADJ	ADJ;PL
ilgili	interesados	ilgili	interesado	ADJ	ADJ;MASC;PL;V.PTCP
ilgili	interesado	ilgili	interesado	ADJ	ADJ;MASC;SG;V.PTCP
ilgili	interesada	ilgili	interesado	ADJ	ADJ;FEM;SG;V.PTCP
ilgili	interesadas	ilgili	interesado	ADJ	ADJ;FEM;PL;V.PTCP
ilgili	relacionada	ilgili	relacionado	ADJ	ADJ;FEM;SG;V.PTCP
ilgili	afines	ilgili	afín	ADJ	ADJ;PL
ilgili	conexo	ilgili	conexo	ADJ	ADJ;MASC;SG
ilgili	relacionado	ilgili	relacionado	ADJ	ADJ;MASC;SG;V.PTCP
madde	sustancia	madde	sustancia	N;NOM;SG;3	N;FEM;SG
madde	substancia	madde	substancia	N;NOM;SG;3	N;FEM;SG
madde	cláusula	madde	cláusula	N;NOM;SG;3	N;FEM;SG
madde	material	madde	material	N;NOM;SG;3	N;MASC;SG
madde	materia	madde	materia	N;NOM;SG;3	N;FEM;SG
madde	articulo	madde	articulo	N;NOM;SG;3	N;MASC;SG
madde	artículo	madde	artículo	N;NOM;SG;3	N;MASC;SG
sağlık	wellness	sağlık	wellness	N;NOM;SG;3	N
sağlık	bienestar	sağlık	bienestar	N;NOM;SG;3	N;MASC;SG
sağlık	medico	sağlık	medico	N;NOM;SG;3	N;MASC;SG
sağlık	medicina	sağlık	medicina	N;NOM;SG;3	N;FEM;SG
sağlık	médico	sağlık	médico	N;NOM;SG;3	N;MASC;SG
sağlık	sanidad	sağlık	sanidad	N;NOM;SG;3	N;FEM;SG
sağlık	salud	sağlık	salud	N;NOM;SG;3	N;FEM;SG
genel	genérica	genel	genérico	ADJ	ADJ;FEM;SG
genel	genérico	genel	genérico	ADJ	ADJ;MASC;SG
adı	nombre	ad	nombre	N;NOM;SG;3	N;MASC;SG
adı	name	ad	name	N;NOM;SG;3	N
adı	denominación	ad	denominación	N;NOM;SG;3	N;FEM;SG
mayıs	may	mayıs	maber		
ocak	ene	ocak	ene		
kasım	nov	kasım	nov		
ama	sino	ama	sino	CONJ	CONJ
ama	pero	ama	pero	CONJ	CONJ
ikinci	segunda	ikinci	segundo	ADJ	ADJ;FEM;SG
ikinci	segundas	ikinci	segundo	ADJ	ADJ;FEM;PL
ikinci	segundo	ikinci	segundo	ADJ	ADJ;MASC;SG
içinde	dentro	içinde	dentro	ADV	ADV
üniversitesi	universitario	üniversitesi	universitario	N;NOM;SG;3	N;MASC;SG
üniversitesi	universidad	üniversitesi	universidad	N;NOM;SG;3	N;FEM;SG
ye	coma	ye	coma		
ekim	oct	ekim	oct		
zaman	hora	zaman	hora	N;NOM;SG;3	N;FEM;SG
zaman	tiempo	zaman	tiempo	N;NOM;SG;3	N;MASC;SG
zaman	time	zaman	time	N;NOM;SG;3	N
aralık	diciembre	aralık	diciembre	N;NOM;SG;3	N
aralık	intervalo	aralık	intervalo	N;NOM;SG;3	N;MASC;SG
yüksek	alto	yüksek	alto	ADJ	ADJ;MASC;SG
yüksek	elevada	yüksek	elevado	ADJ	ADJ;FEM;SG;V.PTCP
yüksek	alta	yüksek	alto	ADJ	ADJ;FEM;SG
yüksek	superior	yüksek	superior	ADJ	ADJ;SG
sadece	únicamente	sadece	únicamente	ADV	ADV
sadece	solo	sadece	solo	ADV	ADV
sadece	sólo	sadece	sólo	ADV	ADV
sadece	solamente	sadece	solamente	ADV	ADV
sadece	solo	sadece	solo	ADV	ADV
sadece	simplemente	sadece	simplemente	ADV	ADV
sadece	sólo	sadece	sólo	ADV	ADV
şekilde	manera	şekil	manera	N;ESS;SG;3	N;FEM;SG
şekilde	camino	şekil	camino	N;ESS;SG;3	N;MASC;SG
şekilde	way	şekil	way	N;ESS;SG;3	N
bilgi	info	bilgi	info	N;NOM;SG;3	N;FEM;SG
bilgi	información	bilgi	información	N;NOM;SG;3	N;FEM;SG
bilgi	informacion	bilgi	informacion	N;NOM;SG;3	N;FEM;SG
bilgi	información	bilgi	información	N;NOM;SG;3	N;FEM;SG
bilgi	informacion	bilgi	informacion	N;NOM;SG;3	N;FEM;SG
bilgi	conocimiento	bilgi	conocimiento	N;NOM;SG;3	N;MASC;SG
kez	times	kez	time	N;NOM;SG;3	N
latns	latns	latns	latn		
longew	longew	longew	longew		
latd	latd	lat	latd		
longd	longd	longd	longd		
longm	longm	long	longm		
latm	latm	latm	latm		
devlet	state	devlet	state	N;NOM;SG;3	N
devlet	estado	devlet	estado	N;NOM;SG;3	N;MASC;SG
devlet	gobierno	devlet	gobierno	N;NOM;SG;3	N;MASC;SG
lats	lats	lats	el		
colspan	colspan	colspan	colspar		
üç	tres	üç	tres	NUM	NUM;PL
başladı	comenzó	başla	comenzar	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN
başladı	comenzado	başla	comenzar	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP
başladı	comenzado	başla	comenzar	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP
küçük	pequeñas	küçük	pequeño	ADJ	ADJ;FEM;PL
küçük	pequeño	küçük	pequeño	ADJ	ADJ;MASC;SG
küçük	pequeña	küçük	pequeño	ADJ	ADJ;FEM;SG
küçük	pequeños	küçük	pequeño	ADJ	ADJ;MASC;PL
küçük	pequeño	küçük	pequeño	ADJ	ADJ;MASC;SG
küçük	pequeña	küçük	pequeño	ADJ	ADJ;FEM;SG
küçük	poquito	küçük	poquito	ADJ	ADJ;MASC;SG
kabul	aceptación	kabul	aceptación	N;NOM;SG;3	N;FEM;SG
kupası	taza	kupa	taza	N;NOM;SG;3	N;FEM;SG
kupası	copa	kupa	copa	N;NOM;SG;3	N;FEM;SG
kupası	cup	kupa	cupo	N;NOM;SG;3	N;FEM;SG
okulu	colegio	okul	colegio	N;NOM;SG;3	N;MASC;SG
okulu	escuela	okul	escuela	N;NOM;SG;3	N;FEM;SG
aldı	tomó	al	tomar	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN
farklı	distinta	farklı	distinto	ADJ	ADJ;FEM;SG
farklı	diferente	farklı	diferente	ADJ	ADJ;SG
farklı	distinto	farklı	distinto	ADJ	ADJ;MASC;SG
farklı	diferentes	farklı	diferente	ADJ	ADJ;PL
özel	exclusivo	özel	exclusivo	ADJ	ADJ;MASC;SG
özel	exclusiva	özel	exclusivo	ADJ	ADJ;FEM;SG
özel	exclusivas	özel	exclusivo	ADJ	ADJ;FEM;PL
özel	exclusivos	özel	exclusivo	ADJ	ADJ;MASC;PL
özel	privados	özel	privado	ADJ	ADJ;MASC;PL;V.PTCP
özel	privadas	özel	privado	ADJ	ADJ;FEM;PL;V.PTCP
özel	privado	özel	privado	ADJ	ADJ;MASC;SG;V.PTCP
özel	privada	özel	privado	ADJ	ADJ;FEM;SG;V.PTCP
özel	especiales	özel	especial	ADJ	ADJ;PL
özel	especial	özel	especial	ADJ	ADJ;SG
özel	personalizado	özel	personalizado	ADJ	ADJ;MASC;SG;V.PTCP
özel	personalizada	özel	personalizado	ADJ	ADJ;FEM;SG;V.PTCP
biri	alguien	biri	alguien	PRO;NOM;SG;3	PRO;SG
biri	alguien	biri	alguien	PRO;NOM;SG;3	PRO;SG
biri	uno	biri	uno	PRO;NOM;SG;3	PRO;MASC;SG
alanı	field	alan	field	N;NOM;SG;3	N
alanı	campo	alan	campo	N;NOM;SG;3	N;MASC;SG
alanı	superficie	alan	superficie	N;NOM;SG;3	N;FEM;SG
alanı	zona	alan	zona	N;NOM;SG;3	N;FEM;SG
alanı	area	alan	area	N;NOM;SG;3	N;FEM;SG
alanı	área	alan	área	N;NOM;SG;3	N;FEM;SG
uzun	alto	uzun	alto	ADJ	ADJ;MASC;SG
uzun	ampliada	uzun	ampliado	ADJ	ADJ;FEM;SG;V.PTCP
uzun	extendidas	uzun	extendido	ADJ	ADJ;FEM;PL;V.PTCP
uzun	extendido	uzun	extendido	ADJ	ADJ;MASC;SG;V.PTCP
uzun	extendida	uzun	extendido	ADJ	ADJ;FEM;SG;V.PTCP
uzun	ampliado	uzun	ampliar	ADJ	ADJ;MASC;SG;V.PTCP
uzun	largos	uzun	largo	ADJ	ADJ;MASC;PL
uzun	largo	uzun	largo	ADJ	ADJ;MASC;SG
uzun	larga	uzun	largo	ADJ	ADJ;FEM;SG
geri	back	geri	back		
elektrik	electricidad	elektrik	electricidad	N;NOM;SG;3	N;FEM;SG
elektrik	electricidad	elektrik	electricidad	N;NOM;SG;3	N;FEM;SG
elektrik	electrico	elektrik	electrico	N;NOM;SG;3	N;MASC;SG
elektrik	electrico	elektrik	electrico	N;NOM;SG;3	N;MASC;SG
elektrik	electrica	elektrik	electrica	N;NOM;SG;3	N;FEM;SG
elektrik	electricidad	elektrik	electricidad	N;NOM;SG;3	N;FEM;SG
ardından	después	ardından	después	ADV	ADV
merkezi	centro	merkez	centro	N;ACC;SG;3	N;MASC;SG
merkezi	center	merkez	center	N;ACC;SG;3	N;MASC;SG
merkezi	centro	merkez	centro	N;ACC;SG;3	N;MASC;SG
merkezi	centre	merkez	centre	N;ACC;SG;3	N;MASC;SG
kısa	corta	kısa	corto	ADJ	ADJ;FEM;SG
kısa	cortos	kısa	corto	ADJ	ADJ;MASC;PL
kısa	corto	kısa	corto	ADJ	ADJ;MASC;SG
kısa	breve	kısa	breve	ADJ	ADJ;SG
kısa	breves	kısa	breve	ADJ	ADJ;PL
kısa	breve	kısa	breve	ADJ	ADJ;SG
kişi	persona	kişi	persona	N;NOM;SG;3	N;FEM;SG
ingilizce	ingles	ingilizce	ingle		
olmak	estar	ol	estar	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
el	hand	el	hand	N;NOM;SG;3	N
el	mano	el	mano	N;NOM;SG;3	N;FEM;SG
gol	lago	gol	lago	N;NOM;SG;3	N;MASC;SG
gol	laguna	gol	laguna	N;NOM;SG;3	N;FEM;SG
gol	gol	gol	gol	N;NOM;SG;3	N;MASC;SG
gol	meta	gol	meta	N;NOM;SG;3	N;FEM;SG
gol	objetivo	gol	objetivo	N;NOM;SG;3	N;MASC;SG
gol	portería	gol	portería	N;NOM;SG;3	N;FEM;SG
sağlayan	proporcionando	sağla	proporcionar	V;PFV;IND;POS;PRS;V.PTCP	V;V.MSDR
sağlayan	proveer	sağla	proveer	V;PFV;IND;POS;PRS;V.PTCP	V;NFIN
sağlayan	proporcionar	sağla	proporcionar	V;PFV;IND;POS;PRS;V.PTCP	V;NFIN
suyu	jugo	su	jugo	N;ACC;SG;3	N;MASC;SG
suyu	juice	su	juice	N;ACC;SG;3	N
suyu	zumo	su	zumo	N;ACC;SG;3	N;MASC;SG
ilköğretim	primaria	ilköğretim	primario	N;NOM;SG;3	N;FEM;SG
ödülü	recompensa	ödül	recompensar	N;ACC;SG;3	N;FEM;SG
ödülü	premio	ödül	premio	N;ACC;SG;3	N;MASC;SG
ödülü	laudo	ödül	laudo	N;ACC;SG;3	N;MASC;SG
ödülü	adjudicación	ödül	adjudicación	N;ACC;SG;3	N;FEM;SG
ödülü	premio	ödül	premio	N;ACC;SG;3	N;MASC;SG
ödülü	galardón	ödül	galardón	N;ACC;SG;3	N;MASC;SG
yerine	reemplazo	yer	reemplazo	N;DAT;SG;3	N;MASC;SG
gün	día	gün	día	N;NOM;SG;3	N;MASC;SG
gün	dia	gün	diar	N;NOM;SG;3	N;MASC;SG
süre	hora	süre	hora	N;NOM;SG;3	N;FEM;SG
süre	tiempo	süre	tiempo	N;NOM;SG;3	N;MASC;SG
süre	time	süre	time	N;NOM;SG;3	N
süre	duración	süre	duración	N;NOM;SG;3	N;FEM;SG
eğitim	formación	eğitim	formación	N;NOM;SG;3	N;FEM;SG
eğitim	adiestramiento	eğitim	adiestramiento	N;NOM;SG;3	N;MASC;SG
eğitim	entrenamiento	eğitim	entrenamiento	N;NOM;SG;3	N;MASC;SG
eğitim	capacitación	eğitim	capacitación	N;NOM;SG;3	N;FEM;SG
eğitim	educación	eğitim	educación	N;NOM;SG;3	N;FEM;SG
eğitim	enseñanza	eğitim	enseñanza	N;NOM;SG;3	N;FEM;SG
eğitim	educacion	eğitim	educacion	N;NOM;SG;3	N;FEM;SG
eğitim	educación	eğitim	educación	N;NOM;SG;3	N;FEM;SG
eğitim	cursillo	eğitim	cursillo	N;NOM;SG;3	N;MASC;SG
eğitim	tutoría	eğitim	tutoría	N;NOM;SG;3	N;FEM;SG
yaklaşık	aprox	yaklaşık	aprox		
az	poco	az	poco	ADV	ADV
az	menos	az	menos	ADV	ADV
görev	duty	görev	duty	N;NOM;SG;3	N
görev	tarea	görev	tarea	N;NOM;SG;3	N;FEM;SG
görev	asignación	görev	asignación	N;NOM;SG;3	N;FEM;SG
görev	cesión	görev	cesión	N;NOM;SG;3	N;FEM;SG
görev	mision	görev	mision	N;NOM;SG;3	N;FEM;SG
görev	mission	görev	mission	N;NOM;SG;3	N
görev	misión	görev	misión	N;NOM;SG;3	N;FEM;SG
onun	ella	o	él	PRO;GEN;SG;3	PRO;FEM;SG;3
yine	nuevamente	yine	nuevamente	ADV	ADV
ekonomisi	economia	ekonomi	economia	N;NOM;SG;3	N;FEM;SG
ekonomisi	economía	ekonomi	economía	N;NOM;SG;3	N;FEM;SG
telefon	teléfono	telefon	teléfono	N;NOM;SG;3	N;MASC;SG
telefon	telefono	telefon	telefono	N;NOM;SG;3	N;MASC;SG
telefon	teléfono	telefon	teléfono	N;NOM;SG;3	N;MASC;SG
telefon	telefono	telefon	telefono	N;NOM;SG;3	N;MASC;SG
telefon	telefonía	telefon	telefonía	N;NOM;SG;3	N;FEM;SG
yeniden	nuevamente	yeniden	nuevamente	ADV	ADV
ingiliz	ingles	ingiliz	ingle		
nedeniyle	due	neden	due	N;INS;SG;3	N
savaş	batalla	savaş	batalla	N;NOM;SG;3	N;FEM;SG
savaş	combate	savaş	combate	N;NOM;SG;3	N;MASC;SG
savaş	guerra	savaş	guerra	N;NOM;SG;3	N;FEM;SG
savaş	war	savaş	war	N;NOM;SG;3	N;SG
savaş	combate	savaş	combate	N;NOM;SG;3	N;MASC;SG
savaş	pelea	savaş	pelea	N;NOM;SG;3	N;FEM;SG
savaş	fight	savaş	fight	N;NOM;SG;3	N
savaş	lucha	savaş	lucha	N;NOM;SG;3	N;FEM;SG
bgcolor	bgcolor	bgcolor	bgcolor		
türkçe	ingles	türkçe	ingle		
kullanıcı	usuario	kullanıcı	usuario	N;NOM;SG;3	N;MASC;SG
tam	tam	tam	tam		
birliği	union	birlik	union	N;NOM;SG;3	N;SG
birliği	unión	birlik	unión	N;NOM;SG;3	N;FEM;SG
birliği	sindicato	birlik	sindicato	N;NOM;SG;3	N;MASC;SG
kanalizasyon	alcantarilla	kanalizasyon	alcantarilla	N;NOM;SG;3	N;FEM;SG
kanalizasyon	cloaca	kanalizasyon	cloaca	N;NOM;SG;3	N;FEM;SG
kanalizasyon	saneamiento	kanalizasyon	saneamiento	N;NOM;SG;3	N;MASC;SG
maç	mac	maç	mac	N;NOM;SG;3	N;MASC
maç	juego	maç	juego	N;NOM;SG;3	N;MASC;SG
maç	cerilla	maç	cerilla	N;NOM;SG;3	N;FEM;SG
maç	partido	maç	partido	N;NOM;SG;3	N;MASC;SG
maç	coincidencia	maç	coincidencia	N;NOM;SG;3	N;FEM;SG
maç	match	maç	match	N;NOM;SG;3	N;MASC;SG
sıra	hilera	sıra	haler	N;NOM;SG;3	N;FEM;SG
sıra	fila	sıra	fila	N;NOM;SG;3	N;FEM;SG
nüfusu	población	nüfus	población	N;ACC;SG;3	N;FEM;SG
uygun	apto	uygun	apto	ADJ	ADJ;MASC;SG
uygun	elegible	uygun	elegible	ADJ	ADJ;SG
uygun	elegibles	uygun	elegible	ADJ	ADJ;PL
uygun	convenientes	uygun	conveniente	ADJ	ADJ;PL
uygun	conveniente	uygun	conveniente	ADJ	ADJ;SG
uygun	apropiada	uygun	apropiado	ADJ	ADJ;FEM;SG;V.PTCP
uygun	apropiadas	uygun	apropiado	ADJ	ADJ;FEM;PL;V.PTCP
uygun	apropiados	uygun	apropiado	ADJ	ADJ;MASC;PL;V.PTCP
uygun	adecuado	uygun	adecuado	ADJ	ADJ;MASC;SG;V.PTCP
uygun	apropiado	uygun	apropiado	ADJ	ADJ;MASC;SG;V.PTCP
uygun	adecuados	uygun	adecuado	ADJ	ADJ;MASC;PL;V.PTCP
uygun	apropiados	uygun	apropiado	ADJ	ADJ;MASC;PL;V.PTCP
uygun	apto	uygun	apto	ADJ	ADJ;MASC;SG
uygun	apropiado	uygun	apropiado	ADJ	ADJ;MASC;SG;V.PTCP
uygun	adecuado	uygun	adecuado	ADJ	ADJ;MASC;SG;V.PTCP
bütün	entera	bütün	entero	ADJ	ADJ;FEM;SG
bütün	enteras	bütün	entero	ADJ	ADJ;FEM;PL
bütün	enteros	bütün	entero	ADJ	ADJ;MASC;PL
bütün	entero	bütün	entero	ADJ	ADJ;MASC;SG
listesi	lista	liste	lista	N;NOM;SG;3	N;FEM;SG
dört	cuatro	dört	cuatro	NUM	NUM;PL
alt	alt	alt	alt		
stadyumu	estadio	stadyum	estadio	N;NOM;SG;3	N;MASC;SG
stadyumu	stadium	stadyum	stadium	N;NOM;SG;3	N;MASC;SG
sonucu	consecuencia	sonuç	consecuencia	N;ACC;SG;3	N;FEM;SG
com	com	com	com		
bar	barra	bar	barra	N;NOM;SG;3	N;FEM;SG
bar	bar	bar	bar	N;NOM;SG;3	N;MASC;SG
bar	taberna	bar	taberna	N;NOM;SG;3	N;FEM;SG
bar	pub	bar	pub	N;NOM;SG;3	N;MASC;SG
sonunda	finalmente	sonunda	finalmente	ADV	ADV
onu	él	o	él	PRO;ACC;SG;3	PRO;MASC;SG;3
onu	ella	o	él	PRO;ACC;SG;3	PRO;FEM;SG;3
açık	despejado	açık	despejar	ADJ	ADJ;MASC;SG;V.PTCP
açık	abierta	açık	abierto	ADJ	ADJ;FEM;SG;V.PTCP
açık	abierto	açık	abierto	ADJ	ADJ;MASC;SG;V.PTCP
insan	persona	insan	persona	N;NOM;SG;3	N;FEM;SG
insan	man	insan	man	N;NOM;SG;3	N
insan	hombre	insan	hombre	N;NOM;SG;3	N;MASC;SG
insan	humanos	insan	humanos	N;NOM;SG;3	N
düşük	low	düşük	low		
neden	porqué	ne	porqué		
nowrap	nowrap	nowrap	nowrap		
stadyum	estadio	stadyum	estadio	N;NOM;SG;3	N;MASC;SG
stadyum	stadium	stadyum	stadium	N;NOM;SG;3	N;MASC;SG
dahil	incl	dahil	incl		
an	momento	an	momento	N;NOM;SG;3	N;MASC;SG
iş	empleo	iş	empleo	N;NOM;SG;3	N;MASC;SG
iş	trabajo	iş	trabajo	N;NOM;SG;3	N;MASC;SG
iş	obra	iş	obra	N;NOM;SG;3	N;FEM;SG
iş	trabajo	iş	trabajo	N;NOM;SG;3	N;MASC;SG
iş	jobs	iş	jobs	N;NOM;SG;3	N;MASC;SG
iş	empleo	iş	empleo	N;NOM;SG;3	N;MASC;SG
iş	empresa	iş	empresa	N;NOM;SG;3	N;FEM;SG
iş	negocio	iş	negocio	N;NOM;SG;3	N;MASC;SG
bölümü	seccion	bölüm	seccionar	N;NOM;SG;3	N;FEM;SG
bölümü	sección	bölüm	sección	N;NOM;SG;3	N;FEM;SG
bölümü	departamento	bölüm	departamento	N;NOM;SG;3	N;MASC;SG
bunu	este	bu	este	PRO;ACC;SG;3	PRO;MASC;SG
bunu	esto	bu	este	PRO;ACC;SG;3	PRO;SG
bunu	esta	bu	este	PRO;ACC;SG;3	PRO;FEM;SG
bunu	eso	bu	ese	PRO;ACC;SG;3	PRO;SG
ele	conquista	el	conquista	N;DAT;SG;3	N;FEM;SG
güzel	hermoso	güzel	hermoso	ADJ	ADJ;MASC;SG
güzel	guapa	güzel	guapo	ADJ	ADJ;FEM;SG
güzel	hermosos	güzel	hermoso	ADJ	ADJ;MASC;PL
güzel	hermosa	güzel	hermoso	ADJ	ADJ;FEM;SG
güzel	bellos	güzel	bello	ADJ	ADJ;MASC;PL
güzel	buenas	güzel	buen	ADJ	ADJ;FEM;PL
güzel	buena	güzel	buen	ADJ	ADJ;FEM;SG
güzel	buenos	güzel	buen	ADJ	ADJ;MASC;PL
güzel	agradable	güzel	agradable	ADJ	ADJ;SG
güzel	bonita	güzel	bonito	ADJ	ADJ;FEM;SG
güzel	bonito	güzel	bonito	ADJ	ADJ;MASC;SG
güzel	lindo	güzel	lindo	ADJ	ADJ;MASC;SG
güzel	linda	güzel	linda	ADJ	ADJ;FEM;SG
güzel	bonita	güzel	bonito	ADJ	ADJ;FEM;SG
güzel	guapa	güzel	guapo	ADJ	ADJ;FEM;SG
güzel	precioso	güzel	precioso	ADJ	ADJ;MASC;SG
güzel	encantadora	güzel	encantador	ADJ	ADJ;FEM;SG
güzel	adorable	güzel	adorable	ADJ	ADJ;SG
güzel	preciosa	güzel	precioso	ADJ	ADJ;FEM;SG
çocuk	muchacho	çocuk	muchacho	N;NOM;SG;3	N;MASC;SG
çocuk	boy	çocuk	boy	N;NOM;SG;3	N
çocuk	niño	çocuk	niño	N;NOM;SG;3	N;MASC;SG
çocuk	chico	çocuk	chico	N;NOM;SG;3	N;MASC;SG
çocuk	chaval	çocuk	chaval	N;NOM;SG;3	N;MASC;SG
çocuk	pibe	çocuk	pibe	N;NOM;SG;3	N;MASC;SG
çocuk	niño	çocuk	niño	N;NOM;SG;3	N;MASC;SG
çocuk	chico	çocuk	chico	N;NOM;SG;3	N;MASC;SG
çocuk	kid	çocuk	kid	N;NOM;SG;3	N
çocuk	niñez	çocuk	niñez	N;NOM;SG;3	N;FEM;SG
çocuk	infancia	çocuk	infancia	N;NOM;SG;3	N;FEM;SG
çocuk	niño	çocuk	niño	N;NOM;SG;3	N;MASC;SG
çocuk	niña	çocuk	niña	N;NOM;SG;3	N;FEM;SG
sinema	pelicula	sine	pelicula	N;NOM;SG;3	N;FEM;SG
sinema	cine	sine	cine	N;NOM;SG;3	N;MASC;SG
sinema	movie	sine	movie	N;NOM;SG;3	N;SG
sinema	película	sine	película	N;NOM;SG;3	N;FEM;SG
sinema	cine	sine	cine	N;NOM;SG;3	N;MASC;SG
sinema	cine	sine	cine	N;NOM;SG;3	N;MASC;SG
sinema	cinema	sine	cinema	N;NOM;SG;3	N;MASC;SG
üst	top	üst	top		
sırada	proxima	sıra	proximar	N;ESS;SG;3	N;FEM;SG
sırada	next	sıra	next	N;ESS;SG;3	N
top	top	top	top		
hakem	ref	hakem	ref		
ay	mes	ay	mes	N;NOM;SG;3	N;MASC;SG
ay	luna	ay	luna	N;NOM;SG;3	N;FEM;SG
ay	moon	ay	moon	N;NOM;SG;3	N
imparatorluğu	imperio	imparatorluk	imperio	N;NOM;SG;3	N;MASC;SG
imparatorluğu	empire	imparatorluk	empire	N;NOM;SG;3	N
internet	web	internet	web	N;NOM;SG;3	N;FEM;SG
internet	telaraña	internet	telaraña	N;NOM;SG;3	N;FEM;SG
internet	internet	internet	internet	N;NOM;SG;3	N;SG
tiyatro	drama	tiyatro	drama	N;NOM;SG;3	N;MASC;SG
tiyatro	teatro	tiyatro	teatro	N;NOM;SG;3	N;MASC;SG
tiyatro	teatro	tiyatro	teatro	N;NOM;SG;3	N;MASC;SG
bey	bey	bey	bey	N;NOM;SG;3	N
kazandı	ganó	kazan	ganar	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN
karar	veredicto	karar	veredicto	N;NOM;SG;3	N;MASC;SG
karar	decision	karar	decisionr	N;NOM;SG;3	N;FEM;SG
karar	decisión	karar	decisión	N;NOM;SG;3	N;FEM;SG
tarih	cita	tarih	cita	N;NOM;SG;3	N;FEM;SG
tarih	fecha	tarih	fecha	N;NOM;SG;3	N;FEM;SG
tarih	historia	tarih	historia	N;NOM;SG;3	N;FEM;SG
tarih	historial	tarih	historial	N;NOM;SG;3	N;MASC;SG
temel	básicos	temel	básico	ADJ	ADJ;MASC;PL
temel	básico	temel	básico	ADJ	ADJ;MASC;SG
temel	básica	temel	básico	ADJ	ADJ;FEM;SG
temel	básicos	temel	básico	ADJ	ADJ;MASC;PL
temel	básicas	temel	básico	ADJ	ADJ;FEM;PL
temel	básico	temel	básico	ADJ	ADJ;MASC;SG
ünlü	famosa	ünlü	famoso	ADJ	ADJ;FEM;SG
ünlü	famosas	ünlü	famoso	ADJ	ADJ;FEM;PL
ünlü	famosos	ünlü	famoso	ADJ	ADJ;MASC;PL
ünlü	famoso	ünlü	famoso	ADJ	ADJ;MASC;SG
ünlü	famosos	ünlü	famoso	ADJ	ADJ;MASC;PL
ünlü	famoso	ünlü	famoso	ADJ	ADJ;MASC;SG
kalan	permaneciendo	kal	permanecer	V;PFV;IND;POS;PRS;V.PTCP	V;V.MSDR
bile	incluso	bile	incluso	ADV	ADV
bile	aun	bile	aun	ADV	ADV
sosyal	sociable	sosyal	sociable	ADJ	ADJ;SG
sosyal	sociales	sosyal	social	ADJ	ADJ;PL
sosyal	social	sosyal	social	ADJ	ADJ;SG
geldi	llegado	gel	llegar	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP
geldi	llegó	gel	llegar	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN
oy	voto	oy	voto	N;NOM;SG;3	N;MASC;SG
oy	votación	oy	votación	N;NOM;SG;3	N;FEM;SG
oy	votación	oy	votación	N;NOM;SG;3	N;FEM;SG
