להדגים	سمجھانا	הדגים	سمجھا	V;NFIN;ACT	V;MASC;SG;NFIN;ACT
סבלנות	استقلال	סבלנות	استقلال	N;FEM;SG	N;NOM;MASC;SG;3
סבלנות	ہمت	סבלנות	ہمت	N;FEM;SG	N;NOM;MASC;SG;3
סבלנות	تکلیف	סבלנות	تکلیف	N;FEM;SG	N;NOM;FEM;SG;3
סבלנות	درگزر	סבלנות	درگزر	N;FEM;SG	N;NOM;MASC;SG;3
סבלנות	ضبط	סבלנות	ضبط	N;FEM;SG	N;NOM;MASC;SG;3
סבלנות	تحمل	סבלנות	تحمل	N;FEM;SG	N;NOM;MASC;SG;3
סבלנות	استقلال	סבלנות	استقلال	N;FEM;SG	N;NOM;MASC;SG;3
סבלנות	صبر	סבלנות	صبر	N;FEM;SG	N;NOM;MASC;SG;3
סבלנות	ہمت	סבלנות	ہمت	N;FEM;SG	N;NOM;MASC;SG;3
סבלנות	تکلیف	סבלנות	تکلیف	N;FEM;SG	N;NOM;FEM;SG;3
סבלנות	درگزر	סבלנות	درگزر	N;FEM;SG	N;NOM;MASC;SG;3
סבלנות	ضبط	סבלנות	ضبط	N;FEM;SG	N;NOM;MASC;SG;3
סבלנות	تحمل	סבלנות	تحمل	N;FEM;SG	N;NOM;MASC;SG;3
טופס	قاعدہ	טופס	قاعدہ	N;MASC;SG	N;NOM;MASC;SG;3
טופס	جنس	טופס	جنس	N;MASC;SG	N;NOM;MASC;SG;3
טופס	نقشہ	טופס	نقشہ	N;MASC;SG	N;NOM;MASC;SG;3
טופס	خاکہ	טופס	خاکہ	N;MASC;SG	N;NOM;MASC;SG;3
טופס	قسم	טופס	قسم	N;MASC;SG	N;NOM;MASC;SG;3
טופס	جماعت	טופס	جماعت	N;MASC;SG	N;NOM;FEM;SG;3
טופס	ضابطہ	טופס	ضابطہ	N;MASC;SG	N;NOM;MASC;SG;3
טופס	رسم	טופס	رسم	N;MASC;SG	N;NOM;FEM;SG;3
טופס	قاعدہ	טופס	قاعدہ	N;MASC;SG	N;NOM;MASC;SG;3
טופס	جنس	טופס	جنس	N;MASC;SG	N;NOM;MASC;SG;3
טופס	نقشہ	טופס	نقشہ	N;MASC;SG	N;NOM;MASC;SG;3
טופס	خاکہ	טופס	خاکہ	N;MASC;SG	N;NOM;MASC;SG;3
טופס	قسم	טופס	قسم	N;MASC;SG	N;NOM;MASC;SG;3
טופס	جماعت	טופס	جماعت	N;MASC;SG	N;NOM;FEM;SG;3
טופס	ضابطہ	טופס	ضابطہ	N;MASC;SG	N;NOM;MASC;SG;3
טופס	رسم	טופס	رسم	N;MASC;SG	N;NOM;FEM;SG;3
טופס	شکل	טופס	شکل	N;MASC;SG	N;NOM;MASC;SG;3
להפסיד	ہارنا	הפסיד	ہار	V;NFIN;ACT	V;MASC;SG;NFIN;ACT
להטעות	بھٹکانا	הטעה	بھٹکا	V;NFIN;ACT	V;MASC;SG;NFIN;ACT
זנות	تخریب	זנה	تخریب	N;FEM;SG	N;NOM;MASC;SG;3
ברוש	(	ברוש	(		
ברוש	(	ברוש	(		
מוחץ	غالب.	מוחץ	غالب.		
וריאציה	معیار	וריאציה	معیار	N;FEM;SG	N;NOM;MASC;SG;3
וריאציה	قیمت	וריאציה	قیمت	N;FEM;SG	N;NOM;FEM;SG;3
בחילות	تنفر	בחילות	تنفر		
בחילות	گھن	בחילות	گھن		
בהכרה	(	בהכרה	(		
אפורה	فاختئی	אפורה	فاختئی	ADJ;FEM;SG	ADJ
אפורה	فاختئی	אפורה	فاختئی	ADJ;FEM;SG	ADJ
חסין	to	חסין	to		
סטטי	ساکت	סטט	ساکت	N;MASC;SG	N;NOM;MASC;SG;3
ברך	زانو.	ברך	زانو.		
סולידריות	اتحاد	סולידריות	اتحاد	N;FEM;SG	N;NOM;MASC;SG;3
לשוחח	الٹ	שוחח	الٹ	V;NFIN;ACT	V;ACT
להתאושש	بلانا	התאושש	بلانا	V;NFIN	V;MASC;SG;NFIN;ACT
שדרה	پہلو	שדרה	پہلو	N;FEM;SG	N;NOM;MASC;SG;3
הסחה	تفریح	הסחה	تفریح	N;FEM;SG	N;NOM;MASC;SG;3
הסחה	تفریح	הסחה	تفریح	N;FEM;SG	N;NOM;MASC;SG;3
הסחה	خلفشار	הסחה	خلفشار	N;FEM;SG	N;SG
הסחה	الجھن	הסחה	الجھن	N;FEM;SG	N;NOM;MASC;SG;3
רופף	عیّاش.	רופף	عیّاش.	ADJ;MASC;SG	ADJ
רופף	متفرق	רופף	متفرق	ADJ;MASC;SG	ADJ
תכנית	قرارداد	תוכנית	قرارداد	N;FEM;SG	N;NOM;MASC;SG;3
תכנית	خاکہ	תוכנית	خاکہ	N;FEM;SG	N;NOM;MASC;SG;3
תכנית	تجویز	תוכנית	تجویز	N;FEM;SG	N;NOM;FEM;SG;3
תכנית	قرارداد	תוכנית	قرارداد	N;FEM;SG	N;NOM;MASC;SG;3
נחיתות	کمتری	נחיתות	کمتری	N;FEM;SG	N;NOM;MASC;SG;3
נחיתות	کمتری	נחיתות	کمتری	N;FEM;SG	N;NOM;MASC;SG;3
נחיתות	نقصان	נחיתות	نقصان	N;FEM;SG	N;NOM;MASC;SG;3
חותמת	قسم	חותמת	قسم	N;FEM;SG	N;NOM;MASC;SG;3
סמן	چرکا	סמן	چرکا		
סמן	کار	סמן	کار		
עקרה	فضول	עקרה	فضول	N;FEM;SG	N;NOM;MASC;SG;3
עקרה	بنجر	עקרה	بنجر	N;FEM;SG	N;NOM;MASC;SG;3
פוקר	لکڑی	פוקר	لکڑی	N;MASC;SG	N;NOM;MASC;SG;3
להתקשר	جگانا	התקשר	جگا	V;NFIN	V;MASC;SG;NFIN;ACT
להתקשר	رکھنا	התקשר	رکھ	V;NFIN	V;MASC;SG;NFIN;ACT
להתקשר	چیخ	התקשר	چیخ	V;NFIN	V;ACT
להתקשר	سمجھنا	התקשר	سمجھ	V;NFIN	V;MASC;SG;NFIN;ACT
להתקשר	پکار	התקשר	پکار	V;NFIN	V;SG;ACT
עירייה	بلدیہ	עירייה	بلدیہ	N;FEM;SG	N;NOM;MASC;SG;3
ביזה	نفع	ביזה	نفع	N;FEM;SG	N;NOM;MASC;SG;3
פוטנציאלי	صلاحیت.	פוטנציאלי	صلاحیت.	ADJ;MASC;SG	ADJ
להלחין	نچنت.	הלחין	نچنت.	V;NFIN;ACT	V;IPFV;MASC;SG;V.PTCP;ACT
עוין	ناموافق.	עוין	ناموافق.	ADJ;MASC;SG	ADJ
מפלט	ملجا	מפלט	ملجا		
עדשה	تال	עדש	تال	N;FEM;SG	N;NOM;MASC;SG;3
עדשה	روشنی	עדש	روشنی	N;FEM;SG	N;NOM;MASC;SG;3
עדשה	تال	עדש	تال	N;FEM;SG	N;NOM;MASC;SG;3
עדשה	روشنی	עדש	روشنی	N;FEM;SG	N;NOM;MASC;SG;3
הפוגה	زور	הפוגה	زور	N;FEM;SG	N;NOM;MASC;SG;3
הפוגה	اثر	הפוגה	اثر	N;FEM;SG	N;NOM;MASC;SG;3
הפוגה	نجات	הפוגה	نجات	N;FEM;SG	N;NOM;MASC;SG;3
הדיכוי	جبر	הדיכוי	جبر	N;MASC;SG	N;NOM;MASC;SG;3
אנתולוגיה	کشکول	אנתולוגיה	کشکول	N	N;NOM;MASC;SG;3
אנתולוגיה	گیتوں	אנתולוגיה	گیت	N	N;NOM;MASC;PL;3
גבס	انداز	גבס	انداز	N;MASC;SG	N;NOM;MASC;SG;3
גבס	نظر	גבס	نظر	N;MASC;SG	N;NOM;MASC;SG;3
גבס	وضع	גבס	وضع	N;MASC;SG	N;NOM;MASC;SG;3
גבס	آمیزش.	גבס	آمیزش.	N;MASC;SG	N;NOM;MASC;SG;3
גבס	روشنی	גבס	روشنی	N;MASC;SG	N;NOM;MASC;SG;3
גבס	قسم	גבס	قسم	N;MASC;SG	N;NOM;MASC;SG;3
גבס	تہمت	גבס	تہمت	N;MASC;SG	N;NOM;FEM;SG;3
גבס	شکل	גבס	شکل	N;MASC;SG	N;NOM;MASC;SG;3
מגניב	پُرسکون	הגניב	پُرسکون	ADJ;MASC;SG	ADJ
מגניב	بیگانہ	הגניב	بیگانہ	ADJ;MASC;SG	ADJ
מגניב	نامانوس	הגניב	نامانوس	ADJ;MASC;SG	ADJ
תסיסה	جوش	תסיסה	جوش	N;FEM;SG	N;NOM;MASC;SG;3
ההמלצה	سفارش	ההמלצה	سفارش	N;FEM;SG	N;NOM;MASC;SG;3
מגזר	معاشرے	מגזר	معاشرہ	N;MASC;SG	N;NOM;MASC;SG;3
ידידותי	موافق.	ידידותי	موافق.	ADJ;MASC;SG	ADJ
ידידותי	موافق.	ידידותי	موافق.	ADJ;MASC;SG	ADJ
ידידותי	دوستانہ	ידידותי	دوستانہ	ADJ;MASC;SG	ADJ
גניבה	چوری	גניבה	چوری	N;FEM;SG	N;NOM;FEM;SG;3
עשייה	جنگ	עשייה	جنگ	N;FEM;SG	N;NOM;FEM;SG;3
עשייה	کارنامہ	עשייה	کارنامہ	N;FEM;SG	N;NOM;MASC;SG;3
עשייה	مقدمہ	עשייה	مقدمہ	N;FEM;SG	N;NOM;MASC;SG;3
עשייה	کہانی	עשייה	کہانی	N;FEM;SG	N;NOM;FEM;SG;3
עשייה	لڑائی	עשייה	لڑائی	N;FEM;SG	N;NOM;FEM;SG;3
עשייה	طریقہ	עשייה	طریقہ	N;FEM;SG	N;NOM;MASC;SG;3
עשייה	جنگ	עשייה	جنگ	N;FEM;SG	N;NOM;FEM;SG;3
עשייה	کارنامہ	עשייה	کارنامہ	N;FEM;SG	N;NOM;MASC;SG;3
עשייה	مقدمہ	עשייה	مقدمہ	N;FEM;SG	N;NOM;MASC;SG;3
עשייה	کارروائی	עשייה	کارروائی	N;FEM;SG	N;NOM;FEM;SG;3
עשייה	کہانی	עשייה	کہانی	N;FEM;SG	N;NOM;FEM;SG;3
עשייה	عمل	עשייה	عمل	N;FEM;SG	N;NOM;MASC;SG;3
עשייה	لڑائی	עשייה	لڑائی	N;FEM;SG	N;NOM;FEM;SG;3
עשייה	طریقہ	עשייה	طریقہ	N;FEM;SG	N;NOM;MASC;SG;3
רבעון	جریدہ	רבעון	جریدہ	N;MASC;SG	N;NOM;MASC;SG;3
טופ	لٹو	טופ	لٹو		
מבודדת	انوکھا	מבודד	انوکھا	ADJ;FEM;SG	ADJ;NOM;MASC;SG
מחילה	معافی	מחילה	معافی	N;FEM;SG	N;NOM;MASC;SG;3
חושך	منحوس	חושך	منحوس	N;MASC;SG	N;SG
חושך	خفیہ	חושך	خفیہ	N;MASC;SG	N;NOM;MASC;SG;3
חושך	ظلمت	חושך	ظلمت	N;MASC;SG	N;NOM;FEM;SG;3
חושך	فاسد	חושך	فاسد	N;MASC;SG	N;NOM;MASC;SG;3
חושך	رات	חושך	رات	N;MASC;SG	N;NOM;FEM;SG;3
חושך	سیاہی	חושך	سیاہی	N;MASC;SG	N;NOM;MASC;SG;3
חושך	بد	חושך	بد	N;MASC;SG	N;NOM;MASC;SG;3
חושך	ظلمت	חושך	ظلمت	N;MASC;SG	N;NOM;FEM;SG;3
חושך	ظلمت	חושך	ظلمت	N;MASC;SG	N;NOM;FEM;SG;3
הפקיד	کلرکی	הפקיד	کلرکی	V;MASC;SG;3;PST;ACT	V;MASC;SG;V.PTCP;ACT
דים	غبی	דים	غبی		
דים	غبی	דים	غبی		
לשכור	کرائے	שכר	کرا	V;NFIN;ACT	V;PFV;MASC;PL;V.PTCP;ACT
לשכור	بھاڑا.	שכר	بھاڑا.	V;NFIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
בטל	بٹن	בטל	بٹن		
שגרה	رقص	שגרה	رقص	N;FEM;SG	N;NOM;MASC;SG;3
שגרה	ڈرامہ	שגרה	ڈرامہ	N;FEM;SG	N;NOM;MASC;SG;3
מזנון	تھپڑ	מזנון	تھپڑ	N;MASC;SG	N;NOM;MASC;SG;3
החיצוניות	معروضی	החיצוניות	معروضی	ADJ;FEM;PL	ADJ
החיצוניות	معروضی	החיצוניות	معروضی	ADJ;FEM;PL	ADJ
החיצוניות	بیرونی	החיצוניות	بیرونی	ADJ;FEM;PL	ADJ
ליברלי	تعبیر	ליברלי	تعبیر	N;MASC;SG	N;NOM;FEM;SG;3
ליברלי	تشریح	ליברלי	تشریح	N;MASC;SG	N;NOM;MASC;SG;3
זעמו	غضب.	זעם	غضب.		
זעמו	غضب.	זעם	غضب.		
ארנב	ہدف.	ארנב	ہدف.		
להתלונן	کراہنا	התלונן	کراہ	V;NFIN	V;MASC;SG;NFIN;ACT
תראו	وضع.	ראה	وضع.		
תראו	وضع.	ראה	وضع.		
זבוב	پرواز	None	پرواز	N;MASC;SG	N;NOM;MASC;SG;3
זבוב	گھڑی	None	گھڑی	N;MASC;SG	N;NOM;FEM;SG;3
זבוב	پرواز	None	پرواز	N;MASC;SG	N;NOM;MASC;SG;3
זבוב	گھڑی	None	گھڑی	N;MASC;SG	N;NOM;FEM;SG;3
גישור	تعدیل	גישור	تعدیل	N;MASC;SG	N;NOM;MASC;SG;3
בכושר	تشنج	בכושר	تشنج		
רעם	گرج	רעם	گرج		
בעייתיים	مفروضہ	בעייתי	مفروضہ	ADJ;MASC;PL	ADJ
בעייתיים	مشتبہ	בעייתי	مشتبہ	ADJ;MASC;PL	ADJ
בעייתיים	دشوار	בעייתי	دشوار	ADJ;MASC;PL	ADJ
שופטת	منصف	שופט	منصف	N;FEM;SG	N;NOM;MASC;SG;3
משחה	کوتاہی	משחה	کوتاہی	N;FEM;SG	N;NOM;MASC;SG;3
משחה	نقص	משחה	نقص	N;FEM;SG	N;NOM;MASC;SG;3
ספונטני	فطرتی	ספונטני	فطرتی	ADJ;MASC;SG	ADJ
פרספקטיבה	تناظر.	פרספקטיבה	تناظر.	N;FEM;SG	N;NOM;MASC;SG;3
רכים	ہلکی	רך	ہلکی	ADJ;MASC;PL	ADJ;FEM
רכים	آسان	רך	آسان	ADJ;MASC;PL	ADJ
רכים	کمزور	רך	کمزور	ADJ;MASC;PL	ADJ
רכים	خوشگوار	רך	خوشگوار	ADJ;MASC;PL	ADJ
רכים	احمقانہ	רך	احمقانہ	ADJ;MASC;PL	ADJ
רכים	معتدل	רך	معتدل	ADJ;MASC;PL	ADJ
רכים	ہلکی	רך	ہلکی	ADJ;MASC;PL	ADJ;FEM
רכים	آسان	רך	آسان	ADJ;MASC;PL	ADJ
רכים	کمزور	רך	کمزور	ADJ;MASC;PL	ADJ
רכים	خوشگوار	רך	خوشگوار	ADJ;MASC;PL	ADJ
רכים	نرم	רך	نرم	ADJ;MASC;PL	ADJ
רכים	احمقانہ	רך	احمقانہ	ADJ;MASC;PL	ADJ
רכים	معتدل	רך	معتدل	ADJ;MASC;PL	ADJ
הקונה	مشتری	הקונה	مشتری	N;FEM;SG	N;NOM;MASC;SG;3
הקונה	خریدار	הקונה	خریدار	N;FEM;SG	N;NOM;MASC;SG;3
הקונה	مشتری	הקונה	مشتری	N;FEM;SG	N;NOM;MASC;SG;3
הרפתקה	خطرے	הרפתק	خطرہ	N;FEM;SG	N;NOM;MASC;SG;3
קיבה	تکرار	קיבה	تکرار	N;FEM;SG	N;NOM;MASC;SG;3
קיבה	خطرے	קיבה	خطرہ	N;FEM;SG	N;NOM;MASC;SG;3
כיכרות	روٹیاں.	כיכר	روٹی	N;FEM;PL	N;NOM;MASC;PL;3
התנסות	اثر	התנסות	اثر	N;FEM;SG	N;NOM;MASC;SG;3
התנסות	حاصل	התנסות	حاصل	N;FEM;SG	N;NOM;MASC;SG;3
צרור	off	צרור	off		
צרור	off	צרור	off		
צרור	بنڈل	צרור	بنڈل		
רפא	(	רפא	(		
אדוק	متقی	אדוק	متقی	ADJ;MASC;SG	ADJ
אדוק	متقی	אדוק	متقی	ADJ;MASC;SG	ADJ
התראה	باخبر	התראה	باخبر	N;FEM;SG	N;NOM;MASC;SG;3
גנטיקה	ابتدا	גנטיקה	ابتدا	N;FEM;SG	N;NOM;MASC;SG;3
הרשמה	رجسٹری	הרשמה	رجسٹری	N;FEM;SG	N;NOM;MASC;SG;3
התפוצצות	دھماکا	התפוצצות	دھماکا	N;FEM;SG	N;NOM;MASC;SG;3
להדביק	بگاڑنا.	הדביק	بگاڑناؤ	V;NFIN;ACT	V;SG;ACT
אמיד	مُفرط	אמיד	مُفرط	ADJ;MASC;SG	ADJ
אמיד	امیر	אמיד	امیر	ADJ;MASC;SG	ADJ
אמיד	مُفرط	אמיד	مُفرط	ADJ;MASC;SG	ADJ
אמיד	امیر	אמיד	امیر	ADJ;MASC;SG	ADJ
חבילה	حصہ	חבילה	حصہ	N;FEM;SG	N;NOM;MASC;SG;3
חבילה	ٹکڑا	חבילה	ٹکڑا	N;FEM;SG	N;NOM;MASC;SG;3
חבילה	پیکیج	חבילה	پیکیج	N;FEM;SG	N;NOM;MASC;SG;3
שיירה	قافلہ	שיירה	قافلہ	N;FEM;SG	N;NOM;MASC;SG;3
אבדן	نقصان	None	نقصان	N	N;NOM;MASC;SG;3
אבדן	نقصان	None	نقصان	N	N;NOM;MASC;SG;3
אבדן	ضرر	None	ضرر	N	N;NOM;MASC;SG;3
תפנית	(	תפנית	(		
תפנית	(	תפנית	(		
ולד	(	ולד	(		
ולד	ٹانکا.	ולד	ٹانکا.		
כליאה	قید	כליאה	قید	N;FEM;SG	N;NOM;MASC;SG;3
כליאה	قید	כליאה	قید	N;FEM;SG	N;NOM;MASC;SG;3
כליאה	تحویل	כליאה	تحویل	N;FEM;SG	N;NOM;MASC;SG;3
תכתוב	لکھنا	כתב	لکھ	V;MASC;SG;2;FUT;ACT	V;MASC;SG;NFIN;ACT
מותרות	تعیش	מותרות	تعیش		
מלה	اقرار	מילה	اقرار	N;FEM;SG	N;NOM;MASC;SG;3
מלה	اطلاع	מילה	اطلاع	N;FEM;SG	N;NOM;FEM;SG;3
מלה	پیغام.	מילה	پیغام.	N;FEM;SG	N;NOM;MASC;SG;3
מלה	قول.	מילה	قول.	N;FEM;SG	N;NOM;MASC;SG;3
מלה	گفتگو	מילה	گفتگو	N;FEM;SG	N;NOM;MASC;SG;3
מלה	قول	מילה	قول	N;FEM;SG	N;NOM;MASC;SG;3
מלה	خبر	מילה	خبر	N;FEM;SG	N;NOM;MASC;SG;3
מלה	حکم	מילה	حکم	N;FEM;SG	N;NOM;MASC;SG;3
מלה	وعدہ	מילה	وعدہ	N;FEM;SG	N;NOM;MASC;SG;3
מלה	اقرار	מילה	اقرار	N;FEM;SG	N;NOM;MASC;SG;3
מלה	لفظ	מילה	لفظ	N;FEM;SG	N;NOM;MASC;SG;3
מלה	اطلاع	מילה	اطلاع	N;FEM;SG	N;NOM;FEM;SG;3
מלה	پیغام.	מילה	پیغام.	N;FEM;SG	N;NOM;MASC;SG;3
מלה	قول.	מילה	قول.	N;FEM;SG	N;NOM;MASC;SG;3
מלה	گفتگو	מילה	گفتگو	N;FEM;SG	N;NOM;MASC;SG;3
מלה	قول	מילה	قول	N;FEM;SG	N;NOM;MASC;SG;3
מלה	خبر	מילה	خبر	N;FEM;SG	N;NOM;MASC;SG;3
מלה	حکم	מילה	حکم	N;FEM;SG	N;NOM;MASC;SG;3
מלה	وعدہ	מילה	وعدہ	N;FEM;SG	N;NOM;MASC;SG;3
לפשט	کھولنا	פישט	کھول	V;NFIN;ACT	V;NFIN
לטפח	سنوارنا	טיפח	سنوار	V;NFIN;ACT	V;MASC;SG;NFIN;ACT
להתרחב	بچھانا	התרחב	بچھا	V;NFIN	V;MASC;SG;NFIN;ACT
שימי	off	שימי	off		
שימי	out	שימי	out		
עבות	دبیز	עבה	دبیز		
קמע	شخص	קמע	شخص	N;MASC;SG	N;NOM;MASC;SG;3
ספיגה	انہماک	ספיגה	انہماک	N;FEM;SG	N;NOM;MASC;SG;3
ספיגה	استغراق	ספיגה	استغراق	N;FEM;SG	N;NOM;MASC;SG;3
איכר	گنوار	איכר	گنوار		
גברית	قوی.	גברית	قوی.		
עקביות	ہمواری	עקבי	مےں	N;FEM;SG	N;NOM;MASC;SG;3
עקביות	استوار	עקבי	استوار	N;FEM;SG	N;NOM;MASC;SG;3
הלוך	go	הלך	go		
הלוך	آگے.	הלך	آگے.		
צלחת	طشتری	צלחת	طشتری	N;FEM;SG	N;NOM;MASC;SG;3
תמימה	نادان	תמים	نادان		
ירק	بقلی	ירק	بقلی		
מרוחקת	مبہم	מרוחק	مبہم	ADJ;FEM;SG	ADJ
מרוחקת	متفاوت	מרוחק	متفاوت	ADJ;FEM;SG	ADJ
מרוחקת	مبہم	מרוחק	مبہم	ADJ;FEM;SG	ADJ
מרוחקת	متفاوت	מרוחק	متفاوت	ADJ;FEM;SG	ADJ
טריים	ستھرا	טרי	ستھرا	ADJ;MASC;PL	ADJ
טריים	مستعد	טרי	مستعد	ADJ;MASC;PL	ADJ
המחר	فردا	המחר	فردا		
אנתרופולוגיה	انسانیات	אנתרופולוגיה	انسانیات	N	N;NOM;MASC;SG;3
קשוח	طوفانی	קשוח	طوفانی	ADJ;MASC;SG	ADJ
קשוח	سخت	קשוח	سخت	ADJ;MASC;SG	ADJ
מכור	for	מכור	for		
רפה	خلخل	רפה	خلخل		
בכי	للکار	בכי	للکار		
בכי	للکار	בכי	للکار		
המי	آدھا	המי	آدھا		
כשרון	فطانت	כישרון	فطانت	N;MASC;SG	N;NOM;MASC;SG;3
כשרון	مناسبت	כישרון	مناسبت	N;MASC;SG	N;NOM;MASC;SG;3
קיפאון	جمود	קיפאון	جمود	N;MASC;SG	N;NOM;MASC;SG;3
פיגור	تاخیر	פיגור	تاخیر	N;MASC;SG	N;NOM;MASC;SG;3
פיגור	مزاحمت	פיגור	مزاحمت	N;MASC;SG	N;NOM;MASC;SG;3
חטיפה	اغوا	חטיפה	اغوا	N;FEM;SG	N;NOM;MASC;SG;3
מעסיק	آجر	העסיק	آجر	N;MASC;SG	N;NOM;MASC;SG;3
מעסיק	مالک	העסיק	مالک	N;MASC;SG	N;NOM;MASC;SG;3
מעסיק	آجر	העסיק	آجر	N;MASC;SG	N;NOM;MASC;SG;3
