van	från	van	från	ADP	ADP
telt	räknas	tellen	räkna	V;SG;PRS;FIN	V;IND;NFIN;PASS
nieuwe	ny	nieuw	ny	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
nieuwe	nya	nieuw	ny	ADJ	ADJ;NOM;PL
nieuwe	nytt	nieuw	ny	ADJ	ADJ;NOM;INDF;NEUT;SG
zij	hon	zij	hon	PRO;NOM;3	PRO;NOM;DEF;MASC+FEM;SG
zij	de	zij	de	PRO;NOM;3	PRO;NOM;DEF;PL
zij	dom	zij	de	PRO;NOM;3	PRO;NOM;DEF;PL
jaren	åratal	jaar	åratal	N;PL	N;NOM;INDF;NEUT;PL
jaren	åren	jaar	år	N;PL	N;NOM;DEF;NEUT;PL
artikel	artikeln	artikel	artikel	N;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
artikel	artikel	artikel	artikel	N;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
gebied	zone	gebied	zone	N;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
gebied	zonen	gebied	zon	N;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
gebied	zon	gebied	zon	N;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
gebied	area	gebied	are	N;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
gebied	område	gebied	område	N;NEUT;SG	N;NOM;INDF;NEUT;SG
gebied	området	gebied	område	N;NEUT;SG	N;NOM;DEF;NEUT;SG
gebied	yta	gebied	yta	N;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
hem	honom	hem	han	PRO;ACC;3	PRO;ACC;DEF;MASC+FEM;SG
nederlandse	holländsk	nederlands	holländsk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
nederlandse	holländska	nederlands	holländsk	ADJ	ADJ;NOM;PL
echter	dock	echter	dock	ADV	ADV
echter	emellertid	echter	emellertid	ADV	ADV
stad	town	stad	town	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
stad	stad	stad	stad	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
stad	staden	stad	stad	N;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
stad	staden	stad	stad	N;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
stad	city	stad	city	N;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
stad	ort	stad	ort	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
stad	stad	stad	stad	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
stad	orten	stad	ort	N;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
lijst	förteckning	lijst	förteckning	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
lijst	list	lijst	list	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
lijst	lista	lijst	lista	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
hier	här	hier	här	ADV	ADV
omdat	eftersom	omdat	eftersom	CONJ	CONJ
links	vänstra	links	vänster	ADJ	ADJ;NOM;DEF;SG
tijd	tid	tijd	tid	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
tijd	tidpunkt	tijd	tidpunkt	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
tijd	dags	tijd	dags	N;MASC+FEM;SG	N;MASC+FEM
tijd	klockslag	tijd	klockslag	N;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
tijd	tiden	tijd	tid	N;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
daar	där	daar	där	ADV	ADV
drie	tre	drie	tre	NUM	NUM;NOM
vanaf	från	vanaf	från	ADP	ADP
jpg	jpg	jpg	jpg	N;MASC+FEM;SG	N
kwam	kom	komen	komma	V;SG;PST;FIN	V;IMP;FIN;ACT
provincie	provins	provincie	provins	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
provincie	län	provincie	län	N;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
provincie	provinsen	provincie	provins	N;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
link	länk	link	länk	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
link	länken	link	länk	N;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
http	http	ht	http	N;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
gebruikt	använda	gebruiken	använda	V;V.PTCP	V;IMP;FIN;ACT
gebruikt	använt	gebruiken	använda	V;V.PTCP	V;V.CVB;ACT
gebruikt	används	gebruiken	använda	V;V.PTCP	V;IND;PRS;FIN;PASS
km²	km	km²	km	N;MASC+FEM;SG	N
alleen	bara	alleen	bara	ADV	ADV
alleen	enbart	alleen	enbart	ADV	ADV
alleen	endast	alleen	endast	ADV	ADV
nederlands	holländsk	nederland	holländsk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
nederlands	holländska	nederland	holländsk	ADJ	ADJ;NOM;PL
eeuw	sekel	eeuw	sekel	N;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
eeuw	århundrade	eeuw	århundrad	N;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
eeuw	århundradet	eeuw	århundrad	N;MASC+FEM;SG	N;NOM;DEF;NEUT;SG
vlinder	fjäril	vlinder	fjäril	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
per	per	per	per	ADP	ADP
bekend	kända	bekend	känd	ADJ	ADJ;NOM;PL;PST;V.PTCP
bekend	känd	bekend	känd	ADJ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
bekend	känt	bekend	känd	ADJ	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
bekend	bekanta	bekend	bekant	ADJ	ADJ;NOM;PL
bekend	bekant	bekend	bekant	ADJ	ADJ;NOM;INDF;NEUT;SG
bekend	familjär	bekend	familjär	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
bekend	välbekant	bekend	välbekant	ADJ	ADJ;NOM;INDF;NEUT;SG
club	club	club	club	N;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
club	klubb	club	klubb	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
club	klubben	club	klubb	N;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
club	klubba	club	klubba	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
laatste	senaste	laat	sen	ADJ;RL	ADJ;NOM;DEF;RL
laatste	sista	laat	sista	ADJ;RL	ADJ;NOM;DEF;RL
laatste	senaste	laat	sen	ADJ;RL	ADJ;NOM;DEF;RL
samen	tillsammans	samen	tillsammans	ADV	ADV
één	en	één	en	NUM	NUM;NOM;INDF;MASC+FEM;SG
één	ett	één	en	NUM	NUM;NOM;INDF;NEUT;SG
moet	bör	moeten	böra	V;SG;PRS;FIN	V;IND;PRS;FIN;ACT
moet	ska	moeten	skola	V;SG;PRS;FIN	V;IND;PRS;FIN;ACT
moet	måste	moeten	måste	V;SG;PRS;FIN	V;IND;PRS;FIN;ACT
maken	skapa	maken	skapa	V;NFIN	V;IMP;FIN;ACT
maken	skapar	maken	skapa	V;NFIN	V;IND;PRS;FIN;ACT
maken	gör	maken	göra	V;NFIN	V;IMP;FIN;ACT
maken	göra	maken	göra	V;NFIN	V;IMP;FIN;ACT
amerikaanse	amerikanskt	amerikaans	amerikansk	ADJ	ADJ;NOM;INDF;NEUT;SG
amerikaanse	amerikansk	amerikaans	amerikansk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
amerikaanse	amerikanska	amerikaans	amerikansk	ADJ	ADJ;NOM;PL
enkele	vissa	enkele	vissa	PRO	PRO;INDF;PL
enkele	somliga	enkele	somlig	PRO	PRO;INDF;PL
verschillende	avvikande	verschillend	avvikande	ADJ	ADJ;NOM;PRS;V.PTCP
verschillende	olika	verschillend	olik	ADJ	ADJ;NOM;PL
verschillende	olika	verschillend	olik	ADJ	ADJ;NOM;PL
bestaat	existerar	bestaan	existera	V;SG;PRS;FIN	V;IND;PRS;FIN;ACT
seizoen	årstid	seizoen	årstid	N;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
seizoen	säsong	seizoen	säsong	N;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
seizoen	säsongen	seizoen	säsong	N;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
eigen	eget	eigen	egen	ADJ	ADJ;NOM;NEUT;SG
eigen	egen	eigen	egen	ADJ	ADJ;NOM;MASC+FEM;SG
eigen	egna	eigen	egen	ADJ	ADJ;NOM;PL
gaat	går	gaan	gå	V;SG;PRS;FIN	V;IND;PRS;FIN;ACT
weg	iväg	weg	iväg	ADV	ADV
weg	bort	weg	bort	ADV	ADV
insect	insekt	insect	insekt	N;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
insect	bugg	insect	bugg	N;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
insect	bug	insect	bug	N;NEUT;SG	N;NOM;INDF;NEUT;SG
film	film	film	film	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
film	film	film	film	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
franse	fransk	frans	fransk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
franse	franskt	frans	fransk	ADJ	ADJ;NOM;INDF;NEUT;SG
terug	tillbaks	terug	tillbaks	ADV	ADV
terug	tillbaka	terug	tillbaka	ADV	ADV
terug	bakåt	terug	bakåt	ADV	ADV
rond	kring	rond	kring	ADP	ADP
wikipedia	wikipedia	wikipedia	pikipedi	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
land	landet	land	land	N;NEUT;SG	N;NOM;DEF;NEUT;SG
land	land	land	land	N;NEUT;SG	N;NOM;INDF;NEUT;SG
land	land	land	land	N;NEUT;SG	N;NOM;INDF;NEUT;SG
ging	åkte	gaan	åka	V;SG;PST;FIN	V;IMP;PST;FIN;ACT
ging	gick	gaan	gå	V;SG;PST;FIN	V;IND;PST;FIN;ACT
kreeg	fick	krijgen	få	V;SG;PST;FIN	V;IND;PST;FIN;ACT
werk	arbete	werk	arbete	N;NEUT;SG	N;NOM;INDF;NEUT;SG
werk	work	werk	work	N;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
website	webbplatsen	website	pebbplats	N;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
website	webbsida	website	webbsida	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
website	hemsidan	website	hemsida	N;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
website	hemsida	website	hemsida	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
website	webbplats	website	pebbplats	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
goed	duktiga	goed	duktig	ADJ	ADJ;NOM;PL
goed	god	goed	god	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
goed	duktig	goed	duktig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
duitse	tysk	duits	tysk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
duitse	tyskt	duits	tysk	ADJ	ADJ;NOM;INDF;NEUT;SG
bestand	arkiv	bestand	arkiv	N;NEUT;SG	N;NOM;INDF;NEUT;SG
bestand	file	bestand	file	N;NEUT;SG	N;NOM;INDF;NEUT;SG
bestand	fil	bestand	fil	N;NEUT;SG	N
mensen	människor	mens	människa	N;PL	N;NOM;INDF;MASC+FEM;PL
mensen	människor	mens	människa	N;PL	N;NOM;INDF;MASC+FEM;PL
mensen	personer	mens	person	N;PL	N;NOM;INDF;MASC+FEM;PL
mensen	folk	mens	folk	N;PL	N;NOM;INDF;NEUT;PL
vaak	vanligt	vaak	vanlig	ADJ	ADJ;NOM;INDF;NEUT;SG
vaak	gemensamt	vaak	gemensam	ADJ	ADJ;NOM;INDF;NEUT;SG
vaak	vanlig	vaak	vanlig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
vaak	vanliga	vaak	vanlig	ADJ	ADJ;NOM;PL
vaak	gemensamma	vaak	gemensam	ADJ	ADJ;NOM;PL
orde	ordningsföljd	orde	ordningsföljd	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
orde	beställning	orde	beställning	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
orde	ordning	orde	ordning	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
groot	stora	groot	stor	ADJ	ADJ;NOM;PL
groot	stor	groot	stor	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
groot	stort	groot	stor	ADJ	ADJ;NOM;INDF;NEUT;SG
groot	stora	groot	stor	ADJ	ADJ;NOM;PL
groot	stor	groot	stor	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
groot	stort	groot	stor	ADJ	ADJ;NOM;INDF;NEUT;SG
groot	härligt	groot	härlig	ADJ	ADJ;NOM;INDF;NEUT;SG
vooral	speciellt	vooral	speciell	ADV	ADV
vooral	särskilt	vooral	särskilt	ADV	ADV
vooral	oftast	vooral	ofta	ADV	ADV;RL
vooral	mest	vooral	mycket	ADV	ADV;RL
marine	flotta	marine	flotta	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
marine	navy	marine	navy	N;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
marine	flottan	marine	flottan	N;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
marine	marinen	marine	marin	N;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
kerk	kyrkan	kerk	kyrka	N;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
kerk	kyrka	kerk	kyrka	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
regio	region	regio	region	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
regio	regionen	regio	region	N;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
oppervlakte	area	oppervlakte	are	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
oppervlakte	område	oppervlakte	område	N;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
oppervlakte	området	oppervlakte	område	N;MASC+FEM;SG	N;NOM;DEF;NEUT;SG
oppervlakte	yta	oppervlakte	yta	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
genoemd	nämndes	noemen	nämna	V;V.PTCP	V;IND;PST;FIN;PASS
genoemd	nämnde	noemen	nämna	V;V.PTCP	V;IND;PST;FIN;ACT
genoemd	nämnts	noemen	nämna	V;V.PTCP	V;V.CVB;PASS
genoemd	nämns	noemen	nämna	V;V.PTCP	V;IND;PRS;FIN;PASS
genoemd	ringde	noemen	ringa	V;V.PTCP	V;IND;PST;FIN;ACT
genoemd	ringt	noemen	ringa	V;V.PTCP	V;V.CVB;ACT
genoemd	kallas	noemen	kalla	V;V.PTCP	V;NFIN;PASS
komen	komma	komen	komma	V;NFIN	V;IMP;FIN;ACT
komen	kommer	komen	komma	V;NFIN	V;IND;PRS;FIN;ACT
ongeveer	ungefär	ongeveer	ungefär	ADV	ADV
ongeveer	cirka	ongeveer	cirka	ADV	ADV
ongeveer	ungefär	ongeveer	ungefär	ADV	ADV
php	php	php	php	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
speelde	lekte	spelen	leka	V;SG;PST;FIN	V;IMP;FIN;ACT
speelde	spelat	spelen	spela	V;SG;PST;FIN	V;V.CVB;ACT
speelde	spelas	spelen	spela	V;SG;PST;FIN	V;IND;FIN;PASS
speelde	spelade	spelen	spela	V;SG;PST;FIN	V;IND;PST;FIN;ACT
speelde	spelades	spelen	spela	V;SG;PST;FIN	V;IND;PST;FIN;PASS
dorp	byn	dorp	byn	N;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
dorp	by	dorp	by	N;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
dorp	village	dorp	village	N;NEUT;SG	N;NOM;INDF;NEUT;SG
plaatsen	platser	plaats	plats	N;PL	N;NOM;INDF;MASC+FEM;PL
plaatsen	ställen	plaats	ställe	N;PL	N;NOM;INDF;NEUT;PL
leven	life	leven	life	N;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
leven	livet	leven	liv	N;NEUT;SG	N;NOM;DEF;NEUT;SG
leven	livstid	leven	livstid	N;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
leven	liv	leven	liv	N;NEUT;SG	N;NOM;INDF;NEUT;SG
leven	live	leven	live	N;NEUT;SG	N;NOM;INDF;NEUT;SG
binnen	inom	binnen	inom	ADP	ADP
register	register	register	regist	N;NEUT;SG	N;NOM;INDF;NEUT;SG
register	registret	register	registre	N;NEUT;SG	N;NOM;DEF;NEUT;SG
register	register	register	regist	N;NEUT;SG	N;NOM;INDF;NEUT;SG
register	kansliet	register	kansli	N;NEUT;SG	N;NOM;DEF;NEUT;SG
vier	fyra	vier	fyra	NUM	NUM;NOM
toch	ännu	toch	ännu	ADV	ADV
toch	ändå	toch	ändå	ADV	ADV
zeer	mycket	zeer	mycket	ADV	ADV
top	toppen	top	topp	N;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
top	topp	top	topp	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
top	toppmöte	top	toppmöt	N;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
top	toppmötet	top	toppmöt	N;MASC+FEM;SG	N;NOM;DEF;NEUT;SG
oude	gamla	oud	gammal	ADJ	ADJ;NOM;PL
oude	gammal	oud	gammal	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
oude	gammalt	oud	gammal	ADJ	ADJ;NOM;INDF;NEUT;SG
zonder	utan	zonder	utan	ADP	ADP
ronde	omgång	ronde	omgång	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
gemaakt	skapade	maken	skapa	V;V.PTCP	V;IND;PST;FIN;ACT
gemaakt	skapats	maken	skapa	V;V.PTCP	V;V.CVB;PASS
gemaakt	skapades	maken	skapa	V;V.PTCP	V;IND;PST;FIN;PASS
groep	gruppen	groep	grupp	N;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
groep	grupp	groep	grupp	N;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
won	vunnit	winnen	vinna	V;SG;PST;FIN	V;V.CVB;ACT
won	vann	winnen	vann	V;SG;PST;FIN	V;IND;PST;FIN;ACT
goals	målsättningar	goal	målsättning	N;PL	N;NOM;INDF;MASC+FEM;PL
gebruik	användning	gebruik	användning	N;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
gebruik	användning	gebruik	användning	N;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
werken	arbeta	werken	arbeta	V;NFIN	V;IMP;FIN;ACT
werken	jobba	werken	jobba	V;NFIN	V;IMP;FIN;ACT
werken	jobbar	werken	jobba	V;NFIN	V;IND;PRS;FIN;ACT
werken	arbeta	werken	arbeta	V;NFIN	V;IMP;FIN;ACT
werken	fungerar	werken	fungera	V;NFIN	V;IND;PRS;FIN;ACT
werken	arbetar	werken	arbeta	V;NFIN	V;IND;PRS;FIN;ACT
werken	funkar	werken	funka	V;NFIN	V;IND;PRS;FIN;ACT
werken	arbetar	werken	arbeta	V;NFIN	V;IND;PRS;FIN;ACT
werken	fungerar	werken	fungera	V;NFIN	V;IND;PRS;FIN;ACT
derde	tredje	drie	tre	ADJ	ADJ;NOM
iets	något	iets	någon	PRO;3	PRO;INDF;NEUT;SG
iets	någonting	iets	någonting	PRO;3	PRO;INDF;NEUT;SG
iets	nåt	iets	nåt	PRO;3	PRO;INDF;NEUT;SG
zuid	södra	zuid	södra	ADJ	ADJ;NOM;DEF;SG
kleine	små	klein	liten	ADJ	ADJ;NOM;PL
kleine	liten	klein	liten	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
kleine	lilla	klein	liten	ADJ	ADJ;NOM;DEF;SG
kleine	liten	klein	liten	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
zien	see	zien	see	V;NFIN	V;IMP;FIN;ACT
zien	se	zien	se	V;NFIN	V;IMP;FIN;ACT
album	album	album	album	N;NEUT;SG	N;NOM;INDF;NEUT;SG
album	musikalbum	album	musikalbum	N;NEUT;SG	N;NOM;INDF;NEUT;SG
album	albumet	album	album	N;NEUT;SG	N;NOM;DEF;NEUT;SG
mogelijk	eventuellt	mogelijk	eventuell	ADJ	ADJ;NOM;INDF;NEUT;SG
mogelijk	möjligt	mogelijk	möjlig	ADJ	ADJ;NOM;INDF;NEUT;SG
mogelijk	möjlig	mogelijk	möjlig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
