この	ini	この	ini	DET	DET
内容	isi	内容	isi	N	N;SG
内容	konten	内容	konten	N	N;SG
内容	isi	内容	isi	N	N;SG
文化	kultur	文化	kultur	N	N
文化	kebudayaan	文化	kebudayaan	N	N;SG
文化	budaya	文化	budaya	N	N;SG
ドラマ	drama	ドラマ	drama	N	N;SG
ドラマ	drama	ドラマ	drama	N	N;SG
撮影	merekam	撮影	menrekam	V	V;SG;ACT
撮影	memfilmkan	撮影	menfilmkan	V	V;SG;ACT
選手権	kejuaraan	選手権	kejuaraan	N	N;SG
選手権	championship	選手権	championship	N	N
選手権	kejuaraan	選手権	kejuaraan	N	N;SG
野球	bisbol	野球	bisbol	N	N
指定	nyatakan	指定	nyatakan	V	V;SG;ACT
指定	tentukan	指定	tentukan	V	V;SG;ACT
指定	menentukan	指定	mententukan	V	V;SG;ACT
指定	sebutkan	指定	sebutkan	V	V;SG;ACT
卒業	lulus	卒業	lulus	V	V;SG
人物	orang	人物	orang	N	N;SG
公開	publikasikan	公開	publikasikan	V	V
公開	terbitkan	公開	terbitkan	V	V;SG;PASS
最終	final	最終	final	N	N
アニメ	anime	アニメ	anime	N	N
確認	mengonfirmasi	確認	menkonfirmasi	V	V;SG;ACT
一般	jendral	一般	jendral	N	N
一般	jenderal	一般	jenderal	N	N;SG
歴史	riwayat	歴史	riwayat	N	N
歴史	sejarah	歴史	sejarah	N	N;SG
選挙	pemilu	選挙	pemilu	N	N;SG
選挙	pemilu	選挙	pemilu	N	N;SG
計画	perencanaan	計画	penrencanaan	N	N;SG
計画	rencana	計画	rencana	N	N;SG
計画	rencana	計画	rencana	N	N;SG
経済	perekonomian	経済	perekonomian	N	N;SG
経済	ekonomi	経済	ekonomi	N	N;SG
ページ	halaman	ページ	halaman	N	N;SG
ページ	halaman	ページ	halaman	N	N;SG
教授	profesor	教授	profesor	N	N;SG
教授	professor	教授	professor	N	N
劇場	teater	劇場	teater	N	N
劇場	bioskop	劇場	bioskop	N	N
劇場	teater	劇場	teater	N	N
劇場	bioskop	劇場	bioskop	N	N
グループ	group	グループ	group	N	N
グループ	grup	グループ	grup	N	N;SG
グループ	kelompok	グループ	kelompok	N	N;SG
グループ	grup	グループ	grup	N	N;SG
グループ	kelompok	グループ	kelompok	N	N;SG
英語	english	英語	english	N	N
女性	wanita	女性	wanita	N	N;SG
女性	perempuan	女性	perempuan	N	N;SG
女性	permpuan	女性	permpuan	N	N;SG
女性	betina	女性	betina	N	N;SG
女性	perempuan	女性	perempuan	N	N;SG
女性	wanita	女性	wanita	N	N;SG
女性	perempuan	女性	perempuan	N	N;SG
地区	distrik	地区	distrik	N	N;SG
地区	kecamatan	地区	kecamatan	N	N;SG
地区	raionul	地区	raionul	N	N
地区	kabupaten	地区	kabupaten	N	N;SG
地区	daerah	地区	daerah	N	N;SG
得点	skor	得点	skor	N	N;SG
コメント	komen	コメント	komen	N	N
コメント	komentari	コメント	komentari	N	N;SG
コメント	komentar	コメント	komentar	N	N;SG
コメント	komentar	コメント	komentar	N	N;SG
漫画	komik	漫画	komik	N	N
漫画	manga	漫画	manga	N	N
他の	lain	他の	lain	ADJ	ADJ;SG
販売	menjual	販売	menjual	V	V;SG;ACT
攻撃	menyerang	攻撃	menserang	V	V;SG;ACT
攻撃	menyerang	攻撃	menserang	V	V;SG;ACT
サッカー	sepakbola	サッカー	sepakbola	N	N;SG
議員	senator	議員	senator	N	N
協会	asosiasi	協会	asosiasi	N	N;SG
協会	perhimpunan	協会	perhimpunan	N	N;SG
路線	rute	路線	rute	N	N;SG
自分	diri	自分	diri	N	N;SG
戦争	perang	戦争	perang	N	N;SG
戦争	peperangan	戦争	peperangan	N	N
戦争	perang	戦争	perang	N	N;SG
戦争	peperangan	戦争	peperangan	N	N
部分	bagian	部分	bagian	N	N;SG
番号	angka	番号	angka	N	N;SG
番号	nomor	番号	nomor	N	N;SG
番号	bilangan	番号	bilangan	N	N;SG
最初	dulu	最初	dulu	N	N
期間	durasi	期間	durasi	N	N;SG
期間	periode	期間	periode	N	N;SG
場所	tempat	場所	tempat	N	N;SG
場所	lokasi	場所	lokasi	N	N;SG
場所	tempat	場所	tempat	N	N;SG
技術	teknologi	技術	teknologi	N	N;SG
道路	jalan	道路	jalan	N	N;SG;ACT
システム	sistem	システム	sistem	N	N;SG
システム	system	システム	system	N	N
システム	sistem	システム	sistem	N	N;SG
モデル	model	モデル	model	N	N;SG
モデル	model	モデル	model	N	N;SG
対応	korespondensi	対応	korespondensi	N	N
対応	menyurat	対応	mensurat	N	N;SG
列車	kereta	列車	kereta	N	N;SG
とき	saat	とき	saat	N	N;SG
科学	ilmu	科学	ilmu	N	N;SG
科学	sains	科学	sains	N	N;SG
理由	alasan	理由	alasan	N	N;SG
理由	alasannya	理由	alasan	N	N;SG
理由	alasan	理由	alasan	N	N;SG
そして	dan	そして	dan	CONJ	CONJ
一	satu	一	satu	NUM	NUM
ブロック	blok	ブロック	blok	N	N;SG
ブロック	pemblokiran	ブロック	penblokiran	N	N;SG
ブロック	blok	ブロック	blok	N	N;SG
車両	kendaraan	車両	kendaraan	N	N;SG
車両	kendaraan	車両	kendaraan	N	N;SG
自動車	mobil	自動車	mobil	N	N;SG
自動車	mobil	自動車	mobil	N	N;SG
自動車	otomotif	自動車	otomotif	N	N;SG
人口	populasi	人口	populasi	N	N;SG
人口	penduduk	人口	penduduk	N	N;SG
人口	populasi	人口	populasi	N	N;SG
特に	terutama	特に	terutama	ADV	ADV;RL;SG
特に	khususnya	特に	khususnya	ADV	ADV
特に	terutama	特に	terutama	ADV	ADV;RL;SG
営業	bisnis	営業	bisnis	N	N;SG
新聞	koran	新聞	koran	N	N;SG
新聞	koran	新聞	koran	N	N;SG
政府	pemerintah	政府	penperintah	N	N;SG
政府	pemerintahan	政府	penperintahan	N	N;SG
キャラクター	tokoh	キャラクター	tokoh	N	N;SG
キャラクター	karakter	キャラクター	karakter	N	N;SG
キャラクター	aksara	キャラクター	aksara	N	N;SG
キャラクター	karakter	キャラクター	karakter	N	N;SG
小説	novel	小説	novel	N	N
小説	novel	小説	novel	N	N
機関	organ	機関	organ	N	N;SG
機関	institusi	機関	institusi	N	N;SG
機関	lembaga	機関	lembaga	N	N;SG
機関	institusi	機関	institusi	N	N;SG
機関	lembaga	機関	lembaga	N	N;SG
参照	merujuk	参照	menrujuk	V	V;SG;ACT
参照	mereferensikan	参照	mereferensikan	V	V;SG;ACT
メンバー	anggota	メンバー	anggota	N	N;SG
メンバー	anggota	メンバー	anggota	N	N;SG
発行	masalah	発行	masalah	N	N;SG
発行	isu	発行	isu	N	N;SG
画像	gambar	画像	gambar	N	N;SG
画像	citra	画像	citra	N	N;SG
画像	gambar	画像	gambar	N	N;SG
画像	gambar	画像	gambar	N	N;SG
画像	image	画像	image	N	N
画像	citra	画像	citra	N	N;SG
状態	negara	状態	negara	N	N;SG
状態	keadaan	状態	keadaan	N	N;SG
状態	syarat	状態	syarat	N	N;SG
状態	kondisi	状態	kondisi	N	N;SG
名称	denominasi	名称	denominasi	N	N;SG
名称	nama	名称	nama	N	N;SG
名称	nama	名称	nama	N	N;SG
ダム	waduk	ダム	waduk	N	N;SG
ダム	bendungan	ダム	bendungan	N	N;SG
ホーム	rumah	ホーム	rumah	N	N;SG
投稿	kirimkan	投稿	kirimkan	V	V;SG;ACT
投稿	kirim	投稿	kirim	V	V;SG;ACT
投稿	mengirim	投稿	menkirim	V	V;SG;ACT
投稿	mengirimkan	投稿	menkirimkan	V	V;SG;ACT
名前	nama	名前	nama	N	N;SG
名前	nama	名前	nama	N	N;SG
施設	fasilitas	施設	fasilitas	N	N;SG
施設	institusi	施設	institusi	N	N;SG
施設	lembaga	施設	lembaga	N	N;SG
施設	fasilitas	施設	fasilitas	N	N;SG
製造	diproduksi	製造	diproduksi	V	V;SG;PASS
独立	independen	独立	independen	ADJ	ADJ;SG
独立	mandiri	独立	mandiri	ADJ	ADJ;SG
物語	cerita	物語	cerita	N	N;SG
物語	berita	物語	berita	N	N;SG
物語	kisah	物語	kisah	N	N;SG
物語	narasi	物語	narasi	N	N;SG
神社	kuil	神社	kuil	N	N;SG
企画	perencanaan	企画	penrencanaan	N	N;SG
通常	normalnya	通常	normal	N	N;SG
企業	enterprise	企業	enterprise	N	N
航空	penerbangan	航空	penterbangan	N	N;SG
航空	aviasi	航空	aviasi	N	N
航空	udara	航空	udara	N	N;SG
航空	air	航空	air	N	N;SG
帝国	imperium	帝国	imperium	N	N
帝国	kekaisaran	帝国	kekaisaran	N	N;SG
トン	ton	トン	ton	N	N
トン	ton	トン	ton	N	N
トン	ton	トン	ton	N	N
影響	pengaruhi	影響	pengaruhi	V	V;SG;ACT
影響	memengaruhi	影響	memengaruhi	V	V
勝利	menangkan	勝利	mentangkan	V	V;SG;ACT
勝利	memenangkan	勝利	menmenangkan	V	V;SG;ACT
デザイン	desain	デザイン	desain	N	N;SG
デザイン	disain	デザイン	disain	N	N;SG
デザイン	design	デザイン	design	N	N;SG
デザイン	desain	デザイン	desain	N	N;SG
本社	markas	本社	markas	N	N;SG
人間	manusiawi	人間	manusiawi	N	N
人間	manusia	人間	manusia	N	N;SG
交通	transportasi	交通	transportasi	N	N;SG
交通	pengangkutan	交通	penangkutan	N	N;SG
交通	transportasi	交通	transportasi	N	N;SG
交通	transpor	交通	transpor	N	N;SG
交通	angkut	交通	angkut	N	N;SG;ACT
交通	pengangkutan	交通	penangkutan	N	N;SG
組織	organisasi	組織	organisasi	N	N;SG
組織	organisasi	組織	organisasi	N	N;SG
構造	struktur	構造	struktur	N	N;SG
構造	struktur	構造	struktur	N	N;SG
サービス	pelayanan	サービス	penlayanan	N	N;SG
サービス	layanan	サービス	layanan	N	N;SG
サービス	jasa	サービス	jasa	N	N;SG
サービス	jasa	サービス	jasa	N	N;SG
サービス	layanan	サービス	layanan	N	N;SG
サービス	pelayanan	サービス	penlayanan	N	N;SG
統合	mengkonsolidasikan	統合	mengkonsolidasikan	V	V;SG;ACT
統合	terintegrasi	統合	terintegrasi	V	V;SG;PASS
統合	diintegrasikan	統合	diintegrasikan	V	V;SG;PASS
統合	gabung	統合	gabung	V	V;SG;ACT
統合	gabungkan	統合	gabungkan	V	V;SG;ACT
統合	menggabungkan	統合	mengabungkan	V	V;SG;ACT
テーマ	tema	テーマ	tema	N	N;SG
テーマ	theme	テーマ	theme	N	N
テーマ	temanya	テーマ	tema	N	N;SG
テーマ	tema	テーマ	tema	N	N;SG
面積	daerah	面積	daerah	N	N;SG
面積	wilayah	面積	wilayah	N	N;SG
面積	luas	面積	luas	N	N;SG
面積	kawasan	面積	kawasan	N	N;SG
面積	area	面積	area	N	N;SG
エンジン	engine	エンジン	engine	N	N
エンジン	mesin	エンジン	mesin	N	N;SG
エンジン	mesin	エンジン	mesin	N	N;SG
ビル	tagihan	ビル	tagihan	N	N;SG
ビル	tagih	ビル	tagih	N	N;SG;ACT
ビル	ruu	ビル	ruu	N	N;SG
含む	mengandung	含む	menkandung	V	V;SG;ACT
含む	berisi	含む	berisi	V	V;SG;ACT
含む	termasuk	含む	termasuk	V	V
含む	sertakan	含む	sertakan	V	V
含む	mencakup	含む	mencakup	V	V;SG;ACT
含む	menyertakan	含む	menyertakan	V	V
含む	termasuk	含む	termasuk	V	V
専門	keahlian	専門	keahlian	N	N;SG
機能	fungsi	機能	fungsi	N	N;SG
機能	fitur	機能	fitur	N	N;SG
機能	fitur	機能	fitur	N	N;SG
機能	fungsionalitas	機能	fungsionalitas	N	N;SG
所在	lokasi	所在	lokasi	N	N;SG
所在	lokasi	所在	lokasi	N	N;SG
運転	menyetir	運転	mensetir	V	V;SG;ACT
運転	mengemudi	運転	menkemudi	V	V;SG;ACT
運転	berkendara	運転	berkendara	V	V;SG;ACT
写真	photography	写真	photography	N	N
写真	fotografi	写真	fotografi	N	N;SG
写真	gambar	写真	gambar	N	N;SG
関連	berhubungan	関連	berhubungan	V	V;SG;ACT
関連	berkaitan	関連	berkaitan	V	V;SG;ACT
関連	terkait	関連	terkait	V	V;SG;PASS
高い	tinggi	高い	tinggi	ADJ	ADJ;SG
高い	mahal	高い	mahal	ADJ	ADJ;SG
宇宙	semesta	宇宙	semesta	N	N;SG
管理	mengelola	管理	menkelola	V	V;SG;ACT
バー	batangan	バー	batangan	N	N;SG
バー	bar	バー	bar	N	N
バー	batang	バー	batang	N	N;SG
バー	bilah	バー	bilah	N	N;SG
バー	bar	バー	bar	N	N
部隊	pasukan	部隊	pasukan	N	N;SG
公園	taman	公園	taman	N	N;SG
公園	pertamanan	公園	pertamanan	N	N;SG
公園	taman	公園	taman	N	N;SG
スポーツ	olahraga	スポーツ	olahraga	N	N;SG
スポーツ	olahraga	スポーツ	olahraga	N	N;SG
脚本	skrip	脚本	skrip	N	N;SG
脚本	naskah	脚本	naskah	N	N;SG
脚本	script	脚本	script	N	N
目的	tujuan	目的	tujuan	N	N;SG
目的	tujuan	目的	tujuan	N	N;SG
目的	tujuan	目的	tujuan	N	N;SG
カード	kartu	カード	kartu	N	N;SG
カード	kartu	カード	kartu	N	N;SG
基本	fundamental	基本	fundamental	N	N;SG
女優	aktris	女優	aktris	N	N;SG
タイトル	gelar	タイトル	gelar	N	N;SG;ACT
タイトル	titel	タイトル	titel	N	N;SG
タイトル	gelar	タイトル	gelar	N	N;SG;ACT
タイトル	jabatan	タイトル	jabatan	N	N;SG
タイトル	judul	タイトル	judul	N	N;SG
政治	politik	政治	politik	N	N;SG
電気	kelistrikan	電気	kelistrikan	N	N;SG
電気	listrik	電気	listrik	N	N;SG
電気	listrik	電気	listrik	N	N;SG
電気	elektrik	電気	elektrik	N	N;SG
警察	polisi	警察	polisi	N	N;SG
警察	kepolisian	警察	kepolisian	N	N;SG
作成	ciptakan	作成	ciptakan	V	V;SG;ACT
作成	membuat	作成	menbuat	V	V;SG;ACT
作成	tercipta	作成	tercipta	V	V;SG;PASS
作成	dibuat	作成	dibuat	V	V;SG;PASS
ガン	senapan	ガン	senapan	N	N;SG
ガン	pistol	ガン	pistol	N	N
ガン	senjata	ガン	senjata	N	N;SG
スター	bintang	スター	bintang	N	N;SG
自由	bebas	自由	bebas	ADJ	ADJ;SG
陸軍	tentara	陸軍	tentara	N	N;SG
表示	melihat	表示	menlihat	V	V;SG;ACT
表示	lihat	表示	lihat	V	V;SG;ACT
社長	presiden	社長	presiden	N	N;SG
団体	organisasi	団体	organisasi	N	N;SG
団体	organisasi	団体	organisasi	N	N;SG
工業	industri	工業	industri	N	N;SG
通り	jalanan	通り	jalanan	N	N;SG
通り	street	通り	street	N	N
外部	eksternal	外部	eksternal	N	N
通信	korespondensi	通信	korespondensi	N	N
通信	menyurat	通信	mensurat	N	N;SG
通信	komunikasi	通信	komunikasi	N	N;SG
通信	komunikasi	通信	komunikasi	N	N;SG
俳優	aktor	俳優	aktor	N	N;SG
俳優	aktris	俳優	aktris	N	N;SG
俳優	aktor	俳優	aktor	N	N;SG
少年	bocah	少年	bocah	N	N
個人	individu	個人	individu	N	N;SG
個人	individual	個人	individual	N	N
個人	perorangan	個人	perorangan	N	N;SG
個人	individu	個人	individu	N	N;SG
個人	individual	個人	individual	N	N
区間	interval	区間	interval	N	N
銀行	perbankan	銀行	perbankan	N	N;SG
銀行	bank	銀行	bank	N	N;SG
研究所	institut	研究所	institut	N	N
主に	terutama	主に	terutama	ADV	ADV;RL;SG
主に	terutama	主に	terutama	ADV	ADV;RL;SG
学園	gakuen	学園	gakuen	N	N
ニュース	berita	ニュース	berita	N	N;SG
ソフト	empuk	ソフト	empuk	ADJ	ADJ;SG
ソフト	lembut	ソフト	lembut	ADJ	ADJ;SG
文学	sastra	文学	sastra	N	N
能力	kemampuan	能力	kemampuan	N	N;SG
学者	sarjana	学者	sarjana	N	N
学者	terpelajar	学者	terpelajar	N	N;SG
学者	cendekiawan	学者	cendekiawan	N	N;SG
学者	ulama	学者	ulama	N	N;SG
学者	sarjana	学者	sarjana	N	N
学者	cendekiawan	学者	cendekiawan	N	N;SG
国内	domestik	国内	domestik	N	N;SG
空港	bandara	空港	bandara	N	N;SG
空港	bandara	空港	bandara	N	N;SG
高速	cepat	高速	cepat	ADJ	ADJ;SG
言語	bahasa	言語	bahasa	N	N;SG
言語	bahasa	言語	bahasa	N	N;SG
リリース	rilis	リリース	rilis	N	N;SG;ACT
リリース	rilis	リリース	rilis	N	N;SG;ACT
ベスト	rompi	ベスト	rompi	N	N;SG
現代	kontemporer	現代	kontemporer	N	N
会議	konferensi	会議	konferensi	N	N;SG
会議	rapat	会議	rapat	N	N;SG
会議	pertemuan	会議	pertemuan	N	N;SG
会議	rapat	会議	rapat	N	N;SG
会議	pertemuan	会議	pertemuan	N	N;SG
バンド	band	バンド	band	N	N
バンド	band	バンド	band	N	N
追加	tambahkan	追加	tambahkan	V	V;SG;ACT
追加	menambahkan	追加	mentambahkan	V	V;SG;ACT
追加	ditambahi	追加	ditambahi	V	V;SG;PASS
成功	berhasil	成功	berhasil	V	V;SG
成功	berhasil	成功	berhasil	V	V;SG
移動	pindah	移動	pindah	V	V;SG;ACT
移動	pindahkan	移動	pindahkan	V	V;SG;ACT
移動	bergerak	移動	bergerak	V	V;SG;ACT
移動	memindahkan	移動	menpindahkan	V	V;SG;ACT
移動	pindah	移動	pindah	V	V;SG;ACT
移動	bergerak	移動	bergerak	V	V;SG;ACT
オリンピック	olimpiade	オリンピック	olimpiade	N	N;SG
国民	bangsa	国民	bangsa	N	N;SG
ファン	penggemar	ファン	pengemar	N	N;SG
ファン	penggemar	ファン	pengemar	N	N;SG
ファン	kipas	ファン	kipas	N	N;SG
環境	lingkungan	環境	lingkungan	N	N;SG
大きな	besar	大きな	besar	ADJ	ADJ;SG
競技	kompetisi	競技	kompetisi	N	N;SG
競技	persaingan	競技	persaingan	N	N;SG
競技	lomba	競技	lomba	N	N;SG
会長	ketua	会長	ketua	N	N;SG
形式	formulir	形式	formulir	N	N
形式	bentuk	形式	bentuk	N	N;SG
工場	pabrik	工場	pabrik	N	N;SG
工場	pabrik	工場	pabrik	N	N;SG
相手	lawan	相手	lawan	N	N;SG;ACT
相手	lawannya	相手	lawan	N	N;SG
労働	buruh	労働	buruh	N	N;SG
労働	buruh	労働	buruh	N	N;SG
事務所	perkantoran	事務所	perkantoran	N	N;SG
事務所	kantor	事務所	kantor	N	N;SG
事務所	kantoran	事務所	kantoran	N	N;SG
限定	terbatas	限定	terbatas	V	V;SG
限定	dibatasi	限定	dibatasi	V	V;SG;PASS
データ	data	データ	data	N	N;SG
作戦	operasi	作戦	operasi	N	N;SG
オリジナル	asli	オリジナル	asli	ADJ	ADJ;SG
オリジナル	asli	オリジナル	asli	ADJ	ADJ;SG
可能性	kemungkinannya	可能性	kemungkinan	N	N;SG
可能性	kemungkinan	可能性	kemungkinan	N	N;SG
可能性	kemungkinan	可能性	kemungkinan	N	N;SG
可能性	kemungkinan	可能性	kemungkinan	N	N;SG
種類	jenis	種類	jenis	N	N;SG
種類	tipe	種類	tipe	N	N;SG
種類	jenis	種類	jenis	N	N;SG
種類	tipe	種類	tipe	N	N;SG
文字	tokoh	文字	tokoh	N	N;SG
文字	karakter	文字	karakter	N	N;SG
文字	aksara	文字	aksara	N	N;SG
文字	karakter	文字	karakter	N	N;SG
大統領	presiden	大統領	presiden	N	N;SG
連邦	federasi	連邦	federasi	N	N;SG
ネット	jaring	ネット	jaring	N	N;SG;ACT
ネット	jaring	ネット	jaring	N	N;SG;ACT
共和国	republik	共和国	republik	N	N
部門	departemen	部門	departemen	N	N;SG
産業	industri	産業	industri	N	N;SG
決勝	final	決勝	final	N	N
プロデューサー	produsen	プロデューサー	produsen	N	N;SG
プロデューサー	produser	プロデューサー	produser	N	N;SG
プロデューサー	produsen	プロデューサー	produsen	N	N;SG
プロデューサー	produser	プロデューサー	produser	N	N;SG
系統	keturunan	系統	keturunan	N	N;SG
