dan	un	dan	un	CONJ	CONJ
kayu	koksne	kayu	koksne	N;SG	N;NOM;FEM;SG
kayu	koks	kayu	koks	N;SG	N;NOM;MASC;SG
kayu	koka	kayu	koks	N;SG	N;GEN;MASC;SG
kayu	koksne	kayu	koksne	N;SG	N;NOM;FEM;SG
kayu	kokmateriālu	kayu	kokmateriāls	N;SG	N;ACC;MASC;SG
setelah	pēc	setelah	pēc	ADP	ADP
bahasa	valoda	bahasa	valoda	N;SG	N;NOM;FEM;SG
asteroid	asteroīds	asteroid	asteroīds	N	N;NOM;MASC;SG
besar	liels	besar	liels	ADJ;SG	ADJ;NOM;MASC;SG
besar	liela	besar	liela	ADJ;SG	ADJ;NOM;FEM;SG
besar	lielā	besar	liels	ADJ;SG	ADJ;NOM;FEM;SG
besar	liels	besar	liels	ADJ;SG	ADJ;NOM;MASC;SG
besar	lielais	besar	liels	ADJ;SG	ADJ;NOM;MASC;SG
besar	liela	besar	liela	ADJ;SG	ADJ;NOM;FEM;SG
besar	lielā	besar	liels	ADJ;SG	ADJ;NOM;FEM;SG
besar	liels	besar	liels	ADJ;SG	ADJ;NOM;MASC;SG
besar	liela	besar	liela	ADJ;SG	ADJ;NOM;FEM;SG
besar	lieliska	besar	lieliska	ADJ;SG	ADJ;NOM;FEM;SG
film	filma	film	filma	N;SG	N;NOM;FEM;SG
film	filmu	film	filma	N;SG	N;ACC;FEM;SG
film	plēve	film	plēve	N;SG	N;NOM;FEM;SG
film	filma	film	filma	N;SG	N;NOM;FEM;SG
film	kino	film	kino	N;SG	N
kelas	šķira	kelas	šķirt	N;SG	N;NOM;FEM;SG
kelas	klase	kelas	klase	N;SG	N;NOM;FEM;SG
kecamatan	rajons	kecamatan	rajons	N;SG	N;NOM;MASC;SG
kecamatan	apgabals	kecamatan	apgabals	N;SG	N;NOM;MASC;SG
negara	valsts	negara	valsts	N;SG	N;NOM;FEM;SG
negara	valsts	negara	valsts	N;SG	N;NOM;FEM;SG
negara	štats	negara	štats	N;SG	N;NOM;MASC;SG
biasanya	parasti	biasanya	parasti	ADV	ADV
biasanya	tipiski	biasanya	tipiski	ADV	ADV
biasanya	parasti	biasanya	parasti	ADV	ADV
biasanya	parasti	biasanya	parasti	ADV	ADV
kemudian	tad	kemudian	tad	ADV	ADV
kemudian	vēlāk	kemudian	vēlu	ADV	ADV;CMPR
banyak	daudz	banyak	daudz	ADV	ADV
banyak	daudz	banyak	daudz	ADV	ADV
kabupaten	apriņķis	kabupaten	apriņķis	N;SG	N;NOM;MASC;SG
kabupaten	apgabals	kabupaten	apgabals	N;SG	N;NOM;MASC;SG
kabupaten	rajons	kabupaten	rajons	N;SG	N;NOM;MASC;SG
kabupaten	apgabals	kabupaten	apgabals	N;SG	N;NOM;MASC;SG
kumbang	vaboles	kumbang	Vabole	N	N;NOM;FEM;PL
genus	ģints	genus	ģints	N	N;NOM;FEM;SG
isi	saturu	isi	saturs	N;SG	N;ACC;MASC;SG
isi	saturs	isi	saturs	N;SG	N;NOM;MASC;SG
isi	satura	isi	saturs	N;SG	N;GEN;MASC;SG
isi	saturs	isi	saturs	N;SG	N;NOM;MASC;SG
daftar	sarakstu	daftar	saraksts	N;SG	N;ACC;MASC;SG
daftar	saraksta	daftar	saraksts	N;SG	N;GEN;MASC;SG
daftar	uzskaitījums	daftar	uzskaitījums	N;SG	N;NOM;MASC;SG
daftar	saraksts	daftar	saraksts	N;SG	N;NOM;MASC;SG
baru	jauna	baru	jauns	ADJ;SG	ADJ;NOM;FEM;SG
baru	jauns	baru	jauns	ADJ;SG	ADJ;NOM;MASC;SG
baru	jaunais	baru	jauns	ADJ;SG	ADJ;NOM;MASC;SG
antara	starp	antara	starp	ADP	ADP
barat	rietumu	barat	rietumi	N;SG	N;ACC;MASC;SG
barat	rietumu	barat	rietumi	N;SG	N;ACC;MASC;SG
wilayah	teritorija	wilayah	teritorija	N;SG	N;NOM;FEM;SG
wilayah	platība	wilayah	platība	N;SG	N;NOM;FEM;SG
wilayah	apgabals	wilayah	apgabals	N;SG	N;NOM;MASC;SG
wilayah	laukums	wilayah	laukums	N;SG	N;NOM;MASC;SG
wilayah	reģions	wilayah	reģions	N;SG	N;NOM;MASC;SG
wilayah	teritorija	wilayah	teritorija	N;SG	N;NOM;FEM;SG
tanggal	datums	tanggal	datums	N;SG;ACT	N;NOM;MASC;SG
dunia	pasaule	dunia	pasaule	N;SG	N;NOM;FEM;SG
dunia	pasaulē	dunia	pasaule	N;SG	N;ESS;FEM;SG
tempat	vieta	tempat	vieta	N;SG	N;NOM;FEM;SG
dua	divas	dua	divas	NUM	NUM;NOM;FEM;PL
dua	divus	dua	divi	NUM	NUM;ACC;MASC;PL
dua	divi	dua	divi	NUM	NUM;NOM;MASC;PL
selatan	dienvidu	selatan	dienvidi	N;SG	N;ACC;MASC;SG
selatan	dienvidu	selatan	dienvidi	N;SG	N;ACC;MASC;SG
selatan	dienvidi	selatan	dienvidi	N;SG	N;NOM;MASC;SG
animalia	animalia	animalia	animalis	N	N;NOM;FEM;SG
september	septembris	september	septembris	N;SG	N;NOM;MASC;SG
september	septembrī	september	septembris	N;SG	N;ESS;MASC;SG
september	septembri	september	septembris	N;SG	N;ACC;MASC;SG
anak	dēls	anak	dēls	N;SG	N;NOM;MASC;SG
anak	bērns	anak	bērns	N;SG	N;NOM;MASC;SG
species	suga	species	suga	N	N;NOM;FEM;SG
species	sugas	species	suga	N	N;NOM;FEM;PL
hidup	dzīve	hidup	dzīve	N;SG	N;NOM;FEM;SG
hidup	dzīvi	hidup	dzīve	N;SG	N;ACC;FEM;SG
hidup	dzīvība	hidup	dzīvība	N;SG	N;NOM;FEM;SG
lagu	dziesma	lagu	dziesma	N;SG	N;NOM;FEM;SG
daerah	rajons	daerah	rajons	N;SG	N;NOM;MASC;SG
daerah	apgabals	daerah	apgabals	N;SG	N;NOM;MASC;SG
daerah	teritorija	daerah	teritorija	N;SG	N;NOM;FEM;SG
daerah	platība	daerah	platība	N;SG	N;NOM;FEM;SG
daerah	apgabals	daerah	apgabals	N;SG	N;NOM;MASC;SG
daerah	laukums	daerah	laukums	N;SG	N;NOM;MASC;SG
daerah	reģions	daerah	reģions	N;SG	N;NOM;MASC;SG
daerah	apriņķis	daerah	apriņķis	N;SG	N;NOM;MASC;SG
daerah	apgabals	daerah	apgabals	N;SG	N;NOM;MASC;SG
daerah	iedaļa	daerah	iedaļa	N;SG	N;NOM;FEM;SG
daerah	sadaļa	daerah	sadaļa	N;SG	N;NOM;FEM;SG
daerah	sekcija	daerah	sekcija	N;SG	N;NOM;FEM;SG
sekolah	skola	sekolah	skola	N;SG	N;NOM;FEM;SG
sekolah	skolu	sekolah	skola	N;SG	N;ACC;FEM;SG
sekolah	skolā	sekolah	skola	N;SG	N;ESS;FEM;SG
air	ūdeni	air	ūdens	N;SG	N;ACC;MASC;SG
air	ūdenī	air	ūdens	N;SG	N;ESS;MASC;SG
air	ūdens	air	ūdens	N;SG	N;NOM;MASC;SG
air	gaiss	air	gaiss	N;SG	N;NOM;MASC;SG
hari	dienu	hari	diena	N;SG	N;ACC;FEM;SG
hari	dienā	hari	diena	N;SG	N;ESS;FEM;SG
hari	diena	hari	diena	N;SG	N;NOM;FEM;SG
digunakan	lietots	digunakan	lietot	V;SG;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
digunakan	izmantotais	digunakan	izmantot	V;SG;PASS	V;PFV;NOM;DEF;MASC;SG;PST;V.PTCP
digunakan	izmantots	digunakan	izmantot	V;SG;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
digunakan	lietota	digunakan	lietot	V;SG;PASS	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
kali	laiks	kali	laiks	N;SG	N;NOM;MASC;SG
kali	laika	kali	laiks	N;SG	N;GEN;MASC;SG
sama	vienlīdzīga	sama	vienlīdzīga	ADJ;SG	ADJ;NOM;FEM;SG
sama	līdzvērtīgs	sama	līdzvērtīgs	ADJ;SG	ADJ;NOM;MASC;SG
sama	vienāda	sama	vienāda	ADJ;SG	ADJ;NOM;FEM;SG
sama	vienāds	sama	vienāds	ADJ;SG	ADJ;NOM;MASC;SG
sangat	ļoti	sangat	ļoti	ADV	ADV
sangat	loti	sangat	loti	ADV	ADV
sangat	stingri	sangat	stingri	ADV	ADV
sangat	ārkārtīgi	sangat	ārkārtīgi	ADV	ADV
album	albuma	album	albums	N;SG	N;GEN;MASC;SG
album	albums	album	albums	N;SG	N;NOM;MASC;SG
album	albumu	album	albums	N;SG	N;ACC;MASC;SG
panjang	garais	panjang	garais	ADJ;SG	ADJ;NOM;MASC;SG
panjang	gara	panjang	garš	ADJ;SG	ADJ;NOM;FEM;SG
panjang	garš	panjang	garš	ADJ;SG	ADJ;NOM;MASC;SG
anggota	deputāts	anggota	deputāts	N;SG	N;NOM;MASC;SG
anggota	loceklis	anggota	loceklis	N;SG	N;NOM;MASC;SG
anggota	biedrs	anggota	biedrs	N;SG	N;NOM;MASC;SG
kedua	otrs	kedua	otrs	NUM	NUM;NOM;MASC;SG
sejak	kopš	sejak	kopš	ADP	ADP
menggunakan	lietot	mengunakan	lietot	V;SG;ACT	V;POS;NFIN
menggunakan	izlietot	mengunakan	izlietot	V;SG;ACT	V;POS;NFIN
berasal	gūst	berasal	gūt	V;SG;ACT	V;FH;IND;3;POS;PRS;FIN;ACT
utama	galvenais	utama	galvenais	ADJ;SG	ADJ;NOM;MASC;SG
utama	galvenā	utama	galvenā	ADJ;SG	ADJ;NOM;FEM;SG
utama	primāra	utama	primārs	ADJ;SG	ADJ;NOM;FEM;SG
utama	primārā	utama	primārs	ADJ;SG	ADJ;NOM;FEM;SG
utama	primārais	utama	primārs	ADJ;SG	ADJ;NOM;MASC;SG
disebut	pieminēts	disebut	pieminēt	V;SG;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
disebut	minēts	disebut	minēt	V;SG;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
disebut	saukts	disebut	saukt	V;SG;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
sudah	jau	sudah	jau	ADV;SG;ACT	ADV
menyebabkan	izraisīt	mensebabkan	izraisīt	V;SG;ACT	V;POS;NFIN
masih	vēl	masih	vēl	ADV	ADV
masih	joprojām	masih	joprojām	ADV	ADV
lihat	redz	lihat	redzēt	V;SG;ACT	V;FH;IND;3;POS;PRS;FIN;ACT
lihat	skatīt	lihat	skatīt	V;SG;ACT	V;POS;NFIN
lihat	ieskaties	lihat	ieskatīties	V;SG;ACT	V;IMP;SG;2;POS;REFL;FIN;ACT
lihat	izskaties	lihat	izskatīties	V;SG;ACT	V;IMP;SG;2;POS;REFL;FIN;ACT
lihat	skaties	lihat	skatīties	V;SG;ACT	V;IMP;SG;2;POS;REFL;FIN;ACT
lihat	apskatīt	lihat	apskatīt	V;SG;ACT	V;POS;NFIN
tinggi	augstā	tinggi	augsts	ADJ;SG	ADJ;NOM;FEM;SG
tinggi	augsts	tinggi	augsts	ADJ;SG	ADJ;NOM;MASC;SG
tinggi	augsta	tinggi	augsts	ADJ;SG	ADJ;NOM;FEM;SG
waktu	laiks	waktu	laiks	N;SG	N;NOM;MASC;SG
waktu	laika	waktu	laiks	N;SG	N;GEN;MASC;SG
jenis	tips	jenis	tips	N;SG	N;NOM;MASC;SG
jenis	veids	jenis	veids	N;SG	N;NOM;MASC;SG
jakarta	džakarta	jakarta	džakarta	N;SG	N;NOM;FEM;SG
bulan	mēness	bulan	mēness	N;SG	N;NOM;MASC;SG
bulan	pavadonis	bulan	pavadonis	N;SG	N;NOM;MASC;SG
bulan	mēnesis	bulan	mēnesis	N;SG	N;NOM;MASC;SG
bulan	mēnesi	bulan	mēnesis	N;SG	N;ACC;MASC;SG
departemen	departamentā	departemen	departaments	N;SG	N;ESS;MASC;SG
departemen	departaments	departemen	departaments	N;SG	N;NOM;MASC;SG
situs	vietne	situs	vietne	N;SG	N;NOM;FEM;SG
situs	vieta	situs	vieta	N;SG	N;NOM;FEM;SG
dikenal	atzīta	dikenal	atzīt	V;SG;PASS	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
dikenal	atzīts	dikenal	atzīt	V;SG;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
dikenal	atzītā	dikenal	atzīt	V;SG;PASS	V;PFV;NOM;DEF;FEM;SG;PST;V.PTCP
dikenal	atzīta	dikenal	atzīt	V;SG;PASS	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
dikenal	atzīts	dikenal	atzīt	V;SG;PASS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
dikenal	zināma	dikenal	zināt	V;SG;PASS	V;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS
dikenal	zināms	dikenal	zināt	V;SG;PASS	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS
dikenal	pazīstama	dikenal	pazīt	V;SG;PASS	V;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS
laba	peļņa	laba	peļņa	N;SG	N;NOM;FEM;SG
laba	zirneklis	laba	zirneklis	N;SG	N;NOM;MASC;SG
membuat	izveidot	menbuat	izveidot	V;SG;ACT	V;POS;NFIN
membuat	radīt	menbuat	radīt	V;SG;ACT	V;POS;NFIN
membuat	veidot	menbuat	veidot	V;SG;ACT	V;POS;NFIN
membuat	radot	menbuat	radot	V;SG;ACT	V;V.CVB
membuat	padarīt	menbuat	padarīt	V;SG;ACT	V;POS;NFIN
membuat	padarītu	menbuat	padarīt	V;SG;ACT	V;COND;POS;FIN;ACT
mulai	sākt	mulai	sākt	V;SG;ACT	V;POS;NFIN
mulai	palaist	mulai	palaist	V;SG;ACT	V;POS;NFIN
mulai	sākt	mulai	sākt	V;SG;ACT	V;POS;NFIN
mulai	sāk	mulai	sākt	V;SG;ACT	V;FH;IND;3;POS;PRS;FIN;ACT
mulai	sākot	mulai	sākt	V;SG;ACT	V;V.CVB
mulai	sākas	mulai	sākties	V;SG;ACT	V;FH;IND;3;POS;REFL;PRS;FIN;ACT
database	datubāzēs	database	datubāze	N	N;ESS;FEM;PL
database	datubāzes	database	datubāze	N	N;NOM;FEM;PL
database	datubāzi	database	datubāze	N	N;ACC;MASC;SG
database	datubāzē	database	datubāze	N	N;ESS;MASC;SG
database	datubāze	database	datubāze	N	N;NOM;FEM;SG
udara	gaiss	udara	gaiss	N;SG	N;NOM;MASC;SG
melalui	caur	melalui	caur	ADP	ADP
melalui	caur	melalui	caur	ADP	ADP
nasional	nacionālais	nasional	nacionāls	ADJ;SG	ADJ;NOM;MASC;SG
sekarang	tagad	sekarang	tagad	ADV	ADV
perang	karu	perang	karš	N;SG	N;ACC;MASC;SG
perang	karš	perang	karš	N;SG	N;NOM;MASC;SG
perang	kara	perang	karš	N;SG	N;NOM;MASC;SG
perang	karā	perang	karš	N;SG	N;ESS;MASC;SG
pulau	sala	pulau	sals	N;SG	N;NOM;FEM;SG
rumah	māja	rumah	māja	N;SG	N;NOM;FEM;SG
rumah	mājā	rumah	māja	N;SG	N;ESS;FEM;SG
pendidikan	izglītība	pendidikan	izglītība	N;SG	N;NOM;FEM;SG
laut	jūras	laut	jūra	N;SG	N;NOM;FEM;SG
laut	jūra	laut	jūra	N;SG	N;NOM;FEM;SG
laut	okeānā	laut	okeāns	N;SG	N;ESS;MASC;SG
laut	okeāns	laut	okeāns	N;SG	N;NOM;MASC;SG
laut	okeāna	laut	okeāns	N;SG	N;GEN;MASC;SG
tim	komanda	tim	komanda	N;SG	N;NOM;FEM;SG
sistem	sistēmu	sistem	sistēma	N;SG	N;ACC;FEM;SG
sistem	sistēma	sistem	sistēma	N;SG	N;NOM;FEM;SG
komune	commune	komune	commune	N	N;NOM;FEM;SG
komune	komūnas	komune	komūna	N	N;NOM;FEM;PL
termasuk	iekļāva	termasuk	iekļaut	V	V;FH;IND;3;POS;PST;FIN;ACT
termasuk	iekļauta	termasuk	iekļaut	V	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
termasuk	iekļauti	termasuk	iekļaut	V	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
termasuk	iekļautas	termasuk	iekļaut	V	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
termasuk	iekļauts	termasuk	iekļaut	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
termasuk	ieskaitot	termasuk	ieskaitīt	V	V;V.CVB
termasuk	iekļaut	termasuk	iekļaut	V	V;POS;NFIN
termasuk	ietvert	termasuk	ietvert	V	V;POS;NFIN
termasuk	ietver	termasuk	ietvert	V	V;FH;IND;3;POS;PRS;FIN;ACT
termasuk	ieskaitot	termasuk	ieskaitīt	V	V;V.CVB
termasuk	ietilpst	termasuk	ietilpt	V	V;FH;IND;3;POS;PRS;FIN;ACT
termasuk	ietver	termasuk	ietvert	V	V;FH;IND;3;POS;PRS;FIN;ACT
larva	kāpuru	larva	kāpura	N	N;ACC;MASC;SG
larva	kāpuri	larva	kāpuris	N	N;NOM;MASC;PL
larva	kāpurs	larva	kāpurs	N	N;NOM;MASC;SG
terhadap	pret	terhadap	pret	ADP	ADP
batang	bārs	batang	bārs	N;SG	N;NOM;MASC;SG
batang	stienis	batang	stienis	N;SG	N;NOM;MASC;SG
matahari	saule	matahari	saule	N;SG	N;NOM;FEM;SG
matahari	saulē	matahari	saule	N;SG	N;ESS;FEM;SG
presiden	prezidents	presiden	prezidents	N;SG	N;NOM;MASC;SG
presiden	priekšsēdētāja	presiden	priekšsēdētājs	N;SG	N;NOM;MASC;SG
presiden	priekšsēdētājs	presiden	priekšsēdētājs	N;SG	N;NOM;MASC;SG
masyarakat	kopienu	masyarakat	kopiena	N;SG	N;ACC;MASC;SG
masyarakat	kopiena	masyarakat	kopiena	N;SG	N;NOM;FEM;SG
masyarakat	sabiedrība	masyarakat	sabiedrība	N;SG	N;NOM;FEM;SG
pernah	nekad	pernah	nekad	ADV	ADV
pernah	kādreiz	pernah	kādreiz	ADV	ADV
tiga	trim	tiga	trīs	NUM	NUM;DAT;MASC;PL
tiga	trīs	tiga	trīs	NUM	NUM;NOM;MASC;PL
jalan	autoceļš	jalan	autoceļš	N;SG;ACT	N;NOM;MASC;SG
jalan	ceļš	jalan	ceļš	N;SG;ACT	N;NOM;MASC;SG
musik	mūzika	musik	mūzika	N;SG	N;NOM;FEM;SG
musik	mūzikā	musik	mūzika	N;SG	N;ESS;FEM;SG
musik	muzikāls	musik	muzikāls	N;SG	N;NOM;MASC;SG
planet	planēta	planet	planēta	N;SG	N;NOM;FEM;SG
planet	planētu	planet	planēta	N;SG	N;ACC;FEM;SG
umum	vispārējā	umum	vispārējs	ADJ;SG	ADJ;NOM;FEM;SG
umum	vispārējais	umum	vispārējs	ADJ;SG	ADJ;NOM;MASC;SG
kerusakan	bojājums	kerusakan	bojājums	N;SG	N;NOM;MASC;SG
kecil	maza	kecil	maza	ADJ;SG	ADJ;NOM;FEM;SG
kecil	mazs	kecil	mazs	ADJ;SG	ADJ;NOM;MASC;SG
kecil	maza	kecil	maza	ADJ;SG	ADJ;NOM;FEM;SG
kecil	mazais	kecil	mazs	ADJ;SG	ADJ;NOM;MASC;SG
kecil	sīkā	kecil	sīka	ADJ;SG	ADJ;NOM;FEM;SG
kecil	sīka	kecil	sīka	ADJ;SG	ADJ;NOM;FEM;SG
menteri	sekretāre	menteri	sekretāre	N;SG	N;NOM;FEM;SG
menteri	sekretārs	menteri	sekretārs	N;SG	N;NOM;MASC;SG
menteri	ministre	menteri	ministre	N;SG	N;NOM;FEM;SG
menteri	ministrs	menteri	ministrs	N;SG	N;NOM;MASC;SG
menteri	ministra	menteri	ministrs	N;SG	N;GEN;MASC;SG
lagi	atkal	lagi	atkal	ADV	ADV
lagi	vēlreiz	lagi	vēlreiz	ADV	ADV
lagi	vairāk	lagi	daudz	ADV	ADV;CMPR
jumlah	summa	jumlah	summa	N;SG	N;NOM;FEM;SG
jumlah	apjoms	jumlah	apjoms	N;SG	N;NOM;MASC;SG
jumlah	apmērs	jumlah	apmērs	N;SG	N;NOM;MASC;SG
jumlah	summa	jumlah	summa	N;SG	N;NOM;FEM;SG
jumlah	daudzums	jumlah	daudzums	N;SG	N;NOM;MASC;SG
kata	vārdu	kata	vārds	N;SG	N;ACC;MASC;SG
penduduk	rezidentu	penduduk	rezidents	N;SG	N;ACC;MASC;SG
penduduk	rezidents	penduduk	rezidents	N;SG	N;NOM;MASC;SG
penduduk	iedzīvotājs	penduduk	iedzīvotājs	N;SG	N;NOM;MASC;SG
penduduk	populācija	penduduk	populācija	N;SG	N;NOM;FEM;SG
bawah	dibens	bawah	dibens	N;SG	N;NOM;MASC;SG
bawah	grunts	bawah	grunts	N;SG	N;NOM;MASC;SG
bawah	apakšā	bawah	apakšā	N;SG	N;ESS;FEM;SG
sebelum	pirms	sebelum	pirms	ADP	ADP
awal	agrīna	awal	agrīns	ADJ;SG	ADJ;NOM;FEM;SG
artikel	raksts	artikel	raksts	N;SG	N;NOM;MASC;SG
artikel	izstrādājums	artikel	izstrādājums	N;SG	N;NOM;MASC;SG
artikel	pants	artikel	pants	N;SG	N;NOM;MASC;SG
tanduk	ragiem	tanduk	rags	N	N;DAT;MASC;PL
tanduk	ragi	tanduk	rags	N	N;NOM;MASC;PL
tanduk	rags	tanduk	rags	N	N;NOM;MASC;SG
tanduk	ragu	tanduk	rags	N	N;ACC;MASC;SG
karya	meistardarbs	karya	meistardarbs	N;SG	N;NOM;MASC;SG
tanah	zemi	tanah	zeme	N;SG	N;ACC;FEM;SG
tanah	zeme	tanah	zeme	N;SG	N;NOM;FEM;SG
tanah	augsne	tanah	augsne	N;SG	N;NOM;FEM;SG
tanah	augsne	tanah	augsne	N;SG	N;NOM;FEM;SG
tanah	zeme	tanah	zeme	N;SG	N;NOM;FEM;SG
abad	gadsimts	abad	gadsimts	N;SG	N;NOM;MASC;SG
perusahaan	korporācija	perusahaan	korporācija	N;SG	N;NOM;FEM;SG
perusahaan	corporation	perusahaan	corporation	N;SG	N;NOM;MASC
perusahaan	sabiedrība	perusahaan	sabiedrība	N;SG	N;NOM;FEM;SG
perusahaan	uzņēmums	perusahaan	uzņēmums	N;SG	N;NOM;MASC;SG
perusahaan	kompānija	perusahaan	kompānija	N;SG	N;NOM;FEM;SG
style	stils	style	stils	N	N;NOM;MASC;SG
cukup	pietiekami	cukup	pietiekami	ADV	ADV
januari	janvāris	januari	janvāris	N;SG	N;NOM;MASC;SG
januari	janvāra	januari	janvāris	N;SG	N;GEN;MASC;SG
januari	janvārī	januari	janvāris	N;SG	N;ESS;MASC;SG
maret	marta	maret	marts	N;SG	N;GEN;MASC;SG
maret	martā	maret	marts	N;SG	N;ESS;MASC;SG
maret	marts	maret	marts	N;SG	N;NOM;MASC;SG
paling	visvairāk	paling	visvairāk	ADV	ADV;RL
ditebang	cirst	ditebang	cirst	V;SG;PASS	V;POS;NFIN
musim	sezonai	musim	sezona	N;SG	N;DAT;FEM;SG
musim	sezonu	musim	sezona	N;SG	N;ACC;FEM;SG
musim	sezonā	musim	sezona	N;SG	N;ESS;FEM;SG
musim	sezona	musim	sezona	N;SG	N;NOM;FEM;SG
bola	sfēra	bola	sfēra	N;SG	N;NOM;FEM;SG
bola	bumbu	bola	bumba	N;SG	N;ACC;FEM;SG
bola	balle	bola	balle	N;SG	N;NOM;FEM;SG
bola	bumba	bola	bumba	N;SG	N;NOM;FEM;SG
pemerintah	valdība	penperintah	valdība	N;SG	N;NOM;FEM;SG
juni	jūnijs	juni	jūnijs	N;SG	N;NOM;MASC;SG
juni	jūnija	juni	jūnijs	N;SG	N;GEN;MASC;SG
juni	jūnijā	juni	jūnijs	N;SG	N;ESS;MASC;SG
desember	decembrī	desember	decembris	N;SG	N;ESS;MASC;SG
desember	decembris	desember	decembris	N;SG	N;NOM;MASC;SG
desember	decembra	desember	decembris	N;SG	N;GEN;MASC;SG
desember	decembrim	desember	decembris	N;SG	N;DAT;MASC;SG
desember	decembris	desember	decembris	N;SG	N;NOM;MASC;SG
desember	dec	desember	dec	N;SG	N
bidang	lauks	bidang	lauks	N;SG	N;NOM;MASC;SG
bidang	lauka	bidang	lauks	N;SG	N;GEN;MASC;SG
kepala	vadītājs	kepala	vadītājs	N;SG	N;NOM;MASC;SG
kepala	galvu	kepala	galva	N;SG	N;ACC;FEM;SG
kepala	galva	kepala	galva	N;SG	N;NOM;FEM;SG
kepala	priekšnieks	kepala	priekšnieks	N;SG	N;NOM;MASC;SG
melakukan	dari	menlakukan	darīt	V;SG;ACT	V;IMP;SG;2;POS;FIN;ACT
melakukan	dara	menlakukan	darīt	V;SG;ACT	V;FH;IND;3;POS;PRS;FIN;ACT
pusat	centrs	pusat	centrs	N;SG	N;NOM;MASC;SG
pusat	centrā	pusat	centrs	N;SG	N;ESS;MASC;SG
pusat	centrs	pusat	centrs	N;SG	N;NOM;MASC;SG
pusat	centrā	pusat	centrs	N;SG	N;ESS;MASC;SG
pusat	centra	pusat	centrs	N;SG	N;GEN;MASC;SG
agustus	augusts	agustus	augusts	N;SG	N;NOM;MASC;SG
