dan	y	dan	y	CONJ	CONJ
album	álbum	album	álbum	N;SG	N;MASC;SG
album	album	album	album	N;SG	N;MASC;SG
album	disco	album	disco	N;SG	N;MASC;SG
hal	thing	hal	thing	N;SG	N
hal	cosa	hal	cosa	N;SG	N;FEM;SG
hal	things	hal	thing	N;SG	N
panjang	largo	panjang	largo	ADJ;SG	ADJ;MASC;SG
panjang	larga	panjang	largo	ADJ;SG	ADJ;FEM;SG
anggota	miembro	anggota	miembro	N;SG	N;MASC;SG
selama	durante	selama	durante	ADP	ADP
sejak	desde	sejak	desde	ADP	ADP
menggunakan	usando	mengunakan	usar	V;SG;ACT	V;V.MSDR
menggunakan	utilizando	mengunakan	utilizar	V;SG;ACT	V;V.MSDR
menggunakan	usar	mengunakan	usar	V;SG;ACT	V;NFIN
menggunakan	utilizar	mengunakan	utilizar	V;SG;ACT	V;NFIN
menggunakan	utiliza	mengunakan	utilizar	V;SG;ACT	V;IND;SG;3;PRS;FIN
berasal	originó	berasal	originar	V;SG;ACT	V;IND;SG;3;PST;FIN
utama	principal	utama	principal	ADJ;SG	ADJ;SG
utama	primario	utama	primario	ADJ;SG	ADJ;MASC;SG
disebut	mencionó	disebut	mencionar	V;SG;PASS	V;IND;SG;3;PST;FIN
disebut	llamé	disebut	llamar	V;SG;PASS	V;IND;SG;1;PST;FIN
kembali	regresar	kembali	regresar	V;SG;ACT	V;NFIN
kembali	volver	kembali	volver	V;SG;ACT	V;NFIN
sudah	ya	sudah	ya	ADV;SG;ACT	ADV
menyebabkan	causando	mensebabkan	causar	V;SG;ACT	V;V.MSDR
menyebabkan	causar	mensebabkan	causar	V;SG;ACT	V;NFIN
menyebabkan	provocando	mensebabkan	provocar	V;SG;ACT	V;V.MSDR
menyebabkan	cause	mensebabkan	cause	V;SG;ACT	V;IMP;SG;3;FIN
masih	todavía	masih	todavía	ADV	ADV
masih	aún	masih	aún	ADV	ADV
lihat	véase	lihat	véase	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
lihat	ver	lihat	ver	V;SG;ACT	V;NFIN
lihat	vea	lihat	ver	V;SG;ACT	V;IMP;SG;3;FIN
lihat	mire	lihat	mirar	V;SG;ACT	V;IMP;SG;3;FIN
lihat	mira	lihat	mirar	V;SG;ACT	V;IMP;SG;2;FIN
lihat	ver	lihat	ver	V;SG;ACT	V;NFIN
tinggi	alto	tinggi	alto	ADJ;SG	ADJ;MASC;SG
tinggi	elevada	tinggi	elevado	ADJ;SG	ADJ;FEM;SG;V.PTCP
tinggi	alta	tinggi	alto	ADJ;SG	ADJ;FEM;SG
tinggi	superior	tinggi	superior	ADJ;SG	ADJ;SG
waktu	hora	waktu	hora	N;SG	N;FEM;SG
waktu	tiempo	waktu	tiempo	N;SG	N;MASC;SG
waktu	time	waktu	time	N;SG	N
jenis	type	jenis	type	N;SG	N
jenis	tipo	jenis	tipo	N;SG	N;MASC;SG
jakarta	yakarta	jakarta	yakarta	N;SG	N;FEM;SG
bulan	luna	bulan	luna	N;SG	N;FEM;SG
bulan	moon	bulan	moon	N;SG	N
bulan	mes	bulan	mes	N;SG	N;MASC;SG
departemen	departamento	departemen	departamento	N;SG	N;MASC;SG
situs	sitio	situs	sitio	N;SG	N;MASC;SG
situs	site	situs	sitir	N;SG	N;MASC;SG
laba	ganancia	laba	ganancia	N;SG	N;FEM;SG
laba	beneficio	laba	beneficio	N;SG	N;MASC;SG
laba	provecho	laba	provecho	N;SG	N;MASC;SG
laba	araña	laba	araña	N;SG	N;FEM;SG
laba	spider	laba	spider	N;SG	N
membuat	crear	menbuat	crear	V;SG;ACT	V;NFIN
membuat	crea	menbuat	creer	V;SG;ACT	V;SBJV;SG;3;FIN
membuat	crear	menbuat	crear	V;SG;ACT	V;NFIN
membuat	creando	menbuat	crear	V;SG;ACT	V;V.MSDR
membuat	hacer	menbuat	hacer	V;SG;ACT	V;NFIN
sementara	mientras	sementara	mientras	CONJ	CONJ
mulai	empezar	mulai	empezar	V;SG;ACT	V;NFIN
mulai	comenzar	mulai	comenzar	V;SG;ACT	V;NFIN
mulai	empezar	mulai	empezar	V;SG;ACT	V;NFIN
mulai	empezando	mulai	empezar	V;SG;ACT	V;V.MSDR
mulai	iniciando	mulai	iniciar	V;SG;ACT	V;V.MSDR
mulai	comenzando	mulai	comenzar	V;SG;ACT	V;V.MSDR
resmi	oficial	resmi	oficial	ADJ;SG	ADJ;SG
resmi	autorizado	resmi	autorizado	ADJ;SG	ADJ;MASC;SG;V.PTCP
resmi	autorizada	resmi	autorizado	ADJ;SG	ADJ;FEM;SG;V.PTCP
database	bases	database	base	N	N;PL
sekitar	sobre	sekitar	sobre	ADP	ADP
udara	antena	udara	antena	N;SG	N;FEM;SG
udara	aire	udara	aire	N;SG	N;MASC;SG
udara	air	udara	air	N;SG	N
melalui	mediante	melalui	mediante	ADP	ADP
nasional	national	nasional	national	ADJ;SG	ADJ;SG
nasional	nacional	nasional	nacional	ADJ;SG	ADJ;SG
sekarang	ahora	sekarang	ahora	ADV	ADV
perang	guerra	perang	guerra	N;SG	N;FEM;SG
perang	guerra	perang	guerra	N;SG	N;FEM;SG
perang	war	perang	war	N;SG	N;SG
tentang	sobre	tentang	sobre	ADP;SG;ACT	ADP
pulau	isla	pulau	isla	N;SG	N;FEM;SG
rumah	hogar	rumah	hogar	N;SG	N;MASC;SG
rumah	casa	rumah	casa	N;SG	N;FEM;SG
rumah	inicio	rumah	inicio	N;SG	N;MASC;SG
rumah	house	rumah	house	N;SG	N;MASC;SG
rumah	casita	rumah	casita	N;SG	N;FEM;SG
rumah	casa	rumah	casa	N;SG	N;FEM;SG
pendidikan	educación	pendidikan	educación	N;SG	N;FEM;SG
pendidikan	educación	pendidikan	educación	N;SG	N;FEM;SG
pendidikan	enseñanza	pendidikan	enseñanza	N;SG	N;FEM;SG
pendidikan	educacion	pendidikan	educacion	N;SG	N;FEM;SG
laut	marino	laut	marino	N;SG	N;MASC;SG
laut	marina	laut	marina	N;SG	N;FEM;SG
laut	marine	laut	marine	N;SG	N
laut	mar	laut	mar	N;SG	N;SG
laut	océano	laut	océano	N;SG	N;MASC;SG
laut	mar	laut	mar	N;SG	N;SG
laut	oceano	laut	oceano	N;SG	N;MASC;SG
tim	equipo	tim	equipo	N;SG	N;MASC;SG
tim	team	tim	team	N;SG	N
sistem	system	sistem	system	N;SG	N
sistem	sistema	sistem	sistema	N;SG	N;MASC;SG
sistem	systems	sistem	system	N;SG	N
komune	comuna	komune	comuna	N	N;FEM;SG
komune	comunas	komune	comuna	N	N;FEM;PL
termasuk	incluyendo	termasuk	incluir	V	V;V.MSDR
termasuk	incluye	termasuk	incluir	V	V;IND;SG;3;PRS;FIN
termasuk	incluyen	termasuk	incluir	V	V;IND;PL;3;PRS;FIN
termasuk	incluya	termasuk	incluir	V	V;SBJV;SG;3;FIN
termasuk	incluyan	termasuk	incluir	V	V;IMP;PL;3;FIN
termasuk	incluir	termasuk	incluir	V	V;NFIN
termasuk	incluye	termasuk	incluir	V	V;IND;SG;3;PRS;FIN
larva	larvas	larva	larvo	N	N;FEM;PL
larva	larva	larva	larvo	N	N;FEM;SG
larva	larvas	larva	larvo	N	N;FEM;PL
larva	larva	larva	larvo	N	N;FEM;SG
larva	larvas	larva	larvo	N	N;FEM;PL
larva	larva	larva	larvo	N	N;FEM;SG
terhadap	contra	terhadap	contra	ADP	ADP
batang	barra	batang	barra	N;SG	N;FEM;SG
batang	bar	batang	bar	N;SG	N;MASC;SG
batang	tallo	batang	tallo	N;SG	N;MASC;SG
sendiri	sola	sendiri	solo	ADJ;SG	ADJ;FEM;SG
sendiri	propio	sendiri	propio	ADJ;SG	ADJ;MASC;SG
sendiri	propia	sendiri	propio	ADJ;SG	ADJ;FEM;SG
matahari	sun	matahari	sun	N;SG	N;SG
matahari	sol	matahari	sol	N;SG	N;MASC;SG
presiden	president	presiden	president	N;SG	N;MASC;SG
presiden	presidenta	presiden	presidenta	N;SG	N;FEM;SG
presiden	presidente	presiden	presidente	N;SG	N;MASC;SG
masyarakat	comunidad	masyarakat	comunidad	N;SG	N;FEM;SG
masyarakat	society	masyarakat	society	N;SG	N;SG
masyarakat	sociedad	masyarakat	sociedad	N;SG	N;FEM;SG
pernah	nunca	pernah	nunca	ADV	ADV
pernah	jamás	pernah	jamás	ADV	ADV
tiga	tres	tiga	tres	NUM	NUM;PL
jalan	road	jalan	road	N;SG;ACT	N;MASC
jalan	camino	jalan	camino	N;SG;ACT	N;MASC;SG
jalan	carretera	jalan	carretera	N;SG;ACT	N;FEM;SG
musik	music	musik	music	N;SG	N
musik	música	musik	música	N;SG	N;FEM;SG
musik	musica	musik	musica	N;SG	N;FEM;SG
planet	planet	planet	planet	N;SG	N;SG
planet	planeta	planet	planeta	N;SG	N;MASC;SG
kerusakan	avería	kerusakan	avería	N;SG	N;FEM;SG
kerusakan	devastación	kerusakan	devastación	N;SG	N;FEM;SG
kerusakan	daño	kerusakan	daño	N;SG	N;MASC;SG
kerusakan	indemnización	kerusakan	indemnización	N;SG	N;FEM;SG
kecil	pequeño	kecil	pequeño	ADJ;SG	ADJ;MASC;SG
kecil	pequeña	kecil	pequeño	ADJ;SG	ADJ;FEM;SG
kecil	pequeño	kecil	pequeño	ADJ;SG	ADJ;MASC;SG
kecil	pequeña	kecil	pequeño	ADJ;SG	ADJ;FEM;SG
kecil	poquito	kecil	poquito	ADJ;SG	ADJ;MASC;SG
kecil	menor	kecil	menor	ADJ;SG	ADJ;SG
kecil	pequeño	kecil	pequeño	ADJ;SG	ADJ;MASC;SG
menteri	secretaria	menteri	secretaria	N;SG	N;FEM;SG
menteri	secretaría	menteri	secretaría	N;SG	N;FEM;SG
menteri	secretario	menteri	secretario	N;SG	N;MASC;SG
menteri	ministro	menteri	ministro	N;SG	N;MASC;SG
menteri	pastor	menteri	pastor	N;SG	N;MASC;SG
menteri	ministra	menteri	ministra	N;SG	N;FEM;SG
lagi	nuevamente	lagi	nuevamente	ADV	ADV
lagi	más	lagi	más	ADV	ADV
lagi	mas	lagi	mas	ADV	ADV
jumlah	sum	jumlah	sum	N;SG	N
jumlah	suma	jumlah	suma	N;SG	N;FEM;SG
jumlah	monto	jumlah	monto	N;SG	N;MASC;SG
jumlah	cantidad	jumlah	cantidad	N;SG	N;FEM;SG
jumlah	importe	jumlah	importe	N;SG	N;MASC;SG
jumlah	cantidad	jumlah	cantidad	N;SG	N;FEM;SG
kata	said	kata	said	N;SG	N
kata	word	kata	word	N;SG	N
kata	palabra	kata	palabra	N;SG	N;FEM;SG
kata	kata	kata	kata	N;SG	N;MASC;SG
penduduk	residente	penduduk	residente	N;SG	N;SG
penduduk	población	penduduk	población	N;SG	N;FEM;SG
terjadi	ocurrió	terjadi	ocurrir	V;SG;PASS	V;IND;SG;3;PST;FIN
terjadi	sucedió	terjadi	suceder	V;SG;PASS	V;IND;SG;3;PST;FIN
terjadi	pasó	terjadi	pasar	V;SG;PASS	V;IND;SG;3;PST;FIN
data	data	data	datar	N;SG	N;FEM;SG
data	dato	data	dato	N;SG	N;MASC;SG
terdiri	consta	terdiri	constar	V;SG;PASS	V;IND;SG;3;PRS;FIN
terdiri	consiste	terdiri	consistir	V;SG;PASS	V;IND;SG;3;PRS;FIN
terdiri	consistir	terdiri	consistir	V;SG;PASS	V;NFIN
artikel	articulo	artikel	articulo	N;SG	N;MASC;SG
artikel	artículo	artikel	artículo	N;SG	N;MASC;SG
tanduk	cuernos	tanduk	cuerno	N	N;MASC;PL
tanduk	cuernos	tanduk	cuerno	N	N;MASC;PL
tanduk	trompas	tanduk	trompa	N	N;FEM;PL
tanduk	bocinas	tanduk	bocina	N	N;FEM;PL
tanduk	bocina	tanduk	bocina	N	N;FEM;SG
tanduk	trompa	tanduk	trompa	N	N;FEM;SG
tanduk	cuerno	tanduk	cuerno	N	N;MASC;SG
tanduk	horn	tanduk	horn	N	N;MASC;SG
tanah	land	tanah	land	N;SG	N
tanah	terreno	tanah	terreno	N;SG	N;MASC;SG
tanah	tierra	tanah	tierra	N;SG	N;FEM;SG
tanah	tierra	tanah	tierra	N;SG	N;FEM;SG
tanah	suelo	tanah	suelo	N;SG	N;MASC;SG
tanah	tanah	tanah	tanah	N;SG	N;MASC;SG
tanah	terreno	tanah	terreno	N;SG	N;MASC;SG
tanah	ground	tanah	ground	N;SG	N
abad	siglo	abad	siglo	N;SG	N;MASC;SG
perusahaan	corporación	perusahaan	corporación	N;SG	N;FEM;SG
perusahaan	corporation	perusahaan	corporation	N;SG	N;FEM;SG
perusahaan	compañia	perusahaan	compañia	N;SG	N;FEM;SG
perusahaan	empresa	perusahaan	empresa	N;SG	N;FEM;SG
perusahaan	compañía	perusahaan	compañía	N;SG	N;FEM;SG
perusahaan	companía	perusahaan	companía	N;SG	N;FEM;SG
perusahaan	patronal	perusahaan	patronal	N;SG	N;FEM;SG
perusahaan	empleador	perusahaan	empleador	N;SG	N;MASC;SG
perusahaan	empresario	perusahaan	empresario	N;SG	N;MASC;SG
style	style	style	style	N	N
style	estilo	style	estilo	N	N;MASC;SG
januari	enero	januari	enero	N;SG	N
maret	marcha	maret	marcha	N;SG	N;FEM;SG
maret	marzo	maret	marzo	N;SG	N
musim	temporada	musim	temporada	N;SG	N;FEM;SG
bola	esfera	bola	esfera	N;SG	N;FEM;SG
bola	bola	bola	bola	N;SG	N;FEM;SG
bola	balón	bola	balón	N;SG	N;MASC;SG
bola	pelota	bola	pelota	N;SG	N;FEM;SG
bola	ball	bola	ball	N;SG	N;MASC;SG
pemerintah	gobierno	penperintah	gobierno	N;SG	N;MASC;SG
juni	junio	juni	junio	N;SG	N
muda	jóven	muda	jóven	ADJ;SG	ADJ;SG
desember	diciembre	desember	diciembre	N;SG	N
bidang	fields	bidang	fields	N;SG	N
bidang	field	bidang	field	N;SG	N
bidang	campo	bidang	campo	N;SG	N;MASC;SG
kepala	head	kepala	head	N;SG	N
kepala	cabezal	kepala	cabezal	N;SG	N;MASC;SG
kepala	cabeza	kepala	cabeza	N;SG	N;FEM;SG
kepala	jefa	kepala	jefa	N;SG	N;FEM;SG
kepala	jefe	kepala	jefe	N;SG	N;MASC;SG
melakukan	haciendo	menlakukan	hacer	V;SG;ACT	V;V.MSDR
pusat	centro	pusat	centro	N;SG	N;MASC;SG
pusat	center	pusat	center	N;SG	N;MASC;SG
pusat	centro	pusat	centro	N;SG	N;MASC;SG
pusat	centre	pusat	centre	N;SG	N;MASC;SG
agustus	agosto	agustus	agosto	N;SG	N
agustus	agosto	agustus	agosto	N;SG	N
internasional	internacional	internasional	internacional	ADJ;SG	ADJ;SG
internasional	international	internasional	international	ADJ;SG	ADJ;SG
internasional	intercultural	internasional	intercultural	ADJ;SG	ADJ;SG
sumber	procedencia	sumber	procedencia	N;SG	N;FEM;SG
sumber	fuente	sumber	fuente	N;SG	N;FEM;SG
sumber	origen	sumber	origen	N;SG	N;MASC;SG
sumber	source	sumber	source	N;SG	N
manusia	humanos	manusia	humanos	N;SG	N
manusia	humanos	manusia	humanos	N;SG	N
manusia	man	manusia	man	N;SG	N
manusia	hombre	manusia	hombre	N;SG	N;MASC;SG
sejarah	historia	sejarah	historia	N;SG	N;FEM;SG
sejarah	historial	sejarah	historial	N;SG	N;MASC;SG
gereja	iglesia	gereja	iglesia	N;SG	N;FEM;SG
dasar	básico	dasar	básico	ADJ;SG	ADJ;MASC;SG
dasar	básica	dasar	básico	ADJ;SG	ADJ;FEM;SG
dasar	básico	dasar	básico	ADJ;SG	ADJ;MASC;SG
diri	auto	diri	auto	N;SG	N;MASC;SG
diri	self	diri	self	N;SG	N
pemain	player	penmain	player	N;SG	N;SG
pemain	reproductor	penmain	reproductor	N;SG	N;MASC;SG
pemain	jugador	penmain	jugador	N;SG	N;MASC;SG
pemain	jugadora	penmain	jugadora	N;SG	N;FEM;SG
program	programa	program	programa	N;SG	N;MASC;SG
program	programa	program	programa	N;SG	N;MASC;SG
pesawat	avión	pesawat	avión	N;SG	N;MASC;SG
pesawat	aeronave	pesawat	aeronave	N;SG	N;FEM;SG
pesawat	avión	pesawat	avión	N;SG	N;MASC;SG
pesawat	plano	pesawat	plano	N;SG	N;MASC;SG
pesawat	avion	pesawat	avion	N;SG	N;MASC;SG
pesawat	avión	pesawat	avión	N;SG	N;MASC;SG
pesawat	avion	pesawat	avion	N;SG	N;MASC;SG
pesawat	aeroplano	pesawat	aeroplano	N;SG	N;MASC;SG
juli	julio	juli	julio	N;SG	N
umumnya	generalmente	umumnya	generalmente	ADV	ADV
umumnya	comúnmente	umumnya	comúnmente	ADV	ADV
stasiun	estacion	stasiun	estacion	N;SG	N;FEM;SG
stasiun	estación	stasiun	estación	N;SG	N;FEM;SG
akhirnya	eventualmente	akhirnya	eventualmente	ADV	ADV
akhirnya	finalmente	akhirnya	finalmente	ADV	ADV
nebula	nebulosa	nebula	nebulosa	N	N;FEM;SG
