dari	از	dari	از	ADP	ADP
isi	محتوای	isi	محتوا	N;SG	N;SG
isi	محتوا	isi	محتوا	N;SG	N;SG
daftar	فهرست	daftar	فهرست	N;SG	N;SG
baru	نو	baru	نو	ADJ;SG	ADJ
baru	جدید	baru	جدید	ADJ;SG	ADJ
antara	میان	antara	میان	ADP	ADP
antara	بین	antara	بین	ADP	ADP
barat	وست	barat	None	N;SG	N;SG
barat	باختر	barat	باخت#باز	N;SG	N;SG
barat	غرب	barat	غرب	N;SG	N;SG
barat	وسترن	barat	وسترن	N;SG	N;SG
namun	هرچند	namun	هرچند	CONJ	CONJ
wilayah	منطقه	wilayah	منطقه	N;SG	N;SG
wilayah	مساحت	wilayah	مساحت	N;SG	N;SG
wilayah	ناحیه	wilayah	ناحیه	N;SG	N;SG
wilayah	منطقه	wilayah	منطقه	N;SG	N;SG
wilayah	ناحیه	wilayah	ناحیه	N;SG	N;SG
wilayah	استان	wilayah	استان	N;SG	N;SG
wilayah	منطقۀ	wilayah	منطقۀ	N;SG	N;SG
wilayah	قلمروی	wilayah	قلمروی	N;SG	N;SG
wilayah	قلمرو	wilayah	قلمرو	N;SG	N;SG
tanggal	تاریخ	tanggal	تاریخ	N;SG;ACT	N;SG
dunia	جهان	dunia	جهان	N;SG	N;SG
dunia	دنیا	dunia	دنیا	N;SG	N;SG
dunia	جهانی	dunia	جهانی	N;SG	N;SG
dunia	دنیا	dunia	دنیا	N;SG	N;SG
timur	شرق	timur	شرق	N;SG	N;SG
timur	شرقی	timur	شرقی	N;SG	N;SG
timur	تیمور	timur	تیمور	N;SG	N;SG
timur	شرق	timur	شرق	N;SG	N;SG
timur	شرقی	timur	شرقی	N;SG	N;SG
tempat	محل	tempat	محل	N;SG	N;SG
tempat	مکانی	tempat	مکان	N;SG	N;SG
tempat	مکان	tempat	مکان	N;SG	N;SG
tempat	جای	tempat	جا	N;SG	N;SG
tempat	جایی	tempat	جا	N;SG	N;SG
dua	دو	dua	دو	NUM	NUM
selatan	جنوب	selatan	جنوب	N;SG	N;SG
selatan	جنوبی	selatan	جنوبی	N;SG	N;SG
selatan	ساوت	selatan	ساوت	N;SG	N;SG
selatan	جنوب	selatan	جنوب	N;SG	N;SG
selatan	جنوبی	selatan	جنوبی	N;SG	N;SG
animalia	animalia	animalia	animalia	N	N;SG
september	september	september	september	N;SG	N;SG
september	سپتامبر	september	سپتامبر	N;SG	N;SG
anak	پسر	anak	پسر	N;SG	N;SG
anak	کودک	anak	کودک	N;SG	N;SG
anak	فرزند	anak	فرزند	N;SG	N;SG
anak	بچه	anak	بچه	N;SG	N;SG
species	گونه	species	گونه	N	N;SG
species	گونههای	species	گونه	N	N;PL
hidup	زندگى	hidup	زندگى	N;SG	N;SG
hidup	زندگی	hidup	زندگی	N;SG	N;SG
lagu	نغمه	lagu	نغمه	N;SG	N;SG
lagu	ترانه	lagu	ترانه	N;SG	N;SG
lagu	اهنگ	lagu	اهنگ	N;SG	N;SG
lagu	آهنگ	lagu	آهنگ	N;SG	N;SG
lagu	آواز	lagu	آواز	N;SG	N;SG
daerah	منطقه	daerah	منطقه	N;SG	N;SG
daerah	ناحیه	daerah	ناحیه	N;SG	N;SG
daerah	بخش	daerah	بخش	N;SG	N;SG
daerah	منطقه	daerah	منطقه	N;SG	N;SG
daerah	مساحت	daerah	مساحت	N;SG	N;SG
daerah	ناحیه	daerah	ناحیه	N;SG	N;SG
daerah	منطقه	daerah	منطقه	N;SG	N;SG
daerah	ناحیه	daerah	ناحیه	N;SG	N;SG
daerah	استان	daerah	استان	N;SG	N;SG
daerah	منطقۀ	daerah	منطقۀ	N;SG	N;SG
daerah	شهرستان	daerah	شهرستان	N;SG	N;SG
daerah	کانتی	daerah	کانت#کان	N;SG	N;SG
daerah	بخش	daerah	بخش	N;SG	N;SG
sekolah	مدرسه	sekolah	مدرسه	N;SG	N;SG
sekolah	مکتب	sekolah	مکتب	N;SG	N;SG
hanya	تنها	hanya	تنها	ADV	ADV
hanya	فقط	hanya	فقط	ADV	ADV
air	آب	air	آب	N;SG	N;SG
air	ایر	air	ایر	N;SG	N;SG
air	هوا	air	هوا	N;SG	N;SG
hari	روز	hari	روز	N;SG	N;SG
hari	روزی	hari	روز	N;SG	N;SG
hari	روزگار	hari	روزگار	N;SG	N;SG
hingga	تا	hingga	تا	ADP	ADP
sampai	تا	sampai	تا	ADP	ADP
kali	کالی	kali	کالی	N;SG	N;SG
kali	زمان	kali	زمان	N;SG	N;SG
kali	تایم	kali	تایم	N;SG	N;SG
kali	تایمز	kali	تایمز	N;SG	N;SG
ketika	وقتی	ketika	وقتی	CONJ	CONJ
ketika	چون	ketika	چون	CONJ	CONJ
sangat	خیلی	sangat	خیلی	ADV	ADV
sangat	بسیار	sangat	بسیار	ADV	ADV
sangat	شدیدا	sangat	شدیدا	ADV	ADV
album	آلبوم	album	آلبوم	N;SG	N;SG
hal	مادۀ	hal	مادۀ	N;SG	N;SG
hal	هال	hal	هال	N;SG	N;SG
hal	هل	hal	هل	N;SG	N;SG
hal	چیز	hal	چیز	N;SG	N;SG
panjang	طولانی	panjang	طولانی	ADJ;SG	ADJ
panjang	دراز	panjang	دراز	ADJ;SG	ADJ
anggota	عضو	anggota	عضو	N;SG	N;SG
anggota	عضوی	anggota	عضو	N;SG	N;SG
lainnya	غیره	lainnya	غیره	N	N;SG
utama	اصلی	utama	اصلی	ADJ;SG	ADJ
utama	اصلی	utama	اصلی	ADJ;SG	ADJ
utama	اولیه	utama	اولیه	ADJ;SG	ADJ
kembali	برگشت	kembali	بر#گشت#گرد	V;SG;ACT	V;SG;3;PST
sudah	قبلا	sudah	None	ADV;SG;ACT	ADV
masih	همچنان	masih	همچنان	ADV	ADV
masih	هنوزم	masih	هنوزم	ADV	ADV
masih	هنوز	masih	هنوز	ADV	ADV
lihat	ببین	lihat	دید#بین	V;SG;ACT	V;IMP;SG;2
tinggi	بلند	tinggi	بلند	ADJ;SG	ADJ
waktu	زمان	waktu	زمان	N;SG	N;SG
waktu	تایم	waktu	تایم	N;SG	N;SG
jenis	تیپ	jenis	None	N;SG	N;SG
jenis	نوع	jenis	نوع	N;SG	N;SG
jenis	تایپ	jenis	تایپ	N;SG	N;SG
jakarta	جاکارتا	jakarta	None	N;SG	N;SG
bulan	قمر	bulan	قمر	N;SG	N;SG
bulan	ماه	bulan	ماه	N;SG	N;SG
bulan	moon	bulan	moon	N;SG	N;SG
bulan	ماه	bulan	ماه	N;SG	N;SG
bulan	ماهه	bulan	ماهه	N;SG	N;SG
bulan	ماه	bulan	ماه	N;SG	N;SG
departemen	وزارت	departemen	وزارت	N;SG	N;SG
departemen	اداره	departemen	اداره	N;SG	N;SG
departemen	بخش	departemen	بخش	N;SG	N;SG
situs	سایت	situs	سایت	N;SG	N;SG
situs	یونسکو	situs	یونسکو	N;SG	N;SG
dikenal	دانسته	dikenal	دانست#دان	V;SG;PASS	V;SG;3;V.PTCP
laba	سودش	laba	سودش	N;SG	N;SG
laba	منفعت	laba	منفعت	N;SG	N;SG
laba	سودی	laba	None	N;SG	N;SG
laba	سود	laba	None	N;SG	N;SG
laba	عنکبوتی	laba	عنکبوتی	N;SG	N;SG
laba	اسپایدر	laba	اسپایدر	N;SG	N;SG
laba	عنکبوت	laba	عنکبوت	N;SG	N;SG
resmi	رسمی	resmi	رسمی	ADJ;SG	ADJ
resmi	مجاز	resmi	مجاز	ADJ;SG	ADJ
database	دادگان	database	داده	N	N;SG
sekitar	درباره	sekitar	درباره	ADP	ADP
sekitar	دربارۀ	sekitar	دربارۀ	ADP	ADP
sekitar	نزدیک	sekitar	نزدیک	ADP	ADP
udara	ایر	udara	ایر	N;SG	N;SG
udara	هوا	udara	هوا	N;SG	N;SG
nasional	ملی	nasional	ملی	ADJ;SG	ADJ
sekarang	اکنون	sekarang	اکنون	ADV	ADV
sekarang	الان	sekarang	الان	ADV	ADV
sekarang	حالا	sekarang	حالا	ADV	ADV
perang	جنگ	perang	جنگ	N;SG	N;SG
perang	جنگی	perang	جنگی	N;SG	N;SG
tentang	درباره	tentang	درباره	ADP;SG;ACT	ADP
tentang	دربارۀ	tentang	دربارۀ	ADP;SG;ACT	ADP
pulau	آیلند	pulau	آیلند	N;SG	N;SG
pulau	جزیره	pulau	جزیره	N;SG	N;SG
rumah	خانه	rumah	خانه	N;SG	N;SG
rumah	وطن	rumah	وطن	N;SG	N;SG
rumah	خونه	rumah	خونه	N;SG	N;SG
rumah	آغازه	rumah	آغازه	N;SG	N;SG
rumah	خانه	rumah	خانه	N;SG	N;SG
pendidikan	آموزنده	pendidikan	None	N;SG	N;SG
pendidikan	آموزش	pendidikan	آموزش	N;SG	N;SG
laut	دریایی	laut	دریا	N;SG	N;SG
laut	مارین	laut	مارین	N;SG	N;SG
laut	دریا	laut	دریا	N;SG	N;SG
laut	دریای	laut	دریا	N;SG	N;SG
laut	اقیانوس	laut	None	N;SG	N;SG
laut	اقیانوسی	laut	اقیانوسی	N;SG	N;SG
tim	تیم	tim	تیم	N;SG	N;SG
tim	tim	tim	tim	N;SG	N;SG
tim	تیم	tim	تیم	N;SG	N;SG
tim	تیمی	tim	تیم	N;SG	N;SG
sistem	سامانه	sistem	سامانه	N;SG	N;SG
sistem	سیستم	sistem	سیستم	N;SG	N;SG
komune	کمون	komune	کمون	N	N;SG
larva	لارو	larva	لارو	N	N;SG
selain	کنار	selain	کنار	ADP;SG	ADP
batang	b	batang	b	N;SG	N;SG
batang	میله	batang	میله	N;SG	N;SG
batang	بار	batang	بار	N;SG	N;SG
batang	بنیادی	batang	بنیادی	N;SG	N;SG
batang	ساقه	batang	None	N;SG	N;SG
matahari	آفتاب	matahari	آفتاب	N;SG	N;SG
matahari	خورشید	matahari	خورشید	N;SG	N;SG
matahari	سون	matahari	سون	N;SG	N;SG
masyarakat	اجتماع	masyarakat	None	N;SG	N;SG
masyarakat	ملتی	masyarakat	ملت	N;SG	N;SG
masyarakat	جامعه	masyarakat	جامعه	N;SG	N;SG
masyarakat	انجمن	masyarakat	انجمن	N;SG	N;SG
masyarakat	امت	masyarakat	امت	N;SG	N;SG
masyarakat	اجتماع	masyarakat	None	N;SG	N;SG
masyarakat	جامعه	masyarakat	جامعه	N;SG	N;SG
masyarakat	انجمن	masyarakat	انجمن	N;SG	N;SG
pernah	هرگز	pernah	هرگز	ADV	ADV;NEG
tiga	سه	tiga	سه	NUM	NUM
jalan	جاده	jalan	جاده	N;SG;ACT	N;SG
musik	موسیقی	musik	موسیقی	N;SG	N;SG
musik	موزیک	musik	موزیک	N;SG	N;SG
musik	موزیکال	musik	موزیکال	N;SG	N;SG
planet	سیاره	planet	سیاره	N;SG	N;SG
umum	عمومی	umum	عمومی	ADJ;SG	ADJ
kerusakan	صدمه	kerusakan	صدمه	N;SG	N;SG
kerusakan	آسیب	kerusakan	آسیب	N;SG	N;SG
kecil	کوچک	kecil	کوچک	ADJ;SG	ADJ
kecil	اندکی	kecil	اندکی	ADJ;SG	ADJ
kecil	کوچک	kecil	کوچک	ADJ;SG	ADJ
kecil	کم	kecil	کم	ADJ;SG	ADJ
kecil	کوچک	kecil	کوچک	ADJ;SG	ADJ
menteri	دبیر	menteri	دبیر	N;SG	N;SG
menteri	منشی	menteri	منشی	N;SG	N;SG
menteri	وزیر	menteri	وزیر	N;SG	N;SG
menteri	وزیری	menteri	وزیری	N;SG	N;SG
lagi	دوباره	lagi	دوباره	ADV	ADV
lagi	دیگر	lagi	دیگر	ADV	ADV
jumlah	مجموع	jumlah	مجموع	N;SG	N;SG
jumlah	مبلغ	jumlah	مبلغ	N;SG	N;SG
jumlah	مقدار	jumlah	مقدار	N;SG	N;SG
jumlah	مبلغ	jumlah	مبلغ	N;SG	N;SG
jumlah	کمیت	jumlah	کمیت	N;SG	N;SG
kata	سخن	kata	سخن	N;SG	N;SG
kata	کلمه	kata	کلمه	N;SG	N;SG
kata	واژه	kata	واژه	N;SG	N;SG
kata	کلام	kata	کلام	N;SG	N;SG
kata	واژه	kata	واژه	N;SG	N;SG
kata	کاتا	kata	کاتا	N;SG	N;SG
penduduk	مقیم	penduduk	مقیم	N;SG	N;SG
penduduk	ساکن	penduduk	ساکن	N;SG	N;SG
penduduk	رزیدنت	penduduk	رزیدنت	N;SG	N;SG
penduduk	اقامت	penduduk	اقامت	N;SG	N;SG
penduduk	جمعیت	penduduk	جمعیت	N;SG	N;SG
penduduk	جمعیتی	penduduk	جمعیتی	N;SG	N;SG
bawah	مفعول	bawah	مفعول	N;SG	N;SG
bawah	باتوم	bawah	باتوم	N;SG	N;SG
sebelum	پیش	sebelum	پیش	ADP	ADP
artikel	مقاله	artikel	مقاله	N;SG	N;SG
artikel	مطلب	artikel	مطلب	N;SG	N;SG
artikel	مقالۀ	artikel	مقالۀ	N;SG	N;SG
artikel	مقاله	artikel	مقاله	N;SG	N;SG
tanduk	شاخ	tanduk	شاخ	N	N;SG
tanduk	هورن	tanduk	هورن	N	N;SG
tanduk	بوق	tanduk	بوق	N	N;SG
tanduk	شیپور	tanduk	شیپور	N	N;SG
tanduk	صور	tanduk	صورت	N	N;PL
karya	شاهکار	karya	شاهکار	N;SG	N;SG
tanah	خشکی	tanah	خشکی	N;SG	N;SG
tanah	land	tanah	land	N;SG	N;SG
tanah	سرزمین	tanah	سرزمین	N;SG	N;SG
tanah	خاک	tanah	خاک	N;SG	N;SG
tanah	سرزمین	tanah	سرزمین	N;SG	N;SG
tanah	زمینی	tanah	زمینی	N;SG	N;SG
jpg	jpg	jpg	jpg	N	N;SG
abad	اباد	abad	اباد	N;SG	N;SG
abad	آباد	abad	آباد	N;SG	N;SG
abad	قرن	abad	قرن	N;SG	N;SG
abad	قرنه	abad	قرنه	N;SG	N;SG
abad	سده	abad	سده	N;SG	N;SG
perusahaan	کورپوریشن	perusahaan	کورپوریشن	N;SG	N;SG
perusahaan	شرکت	perusahaan	شرکت	N;SG	N;SG
perusahaan	company	perusahaan	None	N;SG	N;SG
perusahaan	کمپانی	perusahaan	کمپانی	N;SG	N;SG
perusahaan	کارفرما	perusahaan	None	N;SG	N;SG
perusahaan	کارفرمای	perusahaan	None	N;SG	N;SG
style	سبک	style	سبک	N	N;SG
januari	ژانویه	januari	ژانویه	N;SG	N;SG
maret	مارس	maret	مارس	N;SG	N;SG
maret	پیشروی	maret	پیشروی	N;SG	N;SG
maret	راهپیمایی	maret	راهپیمایی	N;SG	N;SG
musim	فصل	musim	فصل	N;SG	N;SG
bola	بال	bola	بال	N;SG	N;SG
bola	توپ	bola	None	N;SG	N;SG
pemerintah	دولتی	penperintah	دولتی	N;SG	N;SG
pemerintah	حکومت	penperintah	حکومت	N;SG	N;SG
pemerintah	دولت	penperintah	دولت	N;SG	N;SG
setiap	هر	setiap	هر	DET	DET
setiap	هر	setiap	هر	DET	DET
juni	ژوئن	juni	None	N;SG	N;SG
desember	دسامبر	desember	دسامبر	N;SG	N;SG
desember	dec	desember	dec	N;SG	N;SG
desember	دکلان	desember	دکل	N;SG	N;SG
bidang	فیلدز	bidang	فیلدز	N;SG	N;SG
bidang	فیلد	bidang	None	N;SG	N;SG
bidang	حوزه	bidang	حوزه	N;SG	N;SG
kepala	هد	kepala	هد	N;SG	N;SG
kepala	سر	kepala	سر	N;SG	N;SG
pusat	سنترال	pusat	سنترال	N;SG	N;SG
pusat	مرکز	pusat	مرکز	N;SG	N;SG
pusat	سنتر	pusat	سنتر	N;SG	N;SG
pusat	مرکزش	pusat	مرکزش	N;SG	N;SG
pusat	مرکز	pusat	مرکز	N;SG	N;SG
pusat	سنتر	pusat	سنتر	N;SG	N;SG
pusat	مرکز	pusat	مرکز	N;SG	N;SG
agustus	آگوست	agustus	آگوست	N;SG	N;SG
agustus	آگست	agustus	آگست	N;SG	N;SG
agustus	اوت	agustus	اوت	N;SG	N;SG
agustus	اوت	agustus	اوت	N;SG	N;SG
agustus	aug	agustus	aug	N;SG	N;SG
international	اینترنشنال	international	اینترنشنال	N	N;SG
international	بینالمللی	international	بینالمللی	N	N;SG
international	جهانی	international	جهانی	N	N;SG
sumber	مبدأ	sumber	None	N;SG	N;SG
sumber	متن	sumber	متن	N;SG	N;SG
sumber	منبع	sumber	منبع	N;SG	N;SG
manusia	بشر	manusia	بشر	N;SG	N;SG
manusia	انسان	manusia	انسان	N;SG	N;SG
manusia	انسانی	manusia	انسانی	N;SG	N;SG
manusia	بشر	manusia	بشر	N;SG	N;SG
manusia	انسان	manusia	انسان	N;SG	N;SG
manusia	مَرد	manusia	مَرد	N;SG	N;SG
manusia	مرد	manusia	مرد	N;SG	N;SG
sejarah	تاریخچه	sejarah	تاریخچه	N;SG	N;SG
sejarah	تاریخ	sejarah	تاریخ	N;SG	N;SG
gereja	کلیسا	gereja	None	N;SG	N;SG
gereja	چرچ	gereja	چرچ	N;SG	N;SG
gereja	کلیسای	gereja	None	N;SG	N;SG
diri	نفس	diri	نفس	N;SG	N;SG
pemain	بازیکن	penmain	بازیکن	N;SG	N;SG
pemain	بازیکن	penmain	بازیکن	N;SG	N;SG
program	برنامۀ	program	برنامۀ	N;SG	N;SG
program	پروگرام	program	پروگرام	N;SG	N;SG
program	برنامه	program	برنامه	N;SG	N;SG
program	برنامه	program	برنامه	N;SG	N;SG
pesawat	هواپیمای	pesawat	هواپیما	N;SG	N;SG
pesawat	هواگرد	pesawat	هواگرد	N;SG	N;SG
pesawat	هواپیمای	pesawat	هواپیما	N;SG	N;SG
pesawat	هواپیمایی	pesawat	هواپیمایی	N;SG	N;SG
pesawat	هواپیما	pesawat	هواپیما	N;SG	N;SG
pesawat	هواپیمای	pesawat	هواپیما	N;SG	N;SG
juli	ژوئیه	juli	ژوئیه	N;SG	N;SG
juli	جولای	juli	جولا	N;SG	N;SG
umumnya	عموما	umumnya	عموما	ADV	ADV
umumnya	عموماً	umumnya	عموما	ADV	ADV
stasiun	پاسگاه	stasiun	پاسگاه	N;SG	N;SG
stasiun	ایستگاه	stasiun	ایستگاه	N;SG	N;SG
akhirnya	سرانجام	akhirnya	سرانجام	ADV	ADV
akhirnya	بالاخره	akhirnya	بالاخره	ADV	ADV
akhirnya	بلاخره	akhirnya	بلاخره	ADV	ADV
nebula	سحابی	nebula	سحابی	N	N;SG
sebagian	جزئی	sebagian	جزئی	N;SG	N;SG
bumi	زمین	bumi	زمین	N;SG	N;SG
bentuk	شکل	bentuk	شکل	N;SG	N;SG
bentuk	فرم	bentuk	None	N;SG	N;SG
bentuk	شکل	bentuk	شکل	N;SG	N;SG
februari	فوریه	februari	فوریه	N;SG	N;SG
proses	فرایند	proses	فرایند	N;SG	N;SG
proses	پروسه	proses	پروسه	N;SG	N;SG
proses	فرآیند	proses	فرآیند	N;SG	N;SG
proses	روند	proses	روند	N;SG	N;SG
akhir	پایان	akhir	پایان	N;SG	N;SG
hasil	نتیجه	hasil	نتیجه	N;SG	N;SG
hasil	بازده	hasil	بازده	N;SG	N;SG
hasil	نتیجه	hasil	نتیجه	N;SG	N;SG
hasil	حاصل	hasil	حاصل	N;SG	N;SG
versi	نسخۀ	versi	نسخۀ	N;SG	N;SG
versi	نسخه	versi	نسخه	N;SG	N;SG
pemerintahan	دولتی	penperintahan	دولتی	N;SG	N;SG
pemerintahan	حکومت	penperintahan	حکومت	N;SG	N;SG
pemerintahan	دولت	penperintahan	دولت	N;SG	N;SG
pemerintahan	حاکمیت	penperintahan	حاکمیت	N;SG	N;SG
pemerintahan	ملکوت	penperintahan	ملکوت	N;SG	N;SG
republik	جمهوری	republik	جمهوری	N	N;SG
sering	غالبا	sering	غالبا	ADV	ADV
sering	اغلب	sering	اغلب	ADV	ADV
group	گروهبندی	group	گروهبندی	N	N;SG
group	گروپ	group	گروپ	N	N;SG
group	گروه	group	گروه	N	N;SG
buku	کتاب	buku	کتاب	N;SG	N;SG
buku	کتابی	buku	کتاب	N;SG	N;SG
buku	کتاب	buku	کتاب	N;SG	N;SG
suku	قبیله	suku	None	N;SG	N;SG
suku	قبیله	suku	None	N;SG	N;SG
suku	قبیله	suku	None	N;SG	N;SG
suku	پشتون	suku	پشتون	N;SG	N;SG
partai	مهمانی	partai	مهمان	N;SG	N;SG
partai	پارتی	partai	پارت	N;SG	N;SG
partai	مهمونی	partai	مهمونی	N;SG	N;SG
partai	حزب	partai	حزب	N;SG	N;SG
partai	جشن	partai	جشن	N;SG	N;SG
keluarga	خانواده	keluarga	خانواده	N;SG	N;SG
keluarga	فامیل	keluarga	فامیل	N;SG	N;SG
keluarga	خانوادگی	keluarga	خانوادگی	N;SG	N;SG
keluarga	خانواده	keluarga	خانواده	N;SG	N;SG
ilmu	علمی	ilmu	علمی	N;SG	N;SG
ilmu	علم	ilmu	علم	N;SG	N;SG
pengguna	کاربر	penguna	کاربر	N;SG	N;SG
luas	وسیع	luas	وسیع	N;SG	N;SG
luas	پهناور	luas	پهناور	N;SG	N;SG
luas	پهناور	luas	پهناور	N;SG	N;SG
luas	پهنا	luas	پهنا	N;SG	N;SG
luas	وسیع	luas	وسیع	N;SG	N;SG
luas	منطقه	luas	منطقه	N;SG	N;SG
luas	مساحت	luas	مساحت	N;SG	N;SG
luas	ناحیه	luas	ناحیه	N;SG	N;SG
acara	رویداد	acara	رویداد	N;SG	N;SG
acara	واقعه	acara	واقعه	N;SG	N;SG
acara	رخداد	acara	رخداد	N;SG	N;SG
asal	خاستگاه	asal	None	N;SG	N;SG
asal	مبدأ	asal	None	N;SG	N;SG
asal	منشأ	asal	منشأ	N;SG	N;SG
asal	مبدا	asal	مبدا	N;SG	N;SG
kapal	مجرا	kapal	None	N;SG	N;SG
kapal	سفینه	kapal	سفینه	N;SG	N;SG
kapal	کشتی	kapal	کشتی	N;SG	N;SG
kapal	کشتی	kapal	کشتی	N;SG	N;SG
kapal	قایق	kapal	None	N;SG	N;SG
kapal	کشتی	kapal	کشتی	N;SG	N;SG
sepak	سپک	sepak	سپک	N;SG;ACT	N;SG
kelompok	گروهبندی	kelompok	گروهبندی	N;SG	N;SG
kelompok	گروپ	kelompok	گروپ	N;SG	N;SG
kelompok	گروه	kelompok	گروه	N;SG	N;SG
agama	مذهب	agama	مذهب	N;SG	N;SG
agama	دین	agama	دین	N;SG	N;SG
agama	دینی	agama	دین	N;SG	N;SG
anda	تو	anda	تو	PRO;SG;2;FORM	PRO;SG;2
memberikan	بده	menberikan	داد#ده	V;SG;ACT	V;IMP;SG;2
eropa	اروپای	eropa	اروپا	N;SG	N;SG
