con	مع	con	مَعَ	ADP	ADP;ACC
estado	ولاية	estado	وِلَايَة	N;MASC;SG	N;NOM;INDF;SG
estado	الحالة	estado	حَالَة	N;MASC;SG	N;NOM;DEF;SG
estado	الدولة	estado	دَولَة	N;MASC;SG	N;NOM;DEF;SG
estado	حالة	estado	حَالَة	N;MASC;SG	N;NOM;INDF;SG
estado	شرط	estado	شَرط	N;MASC;SG	N;NOM;INDF;SG
estado	الحالة	estado	حَالَة	N;MASC;SG	N;NOM;DEF;SG
estado	الشرط	estado	شَرط	N;MASC;SG	N;NOM;DEF;SG
lugar	المكان	lugar	مَكَان	N;MASC;SG	N;NOM;DEF;SG
lugar	مكان	lugar	مَكَان	N;MASC;SG	N;NOM;INDF;SG
lugar	المكان	lugar	مَكَان	N;MASC;SG	N;NOM;DEF;SG
lugar	موقع	lugar	مَوقِع	N;MASC;SG	N;NOM;INDF;SG
lugar	الموقع	lugar	مَوقِع	N;MASC;SG	N;NOM;DEF;SG
lugar	المكان	lugar	مَكَان	N;MASC;SG	N;NOM;DEF;SG
primer	اول	primero	أَوَّل	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
primer	اولا	primero	أَوَّل	ADJ;MASC;SG	ADJ;ACC;INDF;MASC;SG
primer	الاول	primero	أَوَّل	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
primer	الاولى	primero	أَوَّل	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
nueva	جديد	nuevo	جَدِيد	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
nueva	جديدة	nuevo	جَدِيد	ADJ;FEM;SG	ADJ;NOM;INDF;FEM;SG
nueva	الجديد	nuevo	جَدِيد	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
historia	قصة	historia	قِصَّة	N;FEM;SG	N;NOM;INDF;SG
historia	حكاية	historia	حِكَايَة	N;FEM;SG	N;NOM;INDF;SG
historia	القصة	historia	قِصَّة	N;FEM;SG	N;NOM;DEF;SG
historia	التاريخ	historia	تَارِيخ	N;FEM;SG	N;NOM;DEF;SG
historia	تاريخ	historia	تَارِيخ	N;FEM;SG	N;NOM;INDF;SG
club	النادي	club	نَادِي	N;MASC;SG	N;NOM;DEF;SG
club	ناد	club	نَادِي	N;MASC;SG	N;NOM;INDF;SG
universidad	جامعة	universidad	جَامِعَة	N;FEM;SG	N;NOM;INDF;SG
universidad	الجامعة	universidad	جَامِعَة	N;FEM;SG	N;NOM;DEF;SG
universidad	كلية	universidad	كُلِّيَّة	N;FEM;SG	N;NOM;INDF;SG
universidad	الكلية	universidad	كُلِّيَّة	N;FEM;SG	N;NOM;DEF;SG
universidad	الجامعة	universidad	جَامِعَة	N;FEM;SG	N;NOM;DEF;SG
forma	شكل	forma	شَكل	N;FEM;SG	N;NOM;INDF;SG
forma	الشكل	forma	شَكل	N;FEM;SG	N;NOM;DEF;SG
forma	شكل	forma	شَكل	N;FEM;SG	N;NOM;INDF;SG
forma	الشكل	forma	شَكل	N;FEM;SG	N;NOM;DEF;SG
forma	استمارة	forma	اِستِمَارَة	N;FEM;SG	N;NOM;INDF;SG
forma	النموذج	forma	نَمُوذَج	N;FEM;SG	N;NOM;DEF;SG
tres	ثلاثة	tres	ثَلَاثَة	NUM;PL	NUM;NOM;INDF;MASC
tres	ثلاث	tres	ثَلَاثَة	NUM;PL	NUM;NOM;INDF;FEM
grupo	مجموعة	grupo	مَجمُوعَة	N;MASC;SG	N;NOM;INDF;SG
grupo	المجموعة	grupo	مَجمُوعَة	N;MASC;SG	N;NOM;DEF;SG
general	عام	general	عَام	N;SG	N;NOM;INDF;SG
general	لواء	general	لِوَاء	N;SG	N;NOM;INDF;SG
general	اللواء	general	لِوَاء	N;SG	N;NOM;DEF;SG
general	الجنرال	general	جِنِرَال	N;SG	N;NOM;DEF;SG
guerra	حرب	guerra	حَرب	N;FEM;SG	N;NOM;INDF;SG
guerra	الحرب	guerra	حَرب	N;FEM;SG	N;NOM;DEF;SG
tras	بعد	tras	بَعدَ	ADP	ADP;NOM
familia	عائلة	familia	عَائِلَة	N;FEM;SG	N;NOM;INDF;SG
familia	الاسرة	familia	أُسرَة	N;FEM;SG	N;NOM;DEF;SG
familia	اسرة	familia	أُسرَة	N;FEM;SG	N;NOM;INDF;SG
familia	العائلة	familia	عَائِلَة	N;FEM;SG	N;NOM;DEF;SG
además	ايضا	además	أَيضًا	ADV	ADV
sur	جنوب	sur	جَنُوب	N;MASC;SG	N;NOM;INDF;SG
sur	جنوبا	sur	جَنُوب	N;MASC;SG	N;ACC;INDF;SG
sur	الجنوب	sur	جَنُوب	N;MASC;SG	N;NOM;DEF;SG
sur	جنوب	sur	جَنُوب	N;MASC;SG	N;NOM;INDF;SG
tiempo	الجو	tiempo	جَوّ	N;MASC;SG	N;NOM;DEF;SG
tiempo	الطقس	tiempo	طَقس	N;MASC;SG	N;NOM;DEF;SG
tiempo	طقس	tiempo	طَقس	N;MASC;SG	N;NOM;INDF;SG
tiempo	وقت	tiempo	وَقت	N;MASC;SG	N;NOM;INDF;SG
tiempo	الزمن	tiempo	زَمَن	N;MASC;SG	N;NOM;DEF;SG
tiempo	الوقت	tiempo	وَقت	N;MASC;SG	N;NOM;DEF;SG
tiempo	زمن	tiempo	زَمَن	N;MASC;SG	N;NOM;INDF;SG
tiempo	الزمان	tiempo	زَمَان	N;MASC;SG	N;NOM;DEF;SG
provincia	مقاطعة	provincia	مُقَاطَعَة	N;FEM;SG	N;NOM;INDF;SG
provincia	المحافظة	provincia	مُحَافَظَة	N;FEM;SG	N;NOM;DEF;SG
provincia	محافظة	provincia	مُحَافَظَة	N;FEM;SG	N;NOM;INDF;SG
provincia	المقاطعة	provincia	مُقَاطَعَة	N;FEM;SG	N;NOM;DEF;SG
partido	حفلة	partido	حَفلَة	N;MASC;SG	N;NOM;INDF;SG
partido	الطرف	partido	طَرَف	N;MASC;SG	N;NOM;DEF;SG
partido	حزب	partido	حِزب	N;MASC;SG	N;NOM;INDF;SG
partido	حفل	partido	حَفل	N;MASC;SG	N;NOM;INDF;SG
partido	الحزب	partido	حِزب	N;MASC;SG	N;NOM;DEF;SG
partido	المطابقة	partido	مُطَابَقَة	N;MASC;SG	N;NOM;DEF;SG
partido	مطابقة	partido	مُطَابَقَة	N;MASC;SG	N;NOM;INDF;SG
partido	مباراة	partido	مُبَارَاة	N;MASC;SG	N;NOM;INDF;SG
partido	المباراة	partido	مُبَارَاة	N;MASC;SG	N;NOM;DEF;SG
contra	ضد	contra	ضِدَّ	ADP	ADP;ACC
encuentra	يجد	encontrar	وَجَد	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
encuentra	يعثر	encontrar	عَثَر	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
encuentra	يخلص	encontrar	خَلَص	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
municipio	البلدية	municipio	بَلَدِيَّة	N;MASC;SG	N;NOM;DEF;SG
municipio	بلدية	municipio	بَلَدِيَّة	N;MASC;SG	N;NOM;INDF;SG
bajo	تحت	bajo	تَحتَ	ADP	ADP;ACC
serie	مسلسل	serie	مُسَلسَل	N;FEM;SG	N;NOM;INDF;SG
serie	سلسلة	serie	سِلسِلَة	N;FEM;SG	N;NOM;INDF;SG
serie	السلسلة	serie	سِلسِلَة	N;FEM;SG	N;NOM;DEF;SG
equipo	الفريق	equipo	فَرِيق	N;MASC;SG	N;NOM;DEF;SG
equipo	فريق	equipo	فَرِيق	N;MASC;SG	N;NOM;INDF;SG
norte	شمال	norte	شَمَال	N;MASC;SG	N;NOM;INDF;SG
norte	شمالا	norte	شَمَال	N;MASC;SG	N;ACC;INDF;SG
norte	الشمال	norte	شَمَال	N;MASC;SG	N;NOM;DEF;SG
norte	شمال	norte	شَمَال	N;MASC;SG	N;NOM;INDF;SG
río	النهر	río	نَهر	N;MASC;SG	N;NOM;DEF;SG
río	نهر	río	نَهر	N;MASC;SG	N;NOM;INDF;SG
inglés	الانجليزية	inglés	إِنجلِيزِيَّة	N;MASC;SG	N;NOM;DEF;SG
nuevo	جديد	nuevo	جَدِيد	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
nuevo	جديدة	nuevo	جَدِيد	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
nuevo	الجديد	nuevo	جَدِيد	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
septiembre	ايلول	septiembre	أَيلُول	N	N;NOM;INDF;SG
septiembre	سبتمبر	septiembre	سِبتَمبِر	N	N;GEN;INDF;SG
octubre	اكتوبر	octubre	أُكتُوبِر	N	N;GEN;INDF;SG
segunda	ثانيا	segundo	ثَانِي	ADJ;FEM;SG	ADJ;ACC;INDF;MASC;SG
segunda	الثاني	segundo	ثَانِي	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
segunda	الثانية	segundo	ثَانِي	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
discusión	مناقشة	discusión	مُنَاقَشَة	N;FEM;SG	N;NOM;INDF;SG
discusión	نقاش	discusión	نِقَاش	N;FEM;SG	N;NOM;INDF;SG
discusión	المناقشة	discusión	مُنَاقَشَة	N;FEM;SG	N;NOM;DEF;SG
gobierno	الحوكمة	gobierno	حُوكمَة	N;MASC;SG	N;NOM;DEF;SG
gobierno	الحكم	gobierno	حُكم	N;MASC;SG	N;NOM;DEF;SG
gobierno	الحكومة	gobierno	حُكُومَة	N;MASC;SG	N;NOM;DEF;SG
gobierno	حكومة	gobierno	حُكُومَة	N;MASC;SG	N;NOM;INDF;SG
condado	مقاطعة	condado	مُقَاطَعَة	N;MASC;SG	N;NOM;INDF;SG
condado	المقاطعة	condado	مُقَاطَعَة	N;MASC;SG	N;NOM;DEF;SG
final	نهاية	final	نِهَايَة	N;MASC;SG	N;NOM;INDF;SG
final	النهاية	final	نِهَايَة	N;MASC;SG	N;NOM;DEF;SG
final	خاتمة	final	خاتمة	N;MASC;SG	N;NOM;INDF;SG
final	الخاتمة	final	خَاتِم	N;MASC;SG	N;NOM;DEF;SG
final	نهائي	final	نِهَائِيّ	N;MASC;SG	N;NOM;INDF;SG
vida	الحياة	vida	حَيَاة	N;FEM;SG	N;NOM;DEF;SG
vida	الحياه	vida	حِيَاه	N;FEM;SG	N;NOM;DEF;SG
vida	حياة	vida	حَيَاة	N;FEM;SG	N;NOM;INDF;SG
personas	اشخاص	persona	شَخص	N;FEM;PL	N;NOM;INDF;PL
personas	اناس	persona	اناس	N;FEM;PL	N;NOM;INDF;PL
personas	الاشخاص	persona	شَخص	N;FEM;PL	N;NOM;DEF;PL
personas	الناس	persona	إِنسَان	N;FEM;PL	N;NOM;DEF;PL
español	الاسبانية	español	إِسبَانِيَّة	N;MASC;SG	N;NOM;DEF;SG
centro	المركز	centro	مَركَز	N;MASC;SG	N;NOM;DEF;SG
centro	المنتصف	centro	مُنتَصَف	N;MASC;SG	N;NOM;DEF;SG
centro	الوسط	centro	وَسط	N;MASC;SG	N;NOM;DEF;SG
centro	مركز	centro	مَركَز	N;MASC;SG	N;NOM;INDF;SG
centro	المركز	centro	مَركَز	N;MASC;SG	N;NOM;DEF;SG
centro	مركز	centro	مَركَز	N;MASC;SG	N;NOM;INDF;SG
julio	يوليو	julio	يُولِيُو	N	N;GEN;INDF;SG
julio	تموز	julio	تَمُّوز	N	N;GEN;INDF;SG
país	بلد	país	بَلَد	N;MASC;SG	N;NOM;INDF;SG
país	البلد	país	بَلَد	N;MASC;SG	N;NOM;DEF;SG
web	الشبكة	web	شَبَكَة	N;FEM;SG	N;NOM;DEF;SG
web	الويب	web	وَيب	N;FEM;SG	N;NOM;DEF;SG
internacional	الدولية	internacional	دُوَلِيّ	ADJ;SG	ADJ;NOM;DEF;FEM;SG
internacional	الدولي	internacional	دُوَلِيّ	ADJ;SG	ADJ;NOM;DEF;MASC;SG
internacional	دولية	internacional	دُوَلِيّ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
internacional	دولي	internacional	دُوَلِيّ	ADJ;SG	ADJ;NOM;INDF;MASC;SG
santa	المقدسة	santo	مُقَدَّس	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
santa	مقدس	santo	مَقدَس	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
oficial	رسمي	oficial	رَسمِيّ	ADJ;SG	ADJ;NOM;INDF;MASC;SG
oficial	الرسمي	oficial	رَسمِيّ	ADJ;SG	ADJ;NOM;DEF;MASC;SG
oficial	رسمية	oficial	رَسمِيّ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
oficial	ضابطة	oficial	ضَابِط	ADJ;SG	ADJ;NOM;INDF;FEM;SG
mundo	عالم	mundo	عَالَم	N;MASC;SG	N;NOM;INDF;SG
mundo	الدنيا	mundo	دِنِّيَا	N;MASC;SG	N;NOM;DEF;SG
mundo	العالم	mundo	عَالَم	N;MASC;SG	N;NOM;DEF;SG
embargo	الحظر	embargo	حَظر	N;MASC;SG	N;NOM;DEF;SG
mayo	مايو	mayo	مَايُو	N	N;GEN;INDF;SG
mayo	ايار	mayo	أَيَّار	N	N;NOM;INDF;SG
temporada	موسم	temporada	مَوسِم	N;FEM;SG	N;NOM;INDF;SG
temporada	الموسم	temporada	مَوسِم	N;FEM;SG	N;NOM;DEF;SG
luego	اذن	luego	إِذَن	ADV	ADV
marzo	المسيرة	marzo	مَسِيرَة	N	N;NOM;DEF;SG
marzo	مارس	marzo	مَارِس	N	N;GEN;INDF;SG
marzo	مسيرة	marzo	مَسِيرَة	N	N;NOM;INDF;SG
marzo	اذار	marzo	آذَار	N	N;NOM;INDF;SG
día	اليوم	día	يَوم	N;MASC;SG	N;ACC;DEF;SG
día	يوم	día	يَوم	N;MASC;SG	N;NOM;INDF;SG
enero	يناير	enero	يَنَايِر	N	N;GEN;INDF;SG
enero	يناير	enero	يَنَايِر	N	N;GEN;INDF;SG
número	عدد	número	عَدَد	N;MASC;SG	N;NOM;INDF;SG
número	العدد	número	عَدَد	N;MASC;SG	N;NOM;DEF;SG
número	الرقم	número	رَقم	N;MASC;SG	N;NOM;DEF;SG
número	رقم	número	رَقم	N;MASC;SG	N;NOM;INDF;SG
agosto	اغسطس	agosto	أَغُسطُس	N	N;GEN;INDF;SG
agosto	اغسطس	agosto	أَغُسطُس	N	N;GEN;INDF;SG
diciembre	ديسمبر	diciembre	دِيسَمبِر	N	N;GEN;INDF;SG
artículo	مقالة	artículo	مَقَالَة	N;MASC;SG	N;NOM;INDF;SG
artículo	مقال	artículo	مَقَال	N;MASC;SG	N;NOM;INDF;SG
artículo	المقالة	artículo	مُقَال	N;MASC;SG	N;NOM;DEF;SG
artículo	المادة	artículo	مَادَّة	N;MASC;SG	N;NOM;DEF;SG
artículo	العنصر	artículo	عُنصُر	N;MASC;SG	N;NOM;DEF;SG
artículo	عنصر	artículo	عُنصُر	N;MASC;SG	N;NOM;INDF;SG
artículo	بند	artículo	بَند	N;MASC;SG	N;NOM;INDF;SG
artículo	البند	artículo	بَند	N;MASC;SG	N;NOM;DEF;SG
noviembre	نوفمبر	noviembre	نُوفِمبِر	N	N;GEN;INDF;SG
noviembre	نوفمبر	noviembre	نُوفِمبِر	N	N;GEN;INDF;SG
estaba	كانت	estar	كَان	V;IND;SG;3;IPFV;FIN	V;PFV;FEM;SG;3;ACT
estaba	كان	estar	كَان	V;IND;SG;3;IPFV;FIN	V;PFV;MASC;SG;3;ACT
abril	ابريل	abril	أَبرِيل	N	N;GEN;INDF;SG
abril	نيسان	abril	نِيسَان	N	N;NOM;INDF;SG
total	مجموع	total	مَجمُوع	ADJ;SG	ADJ;NOM;INDF;MASC;SG
total	الاجمالي	total	إِجمَالِيّ	ADJ;SG	ADJ;NOM;DEF;MASC;SG
región	منطقة	región	مِنطَقَة	N;FEM;SG	N;NOM;INDF;SG
región	المنطقة	región	مِنطَقَة	N;FEM;SG	N;NOM;DEF;SG
sistema	نظام	sistema	نِظَام	N;MASC;SG	N;NOM;INDF;SG
sistema	النظام	sistema	نِظَام	N;MASC;SG	N;NOM;DEF;SG
sistema	المنظومة	sistema	مَنظُومَة	N;MASC;SG	N;NOM;DEF;SG
habitantes	السكان	habitante	سَاكِن	N;PL	N;NOM;DEF;PL
habitantes	المقيمون	habitante	مُقَيَّم	N;PL	N;NOM;DEF;PL
real	حقيقي	real	حَقِيقِيّ	ADJ;SG	ADJ;NOM;INDF;MASC;SG
real	حقيقية	real	حَقِيقِيّ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
página	صفحة	página	صَفحَة	N;FEM;SG	N;NOM;INDF;SG
página	الصفحة	página	صَفحَة	N;FEM;SG	N;NOM;DEF;SG
mundial	عالميا	mundial	عَالَمِيّ	ADJ;SG	ADJ;ACC;INDF;MASC;SG
mundial	العالمي	mundial	عَالَمِيّ	ADJ;SG	ADJ;NOM;DEF;MASC;SG
mundial	عالمي	mundial	عَالَمِيّ	ADJ;SG	ADJ;NOM;INDF;MASC;SG
mundial	عالمية	mundial	عَالَمِيّ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
mundial	عالميا	mundial	عَالَمِيّ	ADJ;SG	ADJ;ACC;INDF;MASC;SG
mundial	العالمي	mundial	عَالَمِيّ	ADJ;SG	ADJ;NOM;DEF;MASC;SG
mundial	العالمية	mundial	عَالَمِيّ	ADJ;SG	ADJ;NOM;DEF;FEM;SG
música	موسيقى	música	مُوسِيقِيّ	N;FEM;SG	N;NOM;INDF;SG
música	موسيقي	música	مُوسِيقِيّ	N;FEM;SG	N;NOM;INDF;SG
música	الموسيقى	música	الموسيقى	N;FEM;SG	N;NOM;DEF;SG
presidente	الرئيسة	presidente	رَئِيسَة	N;MASC;SG	N;NOM;DEF;SG
presidente	الرئيس	presidente	رَئِيس	N;MASC;SG	N;NOM;DEF;SG
presidente	رئيس	presidente	رَئِيس	N;MASC;SG	N;NOM;INDF;SG
presidente	الرئيس	presidente	رَئِيس	N;MASC;SG	N;NOM;DEF;SG
casa	المنزل	casa	مَنزِل	N;FEM;SG	N;NOM;DEF;SG
casa	منزل	casa	مَنزِل	N;FEM;SG	N;NOM;INDF;SG
casa	البيت	casa	بَيت	N;FEM;SG	N;NOM;DEF;SG
casa	المنزل	casa	مَنزِل	N;FEM;SG	N;NOM;DEF;SG
casa	الوطن	casa	وَطَن	N;FEM;SG	N;NOM;DEF;SG
casa	منزل	casa	مَنزِل	N;FEM;SG	N;NOM;INDF;SG
casa	البيت	casa	بَيت	N;FEM;SG	N;NOM;DEF;SG
sólo	فقط	sólo	فَقَط	ADV	ADV
sólo	فقط	sólo	فَقَط	ADV	ADV
álbum	الالبوم	álbum	أَلبُوم	N;MASC;SG	N;NOM;DEF;SG
debido	المستحقة	debido	مُستَحِقّ	ADJ	ADJ;NOM;DEF;FEM;SG
junio	حزيران	junio	حَزِيرَان	N	N;NOM;INDF;SG
junio	يونيو	junio	يُونِيُو	N	N;GEN;INDF;SG
febrero	فبراير	febrero	فِبرَايِر	N	N;GEN;INDF;SG
febrero	شباط	febrero	شُبَاط	N	N;NOM;INDF;SG
ella	هي	él	هُوَ	PRO;FEM;SG;3	PRO;NOM;FEM;SG;3
ella	هي	él	هُوَ	PRO;FEM;SG;3	PRO;NOM;FEM;SG;3
solo	فقط	solo	فَقَط	ADV	ADV
solo	فقط	solo	فَقَط	ADV	ADV
tipo	النوع	tipo	نَوع	N;MASC;SG	N;NOM;DEF;SG
tipo	نوع	tipo	نَوع	N;MASC;SG	N;NOM;INDF;SG
obra	العمل	obra	عَمَل	N;FEM;SG	N;NOM;DEF;SG
obra	عمل	obra	عَمَل	N;FEM;SG	N;NOM;INDF;SG
iglesia	كنيسة	iglesia	كَنِيسَة	N;FEM;SG	N;NOM;INDF;SG
iglesia	الكنيسة	iglesia	كَنِيسَة	N;FEM;SG	N;NOM;DEF;SG
película	الفيلم	película	فِيلم	N;FEM;SG	N;NOM;DEF;SG
película	فيلم	película	فِيلم	N;FEM;SG	N;NOM;INDF;SG
película	الفلم	película	فَلَّم	N;FEM;SG	N;NOM;DEF;SG
película	الفيلم	película	فِيلم	N;FEM;SG	N;NOM;DEF;SG
película	فيلم	película	فِيلم	N;FEM;SG	N;NOM;INDF;SG
entonces	اذن	entonces	إِذَن	ADV	ADV
banda	فرقة	banda	فِرقَة	N;FEM;SG	N;NOM;INDF;SG
banda	الفرقة	banda	فِرقَة	N;FEM;SG	N;NOM;DEF;SG
banda	العصابة	banda	عَصَابَة	N;FEM;SG	N;NOM;DEF;SG
banda	عصابة	banda	عِصَابَة	N;FEM;SG	N;NOM;INDF;SG
cuatro	اربع	cuatro	أَربَعَة	NUM;PL	NUM;NOM;INDF;FEM
cuatro	اربعة	cuatro	أَربَعَة	NUM;PL	NUM;NOM;INDF;MASC
zona	منطقة	zona	مِنطَقَة	N;FEM;SG	N;NOM;INDF;SG
zona	المنطقة	zona	مِنطَقَة	N;FEM;SG	N;NOM;DEF;SG
zona	مساحة	zona	مِسَاحَة	N;FEM;SG	N;NOM;INDF;SG
zona	المساحة	zona	مِسَاحَة	N;FEM;SG	N;NOM;DEF;SG
zona	منطقة	zona	مِنطَقَة	N;FEM;SG	N;NOM;INDF;SG
zona	المنطقة	zona	مِنطَقَة	N;FEM;SG	N;NOM;DEF;SG
televisión	تلفاز	televisión	تَلفَاز	N;FEM;SG	N;NOM;INDF;SG
televisión	التلفاز	televisión	تَلَفُّز	N;FEM;SG	N;NOM;DEF;SG
televisión	تلفزيون	televisión	تِلفِزيُون	N;FEM;SG	N;NOM;INDF;SG
televisión	التلفزيون	televisión	تِلفِزيُون	N;FEM;SG	N;NOM;DEF;SG
principal	رئيسية	principal	رَئِيسِيّ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
principal	الرئيسية	principal	رَئِيسِيّ	ADJ;SG	ADJ;NOM;DEF;FEM;SG
rey	الملك	rey	مَلِك	N;MASC;SG	N;NOM;DEF;SG
