hän	그녀는	hän	그녀+는	PRO;NOM;SG;3	PRO
elokuva	영화	elo#kuva	영화	N;NOM;SG	N
elokuva	영화	elo#kuva	영화	N;NOM;SG	N
saksan	독일인	saksa	독일인	N;GEN;SG	N
kaupunki	시내	kaupunki	시내	N;NOM;SG	N
kaupunki	도시	kaupunki	도시	N;NOM;SG	N
kaupunki	마을	kaupunki	마을	N;NOM;SG	N
kaupunki	도시	kaupunki	도시	N;NOM;SG	N
käyttää	사용하기	käyttää	사용+하+기	V;IND;SG;PRS;FIN;ACT	V
käyttää	이용하기	käyttää	이용+하+기	V;IND;SG;PRS;FIN;ACT	V
käyttää	사용하기	käyttää	사용+하+기	V;IND;SG;PRS;FIN;ACT	V
alueen	지방	alue	지방	N;GEN;SG	N
alueen	지역	alue	지역	N;GEN;SG	N
yhtye	밴드	yhtye	밴드	N;NOM;SG	N
heidän	그들의	hän	그+들+의	PRO;GEN;PL;3	PRO
saanut	받았습니다	saada	받+았+습니다	V;NOM;SG;V.PTCP;ACT	V
saanut	받은	saada	받+ㄴ	V;NOM;SG;V.PTCP;ACT	V
ranskan	프랑스인	ranska	프랑스인	N;GEN;SG	N
pelaaja	재생기	pelaaja	재생기	N;NOM;SG	N
pelaaja	선수	pelaaja	선수	N;NOM;SG	N
pelaaja	게이머	pelaaja	게이머	N;NOM;SG	N
lähes	거의	lähes	거의	ADV	ADV
taas	다시	taas	다시	ADV	ADV
taas	또다시	taas	또다시	ADV	ADV
albumi	앨범	albumi	앨범	N;NOM;SG	N
albumi	음반	albumi	음반	N;NOM;SG	N
alle	아래에	alle	아래+에	ADV	ADV
siellä	거기에	siellä	거기+에	ADV	ADV
laulu	보컬	laulu	보+니+ㄴ	N;NOM;SG	N
laulu	노래	laulu	노래	N;NOM;SG	N
laulu	노래	laulu	노래	N;NOM;SG	N
jopa	심지어	jopa	심지어	ADV	ADV
välillä	가끔	välillä	가끔	ADV	ADV
välillä	때때로	välillä	때때로	ADV	ADV
erityisesti	특히	erityisesti	특히	ADV	ADV
tässä	여기	tämä	여기	PRO;IN+ESS;SG	PRO
joukkue	분대	joukkue	분대	N;NOM;SG	N
joukkue	스쿼드	joukkue	스쿼드	N;NOM;SG	N
joukkue	소대	joukkue	소대	N;NOM;SG	N
luettelo	목록	luettelo	목록	N;NOM;SG	N
luettelo	명단	luettelo	명단	N;NOM;SG	N
edelleen	아직도	edelleen	아직도	ADV	ADV
edelleen	여전히	edelleen	여전+히	ADV	ADV
alue	지방	alue	지방	N;NOM;SG	N
alue	지역	alue	지역	N;NOM;SG	N
alue	지대	alue	지대	N;NOM;SG	N
alue	영역	alue	영역	N;NOM;SG	N
alue	구역	alue	구역	N;NOM;SG	N
alue	영역	alue	영역	N;NOM;SG	N
alue	지역	alue	지역	N;NOM;SG	N
maailman	세상	maailma	세상	N;GEN;SG	N
maailman	세계	maailma	세계	N;GEN;SG	N
kirjailija	소설가	kirjailija	소설가	N;NOM;SG	N
kirjailija	작가	kirjailija	작가	N;NOM;SG	N
kirjailija	작가	kirjailija	작가	N;NOM;SG	N
kirjailija	저자	kirjailija	저자	N;NOM;SG	N
kirjailija	제작자	kirjailija	제작자	N;NOM;SG	N
kirjailija	작성자	kirjailija	작성자	N;NOM;SG	N
sodan	전쟁	sota	전쟁	N;GEN;SG	N
elokuvan	영화	elo#kuva	영화	N;GEN;SG	N
takaisin	다시	takaisin	다시	ADV	ADV
takaisin	뒤로	takaisin	뒤+로	ADV	ADV
kappale	문단	kappale	문단	N;NOM;SG	N
kappale	단락	kappale	단락	N;NOM;SG	N
kappale	노래	kappale	노래	N;NOM;SG	N
kitara	기타	kitara	기타	N;NOM;SG	N
pituus	키는	pituus	키+는	N;NOM;SG	N
aika	시간	aika	시간	N;NOM;SG	N
kirkko	교회	kirkko	교회	N;NOM;SG	N
levy	앨범	levy	앨범	N;NOM;SG	N
levy	음반	levy	음반	N;NOM;SG	N
levy	레코드	levy	레코드	N;NOM;SG	N
levy	녹음	levy	녹음	N;NOM;SG	N
levy	녹화	levy	녹화	N;NOM;SG	N
levy	기록	levy	기록	N;NOM;SG	N
levy	디스크	levy	디스크	N;NOM;SG	N
levy	디스크	levy	디스크	N;NOM;SG	N
julkaistu	출판됨	julkaista	출판+되+ㄴ	V;NOM;SG;V.PTCP;PASS	V
lisätty	추가되었습니다	lisätä	추가+되+었+습니다	V;NOM;SG;V.PTCP;PASS	V
lisätty	추가됨	lisätä	추가+되+ㄴ	V;NOM;SG;V.PTCP;PASS	V
olemassa	존재함	olla	존재+하+ㅁ	V;IN+ESS;SG;NFIN;ACT	V
olemassa	존재함	olla	존재+하+ㅁ	V;IN+ESS;SG;NFIN;ACT	V
albumin	앨범	albumi	앨범	N;GEN;SG	N
albumin	음반	albumi	음반	N;GEN;SG	N
kirkon	교회	kirkko	교회	N;GEN;SG	N
viisi	다섯	viisi	다섯	NUM;NOM;SG	NUM
artikkeli	기사	artikkeli	기사	N;NOM;SG	N
uudelleen	다시	uudelleen	다시	ADV	ADV
uudelleen	또다시	uudelleen	또다시	ADV	ADV
lähde	출처	lähde	출처	N;NOM;SG	N
pronssia	청동기	pronssi	청동기	N;PRT;SG	N
poika	소년	poika	소년	N;NOM;SG	N
poika	남자아이	poika	남자아+이	N;NOM;SG	N
poika	아들	poika	아들	N;NOM;SG	N
sisältää	포함함	sisältää	포함+하+ㅁ	V;IND;SG;3;PRS;FIN;ACT	V
sisältää	포함됨	sisältää	포함+되+ㄴ	V;IND;SG;3;PRS;FIN;ACT	V
sisältää	포함됨	sisältää	포함+되+ㄴ	V;IND;SG;3;PRS;FIN;ACT	V
joskus	가끔	joskus	가끔	ADV	ADV
joskus	때때로	joskus	때때로	ADV	ADV
aikaa	시간	aika	시간	N;PRT;SG	N
laulaja	가수	laulaja	가수	N;NOM;SG	N
luokan	카테고리	luokka	카테고리	N;GEN;SG	N
luokan	범주	luokka	범주	N;GEN;SG	N
luokan	분류	luokka	분류	N;GEN;SG	N
luokan	학급	luokka	학급	N;GEN;SG	N
luokan	계급	luokka	계급	N;GEN;SG	N
luokan	클래스	luokka	클래스	N;GEN;SG	N
luokan	수업	luokka	수업	N;GEN;SG	N
lähinnä	주로	lähinnä	주로	ADV	ADV
lähinnä	주로	lähinnä	주로	ADV	ADV
muutti	변경되었습니다	muuttaa	변경+되+었+습니다	V;IND;SG;3;PST;FIN;ACT	V
muutti	변경됨	muuttaa	변경+되+ㄴ	V;IND;SG;3;PST;FIN;ACT	V
hyvä	좋다	hyvä	좋+다	ADJ;NOM;SG	ADJ
rummut	드럼	rumpu	들+요	N;NOM;PL	N
itä	동부	itä	동부	N;NOM;SG	N
itä	동부	itä	동부	N;NOM;SG	N
maa	나라	maa	나라	N;NOM;SG	N
maa	국가	maa	국가	N;NOM;SG	N
maa	지구	maa	지구	N;NOM;SG	N
kausi	계절	kausi	계절	N;NOM;SG	N
artikkeleita	기사	artikkeli	기사	N;PRT;PL	N
jälleen	다시	jälleen	다시	ADV	ADV
jälleen	또다시	jälleen	또다시	ADV	ADV
presidentti	회장	presidentti	회장	N;NOM;SG	N
presidentti	대통령	presidentti	대통령	N;NOM;SG	N
keski	중간	keski	중간	N;NOM;SG	N
keski	가운데	keski	가운데	N;NOM;SG	N
ensin	우선	ensin	우선	ADV	ADV
ensin	먼저	ensin	먼저	ADV	ADV
voitto	이익	voitto	이익	N;NOM;SG	N
voitto	승리	voitto	승리	N;NOM;SG	N
voitto	승리	voitto	승리	N;NOM;SG	N
voitto	우승	voitto	우승	N;NOM;SG	N
voitto	승리	voitto	승리	N;NOM;SG	N
liittyi	가입했습니다	liittyä	가입+하+었+습니다	V;IND;SG;3;PST;FIN;ACT	V
saada	받기	saada	받+기	V;SG;NFIN;ACT	V
määrä	볼륨	määrä	볼륨	N;NOM;SG	N
määrä	금액	määrä	금액	N;NOM;SG	N
määrä	수량	määrä	수량	N;NOM;SG	N
alkaa	시작하기	alkaa	시작+하+기	V;IND;SG;3;PRS;FIN;ACT	V
yhtiö	회사	yhtiö	회사	N;NOM;SG	N
yhtiö	기업	yhtiö	기업	N;NOM;SG	N
laivaston	해군	laivasto	해군	N;GEN;SG	N
laivaston	함대	laivasto	함대	N;GEN;SG	N
laji	스포츠	laji	스포츠	N;NOM;SG	N
laji	종족	laji	종족	N;NOM;SG	N
täysin	완전히	täysin	완전+히	ADV	ADV
täysin	완전히	täysin	완전+히	ADV	ADV
britannian	영국인	britannia	영국인	N;GEN;SG	N
valtion	상태	valtio	상태	N;GEN;SG	N
valtion	국가	valtio	국가	N;GEN;SG	N
sarja	직렬	sarja	직렬	N;NOM;SG	N
sarja	순서	sarja	순서	N;NOM;SG	N
sarja	시퀀스	sarja	시퀀스	N;NOM;SG	N
naisten	여성	nainen	여성	N;GEN;PL	N
naisten	여자들	nainen	여자+들	N;GEN;PL	N
naisten	여자	nainen	여자	N;GEN;PL	N
naisten	여성	nainen	여성	N;GEN;PL	N
erittäin	아주	erittäin	아주	ADV	ADV
erittäin	매우	erittäin	매우	ADV	ADV
erittäin	극도로	erittäin	극도+로	ADV	ADV
ainoastaan	오직	ainoastaan	오직	ADV	ADV
professori	교수	professori	교수	N;NOM;SG	N
professori	교수님	professori	교수+님	N;NOM;SG	N
prosenttia	비율	prosentti	비율	N;PRT;SG	N
armeijan	군사	armeija	군사	N;GEN;SG	N
armeijan	육군	armeija	육군	N;GEN;SG	N
armeijan	군대	armeija	군대	N;GEN;SG	N
käytetty	사용함	käyttää	사용+하+ㅁ	V;NOM;SG;V.PTCP;PASS	V
käytetty	사용됨	käyttää	사용+되+ㄴ	V;NOM;SG;V.PTCP;PASS	V
kesällä	여름	kesä	여름	N;AT+ESS
;SG	N
länsi	서양	länteä	서양	N;NOM;SG	N
kylä	마을	kylä	마을	N;NOM;SG	N
ehkä	아마도	ehkä	아마도	ADV	ADV
ehkä	아마	ehkä	아마	ADV	ADV
ehkä	아마도	ehkä	아마도	ADV	ADV
ehkä	아마	ehkä	아마	ADV	ADV
jäsen	회원	jäsen	회원	N;NOM;SG	N
miesten	멘트	mies	멘트	N;GEN;PL	N
miesten	남성	mies	남성	N;GEN;PL	N
miesten	남자	mies	남자	N;GEN;PL	N
tietoa	정보	tieto	정보	N;PRT;SG	N
tietoa	자료	tieto	자료	N;PRT;SG	N
tietoa	데이터	tieto	데이터	N;PRT;SG	N
tietoa	지식인	tieto	지식인	N;PRT;SG	N
tietoa	지식	tieto	지식	N;PRT;SG	N
kokonaan	완전히	kokonaan	완전+히	ADV	ADV
kieli	언어	kieli	언어	N;NOM;SG	N
lopussa	종료	loppu	종료	N;IN+ESS;SG	N
isä	아버지	isä	아버지	N;NOM;SG	N
hallituksen	정부	hallitus	정부	N;GEN;SG	N
poliitikko	정치인	poliitikko	정치인	N;NOM;SG	N
poliitikko	정치가	poliitikko	정치+가	N;NOM;SG	N
poliitikko	정치	poliitikko	정치	N;NOM;SG	N
pelin	게임	peli	게임	N;GEN;SG	N
pelin	경기	peli	경기	N;GEN;SG	N
versio	버전	versio	버전	N;NOM;SG	N
live	생방송	live	생방송	N;NOM;SG	N
päättyi	종료되었습니다	päättyä	종료+되+었+습니다	V;IND;SG;3;PST;FIN;ACT	V
sopimuksen	협정	sopimus	협정	N;GEN;SG	N
sopimuksen	합의	sopimus	합의	N;GEN;SG	N
sopimuksen	계약	sopimus	계약	N;GEN;SG	N
center	중앙	center	중앙	N;NOM;SG	N
center	중심	center	중심	N;NOM;SG	N
johtaja	감독	johtaja	감독	N;NOM;SG	N
johtaja	관리자	johtaja	관리자	N;NOM;SG	N
johtaja	지도자	johtaja	지도자	N;NOM;SG	N
melko	상당히	melko	상당+히	ADV	ADV
alla	아래에	alla	아래+에	ADV	ADV
yhä	아직도	yhä	아직도	ADV	ADV
yhä	여전히	yhä	여전+히	ADV	ADV
nimet	이름	nimi	이름	N;NOM;PL	N
aluksen	선박	alus	선박	N;GEN;SG	N
aluksen	선박	alus	선박	N;GEN;SG	N
tosin	비록	tosin	비록	ADV	ADV
oikea	올바른	oikea	올바르+ㄴ	ADJ;NOM;SG	ADJ
jäsenet	구성원	jäsen	구성원	N;NOM;PL	N
jäsenet	멤버들	jäsen	멤버+들	N;NOM;PL	N
pääasiassa	주로	pääasiassa	주로	ADV	ADV
pääasiassa	주로	pääasiassa	주로	ADV	ADV
pääasiassa	주로	pääasiassa	주로	ADV	ADV
kilpailun	경쟁	kilpailu	경쟁	N;GEN;SG	N
kilpailun	대회	kilpailu	대회	N;GEN;SG	N
luokka	카테고리	luokka	카테고리	N;NOM;SG	N
luokka	범주	luokka	범주	N;NOM;SG	N
luokka	분류	luokka	분류	N;NOM;SG	N
luokka	학급	luokka	학급	N;NOM;SG	N
luokka	계급	luokka	계급	N;NOM;SG	N
luokka	클래스	luokka	클래스	N;NOM;SG	N
luokka	수업	luokka	수업	N;NOM;SG	N
toiminta	행동	toiminta	행동	N;NOM;SG	N
toiminta	활동	toiminta	활동	N;NOM;SG	N
toiminta	작업	toiminta	작업	N;NOM;SG	N
toiminta	동작	toiminta	동작	N;NOM;SG	N
toiminta	액션	toiminta	액션	N;NOM;SG	N
toiminta	활동	toiminta	활동	N;NOM;SG	N
toiminta	작동	toiminta	작동	N;NOM;SG	N
toiminta	작전	toiminta	작전	N;NOM;SG	N
toiminta	활동	toiminta	활동	N;NOM;SG	N
historia	역사	historia	역사	N;NOM;SG	N
historia	내역	historia	내역	N;NOM;SG	N
historia	기록	historia	기록	N;NOM;SG	N
yliopisto	대학교	yli#opisto	대학교	N;NOM;SG	N
yliopisto	대학	yli#opisto	대학	N;NOM;SG	N
yliopisto	대학교	yli#opisto	대학교	N;NOM;SG	N
yliopisto	대학	yli#opisto	대학	N;NOM;SG	N
syksyllä	가을	syksy	가을	N;AT+ESS
;SG	N
tarkoitus	목적	tarkoitus	목적	N;NOM;SG	N
edes	심지어	edes	심지어	ADV	ADV
kuvaa	사진	kuva	사진	N;PRT;SG	N
kuvaa	사진	kuva	사진	N;PRT;SG	N
kuvaa	그림	kuva	그림	N;PRT;SG	N
alusta	플랫폼	alku	플랫폼	N;IN+ABL;SG	N
alusta	선박	alku	선박	N;IN+ABL;SG	N
alusta	섀시	alku	섀시	N;IN+ABL;SG	N
luku	숫자	luku	숫자	N;NOM;SG	N
luku	번호	luku	번호	N;NOM;SG	N
säveltäjä	작곡가	säveltäjä	작곡가	N;NOM;SG	N
käyttö	사용법	käyttö	사용법	N;NOM;SG	N
käyttö	사용량	käyttö	사용량	N;NOM;SG	N
käyttö	사용	käyttö	사용	N;NOM;SG	N
käyttö	사용	käyttö	사용	N;NOM;SG	N
käyttö	이용	käyttö	이용	N;NOM;SG	N
ihmisen	인간	ihminen	인간	N;GEN;SG	N
ihmisen	인체	ihminen	인체	N;GEN;SG	N
mies	남성	mies	남성	N;NOM;SG	N
mies	남자	mies	남자	N;NOM;SG	N
mies	남성	mies	남성	N;NOM;SG	N
mies	사람	mies	사람	N;NOM;SG	N
sota	전쟁	sota	전쟁	N;NOM;SG	N
loppuun	완료	loppu	완료	N;IN+ALL;SG	N
etenkin	특히	etenkin	특히	ADV	ADV
palkinto	보상	palkinto	보상	N;NOM;SG	N
asui	살았던	asua	살+았+던	V;IND;SG;3;PST;FIN;ACT	V
amerikan	미국인	amerikka	미국인	N;GEN;SG	N
yleisesti	일반적으로	yleisesti	일반+적+으로	ADV	ADV
varsinkin	특히	varsinkin	특히	ADV	ADV
ryhmä	분대	ryhmä	분대	N;NOM;SG	N
ryhmä	스쿼드	ryhmä	스쿼드	N;NOM;SG	N
ryhmä	집단	ryhmä	집단	N;NOM;SG	N
peli	게임	peli	게임	N;NOM;SG	N
peli	경기	peli	경기	N;NOM;SG	N
käyttäjä	사용자	käyttäjä	사용자	N;NOM;SG	N
kappaleet	트랙	kappale	트랙	N;NOM;PL	N
kappaleet	단락	kappale	단락	N;NOM;PL	N
kappaleet	노래	kappale	노래	N;NOM;PL	N
päivän	하루	päivä	하루	N;GEN;SG	N
tuottaja	제작자	tuottaja	제작자	N;NOM;SG	N
asema	상태	asema	상태	N;NOM;SG	N
asema	직위	asema	직위	N;NOM;SG	N
asema	포지션	asema	포지션	N;NOM;SG	N
historian	역사	historia	역사	N;GEN;SG	N
historian	내역	historia	내역	N;GEN;SG	N
historian	기록	historia	기록	N;GEN;SG	N
formula	공식	formula	공식	N;NOM;SG	N
puolue	파티	puolue	파티	N;NOM;SG	N
puheenjohtaja	회장	puheen#johtaja	회장	N;NOM;SG	N
puheenjohtaja	대통령	puheen#johtaja	대통령	N;NOM;SG	N
puheenjohtaja	회장님	puheen#johtaja	회장님	N;NOM;SG	N
puheenjohtaja	회장	puheen#johtaja	회장	N;NOM;SG	N
ilmeisesti	명백히	ilmeisesti	명백+히	ADV	ADV
piiri	서킷	piiri	서킷	N;NOM;SG	N
piiri	회로	piiri	회로	N;NOM;SG	N
varaus	예약	varaus	예약	N;NOM;SG	N
varaus	예매	varaus	예매	N;NOM;SG	N
varaus	예약	varaus	예약	N;NOM;SG	N
samoin	마찬가지로	samoin	마찬가지+로	ADV	ADV
samoin	똑같이	samoin	똑같이	ADV	ADV
koulu	학교	koulu	학교	N;NOM;SG	N
koulu	학교는	koulu	학교+는	N;NOM;SG	N
yritys	회사	yritys	회사	N;NOM;SG	N
yritys	기업	yritys	기업	N;NOM;SG	N
yritys	업체	yritys	업체	N;NOM;SG	N
yritys	사업	yritys	사업	N;NOM;SG	N
yritys	기업	yritys	기업	N;NOM;SG	N
radio	라디오방송	radio	라디오방송	N;NOM;SG	N
tapauksessa	케이스	tapaus	케이스	N;IN+ESS;SG	N
tapauksessa	사례	tapaus	사례	N;IN+ESS;SG	N
onnistui	성공함	onnistua	성공함	V;IND;SG;3;PST;FIN;ACT	V
onnistui	성공적인	onnistua	성공+적+이+ㄴ	V;IND;SG;3;PST;FIN;ACT	V
pääosin	주로	pääosin	주로	ADV	ADV
pääosin	주로	pääosin	주로	ADV	ADV
keisari	황제	keisari	황제	N;NOM;SG	N
keisari	천황	keisari	천황	N;NOM;SG	N
pistettä	점수	piste	점수	N;PRT;SG	N
saapui	도착했다	saapua	도착+하+었+다	V;IND;SG;3;PST;FIN;ACT	V
tuomari	판사	tuomari	판사	N;NOM;SG	N
tuomari	심판	tuomari	심판	N;NOM;SG	N
musiikin	음악	musiikki	음악	N;GEN;SG	N
musiikin	뮤직	musiikki	뮤직	N;GEN;SG	N
muusikko	음악가	muusikko	음악가	N;NOM;SG	N
muusikko	연주자	muusikko	연주자	N;NOM;SG	N
muusikko	뮤지션	muusikko	뮤지션	N;NOM;SG	N
lehti	신문	lehti	신문	N;NOM;SG	N
lehti	나뭇잎	lehti	나뭇잎	N;NOM;SG	N
lehti	학술	lehti	학술	N;NOM;SG	N
lehti	학술지	lehti	학술지	N;NOM;SG	N
lehti	저널	lehti	저널	N;NOM;SG	N
toimintaa	행동	toiminta	행동	N;PRT;SG	N
toimintaa	활동	toiminta	활동	N;PRT;SG	N
toimintaa	작업	toiminta	작업	N;PRT;SG	N
toimintaa	동작	toiminta	동작	N;PRT;SG	N
toimintaa	액션	toiminta	액션	N;PRT;SG	N
toimintaa	활동	toiminta	활동	N;PRT;SG	N
toimintaa	활동	toiminta	활동	N;PRT;SG	N
piispa	주교	piispa	주교	N;NOM;SG	N
paino	몸무게	paino	몸무+게	N;NOM;SG	N
paino	몸무게가	paino	몸무게+가	N;NOM;SG	N
paino	체중	paino	체중	N;NOM;SG	N
järven	호수	järvi	호수	N;GEN;SG	N
hallitus	내각	hallitus	내각	N;NOM;SG	N
hallitus	정부	hallitus	정부	N;NOM;SG	N
kylän	마을	kylä	마을	N;GEN;SG	N
pääkaupunki	자본	pää#kaupunki	자본	N;NOM;SG	N
pääkaupunki	자본주의	pää#kaupunki	자본주의	N;NOM;SG	N
henkilö	사람	henkilö	사람	N;NOM;SG	N
kierros	투어	kierros	투+어	N;NOM;SG	N
kierros	관광	kierros	관광	N;NOM;SG	N
kierros	구경	kierros	구경	N;NOM;SG	N
kierros	여행	kierros	여행	N;NOM;SG	N
mahdollisesti	잠재적으로	mahdollisesti	잠재+적+으로	ADV	ADV
vanhemmat	부모님	vanhempi	부모님	N;NOM;PL	N
vanhemmat	부모님	vanhempi	부모님	N;NOM;PL	N
vastaa	대답해	vastata	대답+하+어	V;IMP;SG;2;FIN;ACT	V
vastaa	응답하라	vastata	응답+하+라	V;IMP;SG;2;FIN;ACT	V
keskus	중앙	keskus	중앙	N;NOM;SG	N
keskus	중심	keskus	중심	N;NOM;SG	N
keskus	중앙	keskus	중앙	N;NOM;SG	N
kilpailu	경쟁	kilpailu	경쟁	N;NOM;SG	N
kilpailu	대회	kilpailu	대회	N;NOM;SG	N
joukot	군대	joukko	군대	N;NOM;PL	N
valtio	나라	valtio	나라	N;NOM;SG	N
valtio	국가	valtio	국가	N;NOM;SG	N
valtio	상태	valtio	상태	N;NOM;SG	N
valtio	국가	valtio	국가	N;NOM;SG	N
valtio	정부	valtio	정부	N;NOM;SG	N
täällä	여기에	täällä	여기+에	ADV	ADV
dollaria	달러	dollari	달러	N;PRT;SG	N
tiistai	화보	tiistai	화보	N;NOM;SG	N
sisällä	실내에	sisällä	실내+에	ADV	ADV
ura	경력	ura	경력	N;NOM;SG	N
ura	직업	ura	직업	N;NOM;SG	N
kirjoittaa	쓰기	kirjoittaa	쓰+기	V;IND;SG;3;PRS;FIN;ACT	V
kirjoittaa	글쓰기	kirjoittaa	글쓰기	V;IND;SG;3;PRS;FIN;ACT	V
kirjoittaa	쓰기	kirjoittaa	쓰+기	V;IND;SG;3;PRS;FIN;ACT	V
kirjoittaa	쓰기	kirjoittaa	쓰+기	V;IND;SG;3;PRS;FIN;ACT	V
kirjoittaa	글쓰기	kirjoittaa	글쓰기	V;IND;SG;3;PRS;FIN;ACT	V
taistelu	전투	taistelu	전투	N;NOM;SG	N
toimittaja	공급자	toimittaja	공급자	N;NOM;SG	N
toimittaja	언론인	toimittaja	언론인	N;NOM;SG	N
toimittaja	편집기	toimittaja	편집기	N;NOM;SG	N
toimittaja	편집자	toimittaja	편집자	N;NOM;SG	N
auto	자동차	auto	자동차	N;NOM;SG	N
auto	차량	auto	차량	N;NOM;SG	N
auto	자동차	auto	자동차	N;NOM;SG	N
auto	자동	auto	자동	N;NOM;SG	N
nimeä	저작자	nimi	저작자	N;PRT;SG	N
nimeä	이름	nimi	이름	N;PRT;SG	N
levyn	앨범	levy	앨범	N;GEN;SG	N
levyn	음반	levy	음반	N;GEN;SG	N
levyn	디스크	levy	디스크	N;GEN;SG	N
levyn	디스크	levy	디스크	N;GEN;SG	N
asioita	것들	asia	것+들	N;PRT;PL	N
asioita	사물	asia	사물	N;PRT;PL	N
arvo	계급	arvo	계급	N;NOM;SG	N
arvo	순위	arvo	순위	N;NOM;SG	N
arvo	가치	arvo	가치	N;NOM;SG	N
poistaa	지우기	poistaa	지우+기	V;IND;SG;PRS;FIN;ACT	V
poistaa	삭제하기	poistaa	삭제+하+기	V;IND;SG;PRS;FIN;ACT	V
poistaa	지우기	poistaa	지우+기	V;IND;SG;PRS;FIN;ACT	V
poistaa	삭제하기	poistaa	삭제+하+기	V;IND;SG;PRS;FIN;ACT	V
osittain	부분적으로	osittain	부분+적+으로	ADV	ADV
osittain	부분적으로	osittain	부분+적+으로	ADV	ADV
väkiluku	인구순	väki#luku	인구순	N;NOM;SG	N
väkiluku	인구	väki#luku	인구	N;NOM;SG	N
