con	ar	con	ar	ADP	ADP
parte	partija	parte	partija	N;FEM;SG	N;NOM;FEM;SG
parte	puse	parte	puse	N;FEM;SG	N;NOM;FEM;SG
parte	daļa	parte	daļa	N;FEM;SG	N;NOM;FEM;SG
sin	bez	sin	bez	ADP	ADP
nacional	nacionālais	nacional	nacionāls	ADJ;SG	ADJ;NOM;MASC;SG
primera	pirmais	primero	pirmais	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
primera	pirmā	primero	pirmā	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
primera	pirma	primero	pirma	ADJ;FEM;SG	ADJ;NOM;FEM;SG
team	komanda	team	komanda	N	N;NOM;FEM;SG
nombre	vārds	nombre	vārds	N;MASC;SG	N;NOM;MASC;SG
nombre	nosaukums	nombre	nosaukums	N;MASC;SG	N;NOM;MASC;SG
estados	valstis	estado	valsts	N;MASC;PL	N;NOM;FEM;PL
siglo	gadsimts	siglo	gadsimts	N;MASC;SG	N;NOM;MASC;SG
después	vēlāk	después	vēlu	ADV	ADV;CMPR
otros	citi	otro	cits	PRO;MASC;PL	PRO;NOM;MASC;PL
otros	citas	otro	cita	PRO;MASC;PL	PRO;NOM;FEM;PL
otros	citas	otro	cita	PRO;MASC;PL	PRO;NOM;FEM;PL
otros	citi	otro	cits	PRO;MASC;PL	PRO;NOM;MASC;PL
gran	liels	gran	liels	ADJ;SG	ADJ;NOM;MASC;SG
gran	lielais	gran	liels	ADJ;SG	ADJ;NOM;MASC;SG
gran	liela	gran	liela	ADJ;SG	ADJ;NOM;FEM;SG
gran	lielā	gran	liels	ADJ;SG	ADJ;NOM;FEM;SG
gran	liels	gran	liels	ADJ;SG	ADJ;NOM;MASC;SG
gran	liela	gran	liela	ADJ;SG	ADJ;NOM;FEM;SG
gran	lieliska	gran	lieliska	ADJ;SG	ADJ;NOM;FEM;SG
puede	var	poder	varēt	V;IND;SG;3;PRS;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
estado	statuss	estado	statuss	N;MASC;SG	N;NOM;MASC;SG
estado	valsts	estado	valsts	N;MASC;SG	N;NOM;FEM;SG
estado	štats	estado	štats	N;MASC;SG	N;NOM;MASC;SG
estado	nosacījums	estado	nosacījums	N;MASC;SG	N;NOM;MASC;SG
estado	stāvoklis	estado	stāvoklis	N;MASC;SG	N;NOM;MASC;SG
lugar	vieta	lugar	vieta	N;MASC;SG	N;NOM;FEM;SG
lugar	vieta	lugar	vieta	N;MASC;SG	N;NOM;FEM;SG
lugar	vieta	lugar	vieta	N;MASC;SG	N;NOM;FEM;SG
lugar	novietojums	lugar	novietojums	N;MASC;SG	N;NOM;MASC;SG
primer	pirmais	primero	pirmais	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
primer	pirmā	primero	pirmā	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
primer	pirma	primero	pirma	ADJ;MASC;SG	ADJ;NOM;FEM;SG
población	populācija	población	populācija	N;FEM;SG	N;NOM;FEM;SG
muy	ļoti	mucho	ļoti	ADV	ADV
muy	loti	mucho	loti	ADV	ADV
nueva	jauna	nuevo	jauns	ADJ;FEM;SG	ADJ;NOM;FEM;SG
nueva	jauns	nuevo	jauns	ADJ;FEM;SG	ADJ;NOM;MASC;SG
nueva	jaunais	nuevo	jauns	ADJ;FEM;SG	ADJ;NOM;MASC;SG
historia	stāsts	historia	stāsts	N;FEM;SG	N;NOM;MASC;SG
historia	vēsture	historia	vēsture	N;FEM;SG	N;NOM;FEM;SG
historia	vēsturi	historia	vēsture	N;FEM;SG	N;ACC;FEM;SG
historia	vēsturē	historia	vēsture	N;FEM;SG	N;ESS;FEM;SG
club	klubā	club	klubs	N;MASC;SG	N;ESS;MASC;SG
club	klubs	club	klubs	N;MASC;SG	N;NOM;MASC;SG
club	kluba	club	klubs	N;MASC;SG	N;NOM;MASC;SG
universidad	universitātē	universidad	universitāte	N;FEM;SG	N;ESS;FEM;SG
universidad	universitāte	universidad	universitāte	N;FEM;SG	N;NOM;FEM;SG
universidad	koledža	universidad	koledža	N;FEM;SG	N;NOM;FEM;SG
universidad	kolēģija	universidad	kolēģija	N;FEM;SG	N;NOM;FEM;SG
universidad	koledžā	universidad	koledžs	N;FEM;SG	N;ESS;FEM;SG
forma	forma	forma	forma	N;FEM;SG	N;NOM;FEM;SG
forma	forma	forma	forma	N;FEM;SG	N;NOM;FEM;SG
tres	trim	tres	trīs	NUM;PL	NUM;DAT;MASC;PL
tres	trīs	tres	trīs	NUM;PL	NUM;NOM;MASC;PL
grupo	grupu	grupo	grupa	N;MASC;SG	N;ACC;FEM;SG
grupo	grupa	grupo	grupa	N;MASC;SG	N;NOM;FEM;SG
guerra	karu	guerra	karš	N;FEM;SG	N;ACC;MASC;SG
guerra	karš	guerra	karš	N;FEM;SG	N;NOM;MASC;SG
guerra	kara	guerra	karš	N;FEM;SG	N;NOM;MASC;SG
guerra	karā	guerra	karš	N;FEM;SG	N;ESS;MASC;SG
tras	pēc	tras	pēc	ADP	ADP
familia	saime	familia	saime	N;FEM;SG	N;NOM;FEM;SG
familia	ģimene	familia	ģimene	N;FEM;SG	N;NOM;FEM;SG
familia	ģimenē	familia	ģimene	N;FEM;SG	N;ESS;FEM;SG
sur	dienvidu	sur	dienvidi	N;MASC;SG	N;ACC;MASC;SG
sur	dienvidu	sur	dienvidi	N;MASC;SG	N;ACC;MASC;SG
sur	dienvidi	sur	dienvidi	N;MASC;SG	N;NOM;MASC;SG
tiempo	laika	tiempo	laiks	N;MASC;SG	N;GEN;MASC;SG
tiempo	laiks	tiempo	laiks	N;MASC;SG	N;NOM;MASC;SG
tiempo	laika	tiempo	laiks	N;MASC;SG	N;GEN;MASC;SG
provincia	province	provincia	province	N;FEM;SG	N;NOM;FEM;SG
provincia	ils	provincia	ils	N;FEM;SG	N;ESS;MASC;SG
partido	ballīte	partido	ballīte	N;MASC;SG	N;NOM;FEM;SG
partido	partija	partido	partija	N;MASC;SG	N;NOM;FEM;SG
partido	puse	partido	puse	N;MASC;SG	N;NOM;FEM;SG
partido	atbilstība	partido	atbilstība	N;MASC;SG	N;NOM;FEM;SG
partido	sakritība	partido	sakritība	N;MASC;SG	N;NOM;FEM;SG
partido	mača	partido	mačs	N;MASC;SG	N;GEN;MASC;SG
contra	pret	contra	pret	ADP	ADP
encuentra	meklēt	encontrar	meklēt	V;IND;SG;3;PRS;FIN	V;POS;NFIN
encuentra	atrast	encontrar	atrast	V;IND;SG;3;PRS;FIN	V;POS;NFIN
encuentra	atrod	encontrar	atrast	V;IND;SG;3;PRS;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
municipio	novads	municipio	novads	N;MASC;SG	N;NOM;MASC;SG
municipio	pašvaldība	municipio	pašvaldība	N;MASC;SG	N;NOM;FEM;SG
otras	citi	otro	cits	PRO;FEM;PL	PRO;NOM;MASC;PL
otras	citas	otro	cita	PRO;FEM;PL	PRO;NOM;FEM;PL
otras	citas	otro	cita	PRO;FEM;PL	PRO;NOM;FEM;PL
otras	citi	otro	cits	PRO;FEM;PL	PRO;NOM;MASC;PL
sido	bijis	ser	būt	V;MASC;SG;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
bajo	zem	bajo	zem	ADP	ADP
serie	sērija	serie	sērija	N;FEM;SG	N;NOM;FEM;SG
fútbol	futbols	fútbol	futbols	N;MASC;SG	N;NOM;MASC;SG
equipo	inventārs	equipo	inventārs	N;MASC;SG	N;NOM;MASC;SG
equipo	aprīkojums	equipo	aprīkojums	N;MASC;SG	N;NOM;MASC;SG
equipo	iekārta	equipo	iekārta	N;MASC;SG	N;NOM;FEM;SG
equipo	komanda	equipo	komanda	N;MASC;SG	N;NOM;FEM;SG
río	upe	río	upe	N;MASC;SG	N;NOM;FEM;SG
río	upes	río	upe	N;MASC;SG	N;NOM;FEM;SG
méxico	meksika	méxico	meksika	N;MASC;SG	N;NOM;FEM;SG
méxico	meksikā	méxico	meksika	N;MASC;SG	N;ESS;FEM;SG
nuevo	jauna	nuevo	jauns	ADJ;MASC;SG	ADJ;NOM;FEM;SG
nuevo	jauns	nuevo	jauns	ADJ;MASC;SG	ADJ;NOM;MASC;SG
nuevo	jaunais	nuevo	jauns	ADJ;MASC;SG	ADJ;NOM;MASC;SG
véase	skatīt	véase	skatīt	V;SBJV;SG;3;PRS;FIN	V;POS;NFIN
septiembre	septembris	septiembre	septembris	N	N;NOM;MASC;SG
septiembre	septembrī	septiembre	septembris	N	N;ESS;MASC;SG
septiembre	septembri	septiembre	septembris	N	N;ACC;MASC;SG
octubre	oktobris	octubre	oktobris	N	N;NOM;MASC;SG
octubre	oktobrī	octubre	oktobris	N	N;ESS;MASC;SG
segunda	otrais	segundo	otrais	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
segunda	otrā	segundo	otrā	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
discusión	apspriešana	discusión	apspriešana	N;FEM;SG	N;NOM;FEM;SG
discusión	diskusija	discusión	diskusija	N;FEM;SG	N;NOM;FEM;SG
gobierno	pārvaldība	gobierno	pārvaldība	N;MASC;SG	N;NOM;FEM;SG
gobierno	valdība	gobierno	valdība	N;MASC;SG	N;NOM;FEM;SG
condado	apriņķis	condado	apriņķis	N;MASC;SG	N;NOM;MASC;SG
condado	apgabals	condado	apgabals	N;MASC;SG	N;NOM;MASC;SG
final	noslēgums	final	noslēgums	N;MASC;SG	N;NOM;MASC;SG
final	gala	final	gals	N;MASC;SG	N;NOM;MASC;SG
vida	dzīve	vida	dzīve	N;FEM;SG	N;NOM;FEM;SG
vida	dzīvi	vida	dzīve	N;FEM;SG	N;ACC;FEM;SG
vida	dzīvība	vida	dzīvība	N;FEM;SG	N;NOM;FEM;SG
personas	personām	persona	persona	N;FEM;PL	N;DAT;FEM;PL
personas	personas	persona	persona	N;FEM;PL	N;NOM;FEM;PL
personas	cilveki	persona	cilveks	N;FEM;PL	N;NOM;MASC;PL
personas	cilvēki	persona	cilvēks	N;FEM;PL	N;NOM;MASC;PL
personas	cilvēkiem	persona	cilvēks	N;FEM;PL	N;DAT;MASC;PL
centro	centrā	centro	centrs	N;MASC;SG	N;ESS;MASC;SG
centro	centrs	centro	centrs	N;MASC;SG	N;NOM;MASC;SG
centro	centrā	centro	centrs	N;MASC;SG	N;ESS;MASC;SG
centro	centrs	centro	centrs	N;MASC;SG	N;NOM;MASC;SG
centro	centrā	centro	centrs	N;MASC;SG	N;ESS;MASC;SG
centro	centra	centro	centrs	N;MASC;SG	N;GEN;MASC;SG
julio	jūlijs	julio	jūlijs	N	N;NOM;MASC;SG
julio	jūlija	julio	jūlijs	N	N;GEN;MASC;SG
julio	jūlijs	julio	jūlijs	N	N;NOM;MASC;SG
julio	jūlijā	julio	jūlijs	N	N;ESS;MASC;SG
país	valsts	país	valsts	N;MASC;SG	N;NOM;FEM;SG
web	mājaslapa	web	mājaslaps	N;FEM;SG	N;NOM;FEM;SG
web	mājaslapā	web	mājaslaps	N;FEM;SG	N;ESS;MASC;SG
web	web	web	web	N;FEM;SG	N
web	tīmekļa	web	tīmeklis	N;FEM;SG	N;NOM;MASC;SG
internacional	starptautiskā	internacional	starptautiska	ADJ;SG	ADJ;NOM;FEM;SG
santa	svētais	santo	svēts	ADJ;FEM;SG	ADJ;NOM;MASC;SG
santa	svētais	santo	svēts	ADJ;FEM;SG	ADJ;NOM;MASC;SG
antes	agrāk	antes	agrāk	ADV	ADV
mundo	pasaule	mundo	pasaule	N;MASC;SG	N;NOM;FEM;SG
mundo	pasaulē	mundo	pasaule	N;MASC;SG	N;ESS;FEM;SG
embargo	embargo	embargo	embargot	N;MASC;SG	N
mayo	maijs	mayo	maijs	N	N;NOM;MASC;SG
algunos	dažas	alguno	daža	PRO;MASC;PL	PRO;NOM;FEM;PL
algunos	dažiem	alguno	dažs	PRO;MASC;PL	PRO;DAT;MASC;PL
algunos	daži	alguno	dažs	PRO;MASC;PL	PRO;NOM;MASC;PL
temporada	sezonai	temporada	sezona	N;FEM;SG	N;DAT;FEM;SG
temporada	sezonu	temporada	sezona	N;FEM;SG	N;ACC;FEM;SG
temporada	sezonā	temporada	sezona	N;FEM;SG	N;ESS;FEM;SG
temporada	sezona	temporada	sezona	N;FEM;SG	N;NOM;FEM;SG
mejor	labāk	mejor	labi	ADV	ADV;CMPR
mejor	vislabāk	mejor	labi	ADV	ADV;RL
luego	tad	luego	tad	ADV	ADV
marzo	marta	marzo	marts	N	N;GEN;MASC;SG
marzo	martā	marzo	marts	N	N;ESS;MASC;SG
marzo	marts	marzo	marts	N	N;NOM;MASC;SG
día	dienu	día	diena	N;MASC;SG	N;ACC;FEM;SG
día	dienā	día	diena	N;MASC;SG	N;ESS;FEM;SG
día	diena	día	diena	N;MASC;SG	N;NOM;FEM;SG
siendo	tiek	ser	tikt	V;V.MSDR	V;FH;IND;3;POS;PRS;FIN;ACT
enero	janvāris	enero	janvāris	N	N;NOM;MASC;SG
enero	janvāra	enero	janvāris	N	N;GEN;MASC;SG
enero	janvārī	enero	janvāris	N	N;ESS;MASC;SG
número	numuru	número	numurs	N;MASC;SG	N;ACC;MASC;SG
número	numurs	número	numurs	N;MASC;SG	N;NOM;MASC;SG
número	skaitlis	número	skaitlis	N;MASC;SG	N;NOM;MASC;SG
número	skaits	número	skaits	N;MASC;SG	N;NOM;MASC;SG
agosto	augusts	agosto	augusts	N	N;NOM;MASC;SG
agosto	augustā	agosto	augusts	N	N;ESS;MASC;SG
diciembre	decembrī	diciembre	decembris	N	N;ESS;MASC;SG
diciembre	decembris	diciembre	decembris	N	N;NOM;MASC;SG
diciembre	decembra	diciembre	decembris	N	N;GEN;MASC;SG
diciembre	decembrim	diciembre	decembris	N	N;DAT;MASC;SG
artículo	raksts	artículo	raksts	N;MASC;SG	N;NOM;MASC;SG
artículo	izstrādājums	artículo	izstrādājums	N;MASC;SG	N;NOM;MASC;SG
artículo	pants	artículo	pants	N;MASC;SG	N;NOM;MASC;SG
artículo	postenis	artículo	postenis	N;MASC;SG	N;NOM;MASC;SG
noviembre	novembra	noviembre	novembris	N	N;GEN;MASC;SG
noviembre	novembrī	noviembre	novembris	N	N;ESS;MASC;SG
noviembre	novembris	noviembre	novembris	N	N;NOM;MASC;SG
otro	cits	otro	cits	PRO;MASC;SG	PRO;NOM;MASC;SG
estos	šīs	este	šī	PRO;MASC;PL	PRO;NOM;FEM;PL
estos	šie	este	šis	PRO;MASC;PL	PRO;NOM;MASC;PL
abril	aprīlis	abril	aprīlis	N	N;NOM;MASC;SG
abril	aprīlī	abril	aprīlis	N	N;ESS;MASC;SG
abril	aprīļa	abril	aprīlis	N	N;GEN;MASC;SG
región	reģions	región	reģions	N;FEM;SG	N;NOM;MASC;SG
sistema	sistēmu	sistema	sistēma	N;MASC;SG	N;ACC;FEM;SG
sistema	sistēma	sistema	sistēma	N;MASC;SG	N;NOM;FEM;SG
habitantes	iedzīvotāji	habitante	iedzīvotājs	N;PL	N;NOM;MASC;PL
habitantes	rezidenti	habitante	rezidents	N;PL	N;NOM;MASC;PL
habitantes	iedzīvotāji	habitante	iedzīvotājs	N;PL	N;NOM;MASC;PL
maría	marija	maría	marija	N;FEM;SG	N;NOM;FEM;SG
maría	marija	maría	marija	N;FEM;SG	N;NOM;FEM;SG
maría	mērija	maría	mērija	N;FEM;SG	N;NOM;FEM;SG
maría	marija	maría	marija	N;FEM;SG	N;NOM;FEM;SG
real	īstais	real	īsts	ADJ;SG	ADJ;NOM;MASC;SG
real	īsta	real	īsta	ADJ;SG	ADJ;NOM;FEM;SG
real	reālā	real	reāls	ADJ;SG	ADJ;NOM;FEM;SG
página	lappuse	página	lappuse	N;FEM;SG	N;NOM;FEM;SG
página	lapa	página	lapa	N;FEM;SG	N;NOM;FEM;SG
esto	šī	este	šī	PRO;SG	PRO;NOM;FEM;SG
esto	šo	este	šis	PRO;SG	PRO;ACC;MASC;SG
esto	šis	este	šis	PRO;SG	PRO;NOM;MASC;SG
esto	tas	este	tas	PRO;SG	PRO;NOM;MASC;SG
mundial	globālā	mundial	globāls	ADJ;SG	ADJ;NOM;FEM;SG
mundial	globālais	mundial	globāls	ADJ;SG	ADJ;NOM;MASC;SG
mundial	globāla	mundial	globāls	ADJ;SG	ADJ;NOM;FEM;SG
música	mūzika	música	mūzika	N;FEM;SG	N;NOM;FEM;SG
música	mūzikā	música	mūzika	N;FEM;SG	N;ESS;FEM;SG
presidente	priekšsēdētājs	presidente	priekšsēdētājs	N;MASC;SG	N;NOM;MASC;SG
presidente	priekšsēdētāja	presidente	priekšsēdētājs	N;MASC;SG	N;NOM;MASC;SG
presidente	priekšsēdētājs	presidente	priekšsēdētājs	N;MASC;SG	N;NOM;MASC;SG
presidente	prezidents	presidente	prezidents	N;MASC;SG	N;NOM;MASC;SG
presidente	priekšsēdētāja	presidente	priekšsēdētājs	N;MASC;SG	N;NOM;MASC;SG
presidente	priekšsēdētājs	presidente	priekšsēdētājs	N;MASC;SG	N;NOM;MASC;SG
casa	māja	casa	māja	N;FEM;SG	N;NOM;FEM;SG
casa	mājā	casa	māja	N;FEM;SG	N;ESS;FEM;SG
álbum	albuma	álbum	albums	N;MASC;SG	N;GEN;MASC;SG
álbum	albums	álbum	albums	N;MASC;SG	N;NOM;MASC;SG
álbum	albumu	álbum	albums	N;MASC;SG	N;ACC;MASC;SG
cuenta	skaitīt	contar	skaitīt	V;IND;SG;3;PRS;FIN	V;POS;NFIN
cuenta	saskaitīt	contar	saskaitīt	V;IND;SG;3;PRS;FIN	V;POS;NFIN
cuenta	skaitās	contar	skaitīties	V;IND;SG;3;PRS;FIN	V;FH;IND;3;POS;REFL;PRS;FIN;ACT
junio	jūnijs	junio	jūnijs	N	N;NOM;MASC;SG
junio	jūnija	junio	jūnijs	N	N;GEN;MASC;SG
junio	jūnijā	junio	jūnijs	N	N;ESS;MASC;SG
febrero	februārī	febrero	februāris	N	N;ESS;MASC;SG
febrero	februāra	febrero	februāris	N	N;GEN;MASC;SG
febrero	februāris	febrero	februāris	N	N;NOM;MASC;SG
ella	viņa	él	viņa	PRO;FEM;SG;3	PRO;NOM;FEM;SG;3
ella	viņai	él	viņa	PRO;FEM;SG;3	PRO;DAT;FEM;SG;3
pueden	var	poder	varēt	V;IND;PL;3;PRS;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
varios	vairākas	varios	vairākas	PRO;MASC;PL	PRO;NOM;FEM;PL
varios	vairāki	varios	vairāki	PRO;MASC;PL	PRO;NOM;MASC;PL
tipo	tips	tipo	tips	N;MASC;SG	N;NOM;MASC;SG
tipo	veids	tipo	veids	N;MASC;SG	N;NOM;MASC;SG
obra	darbs	obra	darbs	N;FEM;SG	N;NOM;MASC;SG
iglesia	baznīca	iglesia	baznīca	N;FEM;SG	N;NOM;FEM;SG
iglesia	baznīcā	iglesia	baznīca	N;FEM;SG	N;ESS;FEM;SG
película	filma	película	filma	N;FEM;SG	N;NOM;FEM;SG
película	filmu	película	filma	N;FEM;SG	N;ACC;FEM;SG
película	plēve	película	plēve	N;FEM;SG	N;NOM;FEM;SG
película	filma	película	filma	N;FEM;SG	N;NOM;FEM;SG
entonces	tad	entonces	tad	ADV	ADV
banda	josla	banda	josla	N;FEM;SG	N;NOM;FEM;SG
banda	banda	banda	bands	N;FEM;SG	N;NOM;FEM;SG
cuatro	četri	cuatro	četri	NUM;PL	NUM;NOM;MASC;PL
cuatro	četras	cuatro	četras	NUM;PL	NUM;NOM;FEM;PL
cuatro	četriem	cuatro	četri	NUM;PL	NUM;DAT;MASC;PL
cuatro	četrus	cuatro	četri	NUM;PL	NUM;ACC;MASC;PL
zona	zona	zona	zons	N;FEM;SG	N;NOM;FEM;SG
zona	teritorija	zona	teritorija	N;FEM;SG	N;NOM;FEM;SG
zona	platība	zona	platība	N;FEM;SG	N;NOM;FEM;SG
zona	apgabals	zona	apgabals	N;FEM;SG	N;NOM;MASC;SG
zona	laukums	zona	laukums	N;FEM;SG	N;NOM;MASC;SG
televisión	televizors	televisión	televizors	N;FEM;SG	N;NOM;MASC;SG
televisión	televīzija	televisión	televīzija	N;FEM;SG	N;NOM;FEM;SG
principal	galvenais	principal	galvenais	ADJ;SG	ADJ;NOM;MASC;SG
principal	galvenā	principal	galvenā	ADJ;SG	ADJ;NOM;FEM;SG
tuvo	bija	tener	būt	V;IND;SG;3;PST;FIN	V;FH;IND;3;POS;PST;FIN;ACT
carlos	čārlijs	carlo	čārlijs	N;MASC;SG	N;NOM;MASC;SG
rey	karalis	rey	karalis	N;MASC;SG	N;NOM;MASC;SG
rey	ķēniņš	rey	ķēniņš	N;MASC;SG	N;NOM;MASC;SG
premio	balva	premio	balva	N;MASC;SG	N;NOM;FEM;SG
premio	balvu	premio	balva	N;MASC;SG	N;ACC;FEM;SG
premio	apbalvošana	premio	apbalvošana	N;MASC;SG	N;NOM;FEM;SG
premio	balva	premio	balva	N;MASC;SG	N;NOM;FEM;SG
premio	piešķiršana	premio	piešķiršana	N;MASC;SG	N;NOM;FEM;SG
hace	padara	hacer	padarīt	V;IND;SG;3;PRS;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
edición	izdevums	edición	izdevums	N;FEM;SG	N;NOM;MASC;SG
edición	rediģēšanas	edición	rediģēšana	N;FEM;SG	N;NOM;FEM;SG
premios	balvas	premio	balva	N;MASC;PL	N;NOM;FEM;PL
premios	godalgas	premio	godalga	N;MASC;PL	N;NOM;FEM;PL
premios	balvas	premio	balva	N;MASC;PL	N;NOM;FEM;PL
premios	piešķiršanas	premio	piešķiršana	N;MASC;PL	N;NOM;FEM;PL
sitio	mājaslapa	sitio	mājaslaps	N;MASC;SG	N;NOM;FEM;SG
sitio	mājaslapā	sitio	mājaslaps	N;MASC;SG	N;ESS;MASC;SG
sitio	vietne	sitio	vietne	N;MASC;SG	N;NOM;FEM;SG
sitio	vieta	sitio	vieta	N;MASC;SG	N;NOM;FEM;SG
futbolistas	futbolisti	futbolista	futbolists	N;PL	N;NOM;MASC;PL
bien	labi	bien	labi	ADV	ADV
bien	labi	bien	labi	ADV	ADV
bien	smalki	bien	smalki	ADV	ADV
segundo	otrais	segundo	otrais	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
segundo	otrā	segundo	otrā	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
mar	marts	mar	marts	N;SG	N;NOM;MASC;SG
mar	jūra	mar	jūra	N;SG	N;NOM;FEM;SG
mar	okeānā	mar	okeāns	N;SG	N;ESS;MASC;SG
mar	okeāns	mar	okeāns	N;SG	N;NOM;MASC;SG
mar	okeāna	mar	okeāns	N;SG	N;GEN;MASC;SG
poco	maz	poco	maz	ADV	ADV
orden	pasūtījums	orden	pasūtījums	N;MASC;SG	N;NOM;MASC;SG
orden	kārtība	orden	kārtība	N;MASC;SG	N;NOM;FEM;SG
orden	rīkojums	orden	rīkojums	N;MASC;SG	N;NOM;MASC;SG
orden	secība	orden	secība	N;MASC;SG	N;NOM;FEM;SG
agua	ūdeni	agua	ūdens	N;FEM;SG	N;ACC;MASC;SG
agua	ūdenī	agua	ūdens	N;FEM;SG	N;ESS;MASC;SG
agua	ūdens	agua	ūdens	N;FEM;SG	N;NOM;MASC;SG
tierra	zemi	tierra	zeme	N;FEM;SG	N;ACC;FEM;SG
tierra	zeme	tierra	zeme	N;FEM;SG	N;NOM;FEM;SG
tierra	zemi	tierra	zeme	N;FEM;SG	N;ACC;FEM;SG
tierra	zeme	tierra	zeme	N;FEM;SG	N;NOM;FEM;SG
tierra	augsne	tierra	augsne	N;FEM;SG	N;NOM;FEM;SG
título	virsraksts	título	virsraksts	N;MASC;SG	N;NOM;MASC;SG
título	tituls	título	tituls	N;MASC;SG	N;NOM;MASC;SG
ellos	viņiem	él	viņš	PRO;MASC;PL;3	PRO;DAT;MASC;PL;3
ellos	viņi	él	viņš	PRO;MASC;PL;3	PRO;NOM;MASC;PL;3
earth	zemi	earth	zeme	N	N;ACC;FEM;SG
earth	zeme	earth	zeme	N	N;NOM;FEM;SG
earth	zemes	earth	zeme	N	N;NOM;FEM;PL
están	ir	estar	būt	V;IND;PL;3;PRS;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
división	divīzija	división	divīzija	N;FEM;SG	N;NOM;FEM;SG
división	rajons	división	rajons	N;FEM;SG	N;NOM;MASC;SG
división	dalīšana	división	dalīšana	N;FEM;SG	N;NOM;FEM;SG
canción	dziesma	canción	dziesma	N;FEM;SG	N;NOM;FEM;SG
fecha	datums	fecha	datums	N;FEM;SG	N;NOM;MASC;SG
república	republika	república	republika	N;FEM;SG	N;NOM;FEM;SG
trabajo	darbs	trabajo	darbs	N;MASC;SG	N;NOM;MASC;SG
trabajo	darbiņš	trabajo	darbiņš	N;MASC;SG	N;NOM;MASC;SG
trabajo	darbs	trabajo	darbs	N;MASC;SG	N;NOM;MASC;SG
especie	suga	especie	suga	N;FEM;SG	N;NOM;FEM;SG
luis	luiss	luis	luiss	N;MASC;SG	N;NOM;MASC;SG
luis	luiss	luis	luiss	N;MASC;SG	N;NOM;MASC;SG
caso	gadījums	caso	gadījums	N;MASC;SG	N;NOM;MASC;SG
caso	lieta	caso	lieta	N;MASC;SG	N;NOM;FEM;SG
dentro	iekšā	dentro	iekšā	ADV	ADV
obras	darbi	obra	darbs	N;FEM;PL	N;NOM;MASC;PL
color	krāsu	color	krāsa	N;MASC;SG	N;ACC;FEM;SG
color	krāsa	color	krāsa	N;MASC;SG	N;NOM;FEM;SG
