एक	satu	एक	satu	NUM	NUM
क्षेत्र	area	क्षेत्र	area	N;NOM;MASC;SG;3	N;SG
कई	beberapa	कई	beberapa	DET	DET
आधिकारिक	resmi	आधिकारिक	resmi	ADJ	ADJ;SG
कारण	alasan	कारण	alasan	N;NOM;MASC;SG;3	N;SG
कारण	alasannya	कारण	alasan	N;NOM;MASC;SG;3	N;SG
कारण	alasan	कारण	alasan	N;NOM;MASC;SG;3	N;SG
कारण	penyebab	कारण	pensebab	N;NOM;MASC;SG;3	N;SG
कारण	penyebabnya	कारण	pensebab	N;NOM;MASC;SG;3	N;SG
कारण	penyebab	कारण	pensebab	N;NOM;MASC;SG;3	N;SG
होने	menjadi	हो	menjadi	V;MASC;NFIN;ACT	V;SG;ACT
पहले	sebelumnya	पहले	sebelumnya	ADV;NOM;MASC;SG;3	ADV
पहले	sebelumnya	पहले	sebelumnya	ADV;NOM;MASC;SG;3	ADV
दो	dua	दो	dua	NUM	NUM
जिला	distrik	जिला	distrik	N;NOM;MASC;SG;3	N;SG
जिला	kecamatan	जिला	kecamatan	N;NOM;MASC;SG;3	N;SG
जिला	raionul	जिला	raionul	N;NOM;MASC;SG;3	N
जिला	kabupaten	जिला	kabupaten	N;NOM;MASC;SG;3	N;SG
जिला	daerah	जिला	daerah	N;NOM;MASC;SG;3	N;SG
जन्म	kelahiran	जन्म	kelahiran	N;NOM;MASC;SG;3	N;SG
कहा	berkata	कह	berkata	V;PFV;MASC;SG;V.PTCP;ACT	V;SG;ACT
कहा	mengatakan	कह	menkatakan	V;PFV;MASC;SG;V.PTCP;ACT	V;SG;ACT
उसके	nya	वह	nya	PRO;MASC;SG;3	PRO
उसके	nya	वह	nya	PRO;MASC;SG;3	PRO
प्राचीन	kuno	प्राचीन	kuno	ADJ;NOM	ADJ;SG
भाषा	bahasa	भाषा	bahasa	N;NOM;FEM;SG;3	N;SG
भाषा	bahasa	भाषा	bahasa	N;NOM;FEM;SG;3	N;SG
प्रयोग	percobaan	प्रयोग	percobaan	N;NOM;MASC;SG;3	N;SG
प्रयोग	eksperimen	प्रयोग	eksperimen	N;NOM;MASC;SG;3	N;SG
प्रयोग	penggunaan	प्रयोग	pengunaan	N;NOM;MASC;SG;3	N;SG
प्रयोग	kegunaan	प्रयोग	kegunaan	N;NOM;MASC;SG;3	N;SG
प्रयोग	pemakaian	प्रयोग	penpakaian	N;NOM;MASC;SG;3	N;SG
प्रयोग	percobaan	प्रयोग	percobaan	N;NOM;MASC;SG;3	N;SG
प्रयोग	eksperimen	प्रयोग	eksperimen	N;NOM;MASC;SG;3	N;SG
उस	itu	वह	itu	DET;ACC;SG;3	DET
स्थान	tempat	स्थान	tempat	N;NOM;MASC;SG;3	N;SG
स्थान	lokasi	स्थान	lokasi	N;NOM;MASC;SG;3	N;SG
स्थान	tempat	स्थान	tempat	N;NOM;MASC;SG;3	N;SG
स्थान	lokasi	स्थान	lokasi	N;NOM;MASC;SG;3	N;SG
प्रमुख	ketua	प्रमुख	ketua	N;NOM;MASC;SG;3	N;SG
प्रमुख	kepala	प्रमुख	kepala	N;NOM;MASC;SG;3	N;SG
प्रमुख	jurusan	प्रमुख	jurusan	N;NOM;MASC;SG;3	N;SG
उसे	nya	वह	nya	PRO;SG;3	PRO
उसे	nya	वह	nya	PRO;SG;3	PRO
कार्य	tugas	कार्य	tugas	N;NOM;MASC;SG;3	N;SG
कार्य	tugas	कार्य	tugas	N;NOM;MASC;SG;3	N;SG
कार्य	pekerjaan	कार्य	pekerjaan	N;NOM;MASC;SG;3	N;SG
कार्य	pekerjaan	कार्य	pekerjaan	N;NOM;MASC;SG;3	N;SG
कार्य	kerja	कार्य	kerja	N;NOM;MASC;SG;3	N;SG
कार्य	pekerjaan	कार्य	pekerjaan	N;NOM;MASC;SG;3	N;SG
कार्य	tugas	कार्य	tugas	N;NOM;MASC;SG;3	N;SG
नगर	kotamadya	नगर	kotamadya	N;NOM;MASC;SG;3	N;SG
नगर	kota	नगर	kota	N;NOM;MASC;SG;3	N;SG
नगर	kota	नगर	kota	N;NOM;MASC;SG;3	N;SG
उपयोग	penggunaan	उपयोग	pengunaan	N;NOM;MASC;SG;3	N;SG
उपयोग	kegunaan	उपयोग	kegunaan	N;NOM;MASC;SG;3	N;SG
उपयोग	pemakaian	उपयोग	penpakaian	N;NOM;MASC;SG;3	N;SG
उपयोग	penggunaan	उपयोग	pengunaan	N;NOM;MASC;SG;3	N;SG
उपयोग	penggunaan	उपयोग	pengunaan	N;NOM;MASC;SG;3	N;SG
उपयोग	kegunaan	उपयोग	kegunaan	N;NOM;MASC;SG;3	N;SG
आधार	pangkalan	आधार	pangkalan	N;NOM;MASC;SG;3	N;SG
आधार	base	आधार	base	N;NOM;MASC;SG;3	N
आधार	markas	आधार	markas	N;NOM;MASC;SG;3	N;SG
आधार	premis	आधार	premis	N;NOM;MASC;SG;3	N
काम	pekerjaan	काम	pekerjaan	N;NOM;MASC;SG;3	N;SG
काम	kerja	काम	kerja	N;NOM;MASC;SG;3	N;SG
जीवन	kehidupan	जीवन	kehidupan	N;NOM;MASC;SG;3	N;SG
जीवन	hidup	जीवन	hidup	N;NOM;MASC;SG;3	N;SG
विश्व	dunia	विश्व	dunia	N;NOM;MASC;SG;3	N;SG
निर्माण	pembuatan	निर्माण	penbuatan	N;NOM;MASC;SG;3	N;SG
निर्माण	ciptaan	निर्माण	ciptaan	N;NOM;MASC;SG;3	N;SG
निर्माण	penciptaan	निर्माण	penciptaan	N;NOM;MASC;SG;3	N;SG
निर्माण	kreasi	निर्माण	kreasi	N;NOM;MASC;SG;3	N;SG;ACT
निर्माण	konstruksi	निर्माण	konstruksi	N;NOM;MASC;SG;3	N;SG
निर्माण	pembangunan	निर्माण	penbangunan	N;NOM;MASC;SG;3	N;SG
निर्माण	manufaktur	निर्माण	manufaktur	N;NOM;MASC;SG;3	N
निर्माण	pabrikasi	निर्माण	pabrikasi	N;NOM;MASC;SG;3	N;SG
दोनों	keduanya	दो	kedua	N;ACC;MASC;PL;3	N
जानकारी	informasi	जानकारी	informasi	N;NOM;FEM;SG;3	N;SG
पोर्टल	portal	पोर्टल	portal	N;NOM;MASC;SG;3	N
शहर	kota	शहर	kota	N;NOM;MASC;SG;3	N;SG
शहर	kota	शहर	kota	N;NOM;MASC;SG;3	N;SG
बार	batangan	बार	batangan	N;NOM;FEM;SG;3	N;SG
बार	bar	बार	bar	N;NOM;FEM;SG;3	N
बार	batang	बार	batang	N;NOM;FEM;SG;3	N;SG
बार	bilah	बार	bilah	N;NOM;FEM;SG;3	N;SG
बार	bar	बार	bar	N;NOM;FEM;SG;3	N
बार	kali	बार	kali	N;NOM;FEM;SG;3	N;SG
फिल्म	bioskop	फिल्म	bioskop	N;NOM;FEM;SG;3	N
फिल्म	film	फिल्म	film	N;NOM;FEM;SG;3	N;SG
फिल्म	film	फिल्म	film	N;NOM;FEM;SG;3	N;SG
प्रसिद्ध	terkenal	प्रसिद्ध	terkenal	ADJ	ADJ;SG;PASS
प्रसिद्ध	terkenal	प्रसिद्ध	terkenal	ADJ	ADJ;SG;PASS
विकास	pengembangan	विकास	penkembangan	N;NOM;MASC;SG;3	N;SG
विकास	perkembangan	विकास	perkembangan	N;NOM;MASC;SG;3	N;SG
विकास	pembangunan	विकास	penbangunan	N;NOM;MASC;SG;3	N;SG
विकास	pertumbuhan	विकास	pertumbuhan	N;NOM;MASC;SG;3	N;SG
विकास	perkembangan	विकास	perkembangan	N;NOM;MASC;SG;3	N;SG
विकास	pertumbuhannya	विकास	pertumbuhan	N;NOM;MASC;SG;3	N;SG
देश	negara	देश	negara	N;NOM;MASC;SG;3	N;SG
देश	bangsa	देश	bangsa	N;NOM;MASC;SG;3	N;SG
देश	negara	देश	negara	N;NOM;MASC;SG;3	N;SG
वेबसाइट	website	वेबसाइट	website	N;NOM;FEM;SG;3	N;SG
अलग	beda	अलग	beda	ADJ	ADJ;SG
अलग	terpisah	अलग	terpisah	ADJ	ADJ;SG;PASS
विशेष	ekslusif	विशेष	ekslusif	ADJ;NOM	ADJ;SG
विशेष	eksklusif	विशेष	eksklusif	ADJ;NOM	ADJ;SG
विशेष	istimewa	विशेष	istimewa	ADJ;NOM	ADJ;SG
विशेष	spesial	विशेष	spesial	ADJ;NOM	ADJ;SG
विशेष	khusus	विशेष	khusus	ADJ;NOM	ADJ;SG
पृष्ठ	halaman	पृष्ठ	halaman	N;NOM;MASC;SG;3	N;SG
पृष्ठ	halaman	पृष्ठ	halaman	N;NOM;MASC;SG;3	N;SG
शब्द	kata	शब्द	kata	N;NOM;MASC;SG;3	N;SG
शब्द	kata	शब्द	kata	N;NOM;MASC;SG;3	N;SG
फिर	kemudian	फिर	kemudian	ADV	ADV
तीन	tiga	तीन	tiga	NUM	NUM
पुरस्कार	imbalan	पुरस्कार	imbalan	N;NOM;MASC;SG;3	N;SG
पुरस्कार	prize	पुरस्कार	prize	N;NOM;MASC;SG;3	N
पुरस्कार	penghargaan	पुरस्कार	penhargaan	N;NOM;MASC;SG;3	N;SG
पुरस्कार	award	पुरस्कार	award	N;NOM;MASC;SG;3	N
पुरस्कार	penghargaan	पुरस्कार	penhargaan	N;NOM;MASC;SG;3	N;SG
पुरस्कार	hadiah	पुरस्कार	hadiah	N;NOM;MASC;SG;3	N;SG
पुरस्कार	hadiah	पुरस्कार	hadiah	N;NOM;MASC;SG;3	N;SG
पुरस्कार	imbalan	पुरस्कार	imbalan	N;NOM;MASC;SG;3	N;SG
पुरस्कार	pahala	पुरस्कार	pahala	N;NOM;MASC;SG;3	N;SG
पुरस्कार	pahalanya	पुरस्कार	pahala	N;NOM;MASC;SG;3	N;SG
लेख	artikel	लेख	artikel	N;NOM;MASC;SG;3	N;SG
लेख	skripsi	लेख	skripsi	N;NOM;MASC;SG;3	N;SG
लेख	tesis	लेख	tesis	N;NOM;MASC;SG;3	N;SG
लेख	pasal	लेख	pasal	N;NOM;MASC;SG;3	N;SG
लेख	artikel	लेख	artikel	N;NOM;MASC;SG;3	N;SG
मंदिर	kuil	मंदिर	kuil	N;NOM;MASC;SG;3	N;SG
वार्ता	perundingan	वार्ता	penrundingan	N;NOM;FEM;SG;3	N;SG
वार्ता	pembicaraan	वार्ता	penbicaraan	N;NOM;FEM;SG;3	N;SG
इतिहास	riwayat	इतिहास	riwayat	N;NOM;MASC;SG;3	N
इतिहास	sejarah	इतिहास	sejarah	N;NOM;MASC;SG;3	N;SG
फ़िल्म	bioskop	फ़िल्म	bioskop	N;NOM;FEM;SG;3	N
फ़िल्म	film	फ़िल्म	film	N;NOM;FEM;SG;3	N;SG
फ़िल्म	film	फ़िल्म	film	N;NOM;FEM;SG;3	N;SG
क्योंकि	karena	क्योंकि	karena	CONJ	CONJ
विस्तृत	rinci	विस्तृत	rinci	ADJ	ADJ;SG
दिन	siang	दिन	siang	N;NOM;MASC;SG;3	N;SG
दिन	hari	दिन	hari	N;NOM;MASC;SG;3	N;SG
दिन	siang	दिन	siang	N;NOM;MASC;SG;3	N;SG
दिन	hari	दिन	hari	N;NOM;MASC;SG;3	N;SG
कृषि	pertanian	कृषि	pertanian	N;NOM;FEM;SG;3	N;SG
व्यक्ति	orang	व्यक्ति	orang	N;NOM;MASC;SG;3	N;SG
व्यक्ति	individu	व्यक्ति	individu	N;NOM;MASC;SG;3	N;SG
व्यक्ति	individual	व्यक्ति	individual	N;NOM;MASC;SG;3	N
व्यक्ति	perorangan	व्यक्ति	perorangan	N;NOM;MASC;SG;3	N;SG
व्यक्ति	individualisme	व्यक्ति	individualisme	N;NOM;MASC;SG;3	N
विज्ञान	ilmu	विज्ञान	ilmu	N;NOM;MASC;SG;3	N;SG
विज्ञान	sains	विज्ञान	sains	N;NOM;MASC;SG;3	N;SG
हालांकि	meskipun	हालांकि	meskipun	CONJ	CONJ
हालांकि	walaupun	हालांकि	walaupun	CONJ	CONJ
हालांकि	meskipun	हालांकि	meskipun	CONJ	CONJ
हालांकि	walaupun	हालांकि	walaupun	CONJ	CONJ
हालांकि	meski	हालांकि	meski	CONJ	CONJ
अनेक	beberapa	अनेक	beberapa	DET	DET
अनेक	beberapa	अनेक	beberapa	DET	DET
संख्या	angka	संख्या	angka	N;NOM;FEM;SG;3	N;SG
संख्या	nomor	संख्या	nomor	N;NOM;FEM;SG;3	N;SG
संख्या	bilangan	संख्या	bilangan	N;NOM;FEM;SG;3	N;SG
संख्या	bilangan	संख्या	bilangan	N;NOM;FEM;SG;3	N;SG
संख्या	nomor	संख्या	nomor	N;NOM;FEM;SG;3	N;SG
संख्या	angka	संख्या	angka	N;NOM;FEM;SG;3	N;SG
बात	hal	बात	hal	N;NOM;FEM;SG;3	N;SG
साहित्य	sastra	साहित्य	sastra	N;NOM;MASC;SG;3	N
शिक्षा	edukasi	शिक्षा	edukasi	N;NOM;FEM;SG;3	N;SG
शिक्षा	pendidikan	शिक्षा	pendidikan	N;NOM;FEM;SG;3	N;SG
शिक्षा	kuliah	शिक्षा	kuliah	N;NOM;FEM;SG;3	N;SG
धर्म	agama	धर्म	agama	N;NOM;MASC;SG;3	N;SG
धर्म	agama	धर्म	agama	N;NOM;MASC;SG;3	N;SG
मूल	asal	मूल	asal	N;NOM;MASC;SG;3	N;SG
बना	jadikan	बन	jadikan	V;PFV;MASC;SG;V.PTCP;ACT	V;SG;ACT
बना	membuat	बन	menbuat	V;PFV;MASC;SG;V.PTCP;ACT	V;SG;ACT
युद्ध	pertempuran	युद्ध	pertempuran	N;NOM;MASC;SG;3	N;SG
युद्ध	peperangan	युद्ध	peperangan	N;NOM;MASC;SG;3	N
युद्ध	perang	युद्ध	perang	N;NOM;MASC;SG;3	N;SG
युद्ध	peperangan	युद्ध	peperangan	N;NOM;MASC;SG;3	N
काल	telepon	काल	telepon	N;NOM;MASC;SG;3	N;SG
काल	panggilan	काल	panggilan	N;NOM;MASC;SG;3	N;SG
काल	periode	काल	periode	N;NOM;MASC;SG;3	N;SG
स्टेशन	stasiun	स्टेशन	stasiun	N;NOM;MASC;SG;3	N;SG
स्टेशन	station	स्टेशन	station	N;NOM;MASC;SG;3	N
स्टेशन	stasiun	स्टेशन	stasiun	N;NOM;MASC;SG;3	N;SG
उसकी	nya	वह	nya	PRO;FEM;SG;3	PRO
उसकी	nya	वह	nya	PRO;FEM;SG;3	PRO
महत्वपूर्ण	penting	महत्वपूर्ण	penting	ADJ	ADJ;SG
आप	anda	आप	anda	PRO;NOM;SG;2;FORM	PRO;SG;2;FORM
समूह	jemaat	समूह	jemaat	N;NOM;MASC;SG;3	N;SG
समूह	group	समूह	group	N;NOM;MASC;SG;3	N
समूह	grup	समूह	grup	N;NOM;MASC;SG;3	N;SG
समूह	kelompok	समूह	kelompok	N;NOM;MASC;SG;3	N;SG
समूह	grup	समूह	grup	N;NOM;MASC;SG;3	N;SG
समूह	kelompok	समूह	kelompok	N;NOM;MASC;SG;3	N;SG
वर्तमान	arus	वर्तमान	arus	N;NOM;MASC;SG;3	N;SG
अध्ययन	kajian	अध्ययन	kajian	N;NOM;MASC;SG;3	N;SG
अध्ययन	studi	अध्ययन	studi	N;NOM;MASC;SG;3	N;SG
अध्ययन	studi	अध्ययन	studi	N;NOM;MASC;SG;3	N;SG
विभाग	departemen	विभाग	departemen	N;NOM;MASC;SG;3	N;SG
विभाग	divisi	विभाग	divisi	N;NOM;MASC;SG;3	N;SG
विभाग	pembagian	विभाग	penbagian	N;NOM;MASC;SG;3	N;SG
विभाग	departemen	विभाग	departemen	N;NOM;MASC;SG;3	N;SG
स्थिति	status	स्थिति	status	N;NOM;FEM;SG;3	N;SG
स्थिति	posisi	स्थिति	posisi	N;NOM;FEM;SG;3	N;SG
स्थिति	jabatan	स्थिति	jabatan	N;NOM;FEM;SG;3	N;SG
स्थिति	negara	स्थिति	negara	N;NOM;FEM;SG;3	N;SG
स्थिति	keadaan	स्थिति	keadaan	N;NOM;FEM;SG;3	N;SG
स्थिति	syarat	स्थिति	syarat	N;NOM;FEM;SG;3	N;SG
स्थिति	kondisi	स्थिति	kondisi	N;NOM;FEM;SG;3	N;SG
स्थिति	situasi	स्थिति	situasi	N;NOM;FEM;SG;3	N;SG
प्रभाव	dampak	प्रभाव	dampak	N;NOM;MASC;SG;3	N;SG
प्रभाव	benturan	प्रभाव	benturan	N;NOM;MASC;SG;3	N;SG
प्रभाव	efek	प्रभाव	efek	N;NOM;MASC;SG;3	N;SG
प्रभाव	pengaruh	प्रभाव	pengaruh	N;NOM;MASC;SG;3	N;SG
प्रभाव	efek	प्रभाव	efek	N;NOM;MASC;SG;3	N;SG
साल	tahun	साल	tahun	N;NOM;MASC;SG;3	N;SG
साल	tahun	साल	tahun	N;NOM;MASC;SG;3	N;SG
संगीत	musik	संगीत	musik	N;NOM;MASC;SG;3	N;SG
सेवा	jasa	सेवा	jasa	N;NOM;FEM;SG;3	N;SG
सेवा	layanan	सेवा	layanan	N;NOM;FEM;SG;3	N;SG
सेवा	pelayanan	सेवा	penlayanan	N;NOM;FEM;SG;3	N;SG
बनाने	membuat	बना	menbuat	V;MASC;NFIN;ACT	V;SG;ACT
बनाने	menciptakan	बना	menciptakan	V;MASC;NFIN;ACT	V;SG;ACT
बनाने	berkreasi	बना	berkreasi	V;MASC;NFIN;ACT	V;SG;ACT
स्थापित	mapan	स्थापित	mapan	ADJ	ADJ;SG
उपलब्ध	tersedia	उपलब्ध	tersedia	ADJ	ADJ;SG
बड़ी	besar	बडा	besar	ADJ;NOM;FEM;SG	ADJ;SG
बड़ी	besar	बडा	besar	ADJ;NOM;FEM;SG	ADJ;SG
चार	empat	चार	empat	NUM	NUM
शक	keraguan	शक	keraguan	N;NOM;MASC;SG;3	N;SG
उदाहरण	contoh	उदाहरण	contoh	N;NOM;MASC;SG;3	N;SG
उदाहरण	instansi	उदाहरण	instansi	N;NOM;MASC;SG;3	N;SG
उदाहरण	contoh	उदाहरण	contoh	N;NOM;MASC;SG;3	N;SG
उदाहरण	ilustrasi	उदाहरण	ilustrasi	N;NOM;MASC;SG;3	N;SG
उदाहरण	contoh	उदाहरण	contoh	N;NOM;MASC;SG;3	N;SG
उदाहरण	contohnya	उदाहरण	contohnya	N;NOM;MASC;SG;3	N
उसका	nya	वह	nya	PRO;MASC;SG;3	PRO
उसका	nya	वह	nya	PRO;MASC;SG;3	PRO
ले	ambil	ले	ambil	V;ACT	V;SG;ACT
स्थापना	pemasangan	स्थापना	penpasangan	N;NOM;FEM;SG;3	N;SG
स्थापना	penginstalan	स्थापना	peninstalan	N;NOM;FEM;SG;3	N
स्थापना	instalasi	स्थापना	instalasi	N;NOM;FEM;SG;3	N;SG
स्थापना	pemasangan	स्थापना	penpasangan	N;NOM;FEM;SG;3	N;SG
स्थापना	instalasi	स्थापना	instalasi	N;NOM;FEM;SG;3	N;SG
स्थापना	pasang	स्थापना	pasang	N;NOM;FEM;SG;3	N;SG;ACT
स्थापना	pembentukan	स्थापना	penbentukan	N;NOM;FEM;SG;3	N;SG
स्थापना	pendirian	स्थापना	pendirian	N;NOM;FEM;SG;3	N;SG
कंपनी	perusahaan	कंपनी	perusahaan	N;NOM;FEM;SG;3	N;SG
बड़ा	besar	बड़ा	besar	ADJ;NOM;MASC;SG	ADJ;SG
बड़ा	besar	बड़ा	besar	ADJ;NOM;MASC;SG	ADJ;SG
बड़ा	besar	बड़ा	besar	ADJ;NOM;MASC;SG	ADJ;SG
बड़ा	hebat	बड़ा	hebat	ADJ;NOM;MASC;SG	ADJ;SG
बड़ा	agung	बड़ा	agung	ADJ;NOM;MASC;SG	ADJ;SG
स्तर	aras	स्तर	aras	N;NOM;MASC;SG;3	N;SG
स्तर	tingkat	स्तर	tingkat	N;NOM;MASC;SG;3	N;SG
स्तर	tingkatan	स्तर	tingkatan	N;NOM;MASC;SG;3	N;SG
स्तर	level	स्तर	level	N;NOM;MASC;SG;3	N
स्तर	aras	स्तर	aras	N;NOM;MASC;SG;3	N;SG
स्तर	level	स्तर	level	N;NOM;MASC;SG;3	N
स्तर	tingkatan	स्तर	tingkatan	N;NOM;MASC;SG;3	N;SG
स्तर	tingkat	स्तर	tingkat	N;NOM;MASC;SG;3	N;SG
चित्र	gambar	चित्र	gambar	N;NOM;MASC;SG;3	N;SG
चित्र	gambar	चित्र	gambar	N;NOM;MASC;SG;3	N;SG
चित्र	gambar	चित्र	gambar	N;NOM;MASC;SG;3	N;SG
चित्र	image	चित्र	image	N;NOM;MASC;SG;3	N
चित्र	citra	चित्र	citra	N;NOM;MASC;SG;3	N;SG
चित्र	gambar	चित्र	gambar	N;NOM;MASC;SG;3	N;SG
चित्र	citra	चित्र	citra	N;NOM;MASC;SG;3	N;SG
प्रणाली	sistem	प्रणाली	sistem	N;NOM;FEM;SG;3	N;SG
प्रणाली	system	प्रणाली	system	N;NOM;FEM;SG;3	N
सरकारी	resmi	सरकारी	resmi	ADJ;NOM	ADJ;SG
जल	air	जल	air	N;NOM;MASC;SG;3	N;SG
सूची	daftar	सूची	daftar	N;NOM;FEM;SG;3	N;SG
सूची	list	सूची	list	N;NOM;FEM;SG;3	N
विचार	gagasan	विचार	gagasan	N;NOM;MASC;SG;3	N;SG
विचार	ide	विचार	ide	N;NOM;MASC;SG;3	N;SG
विचार	gagasan	विचार	gagasan	N;NOM;MASC;SG;3	N;SG
विचार	ide	विचार	ide	N;NOM;MASC;SG;3	N;SG
विचार	pemikiran	विचार	penpikiran	N;NOM;MASC;SG;3	N;SG
विचार	pertimbangan	विचार	pertimbangan	N;NOM;MASC;SG;3	N;SG
विचार	pemikiran	विचार	penpikiran	N;NOM;MASC;SG;3	N;SG
विचार	fikiran	विचार	fikiran	N;NOM;MASC;SG;3	N;SG
विचार	pikiran	विचार	pikiran	N;NOM;MASC;SG;3	N;SG
पानी	air	पानी	air	N;NOM;MASC;SG;3	N;SG
सामान्य	jendral	सामान्य	jendral	N;NOM;MASC;SG;3	N
सामान्य	jenderal	सामान्य	jenderal	N;NOM;MASC;SG;3	N;SG
एक्स्प्रेस	ungkapkan	एक्स्प्रेस	ungkapkan	V;PFV;FEM;SG;V.PTCP;ACT	V;SG;ACT
एक्स्प्रेस	mengungkapkan	एक्स्प्रेस	menungkapkan	V;PFV;FEM;SG;V.PTCP;ACT	V;SG;ACT
पुलिस	polisi	पुलिस	polisi	N;NOM;FEM;SG;3	N;SG
पुलिस	kepolisian	पुलिस	kepolisian	N;NOM;FEM;SG;3	N;SG
वर्ग	persegi	वर्ग	persegi	N;NOM;MASC;SG;3	N;SG
वर्ग	kuadrat	वर्ग	kuadrat	N;NOM;MASC;SG;3	N;SG
वर्ग	kelas	वर्ग	kelas	N;NOM;MASC;SG;3	N;SG
वर्ग	angkatan	वर्ग	angkatan	N;NOM;MASC;SG;3	N;SG
वर्ग	kelas	वर्ग	kelas	N;NOM;MASC;SG;3	N;SG
शरीर	bodi	शरीर	bodi	N;NOM;MASC;SG;3	N;SG
शरीर	tubuh	शरीर	tubuh	N;NOM;MASC;SG;3	N;SG
शरीर	badan	शरीर	badan	N;NOM;MASC;SG;3	N;SG
माध्यम	medium	माध्यम	medium	N;NOM;MASC;SG;3	N
माध्यम	menengah	माध्यम	menengah	N;NOM;MASC;SG;3	N;SG
मानव	manusiawi	मानव	manusiawi	N;NOM;MASC;SG;3	N
मानव	manusia	मानव	manusia	N;NOM;MASC;SG;3	N;SG
भूमिका	perkenalan	भूमिका	perkenalan	N;NOM;FEM;SG;3	N;SG
भूमिका	pengenalan	भूमिका	penkenalan	N;NOM;FEM;SG;3	N;SG
भूमिका	pendahuluan	भूमिका	pendahuluan	N;NOM;FEM;SG;3	N;SG
भूमिका	pengantar	भूमिका	penantar	N;NOM;FEM;SG;3	N;SG
भूमिका	peran	भूमिका	peran	N;NOM;FEM;SG;3	N;SG
भूमिका	peranan	भूमिका	peranan	N;NOM;FEM;SG;3	N;SG
अतिरिक्त	ekstra	अतिरिक्त	ekstra	N;NOM;MASC;SG;3	N;SG
अतिरिक्त	spare	अतिरिक्त	spare	N;NOM;MASC;SG;3	N
अतिरिक्त	tambahan	अतिरिक्त	tambahan	N;NOM;MASC;SG;3	N;SG
अतिरिक्त	kelebihan	अतिरिक्त	kelebihan	N;NOM;MASC;SG;3	N;SG
