que	at	que	at	CONJ	CONJ
país	landet	país	land	N;MASC;SG	N;DEF;NEUT;SG
país	land	país	land	N;MASC;SG	N;INDF;NEUT;SG
país	country	país	country	N;MASC;SG	N;INDF
mientras	mens	mientras	mens	CONJ	CONJ
web	nettsted	web	nettsted	N;FEM;SG	N;INDF;NEUT;SG
web	nettside	web	nettside	N;FEM;SG	N;INDF;FEM;SG
web	nettstedet	web	nettsted	N;FEM;SG	N;DEF;NEUT;SG
web	web	web	web	N;FEM;SG	N
internacional	internasjonalt	internacional	internasjonal	ADJ;SG	ADJ;INDF;NEUT;SG
internacional	internasjonal	internacional	internasjonal	ADJ;SG	ADJ;INDF;SG
oficial	offisielt	oficial	offisiell	ADJ;SG	ADJ;INDF;NEUT;SG
oficial	offisiell	oficial	offisiell	ADJ;SG	ADJ;INDF;SG
mundo	verdens	mundo	verd	N;MASC;SG	N;GEN;DEF;MASC;SG
mundo	world	mundo	world	N;MASC;SG	N
mundo	mundo	mundo	mundo	N;MASC;SG	N;INDF;MASC;SG
embargo	embargo	embargo	embargo	N;MASC;SG	N;INDF;MASC;SG
mayo	mai	mayo	mai	N	N;INDF;MASC;SG
mayo	may	mayo	may	N	N;INDF;MASC;SG
mayo	majones	mayo	majones	N	N;INDF;MASC;SG
mayo	mayo	mayo	mayo	N	N;INDF;NEUT;SG
temporada	sesong	temporada	sesong	N;FEM;SG	N;INDF;MASC;SG
temporada	sesongen	temporada	sesong	N;FEM;SG	N;DEF;MASC;SG
temporada	årstid	temporada	årstid	N;FEM;SG	N;INDF;FEM;SG
luego	deretter	luego	deretter	ADV	ADV
luego	så	luego	så	ADV	ADV
luego	da	luego	da	ADV	ADV
marzo	marsjer	marzo	marsje	N	N;INDF;MASC;SG
marzo	march	marzo	march	N	N
marzo	marsj	marzo	marsj	N	N;INDF;MASC;SG
marzo	mars	marzo	mars	N	N;INDF;MASC;SG
día	dag	día	dag	N;MASC;SG	N;INDF;MASC;SG
día	dagen	día	dag	N;MASC;SG	N;DEF;MASC;SG
día	day	día	day	N;MASC;SG	N;INDF;SG
madrid	madrid	madrid	madrid	N;MASC;SG	N;INDF;MASC;SG
madrid	liverpool	madrid	liverpool	N;MASC;SG	N;INDF;NEUT;SG
enero	jan	enero	jan	N	N;MASC
enero	januar	enero	januar	N	N;INDF;MASC;SG
número	tall	número	tall	N;MASC;SG	N;INDF;NEUT;SG
número	nummer	número	nummer	N;MASC;SG	N;INDF;NEUT;SG
número	number	número	number	N;MASC;SG	N
número	antall	número	antall	N;MASC;SG	N;INDF;NEUT;SG
agosto	august	agosto	august	N	N;INDF;MASC;SG
agosto	aug	agosto	aug	N	N
diciembre	desember	diciembre	desember	N	N;INDF;MASC;SG
artículo	artikkel	artículo	artikkel	N;MASC;SG	N;INDF;MASC;SG
artículo	artikkelen	artículo	artikkel	N;MASC;SG	N;DEF;MASC;SG
artículo	elementet	artículo	element	N;MASC;SG	N;DEF;NEUT;SG
artículo	gjenstand	artículo	gjenstand	N;MASC;SG	N;INDF;MASC;SG
artículo	element	artículo	element	N;MASC;SG	N;INDF;NEUT;SG
noviembre	november	noviembre	november	N	N;INDF;MASC;SG
abril	april	abril	april	N	N;INDF;MASC;SG
total	totalt	total	total	ADJ;SG	ADJ;INDF;NEUT;SG
total	total	total	total	ADJ;SG	ADJ;INDF;SG
región	region	región	region	N;FEM;SG	N;INDF;MASC;SG
sistema	systemet	sistema	system	N;MASC;SG	N;DEF;NEUT;SG
sistema	system	sistema	system	N;MASC;SG	N;INDF;NEUT;SG
maría	marie	maría	marie	N;FEM;SG	N;INDF;FEM;SG
maría	mary	maría	mary	N;FEM;SG	N;INDF;FEM;SG
maría	maria	maría	maria	N;FEM;SG	N;INDF;FEM;SG
real	ekte	real	ekte	ADJ;SG	ADJ;INDF;NEUT;SG
real	reelt	real	reell	ADJ;SG	ADJ;INDF;NEUT;SG
página	sida	página	side	N;FEM;SG	N;DEF;FEM;SG
página	side	página	side	N;FEM;SG	N;INDF;FEM;SG
página	page	página	page	N;FEM;SG	N;INDF;MASC;SG
mundial	globalt	mundial	global	ADJ;SG	ADJ;INDF;NEUT;SG
mundial	global	mundial	global	ADJ;SG	ADJ;INDF;SG
mundial	globalt	mundial	global	ADJ;SG	ADJ;INDF;NEUT;SG
música	music	música	music	N;FEM;SG	N;INDF;MASC;SG
música	musikk	música	musikk	N;FEM;SG	N;INDF;MASC;SG
presidente	formann	presidente	formann	N;MASC;SG	N;INDF;MASC;SG
presidente	styreleder	presidente	styrelede	N;MASC;SG	N;INDF;MASC;SG
presidente	president	presidente	president	N;MASC;SG	N;INDF;MASC;SG
presidente	presidenten	presidente	president	N;MASC;SG	N;DEF;MASC;SG
casa	house	casa	house	N;FEM;SG	N;INDF;MASC;SG
casa	huset	casa	hus	N;FEM;SG	N;DEF;NEUT;SG
casa	hus	casa	hus	N;FEM;SG	N;INDF;NEUT;SG
casa	hjem	casa	hjem	N;FEM;SG	N;INDF;NEUT;SG
casa	hjemmet	casa	hjem	N;FEM;SG	N;DEF;NEUT;SG
casa	home	casa	home	N;FEM;SG	N;INDF;NEUT;SG
sólo	berre	sólo	berre	ADV	ADV
sólo	bare	sólo	bare	ADV	ADV
sólo	berre	sólo	berre	ADV	ADV
sólo	akkurat	sólo	akkurat	ADV	ADV
sólo	bare	sólo	bare	ADV	ADV
sólo	nettopp	sólo	nettopp	ADV	ADV
álbum	album	álbum	album	N;MASC;SG	N;INDF;NEUT;SG
álbum	albumet	álbum	album	N;MASC;SG	N;DEF;NEUT;SG
junio	juni	junio	juni	N	N;INDF;MASC;SG
junio	june	junio	june	N	N;INDF;MASC;SG
febrero	februar	febrero	februar	N	N;INDF;MASC;SG
ella	henne	él	ho	PRO;FEM;SG;3	PRO;ACC;FEM;SG;3
pueden	kan	poder	kunne	V;IND;PL;3;PRS;FIN	V;IND;PRS;FIN
solo	åleine	solo	åleine	ADV	ADV
solo	aleine	solo	aleine	ADV	ADV
solo	berre	solo	berre	ADV	ADV
solo	bare	solo	bare	ADV	ADV
solo	berre	solo	berre	ADV	ADV
solo	akkurat	solo	akkurat	ADV	ADV
solo	bare	solo	bare	ADV	ADV
solo	nettopp	solo	nettopp	ADV	ADV
tipo	typen	tipo	type	N;MASC;SG	N;DEF;MASC;SG
tipo	type	tipo	type	N;MASC;SG	N;INDF;MASC;SG
obra	arbeid	obra	arbeid	N;FEM;SG	N;INDF;NEUT;SG
obra	jobb	obra	jobb	N;FEM;SG	N;INDF;MASC;SG
iglesia	kirka	iglesia	kirk	N;FEM;SG	N;INDF;FEM;SG
iglesia	kirken	iglesia	kirk	N;FEM;SG	N;DEF;MASC;SG
iglesia	kirke	iglesia	kirke	N;FEM;SG	N;INDF;MASC;SG
película	movie	película	movie	N;FEM;SG	N;INDF
película	film	película	film	N;FEM;SG	N;INDF;MASC;SG
película	film	película	film	N;FEM;SG	N;INDF;MASC;SG
entonces	deretter	entonces	deretter	ADV	ADV
entonces	så	entonces	så	ADV	ADV
entonces	da	entonces	da	ADV	ADV
banda	band	banda	band	N;FEM;SG	N;INDF;NEUT;SG
banda	gjeng	banda	gjeng	N;FEM;SG	N;INDF;MASC;SG
banda	gjengen	banda	gjeng	N;FEM;SG	N;DEF;MASC;SG
cuatro	fire	cuatro	fire	NUM;PL	NUM;PL
zona	sone	zona	sone	N;FEM;SG	N;INDF;FEM;SG
zona	zone	zona	zone	N;FEM;SG	N;INDF
zona	areal	zona	areal	N;FEM;SG	N;INDF;NEUT;SG
zona	område	zona	område	N;FEM;SG	N;INDF;NEUT;SG
zona	området	zona	område	N;FEM;SG	N;DEF;NEUT;SG
zona	area	zona	area	N;FEM;SG	N;INDF;MASC;SG
televisión	tv	televisión	tv	N;FEM;SG	N;INDF;MASC;SG
televisión	fjernsyn	televisión	fjernsyn	N;FEM;SG	N;INDF;NEUT;SG
televisión	televisión	televisión	televisión	N;FEM;SG	N;INDF;MASC;SG
tuvo	hadde	tener	ha	V;IND;SG;3;PST;FIN	V;IND;PST;FIN
tuvo	hatt	tener	ha	V;IND;SG;3;PST;FIN	V;V.PTCP
carlos	karl	carlo	karl	N;MASC;SG	N;MASC
carlos	charles	carlo	charlas	N;MASC;SG	N;INDF;MASC;SG
carlos	karl	carlo	karl	N;MASC;SG	N;MASC
carlos	carl	carlo	carl	N;MASC;SG	N;INDF;MASC;SG
carlos	carlos	carlo	carlos	N;MASC;SG	N;INDF;MASC;SG
carlos	charlie	carlo	charlie	N;MASC;SG	N;INDF;MASC;SG
rey	konge	rey	konge	N;MASC;SG	N;INDF;MASC;SG
rey	dobbelseng	rey	dobbelseng	N;MASC;SG	N;INDF;NEUT;SG
rey	rey	rey	rey	N;MASC;SG	N;INDF;MASC;SG
premio	premie	premio	premie	N;MASC;SG	N;INDF;MASC;SG
premio	utmerkelse	premio	utmerkelse	N;MASC;SG	N;INDF;MASC;SG
premio	award	premio	award	N;MASC;SG	N;INDF;MASC;SG
edición	edit	edición	edit	N;FEM;SG	N;INDF;NEUT;SG
edición	redigering	edición	redigering	N;FEM;SG	N;INDF;FEM;SG
edición	edition	edición	edition	N;FEM;SG	N;INDF;MASC;SG
edición	utgaven	edición	utgav	N;FEM;SG	N;DEF;MASC;SG
edición	utgave	edición	utgave	N;FEM;SG	N;INDF;MASC;SG
edición	redigering	edición	redigering	N;FEM;SG	N;INDF;FEM;SG
tenía	hatt	tener	ha	V;IND;SG;3;IPFV;FIN	V;V.PTCP
premios	belønner	premio	belønne	N;MASC;PL	N;INDF;FEM;PL
premios	belønninger	premio	belønninger	N;MASC;PL	N;INDF;FEM;PL
premios	priser	premio	prise	N;MASC;PL	N;INDF;FEM;PL
sitio	nettsted	sitio	nettsted	N;MASC;SG	N;INDF;NEUT;SG
sitio	nettside	sitio	nettside	N;MASC;SG	N;INDF;FEM;SG
sitio	nettstedet	sitio	nettsted	N;MASC;SG	N;DEF;NEUT;SG
sitio	beleiring	sitio	beleiring	N;MASC;SG	N;INDF;FEM;SG
sitio	beleiringen	sitio	beleiring	N;MASC;SG	N;DEF;MASC;SG
sitio	nettsted	sitio	nettsted	N;MASC;SG	N;INDF;NEUT;SG
sitio	nettstedet	sitio	nettsted	N;MASC;SG	N;DEF;NEUT;SG
sitio	site	sitio	sitje	N;MASC;SG	N;INDF;MASC;SG
bien	vel	bien	vel	ADV	ADV
mar	mar	mar	mar	N;SG	N;INDF;MASC;SG
mar	sjøs	mar	sjøs	N;SG	N;INDF;MASC;SG
mar	sea	mar	seie	N;SG	N;INDF;MASC;SG
mar	hav	mar	hav	N;SG	N;INDF;NEUT;SG
mar	havet	mar	hav	N;SG	N;DEF;NEUT;SG
mar	hav	mar	hav	N;SG	N;INDF;NEUT;SG
mar	ocean	mar	ocean	N;SG	N
orden	orden	orden	orden	N;MASC;SG	N;INDF;MASC;SG
orden	bestilling	orden	bestilling	N;MASC;SG	N;INDF;FEM;SG
orden	order	orden	ord	N;MASC;SG	N;INDF
orden	rekkefølge	orden	rekkefølg	N;MASC;SG	N;INDF;MASC;SG
estadounidense	amerikansk	estadounidense	amerikansk	ADJ;SG	ADJ;INDF;SG
tierra	jorden	tierra	jord	N;FEM;SG	N;DEF;MASC;SG
tierra	jorda	tierra	jord	N;FEM;SG	N;DEF;FEM;SG
tierra	jord	tierra	jord	N;FEM;SG	N;INDF;FEM;SG
tierra	earth	tierra	earth	N;FEM;SG	N
tierra	land	tierra	land	N;FEM;SG	N;INDF;NEUT;SG
tierra	tierra	tierra	tierre	N;FEM;SG	N;INDF;MASC;SG
tierra	jord	tierra	jord	N;FEM;SG	N;INDF;FEM;SG
título	tittel	título	tittel	N;MASC;SG	N;INDF;MASC;SG
earth	jorden	earth	jord	N	N;DEF;MASC;SG
earth	jorda	earth	jord	N	N;DEF;FEM;SG
earth	jord	earth	jord	N	N;INDF;FEM;SG
earth	earth	earth	earth	N	N
están	finst	estar	finnast	V;IND;PL;3;PRS;FIN	V;IND;PRS;FIN
división	divisjon	división	divisjon	N;FEM;SG	N;INDF;MASC;SG
canción	sang	canción	sang	N;FEM;SG	N;INDF;MASC;SG
canción	låt	canción	låt	N;FEM;SG	N;INDF;MASC;SG
canción	sangen	canción	sang	N;FEM;SG	N;DEF;MASC;SG
canción	song	canción	song	N;FEM;SG	N;INDF;MASC;SG
fecha	årstall	fecha	årstall	N;FEM;SG	N;INDF;MASC;SG
fecha	dato	fecha	dato	N;FEM;SG	N;INDF;MASC;SG
fecha	date	fecha	date	N;FEM;SG	N;INDF;MASC;SG
república	republikken	república	republikk	N;FEM;SG	N;DEF;MASC;SG
república	republikk	república	republikk	N;FEM;SG	N;INDF;MASC;SG
trabajo	jobben	trabajo	jobb	N;MASC;SG	N;DEF;MASC;SG
trabajo	job	trabajo	job	N;MASC;SG	N;INDF;SG
trabajo	jobb	trabajo	jobb	N;MASC;SG	N;INDF;MASC;SG
trabajo	arbeid	trabajo	arbeid	N;MASC;SG	N;INDF;NEUT;SG
trabajo	jobb	trabajo	jobb	N;MASC;SG	N;INDF;MASC;SG
especie	art	especie	art	N;FEM;SG	N;INDF;MASC;SG
luis	louis	luis	louis	N;MASC;SG	N;INDF;MASC;SG
luis	louie	luis	louie	N;MASC;SG	N;INDF;MASC;SG
luis	ludwig	luis	ludwig	N;MASC;SG	N;INDF;MASC;SG
luis	luis	luis	luis	N;MASC;SG	N;INDF;MASC;SG
caso	case	caso	case	N;MASC;SG	N
caso	sak	caso	sak	N;MASC;SG	N;INDF;FEM;SG
caso	kasus	caso	kasus	N;MASC;SG	N;INDF;NEUT;SG
caso	saken	caso	sak	N;MASC;SG	N;DEF;MASC;SG
obras	avspillinger	obra	avspillinger	N;FEM;PL	N;INDF;FEM;PL
color	farge	color	farge	N;MASC;SG	N;INDF;MASC;SG
color	farge	color	farge	N;MASC;SG	N;INDF;MASC;SG
distrito	distriktet	distrito	distrikt	N;MASC;SG	N;DEF;NEUT;SG
distrito	distrikt	distrito	distrikt	N;MASC;SG	N;INDF;NEUT;SG
superficie	overflate	superficie	overflate	N;FEM;SG	N;INDF;FEM;SG
superficie	overflaten	superficie	overflate	N;FEM;SG	N;DEF;MASC;SG
superficie	areal	superficie	areal	N;FEM;SG	N;INDF;NEUT;SG
superficie	område	superficie	område	N;FEM;SG	N;INDF;NEUT;SG
superficie	området	superficie	område	N;FEM;SG	N;DEF;NEUT;SG
superficie	area	superficie	area	N;FEM;SG	N;INDF;MASC;SG
copa	copa	copa	cope	N;FEM;SG	N;INDF;NEUT;SG
copa	cupen	copa	cup	N;FEM;SG	N;DEF;MASC;SG
copa	kopp	copa	kopp	N;FEM;SG	N;INDF;MASC;SG
copa	beger	copa	bege	N;FEM;SG	N;INDF;NEUT;SG
copa	cup	copa	cup	N;FEM;SG	N;INDF;NEUT;SG
