על	despre	על	despre	ADP	ADP;ACC
מרכז	centru	מרכז	centru	N;MASC;SG	N;INDF;MASC;SG
שימוש	utilizare	שימוש	utilizare	N;MASC;SG	N;INDF;FEM;SG
שימוש	folosire	שימוש	folosire	N;MASC;SG	N;INDF;FEM;SG
שימוש	folosirea	שימוש	folosire	N;MASC;SG	N;DEF;FEM;SG
שימוש	utilizarea	שימוש	utilizare	N;MASC;SG	N;DEF;FEM;SG
שימוש	utilizarea	שימוש	utilizare	N;MASC;SG	N;DEF;FEM;SG
שימוש	utilizare	שימוש	utilizare	N;MASC;SG	N;INDF;FEM;SG
רוב	majoritatea	רוב	majoritate	N;MASC;SG	N;DEF;FEM;SG
רוב	rob	רוב	rob	N;MASC;SG	N;INDF;MASC;SG
רוב	majoritate	רוב	majoritate	N;MASC;SG	N;INDF;FEM;SG
רוב	majoritatea	רוב	majoritate	N;MASC;SG	N;DEF;FEM;SG
גדול	mare	גדול	mare	ADJ;MASC;SG	ADJ;INDF;MASC;SG
גדול	mare	גדול	mare	ADJ;MASC;SG	ADJ;INDF;MASC;SG
ישראלים	israelienii	ישראלי	israelian	N;MASC;PL	N;DEF;MASC;PL
יהודי	evreica	יהודי	evreica	N;MASC;SG	N;DEF;FEM;SG
יהודי	evreu	יהודי	evreu	N;MASC;SG	N;INDF;MASC;SG
יהודי	evreu	יהודי	evreu	N;MASC;SG	N;INDF;MASC;SG
סוג	fel	סוג	fel	N;MASC;SG	N;INDF;MASC;SG
סוג	tipul	סוג	tip	N;MASC;SG	N;DEF;MASC;SG
סוג	tip	סוג	tip	N;MASC;SG	N;INDF;MASC;SG
מידע	informatie	מידע	informatie	N;MASC;SG	N;INDF;FEM;SG
מידע	data	מידע	dată	N;MASC;SG	N;DEF;FEM;SG
ערכים	valori	ערך	valoare	N;MASC;PL	N;INDF;FEM;PL
ערכים	valorile	ערך	valoare	N;MASC;PL	N;DEF;FEM;PL
ערכים	intrari	ערך	intrare	N;MASC;PL	N;INDF;FEM;PL
ערכים	mentiuni	ערך	mentiune	N;MASC;PL	N;INDF;FEM;PL
אנשים	oamenii	איש	om	N;MASC;PL	N;DEF;MASC;PL
אנשים	oameni	איש	om	N;MASC;PL	N;INDF;MASC;PL
אנשים	persoane	איש	persoană	N;MASC;PL	N;INDF;FEM;PL
דקות	minutele	דקה	minut	N;FEM;PL	N;DEF;FEM;PL
דקות	minute	דקה	minut	N;FEM;PL	N;INDF;FEM;PL
חבר	prieten	חבר	prieten	N;MASC;SG	N;INDF;MASC;SG
חבר	prietena	חבר	prietenă	N;MASC;SG	N;DEF;FEM;SG
חבר	iubitul	חבר	iubit	N;MASC;SG	N;DEF;MASC;SG
בת	fica	בת	fice	N;FEM;SG	N;DEF;FEM;SG
בת	fiica	בת	fiică	N;FEM;SG	N;DEF;FEM;SG
בת	fiica	בת	fiică	N;FEM;SG	N;DEF;FEM;SG
השם	hashem	השם	hashem		
השם	name	השם	name		
כאן	aici	כאן	aici	ADV	ADV
לעתים	uneori	לעתים	uneori	ADV	ADV
חדש	nou	חדש	nou	ADJ;MASC;SG	ADJ;INDF;MASC;SG
חדש	noua	חדש	nou	ADJ;MASC;SG	ADJ;DEF;FEM;SG
חדש	noua	חדש	nou	ADJ;MASC;SG	ADJ;DEF;FEM;SG
מעל	peste	מעל	peste	ADP	ADP;ACC
מעל	deasupra	מעל	deasupra	ADP	ADP;GEN
ארץ	tara	ארץ	tară	N;FEM;SG	N;DEF;FEM;SG
ארץ	tara	ארץ	tară	N;FEM;SG	N;DEF;FEM;SG
ארץ	tara	ארץ	tară	N;FEM;SG	N;DEF;FEM;SG
ארץ	tara	ארץ	tară	N;FEM;SG	N;DEF;FEM;SG
ארץ	tara	ארץ	tară	N;FEM;SG	N;DEF;FEM;SG
ארץ	teren	ארץ	teren	N;FEM;SG	N;INDF;MASC;SG
ארץ	land	ארץ	land	N;FEM;SG	N;INDF;MASC;SG
ארץ	earth	ארץ	earth	N;FEM;SG	N
ארץ	pamantul	ארץ	pamant	N;FEM;SG	N;DEF;MASC;SG
כלי	instrument	כלי	instrument	N;MASC;SG	N;INDF;MASC;SG
כלי	unealta	כלי	unealtă	N;MASC;SG	N;DEF;FEM;SG
הרבה	mult	הרבה	mult	ADV	ADV
אתה	te	הוא	tu	PRO;MASC;SG;2	PRO;ACC;SG;2
אתה	tu	הוא	tu	PRO;MASC;SG;2	PRO;NOM;SG;2
נמצא	gasit	נמצא	gasit	V;MASC;SG;V.PTCP;MID	V;MASC;SG;V.PTCP
נמצא	gasit	נמצא	gasit	V;MASC;SG;V.PTCP;MID	V;MASC;SG;V.PTCP
טוב	buna	טוב	bun	ADJ;MASC;SG	ADJ;DEF;FEM;SG
טוב	bun	טוב	bun	ADJ;MASC;SG	ADJ;INDF;MASC;SG
ילדים	copii	ילד	copil	N;MASC;PL	N;INDF;MASC;PL
ילדים	copiii	ילד	copil	N;MASC;PL	N;DEF;MASC;PL
ילדים	copii	ילד	copil	N;MASC;PL	N;INDF;MASC;PL
ילדים	copiii	ילד	copil	N;MASC;PL	N;DEF;MASC;PL
כמעט	aproape	כמעט	aproape	ADV	ADV
מיליון	milion	מיליון	milion	NUM;MASC;SG	NUM;INDF;MASC;SG
כוח	putere	כוח	putere	N;MASC;SG	N;INDF;FEM;SG
כוח	puterea	כוח	putere	N;MASC;SG	N;DEF;FEM;SG
כוח	forta	כוח	forta	N;MASC;SG	N;DEF;FEM;SG
כוח	forta	כוח	forta	N;MASC;SG	N;DEF;FEM;SG
כוח	forta	כוח	forta	N;MASC;SG	N;DEF;FEM;SG
כוח	forta	כוח	forta	N;MASC;SG	N;DEF;FEM;SG
כוח	putere	כוח	putere	N;MASC;SG	N;INDF;FEM;SG
כוח	puterea	כוח	putere	N;MASC;SG	N;DEF;FEM;SG
כוח	power	כוח	power	N;MASC;SG	N
מלך	regele	מלך	rege	N;MASC;SG	N;DEF;MASC;SG
מלך	king	מלך	king	N;MASC;SG	N;INDF;MASC;SG
מלך	rege	מלך	rege	N;MASC;SG	N;INDF;MASC;SG
מקור	origine	מקור	origine	N;MASC;SG	N;INDF;FEM;SG
מקור	originea	מקור	origine	N;MASC;SG	N;DEF;FEM;SG
מקור	sursa	מקור	sursă	N;MASC;SG	N;DEF;FEM;SG
מקור	sursa	מקור	sursă	N;MASC;SG	N;DEF;FEM;SG
מקור	cioc	מקור	cioc	N;MASC;SG	N;INDF;MASC;SG
מקור	ciocul	מקור	cioc	N;MASC;SG	N;DEF;MASC;SG
תוכנית	program	תוכנית	program	N;FEM;SG	N;INDF;MASC;SG
תוכנית	programul	תוכנית	program	N;FEM;SG	N;DEF;MASC;SG
תוכנית	planul	תוכנית	plan	N;FEM;SG	N;DEF;MASC;SG
תוכנית	plan	תוכנית	plan	N;FEM;SG	N;INDF;MASC;SG
תוכנית	program	תוכנית	program	N;FEM;SG	N;INDF;MASC;SG
תוכנית	programul	תוכנית	program	N;FEM;SG	N;DEF;MASC;SG
לגבי	despre	לגבי	despre	ADP	ADP;ACC
משתמש	folosind	השתמש	folosi	V;MASC;SG;V.PTCP	V;V.MSDR
קיבל	primit	קיבל	primi	V;MASC;SG;3;PST;ACT	V;MASC;SG;V.PTCP
נשים	femeile	איש	femeie	N;FEM;PL	N;DEF;FEM;PL
נשים	femei	איש	femeie	N;FEM;PL	N;INDF;FEM;PL
נשים	femeilor	איש	femeie	N;FEM;PL	N;DEF;FEM;PL
כוחות	puterile	כוח	putere	N;MASC;PL	N;DEF;FEM;PL
כוחות	puteri	כוח	putere	N;MASC;PL	N;INDF;FEM;PL
כוחות	fortele	כוח	fortă	N;MASC;PL	N;DEF;FEM;PL
כוחות	fortele	כוח	fortă	N;MASC;PL	N;DEF;FEM;PL
פעולה	actiune	פעולה	actiune	N;FEM;SG	N;INDF;FEM;SG
פעולה	actiune	פעולה	actiune	N;FEM;SG	N;INDF;FEM;SG
פעולה	actiune	פעולה	actiune	N;FEM;SG	N;INDF;FEM;SG
נכון	adevarat	נכון	adevarat	ADJ;MASC;SG	ADJ;INDF;MASC;SG
נכון	adevarat	נכון	adevarat	ADJ;MASC;SG	ADJ;INDF;MASC;SG
חוק	law	חוק	law	N;MASC;SG	N;INDF;MASC;SG
חוק	lege	חוק	lege	N;MASC;SG	N;INDF;FEM;SG
חוק	legea	חוק	lege	N;MASC;SG	N;DEF;FEM;SG
יחידה	unitate	יחידה	unitate	N;FEM;SG	N;INDF;FEM;SG
יחידה	unitatea	יחידה	unitate	N;FEM;SG	N;DEF;FEM;SG
מדינות	statele	מדינה	stat	N;FEM;PL	N;DEF;FEM;PL
מדינות	state	מדינה	stat	N;FEM;PL	N;INDF;FEM;PL
מדינות	stari	מדינה	stare	N;FEM;PL	N;INDF;FEM;PL
מדינות	tarile	מדינה	tare	N;FEM;PL	N;DEF;FEM;PL
מדינות	tarile	מדינה	tare	N;FEM;PL	N;DEF;FEM;PL
מפקד	comandante	מפקד	comandant	N;MASC;SG	N;INDF;MASC;SG
מפקד	comandantul	מפקד	comandant	N;MASC;SG	N;DEF;MASC;SG
מפקד	comandant	מפקד	comandant	N;MASC;SG	N;INDF;MASC;SG
אזור	regiunea	אזור	regiune	N;MASC;SG	N;DEF;FEM;SG
אזור	regiune	אזור	regiune	N;MASC;SG	N;INDF;FEM;SG
אזור	zona	אזור	zonă	N;MASC;SG	N;DEF;FEM;SG
אזור	zona	אזור	zonă	N;MASC;SG	N;DEF;FEM;SG
אזור	zona	אזור	zonă	N;MASC;SG	N;DEF;FEM;SG
אזור	zona	אזור	zonă	N;MASC;SG	N;DEF;FEM;SG
אזור	suprafata	אזור	suprafată	N;MASC;SG	N;DEF;FEM;SG
פעמים	timpuri	פעם	timp	N;FEM;PL	N;INDF;FEM;PL
פעמים	timpurile	פעם	timp	N;FEM;PL	N;DEF;FEM;PL
פעמים	vremuri	פעם	vreme	N;FEM;PL	N;INDF;FEM;PL
קבוצות	grupe	קבוצה	grupă	N;FEM;PL	N;INDF;FEM;PL
קבוצות	grupuri	קבוצה	grup	N;FEM;PL	N;INDF;FEM;PL
קבוצות	grupurile	קבוצה	grup	N;FEM;PL	N;DEF;FEM;PL
קבוצות	grupari	קבוצה	grupar	N;FEM;PL	N;INDF;FEM;PL
קבוצות	echipele	קבוצה	echipă	N;FEM;PL	N;DEF;FEM;PL
קבוצות	echipe	קבוצה	echipă	N;FEM;PL	N;INDF;FEM;PL
סרט	film	סרט	film	N;MASC;SG	N;INDF;MASC;SG
סרט	pelicula	סרט	pelicula	N;MASC;SG	N;DEF;FEM;SG
סרט	film	סרט	film	N;MASC;SG	N;INDF;MASC;SG
קרב	lupta	קרב	luptă	N;MASC;SG	N;DEF;FEM;SG
קרב	batalia	קרב	batalie	N;MASC;SG	N;DEF;FEM;SG
קרב	batalie	קרב	batalie	N;MASC;SG	N;INDF;FEM;SG
האתר	website	האתר	websit		
קצר	scurta	קצר	scurta	ADJ;MASC;SG	ADJ;DEF;FEM;SG
קצר	scurta	קצר	scurta	ADJ;MASC;SG	ADJ;DEF;FEM;SG
קצר	scurta	קצר	scurta	ADJ;MASC;SG	ADJ;DEF;FEM;SG
ימים	zilele	יום	zi	N;MASC;PL	N;DEF;FEM;PL
ימים	zile	יום	zi	N;MASC;PL	N;INDF;FEM;PL
בהמשך	dedesubt	בהמשך	dedesubt		
צבא	armata	צבא	armată	N;MASC;SG	N;DEF;FEM;SG
צבא	militara	צבא	militară	N;MASC;SG	N;DEF;FEM;SG
צבא	armata	צבא	armată	N;MASC;SG	N;DEF;FEM;SG
צבא	armata	צבא	armată	N;MASC;SG	N;DEF;FEM;SG
צבא	army	צבא	army	N;MASC;SG	N;INDF;MASC;SG
ים	marea	ים	mare	N;MASC;SG	N;DEF;FEM;SG
משחק	joc	משחק	joc	N;MASC;SG	N;INDF;MASC;SG
משחק	jocul	משחק	joc	N;MASC;SG	N;DEF;MASC;SG
משחק	redarea	משחק	redare	N;MASC;SG	N;DEF;FEM;SG
משחק	jucand	משחק	juca	N;MASC;SG	N;INDF;MASC;SG
משחק	actorie	משחק	actorie	N;MASC;SG	N;INDF;FEM;SG
משחק	actoria	משחק	actorie	N;MASC;SG	N;DEF;FEM;SG
משחק	hotarand	משחק	hotara	N;MASC;SG	N;INDF;MASC;SG
מדי	prea	מדי	prea	ADV	ADV
פעילות	activitatea	פעילות	activitate	N;FEM;SG	N;DEF;FEM;SG
פעילות	activitate	פעילות	activitate	N;FEM;SG	N;INDF;FEM;SG
שטח	camp	שטח	camp	N;MASC;SG	N;INDF;MASC;SG
שטח	campul	שטח	camp	N;MASC;SG	N;DEF;MASC;SG
שטח	field	שטח	field	N;MASC;SG	N;INDF;MASC;SG
שטח	teren	שטח	teren	N;MASC;SG	N;INDF;MASC;SG
שטח	teren	שטח	teren	N;MASC;SG	N;INDF;MASC;SG
שטח	zona	שטח	zonă	N;MASC;SG	N;DEF;FEM;SG
שטח	zona	שטח	zonă	N;MASC;SG	N;DEF;FEM;SG
שטח	suprafata	שטח	suprafată	N;MASC;SG	N;DEF;FEM;SG
דף	def	דף	def		
קולנוע	film	קולנוע	film	N;MASC;SG	N;INDF;MASC;SG
קולנוע	cinematografie	קולנוע	cinematografie	N;MASC;SG	N;INDF;FEM;SG
קולנוע	cinematografia	קולנוע	cinematografie	N;MASC;SG	N;DEF;FEM;SG
קולנוע	cinematograf	קולנוע	cinematograf	N;MASC;SG	N;INDF;MASC;SG
קולנוע	cinema	קולנוע	cinema	N;MASC;SG	N;INDF;MASC;SG
קשר	conexiunea	קשר	conexiune	N;MASC;SG	N;DEF;FEM;SG
קשר	conexiune	קשר	conexiune	N;MASC;SG	N;INDF;FEM;SG
קשר	contact	קשר	contact	N;MASC;SG	N;INDF;MASC;SG
קשר	contacteaza	קשר	contacteaza	N;MASC;SG	N;DEF;FEM;SG
קשר	contactul	קשר	contact	N;MASC;SG	N;DEF;MASC;SG
קשר	nod	קשר	nod	N;MASC;SG	N;INDF;MASC;SG
אחרת	altfel	אחרת	altfel	ADV	ADV
עיר	oras	עיר	oras	N;FEM;SG	N;INDF;MASC;SG
עיר	oras	עיר	oras	N;FEM;SG	N;INDF;MASC;SG
עיר	orasul	עיר	oras	N;FEM;SG	N;DEF;MASC;SG
עיר	oras	עיר	oras	N;FEM;SG	N;INDF;MASC;SG
עיר	city	עיר	city	N;FEM;SG	N;INDF;MASC;SG
עיר	oras	עיר	oras	N;FEM;SG	N;INDF;MASC;SG
עיר	oras	עיר	oras	N;FEM;SG	N;INDF;MASC;SG
עיר	oras	עיר	oras	N;FEM;SG	N;INDF;MASC;SG
עיר	orasul	עיר	oras	N;FEM;SG	N;DEF;MASC;SG
עיר	orasul	עיר	oras	N;FEM;SG	N;DEF;MASC;SG
הופעות	impresii	הופעה	impresie	N;FEM;PL	N;INDF;FEM;PL
הופעות	concertele	הופעה	concert	N;FEM;PL	N;DEF;FEM;PL
הופעות	concerte	הופעה	concert	N;FEM;PL	N;INDF;FEM;PL
תקופה	perioada	תקופה	perioadă	N;FEM;SG	N;DEF;FEM;SG
תקופה	perioada	תקופה	perioadă	N;FEM;SG	N;DEF;FEM;SG
ספרים	carti	ספר	carti	N;MASC;PL	N;INDF;FEM;PL
ספרים	carti	ספר	carti	N;MASC;PL	N;INDF;FEM;PL
ספרים	carti	ספר	carti	N;MASC;PL	N;INDF;FEM;PL
קטן	mic	קטן	mic	ADJ;MASC;SG	ADJ;INDF;MASC;SG
קטן	mica	קטן	mic	ADJ;MASC;SG	ADJ;DEF;FEM;SG
קטן	mic	קטן	mic	ADJ;MASC;SG	ADJ;INDF;MASC;SG
ברית	alianta	ברית	aliantă	N;FEM;SG	N;DEF;FEM;SG
ברית	alianta	ברית	aliantă	N;FEM;SG	N;DEF;FEM;SG
ברית	alianta	ברית	aliantă	N;FEM;SG	N;DEF;FEM;SG
ישראלי	israeliana	ישראלי	israelian	N;MASC;SG	N;DEF;FEM;SG
משרד	oficiu	משרד	oficiu	N;MASC;SG	N;INDF;MASC;SG
משרד	biroul	משרד	birou	N;MASC;SG	N;DEF;MASC;SG
משרד	oficiul	משרד	oficiu	N;MASC;SG	N;DEF;MASC;SG
משרד	birou	משרד	birou	N;MASC;SG	N;INDF;MASC;SG
גרסאות	variante	גרסה	variantă	N;FEM;PL	N;INDF;FEM;PL
גרסאות	variantele	גרסה	variantă	N;FEM;PL	N;DEF;FEM;PL
גרסאות	versiunile	גרסה	versiune	N;FEM;PL	N;DEF;FEM;PL
גרסאות	versiuni	גרסה	versiune	N;FEM;PL	N;INDF;FEM;PL
זהב	golden	זהב	golden	N;MASC;SG	N;INDF;MASC;SG
זהב	aur	זהב	aur	N;MASC;SG	N;INDF;MASC;SG
זהב	aurul	זהב	aur	N;MASC;SG	N;DEF;MASC;SG
עולם	lumea	עולם	lume	N;MASC;SG	N;DEF;FEM;SG
עולם	lume	עולם	lume	N;MASC;SG	N;INDF;FEM;SG
יד	mina	יד	mină	N;FEM;SG	N;DEF;FEM;SG
יד	mana	יד	mană	N;FEM;SG	N;DEF;FEM;SG
יד	mana	יד	mană	N;FEM;SG	N;DEF;FEM;SG
יד	mana	יד	mană	N;FEM;SG	N;DEF;FEM;SG
מדינה	tara	מדינה	tară	N;FEM;SG	N;DEF;FEM;SG
מדינה	tara	מדינה	tară	N;FEM;SG	N;DEF;FEM;SG
מדינה	tara	מדינה	tară	N;FEM;SG	N;DEF;FEM;SG
מדינה	tara	מדינה	tară	N;FEM;SG	N;DEF;FEM;SG
