per	pentru	per	pentru	ADP	ADP;ACC
città	orasele	città	oras	N;FEM	N;DEF;FEM;PL
città	orase	città	oras	N;FEM	N;INDF;FEM;PL
città	orasele	città	oras	N;FEM	N;DEF;FEM;PL
città	orase	città	oras	N;FEM	N;INDF;FEM;PL
solo	doar	solo	doar	ADV	ADV
solo	numai	solo	numai	ADV	ADV
solo	doar	solo	doar	ADV	ADV
uno	una	uno	unul	PRO;MASC;SG	PRO;FEM;SG;3
uno	unul	uno	unul	PRO;MASC;SG	PRO;MASC;SG;3
loro	ei	loro	el	PRO;PL;3	PRO;MASC;PL;3
loro	ei	loro	el	PRO;PL;3	PRO;MASC;PL;3
loro	ele	loro	el	PRO;PL;3	PRO;FEM;PL;3
nome	nume	nome	nume	N;MASC;SG	N;INDF
nome	numele	nome	nume	N;MASC;SG	N;DEF;MASC;SG
nome	denumire	nome	denumire	N;MASC;SG	N;INDF;FEM;SG
poi	atunci	poi	atunci	ADV	ADV
poi	apoi	poi	apoi	ADV	ADV
msg	msg	msg	msg	N;MASC;SG	N;INDF;MASC;SG
voce	glas	voce	glas	N;FEM;SG	N;INDF;MASC;SG
voce	voice	voce	voic	N;FEM;SG	N;INDF;MASC;SG
voce	voce	voce	voce	N;FEM;SG	N;INDF;FEM;SG
voce	vocea	voce	voce	N;FEM;SG	N;DEF;FEM;SG
progetti	proiectele	progetto	proiect	N;MASC;PL	N;DEF;FEM;PL
progetti	proiecte	progetto	proiect	N;MASC;PL	N;INDF;FEM;PL
dove	unde	dove	unde	ADV	ADV
anno	anno	anno	anno	N;MASC;SG	N;INDF;MASC;SG
anno	anul	anno	an	N;MASC;SG	N;DEF;MASC;SG
anno	an	anno	an	N;MASC;SG	N;INDF;MASC;SG
voci	intrari	voce	intrare	N;FEM;PL	N;INDF;FEM;PL
voci	mentiuni	voce	mentiune	N;FEM;PL	N;INDF;FEM;PL
voci	zvonurile	voce	zvon	N;FEM;PL	N;DEF;FEM;PL
voci	zvonuri	voce	zvon	N;FEM;PL	N;INDF;FEM;PL
voci	voci	voce	voce	N;FEM;PL	N;INDF;FEM;PL
voci	vocile	voce	voce	N;FEM;PL	N;DEF;FEM;PL
tre	trei	tre	trei	NUM	NUM;PL
molto	foarte	molto	foarte	ADV	ADV
molto	mult	molto	mult	ADV	ADV
comune	comun	comune	comun	ADJ;SG	ADJ;INDF;MASC;SG
tutti	toate	tutto	tot	PRO;MASC;PL	PRO;FEM;PL;3
stagione	anotimpul	stagione	anotimp	N;FEM;SG	N;DEF;MASC;SG
stagione	sezonul	stagione	sezon	N;FEM;SG	N;DEF;MASC;SG
stagione	sezon	stagione	sezon	N;FEM;SG	N;INDF;MASC;SG
stagione	anotimp	stagione	anotimp	N;FEM;SG	N;INDF;MASC;SG
gruppo	grupa	gruppo	grupă	N;MASC;SG	N;DEF;FEM;SG
gruppo	grup	gruppo	grup	N;MASC;SG	N;INDF;MASC;SG
gruppo	grupul	gruppo	grup	N;MASC;SG	N;DEF;MASC;SG
gruppo	grupa	gruppo	grupă	N;MASC;SG	N;DEF;FEM;SG
calciatore	fotbalistul	calciatore	fotbalist	N;MASC;SG	N;DEF;MASC;SG
calciatore	fotbalist	calciatore	fotbalist	N;MASC;SG	N;INDF;MASC;SG
roma	rome	roma	romă	N;FEM;SG	N;INDF;MASC;SG
tempo	timp	tempo	timp	N;MASC;SG	N;INDF;MASC;SG
tempo	ora	tempo	oră	N;MASC;SG	N;DEF;FEM;SG
tempo	timpul	tempo	timp	N;MASC;SG	N;DEF;MASC;SG
abitanti	locuitori	abitante	locuitor	N;PL	N;INDF;MASC;PL
chiesa	biserica	chiesa	biserică	N;FEM;SG	N;DEF;FEM;SG
chiesa	biserica	chiesa	biserică	N;FEM;SG	N;DEF;FEM;SG
grande	mare	grande	mare	ADJ;SG	ADJ;INDF;MASC;SG
grande	mare	grande	mare	ADJ;SG	ADJ;INDF;MASC;SG
secolo	secolul	secolo	secol	N;MASC;SG	N;DEF;MASC;SG
secolo	secol	secolo	secol	N;MASC;SG	N;INDF;MASC;SG
guerra	razboi	guerra	razboi	N;FEM;SG	N;INDF;MASC;SG
guerra	razboiul	guerra	razboi	N;FEM;SG	N;DEF;MASC;SG
guerra	razboi	guerra	razboi	N;FEM;SG	N;INDF;MASC;SG
sempre	mereu	sempre	mereu	ADV	ADV
volta	volta	volta	volta	N;FEM;SG	N;DEF;FEM;SG
erano	erau	essere	fi	V;IND;PL;3;IPFV;FIN	V;IND;PL;3;IPFV;FIN
storia	poveste	storia	poveste	N;FEM;SG	N;INDF;FEM;SG
storia	story	storia	story	N;FEM;SG	N;INDF;MASC;SG
storia	povestea	storia	poveste	N;FEM;SG	N;DEF;FEM;SG
storia	istoricul	storia	istoric	N;FEM;SG	N;DEF;MASC;SG
storia	istorie	storia	istorie	N;FEM;SG	N;INDF;FEM;SG
storia	istoria	storia	istorie	N;FEM;SG	N;DEF;FEM;SG
fine	final	fine	final	N;FEM;SG	N;INDF;MASC;SG
seguito	urmarita	seguito	urmarita	N;MASC;SG	N;DEF;FEM;SG
aveva	avea	avere	avea	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;IPFV;FIN
aveva	avut	avere	avea	V;IND;SG;3;IPFV;FIN	V;MASC;SG;V.PTCP
album	album	album	album	N;MASC	N;INDF;MASC;SG
album	albumul	album	album	N;MASC	N;DEF;MASC;SG
album	albumele	album	album	N;MASC	N;DEF;FEM;PL
album	albume	album	album	N;MASC	N;INDF;FEM;PL
già	deja	già	deja	ADV	ADV
altre	alte	altro	alt	DET;FEM;PL	DET;FEM;PL;3
alcuni	unele	alcuno	unul	PRO;MASC;PL	PRO;FEM;PL;3
alcuni	unii	alcuno	unul	PRO;MASC;PL	PRO;MASC;PL;3
francese	francez	francese	francez	ADJ;SG	ADJ;INDF;MASC;SG
vita	viata	vita	viată	N;FEM;SG	N;DEF;FEM;SG
vita	viata	vita	viată	N;FEM;SG	N;DEF;FEM;SG
vita	viata	vita	viată	N;FEM;SG	N;DEF;FEM;SG
vita	viata	vita	viată	N;FEM;SG	N;DEF;FEM;SG
vita	viata	vita	viată	N;FEM;SG	N;DEF;FEM;SG
vita	vita	vita	vita	N;FEM;SG	N;DEF;FEM;SG
vita	talie	vita	talie	N;FEM;SG	N;INDF;FEM;SG
titolo	titlul	titolo	titlu	N;MASC;SG	N;DEF;MASC;SG
titolo	titlu	titolo	titlu	N;MASC;SG	N;INDF;MASC;SG
shift	tura	shift	tură	N	N;DEF;FEM;SG
shift	tura	shift	tură	N	N;DEF;FEM;SG
campionato	campionatul	campionato	campionat	N;MASC;SG	N;DEF;MASC;SG
campionato	campionat	campionato	campiona	N;MASC;SG	N;INDF;MASC;SG
mondo	mondo	mondo	mondo	N;MASC;SG	N;INDF;MASC;SG
mondo	lumea	mondo	lume	N;MASC;SG	N;DEF;FEM;SG
mondo	lume	mondo	lume	N;MASC;SG	N;INDF;FEM;SG
tutto	totul	tutto	tot	PRO;MASC;SG	PRO;MASC;SG;3
tutto	tot	tutto	tot	PRO;MASC;SG	PRO;MASC;SG;3
settembre	septembrie	settembre	septembrie	N;MASC;SG	N;INDF;MASC;SG
nazionale	national	nazionale	national	ADJ;SG	ADJ;INDF;MASC;SG
nazionale	national	nazionale	national	ADJ;SG	ADJ;INDF;MASC;SG
nazionale	national	nazionale	national	ADJ;SG	ADJ;INDF;MASC;SG
italiana	italian	italiano	italian	ADJ;FEM;SG	ADJ;INDF;MASC;SG
sotto	sub	sotto	sub	ADP	ADP;ACC
wikipedia	wikipedia	wikipedia	wikipedia	N;FEM;SG	N;DEF;FEM;SG
calcio	fotbal	calcio	fotbal	N;MASC;SG	N;INDF;MASC;SG
calcio	fotbal	calcio	fotbal	N;MASC;SG	N;INDF;MASC;SG
calcio	football	calcio	football	N;MASC;SG	N;INDF;MASC;SG
calcio	fotbalul	calcio	fotbal	N;MASC;SG	N;DEF;MASC;SG
calcio	calciu	calcio	calciu	N;MASC;SG	N;INDF;MASC;SG
famiglia	familie	famiglia	familie	N;FEM;SG	N;INDF;FEM;SG
famiglia	familia	famiglia	familie	N;FEM;SG	N;DEF;FEM;SG
oltre	dincolo	oltre	dincolo	ADV	ADV
numero	numar	numero	numar	N;MASC;SG	N;INDF;MASC;SG
numero	numar	numero	numar	N;MASC;SG	N;INDF;MASC;SG
numero	numarul	numero	numar	N;MASC;SG	N;DEF;MASC;SG
via	departe	via	departe	ADV	ADV
posto	locul	posto	loc	N;MASC;SG	N;DEF;MASC;SG
posto	loc	posto	loc	N;MASC;SG	N;INDF;MASC;SG
ottobre	octombrie	ottobre	octombrie	N;MASC;SG	N;INDF;MASC;SG
ruolo	rolul	ruolo	rol	N;MASC;SG	N;DEF;MASC;SG
ruolo	rol	ruolo	rol	N;MASC;SG	N;INDF;MASC;SG
gennaio	ianuarie	gennaio	ianuarie	N;MASC;SG	N;INDF;MASC;SG
modo	way	modo	way	N;MASC;SG	N;INDF;MASC;SG
nuovo	nou	nuovo	nou	ADJ;MASC;SG	ADJ;INDF;MASC;SG
nuovo	noua	nuovo	nou	ADJ;MASC;SG	ADJ;DEF;FEM;SG
nuovo	noua	nuovo	nou	ADJ;MASC;SG	ADJ;DEF;FEM;SG
casa	house	casa	hou	N;FEM;SG	N;INDF;MASC;SG
casa	casa	casa	casă	N;FEM;SG	N;DEF;FEM;SG
casa	casa	casa	casă	N;FEM;SG	N;DEF;FEM;SG
casa	casa	casa	casă	N;FEM;SG	N;DEF;FEM;SG
generale	general	generale	general	ADJ;SG	ADJ;INDF;MASC;SG
marzo	martie	marzo	martie	N;MASC;SG	N;INDF;MASC;SG
squadra	echipa	squadra	echipă	N;FEM;SG	N;DEF;FEM;SG
squadra	grupa	squadra	grupă	N;FEM;SG	N;DEF;FEM;SG
squadra	echipa	squadra	echipă	N;FEM;SG	N;DEF;FEM;SG
squadra	echipa	squadra	echipă	N;FEM;SG	N;DEF;FEM;SG
squadra	team	squadra	team	N;FEM;SG	N;INDF;MASC;SG
dicembre	decembrie	dicembre	decembrie	N;MASC;SG	N;INDF;MASC;SG
caso	caz	caso	caz	N;MASC;SG	N;INDF;MASC;SG
caso	cazul	caso	caz	N;MASC;SG	N;DEF;MASC;SG
giugno	iunie	giugno	iunie	N;MASC;SG	N;INDF;MASC;SG
questi	acestea	questo	acesta	PRO;MASC;PL	PRO;FEM;PL;3
questi	astea	questo	acesta	PRO;MASC;PL	PRO;FEM;PL;3
agosto	august	agosto	august	N;MASC;SG	N;INDF;MASC;SG
luglio	iulie	luglio	iulie	N;MASC;SG	N;INDF;MASC;SG
politico	politic	politico	politic	ADJ;MASC;SG	ADJ;INDF;MASC;SG
opera	opera	opera	operă	N;FEM;SG	N;DEF;FEM;SG
opera	opera	opera	operă	N;FEM;SG	N;DEF;FEM;SG
aprile	aprilie	aprile	aprilie	N;MASC;SG	N;INDF;MASC;SG
pagina	paginii	pagina	pagină	N;FEM;SG	N;DEF;FEM;SG
pagina	pagina	pagina	pagină	N;FEM;SG	N;DEF;FEM;SG
pagina	pagina	pagina	pagină	N;FEM;SG	N;DEF;FEM;SG
periodo	perioada	periodo	perioadă	N;MASC;SG	N;DEF;FEM;SG
periodo	perioada	periodo	perioadă	N;MASC;SG	N;DEF;FEM;SG
novembre	november	novembre	november	N;MASC;SG	N;INDF;MASC;SG
novembre	noiembrie	novembre	noiembrie	N;MASC;SG	N;INDF;MASC;SG
lui	el	lui	el	PRO;MASC;SG;3	PRO;MASC;SG;3
morte	deces	morte	deces	N;FEM;SG	N;INDF;MASC;SG
morte	moartea	morte	moarte	N;FEM;SG	N;DEF;FEM;SG
morte	moarte	morte	moarte	N;FEM;SG	N;INDF;FEM;SG
maria	marie	maria	marie	N;FEM;SG	N;INDF;FEM;SG
maria	mary	maria	mary	N;FEM;SG	N;INDF;MASC;SG
maria	maria	maria	maria	N;FEM;SG	N;DEF;FEM;SG
nuova	nou	nuovo	nou	ADJ;FEM;SG	ADJ;INDF;MASC;SG
nuova	noua	nuovo	nou	ADJ;FEM;SG	ADJ;DEF;FEM;SG
nuova	noua	nuovo	nou	ADJ;FEM;SG	ADJ;DEF;FEM;SG
febbraio	februarie	febbraio	februarie	N;MASC;SG	N;INDF;MASC;SG
centro	centrul	centro	centru	N;MASC;SG	N;DEF;MASC;SG
centro	centru	centro	centru	N;MASC;SG	N;INDF;MASC;SG
centro	centrul	centro	centru	N;MASC;SG	N;DEF;MASC;SG
centro	centru	centro	centru	N;MASC;SG	N;INDF;MASC;SG
inglese	engleza	inglese	engleza	N;SG	N;DEF;FEM;SG
inglese	engleza	inglese	engleza	N;SG	N;DEF;FEM;SG
inglese	romanian	inglese	romanian	N;SG	N;INDF;MASC;SG
quattro	patru	quattro	patru	NUM	NUM;PL
interno	intern	interno	intern	ADJ;MASC;SG	ADJ;INDF;MASC;SG
interno	interioara	interno	interior	ADJ;MASC;SG	ADJ;DEF;FEM;SG
attività	activitati	attività	activitati	N;FEM	N;INDF;FEM;PL
attività	activitatile	attività	activitate	N;FEM	N;DEF;FEM;PL
attività	activitati	attività	activitati	N;FEM	N;INDF;FEM;PL
attività	activitatea	attività	activitate	N;FEM	N;DEF;FEM;SG
attività	activitate	attività	activitate	N;FEM	N;INDF;FEM;SG
edizione	editia	edizione	editie	N;FEM;SG	N;DEF;FEM;SG
edizione	editie	edizione	editie	N;FEM;SG	N;INDF;FEM;SG
edizione	editie	edizione	editie	N;FEM;SG	N;INDF;FEM;SG
edizione	editie	edizione	editie	N;FEM;SG	N;INDF;FEM;SG
edizione	editia	edizione	editie	N;FEM;SG	N;DEF;FEM;SG
infatti	intradevar	infatti	intradevar	ADV	ADV
qui	aici	qui	aici	ADV	ADV
nord	nordul	nord	nord	N;MASC;SG	N;DEF;MASC;SG
nord	nord	nord	nord	N;MASC;SG	N;INDF;MASC;SG
nord	nord	nord	nord	N;MASC;SG	N;INDF;MASC;SG
diretto	dirijat	diretto	dirija	ADJ;MASC;SG	ADJ;INDF;MASC;SG
diretto	regizat	diretto	regiza	ADJ;MASC;SG	ADJ;INDF;MASC;SG
diretto	directa	diretto	directa	ADJ;MASC;SG	ADJ;DEF;FEM;SG
diretto	directa	diretto	directa	ADJ;MASC;SG	ADJ;DEF;FEM;SG
esempio	exemplu	esempio	exemplu	N;MASC;SG	N;INDF;MASC;SG
esempio	exemplul	esempio	exemplu	N;MASC;SG	N;DEF;MASC;SG
sfondo	fundal	sfondo	fundal	N;MASC;SG	N;INDF;MASC;SG
sfondo	fundalul	sfondo	fundal	N;MASC;SG	N;DEF;MASC;SG
versione	versiunea	versione	versiune	N;FEM;SG	N;DEF;FEM;SG
versione	versiune	versione	versiune	N;FEM;SG	N;INDF;FEM;SG
provincia	provincie	provincia	provincie	N;FEM;SG	N;INDF;FEM;SG
provincia	provincia	provincia	provincie	N;FEM;SG	N;DEF;FEM;SG
attore	actor	attore	actor	N;MASC;SG	N;INDF;MASC;SG
attore	actorul	attore	actor	N;MASC;SG	N;DEF;MASC;SG
coppa	coppa	coppa	coppă	N;FEM;SG	N;INDF;MASC;SG
coppa	cupa	coppa	cupă	N;FEM;SG	N;DEF;FEM;SG
coppa	cupa	coppa	cupă	N;FEM;SG	N;DEF;FEM;SG
coppa	ceasca	coppa	cească	N;FEM;SG	N;DEF;FEM;SG
forma	forma	forma	formă	N;FEM;SG	N;DEF;FEM;SG
forma	forma	forma	formă	N;FEM;SG	N;DEF;FEM;SG
forma	formular	forma	formular	N;FEM;SG	N;INDF;MASC;SG
forma	forma	forma	formă	N;FEM;SG	N;DEF;FEM;SG
forma	forma	forma	formă	N;FEM;SG	N;DEF;FEM;SG
forma	formularul	forma	formular	N;FEM;SG	N;DEF;MASC;SG
codice	codex	codice	codex	N;MASC;SG	N;INDF;MASC;SG
codice	codul	codice	cod	N;MASC;SG	N;DEF;MASC;SG
oggi	azi	oggi	azi	ADV	ADV
base	baza	base	bază	N;FEM;SG	N;DEF;FEM;SG
base	baza	base	bază	N;FEM;SG	N;DEF;FEM;SG
trova	gaseste	trovare	gaseste	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
trova	gaseste	trovare	gaseste	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
punto	punto	punto	punto	N;MASC;SG	N;INDF;MASC;SG
punto	punctul	punto	punct	N;MASC;SG	N;DEF;MASC;SG
punto	punct	punto	punct	N;MASC;SG	N;INDF;MASC;SG
figlio	fiul	figlio	fiu	N;MASC;SG	N;DEF;MASC;SG
figlio	fiu	figlio	fiu	N;MASC;SG	N;INDF;MASC;SG
corso	cursul	corso	curs	N;MASC;SG	N;DEF;MASC;SG
corso	curs	corso	curs	N;MASC;SG	N;INDF;MASC;SG
corso	corso	corso	corso	N;MASC;SG	N;INDF;MASC;SG
allenatore	antrenor	allenatore	antrenor	N;MASC;SG	N;INDF;MASC;SG
allenatore	antrenor	allenatore	antrenor	N;MASC;SG	N;INDF;MASC;SG
allenatore	antrenorul	allenatore	antrenor	N;MASC;SG	N;DEF;MASC;SG
molti	multe	molto	mult	PRO;MASC;PL	PRO;FEM;PL;3
sistema	sistemul	sistema	sistem	N;MASC;SG	N;DEF;MASC;SG
sistema	sistem	sistema	sistem	N;MASC;SG	N;INDF;MASC;SG
società	societatea	società	societate	N;FEM	N;DEF;FEM;SG
società	societate	società	societate	N;FEM	N;INDF;FEM;SG
società	companie	società	companie	N;FEM	N;INDF;FEM;SG
società	compania	società	companie	N;FEM	N;DEF;FEM;SG
club	club	club	club	N;MASC	N;INDF;MASC;SG
club	clubul	club	club	N;MASC	N;DEF;MASC;SG
regione	regiunea	regione	regiune	N;FEM;SG	N;DEF;FEM;SG
regione	regiune	regione	regiune	N;FEM;SG	N;INDF;FEM;SG
sud	sudul	sud	sud	N;MASC;SG	N;DEF;MASC;SG
sud	sud	sud	sud	N;MASC;SG	N;INDF;MASC;SG
sud	south	sud	south	N;MASC;SG	N;INDF;MASC;SG
sud	sudul	sud	sud	N;MASC;SG	N;DEF;MASC;SG
discussione	discutie	discussione	discutie	N;FEM;SG	N;INDF;FEM;SG
discussione	discutie	discussione	discutie	N;FEM;SG	N;INDF;FEM;SG
discussione	discutie	discussione	discutie	N;FEM;SG	N;INDF;FEM;SG
discussione	dezbatere	discussione	dezbatere	N;FEM;SG	N;INDF;FEM;SG
discussione	dezbaterea	discussione	dezbatere	N;FEM;SG	N;DEF;FEM;SG
padre	tata	padre	tată	N;MASC;SG	N;DEF;MASC;SG
padre	tata	padre	tată	N;MASC;SG	N;DEF;MASC;SG
linea	linia	linea	linie	N;FEM;SG	N;DEF;FEM;SG
linea	linie	linea	linie	N;FEM;SG	N;INDF;FEM;SG
linea	linea	linea	line	N;FEM;SG	N;DEF;FEM;SG
santa	sfantul	santo	sfant	N;FEM;SG	N;DEF;MASC;SG
santa	sfantul	santo	sfant	N;FEM;SG	N;DEF;MASC;SG
santa	saint	santo	saint	N;FEM;SG	N;INDF;MASC;SG
santa	santa	santo	santă	N;FEM;SG	N
progetto	project	progetto	project	N;MASC;SG	N;INDF;MASC;SG
progetto	proiectului	progetto	proiect	N;MASC;SG	N;DEF;MASC;SG
progetto	proiectul	progetto	proiect	N;MASC;SG	N;DEF;MASC;SG
progetto	proiect	progetto	proiect	N;MASC;SG	N;INDF;MASC;SG
mai	mai	mai	mai	ADV	ADV
sito	situl	sito	sit	N;MASC;SG	N;DEF;MASC;SG
sito	sit	sito	sit	N;MASC;SG	N;INDF;MASC;SG
lungo	lung	lungo	lung	ADJ;MASC;SG	ADJ;INDF;MASC;SG
lungo	lunga	lungo	lung	ADJ;MASC;SG	ADJ;DEF;FEM;SG
uso	utilizare	uso	utilizare	N;MASC;SG	N;INDF;FEM;SG
uso	folosire	uso	folosire	N;MASC;SG	N;INDF;FEM;SG
uso	utilizarea	uso	utilizare	N;MASC;SG	N;DEF;FEM;SG
uso	utilizare	uso	utilizare	N;MASC;SG	N;INDF;FEM;SG
tedesco	german	tedesco	german	ADJ;MASC;SG	ADJ;INDF;MASC;SG
uniti	unite	unito	unit	ADJ;MASC;PL	ADJ;INDF;FEM;PL
lavoro	job	lavoro	job	N;MASC;SG	N;INDF;MASC;SG
lavoro	munca	lavoro	muncă	N;MASC;SG	N;DEF;FEM;SG
lavoro	lucru	lavoro	lucru	N;MASC;SG	N;INDF;MASC;SG
lavoro	munca	lavoro	muncă	N;MASC;SG	N;DEF;FEM;SG
giorno	zi	giorno	zi	N;MASC;SG	N;INDF;FEM;SG
giorno	ziua	giorno	zi	N;MASC;SG	N;DEF;FEM;SG
principale	principala	principale	principal	ADJ;SG	ADJ;DEF;FEM;SG
principale	principala	principale	principal	ADJ;SG	ADJ;DEF;FEM;SG
termine	termenul	termine	termen	N;MASC;SG	N;DEF;MASC;SG
termine	termen	termine	termen	N;MASC;SG	N;INDF;MASC;SG
termine	mentiune	termine	mentiune	N;MASC;SG	N;INDF;FEM;SG
spesso	frecvent	spesso	frecvent	ADV	ADV
spesso	deseori	spesso	deseori	ADV	ADV
spesso	adeseori	spesso	adeseori	ADV	ADV
spesso	adesea	spesso	adesea	ADV	ADV
spesso	des	spesso	des	ADV	ADV
regno	regat	regno	regat	N;MASC;SG	N;INDF;MASC;SG
regno	kingdom	regno	kingdom	N;MASC;SG	N;INDF;MASC;SG
regno	regatul	regno	regat	N;MASC;SG	N;DEF;MASC;SG
regno	domnia	regno	domnie	N;MASC;SG	N;DEF;FEM;SG
regno	domnie	regno	domnie	N;MASC;SG	N;INDF;FEM;SG
specie	specii	specie	specie	N;FEM	N;INDF;FEM;PL
specie	specie	specie	specie	N;FEM	N;INDF;FEM;SG
specie	specia	specie	specie	N;FEM	N;DEF;FEM;SG
persone	persoane	persona	persoană	N;FEM;PL	N;INDF;FEM;PL
persone	oamenii	persona	om	N;FEM;PL	N;DEF;MASC;PL
persone	oameni	persona	om	N;FEM;PL	N;INDF;MASC;PL
persone	persoane	persona	persoană	N;FEM;PL	N;INDF;FEM;PL
pagine	paginile	pagina	pagină	N;FEM;PL	N;DEF;FEM;PL
pagine	pagini	pagina	pagină	N;FEM;PL	N;INDF;FEM;PL
volte	timpuri	volta	timp	N;FEM;PL	N;INDF;FEM;PL
volte	timpurile	volta	timp	N;FEM;PL	N;DEF;FEM;PL
volte	vremuri	volta	vreme	N;FEM;PL	N;INDF;FEM;PL
set	setata	set	setată	N;MASC	N;DEF;FEM;SG
set	set	set	set	N;MASC	N;INDF;MASC;SG
inizio	start	inizio	start	N;MASC;SG	N;INDF;MASC;SG
inizio	pornire	inizio	pornire	N;MASC;SG	N;INDF;FEM;SG
jpg	jpg	jpg	jpg	N	N
episodio	episod	episodio	episod	N;MASC;SG	N;INDF;MASC;SG
episodio	episodul	episodio	episod	N;MASC;SG	N;DEF;MASC;SG
posizione	pozitie	posizione	pozitie	N;FEM;SG	N;INDF;FEM;SG
posizione	pozitia	posizione	pozitie	N;FEM;SG	N;DEF;FEM;SG
posizione	pozitia	posizione	pozitie	N;FEM;SG	N;DEF;FEM;SG
posizione	pozitie	posizione	pozitie	N;FEM;SG	N;INDF;FEM;SG
posizione	pozitie	posizione	pozitie	N;FEM;SG	N;INDF;FEM;SG
genere	gen	genere	gen	N;MASC;SG	N;INDF;MASC;SG
genere	sexul	genere	sex	N;MASC;SG	N;DEF;MASC;SG
genere	gen	genere	gen	N;MASC;SG	N;INDF;MASC;SG
genere	sex	genere	sex	N;MASC;SG	N;INDF;MASC;SG
genere	gen	genere	gen	N;MASC;SG	N;INDF;MASC;SG
queste	aceste	questo	acest	DET;FEM;PL	DET;FEM;PL;3
presidente	presedintele	presidente	presedinte	N;MASC;SG	N;DEF;MASC;SG
presidente	presedinte	presidente	presedinte	N;MASC;SG	N;INDF;MASC;SG
presidente	presedintele	presidente	presedinte	N;MASC;SG	N;DEF;MASC;SG
presidente	presedinte	presidente	presedinte	N;MASC;SG	N;INDF;MASC;SG
presidente	presedinte	presidente	presedinte	N;MASC;SG	N;INDF;MASC;SG
presidente	presedinte	presidente	presedinte	N;MASC;SG	N;INDF;MASC;SG
presidente	presedinte	presidente	presedinte	N;MASC;SG	N;INDF;MASC;SG
militare	militar	militare	militar	ADJ;SG	ADJ;INDF;MASC;SG
uomo	barbat	uomo	barbat	N;MASC;SG	N;INDF;MASC;SG
