من	od	مِن	od	ADP	ADP;GEN
العرض	prezentácia	عَرض	prezentácia	N;NOM;DEF;SG	N;NOM;FEM;SG
العرض	zobrazenie	عَرض	zobrazenie	N;NOM;DEF;SG	N;NOM;NEUT;SG
جامعة	univerzita	جَامِعَة	univerzita	N;NOM;INDF;SG	N;NOM;FEM;SG
جامعة	univerzite	جَامِعَة	univerzite	N;NOM;INDF;SG	N;NOM;FEM;SG
المساحة	oblasť	مِسَاحَة	oblasť	N;NOM;DEF;SG	N;NOM;FEM;SG
المساحة	plocha	مِسَاحَة	plocha	N;NOM;DEF;SG	N;NOM;FEM;SG
الطول	dĺžka	طُول	dĺžka	N;NOM;DEF;SG	N;NOM;FEM;SG
الطول	výška	طُول	výška	N;NOM;DEF;SG	N;NOM;FEM;SG
الحياة	život	حَيَاة	život	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
مصر	egypt	مِصر	egypt	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
مصر	egypte	مِصر	egypiť	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
وصلات	spojenia	وُصلَة	spojenie	N;NOM;INDF;PL	N;NOM;NEUT;PL
وصلات	väzby	وُصلَة	väzba	N;NOM;INDF;PL	N;NOM;FEM;PL
وصلات	prepojenia	وُصلَة	prepojenie	N;NOM;INDF;PL	N;NOM;NEUT;PL
وصلات	odkazy	وُصلَة	odkaz	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL
وصلات	linky	وُصلَة	linka	N;NOM;INDF;PL	N;NOM;FEM;PL
المركز	centrum	مَركَز	centrum	N;NOM;DEF;SG	N;NOM;NEUT;SG
المركز	centre	مَركَز	centrum	N;NOM;DEF;SG	N;NOM;NEUT;SG
المركز	center	مَركَز	center	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
المركز	stred	مَركَز	stred	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
المركز	centrum	مَركَز	centrum	N;NOM;DEF;SG	N;NOM;NEUT;SG
المركز	centre	مَركَز	centrum	N;NOM;DEF;SG	N;NOM;NEUT;SG
المركز	stredisko	مَركَز	stredisko	N;NOM;DEF;SG	N;NOM;NEUT;SG
المركز	stred	مَركَز	stred	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
مجموعة	skupina	مَجمُوعَة	skupina	N;NOM;INDF;SG	N;NOM;FEM;SG
مجموعة	zhromažďovanie	مَجمُوعَة	zhromažďovanie	N;NOM;INDF;SG	N;NOM;NEUT;SG
مجموعة	zbierka	مَجمُوعَة	zbierka	N;NOM;INDF;SG	N;NOM;FEM;SG
مجموعة	kolekcia	مَجمُوعَة	kolekcia	N;NOM;INDF;SG	N;NOM;FEM;SG
مجموعة	odber	مَجمُوعَة	odber	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
مجموعة	zber	مَجمُوعَة	zber	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
قرى	dediny	قَريَة	dedina	N;NOM;INDF;PL	N;NOM;FEM;PL
قرى	obce	قَريَة	obec	N;NOM;INDF;PL	N;NOM;FEM;PL
موقع	umiestnenie	مَوقِع	umiestnenie	N;NOM;INDF;SG	N;NOM;NEUT;SG
موقع	miesto	مَوقِع	miesto	N;NOM;INDF;SG	N;NOM;NEUT;SG
موقع	poloha	مَوقِع	poloha	N;NOM;INDF;SG	N;NOM;FEM;SG
موقع	lokalita	مَوقِع	lokalita	N;NOM;INDF;SG	N;NOM;FEM;SG
مكان	miesto	مَكَان	miesto	N;NOM;INDF;SG	N;NOM;NEUT;SG
مكان	place	مَكَان	placať	N;NOM;INDF;SG	N;NOM;MASC;SG
نقاش	diskusia	نِقَاش	diskusi	N;NOM;INDF;SG	N;NOM;FEM;SG
نقاش	diskusia	نِقَاش	diskusi	N;NOM;INDF;SG	N;NOM;FEM;SG
نقاش	rozprava	نِقَاش	rozprava	N;NOM;INDF;SG	N;NOM;FEM;SG
نقاش	debata	نِقَاش	debata	N;NOM;INDF;SG	N;NOM;FEM;SG
الثالث	tretia	ثَالِث	tretí	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG
الثالث	tretí	ثَالِث	tretí	ADJ;NOM;DEF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
الثالث	tretie	ثَالِث	tretí	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
هناك	tam	هُنَاكَ	tam	ADV	ADV
حجم	objem	حَجم	objem	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
حجم	zväzok	حَجم	zväzok	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
حجم	hlasitosť	حَجم	hlasitosť	N;NOM;INDF;SG	N;NOM;FEM;SG
حجم	velkost	حَجم	velkost	N;NOM;INDF;SG	N;NOM;FEM;SG
حجم	veľkosť	حَجم	veľkosť	N;NOM;INDF;SG	N;NOM;FEM;SG
العديد	mnohé	عَدِيد	mnohý	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
المحافظة	provincia	مُحَافَظَة	provincie	N;NOM;DEF;SG	N;NOM;FEM;SG
المحافظة	zachovanie	مُحَافَظَة	zachovanie	N;NOM;DEF;SG	N;NOM;NEUT;SG
المحافظة	zachovanie	مُحَافَظَة	zachovanie	N;NOM;DEF;SG	N;NOM;NEUT;SG
المحافظة	zachovávanie	مُحَافَظَة	zachovávanie	N;NOM;DEF;SG	N;NOM;NEUT;SG
المحافظة	uchovávanie	مُحَافَظَة	uchovávanie	N;NOM;DEF;SG	N;NOM;NEUT;SG
المحافظة	konzervovanie	مُحَافَظَة	konzervovanie	N;NOM;DEF;SG	N;NOM;NEUT;SG
الحرب	vojna	حَرب	vojna	N;NOM;DEF;SG	N;NOM;FEM;SG
قرية	dedinka	قَريَة	dedinka	N;NOM;INDF;SG	N;NOM;FEM;SG
قرية	dedina	قَريَة	dedina	N;NOM;INDF;SG	N;NOM;FEM;SG
قرية	obec	قَريَة	obec	N;NOM;INDF;SG	N;NOM;FEM;SG
العام	rok	عَام	rok	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
رئيس	prezidentka	رَئِيس	prezidentka	N;NOM;INDF;SG	N;NOM;FEM;SG
رئيس	prezident	رَئِيس	prezident	N;NOM;INDF;SG	N;ANIM;NOM;MASC;SG
رئيس	predseda	رَئِيس	predseda	N;NOM;INDF;SG	N;ANIM;NOM;MASC;SG
رئيس	veliteľ	رَئِيس	veliteľ	N;NOM;INDF;SG	N;ANIM;NOM;MASC;SG
رئيس	náčelník	رَئِيس	náčelník	N;NOM;INDF;SG	N;ANIM;NOM;MASC;SG
رئيس	šéf	رَئِيس	šéf	N;NOM;INDF;SG	N;ANIM;NOM;MASC;SG
رئيس	šéfka	رَئِيس	šéfky	N;NOM;INDF;SG	N;NOM;FEM;SG
الكثافة	intenzita	كَثَّافَة	intenzita	N;NOM;DEF;SG	N;NOM;FEM;SG
الكثافة	svietivosť	كَثَّافَة	svietivosť	N;NOM;DEF;SG	N;NOM;FEM;SG
الكثافة	hustota	كَثَّافَة	hustota	N;NOM;DEF;SG	N;NOM;FEM;SG
الوفاة	smrt	وَفَاة	smrt	N;NOM;DEF;SG	N;NOM;FEM;SG
الوفاة	smrť	وَفَاة	smrť	N;NOM;DEF;SG	N;NOM;FEM;SG
الوفاة	úmrtie	وَفَاة	úmrtie	N;NOM;DEF;SG	N;NOM;NEUT;SG
شعار	slogan	شِعَار	slogan	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
شعار	logo	شِعَار	logo	N;NOM;INDF;SG	N;NOM;NEUT;SG
شعار	motto	شِعَار	motto	N;NOM;INDF;SG	N;NOM;NEUT;SG
شعار	znak	شِعَار	znak	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
عزلة	izolácia	عُزلَة	izolácia	N;NOM;INDF;SG	N;NOM;FEM;SG
كتاب	kniha	كِتَاب	kniha	N;NOM;INDF;SG	N;NOM;FEM;SG
مديرية	riaditeľstvo	مُدِيرِيَّة	riaditeľstvo	N;NOM;INDF;SG	N;NOM;NEUT;SG
العمل	akcia	عَمَل	akcia	N;NOM;DEF;SG	N;NOM;FEM;SG
العمل	dielo	عَمَل	dielo	N;NOM;DEF;SG	N;NOM;NEUT;SG
العمل	praca	عَمَل	praca	N;NOM;DEF;SG	N;NOM;FEM;SG
العمل	práca	عَمَل	práca	N;NOM;DEF;SG	N;NOM;FEM;SG
العمل	podnikanie	عَمَل	podnikanie	N;NOM;DEF;SG	N;NOM;NEUT;SG
العمل	biznis	عَمَل	biznis	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
العمل	business	عَمَل	business	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الخريطة	mapa	خَرِيطَة	mapa	N;NOM;DEF;SG	N;NOM;FEM;SG
الرسمي	slávnostný	رَسمِيّ	slávnostný	ADJ;NOM;DEF;MASC;SG	ADJ;INAN;NOM;MASC;SG
الرسمي	úradný	رَسمِيّ	úradný	ADJ;NOM;DEF;MASC;SG	ADJ;INAN;NOM;MASC;SG
الرسمي	oficiálna	رَسمِيّ	oficiálny	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG
الرسمي	oficiálny	رَسمِيّ	oficiálny	ADJ;NOM;DEF;MASC;SG	ADJ;INAN;NOM;MASC;SG
الرسمي	formálny	رَسمِيّ	formálny	ADJ;NOM;DEF;MASC;SG	ADJ;INAN;NOM;MASC;SG
الرسمي	formálna	رَسمِيّ	formálny	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG
عشر	desať	عَشَرَة	desať	NUM;MASC	NUM;NOM;NEUT;SG
سنوات	roky	سَنَة	rok	N;NOM;INDF;PL	N;INAN;NOM;MASC;PL
بسبب	pretoze	بسبب	pretoze	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
يوم	deň	يَوم	deň	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
كتابة	písanie	كِتَابَة	písanie	N;NOM;INDF;SG	N;NOM;NEUT;SG
طريق	cesta	طَرِيق	cesta	N;NOM;INDF;SG	N;NOM;FEM;SG
الدين	vyznanie	دِين	vyznanie	N;NOM;DEF;SG	N;NOM;NEUT;SG
الدين	náboženstvo	دِين	náboženstvo	N;NOM;DEF;SG	N;NOM;NEUT;SG
الدين	dlh	دِين	dlh	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
الدين	pohľadávka	دِين	pohľadávka	N;NOM;DEF;SG	N;NOM;FEM;SG
مركز	centrum	مَركَز	centrum	N;NOM;INDF;SG	N;NOM;NEUT;SG
مركز	centre	مَركَز	centrum	N;NOM;INDF;SG	N;NOM;NEUT;SG
مركز	center	مَركَز	center	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
مركز	stred	مَركَز	stred	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
مركز	centrum	مَركَز	centrum	N;NOM;INDF;SG	N;NOM;NEUT;SG
مركز	centre	مَركَز	centrum	N;NOM;INDF;SG	N;NOM;NEUT;SG
مركز	stredisko	مَركَز	stredisko	N;NOM;INDF;SG	N;NOM;NEUT;SG
مركز	stred	مَركَز	stred	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
ملف	súbor	مِلَفّ	súbor	N;NOM;INDF;SG	N;INAN;NOM;MASC;SG
العربي	arabské	عَرَبِيّ	arabský	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
مجلس	rada	مَجلِس	rád	N;NOM;INDF;SG	N;NOM;FEM;SG
الثانية	druhá	ثَانِي	druhý	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;SG
الثانية	druhé	ثَانِي	druhý	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
الثانية	druhe	ثَانِي	druh	ADJ;NOM;DEF;FEM;SG	ADJ;INAN;NOM;MASC;SG
الثانية	druhý	ثَانِي	druhý	ADJ;NOM;DEF;FEM;SG	ADJ;INAN;NOM;MASC;SG
قيد	obmedzenie	قَيد	obmedzenie	N;NOM;INDF;SG	N;NOM;NEUT;SG
السكان	obyvatelia	سَاكِن	obyvateľ	N;NOM;DEF;PL	N;ANIM;NOM;MASC;PL
السكان	obyvateľstva	سَاكِن	obyvateľstvo	N;NOM;DEF;PL	N;NOM;NEUT;PL
السكان	populácie	سَاكِن	populácia	N;NOM;DEF;PL	N;NOM;FEM;PL
الدولة	štát	دَولَة	štát	N;NOM;DEF;SG	N;INAN;NOM;MASC;SG
قال	povedal	قَال	povedať	V;PFV;MASC;SG;3;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
قال	povedalo	قَال	povedať	V;PFV;MASC;SG;3;ACT	V;PFV;NEUT;SG;POS;PST;V.PTCP
قال	povedala	قَال	povedať	V;PFV;MASC;SG;3;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
الملك	kráľ	مَلِك	kráľ	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG
الملك	král	مَلِك	král	N;NOM;DEF;SG	N;ANIM;NOM;MASC;SG
