uma	ühe	um	üks	NUM	NUM;GEN;SG
nome	nimetus	nome	nimetus	N;MASC;SG	N;NOM;SG
nome	name	nome	name	N;MASC;SG	N;NOM;SG
nome	nime	nome	nimi	N;MASC;SG	N;PRT;SG
ainda	ikkagi	ainda	ikkagi	ADV	ADV
ainda	ikka	ainda	ikka	ADV	ADV
esta	see	este	see	PRO;FEM;SG	PRO;NOM;SG
esta	selle	este	see	PRO;FEM;SG	PRO;GEN;SG
esta	seda	este	see	PRO;FEM;SG	PRO;PRT;SG
ela	ta	ela	tema	PRO;NOM;FEM;SG;3	PRO;NOM;SG;3
ela	tema	ela	tema	PRO;NOM;FEM;SG;3	PRO;NOM;SG;3
dia	päev	dia	päev	N;MASC;SG	N;NOM;SG
dia	päeva	dia	päev	N;MASC;SG	N;PRT;SG
dia	dia	dia	dia	N;MASC;SG	N;NOM;SG
dois	kaks	dois	kaks	NUM	NUM;NOM;SG
muito	väga	muito	väga	ADV	ADV
muito	palju	muito	palju	ADV	ADV
região	regioon	região	regioon	N;FEM;SG	N;NOM;SG
região	piirkond	região	piirkond	N;FEM;SG	N;NOM;SG
segundo	teiseks	segundo	teiseks	ADV	ADV
artigo	artikkel	artigo	artikkel	N;MASC;SG	N;NOM;SG
apenas	ainult	apenas	ainult	ADV	ADV
apenas	lihtsalt	apenas	lihtsalt	ADV	ADV
julho	juuli	julho	juuli	N;MASC;SG	N;NOM;SG
área	pindala	área	pind_ala	N;FEM;SG	N;NOM;SG
área	valdkond	área	valdkond	N;FEM;SG	N;NOM;SG
área	piirkond	área	piirkond	N;FEM;SG	N;NOM;SG
área	ala	área	ala	N;FEM;SG	N;NOM;SG
agosto	august	agosto	auk	N;MASC;SG	N;IN+ABL;SG
lista	nimekiri	lista	nime_kiri	N;FEM;SG	N;NOM;SG
lista	loetelu	lista	loetelu	N;FEM;SG	N;NOM;SG
lista	loend	lista	loend	N;FEM;SG	N;NOM;SG
maio	mai	maio	mai	N;MASC;SG	N;NOM;SG
março	märts	março	märts	N;MASC;SG	N;NOM;SG
norte	norte	norte	nort	N;MASC;SG	N;NOM;SG
norte	põhi	norte	põhi	N;MASC;SG	N;NOM;SG
norte	põhja	norte	põhi	N;MASC;SG	N;IN+ALL;LGSPEC1;SG
norte	põhjas	norte	põhi	N;MASC;SG	N;IN+ESS;SG
norte	põhja	norte	põhi	N;MASC;SG	N;IN+ALL;LGSPEC1;SG
família	pere	família	pere	N;FEM;SG	N;NOM;SG
família	perekond	família	perekond	N;FEM;SG	N;NOM;SG
abril	aprill	abril	aprill	N;MASC;SG	N;NOM;SG
sul	lõuna	sul	lõuna	N;MASC;SG	N;NOM;SG
sul	lõuna	sul	lõuna	N;MASC;SG	N;NOM;SG
sul	lõunasse	sul	lõuna	N;MASC;SG	N;IN+ALL;SG
sul	lõunas	sul	lõuna	N;MASC;SG	N;IN+ESS;SG
grupo	rühm	grupo	rühm	N;MASC;SG	N;NOM;SG
grupo	grupp	grupo	grupp	N;MASC;SG	N;NOM;SG
grupo	grupis	grupo	grupp	N;MASC;SG	N;IN+ESS;SG
setembro	september	setembro	september	N;MASC;SG	N;NOM;SG
setembro	septembris	setembro	september	N;MASC;SG	N;IN+ESS;SG
paulo	paulo	paulo	paulo	N;MASC;SG	N;NOM;SG
paulo	paul	paulo	paul	N;MASC;SG	N;NOM;SG
ver	vaata	ver	vaatama	V;NFIN	V;IMP;SG;2;PRS;FIN;ACT
ver	vt	ver	vt	V;NFIN	V;IMP;FIN
ver	näed	ver	nägema	V;NFIN	V;IND;SG;2;PRS;FIN;ACT
outubro	oktoober	outubro	oktoober	N;MASC;SG	N;NOM;SG
isso	see	isso	see	PRO;MASC;SG	PRO;NOM;SG
isso	selle	isso	see	PRO;MASC;SG	PRO;GEN;SG
isso	seda	isso	see	PRO;MASC;SG	PRO;PRT;SG
isso	see	isso	see	PRO;MASC;SG	PRO;NOM;SG
isso	seda	isso	see	PRO;MASC;SG	PRO;PRT;SG
maior	suurem	grande	suurem	ADJ;MASC;SG	ADJ;NOM;CMPR;SG
maior	suurem	grande	suurem	ADJ;MASC;SG	ADJ;NOM;CMPR;SG
maior	suurim	grande	suurim	ADJ;MASC;SG	ADJ;NOM;RL;SG
maior	suurim	grande	suurim	ADJ;MASC;SG	ADJ;NOM;RL;SG
maior	suurem	grande	suurem	ADJ;MASC;SG	ADJ;NOM;CMPR;SG
nova	uus	novo	uus	ADJ;FEM;SG	ADJ;NOM;SG
álbum	album	álbum	album	N;MASC;SG	N;NOM;SG
junho	juuni	junho	juuni	N;MASC;SG	N;NOM;SG
junho	june	junho	june	N;MASC;SG	N;NOM;SG
tempo	ilm	tempo	ilm	N;MASC;SG	N;NOM;SG
tempo	kellaaeg	tempo	kella_aeg	N;MASC;SG	N;NOM;SG
tempo	aeg	tempo	aeg	N;MASC;SG	N;NOM;SG
tempo	aja	tempo	aeg	N;MASC;SG	N;GEN;SG
tempo	ajas	tempo	aeg	N;MASC;SG	N;IN+ESS;SG
tempo	aega	tempo	aeg	N;MASC;SG	N;PRT;SG
dezembro	detsember	dezembro	detsember	N;MASC;SG	N;NOM;SG
dezembro	dets	dezembro	dets	N;MASC;SG	N;NOM;SG
fevereiro	veebruar	fevereiro	veebruar	N;MASC;SG	N;NOM;SG
forma	kujund	forma	kujund	N;FEM;SG	N;NOM;SG
forma	kuju	forma	kuju	N;FEM;SG	N;NOM;SG
forma	kujuga	forma	kuju	N;FEM;SG	N;COM;SG
forma	vormi	forma	vorm	N;FEM;SG	N;PRT;SG
forma	vorm	forma	vorm	N;FEM;SG	N;NOM;SG
novembro	november	novembro	november	N;MASC;SG	N;NOM;SG
novembro	novembris	novembro	november	N;MASC;SG	N;IN+ESS;SG
então	seejärel	então	see_järel	ADV	ADV
então	siis	então	siis	ADV	ADV
principal	peamine	principal	peamine	ADJ;MASC;SG	ADJ;NOM;SG
três	kolm	três	kolm	NUM	NUM;NOM;SG
série	seeria	série	seeria	N;FEM;SG	N;NOM;SG
final	finaal	final	finaal	N;MASC;SG	N;NOM;SG
final	finaali	final	finaal	N;MASC;SG	N;IN+ALL;LGSPEC1;SG
final	lõpp	final	lõpp	N;MASC;SG	N;NOM;SG
história	jutt	história	jutt	N;FEM;SG	N;NOM;SG
história	ajalugu	história	aja_lugu	N;FEM;SG	N;NOM;SG
história	ajaloo	história	aja_lugu	N;FEM;SG	N;GEN;SG
filme	filmi	filme	film	N;MASC;SG	N;PRT;SG
filme	film	filme	film	N;MASC;SG	N;NOM;SG
filme	filmi	filme	film	N;MASC;SG	N;PRT;SG
filme	kile	filme	kile	N;MASC;SG	N;NOM;SG
filme	film	filme	film	N;MASC;SG	N;NOM;SG
antes	enne	antes	enne	ADV	ADV
melhor	paremini	melhor	paremini	ADV	ADV
duas	kaks	dois	kaks	NUM	NUM;NOM;SG
guerra	sõda	guerra	sõda	N;FEM;SG	N;NOM;SG
população	populatsioon	população	populatsioon	N;FEM;SG	N;NOM;SG
população	populatsiooni	população	populatsioon	N;FEM;SG	N;PRT;SG
população	rahvastik	população	rahvastik	N;FEM;SG	N;NOM;SG
população	elanikkond	população	elanikkond	N;FEM;SG	N;NOM;SG
população	rahvaarv	população	rahva_arv	N;FEM;SG	N;NOM;SG
estados	riigid	estado	riik	N;MASC;PL	N;NOM;PL
bem	hästi	bem	hästi	ADV	ADV
mundo	maailma	mundo	maa_ilm	N;MASC;SG	N;PRT;SG
mundo	maailm	mundo	maa_ilm	N;MASC;SG	N;NOM;SG
banda	bänd	banda	bänd	N;FEM;SG	N;NOM;SG
banda	ansambel	banda	ansambel	N;FEM;SG	N;NOM;SG
banda	banda	banda	band	N;FEM;SG	N;NOM;SG
km²	km²	km²	kml	N;MASC;SG	N;NOM;SG
gols	eesmärgid	gol	ees_märk	N;MASC;PL	N;NOM;PL
nacional	riiklik	nacional	riiklik	ADJ;MASC;SG	ADJ;NOM;SG
nacional	siseriiklik	nacional	sise_riiklik	ADJ;MASC;SG	ADJ;NOM;SG
jogos	mängud	jogo	mäng	N;MASC;PL	N;NOM;PL
alguns	mõned	algum	mõni	PRO;MASC;PL	PRO;NOM;PL
center	keskus	center	keskus	N;MASC;SG	N;NOM;SG
center	center	center	center	N;MASC;SG	N;NOM;SG
vida	life	vida	life	N;FEM;SG	N;NOM;SG
vida	elu	vida	elu	N;FEM;SG	N;NOM;SG
vida	vida	vida	vida	N;FEM;SG	N;NOM;SG
país	riik	país	riik	N;MASC;SG	N;NOM;SG
eles	nad	eles	tema	PRO;NOM;MASC;PL;3	PRO;NOM;PL;3
música	muusika	música	muusika	N;FEM;SG	N;NOM;SG
página	leht	página	leht	N;FEM;SG	N;NOM;SG
página	lehekülg	página	lehe_külg	N;FEM;SG	N;NOM;SG
página	page	página	page	N;FEM;SG	N;NOM;SG
página	lehekülje	página	lehe_külg	N;FEM;SG	N;GEN;SG
dias	päevad	dia	päev	N;MASC;PL	N;NOM;PL
dias	päevi	dia	päev	N;MASC;PL	N;PRT;PL
josé	jose	josé	josk	N;MASC;SG	N;NOM;SG
josé	joseph	josé	joseph	N;MASC;SG	N;NOM;SG
josé	joosep	josé	joosep	N;MASC;SG	N;NOM;SG
josé	josé	josé	josé	N;MASC;SG	N;NOM;SG
município	omavalitsus	município	oma_valitsus	N;MASC;SG	N;NOM;SG
município	vald	município	vald	N;MASC;SG	N;NOM;SG
futebol	jalgpall	futebol	jalg_pall	N;MASC;SG	N;NOM;SG
futebol	jalgpall	futebol	jalg_pall	N;MASC;SG	N;NOM;SG
espécie	liik	espécie	liik	N;FEM;SG	N;NOM;SG
portugal	portugal	portugal	portugal	N;MASC;SG	N;NOM;SG
joão	john	joão	john	N;MASC;SG	N;NOM;SG
joão	joão	joão	joão	N;MASC;SG	N;NOM;SG
clube	klubi	clube	klubi	N;MASC;SG	N;NOM;SG
clube	club	clube	club	N;MASC;SG	N;NOM;SG
novo	uus	novo	uus	ADJ;MASC;SG	ADJ;NOM;SG
teve	oli	ter	olema	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN;ACT
pessoas	inimesed	pessoa	inimene	N;FEM;PL	N;NOM;PL
habitantes	elanikke	habitante	elanik	N;PL	N;PRT;PL
habitantes	elanikud	habitante	elanik	N;PL	N;NOM;PL
presidente	president	presidente	president	N;MASC;SG	N;NOM;SG
presidente	esimees	presidente	esi_mees	N;MASC;SG	N;NOM;SG
presidente	eesistuja	presidente	ees_istuja	N;MASC;SG	N;NOM;SG
caso	case	caso	case	N;MASC;SG	N;NOM;SG
caso	kohtuasi	caso	kohtu_asi	N;MASC;SG	N;NOM;SG
caso	juhtum	caso	juhtum	N;MASC;SG	N;NOM;SG
jogo	mängu	jogo	mäng	N;MASC;SG	N;PRT;SG
jogo	mäng	jogo	mäng	N;MASC;SG	N;NOM;SG
sistema	süsteemi	sistema	süsteem	N;MASC;SG	N;PRT;SG
sistema	süsteem	sistema	süsteem	N;MASC;SG	N;NOM;SG
sistema	system	sistema	system	N;MASC;SG	N;NOM;SG
americano	americano	americano	americano	N;MASC;SG	N;NOM;SG
americano	ameeriklane	americano	ameeriklane	N;MASC;SG	N;NOM;SG
americano	american	americano	american	N;MASC;SG	N;NOM;SG
período	periood	período	periood	N;MASC;SG	N;NOM;SG
período	perioodi	período	periood	N;MASC;SG	N;PRT;SG
período	ajavahemik	período	aja_vahemik	N;MASC;SG	N;NOM;SG
século	sajandi	século	sajand	N;MASC;SG	N;GEN;SG
século	sajand	século	sajand	N;MASC;SG	N;NOM;SG
título	pealkiri	título	peal_kiri	N;MASC;SG	N;NOM;SG
título	ametinimetus	título	ameti_nimetus	N;MASC;SG	N;NOM;SG
título	tiitel	título	tiitel	N;MASC;SG	N;NOM;SG
casa	house	casa	hous	N;FEM;SG	N;NOM;SG
casa	majja	casa	maja	N;FEM;SG	N;IN+ALL;LGSPEC1;SG
casa	maja	casa	maja	N;FEM;SG	N;NOM;SG
casa	kodu	casa	kodu	N;FEM;SG	N;NOM;SG
casa	koju	casa	kodu	N;FEM;SG	N;IN+ALL;LGSPEC1;SG
casa	kodus	casa	kodu	N;FEM;SG	N;IN+ESS;SG
lugar	koht	lugar	koht	N;MASC;SG	N;NOM;SG
oficial	ametlik	oficial	ametlik	ADJ;MASC;SG	ADJ;NOM;SG
vezes	ajad	vez	aeg	N;MASC;PL	N;NOM;PL
filho	poja	filho	poeg	N;MASC;SG	N;NOM;SG
filho	poeg	filho	poeg	N;MASC;SG	N;NOM;SG
governo	valitsus	governo	valitsus	N;MASC;SG	N;NOM;SG
artigos	artiklid	artigo	artikkel	N;MASC;PL	N;NOM;PL
artigos	kirjed	artigo	kirje	N;MASC;PL	N;NOM;PL
artigos	elemendid	artigo	element	N;MASC;PL	N;NOM;PL
artigos	esemed	artigo	ese	N;MASC;PL	N;NOM;PL
distrito	ringkond	distrito	ringkond	N;MASC;SG	N;NOM;SG
distrito	rajoon	distrito	rajoon	N;MASC;SG	N;NOM;SG
local	koht	local	koht	N;MASC;SG	N;NOM;SG
local	toimumiskoht	local	toimumis_koht	N;MASC;SG	N;NOM;SG
trabalho	töö	trabalho	töö	N;MASC;SG	N;NOM;SG
trabalho	töökoht	trabalho	töö_koht	N;MASC;SG	N;NOM;SG
trabalho	tööd	trabalho	töö	N;MASC;SG	N;PRT;SG
trabalho	töö	trabalho	töö	N;MASC;SG	N;NOM;SG
trabalho	tööle	trabalho	töö	N;MASC;SG	N;AT+ALL;SG
outro	muu	outro	muu	PRO;MASC;SG	PRO;NOM;SG
outro	muud	outro	muu	PRO;MASC;SG	PRO;NOM;SG
fez	tegi	fazer	tegema	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN;ACT
acordo	kokkulepe	acordo	kokku_lepe	N;MASC;SG	N;NOM;SG
acordo	leping	acordo	leping	N;MASC;SG	N;NOM;SG
acordo	paigutus	acordo	paigutus	N;MASC;SG	N;NOM;SG
acordo	kokkulepe	acordo	kokku_lepe	N;MASC;SG	N;NOM;SG
número	number	número	number	N;MASC;SG	N;NOM;SG
número	arv	número	arv	N;MASC;SG	N;NOM;SG
através	läbi	através	läbi	ADV	ADV
maria	marie	maria	mari	N;FEM;SG	N;NOM;SG
maria	mary	maria	mary	N;FEM;SG	N;NOM;SG
maria	maarja	maria	maarjas	N;FEM;SG	N;NOM;SG
maria	maria	maria	maria	N;FEM;SG	N;NOM;SG
vários	mitmed	vários	mitu	PRO;MASC;PL	PRO;NOM;PL
vários	mitmesugused	vários	mitme_sugune	PRO;MASC;PL	PRO;NOM;PL
terra	maa	terra	maa	N;FEM;SG	N;NOM;SG
terra	maa	terra	maa	N;FEM;SG	N;NOM;SG
terra	maad	terra	maa	N;FEM;SG	N;PRT;SG
terra	land	terra	land	N;FEM;SG	N;NOM;SG
terra	terra	terra	terra	N;FEM;SG	N;NOM;SG
gênero	žanr	gênero	žanr	N;MASC;SG	N;NOM;SG
gênero	sugu	gênero	sugu	N;MASC;SG	N;NOM;SG
igreja	kiriku	igreja	kirik	N;FEM;SG	N;NOM;SG
igreja	kirik	igreja	kirik	N;FEM;SG	N;NOM;SG
universidade	ülikool	universidade	üli_kool	N;FEM;SG	N;NOM;SG
universidade	kolleegium	universidade	kolleegium	N;FEM;SG	N;NOM;SG
universidade	kolledž	universidade	kolledž	N;FEM;SG	N;NOM;SG
centro	centro	centro	centro	N;MASC;SG	N;NOM;SG
centro	keskus	centro	keskus	N;MASC;SG	N;NOM;SG
centro	center	centro	center	N;MASC;SG	N;NOM;SG
centro	keskus	centro	keskus	N;MASC;SG	N;NOM;SG
início	algus	início	algus	N;MASC;SG	N;NOM;SG
início	start	início	start	N;MASC;SG	N;NOM;SG
início	algus	início	algus	N;MASC;SG	N;NOM;SG
essa	see	esse	see	PRO;FEM;SG	PRO;NOM;SG
essa	selle	esse	see	PRO;FEM;SG	PRO;GEN;SG
essa	seda	esse	see	PRO;FEM;SG	PRO;PRT;SG
essa	see	esse	see	PRO;FEM;SG	PRO;NOM;SG
essa	seda	esse	see	PRO;FEM;SG	PRO;PRT;SG
tipo	tüüp	tipo	tüüp	N;MASC;SG	N;NOM;SG
santa	pühak	santo	pühak	N;FEM;SG	N;NOM;SG
santa	saint	santo	saint	N;FEM;SG	N;NOM;SG
santa	santa	santo	santa	N;FEM;SG	N;NOM;SG
conhecido	teadaolev	conhecido	teada_olev	ADJ;MASC;SG	ADJ;NOM;SG;PRS;V.PTCP;ACT
conhecido	tuntud	conhecido	tuntud	ADJ;MASC;SG	ADJ;PST;V.PTCP;PASS
conhecido	tuttav	conhecido	tuttav	ADJ;MASC;SG	ADJ;NOM;SG
canção	laulu	canção	laul	N;FEM;SG	N;PRT;SG
canção	laul	canção	laul	N;FEM;SG	N;NOM;SG
edição	väljaanne	edição	välja_anne	N;FEM;SG	N;NOM;SG
edição	redigeerimine	edição	redigeerimine	N;FEM;SG	N;NOM;SG
edição	avaldamise	edição	avaldamine	N;FEM;SG	N;GEN;SG
edição	avaldamine	edição	avaldamine	N;FEM;SG	N;NOM;SG
mundial	ülemaailmne	mundial	üle_maa_ilmne	ADJ;MASC;SG	ADJ;NOM;SG
lançado	vabanenud	lançar	vabanenud	V;MASC;SG;V.PTCP	V;PST;V.PTCP;ACT
rei	king	rei	king	N;MASC;SG	N;NOM;SG
rei	kuningas	rei	kuningas	N;MASC;SG	N;NOM;SG
rei	kunn	rei	kunn	N;MASC;SG	N;NOM;SG
algumas	mõned	algum	mõni	PRO;FEM;PL	PRO;NOM;PL
água	vett	água	vesi	N;FEM;SG	N;PRT;SG
água	vesi	água	vesi	N;FEM;SG	N;NOM;SG
quatro	neli	quatro	neli	NUM	NUM;NOM;SG
época	hooaeg	época	hoo_aeg	N;FEM;SG	N;NOM;SG
exemplo	näidis	exemplo	näidima	N;MASC;SG	N;NOM;SG
exemplo	näide	exemplo	näide	N;MASC;SG	N;NOM;SG
morte	surma	morte	surm	N;FEM;SG	N;PRT;SG
morte	surm	morte	surm	N;FEM;SG	N;NOM;SG
produção	tootmine	produção	tootmine	N;FEM;SG	N;NOM;SG
produção	toodang	produção	toodang	N;FEM;SG	N;NOM;SG
temporada	hooaeg	temporada	hoo_aeg	N;FEM;SG	N;NOM;SG
seguinte	järgmiseks	seguinte	järgmine	ADJ;MASC;SG	ADJ;TRANS;SG
seguinte	järgmisena	seguinte	järgmine	ADJ;MASC;SG	ADJ;FRML;SG
seguinte	järgmine	seguinte	järgmine	ADJ;MASC;SG	ADJ;NOM;SG
muitos	paljud	muito	palju	PRO;MASC;PL	PRO;NOM;PL
muitos	paljusid	muito	palju	PRO;MASC;PL	PRO;PRT;PL
wikipédia	wikipedia	wikipédia	wikipedia	N;FEM;SG	N;NOM;SG
time	kellaaeg	time	kella_aeg	N;MASC;SG	N;NOM;SG
time	aeg	time	aeg	N;MASC;SG	N;NOM;SG
time	aja	time	aeg	N;MASC;SG	N;GEN;SG
time	ajas	time	aeg	N;MASC;SG	N;IN+ESS;SG
time	aega	time	aeg	N;MASC;SG	N;PRT;SG
time	tiim	time	tiim	N;MASC;SG	N;NOM;SG
time	meeskond	time	meeskond	N;MASC;SG	N;NOM;SG
faz	teeb	fazer	tegema	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
faz	paneb	fazer	panema	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
faz	teeb	fazer	tegema	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
geral	kindral	geral	kindral	N;MASC;SG	N;NOM;SG
aqui	siin	aqui	siin	ADV	ADV
style	stiil	style	stiil	N;MASC;SG	N;NOM;SG
versão	versioon	versão	versioon	N;FEM;SG	N;NOM;SG
versão	versiooni	versão	versioon	N;FEM;SG	N;PRT;SG
fim	lõpp	fim	lõpp	N;MASC;SG	N;NOM;SG
carlos	charles	carlo	charles	N;MASC;SG	N;NOM;SG
carlos	carl	carlo	carl	N;MASC;SG	N;NOM;SG
carlos	carlos	carlo	carlos	N;MASC;SG	N;NOM;SG
menos	vähem	menos	vähem	ADV	ADV
menos	vähem	menos	vähem	ADV	ADV
programa	programm	programa	programm	N;MASC;SG	N;NOM;SG
programa	programm	programa	programm	N;MASC;SG	N;NOM;SG
programa	programmi	programa	programm	N;MASC;SG	N;PRT;SG
porto	porto	porto	porto	N;MASC;SG	N;NOM;SG
porto	port	porto	port	N;MASC;SG	N;NOM;SG
porto	sadam	porto	sadam	N;MASC;SG	N;NOM;SG
fontes	allikad	fonte	allikas	N;FEM;PL	N;NOM;PL
fontes	fondid	fonte	fond	N;FEM;PL	N;NOM;PL
fontes	purskkaevud	fonte	purskkaevud	N;FEM;PL	N;NOM;PL
deve	peab	dever	pidama	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
sempre	alati	sempre	alati	ADV	ADV
site	koduleht	site	kodu_leht	N;MASC;SG	N;NOM;SG
site	veebileht	site	veebi_leht	N;MASC;SG	N;NOM;SG
site	veebisait	site	veebi_sait	N;MASC;SG	N;NOM;SG
site	kodulehekülg	site	kodu_lehe_külg	N;MASC;SG	N;NOM;SG
site	saidi	site	saima	N;MASC;SG	N;GEN;SG
site	ala	site	ala	N;MASC;SG	N;NOM;SG
livro	raamatu	livro	raamat	N;MASC;SG	N;GEN;SG
livro	raamat	livro	raamat	N;MASC;SG	N;NOM;SG
lado	külg	lado	külg	N;MASC;SG	N;NOM;SG
atualmente	praegu	atualmente	praegu	ADV	ADV
equipe	tiim	equipe	tiim	N;FEM;SG	N;NOM;SG
equipe	meeskond	equipe	meeskond	N;FEM;SG	N;NOM;SG
escola	kooli	escola	kool	N;FEM;SG	N;PRT;SG
escola	koolis	escola	kool	N;FEM;SG	N;IN+ESS;SG
escola	kool	escola	kool	N;FEM;SG	N;NOM;SG
várias	mitmed	várias	mitu	PRO;FEM;PL	PRO;NOM;PL
outra	muu	outro	muu	PRO;FEM;SG	PRO;NOM;SG
outra	muud	outro	muu	PRO;FEM;SG	PRO;NOM;SG
dados	andmed	dado	andmed	N;MASC;PL	N;NOM;PL
copa	copa	copa	copa	N;FEM;SG	N;NOM;SG
copa	cup	copa	cup	N;FEM;SG	N;NOM;SG
copa	tops	copa	tops	N;FEM;SG	N;NOM;SG
copa	tass	copa	tass	N;FEM;SG	N;NOM;SG
copa	karikas	copa	karikas	N;FEM;SG	N;NOM;SG
posição	asukoht	posição	asu_koht	N;FEM;SG	N;NOM;SG
posição	positsioon	posição	positsioon	N;FEM;SG	N;NOM;SG
posição	asend	posição	asend	N;FEM;SG	N;NOM;SG
internacional	rahvusvaheline	internacional	rahvus_vaheline	ADJ;MASC;SG	ADJ;NOM;SG
hoje	täna	hoje	täna	ADV	ADV
província	provints	província	provints	N;FEM;SG	N;NOM;SG
team	tiim	team	tiim	N;MASC;SG	N;NOM;SG
team	meeskond	team	meeskond	N;MASC;SG	N;NOM;SG
países	riigid	país	riik	N;MASC;PL	N;NOM;PL
embora	kuigi	embora	kuigi	CONJ	CONJ
embora	ehkki	embora	ehkki	CONJ	CONJ
embora	kuigi	embora	kuigi	CONJ	CONJ
pouco	vähe	pouco	vähe	ADV	ADV
asteroide	asteroid	asteroider	astero	N;MASC;SG	N;NOM;SG
porque	kuna	porque	kuna	CONJ	CONJ
porque	sest	porque	sest	CONJ	CONJ
projeto	projekt	projeto	projekt	N;MASC;SG	N;NOM;SG
projeto	projekti	projeto	projekt	N;MASC;SG	N;PRT;SG
atual	aktiivne	atual	aktiivne	ADJ;MASC;SG	ADJ;NOM;SG
atual	praeguse	atual	praegune	ADJ;MASC;SG	ADJ;GEN;SG
atual	praegune	atual	praegune	ADJ;MASC;SG	ADJ;NOM;SG
ordem	tellimus	ordem	tellimus	N;FEM;SG	N;NOM;SG
ordem	järjekord	ordem	järje_kord	N;FEM;SG	N;NOM;SG
ordem	korraldus	ordem	korraldus	N;FEM;SG	N;NOM;SG
ordem	ordu	ordem	ordu	N;FEM;SG	N;NOM;SG
pai	isa	pai	isa	N;MASC;SG	N;NOM;SG
pai	issi	pai	issi	N;MASC;SG	N;NOM;SG
pai	isa	pai	isa	N;MASC;SG	N;NOM;SG
localizada	asub	localizar	asuma	V;FEM;SG;V.PTCP	V;IND;SG;3;PRS;FIN;ACT
estádio	staadion	estádio	staadion	N;MASC;SG	N;NOM;SG
partido	party	partido	party	N;MASC;SG	N;NOM;SG
partido	pidu	partido	pidu	N;MASC;SG	N;NOM;SG
partido	erakond	partido	erakond	N;MASC;SG	N;NOM;SG
