물류	accomplissement	물류	accomplissement	N	N;MASC;SG
손상	dégats	손상	dégat	N	N;MASC;PL
손상	dommages	손상	dommage	N	N;MASC;PL
손상	dégâts	손상	dégât	N	N;MASC;PL
호흡	souffle	호흡	souffle	N	N;MASC;SG
호흡	respiration	호흡	respiration	N	N;FEM;SG
호흡	haleine	호흡	haleine	N	N;FEM;SG
호흡	respiration	호흡	respiration	N	N;FEM;SG
호흡	respiration	호흡	respiration	N	N;FEM;SG
경쟁력	compétition	경쟁력	compétition	N	N;FEM;SG
경쟁력	compétitivité	경쟁력	compétitivité	N	N;FEM;SG
침대	lits	침대	lit	N	N;MASC;PL
침대	lit	침대	lit	N	N;MASC;SG
휴식	break	휴식	break	N	N;MASC;SG
휴식	pause	휴식	pause	N	N;FEM;SG
휴식	rupture	휴식	rupture	N	N;FEM;SG
휴식	détente	휴식	détente	N	N;FEM;SG
휴식	relaxation	휴식	relaxation	N	N;FEM;SG
퀄컴	qualcomm	퀄컴	qualcomm	N	N;MASC;SG
학술지	revue	학술지	revue	N	N;FEM;SG
학술지	journal	학술지	journal	N	N;MASC;SG
냉방	refroidissement	냉방	refroidissement	N	N;MASC;SG
시체	organisme	시체	organisme	N	N;MASC;SG
시체	carrosserie	시체	carrosserie	N	N;FEM;SG
시체	organe	시체	organe	N	N;MASC;SG
시체	corps	시체	corps	N	N;MASC;SG
시체	cadavres	시체	cadavre	N	N;MASC;PL
시체	cadavre	시체	cadavre	N	N;MASC;SG
시체	cadavre	시체	cadavre	N	N;MASC;SG
모델링	modélisation	모델링	modélisation	N	N;FEM;SG
모델링	modelage	모델링	modelage	N	N;MASC;SG
모델링	mannequin	모델링	mannequin	N	N;MASC;SG
모델링	modélisation	모델링	modélisation	N	N;FEM;SG
모델링	modelage	모델링	modelage	N	N;MASC;SG
가축	cheptel	가축	cheptel	N	N;MASC;SG
가축	elevage	가축	elevage	N	N;MASC;SG
가축	bétail	가축	bétail	N	N;MASC;SG
가축	bovins	가축	bovin	N	N;MASC;PL
가축	bétail	가축	bétail	N	N;MASC;SG
웨딩	mariage	웨딩	mariage	N	N;MASC;SG
웨딩	noces	웨딩	noce	N	N;FEM;PL
웨딩	mariages	웨딩	mariage	N	N;MASC;PL
상점	boutique	상점	boutique	N	N;FEM;SG
상점	magasin	상점	magasin	N	N;MASC;SG
상점	commerces	상점	commerce	N	N;MASC;PL
상점	magasins	상점	magasin	N	N;MASC;PL
상점	boutiques	상점	boutique	N	N;FEM;PL
상점	magasins	상점	magasin	N	N;MASC;PL
상점	boutique	상점	boutique	N	N;FEM;SG
상점	magasin	상점	magasin	N	N;MASC;SG
부재	absence	부재	absence	N	N;FEM;SG
바꾸기	remplacez	바꾸+기	remplacer	V	V;IMP;PL;2;PRS;FIN
바꾸기	remplacer	바꾸+기	remplacer	V	V;NFIN
바꾸기	remplace	바꾸+기	remplacer	V	V;IND;SG;3;PRS;FIN
바꾸기	basculer	바꾸+기	basculer	V	V;NFIN
바꾸기	échanger	바꾸+기	échanger	V	V;NFIN
바꾸기	modifier	바꾸+기	modifier	V	V;NFIN
바꾸기	changer	바꾸+기	changer	V	V;NFIN
할당된	attribué	할당+되+ㄴ	attribuer	V	V;MASC;SG;PST;V.PTCP
할당된	assignée	할당+되+ㄴ	assigné	V	V;FEM;SG;PST;V.PTCP
할당된	assignés	할당+되+ㄴ	assigner	V	V;MASC;PL;PST;V.PTCP
할당된	affecté	할당+되+ㄴ	affecter	V	V;MASC;SG;PST;V.PTCP
할당된	assignées	할당+되+ㄴ	assigner	V	V;FEM;PL;PST;V.PTCP
할당된	assigné	할당+되+ㄴ	assigner	V	V;MASC;SG;PST;V.PTCP
저작권자	copyright	저작권자	copyright	N	N;MASC;SG
말하기	parlant	말하+기	parler	V	V;PRS;V.PTCP
말하기	parlez	말하+기	parler	V	V;IMP;PL;2;PRS;FIN
말하기	parler	말하+기	parler	V	V;NFIN
말하기	parle	말하+기	parler	V	V;IND;SG;3;PRS;FIN
의자	chaise	의자	chaise	N	N;FEM;SG
의자	président	의자	président	N	N;MASC;SG
의자	présidence	의자	présidence	N	N;FEM;SG
의자	fauteuil	의자	fauteuil	N	N;MASC;SG
레일	rail	레일	rail	N	N;MASC;SG
레일	rampes	레일	rampe	N	N;FEM;PL
레일	rails	레일	rail	N	N;MASC;PL
간격	fossé	간격	fossé	N	N;MASC;SG
간격	écart	간격	écart	N	N;MASC;SG
간격	intervalle	간격	intervalle	N	N;MASC;SG
간격	entracte	간격	entract	N	N;MASC;SG
간격	intervalles	간격	intervalle	N	N;MASC;PL
간격	interligne	간격	interligner	N	N;MASC;SG
간격	espacement	간격	espacement	N	N;MASC;SG
간격	écarts	간격	écart	N	N;MASC;PL
간격	lacunes	간격	lacune	N	N;FEM;PL
액정	lcd	액정	lcd	N	N;MASC;SG
포커	poker	포커	poker	N	N;MASC;SG
커플	couples	커플	couple	N	N;MASC;PL
커플	couple	커플	couple	N	N;MASC;SG
불안	insécurité	불안	insécurité	N	N;FEM;SG
불안	angoisse	불안	angoisse	N	N;FEM;SG
불안	inquiétude	불안	inquiétude	N	N;FEM;SG
불안	anxiété	불안	anxiété	N	N;FEM;SG
프린터	impression	프린터	impression	N	N;FEM;SG
프린터	imprimeries	프린터	imprimerie	N	N;FEM;PL
프린터	imprimerie	프린터	imprimerie	N	N;FEM;SG
프린터	imprimante	프린터	imprimant	N	N;FEM;SG
프린터	imprimantes	프린터	imprimante	N	N;FEM;PL
프린터	imprimeur	프린터	imprimeur	N	N;MASC;SG
프린터	imprimeurs	프린터	imprimeur	N	N;MASC;PL
프린터	imprimantes	프린터	imprimante	N	N;FEM;PL
프린터	imprimeries	프린터	imprimerie	N	N;FEM;PL
양서류	amphibiens	양서류	amphibien	N	N;MASC;PL
채소	légumes	채소	légume	N	N;MASC;PL
채소	légume	채소	légume	N	N;MASC;SG
채소	légumes	채소	légume	N	N;MASC;PL
채소	légume	채소	légume	N	N;MASC;SG
문구	légende	문구	légende	N	N;FEM;SG
문구	textes	문구	texte	N	N;MASC;PL
문구	texte	문구	texte	N	N;MASC;SG
문구	phrases	문구	phrase	N	N;FEM;PL
문구	expressions	문구	expression	N	N;FEM;PL
문구	papeterie	문구	papeterie	N	N;FEM;SG
단층	faute	단층	faute	N	N;FEM;SG
단층	faille	단층	faille	N	N;FEM;SG
도마뱀	lézards	도마뱀	lézard	N	N;MASC;PL
도마뱀	lézards	도마뱀	lézard	N	N;MASC;PL
도마뱀	lézard	도마뱀	lézard	N	N;MASC;SG
이끼	mousses	이끼	mousse	N	N;FEM;PL
이끼	mousse	이끼	mousse	N	N;FEM;SG
계몽	illumination	계몽	illumination	N	N;FEM;SG
소실	disparitions	소실	disparition	N	N;FEM;PL
소실	disparition	소실	disparition	N	N;FEM;SG
부활절	pâque	부활절	pâque	N	N;FEM;SG
부활절	pâques	부활절	pâque	N	N;FEM;PL
클릭	clics	클릭	clic	N	N;MASC;PL
직물	textile	직물	textile	N	N;MASC;SG
직물	textiles	직물	textile	N	N;MASC;PL
직물	tissus	직물	tissu	N	N;MASC;PL
직물	toiles	직물	toile	N	N;FEM;PL
직물	textile	직물	textile	N	N;MASC;SG
직물	textiles	직물	textile	N	N;MASC;PL
벽화	murales	벽화	mural	N	N;FEM;PL
벽화	fresques	벽화	fresque	N	N;FEM;PL
벽화	murale	벽화	mural	N	N;FEM;SG
벽화	fresque	벽화	fresque	N	N;FEM;SG
벽화	mural	벽화	mural	N	N;MASC;SG
메시	messi	메시	messi	N	N;MASC;SG
해명	éclaircissements	해명	éclaircissement	N	N;MASC;PL
해명	éclaircissement	해명	éclaircissement	N	N;MASC;SG
해명	clarification	해명	clarification	N	N;FEM;SG
신용	crédit	신용	crédit	N	N;MASC;SG
야채	légumes	야채	légume	N	N;MASC;PL
야채	légume	야채	légume	N	N;MASC;SG
야채	légumes	야채	légume	N	N;MASC;PL
야채	légume	야채	légume	N	N;MASC;SG
바이애슬론	biathlon	바이애슬론	biathlon	N	N;MASC;SG
청소	ménage	청소	ménage	N	N;MASC;SG
청소	nettoyage	청소	nettoyage	N	N;MASC;SG
발효	fermentation	발효	fermentation	N	N;FEM;SG
코덱	codec	코덱	codec	N	N;MASC;SG
코덱	codec	코덱	codec	N	N;MASC;SG
코덱	codecs	코덱	codecs	N	N;MASC;PL
경관	officier	경관	officier	N	N;MASC;SG
경관	paysager	경관	paysager	N	N;MASC;SG
경관	paysage	경관	paysage	N	N;MASC;SG
경관	paysages	경관	paysage	N	N;MASC;PL
퍼텐셜	potentialités	퍼텐셜	potentialité	N	N;FEM;PL
퍼텐셜	potentiel	퍼텐셜	potentiel	N	N;MASC;SG
생각하기	pense	생각+하+기	penser	V	V;IND;SG;3;PRS;FIN
생각하기	pensez	생각+하+기	penser	V	V;IMP;PL;2;PRS;FIN
생각하기	penser	생각+하+기	penser	V	V;NFIN
생각하기	réfléchir	생각+하+기	réfléchir	V	V;NFIN
수용체	récepteur	수용체	récepteur	N	N;MASC;SG
매력	allure	매력	allure	N	N;FEM;SG
매력	charme	매력	charme	N	N;MASC;SG
매력	charm	매력	charm	N	N;MASC;SG
매력	amulette	매력	amulette	N	N;FEM;SG
공연장	lieu	공연장	lieu	N	N;MASC;SG
아우디	audi	아우디	audi	N	N;FEM;SG
벨트	courroies	벨트	courroie	N	N;FEM;PL
벨트	ceintures	벨트	ceinture	N	N;FEM;PL
벨트	ceinture	벨트	ceinture	N	N;FEM;SG
벨트	courroie	벨트	courroie	N	N;FEM;SG
벨트	ceinture	벨트	ceinture	N	N;FEM;SG
예의	etiquette	예의	etiquette	N	N;FEM;SG
예의	étiquette	예의	étiquette	N	N;FEM;SG
예의	décorum	예의	décorum	N	N;MASC;SG
예의	bienséance	예의	bienséance	N	N;FEM;SG
예의	convenances	예의	convenance	N	N;FEM;PL
예의	manières	예의	manière	N	N;FEM;PL
예의	mœurs	예의	mœur	N	N;FEM;PL
예의	politesse	예의	politesse	N	N;FEM;SG
예의	courtoisie	예의	courtoisie	N	N;FEM;SG
예의	politesse	예의	politesse	N	N;FEM;SG
선구자	pionniers	선구자	pionnier	N	N;MASC;PL
받았습니다	reçu	받+았+습니다	recevoir	V	V;MASC;SG;PST;V.PTCP
받았습니다	reçues	받+았+습니다	recevoir	V	V;FEM;PL;PST;V.PTCP
받았습니다	reçus	받+았+습니다	recevoir	V	V;MASC;PL;PST;V.PTCP
받았습니다	reçue	받+았+습니다	recevoir	V	V;FEM;SG;PST;V.PTCP
인플레이션	inflation	인플레이션	inflation	N	N;FEM;SG
인질	otage	인질	otage	N	N;MASC;SG
인질	otages	인질	otage	N	N;MASC;PL
인질	otages	인질	otage	N	N;MASC;PL
켈트	celtic	켈트	celtic	N	N;MASC;SG
증언	témoins	증언	témoin	N	N;MASC;PL
증언	témoin	증언	témoin	N	N;MASC;SG
증언	témoignage	증언	témoignage	N	N;MASC;SG
축하	festivités	축하	festivité	N	N;FEM;PL
축하	célébrations	축하	célébration	N	N;FEM;PL
축하	célébrations	축하	célébration	N	N;FEM;PL
축하	célébration	축하	célébration	N	N;FEM;SG
관세	tarifs	관세	tarif	N	N;MASC;PL
관세	coutumes	관세	coutume	N	N;FEM;PL
관세	douanes	관세	douane	N	N;FEM;PL
관세	douane	관세	douane	N	N;FEM;SG
관세	douanier	관세	douanier	N	N;MASC;SG
관세	tarif	관세	tarif	N	N;MASC;SG
스쿼시	courge	스쿼시	courge	N	N;FEM;SG
스쿼시	squash	스쿼시	squash	N	N;MASC;SG
냉각	refroidissement	냉각	refroidissement	N	N;MASC;SG
냉각	réfrigération	냉각	réfrigération	N	N;FEM;SG
레즈비언	lesbiennes	레즈비언	lesbien	N	N;FEM;PL
레즈비언	lesbiennes	레즈비언	lesbien	N	N;FEM;PL
차단되었습니다	bloquées	차단+되+었+습니다	bloquer	V	V;FEM;PL;PST;V.PTCP
차단되었습니다	bloquée	차단+되+었+습니다	bloqué	V	V;FEM;SG;PST;V.PTCP
차단되었습니다	bloqué	차단+되+었+습니다	bloqué	V	V;MASC;SG;PST;V.PTCP
차단되었습니다	bloqués	차단+되+었+습니다	bloquer	V	V;MASC;PL;PST;V.PTCP
램프	lampe	램프	lampe	N	N;FEM;SG
램프	lampes	램프	lampe	N	N;FEM;PL
램프	lampe	램프	lampe	N	N;FEM;SG
램프	feux	램프	feu	N	N;MASC;PL
램프	luminaires	램프	luminaire	N	N;MASC;PL
포격	bombardement	포격	bombardement	N	N;MASC;SG
포격	bombardement	포격	bombardement	N	N;MASC;SG
포격	bombardements	포격	bombardement	N	N;MASC;PL
영화관	théâtres	영화관	théâtre	N	N;MASC;PL
영화관	théâtres	영화관	théâtre	N	N;MASC;PL
영화관	théatre	영화관	théatre	N	N;MASC;SG
영화관	théâtre	영화관	théâtre	N	N;MASC;SG
레지옹	légions	레지옹	légion	N	N;FEM;PL
레지옹	légion	레지옹	légion	N	N;FEM;SG
특공대	commando	특공대	commando	N	N;MASC;SG
풀기	extraire	풀+기	extraire	V	V;NFIN
풀기	extraits	풀+기	extraire	V	V;MASC;PL;PST;V.PTCP
풀기	extrait	풀+기	extraire	V	V;MASC;SG;PST;V.PTCP
풀기	résoudre	풀+기	résoudre	V	V;NFIN
풀기	résout	풀+기	résoudre	V	V;IND;SG;3;PRS;FIN
마스터즈	masters	마스터즈	master	N	N;MASC;PL
마스터즈	capitaines	마스터즈	capitaine	N	N;MASC;PL
마스터즈	maîtres	마스터즈	maître	N	N;MASC;PL
표본	échantillon	표본	échantillon	N	N;MASC;SG
표본	échantillons	표본	échantillon	N	N;MASC;PL
보내기	envoyant	보내+기	envoyer	V	V;PRS;V.PTCP
보내기	envoie	보내+기	envoyer	V	V;IND;SG;3;PRS;FIN
보내기	envoyez	보내+기	envoyer	V	V;IMP;PL;2;PRS;FIN
보내기	envoyer	보내+기	envoyer	V	V;NFIN
황소자리	taureau	황소자리	taureau	N	N;MASC;SG
위조	faussaire	위조	faussaire	N	N;MASC;SG
위조	falsification	위조	falsification	N	N;FEM;SG
위조	contrefaçon	위조	contrefaçon	N	N;FEM;SG
위조	contrefaçons	위조	contrefaçon	N	N;FEM;PL
위조	contrefaçon	위조	contrefaçon	N	N;FEM;SG
위조	contrefaçons	위조	contrefaçon	N	N;FEM;PL
위조	contrefaçon	위조	contrefaçon	N	N;FEM;SG
가슴이	poitrine	가슴+이	poitrine	N	N;FEM;SG
가슴이	torse	가슴+이	torse	N	N;MASC;SG
가슴이	coffre	가슴+이	coffre	N	N;MASC;SG
인용된	cité	인용+되+ㄴ	citer	V	V;MASC;SG;PST;V.PTCP
인용된	citée	인용+되+ㄴ	citer	V	V;FEM;SG;PST;V.PTCP
인용된	cotés	인용+되+ㄴ	côté	V	V;MASC;PL;PST;V.PTCP
패치	correctifs	패치	correctif	N	N;MASC;PL
패치	patchs	패치	patch	N	N;MASC;PL
패치	correctif	패치	correctif	N	N;MASC;SG
패치	patch	패치	patch	N	N;MASC;SG
탐험	explorateurs	탐험	explorateur	N	N;MASC;PL
탐험	explorateur	탐험	explorateur	N	N;MASC;SG
탐험	expédition	탐험	expédition	N	N;FEM;SG
탐험	expedition	탐험	expedition	N	N;FEM;SG
탐험	prospection	탐험	prospection	N	N;FEM;SG
탐험	exploration	탐험	exploration	N	N;FEM;SG
탐험	explorateurs	탐험	explorateur	N	N;MASC;PL
예언자	prophète	예언자	prophète	N	N;MASC;SG
예언자	prophètes	예언자	prophète	N	N;MASC;PL
평형	équilibre	평형	équilibre	N	N;MASC;SG
자동화	automatisation	자동화	automatisation	N	N;FEM;SG
자동화	automation	자동화	automation	N	N;FEM;SG
강좌	cours	강좌	cours	N	N;MASC;SG
쿠키	biscuits	쿠키	biscuit	N	N;MASC;PL
쿠키	cookies	쿠키	cookye	N	N;MASC;PL
쿠키	témoins	쿠키	témoin	N	N;MASC;PL
쿠키	biscuit	쿠키	biscuire	N	N;MASC;SG
쿠키	cookie	쿠키	cookie	N	N;MASC;SG
쿠키	cookies	쿠키	cookye	N	N;MASC;PL
복잡도	complexité	복잡+도	complexité	N	N;FEM;SG
발명	invention	발명	invention	N	N;FEM;SG
발명	inventions	발명	invention	N	N;FEM;PL
발명	inventeur	발명	inventeur	N	N;MASC;SG
편견	biais	편견	biais	N	N;MASC;SG
편견	préjudice	편견	préjudice	N	N;MASC;SG
버퍼	buffer	버퍼	buffer	N	N;MASC;SG
버퍼	tampon	버퍼	tampon	N	N;MASC;SG
버퍼	tampons	버퍼	tampon	N	N;MASC;PL
증인	témoins	증인	témoin	N	N;MASC;PL
증인	témoins	증인	témoin	N	N;MASC;PL
증인	témoin	증인	témoin	N	N;MASC;SG
응답하라	répondez	응답+하+라	répondre	V	V;IMP;PL;2;PRS;FIN
부서	département	부서	département	N	N;MASC;SG
노드	noeud	노드	noeud	N	N;MASC;SG
노드	nœud	노드	nœud	N	N;MASC;SG
노드	noeuds	노드	noeud	N	N;MASC;PL
노드	nœuds	노드	noeud	N	N;MASC;PL
박해	persécutions	박해	persécution	N	N;FEM;PL
박해	persécution	박해	persécution	N	N;FEM;SG
박해	oppression	박해	oppression	N	N;FEM;SG
발전기	générateurs	발전기	générateur	N	N;MASC;PL
발전기	générateur	발전기	générateur	N	N;MASC;SG
욕구	désir	욕구	désir	N	N;MASC;SG
욕구	désirs	욕구	désir	N	N;MASC;PL
욕구	désirs	욕구	désir	N	N;MASC;PL
흡혈귀	vampire	흡혈귀	vampire	N	N;MASC;SG
흡혈귀	vampires	흡혈귀	vampire	N	N;MASC;PL
스케치	esquisses	스케치	esquisse	N	N;FEM;PL
스케치	croquis	스케치	croquis	N	N;MASC;SG
스케치	croquis	스케치	croquis	N	N;MASC;SG
스케치	esquisse	스케치	esquisse	N	N;FEM;SG
자극	stimulation	자극	stimulation	N	N;FEM;SG
자극	stimulus	자극	stimulus	N	N;MASC;SG
자극	relance	자극	relance	N	N;FEM;SG
자극	stimulation	자극	stimulation	N	N;FEM;SG
자극	stimulation	자극	stimulation	N	N;FEM;SG
자극	irritations	자극	irritation	N	N;FEM;PL
자극	irritation	자극	irritation	N	N;FEM;SG
평행	parallèle	평행	parallèle	N	N;MASC;SG
장례	enfouissement	장례	enfouissement	N	N;MASC;SG
장례	inhumation	장례	inhumation	N	N;FEM;SG
장례	enterrement	장례	enterrement	N	N;MASC;SG
장례	funérailles	장례	funéraille	N	N;FEM;PL
장례	obsèques	장례	obsèque	N	N;FEM;PL
장례	enterrement	장례	enterrement	N	N;MASC;SG
셔틀	shuttle	셔틀	shuttle	N	N;MASC;SG
셔틀	navette	셔틀	navette	N	N;FEM;SG
셔틀	navettes	셔틀	navette	N	N;FEM;PL
셔틀	navettes	셔틀	navette	N	N;FEM;PL
순교자	martyrs	순교자	martyr	N	N;MASC;PL
순교자	martyr	순교자	martyr	N	N;MASC;SG
순교자	martyre	순교자	martyre	N	N;MASC;SG
정밀	précision	정밀	précision	N	N;FEM;SG
에이전시	agence	에이전시	agence	N	N;FEM;SG
디렉터리	annuaire	디렉터리	annuaire	N	N;MASC;SG
디렉터리	annuaires	디렉터리	annuaire	N	N;MASC;PL
디렉터리	répertoire	디렉터리	répertoire	N	N;MASC;SG
디렉터리	dossiers	디렉터리	dossier	N	N;MASC;PL
디렉터리	dossier	디렉터리	dossier	N	N;MASC;SG
디렉터리	dépliant	디렉터리	déplier	N	N;MASC;SG
디렉터리	annuaires	디렉터리	annuaire	N	N;MASC;PL
디렉터리	répertoires	디렉터리	répertoire	N	N;MASC;PL
떨어지지	tomber	떨어지+지	tomber	V	V;NFIN
열정	enthousiasme	열정	enthousiasme	N	N;MASC;SG
열정	passions	열정	passion	N	N;FEM;PL
열정	passion	열정	passion	N	N;FEM;SG
열정	passions	열정	passion	N	N;FEM;PL
예배	adoration	예배	adoration	N	N;FEM;SG
예배	adoration	예배	adoration	N	N;FEM;SG
예배	culte	예배	culte	N	N;MASC;SG
아이패드	ipad	아이패드	ipad	N	N;MASC;SG
무작위로	aléatoirement	무작위+로	aléatoirement	ADV	ADV
징병제	conscription	징병제	conscription	N	N;FEM;SG
배경색	fond	배경색	fond	N	N;MASC;SG
배경색	contexte	배경색	contexte	N	N;MASC;SG
우울	mélancolie	우울	mélancolie	N	N;FEM;SG
클론	clones	클론	clone	N	N;MASC;PL
클론	clonage	클론	clonage	N	N;MASC;SG
클론	clone	클론	clone	N	N;MASC;SG
클론	clones	클론	clone	N	N;MASC;PL
교정	correcteur	교정	correcteur	N	N;MASC;SG
교정	correcteurs	교정	correcteur	N	N;MASC;PL
교정	correctif	교정	correctif	N	N;MASC;SG
교정	calibrage	교정	calibrage	N	N;MASC;SG
교정	étalonnage	교정	étalonnage	N	N;MASC;SG
교정	calibration	교정	calibration	N	N;FEM;SG
교정	correction	교정	correction	N	N;FEM;SG
교정	rectification	교정	rectification	N	N;FEM;SG
교정	correcteur	교정	correcteur	N	N;MASC;SG
교정	bretelles	교정	bretelle	N	N;FEM;PL
변동이	variations	변동+이	variation	N	N;FEM;PL
변동이	variante	변동+이	variante	N	N;FEM;SG
변동이	variation	변동+이	variation	N	N;FEM;SG
장례식	funérailles	장례식	funéraille	N	N;FEM;PL
장례식	obsèques	장례식	obsèque	N	N;FEM;PL
장례식	enterrement	장례식	enterrement	N	N;MASC;SG
장례식	enterrements	장례식	enterrement	N	N;MASC;PL
장례식	funérailles	장례식	funéraille	N	N;FEM;PL
장학금	bourses	장학금	bourse	N	N;FEM;PL
장학금	bourse	장학금	bourse	N	N;FEM;SG
해석학	analyses	해석학	analyse	N	N;FEM;PL
해석학	analyse	해석학	analyse	N	N;FEM;SG
소음	bruits	소음	bruit	N	N;MASC;PL
소음	bruit	소음	bruit	N	N;MASC;SG
소음	bruits	소음	bruit	N	N;MASC;PL
공백	espaces	공백	espace	N	N;MASC;PL
갇힌	coincé	갇히+ㄴ	coincé	V	V;MASC;SG;PST;V.PTCP
갇힌	piégés	갇히+ㄴ	piéger	V	V;MASC;PL;PST;V.PTCP
갇힌	piégée	갇히+ㄴ	piéger	V	V;FEM;SG;PST;V.PTCP
갇힌	piégé	갇히+ㄴ	piéger	V	V;MASC;SG;PST;V.PTCP
제조사	fournisseur	제조사	fournisseur	N	N;MASC;SG
제조사	vendeur	제조사	vendeur	N	N;MASC;SG
제조사	constructeur	제조사	constructeur	N	N;MASC;SG
제조사	manufacturier	제조사	manufacturier	N	N;MASC;SG
제조사	fabricant	제조사	fabricant	N	N;MASC;SG
에미레이트	émirat	에미레이트	émirat	N	N;MASC;SG
에미레이트	émirats	에미레이트	émirat	N	N;MASC;PL
에미레이트	emirats	에미레이트	emirat	N	N;MASC;PL
에미레이트	emirates	에미레이트	emirate	N	N;MASC;PL
응원	cheerleaders	응원	cheerleader	N	N;MASC;PL
응원	cheerleading	응원	cheerleading	N	N;MASC;SG
학대	sévices	학대	sévice	N	N;MASC;PL
학대	abus	학대	abus	N	N;MASC;SG
학대	maltraitance	학대	maltraitance	N	N;FEM;SG
세계화	mondialisation	세계화	mondialisation	N	N;FEM;SG
세계화	globalisation	세계화	globalisation	N	N;FEM;SG
먹이	proies	먹이	proie	N	N;FEM;PL
먹이	proie	먹이	proie	N	N;FEM;SG
기저	base	기저	base	N	N;FEM;SG
기저	fondement	기저	fondement	N	N;MASC;SG
포위전	siege	포위전	siege	N	N;MASC;SG
포위전	siège	포위전	siège	N	N;MASC;SG
윤리학	déontologie	윤리학	déontologie	N	N;FEM;SG
통치자	règle	통치자	règle	N	N;FEM;SG
통치자	dirigeant	통치자	dirigeant	N	N;MASC;SG
통치자	souverain	통치자	souverain	N	N;MASC;SG
낚시	peche	낚시	peche	N	N;MASC;SG
낚시	pêche	낚시	pêche	N	N;FEM;SG
기울여	incliner	기울이+어	incliner	V	V;NFIN
호환성	compatibilité	호환성	compatibilité	N	N;FEM;SG
수익	revenus	수익	revenu	N	N;MASC;PL
수익	recettes	수익	recette	N	N;FEM;PL
수익	rendements	수익	rendement	N	N;MASC;PL
수익	rendement	수익	rendement	N	N;MASC;SG
수익	gains	수익	gain	N	N;MASC;PL
수익	salaire	수익	salaire	N	N;MASC;SG
수익	revenus	수익	revenu	N	N;MASC;PL
수익	bénéfices	수익	bénéfice	N	N;MASC;PL
수익	profits	수익	profit	N	N;MASC;PL
수익	monétisation	수익	monétisation	N	N;FEM;SG
전구	ampoule	전구	ampouler	N	N;FEM;SG
전구	bulbe	전구	bulbe	N	N;MASC;SG
돌연변이	mutant	돌연변+이	mutant	N	N;MASC;SG
돌연변이	mutants	돌연변+이	mutant	N	N;MASC;PL
돌연변이	mutation	돌연변+이	mutation	N	N;FEM;SG
돌연변이	mutations	돌연변+이	mutation	N	N;FEM;PL
데이지	marguerite	데이지	marguerite	N	N;FEM;SG
무신론	athéisme	무신론	athéisme	N	N;MASC;SG
무신론	athées	무신론	athé	N	N;MASC;PL
실험실	laboratoire	실험실	laboratoire	N	N;MASC;SG
실험실	laboratoires	실험실	laboratoire	N	N;MASC;PL
실험실	laboratoires	실험실	laboratoire	N	N;MASC;PL
실험실	laboratoire	실험실	laboratoire	N	N;MASC;SG
