dari	سے	dari	سے	ADP	ADP
film	فلم	film	فلم	N;SG	N;NOM;FEM;SG;3
kelas	انداز	kelas	انداز	N;SG	N;NOM;MASC;SG;3
kelas	وضعداری	kelas	وضعداری	N;SG	N;NOM;MASC;SG;3
kelas	ڈویژن	kelas	ڈویژن	N;SG	N;NOM;MASC;SG;3
beberapa	کئی	beberapa	کئی	DET	DET
beberapa	چند	beberapa	چند	DET	DET
salah	انداز	salah	انداز	N;SG	N;NOM;MASC;SG;3
salah	انداز	salah	انداز	N;SG	N;NOM;MASC;SG;3
salah	زیادتی	salah	زیادتی	N;SG	N;NOM;MASC;SG;3
salah	زیادتی	salah	زیادتی	N;SG	N;NOM;MASC;SG;3
negara	ملک	negara	ملک	N;SG	N;NOM;MASC;SG;3
negara	ملک	negara	ملک	N;SG	N;NOM;MASC;SG;3
negara	منصب	negara	منصب	N;SG	N;NOM;MASC;SG;3
negara	عہدہ	negara	عہدہ	N;SG	N;NOM;MASC;SG;3
negara	منصب	negara	منصب	N;SG	N;NOM;MASC;SG;3
negara	حالت	negara	حالت	N;SG	N;NOM;FEM;SG;3
negara	عہدہ	negara	عہدہ	N;SG	N;NOM;MASC;SG;3
biasanya	عموماً	biasanya	عموماً	ADV	ADV
lalat	پرواز	lalat	پرواز	N;SG	N;NOM;MASC;SG;3
lalat	گھڑی	lalat	گھڑی	N;SG	N;NOM;FEM;SG;3
lalat	پرواز	lalat	پرواز	N;SG	N;NOM;MASC;SG;3
lalat	گھڑی	lalat	گھڑی	N;SG	N;NOM;FEM;SG;3
genus	جنس	genus	جنس	N	N;NOM;MASC;SG;3
isi	مضمون	isi	مضمون	N;SG	N;NOM;MASC;SG;3
isi	اطمینان	isi	اطمینان	N;SG	N;NOM;MASC;SG;3
isi	سامان	isi	سامان	N;SG	N;NOM;MASC;SG;3
isi	مطالب	isi	مطالب	N;SG	N;NOM;MASC;SG;3
isi	مال	isi	مال	N;SG	N;NOM;MASC;SG;3
isi	موضوع	isi	موضوع	N;SG	N;NOM;MASC;SG;3
isi	مندرجات	isi	مندرجات	N;SG	N;NOM;MASC;SG;3
daftar	فہرست	daftar	فہرست	N;SG	N;NOM;FEM;SG;3
daftar	جدول	daftar	جدول	N;SG	N;NOM;MASC;SG;3
baru	جدید	baru	جدید	ADJ;SG	ADJ
baru	جدید	baru	جدید	ADJ;SG	ADJ
namun	البتہ	namun	البتہ	CONJ	CONJ
namun	البتہ	namun	البتہ	CONJ	CONJ
wilayah	رقبہ	wilayah	رقبہ	N;SG	N;NOM;MASC;SG;3
wilayah	خطہ	wilayah	خطہ	N;SG	N;NOM;MASC;SG;3
wilayah	شعبہ	wilayah	شعبہ	N;SG	N;NOM;MASC;SG;3
wilayah	علاقہ	wilayah	علاقہ	N;SG	N;NOM;MASC;SG;3
wilayah	ریاست	wilayah	ریاست	N;SG	N;NOM;FEM;SG;3
dunia	زمانے	dunia	زمانہ	N;SG	N;NOM;MASC;SG;3
tempat	مرتبہ	tempat	مرتبہ	N;SG	N;NOM;MASC;SG;3
tempat	منصب	tempat	منصب	N;SG	N;NOM;MASC;SG;3
tempat	احاطہ	tempat	احاطہ	N;SG	N;NOM;MASC;SG;3
tempat	نشست	tempat	نشست	N;SG	N;NOM;MASC;SG;3
tempat	شہر	tempat	شہر	N;SG	N;ACC;MASC;SG;3
tempat	مرتبہ	tempat	مرتبہ	N;SG	N;NOM;MASC;SG;3
tempat	مقام	tempat	مقام	N;SG	N;NOM;MASC;SG;3
tempat	منصب	tempat	منصب	N;SG	N;NOM;MASC;SG;3
tempat	احاطہ	tempat	احاطہ	N;SG	N;NOM;MASC;SG;3
tempat	نشست	tempat	نشست	N;SG	N;NOM;MASC;SG;3
tempat	شہر	tempat	شہر	N;SG	N;ACC;MASC;SG;3
anak	قبیلے	anak	قبیلہ	N;SG	N;NOM;MASC;SG;3
anak	بیٹا	anak	بیٹا	N;SG	N;NOM;MASC;SG;3
anak	قبیلے	anak	قبیلہ	N;SG	N;NOM;MASC;SG;3
anak	اولاد	anak	اولاد	N;SG	N;NOM;MASC;SG;3
species	طبقہ	species	طبقہ	N	N;NOM;MASC;SG;3
species	نوع	species	نوع	N	N;NOM;MASC;SG;3
hidup	زندگی	hidup	زندگی	N;SG	N;NOM;FEM;SG;3
hidup	موقع	hidup	موقع	N;SG	N;NOM;MASC;SG;3
hidup	اتفاق	hidup	اتفاق	N;SG	N;NOM;MASC;SG;3
hidup	اعمال	hidup	اعمال	N;SG	N;NOM;MASC;SG;3
hidup	زندگی	hidup	زندگی	N;SG	N;NOM;FEM;SG;3
hidup	موقع	hidup	موقع	N;SG	N;NOM;MASC;SG;3
hidup	اتفاق	hidup	اتفاق	N;SG	N;NOM;MASC;SG;3
hidup	اعمال	hidup	اعمال	N;SG	N;NOM;MASC;SG;3
hidup	حیات	hidup	شریک_حیات	N;SG	N;NOM;MASC;SG;3
lagu	گیت	lagu	گیت	N;SG	N;NOM;MASC;SG;3
lagu	شاعری	lagu	شاعری	N;SG	N;NOM;MASC;SG;3
daerah	رقبہ	daerah	رقبہ	N;SG	N;NOM;MASC;SG;3
daerah	خطہ	daerah	خطہ	N;SG	N;NOM;MASC;SG;3
daerah	شعبہ	daerah	شعبہ	N;SG	N;NOM;MASC;SG;3
daerah	علاقہ	daerah	علاقہ	N;SG	N;NOM;MASC;SG;3
daerah	گروہ	daerah	گروہ	N;SG	N;NOM;MASC;SG;3
daerah	طبقہ	daerah	طبقہ	N;SG	N;NOM;MASC;SG;3
sekolah	تربیت	sekolah	تربیت	N;SG	N;NOM;MASC;SG;3
sekolah	اسکول	sekolah	اسکول	N;SG	N;NOM;MASC;SG;3
sekolah	تربیت	sekolah	تربیت	N;SG	N;NOM;MASC;SG;3
air	سینچنا.	air	سینچنا.	N;SG	N;NOM;MASC;SG;3
air	جھیل	air	جھیل	N;SG	N;NOM;MASC;SG;3
air	آب	air	آب	N;SG	N;NOM;MASC;SG;3
air	سینچنا.	air	سینچنا.	N;SG	N;NOM;MASC;SG;3
air	جھیل	air	جھیل	N;SG	N;NOM;MASC;SG;3
air	جھونکا	air	جھونکا	N;SG	N;NOM;MASC;SG;3
air	نمائش	air	نمائش	N;SG	N;NOM;MASC;SG;3
air	جھونکا	air	جھونکا	N;SG	N;NOM;MASC;SG;3
air	نمائش	air	نمائش	N;SG	N;NOM;MASC;SG;3
hari	یوم	hari	یوم	N;SG	N;NOM;MASC;SG;3
hari	دن	hari	دن	N;SG	N;NOM;MASC;SG;3
hari	دور	hari	دور	N;SG	N;NOM;MASC;SG;3
hari	یوم	hari	یوم	N;SG	N;NOM;MASC;SG;3
hari	دن	hari	دن	N;SG	N;NOM;MASC;SG;3
hari	دور	hari	دور	N;SG	N;NOM;MASC;SG;3
hari	روز	hari	روز	N;SG	N;NOM;MASC;SG;3
kali	دور	kali	دور	N;SG	N;NOM;MASC;SG;3
kali	عہد	kali	عہد	N;SG	N;NOM;MASC;SG;3
kali	دور	kali	دور	N;SG	N;NOM;MASC;SG;3
sama	برابر	sama	برابر	ADJ;SG	ADJ
sama	متوازن	sama	متوازن	ADJ;SG	ADJ
sama	یکساں	sama	یکساں	ADJ;SG	ADJ
sama	برابر	sama	برابر	ADJ;SG	ADJ
sama	متوازن	sama	متوازن	ADJ;SG	ADJ
ketika	حالانکہ	ketika	حالانکہ	CONJ	CONJ
ketika	حالانکہ	ketika	حالانکہ	CONJ	CONJ
album	البم	album	البم	N;SG	N;NOM;MASC;SG;3
hal	شے	hal	شے	N;SG	N;NOM;FEM;SG;3
hal	اثاثہ.	hal	اثاثہ.	N;SG	N;NOM;MASC;SG;3
hal	بات	hal	بات	N;SG	N;NOM;FEM;SG;3
hal	قول	hal	قول	N;SG	N;NOM;MASC;SG;3
hal	طریقہ.	hal	طریقہ.	N;SG	N;NOM;MASC;SG;3
anggota	ٹکڑا	anggota	ٹکڑا	N;SG	N;NOM;MASC;SG;3
lainnya	مکرر	lainnya	مکرر	N	N;NOM;MASC;SG;3
lainnya	مکرر	lainnya	مکرر	N	N;NOM;MASC;SG;3
utama	ممتاز	utama	ممتاز	ADJ;SG	ADJ
utama	ممتاز	utama	ممتاز	ADJ;SG	ADJ
utama	خاص	utama	خاص	ADJ;SG	ADJ
utama	ابتدائی	utama	ابتدائی	ADJ;SG	ADJ
utama	اصلی	utama	اصلی	ADJ;SG	ADJ
kembali	رکھی	kembali	رکھ	V;SG;ACT	V;PFV;FEM;SG;V.PTCP;ACT
kembali	دھکیلنا	kembali	دھکیل	V;SG;ACT	V;NFIN;ACT
kembali	دھکیلنا	kembali	دھکیل	V;SG;ACT	V;NFIN;ACT
lihat	پانا	lihat	پانا	V;SG;ACT	V;SG;NFIN;ACT
lihat	سوچنا	lihat	سوچ	V;SG;ACT	V;MASC;SG;NFIN;ACT
lihat	ملنا	lihat	مل	V;SG;ACT	V;MASC;SG;NFIN;ACT
lihat	گھورنا	lihat	گھور	V;SG;ACT	V;MASC;SG;NFIN;ACT
lihat	گھورنا	lihat	گھور	V;SG;ACT	V;MASC;SG;NFIN;ACT
lihat	دیکھنا	lihat	دیکھ	V;SG;ACT	V;NFIN
lihat	دیکھنا	lihat	دیکھ	V;SG;ACT	V;NFIN
tinggi	اونچا	tinggi	اونچا	ADJ;SG	ADJ;MASC;SG
tinggi	شدید	tinggi	شدید	ADJ;SG	ADJ
tinggi	خراب	tinggi	خراب	ADJ;SG	ADJ
tinggi	اعلیٰ	tinggi	اعلیٰ	ADJ;SG	ADJ
tinggi	اونچا	tinggi	اونچا	ADJ;SG	ADJ;MASC;SG
tinggi	شدید	tinggi	شدید	ADJ;SG	ADJ
tinggi	خراب	tinggi	خراب	ADJ;SG	ADJ
tinggi	اعلیٰ	tinggi	اعلیٰ	ADJ;SG	ADJ
waktu	دور	waktu	دور	N;SG	N;NOM;MASC;SG;3
waktu	عہد	waktu	عہد	N;SG	N;NOM;MASC;SG;3
waktu	دور	waktu	دور	N;SG	N;NOM;MASC;SG;3
jenis	گروہ	jenis	گروہ	N;SG	N;NOM;MASC;SG;3
jenis	قسم	jenis	قسم	N;SG	N;NOM;MASC;SG;3
jenis	جماعت	jenis	جماعت	N;SG	N;NOM;FEM;SG;3
jenis	وضع	jenis	وضع	N;SG	N;NOM;MASC;SG;3
jenis	گروہ	jenis	گروہ	N;SG	N;NOM;MASC;SG;3
jenis	قسم	jenis	قسم	N;SG	N;NOM;MASC;SG;3
jenis	جماعت	jenis	جماعت	N;SG	N;NOM;FEM;SG;3
departemen	شعبہ	departemen	شعبہ	N;SG	N;NOM;MASC;SG;3
laba	بھلائی	laba	بھلائی	N;SG	N;NOM;FEM;SG;3
laba	بھلائی	laba	بھلائی	N;SG	N;NOM;FEM;SG;3
laba	فائدہ	laba	فائدہ	N;SG	N;NOM;MASC;SG;3
laba	نفع	laba	نفع	N;SG	N;NOM;MASC;SG;3
membuat	جھگڑنا.	menbuat	جھگڑنا.	V;SG;ACT	V;SG;FIN;ACT
membuat	پکانا	menbuat	پکانا	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
membuat	سمجھنا	menbuat	سمجھ	V;SG;ACT	V;MASC;SG;NFIN;ACT
membuat	پکانا	menbuat	پکانا	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
membuat	سمجھنا	menbuat	سمجھ	V;SG;ACT	V;MASC;SG;NFIN;ACT
membuat	بنانا	menbuat	بنا	V;SG;ACT	V;MASC;SG;NFIN;ACT
sementara	اگرچہ	sementara	اگرچہ	CONJ	CONJ
sekitar	نزدیک	sekitar	نزدیک	ADP	ADP;NOM;MASC;SG;3
udara	فضا	udara	فضا	N;SG	N;NOM;MASC;SG;3
udara	جھونکا	udara	جھونکا	N;SG	N;NOM;MASC;SG;3
udara	نمائش	udara	نمائش	N;SG	N;NOM;MASC;SG;3
udara	جھونکا	udara	جھونکا	N;SG	N;NOM;MASC;SG;3
udara	نمائش	udara	نمائش	N;SG	N;NOM;MASC;SG;3
melalui	تا	melalui	تا	ADP	ADP
melalui	تک	melalui	تک	ADP	ADP
melalui	بشمول	melalui	بشمول	ADP	ADP
nasional	قومی	nasional	قومی	ADJ;SG	ADJ
tetapi	اگرچہ	tetapi	اگرچہ	CONJ	CONJ
tetapi	اگرچہ	tetapi	اگرچہ	CONJ	CONJ
sekarang	فوراً	sekarang	فوراً	ADV	ADV
sekarang	جلد	sekarang	جلد	ADV	ADV
sekarang	فوراً	sekarang	فوراً	ADV	ADV
sekarang	جلد	sekarang	جلد	ADV	ADV
perang	بیماری	perang	بیماری	N;SG	N;NOM;FEM;SG;3
tentang	نزدیک	tentang	نزدیک	ADP;SG;ACT	ADP;NOM;MASC;SG;3
rumah	جگہ	rumah	جگہ	N;SG	N;NOM;MASC;SG;3
rumah	پالتو	rumah	پالتو	N;SG	N;NOM;MASC;SG;3
rumah	سوراخ	rumah	سوراخ	N;SG	N;NOM;MASC;SG;3
rumah	دارالاصلاح.	rumah	دارالاصلاح.	N;SG	N;NOM;MASC;SG;3
rumah	بل	rumah	بل	N;SG	N;NOM;MASC;SG;3
rumah	پالتو	rumah	پالتو	N;SG	N;NOM;MASC;SG;3
rumah	گھر	rumah	گھر	N;SG	N;NOM;MASC;SG;3
rumah	سوراخ	rumah	سوراخ	N;SG	N;NOM;MASC;SG;3
rumah	دارالاصلاح.	rumah	دارالاصلاح.	N;SG	N;NOM;MASC;SG;3
rumah	بل	rumah	بل	N;SG	N;NOM;MASC;SG;3
laut	سمندر	laut	سمندر	N;SG	N;NOM;MASC;SG;3
sistem	تنظیم	sistem	تنظیم	N;SG	N;NOM;FEM;SG;3
sistem	ترتیب	sistem	ترتیب	N;SG	N;NOM;FEM;SG;3
terhadap	خلاف	terhadap	خلاف	ADP	ADP
batang	مادّہ	batang	مادّہ	N;SG	N;NOM;MASC;SG;3
sendiri	مخصوص-	sendiri	مخصوص-	ADJ;SG	ADJ
sendiri	امتیازی	sendiri	امتیازی	ADJ;SG	ADJ
sendiri	مخصوص-	sendiri	مخصوص-	ADJ;SG	ADJ
sendiri	امتیازی	sendiri	امتیازی	ADJ;SG	ADJ
matahari	آفتاب	matahari	آفتاب	N;SG	N;NOM;MASC;SG;3
masyarakat	وحدت	masyarakat	وحدت	N;SG	N;NOM;MASC;SG;3
masyarakat	گروہ	masyarakat	گروہ	N;SG	N;NOM;MASC;SG;3
masyarakat	جماعت	masyarakat	جماعت	N;SG	N;NOM;FEM;SG;3
masyarakat	اتحاد	masyarakat	اتحاد	N;SG	N;NOM;MASC;SG;3
masyarakat	معاشرہ	masyarakat	معاشرہ	N;SG	N;NOM;MASC;SG;3
masyarakat	معاشرہ	masyarakat	معاشرہ	N;SG	N;NOM;MASC;SG;3
masyarakat	سماج	masyarakat	سماج	N;SG	N;NOM;MASC;SG;3
pernah	ہمیشہ	pernah	ہمیشہ	ADV	ADV
umum	رائج	umum	رائج	ADJ;SG	ADJ
umum	مقامی	umum	مقامی	ADJ;SG	ADJ
umum	اعلیٰ	umum	اعلیٰ	ADJ;SG	ADJ
umum	کافی	umum	کافی	ADJ;SG	ADJ
umum	غیرمتخصص	umum	غیرمتخصص	ADJ;SG	ADJ
umum	رائج	umum	رائج	ADJ;SG	ADJ
umum	عام	umum	عام	ADJ;SG	ADJ
umum	مقامی	umum	مقامی	ADJ;SG	ADJ
umum	اعلیٰ	umum	اعلیٰ	ADJ;SG	ADJ
umum	کافی	umum	کافی	ADJ;SG	ADJ
umum	غیرمتخصص	umum	غیرمتخصص	ADJ;SG	ADJ
kerusakan	نقصان	kerusakan	نقصان	N;SG	N;NOM;MASC;SG;3
kerusakan	قیمت	kerusakan	قیمت	N;SG	N;NOM;FEM;SG;3
kerusakan	نقصان	kerusakan	نقصان	N;SG	N;NOM;MASC;SG;3
kerusakan	قیمت	kerusakan	قیمت	N;SG	N;NOM;FEM;SG;3
kerusakan	ضرر	kerusakan	ضرر	N;SG	N;NOM;MASC;SG;3
kecil	چھوٹا	kecil	چھوٹا	ADJ;SG	ADJ;NOM;MASC;SG
kecil	معمولی	kecil	معمولی	ADJ;SG	ADJ
kecil	گھٹیا	kecil	گھٹیا	ADJ;SG	ADJ
kecil	چھوٹے	kecil	چھوٹا	ADJ;SG	ADJ;ACC;MASC;SG
kecil	معصومانہ.	kecil	معصومانہ.	ADJ;SG	ADJ
kecil	طفلانہ	kecil	طفلانہ	ADJ;SG	ADJ
kecil	چھوٹا	kecil	چھوٹا	ADJ;SG	ADJ;NOM;MASC;SG
kecil	معمولی	kecil	معمولی	ADJ;SG	ADJ
kecil	گھٹیا	kecil	گھٹیا	ADJ;SG	ADJ
kecil	چھوٹے	kecil	چھوٹا	ADJ;SG	ADJ;ACC;MASC;SG
kecil	معصومانہ.	kecil	معصومانہ.	ADJ;SG	ADJ
kecil	طفلانہ	kecil	طفلانہ	ADJ;SG	ADJ
menteri	معتمد	menteri	معتمد	N;SG	N;NOM;MASC;SG;3
menteri	وزیر	menteri	وزیر	N;SG	N;NOM;MASC;SG;3
lagi	دوبارہ	lagi	دوبارہ	ADV	ADV
jumlah	جسامت	jumlah	جسامت	N;SG	N;NOM;MASC;SG;3
jumlah	ضخامت	jumlah	ضخامت	N;SG	N;NOM;MASC;SG;3
jumlah	کمیت	jumlah	کمیت	N;SG	N;NOM;MASC;SG;3
jumlah	وسعت	jumlah	وسعت	N;SG	N;NOM;MASC;SG;3
jumlah	بہتات	jumlah	بہتات	N;SG	N;NOM;MASC;SG;3
kata	اقرار	kata	اقرار	N;SG	N;NOM;MASC;SG;3
kata	اطلاع	kata	اطلاع	N;SG	N;NOM;FEM;SG;3
kata	پیغام.	kata	پیغام.	N;SG	N;NOM;MASC;SG;3
kata	قول.	kata	قول.	N;SG	N;NOM;MASC;SG;3
kata	گفتگو	kata	گفتگو	N;SG	N;NOM;MASC;SG;3
kata	قول	kata	قول	N;SG	N;NOM;MASC;SG;3
kata	خبر	kata	خبر	N;SG	N;NOM;MASC;SG;3
kata	حکم	kata	حکم	N;SG	N;NOM;MASC;SG;3
kata	وعدہ	kata	وعدہ	N;SG	N;NOM;MASC;SG;3
kata	اقرار	kata	اقرار	N;SG	N;NOM;MASC;SG;3
kata	لفظ	kata	لفظ	N;SG	N;NOM;MASC;SG;3
kata	اطلاع	kata	اطلاع	N;SG	N;NOM;FEM;SG;3
kata	پیغام.	kata	پیغام.	N;SG	N;NOM;MASC;SG;3
kata	قول.	kata	قول.	N;SG	N;NOM;MASC;SG;3
kata	گفتگو	kata	گفتگو	N;SG	N;NOM;MASC;SG;3
kata	قول	kata	قول	N;SG	N;NOM;MASC;SG;3
kata	خبر	kata	خبر	N;SG	N;NOM;MASC;SG;3
kata	حکم	kata	حکم	N;SG	N;NOM;MASC;SG;3
kata	وعدہ	kata	وعدہ	N;SG	N;NOM;MASC;SG;3
bawah	برداشت	bawah	برداشت	N;SG	N;NOM;FEM;SG;3
bawah	سکت	bawah	سکت	N;SG	N;NOM;MASC;SG;3
bawah	اندازہ	bawah	اندازہ	N;SG	N;NOM;MASC;SG;3
bawah	اصلیت	bawah	اصلیت	N;SG	N;NOM;MASC;SG;3
bawah	حقیقت	bawah	حقیقت	N;SG	N;NOM;MASC;SG;3
bawah	بنیاد	bawah	بنیاد	N;SG	N;NOM;FEM;SG;3
bawah	تاب	bawah	تاب	N;SG	N;NOM;MASC;SG;3
bawah	دریا	bawah	دریا	N;SG	N;NOM;MASC;SG;3
awal	مقررہ	awal	مقررہ	ADJ;SG	ADJ
artikel	مضمون	artikel	مضمون	N;SG	N;NOM;MASC;SG;3
tanduk	شاخ	tanduk	شاخ	N	N;NOM;MASC;SG;3
tanah	قوم	tanah	قوم	N;SG	N;NOM;MASC;SG;3
tanah	پانی	tanah	پانی	N;SG	N;NOM;MASC;SG;3
tanah	قوم	tanah	قوم	N;SG	N;NOM;MASC;SG;3
tanah	پانی	tanah	پانی	N;SG	N;NOM;MASC;SG;3
tanah	زمین	tanah	زمین	N;SG	N;NOM;FEM;SG;3
tanah	داغ	tanah	داغ	N;SG	N;NOM;MASC;SG;3
tanah	فضلہ	tanah	فضلہ	N;SG	N;NOM;MASC;SG;3
tanah	گندگی	tanah	گندگی	N;SG	N;NOM;MASC;SG;3
tanah	کارروائی	tanah	کارروائی	N;SG	N;NOM;FEM;SG;3
tanah	میدان	tanah	میدان	N;SG	N;NOM;MASC;SG;3
tanah	مٹی	tanah	مٹی	N;SG	N;NOM;MASC;SG;3
tanah	غرض	tanah	غرض	N;SG	N;NOM;MASC;SG;3
tanah	سبب	tanah	سبب	N;SG	N;ACC;MASC;SG;3
tanah	کارروائی	tanah	کارروائی	N;SG	N;NOM;FEM;SG;3
tanah	میدان	tanah	میدان	N;SG	N;NOM;MASC;SG;3
tanah	مٹی	tanah	مٹی	N;SG	N;NOM;MASC;SG;3
tanah	غرض	tanah	غرض	N;SG	N;NOM;MASC;SG;3
perusahaan	گروہ	perusahaan	گروہ	N;SG	N;NOM;MASC;SG;3
perusahaan	صحبت	perusahaan	صحبت	N;SG	N;NOM;FEM;SG;3
perusahaan	آجر	perusahaan	آجر	N;SG	N;NOM;MASC;SG;3
perusahaan	مالک	perusahaan	مالک	N;SG	N;NOM;MASC;SG;3
perusahaan	آجر	perusahaan	آجر	N;SG	N;NOM;MASC;SG;3
perusahaan	مالک	perusahaan	مالک	N;SG	N;NOM;MASC;SG;3
style	باریک	style	باریک	N	N;NOM;MASC;SG;3
style	انداز	style	انداز	N	N;NOM;MASC;SG;3
style	وضع	style	وضع	N	N;NOM;MASC;SG;3
style	باریک	style	باریک	N	N;NOM;MASC;SG;3
maret	رفتار	maret	رفتار	N;SG	N;NOM;MASC;SG;3
musim	گرمی	musim	گرمی	N;SG	N;NOM;FEM;SG;3
bola	کرہ	bola	کرہ	N;SG	N;NOM;MASC;SG;3
bola	حلقہ	bola	حلقہ	N;SG	N;NOM;MASC;SG;3
bola	گولہ	bola	گولہ	N;SG	N;NOM;MASC;SG;3
bola	تفریح	bola	تفریح	N;SG	N;NOM;MASC;SG;3
pemerintah	حکومت	penperintah	حکومت	N;SG	N;NOM;FEM;SG;3
pemerintah	حکمرانی.	penperintah	حکمرانی.	N;SG	N;NOM;MASC;SG;3
bidang	سمندر	bidang	سمندر	N;SG	N;NOM;MASC;SG;3
bidang	برف	bidang	برف	N;SG	N;NOM;MASC;SG;3
bidang	سکّے	bidang	سک	N;SG	N;NOM;MASC;SG;3
bidang	شعبہ	bidang	شعبہ	N;SG	N;NOM;MASC;SG;3
bidang	لڑائی	bidang	لڑائی	N;SG	N;NOM;FEM;SG;3
kepala	فرد	kepala	فرد	N;SG	N;NOM;MASC;SG;3
kepala	اسم	kepala	اسم	N;SG	N;NOM;MASC;SG;3
kepala	سربراہ	kepala	سربراہ	N;SG	N;NOM;MASC;SG;3
kepala	فرد	kepala	فرد	N;SG	N;NOM;MASC;SG;3
kepala	اسم	kepala	اسم	N;SG	N;NOM;MASC;SG;3
kepala	برتر	kepala	برتر	N;SG	N;NOM;MASC;SG;3
agustus	گرامی	agustus	گرامی	N;SG	N;NOM;MASC;SG;3
internasional	واقع	internasional	واقع	ADJ;SG	ADJ
internasional	مستعمل	internasional	مستعمل	ADJ;SG	ADJ
manusia	سپاہی	manusia	سپاہی	N;SG	N;NOM;MASC;SG;3
manusia	پیشے	manusia	پیشا	N;SG	N;NOM;MASC;SG;3
manusia	شطرنج	manusia	شطرنج	N;SG	N;NOM;MASC;SG;3
manusia	انسان	manusia	انسان	N;SG	N;NOM;MASC;SG;3
manusia	جہاز	manusia	جہاز	N;SG	N;NOM;MASC;SG;3
sejarah	تذکرہ	sejarah	تذکرہ	N;SG	N;NOM;MASC;SG;3
