din	od	din	od	ADP;ACC	ADP
numit	nazwane	numit	nazwać	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
numit	zwane	numit	zwać	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
numit	zwana	numit	zwać	ADJ;INDF;MASC;SG	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
numit	nazywany	numit	nazywać	ADJ;INDF;MASC;SG	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
oficial	oficjalne	oficial	oficjalny	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
oficial	oficjalna	oficial	oficjalny	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
oficial	urzędowym	oficial	urzędowy	ADJ;INDF;MASC;SG	ADJ;INS;MASC;SG
oficial	oficjalny	oficial	oficjalny	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
desi	aczkolwiek	desi	aczkolwiek		
desi	choć	desi	choć		
desi	choć	desi	choć		
desi	desi	desi	des		
desi	aczkolwiek	desi	aczkolwiek		
desi	choć	desi	choć		
desi	choć	desi	choć		
desi	aczkolwiek	desi	aczkolwiek		
desi	choć	desi	choć		
desi	choć	desi	choć		
vest	zachodni	vest	zachodni	N;INDF;MASC;SG	N;NOM;MASC;SG
vest	zachód	vest	zachód	N;INDF;MASC;SG	N;NOM;MASC;SG
vest	zachodni	vest	zachodni	N;INDF;MASC;SG	N;NOM;MASC;SG
putin	little	putin	littl		
putin	mała	putin	mały		
putin	putin	putin	putin		
descoperit	odkryte	descoperit	odkryć	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
descoperit	odkryta	descoperit	odkryć	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
descoperit	odkryte	descoperit	odkryć	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
inainte	naprzód	inainte	naprzód		
inainte	naprzód	inainte	naprzód		
lemn	drewno	lemn	drewno	N;INDF;MASC;SG	N;NOM;NEUT;SG
drept	prosto	drept	prosto		
mod	tryb	mod	tryb	N;INDF;MASC;SG	N;NOM;MASC;SG
american	amerykańska	american	amerykański	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
american	amerykański	american	amerykański	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
american	amerykańskie	american	amerykański	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
prezent	teraźniejszość	prezent	teraźniejszość	N;INDF;MASC;SG	N;NOM;FEM;SG
prezent	prezent	prezent	prezent	N;INDF;MASC;SG	N;NOM;MASC;SG
printre	wśród	printre	wśród	ADP;ACC	ADP
printre	wśród	printre	wśród	ADP;ACC	ADP
text	tekst	text	tekst	N;INDF;MASC;SG	N;NOM;MASC;SG
bine	dobrze	bine	dobrze	ADV	ADV
site	witryny	sită	witryna	N;INDF;FEM;PL	N;GEN;FEM;PL
articole	wyroby	articol	wyrób	N;INDF;FEM;PL	N;NOM;MASC;PL
articole	artykułów	articol	artykuł	N;INDF;FEM;PL	N;GEN;MASC;PL
articole	artykuły	articol	artykuł	N;INDF;FEM;PL	N;NOM;MASC;PL
articole	elementy	articol	element	N;INDF;FEM;PL	N;NOM;MASC;PL
articole	artykuły	articol	artykuł	N;INDF;FEM;PL	N;NOM;MASC;PL
articole	przedmioty	articol	przedmiot	N;INDF;FEM;PL	N;NOM;MASC;PL
articole	pozycje	articol	pozycja	N;INDF;FEM;PL	N;NOM;FEM;PL
cunoscut	znane	cunoscut	znać	ADJ;INDF;MASC;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
patru	czterech	patru	cztery	NUM;PL	NUM;ACC;MASC;PL
patru	cztery	patru	cztery	NUM;PL	NUM;ACC;MASC;PL
tip	facet	tip	facet	N;INDF;MASC;SG	N;NOM;MASC;SG
tip	rodzaj	tip	rodzaj	N;INDF;MASC;SG	N;NOM;MASC;SG
persoane	osoby	persoană	osoba	N;INDF;FEM;PL	N;NOM;FEM;PL
persoane	ludzi	persoană	człowiek	N;INDF;FEM;PL	N;ACC;MASC;PL
persoane	osoby	persoană	osoba	N;INDF;FEM;PL	N;NOM;FEM;PL
persoane	ludzie	persoană	człowiek	N;INDF;FEM;PL	N;NOM;MASC;PL
etc	etc	etc	etc		
etc	itd	etc	itd		
etc	itp	etc	itp		
exemplu	przykład	exemplu	przykład	N;INDF;MASC;SG	N;NOM;MASC;SG
articol	artykułu	articol	artykuł	N;INDF;MASC;SG	N;GEN;MASC;SG
articol	artykul	articol	artykul	N;INDF;MASC;SG	N;ACC;MASC;SG
articol	artykuł	articol	artykuł	N;INDF;MASC;SG	N;NOM;MASC;SG
nascut	urodzony	naște	urodzić	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
nascut	urodzona	naște	urodzić	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
nascut	urodzone	naște	urodzić	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
nascut	urodzony	naște	urodzić	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
nascut	urodzona	naște	urodzić	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
nascut	urodzone	naște	urodzić	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
deoarece	bo	deoarece	bo	CONJ;POS	CONJ
raport	raport	raport	raport	N;INDF;MASC;SG	N;NOM;MASC;SG
raport	sprawozdanie	raport	sprawozdać	N;INDF;MASC;SG	N;NOM;NEUT;SG
raport	zgłoszenie	raport	zgłosić	N;INDF;MASC;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
diferite	różnych	diferit	różny	ADJ;INDF;FEM;PL	ADJ;GEN;MASC;PL
dat	podane	dat	podać	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
dat	podana	dat	podać	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
imparat	imperator	impara	imperator	N;INDF;MASC;SG	N;NOM;MASC;SG
imparat	cesarzem	impara	cesarz	N;INDF;MASC;SG	N;INS;MASC;SG
imparat	cesarza	impara	cesarz	N;INDF;MASC;SG	N;ACC;MASC;SG
imparat	cesarz	impara	cesarz	N;INDF;MASC;SG	N;NOM;MASC;SG
imparat	imperator	impara	imperator	N;INDF;MASC;SG	N;NOM;MASC;SG
imparat	cesarzem	impara	cesarz	N;INDF;MASC;SG	N;INS;MASC;SG
imparat	cesarza	impara	cesarz	N;INDF;MASC;SG	N;ACC;MASC;SG
imparat	cesarz	impara	cesarz	N;INDF;MASC;SG	N;NOM;MASC;SG
cet	cet	cet	cet		
format	formatu	format	format	N;INDF;MASC;SG	N;GEN;MASC;SG
format	formacie	format	format	N;INDF;MASC;SG	N;DAT;MASC;SG
format	format	format	format	N;INDF;MASC;SG	N;NOM;MASC;SG
primit	otrzymała	primi	otrzymać	V;MASC;SG;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN;ACT
primit	otrzymano	primi	otrzymać	V;MASC;SG;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
presedinte	przewodniczący	presedinte	przewodniczący	N;INDF;MASC;SG	N;NOM;MASC;SG
presedinte	prezes	presedinte	prezes	N;INDF;MASC;SG	N;NOM;MASC;SG
presedinte	prezydent	presedinte	prezydent	N;INDF;MASC;SG	N;NOM;MASC;SG
presedinte	przewodniczący	presedinte	przewodniczący	N;INDF;MASC;SG	N;NOM;MASC;SG
presedinte	prezes	presedinte	prezes	N;INDF;MASC;SG	N;NOM;MASC;SG
presedinte	przewodniczącego	presedinte	przewodniczący	N;INDF;MASC;SG	N;ACC;MASC;SG
presedinte	przewodniczący	presedinte	przewodniczący	N;INDF;MASC;SG	N;NOM;MASC;SG
presedinte	prezes	presedinte	prezes	N;INDF;MASC;SG	N;NOM;MASC;SG
presedinte	prezydent	presedinte	prezydent	N;INDF;MASC;SG	N;NOM;MASC;SG
presedinte	przewodniczący	presedinte	przewodniczący	N;INDF;MASC;SG	N;NOM;MASC;SG
presedinte	prezes	presedinte	prezes	N;INDF;MASC;SG	N;NOM;MASC;SG
presedinte	prezydent	presedinte	prezydent	N;INDF;MASC;SG	N;NOM;MASC;SG
presedinte	przewodniczący	presedinte	przewodniczący	N;INDF;MASC;SG	N;NOM;MASC;SG
presedinte	prezes	presedinte	prezes	N;INDF;MASC;SG	N;NOM;MASC;SG
presedinte	przewodniczącego	presedinte	przewodniczący	N;INDF;MASC;SG	N;ACC;MASC;SG
langa	blisko	langă	blisko		
langa	niedaleko	langă	niedaleko		
oameni	ludzi	om	człowiek	N;INDF;MASC;PL	N;ACC;MASC;PL
oameni	osoby	om	osoba	N;INDF;MASC;PL	N;NOM;FEM;PL
oameni	ludzie	om	człowiek	N;INDF;MASC;PL	N;NOM;MASC;PL
istoric	zabytkowy	istoric	zabytkowy	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
istoric	historyczne	istoric	historyczny	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
istoric	historycznej	istoric	historyczny	ADJ;INDF;MASC;SG	ADJ;GEN;FEM;SG
istoric	historyczny	istoric	historyczny	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
istoric	historyczna	istoric	historyczny	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
istoric	historyczne	istoric	historyczny	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
istoric	historyczny	istoric	historyczny	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
istoric	historyczna	istoric	historyczny	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
team	ekipa	team	ekipa	N;INDF;MASC;SG	N;NOM;FEM;SG
team	drużyna	team	drużyna	N;INDF;MASC;SG	N;NOM;FEM;SG
team	zespół	team	zespół	N;INDF;MASC;SG	N;NOM;MASC;SG
copii	dzieci	copil	dziecko	N;INDF;MASC;PL	N;NOM;NEUT;PL
copii	dzieciaki	copil	dzieciak	N;INDF;MASC;PL	N;NOM;MASC;PL
copii	dzieci	copil	dziecko	N;INDF;MASC;PL	N;NOM;NEUT;PL
lucru	pracy	lucru	praca	N;INDF;MASC;SG	N;GEN;FEM;SG
lucru	praca	lucru	praca	N;INDF;MASC;SG	N;NOM;FEM;SG
romani	rumunów	roman	rumun	N;INDF;MASC;PL	N;ACC;MASC;PL
folosit	stosowane	folosit	stosować	ADJ;INDF;MASC;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
folosit	wykorzystane	folosit	wykorzystać	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
folosit	użyte	folosit	użyć	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
folosit	używana	folosit	używać	ADJ;INDF;MASC;SG	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
folosit	używany	folosit	używać	ADJ;INDF;MASC;SG	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
folosit	używane	folosit	używać	ADJ;INDF;MASC;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
acum	teraz	acum	teraz	ADV	ADV
reprezinta	reprezentować	reprezinta	reprezentować	V;IND;SG;3;IPFV;FIN	V;IPFV;NFIN;ACT
reprezinta	reprezentować	reprezinta	reprezentować	V;IND;SG;3;IPFV;FIN	V;IPFV;NFIN;ACT
numar	numer	numar	numer	N;INDF;MASC;SG	N;NOM;MASC;SG
numar	liczba	numar	liczba	N;INDF;MASC;SG	N;NOM;FEM;SG
numar	numer	numar	numer	N;INDF;MASC;SG	N;NOM;MASC;SG
numar	liczba	numar	liczba	N;INDF;MASC;SG	N;NOM;FEM;SG
sua	stany	sua	stany	N	N;NOM;MASC;PL
vechi	stary	vechi	stary	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
limbi	języki	limbă	język	N;INDF;FEM;PL	N;NOM;MASC;PL
limbi	języków	limbă	język	N;INDF;FEM;PL	N;GEN;MASC;PL
fel	rodzaj	fel	rodzaj	N;INDF;MASC;SG	N;NOM;MASC;SG
anterior	poprzednio	anterior	poprzednio	ADV	ADV
lansat	zwolnione	lansat	zwolnić	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
lansat	wydane	lansat	wydać	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
lansat	wydany	lansat	wydać	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
lansat	zwolniony	lansat	zwolnić	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
lansat	wydana	lansat	wydać	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
lansat	uruchomiony	lansat	uruchomić	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
lansat	uruchomiona	lansat	uruchomić	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
multi	multi	mult	multa		
