もの	saker	もの	sak	N	N;NOM;INDF;MASC+FEM;PL
選手	idrottsmän	選手	idrottsmän	N	N;NOM;INDF;MASC+FEM;PL
しかし	men	しかし	men	CONJ	CONJ
研究	forska	研究	forsk	V	V;IMP;FIN;ACT
大会	konventet	大会	konvente	N	N;NOM;DEF;NEUT;SG
大会	konventionen	大会	konvention	N	N;NOM;DEF;MASC+FEM;SG
大会	konvent	大会	konvent	N	N;NOM;INDF;NEUT;SG
大会	konvention	大会	konvention	N	N;NOM;INDF;MASC+FEM;SG
チーム	arbetslag	チーム	arbetslag	N	N;NOM;INDF;NEUT;SG
チーム	lag	チーム	lag	N	N;NOM;INDF;MASC+FEM;SG
チーム	team	チーム	team	N	N;NOM;INDF;NEUT;SG
チーム	laget	チーム	lag	N	N;NOM;DEF;NEUT;SG
チーム	lag	チーム	lag	N	N;NOM;INDF;MASC+FEM;SG
チーム	team	チーム	team	N	N;NOM;INDF;NEUT;SG
存在	existera	存在	existera	V	V;IMP;FIN;ACT
優勝	vinna	優勝	vinna	V	V;IMP;FIN;ACT
作詞	texter	作詞	text	N	N;NOM;INDF;MASC+FEM;PL
国際	internationalen	国際	international	N	N;NOM;DEF;MASC+FEM;SG
国際	international	国際	international	N	N;NOM;INDF;MASC+FEM;SG
結果	resultat	結果	resultat	N	N;NOM;INDF;NEUT;SG
結果	resultatet	結果	resultat	N	N;NOM;DEF;NEUT;SG
結果	resultat	結果	resultat	N	N;NOM;INDF;NEUT;SG
結果	resultaten	結果	resultat	N	N;NOM;DEF;NEUT;PL
アルバム	album	アルバム	album	N	N;NOM;INDF;NEUT;SG
アルバム	musikalbum	アルバム	musikalbum	N	N;NOM;INDF;NEUT;SG
アルバム	albumet	アルバム	album	N	N;NOM;DEF;NEUT;SG
アルバム	album	アルバム	album	N	N;NOM;INDF;NEUT;SG
ゲーム	gaming	ゲーム	gaming	N	N;NOM;INDF;MASC+FEM;SG
ゲーム	spelande	ゲーム	spelande	N	N;NOM;INDF;NEUT;SG
ゲーム	spel	ゲーム	spel	N	N;NOM;INDF;NEUT;SG
ゲーム	spelet	ゲーム	spel	N	N;NOM;DEF;NEUT;SG
ゲーム	game	ゲーム	game	N	N;NOM;INDF;NEUT;SG
ゲーム	match	ゲーム	match	N	N;NOM;INDF;MASC+FEM;SG
ゲーム	vilt	ゲーム	vilja	N	N;NOM;INDF;NEUT;SG
ゲーム	games	ゲーム	games	N	N;NOM;INDF;NEUT;SG
ゲーム	spel	ゲーム	spel	N	N;NOM;INDF;NEUT;SG
ゲーム	lekar	ゲーム	leka	N	N;NOM;INDF;MASC+FEM;PL
ゲーム	matcher	ゲーム	matcher	N	N;NOM;INDF;MASC+FEM;PL
問題	emission	問題	emission	N	N;NOM;INDF;MASC+FEM;SG
問題	problem	問題	problem	N	N;NOM;INDF;NEUT;PL
問題	problemet	問題	problem	N	N;NOM;DEF;NEUT;SG
問題	problem	問題	problem	N	N;NOM;INDF;NEUT;PL
問題	frågor	問題	fråga	N	N;NOM;INDF;MASC+FEM;PL
問題	problem	問題	problem	N	N;NOM;INDF;NEUT;PL
問題	frågeställningar	問題	frågeställning	N	N;NOM;INDF;MASC+FEM;PL
問題	emissioner	問題	emission	N	N;NOM;INDF;MASC+FEM;PL
リーグ	ligan	リーグ	ligan	N	N;NOM;DEF;MASC+FEM;SG
リーグ	league	リーグ	league	N	N;NOM;INDF;MASC+FEM;SG
リーグ	förbundet	リーグ	förbund	N	N;NOM;DEF;NEUT;SG
リーグ	liga	リーグ	lig	N	N;NOM;INDF;MASC+FEM;SG
リーグ	ligor	リーグ	liga	N	N;NOM;INDF;MASC+FEM;PL
利用	gottgöra	利用	gottgöra	V	V;IMP;FIN;ACT
事業	affärsverksamhet	事業	affärsverksamhet	N	N;NOM;INDF;MASC+FEM;SG
事業	affärer	事業	affär	N	N;NOM;INDF;MASC+FEM;PL
事業	business	事業	business	N	N;NOM;INDF;NEUT;SG
事業	företag	事業	företag	N	N;NOM;INDF;NEUT;PL
事業	näringsliv	事業	näringsliv	N	N;NOM;INDF;NEUT;SG
音楽	music	音楽	music	N	N;NOM;INDF;MASC+FEM;SG
音楽	musikåret	音楽	musikår	N	N;NOM;DEF;NEUT;SG
音楽	musik	音楽	musik	N	N;NOM;INDF;MASC+FEM;SG
転送	vidarebefordra	転送	vidarebefordra	V	V;IMP;FIN;ACT
転送	överföra	転送	överföra	V	V;IMP;FIN;ACT
転送	sänd	転送	sänd	V	V;IMP;FIN;ACT
情報	info	情報	info	N	N;NOM;INDF;MASC+FEM;SG
情報	upplysningar	情報	upplysning	N	N;NOM;INDF;MASC+FEM;PL
情報	information	情報	information	N	N;NOM;INDF;MASC+FEM;SG
情報	uppgifter	情報	uppgift	N	N;NOM;INDF;MASC+FEM;PL
公式	officiell	公式	officiell	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
公式	officiellt	公式	officiell	ADJ	ADJ;NOM;INDF;NEUT;SG
公式	officiella	公式	officiell	ADJ	ADJ;NOM;PL
地域	regioner	地域	region	N	N;NOM;INDF;MASC+FEM;PL
地域	regionerna	地域	region	N	N;NOM;DEF;MASC+FEM;PL
地域	områden	地域	område	N	N;NOM;INDF;NEUT;PL
地域	region	地域	region	N	N;NOM;INDF;MASC+FEM;SG
地域	regionen	地域	region	N	N;NOM;DEF;MASC+FEM;SG
変更	ändra	変更	ändra	V	V;IMP;FIN;ACT
変更	modifiera	変更	modifiera	V	V;NFIN;ACT
変更	ändra	変更	ändra	V	V;IMP;FIN;ACT
変更	byt	変更	byta	V	V;IMP;FIN;ACT
変更	byta	変更	byta	V	V;NFIN;ACT
編曲	arrangemang	編曲	arrangemang	N	N;NOM;INDF;NEUT;SG
編曲	arrangemanget	編曲	arrangemang	N	N;NOM;DEF;NEUT;SG
サイト	webbplatsen	サイト	pebbplats	N	N;NOM;DEF;MASC+FEM;SG
サイト	site	サイト	site	N	N;NOM;INDF;MASC+FEM;SG
サイト	webbplats	サイト	pebbplats	N	N;NOM;INDF;MASC+FEM;SG
サイト	platser	サイト	plats	N	N;NOM;INDF;MASC+FEM;PL
サイト	webbplatser	サイト	pebbplats	N	N;NOM;INDF;MASC+FEM;PL
記録	registrera	記録	registrera	V	V;IMP;FIN;ACT
関係	relation	関係	relation	N	N;NOM;INDF;MASC+FEM;SG
関係	förhållande	関係	förhållande	N	N;NOM;INDF;NEUT;SG
関係	förbindelserna	関係	förbindelse	N	N;NOM;DEF;MASC+FEM;PL
関係	förbindelser	関係	förbindelse	N	N;NOM;INDF;MASC+FEM;PL
関係	relationer	関係	relation	N	N;NOM;INDF;MASC+FEM;PL
関係	relationerna	関係	relation	N	N;NOM;DEF;MASC+FEM;PL
クラブ	club	クラブ	club	N	N;NOM;INDF;NEUT;SG
クラブ	klubb	クラブ	klubb	N	N;NOM;INDF;MASC+FEM;SG
クラブ	klubben	クラブ	klubb	N	N;NOM;DEF;MASC+FEM;SG
クラブ	klubba	クラブ	klubba	N	N;NOM;INDF;MASC+FEM;SG
クラブ	klöver	クラブ	klöver	N	N;NOM;INDF;MASC+FEM;PL
クラブ	klubbar	クラブ	klubb	N	N;NOM;INDF;MASC+FEM;PL
クラブ	klubbor	クラブ	klubba	N	N;NOM;INDF;MASC+FEM;PL
クラブ	klubbarna	クラブ	klubb	N	N;NOM;DEF;MASC+FEM;PL
中央	centralen	中央	central	N	N;NOM;DEF;MASC+FEM;SG
中央	central	中央	central	N	N;NOM;INDF;MASC+FEM;SG
中央	centrum	中央	centrum	N	N;NOM;INDF;NEUT;SG
中央	center	中央	cent	N	N;NOM;INDF;NEUT;SG
中央	mitten	中央	mitt	N	N;NOM;DEF;MASC+FEM;SG
中央	centrumet	中央	centrum	N	N;NOM;DEF;NEUT;SG
中央	centrum	中央	centrum	N	N;NOM;INDF;NEUT;SG
中央	centre	中央	cena	N	N;NOM;INDF;NEUT;SG
考え	tänka	考える	tänka	V	V;IMP;FIN;ACT
考え	funderar	考える	fundera	V	V;IND;PRS;FIN;ACT
考え	tänker	考える	tänka	V	V;IND;PRS;FIN;ACT
考え	tänkte	考える	tänka	V	V;IND;PST;FIN;ACT
教育	utbildning	教育	utbildning	N	N;NOM;INDF;MASC+FEM;SG
プロ	pro	プロ	pro	N	N
プロ	proffs	プロ	proff	N	N;NOM;INDF;NEUT;SG
編集	redigera	編集	rediger	V	V;IMP;FIN;ACT
編集	redigerar	編集	redigera	V	V;IND;PRS;FIN;ACT
編集	redigerar	編集	redigera	V	V;IND;PRS;FIN;ACT
編集	redigera	編集	rediger	V	V;IMP;FIN;ACT
編集	ändra	編集	ändra	V	V;IMP;FIN;ACT
編集	modifiera	編集	modifiera	V	V;NFIN;ACT
シーズン	årstid	シーズン	årstid	N	N;NOM;INDF;MASC+FEM;SG
シーズン	säsong	シーズン	säsong	N	N;NOM;INDF;MASC+FEM;SG
シーズン	säsongen	シーズン	säsong	N	N;NOM;DEF;MASC+FEM;SG
シーズン	seasons	シーズン	seasons	N	N;NOM;INDF;NEUT;SG
シーズン	årstider	シーズン	årstid	N	N;NOM;INDF;MASC+FEM;PL
シーズン	säsonger	シーズン	säsong	N	N;NOM;INDF;MASC+FEM;PL
ファイル	filer	ファイル	fil	N	N;NOM;INDF;MASC+FEM;PL
ファイル	akter	ファイル	akt	N	N;NOM;INDF;MASC+FEM;PL
ファイル	mappar	ファイル	mappa	N	N;NOM;INDF;MASC+FEM;PL
ファイル	arkiv	ファイル	arkiv	N	N;NOM;INDF;NEUT;SG
ファイル	file	ファイル	file	N	N;NOM;INDF;NEUT;SG
ファイル	fil	ファイル	fil	N	N
都市	staden	都市	stad	N	N;NOM;DEF;MASC+FEM;SG
都市	city	都市	city	N	N;NOM;INDF;NEUT;SG
都市	ort	都市	ort	N	N;NOM;INDF;MASC+FEM;SG
都市	stad	都市	stad	N	N;NOM;INDF;MASC+FEM;SG
都市	orten	都市	ort	N	N;NOM;DEF;MASC+FEM;SG
都市	städer	都市	stad	N	N;NOM;INDF;MASC+FEM;PL
都市	orter	都市	ort	N	N;NOM;INDF;MASC+FEM;PL
都市	resmål	都市	resmål	N	N;NOM;INDF;NEUT;SG
都市	städerna	都市	stad	N	N;NOM;DEF;MASC+FEM;PL
出版	publicera	出版	publicera	V	V;IMP;FIN;ACT
出版	publicerar	出版	publicera	V	V;IND;PRS;FIN;ACT
会社	firma	会社	firma	N	N;NOM;INDF;MASC+FEM;SG
会社	sällskap	会社	sällskap	N	N;NOM;INDF;NEUT;SG
会社	bolag	会社	bolag	N	N;NOM;INDF;NEUT;SG
会社	företag	会社	företag	N	N;NOM;INDF;NEUT;PL
会社	företaget	会社	företag	N	N;NOM;DEF;NEUT;SG
会社	bolag	会社	bolag	N	N;NOM;INDF;NEUT;SG
会社	företag	会社	företag	N	N;NOM;INDF;NEUT;PL
世紀	sekel	世紀	sekel	N	N;NOM;INDF;NEUT;SG
世紀	århundraden	世紀	århundrade	N	N;NOM;INDF;NEUT;PL
世紀	sekler	世紀	sekel	N	N;NOM;INDF;MASC+FEM;PL
世紀	sekel	世紀	sekel	N	N;NOM;INDF;NEUT;SG
世紀	århundrade	世紀	århundrad	N	N;NOM;INDF;NEUT;SG
世紀	århundradet	世紀	århundrad	N	N;NOM;DEF;NEUT;SG
ノート	not	ノート	not	N	N;NOM;INDF;MASC+FEM;SG
ノート	obs	ノート	obs	N	N;NOM;INDF;MASC+FEM;SG
ノート	anteckning	ノート	anteckning	N	N;NOM;INDF;MASC+FEM;SG
ノート	anmärkning	ノート	anmärkning	N	N;NOM;INDF;MASC+FEM;SG
ノート	anteckningsböcker	ノート	anteckningsbok	N	N;NOM;INDF;MASC+FEM;PL
ノート	sedlar	ノート	sedel	N	N;NOM;INDF;MASC+FEM;PL
ノート	anteckningar	ノート	anteckning	N	N;NOM;INDF;MASC+FEM;PL
ノート	anmärkningar	ノート	anmärkning	N	N;NOM;INDF;MASC+FEM;PL
ノート	noter	ノート	nota	N	N;NOM;INDF;MASC+FEM;PL
ノート	anteckningsbok	ノート	anteckningsbok	N	N;NOM;INDF;MASC+FEM;SG
社会	sällskapet	社会	sällskap	N	N;NOM;DEF;NEUT;SG
社会	samhälle	社会	samhälle	N	N;NOM;INDF;NEUT;SG
社会	samhället	社会	samhälle	N	N;NOM;DEF;NEUT;SG
社会	samhällen	社会	samhälle	N	N;NOM;INDF;NEUT;PL
開催	innehas	開催	inneha	V	V;IND;PRS;FIN;PASS
開催	höll	開催	hålla	V	V;IND;PST;FIN;ACT
開催	hölls	開催	hålla	V	V;IND;FIN;PASS
開催	hålls	開催	hålla	V	V;IND;PRS;FIN;PASS
シングル	single	シングル	singel	N	N;NOM;INDF;MASC+FEM;SG
シングル	singel	シングル	singel	N	N;NOM;INDF;MASC+FEM;SG
センター	centrum	センター	centrum	N	N;NOM;INDF;NEUT;SG
センター	center	センター	cent	N	N;NOM;INDF;NEUT;SG
センター	mitten	センター	mitt	N	N;NOM;DEF;MASC+FEM;SG
センター	centrumet	センター	centrum	N	N;NOM;DEF;NEUT;SG
センター	centrum	センター	centrum	N	N;NOM;INDF;NEUT;SG
センター	centre	センター	cena	N	N;NOM;INDF;NEUT;SG
終了	sluta	終了	sluta	V	V;IMP;FIN;ACT
終了	avsluta	終了	avsluta	V	V;IMP;FIN;ACT
終了	slutför	終了	slutför	V	V;IMP;FIN;ACT
終了	avsluta	終了	avsluta	V	V;IMP;FIN;ACT
終了	avsluta	終了	avsluta	V	V;IMP;FIN;ACT
終了	avslutade	終了	avsluta	V	V;IND;PST;FIN;ACT
終了	avsluta	終了	avsluta	V	V;IMP;FIN;ACT
中心	centrum	中心	centrum	N	N;NOM;INDF;NEUT;SG
中心	center	中心	cent	N	N;NOM;INDF;NEUT;SG
中心	mitten	中心	mitt	N	N;NOM;DEF;MASC+FEM;SG
中心	centrumet	中心	centrum	N	N;NOM;DEF;NEUT;SG
中心	centrum	中心	centrum	N	N;NOM;INDF;NEUT;SG
中心	centre	中心	cena	N	N;NOM;INDF;NEUT;SG
内容	innehållet	内容	innehåll	N	N;NOM;DEF;NEUT;SG
内容	innehåll	内容	innehåll	N	N;NOM;INDF;NEUT;SG
内容	innehållet	内容	innehåll	N	N;NOM;DEF;NEUT;SG
内容	innehåll	内容	innehåll	N	N;NOM;INDF;NEUT;SG
内容	innehållsförteckning	内容	innehållsförteckning	N	N;NOM;INDF;MASC+FEM;SG
文化	kulturen	文化	kultur	N	N;NOM;DEF;MASC+FEM;SG
文化	kulturens	文化	kultur	N	N;GEN;DEF;MASC+FEM;SG
文化	kultur	文化	kultur	N	N;NOM;INDF;MASC+FEM;SG
ドラマ	drama	ドラマ	drama	N	N;NOM;INDF;NEUT;SG
ドラマ	dramatik	ドラマ	dramatik	N	N;NOM;INDF;MASC+FEM;SG
ドラマ	dramat	ドラマ	dramat	N	N;NOM;DEF;NEUT;SG
ドラマ	dramer	ドラマ	dram	N	N;NOM;INDF;MASC+FEM;PL
さらに	vidare	さらに	vidare	ADV	ADV;CMPR
さらに	ytterligare	さらに	ytterlig	ADV	ADV;CMPR
撮影	filmar	撮影	filma	V	V;IND;PRS;FIN;ACT
撮影	filma	撮影	filma	V	V;IMP;FIN;ACT
選手権	mästerskap	選手権	mästerskap	N	N;NOM;INDF;NEUT;SG
選手権	championships	選手権	championships	N	N;NOM;INDF;MASC+FEM;SG
選手権	mästerskap	選手権	mästerskap	N	N;NOM;INDF;NEUT;SG
選手権	championship	選手権	championship	N	N;NOM;INDF;MASC+FEM;SG
選手権	mästerskapet	選手権	mästerskap	N	N;NOM;DEF;NEUT;SG
野球	baseboll	野球	baseboll	N	N;NOM;INDF;MASC+FEM;SG
野球	baseball	野球	baseball	N	N;NOM;INDF;NEUT;SG
指定	ange	指定	ange	V	V;IMP;FIN;ACT
指定	specificera	指定	specificera	V	V;IMP;FIN;ACT
指定	precisera	指定	precisera	V	V;IMP;FIN;ACT
人物	person	人物	person	N	N;NOM;INDF;MASC+FEM;SG
人物	personen	人物	person	N	N;NOM;DEF;MASC+FEM;SG
公開	publicera	公開	publicera	V	V;IMP;FIN;ACT
公開	offentliggöra	公開	offentliggöra	V	V;IMP;NFIN;ACT
最終	final	最終	final	N	N;NOM;INDF;MASC+FEM;SG
アニメ	anime	アニメ	anime	N	N;NOM;INDF;MASC+FEM;SG
確認	bekräftar	確認	bekräfta	V	V;IND;PRS;FIN;ACT
確認	bekräfta	確認	bekräfta	V	V;IMP;FIN;ACT
歴史	historia	歴史	historia	N	N;NOM;INDF;MASC+FEM;SG
歴史	historik	歴史	historik	N	N;NOM;INDF;MASC+FEM;SG
歴史	historiken	歴史	historik	N	N;NOM;DEF;MASC+FEM;SG
選挙	val	選挙	val	N	N;NOM;INDF;NEUT;SG
選挙	val	選挙	val	N	N;NOM;INDF;NEUT;SG
計画	planering	計画	planering	N	N;NOM;INDF;MASC+FEM;SG
計画	planen	計画	plan	N	N;NOM;DEF;MASC+FEM;SG
計画	plan	計画	plan	N	N;NOM;INDF;NEUT;SG
計画	planer	計画	plan	N	N;NOM;INDF;MASC+FEM;PL
経済	ekonomierna	経済	ekonomium	N	N;NOM;DEF;MASC+FEM;PL
経済	ekonomier	経済	ekonomium	N	N;NOM;INDF;MASC+FEM;PL
経済	sparsamhet	経済	sparsamhet	N	N;NOM;INDF;MASC+FEM;SG
経済	ekonomin	経済	ekonomi	N	N;NOM;DEF;MASC+FEM;SG
経済	ekonomi	経済	ekonomi	N	N;NOM;INDF;MASC+FEM;SG
ページ	sida	ページ	sida	N	N;NOM;INDF;MASC+FEM;SG
ページ	sidan	ページ	sida	N	N;NOM;DEF;MASC+FEM;SG
ページ	sidorna	ページ	sida	N	N;NOM;DEF;MASC+FEM;PL
ページ	sidor	ページ	sida	N	N;NOM;INDF;MASC+FEM;PL
教授	professor	教授	professor	N	N;NOM;INDF;MASC+FEM;SG
教授	professorn	教授	professor	N	N;NOM;DEF;MASC+FEM;SG
ラジオ	radion	ラジオ	radion	N	N;NOM;INDF;MASC+FEM;SG
ラジオ	radio	ラジオ	radio	N	N;NOM;INDF;MASC+FEM;SG
劇場	theater	劇場	theat	N	N;NOM;INDF;MASC+FEM;PL
劇場	teater	劇場	teat	N	N;NOM;INDF;MASC+FEM;SG
劇場	teatern	劇場	teat	N	N;NOM;DEF;MASC+FEM;SG
劇場	teater	劇場	teat	N	N;NOM;INDF;MASC+FEM;SG
劇場	theatre	劇場	theatre	N	N;NOM;INDF;MASC+FEM;SG
グループ	gruppen	グループ	grupp	N	N;NOM;DEF;MASC+FEM;SG
グループ	grupp	グループ	grupp	N	N;NOM;INDF;MASC+FEM;SG
グループ	grupper	グループ	grupp	N	N;NOM;INDF;MASC+FEM;PL
グループ	grupperna	グループ	grupp	N	N;NOM;DEF;MASC+FEM;PL
英語	engelska	英語	engelsk	N	N;NOM;INDF;MASC+FEM;SG
女性	kvinnan	女性	kvinna	N	N;NOM;DEF;MASC+FEM;SG
女性	woman	女性	woman	N	N;NOM;INDF;MASC+FEM;SG
女性	kvinna	女性	kvinna	N	N;NOM;INDF;MASC+FEM;SG
女性	hona	女性	hona	N	N;NOM;INDF;MASC+FEM;SG
女性	kvinna	女性	kvinna	N	N;NOM;INDF;MASC+FEM;SG
女性	kvinnor	女性	kvinna	N	N;NOM;INDF;MASC+FEM;PL
地区	distriktet	地区	distrikt	N	N;NOM;DEF;NEUT;SG
地区	valdistrikt	地区	valdistrikt	N	N;NOM;INDF;NEUT;PL
地区	distrikt	地区	distrikt	N	N;NOM;INDF;NEUT;SG
獲得	tjäna	獲得	tjäna	V	V;IMP;FIN;ACT
獲得	förtjäna	獲得	förtjäna	V	V;IMP;FIN;ACT
得点	score	得点	score	N	N;NOM;INDF;MASC+FEM;SG
得点	poäng	得点	poäng	N	N;NOM;INDF;NEUT;SG
コメント	kommentar	コメント	kommentar	N	N;NOM;INDF;MASC+FEM;SG
コメント	anmärkningar	コメント	anmärkning	N	N;NOM;INDF;MASC+FEM;PL
コメント	kommentarer	コメント	kommentar	N	N;NOM;INDF;MASC+FEM;PL
コメント	synpunkter	コメント	synpunkt	N	N;NOM;INDF;MASC+FEM;PL
漫画	serier	漫画	serie	N	N;NOM;INDF;MASC+FEM;PL
漫画	komiker	漫画	komik	N	N;NOM;INDF;MASC+FEM;SG
漫画	serietidningar	漫画	serietidning	N	N;NOM;INDF;MASC+FEM;PL
漫画	manga	漫画	manga	N	N;NOM;INDF;MASC+FEM;SG
他の	övriga	他の	övrig	ADJ	ADJ;NOM;PL
廃止	avskaffades	廃止	avskaffa	V	V;IND;PST;FIN;PASS
廃止	avskaffas	廃止	avskaffa	V	V;IND;PRS;FIN;PASS
廃止	avskaffade	廃止	avskaffa	V	V;PST;FIN;ACT
廃止	avskaffat	廃止	avskaffa	V	V;V.CVB;ACT
販売	säljer	販売	sälja	V	V;IND;PRS;FIN;ACT
販売	sälja	販売	sälja	V	V;IMP;FIN;ACT
攻撃	attackera	攻撃	attackera	V	V;IMP;FIN;ACT
サッカー	fotboll	サッカー	fotboll	N	N;NOM;INDF;MASC+FEM;SG
議員	senator	議員	senator	N	N;NOM;INDF;MASC+FEM;SG
議員	senatorn	議員	senator	N	N;NOM;DEF;MASC+FEM;SG
協会	föreningen	協会	förening	N	N;NOM;DEF;MASC+FEM;SG
協会	förening	協会	förening	N	N;NOM;INDF;MASC+FEM;SG
協会	association	協会	association	N	N;NOM;INDF;MASC+FEM;SG
路線	rutter	路線	rutta	N	N;NOM;INDF;MASC+FEM;PL
戦争	kriget	戦争	krig	N	N;NOM;DEF;NEUT;SG
戦争	krig	戦争	krig	N	N;NOM;INDF;NEUT;SG
戦争	krigen	戦争	krig	N	N;NOM;DEF;NEUT;PL
戦争	krig	戦争	krig	N	N;NOM;INDF;NEUT;SG
