dan	och	dan	och	CONJ	CONJ
isi	innehåll	isi	innehåll	N;SG	N;NOM;INDF;NEUT;SG
isi	innehållet	isi	innehåll	N;SG	N;NOM;DEF;NEUT;SG
isi	innehåll	isi	innehåll	N;SG	N;NOM;INDF;NEUT;SG
isi	innehållsförteckning	isi	innehållsförteckning	N;SG	N;NOM;INDF;MASC+FEM;SG
daftar	förteckning	daftar	förteckning	N;SG	N;NOM;INDF;MASC+FEM;SG
daftar	list	daftar	list	N;SG	N;NOM;INDF;MASC+FEM;SG
daftar	lista	daftar	lista	N;SG	N;NOM;INDF;MASC+FEM;SG
baru	ny	baru	ny	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
baru	nytt	baru	ny	ADJ;SG	ADJ;NOM;INDF;NEUT;SG
antara	emellan	antara	emellan	ADP	ADP
antara	mellan	antara	mellan	ADP	ADP
barat	väst	barat	väst	N;SG	N;NOM;INDF;MASC+FEM;SG
barat	väster	barat	väster	N;SG	N;NOM;INDF;MASC+FEM;SG
barat	barat	barat	barat	N;SG	N
wilayah	area	wilayah	are	N;SG	N;NOM;INDF;MASC+FEM;SG
wilayah	område	wilayah	område	N;SG	N;NOM;INDF;NEUT;SG
wilayah	området	wilayah	område	N;SG	N;NOM;DEF;NEUT;SG
wilayah	yta	wilayah	yta	N;SG	N;NOM;INDF;MASC+FEM;SG
wilayah	region	wilayah	region	N;SG	N;NOM;INDF;MASC+FEM;SG
wilayah	regionen	wilayah	region	N;SG	N;NOM;DEF;MASC+FEM;SG
wilayah	territoriet	wilayah	territorium	N;SG	N;NOM;DEF;NEUT;SG
wilayah	territorium	wilayah	territorium	N;SG	N;NOM;INDF;NEUT;SG
tanggal	date	tanggal	date	N;SG;ACT	N;NOM;INDF;MASC+FEM;SG
tanggal	dejt	tanggal	de	N;SG;ACT	N;NOM;INDF;MASC+FEM;SG
tanggal	datum	tanggal	datum	N;SG;ACT	N;NOM;INDF;NEUT;SG
tanggal	träff	tanggal	träff	N;SG;ACT	N;NOM;INDF;MASC+FEM;SG
tanggal	datum	tanggal	datum	N;SG;ACT	N;NOM;INDF;NEUT;SG
dunia	world	dunia	world	N;SG	N;NOM;NEUT;SG
dunia	värld	dunia	värld	N;SG	N;NOM;INDF;MASC+FEM;SG
dunia	världen	dunia	värld	N;SG	N;NOM;DEF;MASC+FEM;SG
timur	öst	timur	öst	N;SG	N
timur	öster	timur	öster	N;SG	N;NOM;INDF;MASC+FEM;SG
timur	öst	timur	öst	N;SG	N
tempat	ställe	tempat	ställe	N;SG	N;NOM;INDF;NEUT;SG
tempat	place	tempat	place	N;SG	N;NOM;INDF;NEUT;SG
tempat	plats	tempat	plats	N;SG	N;NOM;INDF;MASC+FEM;SG
dua	två	dua	två	NUM	NUM;NOM
selatan	söder	selatan	söder	N;SG	N;NOM;INDF;MASC+FEM;SG
september	september	september	september	N;SG	N;NOM;INDF;MASC+FEM;SG
anak	anak	anak	anak	N;SG	N;NOM;INDF;NEUT;SG
anak	sonen	anak	son	N;SG	N;NOM;DEF;MASC+FEM;SG
anak	son	anak	son	N;SG	N;NOM;INDF;MASC+FEM;SG
anak	child	anak	child	N;SG	N;NOM;INDF;MASC+FEM;SG
species	art	species	art	N	N;NOM;INDF;MASC+FEM;SG
species	arter	species	art	N	N;NOM;INDF;MASC+FEM;PL
hidup	life	hidup	life	N;SG	N;NOM;INDF;MASC+FEM;SG
hidup	livet	hidup	liv	N;SG	N;NOM;DEF;NEUT;SG
hidup	livstid	hidup	livstid	N;SG	N;NOM;INDF;MASC+FEM;SG
hidup	liv	hidup	liv	N;SG	N;NOM;INDF;NEUT;SG
hidup	alive	hidup	aliv	N;SG	N;NOM;INDF;MASC+FEM;SG
lagu	låten	lagu	låt	N;SG	N;NOM;DEF;MASC+FEM;SG
lagu	sång	lagu	sång	N;SG	N;NOM;INDF;MASC+FEM;SG
daerah	distriktet	daerah	distrikt	N;SG	N;NOM;DEF;NEUT;SG
daerah	distrikt	daerah	distrikt	N;SG	N;NOM;INDF;NEUT;SG
daerah	area	daerah	are	N;SG	N;NOM;INDF;MASC+FEM;SG
daerah	område	daerah	område	N;SG	N;NOM;INDF;NEUT;SG
daerah	området	daerah	område	N;SG	N;NOM;DEF;NEUT;SG
daerah	yta	daerah	yta	N;SG	N;NOM;INDF;MASC+FEM;SG
daerah	region	daerah	region	N;SG	N;NOM;INDF;MASC+FEM;SG
daerah	regionen	daerah	region	N;SG	N;NOM;DEF;MASC+FEM;SG
daerah	county	daerah	county	N;SG	N;NOM;INDF;NEUT;SG
daerah	länet	daerah	län	N;SG	N;NOM;DEF;NEUT;SG
daerah	län	daerah	län	N;SG	N;NOM;INDF;NEUT;SG
daerah	avsnitt	daerah	avsnitt	N;SG	N;NOM;INDF;NEUT;SG
daerah	sektionen	daerah	sektion	N;SG	N;NOM;DEF;MASC+FEM;SG
daerah	sektion	daerah	sektion	N;SG	N;NOM;INDF;MASC+FEM;SG
daerah	avdelning	daerah	avdelning	N;SG	N;NOM;INDF;MASC+FEM;SG
daerah	avsnittet	daerah	avsnitt	N;SG	N;NOM;DEF;NEUT;SG
sekolah	skola	sekolah	skola	N;SG	N;NOM;INDF;MASC+FEM;SG
sekolah	skolan	sekolah	skola	N;SG	N;NOM;DEF;MASC+FEM;SG
sekolah	skolgång	sekolah	skolgång	N;SG	N;NOM;INDF;MASC+FEM;SG
hanya	bara	hanya	bara	ADV	ADV
hanya	enbart	hanya	enbart	ADV	ADV
hanya	endast	hanya	endast	ADV	ADV
hanya	bara	hanya	bara	ADV	ADV
air	vatten	air	vatten	N;SG	N;NOM;INDF;NEUT;SG
air	vatten	air	vatten	N;SG	N;NOM;INDF;NEUT;SG
air	air	air	air	N;SG	N;NOM;INDF;MASC+FEM;SG
air	luft	air	luft	N;SG	N;NOM;INDF;MASC+FEM;SG
hari	dag	hari	dag	N;SG	N;NOM;INDF;MASC+FEM;SG
hari	dagen	hari	dag	N;SG	N;NOM;DEF;MASC+FEM;SG
hari	day	hari	day	N;SG	N;NOM;INDF;NEUT;SG
hari	days	hari	days	N;SG	N;NOM;INDF;NEUT;SG
digunakan	används	digunakan	använda	V;SG;PASS	V;IND;PRS;FIN;PASS
kali	kali	kali	kali	N;SG	N
kali	tid	kali	tid	N;SG	N;NOM;INDF;MASC+FEM;SG
kali	tidpunkt	kali	tidpunkt	N;SG	N;NOM;INDF;MASC+FEM;SG
kali	dags	kali	dags	N;SG	N;MASC+FEM
kali	klockslag	kali	klockslag	N;SG	N;NOM;INDF;NEUT;SG
kali	tiden	kali	tid	N;SG	N;NOM;DEF;MASC+FEM;SG
kali	ggr	kali	gå	N;SG	N;NOM;INDF;NEUT;SG
sangat	mycket	sangat	mycket	ADV	ADV
sangat	starkt	sangat	stark	ADV	ADV
sangat	kraftigt	sangat	kraftig	ADV	ADV
sangat	extremt	sangat	extrem	ADV	ADV
album	album	album	album	N;SG	N;NOM;INDF;NEUT;SG
album	musikalbum	album	musikalbum	N;SG	N;NOM;INDF;NEUT;SG
album	albumet	album	album	N;SG	N;NOM;DEF;NEUT;SG
album	album	album	album	N;SG	N;NOM;INDF;NEUT;SG
hal	sak	hal	sak	N;SG	N;NOM;INDF;MASC+FEM;SG
hal	thing	hal	thing	N;SG	N;NOM;INDF;MASC+FEM;SG
hal	hal	hal	hal	N;SG	N;NOM;INDF;MASC+FEM;SG
panjang	lång	panjang	lång	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
anggota	medlem	anggota	medlem	N;SG	N;NOM;INDF;MASC+FEM;SG
anggota	medlemmen	anggota	medlem	N;SG	N;NOM;DEF;MASC+FEM;SG
anggota	ledamot	anggota	ledamot	N;SG	N;NOM;INDF;MASC+FEM;SG
selama	under	selama	under	ADP	ADP
menggunakan	använda	mengunakan	använda	V;SG;ACT	V;IMP;FIN;ACT
menggunakan	använder	mengunakan	använda	V;SG;ACT	V;IND;PRS;FIN;ACT
menggunakan	använda	mengunakan	använda	V;SG;ACT	V;IMP;FIN;ACT
menggunakan	använd	mengunakan	använda	V;SG;ACT	V;IMP;FIN;ACT
menggunakan	använder	mengunakan	använda	V;SG;ACT	V;IND;PRS;FIN;ACT
utama	huvudsaklig	utama	huvudsaklig	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
utama	primär	utama	primär	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
disebut	nämndes	disebut	nämna	V;SG;PASS	V;IND;PST;FIN;PASS
disebut	nämnts	disebut	nämna	V;SG;PASS	V;V.CVB;PASS
disebut	nämns	disebut	nämna	V;SG;PASS	V;IND;PRS;FIN;PASS
disebut	kallas	disebut	kalla	V;SG;PASS	V;NFIN;PASS
kembali	retur	kembali	retur	V;SG;ACT	V;IMP;FIN;ACT
kembali	återvända	kembali	återvända	V;SG;ACT	V;IMP;FIN;ACT
kembali	returnera	kembali	returnera	V;SG;ACT	V;IMP;FIN;ACT
kembali	backa	kembali	backa	V;SG;ACT	V;IMP;FIN;ACT
sudah	redan	sudah	redan	ADV;SG;ACT	ADV
menyebabkan	orsakar	mensebabkan	orsak	V;SG;ACT	V;IND;PRS;FIN;ACT
menyebabkan	orsaka	mensebabkan	orsak	V;SG;ACT	V;IMP;NFIN;ACT
menyebabkan	orsakar	mensebabkan	orsak	V;SG;ACT	V;IND;PRS;FIN;ACT
masih	fortfarande	masih	fortfarande	ADV	ADV
masih	ändå	masih	ändå	ADV	ADV
lihat	see	lihat	see	V;SG;ACT	V;IMP;FIN;ACT
lihat	se	lihat	se	V;SG;ACT	V;IMP;FIN;ACT
lihat	titta	lihat	titta	V;SG;ACT	V;IMP;FIN;ACT
lihat	visa	lihat	visa	V;SG;ACT	V;IMP;FIN;ACT
tinggi	hög	tinggi	hög	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
tinggi	högt	tinggi	hög	ADJ;SG	ADJ;NOM;INDF;NEUT;SG
tinggi	höjd	tinggi	höja	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
waktu	tid	waktu	tid	N;SG	N;NOM;INDF;MASC+FEM;SG
waktu	tidpunkt	waktu	tidpunkt	N;SG	N;NOM;INDF;MASC+FEM;SG
waktu	dags	waktu	dags	N;SG	N;MASC+FEM
waktu	klockslag	waktu	klockslag	N;SG	N;NOM;INDF;NEUT;SG
waktu	tiden	waktu	tid	N;SG	N;NOM;DEF;MASC+FEM;SG
jenis	typ	jenis	typ	N;SG	N;NOM;INDF;MASC+FEM;SG
jakarta	jakarta	jakarta	jakert	N;SG	N;NOM;INDF;MASC+FEM;SG
bulan	måne	bulan	måne	N;SG	N;NOM;INDF;MASC+FEM;SG
bulan	månen	bulan	måne	N;SG	N;NOM;DEF;MASC+FEM;SG
bulan	moon	bulan	moon	N;SG	N;NOM;INDF;MASC+FEM;SG
bulan	månaden	bulan	månad	N;SG	N;NOM;DEF;MASC+FEM;SG
bulan	månad	bulan	månad	N;SG	N;NOM;INDF;MASC+FEM;SG
bulan	manad	bulan	manad	N;SG	N;NOM;INDF;MASC+FEM;SG
departemen	department	departemen	department	N;SG	N;NOM;INDF;MASC+FEM;SG
departemen	avdelning	departemen	avdelning	N;SG	N;NOM;INDF;MASC+FEM;SG
departemen	avdelningen	departemen	avdelning	N;SG	N;NOM;DEF;MASC+FEM;SG
departemen	departementet	departemen	departement	N;SG	N;NOM;DEF;NEUT;SG
situs	webbplatsen	situs	pebbplats	N;SG	N;NOM;DEF;MASC+FEM;SG
situs	site	situs	site	N;SG	N;NOM;INDF;MASC+FEM;SG
situs	webbplats	situs	pebbplats	N;SG	N;NOM;INDF;MASC+FEM;SG
laba	vinst	laba	vinst	N;SG	N;NOM;INDF;MASC+FEM;SG
laba	laba	laba	laba	N;SG	N;NOM;INDF;MASC+FEM;SG
laba	spindel	laba	spindel	N;SG	N;NOM;INDF;MASC+FEM;SG
laba	spindeln	laba	spindel	N;SG	N;NOM;DEF;MASC+FEM;SG
laba	spider	laba	spida	N;SG	N;NOM;INDF;MASC+FEM;SG
membuat	skapa	menbuat	skapa	V;SG;ACT	V;IMP;FIN;ACT
membuat	skapar	menbuat	skapa	V;SG;ACT	V;IND;PRS;FIN;ACT
membuat	skapa	menbuat	skapa	V;SG;ACT	V;IMP;FIN;ACT
membuat	skapar	menbuat	skapa	V;SG;ACT	V;IND;PRS;FIN;ACT
membuat	gör	menbuat	göra	V;SG;ACT	V;IMP;FIN;ACT
membuat	göra	menbuat	göra	V;SG;ACT	V;IMP;FIN;ACT
sementara	medan	sementara	medan	CONJ	CONJ
mulai	börja	mulai	börja	V;SG;ACT	V;IMP;FIN;ACT
mulai	startar	mulai	starta	V;SG;ACT	V;IND;PRS;FIN;ACT
mulai	starta	mulai	starta	V;SG;ACT	V;IMP;NFIN;ACT
mulai	börja	mulai	börja	V;SG;ACT	V;IMP;FIN;ACT
mulai	påbörja	mulai	påbörja	V;SG;ACT	V;IMP;FIN;ACT
mulai	startar	mulai	starta	V;SG;ACT	V;IND;PRS;FIN;ACT
mulai	börjar	mulai	börja	V;SG;ACT	V;IND;PRS;FIN;ACT
resmi	officiell	resmi	officiell	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
resmi	officiellt	resmi	officiell	ADJ;SG	ADJ;NOM;INDF;NEUT;SG
resmi	godkänt	resmi	godkänna	ADJ;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
resmi	godkänd	resmi	godkänd	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
database	databaser	database	databas	N	N;NOM;INDF;MASC+FEM;PL
database	databas	database	databa	N	N;NOM;INDF;MASC+FEM;SG
database	databasen	database	databas	N	N;NOM;DEF;MASC+FEM;SG
sekitar	kring	sekitar	kring	ADP	ADP
udara	antenn	udara	antenn	N;SG	N;NOM;INDF;MASC+FEM;SG
udara	air	udara	air	N;SG	N;NOM;INDF;MASC+FEM;SG
udara	luft	udara	luft	N;SG	N;NOM;INDF;MASC+FEM;SG
melalui	igenom	melalui	igenom	ADP	ADP
melalui	genom	melalui	genom	ADP	ADP
nasional	nationellt	nasional	nationell	ADJ;SG	ADJ;NOM;INDF;NEUT;SG
nasional	nationell	nasional	nationell	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
nasional	rikstäckande	nasional	rikstäcka	ADJ;SG	ADJ;NOM;PRS;V.PTCP
nasional	landsomfattande	nasional	landsomfattande	ADJ;SG	ADJ;NOM;PRS;V.PTCP
sekarang	nu	sekarang	nu	ADV	ADV
perang	krigföring	perang	krigföring	N;SG	N;NOM;INDF;MASC+FEM;SG
perang	kriget	perang	krig	N;SG	N;NOM;DEF;NEUT;SG
perang	krig	perang	krig	N;SG	N;NOM;INDF;NEUT;SG
perang	krig	perang	krig	N;SG	N;NOM;INDF;NEUT;SG
perang	wars	perang	wars	N;SG	N;NOM;INDF;MASC+FEM;SG
pulau	pulau	pulau	pulau	N;SG	N;NOM;INDF;MASC+FEM;SG
pulau	ön	pulau	ön	N;SG	N;NOM;DEF;MASC+FEM;SG
rumah	hem	rumah	hem	N;SG	N;NOM;INDF;NEUT;SG
rumah	hemmet	rumah	hem	N;SG	N;NOM;DEF;NEUT;SG
rumah	home	rumah	home	N;SG	N;NOM;INDF;NEUT;SG
rumah	hus	rumah	hus	N;SG	N;NOM;INDF;NEUT;SG
rumah	house	rumah	house	N;SG	N;NOM;INDF;NEUT;SG
rumah	huset	rumah	hus	N;SG	N;NOM;DEF;NEUT;SG
rumah	hus	rumah	hus	N;SG	N;NOM;INDF;NEUT;SG
pendidikan	utbildning	pendidikan	utbildning	N;SG	N;NOM;INDF;MASC+FEM;SG
laut	marin	laut	marin	N;SG	N;NOM;INDF;MASC+FEM;SG
laut	marinsoldat	laut	marinsoldat	N;SG	N;NOM;INDF;MASC+FEM;SG
laut	sea	laut	se	N;SG	N;NOM;INDF;NEUT;SG
laut	sjö	laut	sjö	N;SG	N;NOM;INDF;MASC+FEM;SG
laut	hav	laut	hav	N;SG	N;NOM;INDF;NEUT;SG
laut	havet	laut	hav	N;SG	N;NOM;DEF;NEUT;SG
laut	oceanen	laut	ocean	N;SG	N;NOM;DEF;MASC+FEM;SG
laut	havet	laut	hav	N;SG	N;NOM;DEF;NEUT;SG
laut	hav	laut	hav	N;SG	N;NOM;INDF;NEUT;SG
laut	ocean	laut	ocean	N;SG	N;NOM;INDF;MASC+FEM;SG
tim	tim	tim	tim	N;SG	N;NOM;INDF;MASC+FEM;SG
tim	arbetslag	tim	arbetslag	N;SG	N;NOM;INDF;NEUT;SG
tim	lag	tim	lag	N;SG	N;NOM;INDF;MASC+FEM;SG
tim	team	tim	team	N;SG	N;NOM;INDF;NEUT;SG
tim	laget	tim	lag	N;SG	N;NOM;DEF;NEUT;SG
tim	lag	tim	lag	N;SG	N;NOM;INDF;MASC+FEM;SG
tim	team	tim	team	N;SG	N;NOM;INDF;NEUT;SG
sistem	systemet	sistem	system	N;SG	N;NOM;DEF;NEUT;SG
sistem	system	sistem	system	N;SG	N;NOM;INDF;NEUT;SG
sistem	system	sistem	system	N;SG	N;NOM;INDF;NEUT;SG
sistem	systems	sistem	system	N;SG	N;NOM;INDF;NEUT;SG
komune	kollektiv	komune	kollektiv	N	N;NOM;INDF;MASC+FEM;SG
komune	kommuner	komune	kommun	N	N;NOM;INDF;MASC+FEM;PL
termasuk	ingår	termasuk	ingå	V	V;IND;PRS;FIN;ACT
termasuk	inkluderar	termasuk	inkludera	V	V;IND;PRS;FIN;ACT
termasuk	inkludera	termasuk	inkludera	V	V;IMP;FIN;ACT
termasuk	inkluderar	termasuk	inkludera	V	V;IND;PRS;FIN;ACT
termasuk	innefattar	termasuk	innefatta	V	V;IND;PRS;FIN;ACT
termasuk	ingår	termasuk	ingå	V	V;IND;PRS;FIN;ACT
termasuk	inbegriper	termasuk	inbegripa	V	V;IND;PRS;FIN;ACT
larva	yngel	larva	yngel	N	N;NOM;INDF;NEUT;PL
larva	larver	larva	larv	N	N;NOM;INDF;MASC+FEM;PL
larva	larv	larva	larv	N	N;NOM;INDF;MASC+FEM;SG
terhadap	mot	terhadap	mot	ADP	ADP
selain	förutom	selain	förutom	ADP;SG	ADP
batang	batang	batang	batang	N;SG	N;NOM;INDF;NEUT;SG
batang	bar	batang	ba	N;SG	N;NOM;INDF;NEUT;SG
sendiri	ensamt	sendiri	ensam	ADJ;SG	ADJ;NOM;INDF;NEUT;SG
sendiri	ensam	sendiri	ensam	ADJ;SG	ADJ;NOM;INDF;MASC+FEM;SG
sendiri	eget	sendiri	egen	ADJ;SG	ADJ;NOM;NEUT;SG
sendiri	egen	sendiri	egen	ADJ;SG	ADJ;NOM;MASC+FEM;SG
matahari	sön	matahari	sön	N;SG	N
matahari	sun	matahari	sun	N;SG	N;NOM;INDF;NEUT;SG
matahari	sol	matahari	sol	N;SG	N;NOM;INDF;MASC+FEM;SG
presiden	president	presiden	president	N;SG	N;NOM;DEF;MASC+FEM;SG
presiden	ordförande	presiden	ordförande	N;SG	N;NOM;INDF;MASC+FEM;SG
presiden	ordföranden	presiden	ordförande	N;SG	N;NOM;DEF;MASC+FEM;SG
presiden	talmannen	presiden	talman	N;SG	N;NOM;DEF;MASC+FEM;SG
