dan	そして	dan	そして	CONJ	CONJ
diri	セルフ	diri	セルフ	N;SG	N
diri	自己	diri	自己	N;SG	N
pemain	選手	penmain	選手	N;SG	N
pemain	プレイヤー	penmain	プレイヤー	N;SG	N
pemain	プレイヤー	penmain	プレイヤー	N;SG	N
pemain	プレーヤー	penmain	プレーヤー	N;SG	N
program	プログラム	program	プログラム	N;SG	N
program	プログラム	program	プログラム	N;SG	N
program	演目	program	演目	N;SG	N
program	プログラム	program	プログラム	N;SG	N
pesawat	航空機	pesawat	航空機	N;SG	N
pesawat	飛行機	pesawat	飛行機	N;SG	N
pesawat	飛行機	pesawat	飛行機	N;SG	N
pesawat	飛行機	pesawat	飛行機	N;SG	N
stasiun	ステーション	stasiun	ステーション	N;SG	N
akhirnya	ついに	akhirnya	ついに	ADV	ADV
akhirnya	やっと	akhirnya	やっと	ADV	ADV
akhirnya	遂に	akhirnya	遂にる	ADV	ADV
sebagian	一部	sebagian	一部	N;SG	N
lahir	誕生	lahir	誕生	V;SG;ACT	V
bumi	地球	bumi	地球	N;SG	N
bumi	アース	bumi	アース	N;SG	N
bentuk	形状	bentuk	形状	N;SG	N
bentuk	シェイプ	bentuk	シェイプ	N;SG	N
bentuk	形態	bentuk	形態	N;SG	N
bentuk	図形	bentuk	図形	N;SG	N
bentuk	形状	bentuk	形状	N;SG	N
bentuk	シェイプ	bentuk	シェイプ	N;SG	N
bentuk	形式	bentuk	形式	N;SG	N
februari	二月	februari	二月	N;SG	N
proses	過程	proses	過程	N;SG	N
proses	プロセス	proses	プロセス	N;SG	N
proses	プロセス	proses	プロセス	N;SG	N
akhir	エンド	akhir	エンド	N;SG	N
hasil	結果	hasil	結果	N;SG	N
hasil	利回り	hasil	利回り	N;SG	N
hasil	結果	hasil	結果	N;SG	N
versi	バージョン	versi	バージョン	N;SG	N
versi	バージョン	versi	バージョン	N;SG	N
pemerintahan	政府	penperintahan	政府	N;SG	N
republik	共和制	republik	共和制	N	N
republik	共和国	republik	共和国	N	N
sering	しばしば	sering	しばしば	ADV	ADV
group	集団	group	集団	N	N
group	グループ	group	グループ	N	N
buku	書物	buku	書物	N;SG	N
buku	ブック	buku	ブック	N;SG	N
buku	書物	buku	書物	N;SG	N
buku	帳簿	buku	帳簿	N;SG	N
buku	書籍	buku	書籍	N;SG	N
suku	部族	suku	部族	N;SG	N
berhasil	成功	berhasil	成功	V;SG	V
berhasil	成功	berhasil	成功	V;SG	V
partai	パーティ	partai	パーティ	N;SG	N
partai	パーティー	partai	パーティー	N;SG	N
keluarga	家族	keluarga	家族	N;SG	N
ilmu	サイエンス	ilmu	サイエンス	N;SG	N
ilmu	科学	ilmu	科学	N;SG	N
berubah	変更	berrubah	変更	V;SG;ACT	V
berubah	変更	berrubah	変更	V;SG;ACT	V
berubah	変化	berrubah	変化	V;SG;ACT	V
pengguna	ユーザー	penguna	ユーザー	N;SG	N
pengguna	ユーザ	penguna	ユーザ	N;SG	N
pengguna	ユーザー	penguna	ユーザー	N;SG	N
pengguna	ユーザ	penguna	ユーザ	N;SG	N
luas	ワイド	luas	ワイド	N;SG	N
luas	面積	luas	面積	N;SG	N
luas	領域	luas	領域	N;SG	N
luas	エリア	luas	エリア	N;SG	N
acara	イベント	acara	イベント	N;SG	N
acara	行事	acara	行事	N;SG	N
acara	イベント	acara	イベント	N;SG	N
acara	行事	acara	行事	N;SG	N
asal	原点	asal	原点	N;SG	N
asal	語源	asal	語源	N;SG	N
asal	由来	asal	由来	N;SG	N
asal	起源	asal	起源	N;SG	N
asal	起源	asal	起源	N;SG	N
kapal	船舶	kapal	船舶	N;SG	N
kapal	船舶	kapal	船舶	N;SG	N
kapal	艦船	kapal	艦船	N;SG	N
kapal	船舶	kapal	船舶	N;SG	N
kapal	ボート	kapal	ボート	N;SG	N
bermain	遊ぶ	bermain	遊ぶ	V;SG;ACT	V
bermain	プレイ	bermain	プレイ	V;SG;ACT	V
bermain	遊び	bermain	遊ぶ	V;SG;ACT	V
kelompok	集団	kelompok	集団	N;SG	N
kelompok	グループ	kelompok	グループ	N;SG	N
kelompok	グループ	kelompok	グループ	N;SG	N
agama	宗教	agama	宗教	N;SG	N
anda	あなた	anda	あなた	PRO;SG;2;FORM	PRO
memberikan	付与	menberikan	付与	V;SG;ACT	V
memberikan	与える	menberikan	与える	V;SG;ACT	V
lama	古い	lama	古い	ADJ;SG	ADJ
lama	長い	lama	長い	ADJ;SG	ADJ
batu	ストーン	batu	ストーン	N;SG	N
batu	ロック	batu	ロック	N;SG	N
halaman	ページ	halaman	ページ	N;SG	N
halaman	ページ	halaman	ページ	N;SG	N
hukum	法律	hukum	法律	N;SG;ACT	N
hukum	法学	hukum	法学	N;SG;ACT	N
orbit	軌道	orbit	軌道	N	N
pasukan	分隊	pasukan	分隊	N;SG	N
pasukan	部隊	pasukan	部隊	N;SG	N
tokoh	フィギュア	tokoh	フィギュア	N;SG	N
tokoh	文字	tokoh	文字	N;SG	N
tokoh	性格	tokoh	性格	N;SG	N
tokoh	キャラクター	tokoh	キャラクター	N;SG	N
tokoh	フィギュア	tokoh	フィギュア	N;SG	N
bangsa	国民	bangsa	国民	N;SG	N
penghargaan	鑑	penhargaan	鑑	N;SG	N
klub	クラブ	klub	クラブ	N;SG	N
klub	クラブハウス	klub	クラブハウス	N;SG	N
klub	クラブ	klub	クラブ	N;SG	N
ketua	長老	ketua	長老	N;SG	N
ketua	会長	ketua	会長	N;SG	N
ketua	議長	ketua	議長	N;SG	N
ketua	いす	ketua	いす	N;SG	N
ketua	チェア	ketua	チェア	N;SG	N
ketua	椅子	ketua	椅子	N;SG	N
gunung	マウンテン	gunung	マウンテン	N;SG	N
gunung	マウント	gunung	マウント	N;SG	N
gunung	山地	gunung	山地	N;SG	N
gunung	山脈	gunung	山脈	N;SG	N
berbeda	異なる	berbeda	異なる	V;SG;ACT	V
bintang	スター	bintang	スター	N;SG	N
bintang	恒星	bintang	恒星	N;SG	N
jalur	パス	jalur	パス	N;SG	N
politik	政治	politik	政治	N;SG	N
ibu	ママ	ibu	ママ	N;SG	N
ibu	母親	ibu	母親	N;SG	N
tingkat	レート	tingkat	レート	N;SG	N
tingkat	レベル	tingkat	レベル	N;SG	N
tingkat	レベル	tingkat	レベル	N;SG	N
kereta	電車	kereta	電車	N;SG	N
kereta	列車	kereta	列車	N;SG	N
kereta	トレイン	kereta	トレイン	N;SG	N
ruang	部屋	ruang	部屋	N;SG	N
ruang	ルーム	ruang	ルーム	N;SG	N
ruang	スペース	ruang	スペース	N;SG	N
ruang	空間	ruang	空間	N;SG	N
tinggal	滞在	tinggal	滞在	V;SG;ACT	V
ekonomi	経済	ekonomi	経済	N;SG	N
organisasi	団体	organisasi	団体	N;SG	N
organisasi	組織	organisasi	組織	N;SG	N
organisasi	組織	organisasi	組織	N;SG	N
organisasi	団体	organisasi	団体	N;SG	N
bahan	材料	bahan	材料	N;SG	N
bahan	食材	bahan	食材	N;SG	N
bahan	成分	bahan	成分	N;SG	N
bahan	素材	bahan	素材	N;SG	N
bahan	材料	bahan	材料	N;SG	N
bahan	マテリアル	bahan	マテリアル	N;SG	N
bahan	材料	bahan	材料	N;SG	N
bahan	素材	bahan	素材	N;SG	N
bahan	材料	bahan	材料	N;SG	N
bahan	食材	bahan	食材	N;SG	N
api	火事	api	火事	N;SG	N
api	ファイア	api	ファイア	N;SG	N
api	火災	api	火災	N;SG	N
video	ビデオ	video	ビデオ	N;SG	N
video	動画	video	動画	N;SG	N
video	動画	video	動画	N;SG	N
angkatan	フォース	angkatan	フォース	N;SG	N
angkatan	階級	angkatan	階級	N;SG	N
angkatan	クラス	angkatan	クラス	N;SG	N
dibuat	作成	dibuat	作成	V;SG;PASS	V
berkas	ファイル	berkas	ファイル	N;SG	N
berkas	ファイル	berkas	ファイル	N;SG	N
bekerja	働く	bekerja	働く	V;SG;ACT	V
putra	息子	putra	息子	N;SG	N
langsung	直接	langsung	直接	ADV	ADV
kaki	フィート	kaki	フィート	N;SG	N
kaki	両足	kaki	両足	N;SG	N
kaki	フィート	kaki	フィート	N;SG	N
grup	集団	grup	集団	N;SG	N
grup	グループ	grup	グループ	N;SG	N
grup	グループ	grup	グループ	N;SG	N
rakyat	フォーク	rakyat	フォーク	N;SG	N
rakyat	ピープル	rakyat	ピープル	N;SG	N
label	ラベル	label	ラベル	N;SG	N
label	タグ	label	タグ	N;SG	N
label	ラベル	label	ラベル	N;SG	N
kehidupan	生命	kehidupan	生命	N;SG	N
kehidupan	人生	kehidupan	人生	N;SG	N
kehidupan	ライフ	kehidupan	ライフ	N;SG	N
website	ウェブ	website	ウェブ	N;SG	N
website	ウェブ	website	ウェブ	N;SG	N
kelurahan	郊外	kelurahan	郊外	N;SG	N
informasi	情報	informasi	情報	N;SG	N
makanan	食べ物	makanan	食べ物	N;SG	N
makanan	食品	makanan	食品	N;SG	N
makanan	食事	makanan	食事	N;SG	N
web	ウェブ	web	ウェブ	N	N
catatan	メモ	catatan	メモ	N;SG	N
catatan	ノート	catatan	ノート	N;SG	N
catatan	レコード	catatan	レコード	N;SG	N
catatan	注記	catatan	注記	N;SG	N
catatan	メモ	catatan	メモ	N;SG	N
catatan	備考	catatan	備考	N;SG	N
catatan	ノート	catatan	ノート	N;SG	N
cinta	ラブ	cinta	ラブ	N;SG	N
biasa	普通	biasa	普通	ADJ;SG	ADJ
mungkin	おそらく	mungkin	おそらく	ADV	ADV
surat	郵便	surat	郵便	N;SG	N
surat	メール	surat	メール	N;SG	N
surat	手紙	surat	手紙	N;SG	N
surat	レター	surat	レター	N;SG	N
wanita	婦人	wanita	婦人	N;SG	N
wanita	レディース	wanita	レディース	N;SG	N
wanita	女性	wanita	女性	N;SG	N
wanita	女性	wanita	女性	N;SG	N
tubuh	本文	tubuh	本文	N;SG	N
tubuh	身体	tubuh	身体	N;SG	N
tubuh	本体	tubuh	本体	N;SG	N
tubuh	ボディ	tubuh	ボディ	N;SG	N
juta	百万	juta	百万	NUM	NUM
posisi	ポジション	posisi	ポジション	N;SG	N
posisi	役職	posisi	役職	N;SG	N
posisi	位置	posisi	位置	N;SG	N
posisi	ポジション	posisi	ポジション	N;SG	N
media	メディア	media	メディア	N;SG	N
televisi	テレビ	televisi	テレビ	N;SG	N
televisi	テレビ	televisi	テレビ	N;SG	N
lisensi	ライセンス	lisensi	ライセンス	N;SG	N
lisensi	ライセンス	lisensi	ライセンス	N;SG	N
lisensi	免許	lisensi	免許	N;SG	N
lisensi	ライセンス	lisensi	ライセンス	N;SG	N
nomor	番号	nomor	番号	N;SG	N
nomor	数値	nomor	数値	N;SG	N
nomor	ナンバー	nomor	ナンバー	N;SG	N
nomor	数字	nomor	数字	N;SG	N
nomor	数値	nomor	数値	N;SG	N
zaman	時代	zaman	時代	N;SG	N
juara	チャンピオン	juara	チャンピオン	N;SG	N
juara	チャンピオン	juara	チャンピオン	N;SG	N
alam	ネイチャー	alam	ネイチャー	N;SG	N
penting	緊急	penting	緊急	ADJ;SG	ADJ
penting	重要	penting	重要	ADJ;SG	ADJ
gelar	役職	gelar	役職	N;SG;ACT	N
gelar	称号	gelar	称号	N;SG;ACT	N
gelar	タイトル	gelar	タイトル	N;SG;ACT	N
gelar	肩書	gelar	肩書	N;SG;ACT	N
gelar	称号	gelar	称号	N;SG;ACT	N
gelar	タイトル	gelar	タイトル	N;SG;ACT	N
didirikan	設立	didirikan	設立	V;SG;PASS	V
mesin	マシン	mesin	マシン	N;SG	N
mesin	マシーン	mesin	マシーン	N;SG	N
mesin	機械	mesin	機械	N;SG	N
mesin	エンジン	mesin	エンジン	N;SG	N
mesin	エンジン	mesin	エンジン	N;SG	N
mesin	機械	mesin	機械	N;SG	N
mesin	機械	mesin	機械	N;SG	N
kitab	書物	kitab	書物	N;SG	N
kitab	ブック	kitab	ブック	N;SG	N
distrik	地区	distrik	地区	N;SG	N
jaringan	ネットワーク	jaringan	ネットワーク	N;SG	N
jaringan	ティッシュ	jaringan	ティッシュ	N;SG	N
jaringan	ネットワーク	jaringan	ネットワーク	N;SG	N
hubungan	リレーション	hubungan	リレーション	N;SG	N
hubungan	リレーション	hubungan	リレーション	N;SG	N
hubungan	リレーション	hubungan	リレーション	N;SG	N
hubungan	関係	hubungan	関係	N;SG	N
hubungan	関係	hubungan	関係	N;SG	N
perempuan	女性	perempuan	女性	N;SG	N
perempuan	女性	perempuan	女性	N;SG	N
perempuan	女性	perempuan	女性	N;SG	N
sosial	ソーシャル	sosial	ソーシャル	N;SG	N
episode	エピソード	episode	エピソード	N	N
episode	エピソード	episode	エピソード	N	N
piala	トロフィー	piala	トロフィー	N;SG	N
piala	カップ	piala	カップ	N;SG	N
piala	コップ	piala	コップ	N;SG	N
kegiatan	アクティビティ	kegiatan	アクティビティ	N;SG	N
kegiatan	イベント	kegiatan	イベント	N;SG	N
kegiatan	行事	kegiatan	行事	N;SG	N
kegiatan	アクティビティ	kegiatan	アクティビティ	N;SG	N
istilah	用語	istilah	用語	N;SG	N
budaya	文化	budaya	文化	N;SG	N
budaya	カルチャー	budaya	カルチャー	N;SG	N
stadion	スタジアム	stadion	スタジアム	N;SG	N
merah	赤い	merah	赤い	ADJ;SG	ADJ
permukaan	表面	permukaan	表面	N;SG	N
permukaan	曲面	permukaan	曲面	N;SG	N
terutama	特に	terutama	特に	ADV;RL;SG	ADV
terutama	主に	terutama	主に	ADV;RL;SG	ADV
terutama	主に	terutama	主に	ADV;RL;SG	ADV
terutama	特に	terutama	特に	ADV;RL;SG	ADV
lima	五	lima	五	NUM	NUM
pantai	砂浜	pantai	砂浜	N;SG	N
teknologi	テック	teknologi	テック	N;SG	N
teknologi	テクノロジー	teknologi	テクノロジー	N;SG	N
teknologi	技術	teknologi	技術	N;SG	N
teknologi	テクノロジー	teknologi	テクノロジー	N;SG	N
menyatakan	申告	mennyatakan	申告	V;SG;ACT	V
menyatakan	宣言	mennyatakan	宣言	V;SG;ACT	V
cerita	記事	cerita	記事	N;SG	N
