din	od	din	od	ADP;ACC	ADP
bine	dobrze	bine	dobrze	ADV	ADV
site	witryny	sită	witryna	N;INDF;FEM;PL	N;GEN;FEM;PL
articole	wyroby	articol	wyrób	N;INDF;FEM;PL	N;NOM;MASC;PL
articole	artykułów	articol	artykuł	N;INDF;FEM;PL	N;GEN;MASC;PL
articole	artykuły	articol	artykuł	N;INDF;FEM;PL	N;NOM;MASC;PL
articole	elementy	articol	element	N;INDF;FEM;PL	N;NOM;MASC;PL
articole	artykuły	articol	artykuł	N;INDF;FEM;PL	N;NOM;MASC;PL
articole	przedmioty	articol	przedmiot	N;INDF;FEM;PL	N;NOM;MASC;PL
articole	pozycje	articol	pozycja	N;INDF;FEM;PL	N;NOM;FEM;PL
târziu	późna	târziu	późny	ADV	ADV
târziu	późno	târziu	późno	ADV	ADV
cunoscut	znane	cunoscut	znać	ADJ;INDF;MASC;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
patru	czterech	patru	cztery	NUM;PL	NUM;ACC;MASC;PL
patru	cztery	patru	cztery	NUM;PL	NUM;ACC;MASC;PL
tip	facet	tip	facet	N;INDF;MASC;SG	N;NOM;MASC;SG
tip	rodzaj	tip	rodzaj	N;INDF;MASC;SG	N;NOM;MASC;SG
persoane	osoby	persoană	osoba	N;INDF;FEM;PL	N;NOM;FEM;PL
persoane	ludzi	persoană	człowiek	N;INDF;FEM;PL	N;ACC;MASC;PL
persoane	osoby	persoană	osoba	N;INDF;FEM;PL	N;NOM;FEM;PL
persoane	ludzie	persoană	człowiek	N;INDF;FEM;PL	N;NOM;MASC;PL
etc	etc	etc	etc		
etc	itd	etc	itd		
etc	itp	etc	itp		
exemplu	przykład	exemplu	przykład	N;INDF;MASC;SG	N;NOM;MASC;SG
articol	artykułu	articol	artykuł	N;INDF;MASC;SG	N;GEN;MASC;SG
articol	artykul	articol	artykul	N;INDF;MASC;SG	N;ACC;MASC;SG
articol	artykuł	articol	artykuł	N;INDF;MASC;SG	N;NOM;MASC;SG
născut	urodzony	naște	urodzić	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
născut	urodzona	naște	urodzić	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
născut	urodzone	naște	urodzić	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
deoarece	bo	deoarece	bo	CONJ;POS	CONJ
raport	raport	raport	raport	N;INDF;MASC;SG	N;NOM;MASC;SG
raport	sprawozdanie	raport	sprawozdać	N;INDF;MASC;SG	N;NOM;NEUT;SG
raport	zgłoszenie	raport	zgłosić	N;INDF;MASC;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
diferite	różnych	diferit	różny	ADJ;INDF;FEM;PL	ADJ;GEN;MASC;PL
dat	podane	dat	podać	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
dat	podana	dat	podać	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
împărat	imperator	împărat	imperator	N;INDF;MASC;SG	N;NOM;MASC;SG
împărat	cesarzem	împărat	cesarz	N;INDF;MASC;SG	N;INS;MASC;SG
împărat	cesarza	împărat	cesarz	N;INDF;MASC;SG	N;ACC;MASC;SG
împărat	cesarz	împărat	cesarz	N;INDF;MASC;SG	N;NOM;MASC;SG
cet	cet	cet	cet		
format	formatu	format	format	N;INDF;MASC;SG	N;GEN;MASC;SG
format	formacie	format	format	N;INDF;MASC;SG	N;DAT;MASC;SG
format	format	format	format	N;INDF;MASC;SG	N;NOM;MASC;SG
primit	otrzymała	primi	otrzymać	V;MASC;SG;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN;ACT
primit	otrzymano	primi	otrzymać	V;MASC;SG;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
președinte	przewodniczący	președinte	przewodniczący	N;INDF;MASC;SG	N;NOM;MASC;SG
președinte	prezes	președinte	prezes	N;INDF;MASC;SG	N;NOM;MASC;SG
președinte	prezydent	președinte	prezydent	N;INDF;MASC;SG	N;NOM;MASC;SG
președinte	przewodniczący	președinte	przewodniczący	N;INDF;MASC;SG	N;NOM;MASC;SG
președinte	prezes	președinte	prezes	N;INDF;MASC;SG	N;NOM;MASC;SG
președinte	przewodniczącego	președinte	przewodniczący	N;INDF;MASC;SG	N;ACC;MASC;SG
oameni	ludzi	om	człowiek	N;INDF;MASC;PL	N;ACC;MASC;PL
oameni	osoby	om	osoba	N;INDF;MASC;PL	N;NOM;FEM;PL
oameni	ludzie	om	człowiek	N;INDF;MASC;PL	N;NOM;MASC;PL
istoric	zabytkowy	istoric	zabytkowy	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
istoric	historyczne	istoric	historyczny	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
istoric	historycznej	istoric	historyczny	ADJ;INDF;MASC;SG	ADJ;GEN;FEM;SG
istoric	historyczny	istoric	historyczny	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
istoric	historyczna	istoric	historyczny	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
istoric	historyczne	istoric	historyczny	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
istoric	historyczny	istoric	historyczny	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
istoric	historyczna	istoric	historyczny	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
team	ekipa	team	ekipa	N;INDF;MASC;SG	N;NOM;FEM;SG
team	drużyna	team	drużyna	N;INDF;MASC;SG	N;NOM;FEM;SG
team	zespół	team	zespół	N;INDF;MASC;SG	N;NOM;MASC;SG
copii	dzieci	copil	dziecko	N;INDF;MASC;PL	N;NOM;NEUT;PL
copii	dzieciaki	copil	dzieciak	N;INDF;MASC;PL	N;NOM;MASC;PL
copii	dzieci	copil	dziecko	N;INDF;MASC;PL	N;NOM;NEUT;PL
lucru	pracy	lucru	praca	N;INDF;MASC;SG	N;GEN;FEM;SG
lucru	praca	lucru	praca	N;INDF;MASC;SG	N;NOM;FEM;SG
români	rumunów	român	rumun	N;INDF;MASC;PL	N;ACC;MASC;PL
folosit	stosowane	folosit	stosować	ADJ;INDF;MASC;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
folosit	wykorzystane	folosit	wykorzystać	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
folosit	użyte	folosit	użyć	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
folosit	używana	folosit	używać	ADJ;INDF;MASC;SG	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
folosit	używany	folosit	używać	ADJ;INDF;MASC;SG	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
folosit	używane	folosit	używać	ADJ;INDF;MASC;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
acum	teraz	acum	teraz	ADV	ADV
reprezintă	reprezentuje	reprezenta	reprezentować	V;IND;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
reprezintă	reprezentować	reprezenta	reprezentować	V;IND;3;PRS;FIN	V;IPFV;NFIN;ACT
reprezintă	reprezentują	reprezenta	reprezentować	V;IND;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
reprezintă	reprezentuje	reprezenta	reprezentować	V;IND;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
număr	numer	număr	numer	N;INDF;MASC;SG	N;NOM;MASC;SG
număr	liczba	număr	liczba	N;INDF;MASC;SG	N;NOM;FEM;SG
sua	stany	sua	stany	N	N;NOM;MASC;PL
vechi	stary	vechi	stary	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
munții	góry	munte	góra	N;INDF;MASC;PL	N;NOM;FEM;PL
limbi	języki	limbă	język	N;INDF;FEM;PL	N;NOM;MASC;PL
limbi	języków	limbă	język	N;INDF;FEM;PL	N;GEN;MASC;PL
fel	rodzaj	fel	rodzaj	N;INDF;MASC;SG	N;NOM;MASC;SG
anterior	poprzednio	anterior	poprzednio	ADV	ADV
nouă	nowa	nou	nowy		
nouă	dziewięciu	nou	dziewięć		
nouă	nine	nou	niny		
nouă	dziewięć	nou	dziewięć		
lansat	zwolnione	lansat	zwolnić	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
lansat	wydane	lansat	wydać	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
lansat	wydany	lansat	wydać	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
lansat	zwolniony	lansat	zwolnić	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
lansat	wydana	lansat	wydać	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
lansat	uruchomiony	lansat	uruchomić	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
lansat	uruchomiona	lansat	uruchomić	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
informații	informacje	informație	informacja	N;INDF;FEM;PL	N;NOM;FEM;PL
titlu	nagłówek	titlu	nagłówek	N;INDF;MASC;SG	N;ACC;MASC;SG
titlu	tytuł	titlu	tytuł	N;INDF;MASC;SG	N;ACC;MASC;SG
titlu	tytuł	titlu	tytuł	N;INDF;MASC;SG	N;ACC;MASC;SG
goluri	bramki	gol	bramka	N;INDF;FEM;PL	N;ACC;FEM;PL
goluri	cele	gol	cel	N;INDF;FEM;PL	N;NOM;MASC;PL
goluri	celów	gol	cel	N;INDF;FEM;PL	N;GEN;MASC;PL
goluri	bramek	gol	bramek	N;INDF;FEM;PL	N;GEN;FEM;PL
album	album	album	album	N;INDF;MASC;SG	N;NOM;MASC;SG
album	płyta	album	płyta	N;INDF;MASC;SG	N;NOM;FEM;SG
color	kolorowy	color	kolorowy	ADJ	ADJ;NOM;MASC;SG
german	niemiecka	german	niemiecki	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
german	niemieckim	german	niemiecki	ADJ;INDF;MASC;SG	ADJ;INS;MASC;SG
german	niemieckie	german	niemiecki	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
german	niemiecki	german	niemiecki	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
des	często	des	często	ADV	ADV
începând	zaczyna	începe	zaczynać	V;V.MSDR	V;IPFV;IND;SG;3;PRS;FIN;ACT
începând	zaczynamy	începe	zaczynać	V;V.MSDR	V;IPFV;IND;PL;1;PRS;FIN;ACT
principal	dyrektor	principal	dyrektor	N;INDF;MASC;SG	N;NOM;MASC;SG
astăzi	dzisiaj	astăzi	dzisiaj	ADV	ADV
astăzi	dziś	astăzi	dziś	ADV	ADV
european	europejska	european	europejski	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
european	europejski	european	europejski	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
european	europejskiej	european	europejski	ADJ;INDF;MASC;SG	ADJ;GEN;FEM;SG
european	europejskie	european	europejski	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
mic	mały	mic	mały	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
mic	niewielkie	mic	niewielki	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
mic	mały	mic	mały	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
câștigat	wygrane	câștiga	wygrany	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
gen	płeć	gen	płeć	N;INDF;MASC;SG	N;NOM;FEM;SG
gen	gatunek	gen	gatunek	N;INDF;MASC;SG	N;NOM;MASC;SG
gen	rodzaj	gen	rodzaj	N;INDF;MASC;SG	N;NOM;MASC;SG
gen	rodzaju	gen	rodzaj	N;INDF;MASC;SG	N;GEN;MASC;SG
com	com	com	com		
com	kom	com	kom		
luat	zrobione	lua	zrobić	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
luat	podjęte	lua	podjąć	ADJ;INDF;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
murit	zmarł	muri	zemrzeć	V;MASC;SG;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
pol	polak	pol	polak	N;INDF;MASC;SG	N;NOM;MASC;SG
pol	biegun	pol	bieguny	N;INDF;MASC;SG	N;NOM;MASC;SG
pol	pole	pol	pole	N;INDF;MASC;SG	N;NOM;NEUT;SG
pol	słup	pol	słup	N;INDF;MASC;SG	N;NOM;MASC;SG
local	miejscowa	local	miejscowy	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
local	lokalny	local	lokalny	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
local	lokalna	local	lokalny	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
local	lokalne	local	lokalny	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
local	miejscowy	local	miejscowy	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
spacewatch	spacewatch	spacewatch	spacewat		
devine	staje	deveni	stawać	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
