oli	tuvo	olema	tener	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
küla	villa	küla	villa	N;NOM;SG	N;FEM;SG
küla	aldea	küla	aldea	N;NOM;SG	N;FEM;SG
samuti	igualmente	samuti	igualmente	ADV	ADV
samuti	además	samuti	además	ADV	ADV
samuti	también	samuti	también	ADV	ADV
linn	pueblo	linn	pueblo	N;NOM;SG	N;MASC;SG
linn	ciudad	linn	ciudad	N;NOM;SG	N;FEM;SG
linn	ciudad	linn	ciudad	N;NOM;SG	N;FEM;SG
need	éstas	see	este	PRO;NOM;PL	PRO;FEM;PL
need	estos	see	este	PRO;NOM;PL	PRO;MASC;PL
need	estas	see	este	PRO;NOM;PL	PRO;FEM;PL
need	éstos	see	este	PRO;NOM;PL	PRO;MASC;PL
need	esas	see	ese	PRO;NOM;PL	PRO;FEM;PL
need	aquellos	see	aquel	PRO;NOM;PL	PRO;MASC;PL
need	esos	see	ese	PRO;NOM;PL	PRO;MASC;PL
linna	pueblo	linn	pueblo	N;IN+ALL;LGSPEC1;SG	N;MASC;SG
linna	ciudad	linn	ciudad	N;IN+ALL;LGSPEC1;SG	N;FEM;SG
linna	ciudad	linn	ciudad	N;IN+ALL;LGSPEC1;SG	N;FEM;SG
maakond	condado	maakond	condado	N;NOM;SG	N;MASC;SG
all	debajo	all	debajo	ADV	ADV
all	abajo	all	abajo	ADV	ADV
all	debajo	all	debajo	ADV	ADV
väga	muy	väga	mucho	ADV	ADV
juba	ya	juba	ya	ADV	ADV
neid	éstas	see	este	PRO;PRT;PL	PRO;FEM;PL
neid	estos	see	este	PRO;PRT;PL	PRO;MASC;PL
neid	estas	see	este	PRO;PRT;PL	PRO;FEM;PL
neid	éstos	see	este	PRO;PRT;PL	PRO;MASC;PL
nime	nombre	nimi	nombre	N;PRT;SG	N;MASC;SG
nime	name	nimi	name	N;PRT;SG	N
nime	denominación	nimi	denominación	N;PRT;SG	N;FEM;SG
ainult	únicamente	ainult	únicamente	ADV	ADV
ainult	solo	ainult	solo	ADV	ADV
ainult	sólo	ainult	sólo	ADV	ADV
ainult	solamente	ainult	solamente	ADV	ADV
sest	porque	sest	porque	CONJ	CONJ
pilt	foto	pilt	foto	N;NOM;SG	N;FEM;SG
pilt	imagen	pilt	imagen	N;NOM;SG	N;FEM;SG
pilt	imágen	pilt	imágen	N;NOM;SG	N;FEM;SG
nõukogude	soviéticos	nõu_kogu	soviético	N;GEN;PL	N;MASC;PL
kuna	porque	kuna	porque	CONJ	CONJ
põhja	norte	põhi	norte	N;IN+ALL;LGSPEC1;SG	N;MASC;SG
põhja	norte	põhi	norte	N;IN+ALL;LGSPEC1;SG	N;MASC;SG
põhja	northern	põhi	northern	N;IN+ALL;LGSPEC1;SG	N
kell	reloj	kell	reloj	N;NOM;SG	N;MASC;SG
mitte	no	mitte	no	ADV;NEG	ADV;NEG
tänav	calle	tänav	calle	N;NOM;SG	N;FEM;SG
tänav	callejero	tänav	callejero	N;NOM;SG	N;MASC;SG
tänav	street	tänav	street	N;NOM;SG	N
jaanuar	enero	jaanuar	enero	N;NOM;SG	N
sajandi	siglo	sajand	siglo	N;GEN;SG	N;MASC;SG
alla	abajo	alla	abajo	ADV	ADV
seal	allí	seal	allí	ADV	ADV
seal	ahí	seal	ahí	ADV	ADV
kogu	colección	kogu	colección	N;NOM;SG	N;FEM;SG
kogu	coleccion	kogu	coleccionar	N;NOM;SG	N;FEM;SG
prantsuse	francesa	prantsuse	francés	ADJ	ADJ;FEM;SG
veebruar	febrero	veebruar	febrero	N;NOM;SG	N
enne	antes	enne	antes	ADV	ADV
lääne	west	lääs	west	N;NOM;SG	N;MASC;SG
lääne	occidente	lääs	occidente	N;NOM;SG	N;MASC;SG
lääne	oeste	lääs	oeste	N;NOM;SG	N;MASC;SG
lääne	occidente	lääs	occidente	N;NOM;SG	N;MASC;SG
lääne	western	lääs	western	N;NOM;SG	N;MASC;SG
lääne	oeste	lääs	oeste	N;NOM;SG	N;MASC;SG
juuli	julio	juuli	julio	N;NOM;SG	N
mai	mayo	mai	mayo	N;NOM;SG	N
mai	mai	mai	mai	N;NOM;SG	N;MASC
itaalia	italiana	itaalia	italiano	ADJ	ADJ;FEM;SG
näitleja	actriz	näitleja	actriz	N;NOM;SG	N;FEM;SG
näitleja	actor	näitleja	actor	N;NOM;SG	N;MASC;SG
liige	miembro	liige	miembro	N;NOM;SG	N;MASC;SG
suur	grande	suur	grande	ADJ;NOM;SG	ADJ;SG
suur	grande	suur	grande	ADJ;NOM;SG	ADJ;SG
suur	gran	suur	gran	ADJ;NOM;SG	ADJ;SG
juuni	junio	juuni	junio	N;NOM;SG	N
palju	mucho	palju	mucho	ADV	ADV
märts	marcha	märts	marcha	N;NOM;SG	N;FEM;SG
märts	marzo	märts	marzo	N;NOM;SG	N
september	setiembre	september	setiembre	N;NOM;SG	N
september	septiembre	september	septiembre	N;NOM;SG	N
korda	repetición	kord	repetición	N;PRT;SG	N;FEM;SG
kirjanik	escritora	kirjanik	escritora	N;NOM;SG	N;FEM;SG
kirjanik	escritor	kirjanik	escritor	N;NOM;SG	N;MASC;SG
kirjanik	writer	kirjanik	writer	N;NOM;SG	N;MASC;SG
teda	él	tema	él	PRO;PRT;SG;3	PRO;MASC;SG;3
teda	ella	tema	él	PRO;PRT;SG;3	PRO;FEM;SG;3
lõuna	almuerzo	lõuna	almuerzo	N;NOM;SG	N;MASC;SG
lõuna	southern	lõuna	southern	N;NOM;SG	N
lõuna	sur	lõuna	sur	N;NOM;SG	N;MASC;SG
lõuna	sur	lõuna	sur	N;NOM;SG	N;MASC;SG
valla	soltero	vald	soltero	N;NOM;SG	N;MASC;SG
valla	soltera	vald	soltera	N;NOM;SG	N;FEM;SG
valla	single	vald	single	N;NOM;SG	N;MASC;SG
oktoober	octubre	oktoober	octubre	N;NOM;SG	N
töötas	trabajó	töötama	trabajar	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
töötas	funcionó	töötama	funcionar	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
aprill	abril	aprill	abril	N;NOM;SG	N
karl	carlos	karl	carlo	N;NOM;SG	N;MASC;SG
uus	nuevo	uus	nuevo	ADJ;NOM;SG	ADJ;MASC;SG
uus	nueva	uus	nuevo	ADJ;NOM;SG	ADJ;FEM;SG
poola	polaca	poola	polaco	ADJ	ADJ;FEM;SG
detsember	diciembre	detsember	diciembre	N;NOM;SG	N
november	noviembre	november	noviembre	N;NOM;SG	N
president	president	president	president	N;NOM;SG	N;MASC;SG
president	presidenta	president	presidenta	N;NOM;SG	N;FEM;SG
president	presidente	president	presidente	N;NOM;SG	N;MASC;SG
kuningas	king	kuningas	king	N;NOM;SG	N
kuningas	rey	kuningas	rey	N;NOM;SG	N;MASC;SG
kirik	iglesia	kirik	iglesia	N;NOM;SG	N;FEM;SG
maa	maa	maa	mao	N;NOM;SG	N
maa	earth	maa	earth	N;NOM;SG	N
maa	tierra	maa	tierra	N;NOM;SG	N;FEM;SG
maa	land	maa	land	N;NOM;SG	N
maa	terreno	maa	terreno	N;NOM;SG	N;MASC;SG
maa	tierra	maa	tierra	N;NOM;SG	N;FEM;SG
tee	té	tee	té	N;NOM;SG	N;MASC;SG
tee	road	tee	road	N;NOM;SG	N;MASC
tee	camino	tee	camino	N;NOM;SG	N;MASC;SG
tee	carretera	tee	carretera	N;NOM;SG	N;FEM;SG
võimalik	posible	võimalik	posible	ADJ;NOM;SG	ADJ;SG
klubi	club	klubi	club	N;NOM;SG	N;MASC;SG
klubi	garrote	klubi	garrote	N;NOM;SG	N;MASC;SG
klubi	discoteca	klubi	discoteca	N;NOM;SG	N;FEM;SG
kuigi	aunque	kuigi	aunque	CONJ	CONJ
kuigi	aunque	kuigi	aunque	CONJ	CONJ
maailma	mundo	maa_ilm	mundo	N;PRT;SG	N;MASC;SG
maailma	world	maa_ilm	world	N;PRT;SG	N
mõis	mansión	mõis	mansión	N;NOM;SG	N;FEM;SG
mõis	mansión	mõis	mansión	N;NOM;SG	N;FEM;SG
mõis	manor	mõis	manor	N;NOM;SG	N;MASC;SG
jäi	permaneció	jääma	permanecer	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
koduleht	website	kodu_leht	website	N;NOM;SG	N;MASC;SG
koduleht	web	kodu_leht	web	N;NOM;SG	N;FEM;SG
koduleht	sitio	kodu_leht	sitio	N;NOM;SG	N;MASC;SG
võitis	ganó	võitma	ganar	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
rohkem	más	rohkem	más	ADV	ADV
rohkem	mas	rohkem	mas	ADV	ADV
tavaliselt	habitualmente	tavaliselt	habitualmente	ADV	ADV
tavaliselt	normalmente	tavaliselt	normalmente	ADV	ADV
tavaliselt	generalmente	tavaliselt	generalmente	ADV	ADV
tavaliselt	usualmente	tavaliselt	usualmente	ADV	ADV
tavaliselt	normalmente	tavaliselt	normalmente	ADV	ADV
tuleb	viene	tulema	venir	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
tuleb	viene	tulema	venir	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
tuleb	llegando	tulema	llegar	V;IND;SG;3;PRS;FIN;ACT	V;V.MSDR
tuleb	venir	tulema	venir	V;IND;SG;3;PRS;FIN;ACT	V;NFIN
tuntud	conocidas	tuntud	conocido	ADJ;PST;V.PTCP;PASS	ADJ;FEM;PL;V.PTCP
tuntud	conocida	tuntud	conocido	ADJ;PST;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
tuntud	conocido	tuntud	conocido	ADJ;PST;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
tuntud	conocidos	tuntud	conocido	ADJ;PST;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
tuli	incendio	tuli	incendio	N;NOM;SG	N;MASC;SG
tuli	fuego	tuli	fuego	N;NOM;SG	N;MASC;SG
vana	viejo	vana	viejo	ADJ;NOM;SG	ADJ;MASC;SG
vana	antiguo	vana	antiguo	ADJ;NOM;SG	ADJ;MASC;SG
vana	antigua	vana	antiguo	ADJ;NOM;SG	ADJ;FEM;SG
vana	vieja	vana	viejo	ADJ;NOM;SG	ADJ;FEM;SG
seejärel	luego	see_järel	luego	ADV	ADV
seejärel	entonces	see_järel	entonces	ADV	ADV
seejärel	posteriormente	see_järel	posteriormente	ADV	ADV
isa	papá	isa	papá	N;NOM;SG	N;MASC;SG
isa	papa	isa	papa	N;NOM;SG	N;MASC;SG
isa	padre	isa	padre	N;NOM;SG	N;MASC;SG
ida	eastern	ida	eastern	N;NOM;SG	N;MASC;SG
ida	oriente	ida	oriente	N;NOM;SG	N;MASC;SG
ida	east	ida	east	N;NOM;SG	N;MASC;SG
ida	ida	ida	ida	N;NOM;SG	N;FEM;SG
nimi	nombre	nimi	nombre	N;NOM;SG	N;MASC;SG
nimi	name	nimi	name	N;NOM;SG	N
nimi	denominación	nimi	denominación	N;NOM;SG	N;FEM;SG
peamiselt	principalmente	peamiselt	principalmente	ADV	ADV
peamiselt	principalmente	peamiselt	principalmente	ADV	ADV
peamiselt	primordialmente	peamiselt	primordialmente	ADV	ADV
peamiselt	principalmente	peamiselt	principalmente	ADV	ADV
peamiselt	mayormente	peamiselt	mayormente	ADV	ADV
mõisa	patrimonio	mõis	patrimonio	N;PRT;SG	N;MASC;SG
mõisa	finca	mõis	finca	N;PRT;SG	N;FEM;SG
õppis	aprendió	õppima	aprender	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
suri	murió	surema	morir	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
keel	lengua	keel	lengua	N;NOM;SG	N;FEM;SG
keel	idioma	keel	idioma	N;NOM;SG	N;MASC;SG
keel	lenguaje	keel	lenguaje	N;NOM;SG	N;MASC;SG
suure	grande	suur	grande	ADJ;GEN;SG	ADJ;SG
suure	grande	suur	grande	ADJ;GEN;SG	ADJ;SG
suure	gran	suur	gran	ADJ;GEN;SG	ADJ;SG
suure	grandioso	suur	grandioso	ADJ;GEN;SG	ADJ;MASC;SG
suure	genial	suur	genial	ADJ;GEN;SG	ADJ;SG
suure	estupendo	suur	estupendo	ADJ;GEN;SG	ADJ;MASC;SG
suure	gran	suur	gran	ADJ;GEN;SG	ADJ;SG
järv	lago	järv	lago	N;NOM;SG	N;MASC;SG
järv	laguna	järv	laguna	N;NOM;SG	N;FEM;SG
andis	dio	andma	dar	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
andis	dió	andma	dar	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
prantsusmaa	france	prantsus_maa	france	N;NOM;SG	N;FEM;SG
jalgpallur	futbolista	jalg_pallur	futbolista	N;NOM;SG	N;SG
eriti	particularmente	eriti	particularmente	ADV	ADV
eriti	especialmente	eriti	especialmente	ADV	ADV
eriti	especialmente	eriti	especialmente	ADV	ADV
elu	vida	elu	vida	N;NOM;SG	N;FEM;SG
elu	life	elu	life	N;NOM;SG	N
taani	danesa	taani	danés	ADJ	ADJ;FEM;SG
poeg	hijo	poeg	hijo	N;NOM;SG	N;MASC;SG
jaan	jaan	jaan	janar	N;NOM;SG	N
peab	debe	pidama	deber	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
ümber	alrededor	ümber	alrededor	ADV	ADV
väike	pequeño	väike	pequeño	ADJ;NOM;SG	ADJ;MASC;SG
väike	pequeña	väike	pequeño	ADJ;NOM;SG	ADJ;FEM;SG
väike	pequeño	väike	pequeño	ADJ;NOM;SG	ADJ;MASC;SG
väike	pequeña	väike	pequeño	ADJ;NOM;SG	ADJ;FEM;SG
väike	poquito	väike	poquito	ADJ;NOM;SG	ADJ;MASC;SG
kuulub	pertenece	kuuluma	pertenecer	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
osales	asistió	osalema	asistir	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
osales	participó	osalema	participar	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
friedrich	friedrich	friedrich	friedrich	N;NOM;SG	N;MASC;SG
koht	lugar	koht	lugar	N;NOM;SG	N;MASC;SG
koht	place	koht	place	N;NOM;SG	N
arv	número	arv	número	N;NOM;SG	N;MASC;SG
arv	numero	arv	numero	N;NOM;SG	N;MASC;SG
endine	antiguo	endine	antiguo	ADJ;NOM;SG	ADJ;MASC;SG
endine	ex	endine	ex	ADJ;NOM;SG	ADJ
külas	pueblo	küla	pueblo	N;IN+ESS;SG	N;MASC;SG
külas	villa	küla	villa	N;IN+ESS;SG	N;FEM;SG
külas	aldea	küla	aldea	N;IN+ESS;SG	N;FEM;SG
külas	visita	küla	visita	N;IN+ESS;SG	N;FEM;SG
hakkas	comenzó	hakkama	comenzar	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
hakkas	comenzado	hakkama	comenzar	V;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
paul	pablo	paul	pablo	N;NOM;SG	N;MASC;SG
laulja	cantor	laulja	cantor	N;NOM;SG	N;MASC;SG
laulja	cantante	laulja	cantante	N;NOM;SG	N;SG
hispaania	española	hispaania	español	ADJ	ADJ;FEM;SG
johannes	johannes	johanne	johanne	N;NOM;SG	N;MASC
new	novedad	new	novedad	N;NOM;SG	N;FEM;SG
kreeka	griega	kreeka	griego	ADJ	ADJ;FEM;SG
päritolu	procedencia	pärit_olu	procedencia	N;NOM;SG	N;FEM;SG
päritolu	origen	pärit_olu	origen	N;NOM;SG	N;MASC;SG
päritolu	origen	pärit_olu	origen	N;NOM;SG	N;MASC;SG
johann	johann	johann	johann	N;NOM;SG	N;MASC;SG
edasi	adelante	edasi	adelante	ADV	ADV
kiriku	iglesia	kirik	iglesia	N;NOM;SG	N;FEM;SG
briti	británica	briti	británico	ADJ	ADJ;FEM;SG
püha	santa	püha	santo	ADJ;NOM;SG	ADJ;FEM;SG
ukraina	ucraniana	ukraina	ucraniano	ADJ	ADJ;FEM;SG
ukraina	ucraniano	ukraina	ucraniano	ADJ	ADJ;MASC;SG
võttis	tomó	võtma	tomar	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
keele	lengua	keel	lengua	N;GEN;SG	N;FEM;SG
keele	lengua	keel	lengua	N;GEN;SG	N;FEM;SG
keele	idioma	keel	idioma	N;GEN;SG	N;MASC;SG
keele	lenguaje	keel	lenguaje	N;GEN;SG	N;MASC;SG
loend	lista	loend	lista	N;NOM;SG	N;FEM;SG
mail	correo	mai	correo	N;AT+ESS
;SG	N;MASC;SG
mail	correspondencia	mai	correspondencia	N;AT+ESS
;SG	N;FEM;SG
mail	mail	mai	mail	N;AT+ESS
;SG	N;MASC;SG
austria	austríaca	austria	austríaco	ADJ	ADJ;FEM;SG
austria	austriaca	austria	austriaco	ADJ	ADJ;FEM;SG
õpetaja	maestro	õpetaja	maestro	N;NOM;SG	N;MASC;SG
õpetaja	master	õpetaja	master	N;NOM;SG	N;MASC;SG
õpetaja	máster	õpetaja	máster	N;NOM;SG	N;MASC;SG
õpetaja	maestra	õpetaja	maestro	N;NOM;SG	N;FEM;SG
õpetaja	maestro	õpetaja	maestro	N;NOM;SG	N;MASC;SG
õpetaja	docente	õpetaja	docente	N;NOM;SG	N;SG
õpetaja	profesor	õpetaja	profesor	N;NOM;SG	N;MASC;SG
õpetaja	profesora	õpetaja	profesora	N;NOM;SG	N;FEM;SG
surma	fallecimiento	surm	fallecimiento	N;PRT;SG	N;MASC;SG
surma	death	surm	death	N;PRT;SG	N
surma	muerte	surm	muerte	N;PRT;SG	N;FEM;SG
surma	defunción	surm	defunción	N;PRT;SG	N;FEM;SG
keskus	centro	keskus	centro	N;NOM;SG	N;MASC;SG
keskus	center	keskus	center	N;NOM;SG	N;MASC;SG
keskus	centro	keskus	centro	N;NOM;SG	N;MASC;SG
keskus	centre	keskus	centre	N;NOM;SG	N;MASC;SG
varem	anteriormente	varem	anteriormente	ADV	ADV
varem	previamente	varem	previamente	ADV	ADV
varem	antes	varem	antes	ADV	ADV
varem	anteriormente	varem	anteriormente	ADV	ADV
ega	tampoco	ega	tampoco	ADV;NEG	ADV
jõgi	rio	jõgi	rio	N;NOM;SG	N;MASC;SG
jõgi	río	jõgi	río	N;NOM;SG	N;MASC;SG
tegi	hizo	tegema	hacer	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
pool	medio	pool	medio	NUM;NOM;SG	NUM;MASC;SG
leedu	lituano	leedu	lituano	ADJ	ADJ;MASC;SG
leedu	lituana	leedu	lituano	ADJ	ADJ;FEM;SG
mõned	algunas	mõni	alguno	PRO;NOM;PL	PRO;FEM;PL
mõned	algunos	mõni	alguno	PRO;NOM;PL	PRO;MASC;PL
jaapani	japonesas	jaapani	japonés	ADJ	ADJ;FEM;PL
jaapani	japonesa	jaapani	japonés	ADJ	ADJ;FEM;SG
sageli	frecuentemente	sageli	frecuentemente	ADV	ADV
sageli	frecuentemente	sageli	frecuentemente	ADV	ADV
raamat	libro	raamat	libro	N;NOM;SG	N;MASC;SG
ungari	húngara	ungari	húngaro	ADJ	ADJ;FEM;SG
siin	aquí	siin	aquí	ADV	ADV
siin	acá	siin	acá	ADV	ADV
esimees	presidenta	esi_mees	presidenta	N;NOM;SG	N;FEM;SG
esimees	presidente	esi_mees	presidente	N;NOM;SG	N;MASC;SG
esimees	presidenta	esi_mees	presidenta	N;NOM;SG	N;FEM;SG
esimees	presidente	esi_mees	presidente	N;NOM;SG	N;MASC;SG
alustas	comenzó	alustama	comenzar	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
alustas	comenzado	alustama	comenzar	V;IND;SG;3;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
riik	pais	riik	pais	N;NOM;SG	N;MASC;SG
riik	país	riik	país	N;NOM;SG	N;MASC;SG
riik	state	riik	state	N;NOM;SG	N
riik	estado	riik	estado	N;NOM;SG	N;MASC;SG
perekond	famila	perekond	famila	N;NOM;SG	N;FEM;SG
perekond	familia	perekond	familia	N;NOM;SG	N;FEM;SG
ilmus	apareció	ilmuma	aparecer	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
lähedal	cerca	lähedal	cerca	ADV	ADV
lähedal	cerca	lähedal	cerca	ADV	ADV
lähedal	cerca	lähedal	cerca	ADV	ADV
isegi	incluso	isegi	incluso	ADV	ADV
isegi	aun	isegi	aun	ADV	ADV
enamasti	principalmente	enamasti	principalmente	ADV	ADV
enamasti	mayormente	enamasti	mayormente	ADV	ADV
sajand	siglo	sajand	siglo	N;NOM;SG	N;MASC;SG
elas	vivió	elama	vivir	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
saar	isla	saar	isla	N;NOM;SG	N;FEM;SG
saar	sarre	saar	sarre	N;NOM;SG	N;MASC;SG
helilooja	compositor	heli_looja	compositor	N;NOM;SG	N;MASC;SG
helilooja	compositora	heli_looja	compositora	N;NOM;SG	N;FEM;SG
saa	conseguir	saama	conseguir	V;IMP;SG;2;PRS;FIN;ACT	V;NFIN
saa	obtener	saama	obtener	V;IMP;SG;2;PRS;FIN;ACT	V;NFIN
heinrich	heinrich	heinrich	heinrich	N;NOM;SG	N;MASC;SG
pindala	superficie	pind_ala	superficie	N;NOM;SG	N;FEM;SG
pindala	zona	pind_ala	zona	N;NOM;SG	N;FEM;SG
pindala	area	pind_ala	area	N;NOM;SG	N;FEM;SG
pindala	área	pind_ala	área	N;NOM;SG	N;FEM;SG
pikkus	eslora	pikkus	eslora	N;NOM;SG	N;FEM;SG
pikkus	longitud	pikkus	longitud	N;NOM;SG	N;FEM;SG
robert	roberto	robert	roberto	N;NOM;SG	N;MASC;SG
aega	hora	aeg	hora	N;PRT;SG	N;FEM;SG
aega	tiempo	aeg	tiempo	N;PRT;SG	N;MASC;SG
aega	time	aeg	time	N;PRT;SG	N
tähendab	significa	tähendama	significar	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
ema	mamá	ema	mamá	N;NOM;SG	N;FEM;SG
ema	mama	ema	mama	N;NOM;SG	N;FEM;SG
ema	mama	ema	mama	N;NOM;SG	N;FEM;SG
ema	mamá	ema	mamá	N;NOM;SG	N;FEM;SG
ema	mamá	ema	mamá	N;NOM;SG	N;FEM;SG
ema	mama	ema	mama	N;NOM;SG	N;FEM;SG
ema	mom	ema	mom	N;NOM;SG	N
ema	madre	ema	madre	N;NOM;SG	N;FEM;SG
postimees	cartero	posti_mees	cartero	N;NOM;SG	N;MASC;SG
akadeemia	academy	akadeemia	academy	N;NOM;SG	N
akadeemia	academia	akadeemia	academia	N;NOM;SG	N;FEM;SG
peeter	pedro	peeter	pedro	N;NOM;SG	N;MASC;SG
peeter	peter	peeter	peter	N;NOM;SG	N;MASC;SG
aja	hora	aeg	hora	N;GEN;SG	N;FEM;SG
aja	tiempo	aeg	tiempo	N;GEN;SG	N;MASC;SG
aja	time	aeg	time	N;GEN;SG	N
valmis	listos	valmis	listo	ADJ	ADJ;MASC;PL
valmis	listo	valmis	listo	ADJ	ADJ;MASC;SG
valmis	preparados	valmis	preparado	ADJ	ADJ;MASC;PL;V.PTCP
nõukogu	concilio	nõu_kogu	concilio	N;NOM;SG	N;MASC;SG
nõukogu	consejo	nõu_kogu	consejo	N;NOM;SG	N;MASC;SG
nõukogu	concejo	nõu_kogu	concejo	N;NOM;SG	N;MASC;SG
liiga	también	liiga	también	ADV	ADV
