まで	inntil	まで	inntil	ADP	ADP
監督	oppsyn	監督	oppsyn	N	N;INDF;MASC;SG
監督	tilsyn	監督	tilsyn	N	N;INDF;NEUT;SG
鉄道	jernbane	鉄道	jernbane	N	N;INDF;FEM;SG
鉄道	railway	鉄道	railway	N	N;INDF;MASC;SG
使用	bruke	使用	bruke	V	V;NFIN
明治	meiji	明治	meiji	N	N
時間	timer	時間	time	N	N;INDF;FEM;PL
時間	åpningstidene	時間	åpningstid	N	N;DEF;FEM;PL
時間	åpningstider	時間	åpningstid	N	N;INDF;FEM;PL
時間	åpningstid	時間	åpningstid	N	N;INDF;FEM;SG
時間	hour	時間	hour	N	N;INDF;MASC;SG
時間	time	時間	time	N	N;INDF;MASC;SG
時間	tid	時間	tid	N	N;INDF;FEM;SG
時間	klokkeslett	時間	klokkeslett	N	N;INDF;FEM;SG
時間	gang	時間	gang	N	N;INDF;MASC;SG
開始	begynne	開始	begynne	V	V;NFIN
開始	begynne	開始	begynne	V	V;NFIN
開始	starte	開始	starte	V	V;NFIN
シリーズ	serie	シリーズ	serie	N	N;INDF;MASC;SG
シリーズ	rekke	シリーズ	rekke	N	N;INDF;FEM;SG
記事	artikkel	記事	artikkel	N	N;INDF;MASC;SG
記事	artikkelen	記事	artikkel	N	N;DEF;MASC;SG
記事	hendelse	記事	hendelse	N	N;INDF;MASC;SG
記事	story	記事	story	N	N;INDF;MASC;SG
記事	historie	記事	historie	N	N;INDF;FEM;SG
記事	hendelser	記事	hendelse	N	N;INDF;NEUT;SG
記事	historier	記事	historie	N	N;INDF;FEM;PL
記事	hendingar	記事	hending	N	N;INDF;FEM;PL
記事	fortellinger	記事	fortellinger	N	N;INDF;FEM;PL
記事	artikler	記事	artikke	N	N;INDF;FEM;PL
選手	atleter	選手	atleter	N	N;INDF;FEM;PL
選手	utøverne	選手	utøverne	N	N;INDF;MASC;SG
選手	utøvere	選手	utøvere	N	N;INDF;SG
選手	idrettsutøvere	選手	idrettsutøvere	N	N;INDF;NEUT;SG
選手	idrettsfolk	選手	idrettsfolk	N	N;INDF;NEUT;PL
しかし	men	しかし	men	CONJ	CONJ
大会	convention	大会	convention	N	N;INDF;NEUT;SG
チーム	lagene	チーム	lage	N	N;DEF;FEM;PL
チーム	teamene	チーム	team	N	N;INDF;MASC;SG
チーム	team	チーム	team	N	N;INDF;NEUT;SG
チーム	lag	チーム	lag	N	N;INDF;NEUT;SG
チーム	laget	チーム	lag	N	N;DEF;NEUT;SG
チーム	team	チーム	team	N	N;INDF;NEUT;SG
優勝	vinne	優勝	vinne	V	V;NFIN
作詞	tekster	作詞	tekst	N	N;INDF;FEM;PL
国際	international	国際	international	N	N;INDF;NEUT;SG
一部	some	一部	some	N	N
結果	resultat	結果	resultat	N	N;INDF;NEUT;SG
結果	resultater	結果	resultater	N	N;INDF;FEM;PL
結果	resultat	結果	resultat	N	N;INDF;NEUT;SG
アルバム	album	アルバム	album	N	N;INDF;NEUT;SG
アルバム	albumet	アルバム	album	N	N;DEF;NEUT;SG
アルバム	album	アルバム	album	N	N;INDF;NEUT;SG
アルバム	albumene	アルバム	albume	N	N;DEF;FEM;PL
ゲーム	spilling	ゲーム	spilling	N	N;INDF;FEM;SG
ゲーム	spill	ゲーム	spill	N	N;INDF;NEUT;SG
ゲーム	kampstart	ゲーム	kampstart	N	N;INDF;MASC;SG
ゲーム	game	ゲーム	game	N	N
ゲーム	spill	ゲーム	spill	N	N;INDF;NEUT;SG
ゲーム	spel	ゲーム	spel	N	N;INDF;NEUT;SG
ゲーム	games	ゲーム	game	N	N;INDF;MASC;SG
ゲーム	kamper	ゲーム	kamp	N	N;INDF;FEM;PL
問題	problem	問題	problem	N	N;INDF;NEUT;PL
問題	problem	問題	problem	N	N;INDF;NEUT;PL
問題	problemet	問題	problem	N	N;DEF;NEUT;SG
問題	problemer	問題	problem	N	N;INDF;MASC;PL
問題	problemstillinger	問題	problemstilling	N	N;INDF;FEM;PL
問題	saker	問題	sak	N	N;INDF;FEM;PL
問題	problemer	問題	problem	N	N;INDF;MASC;PL
リーグ	league	リーグ	league	N	N;INDF;MASC;SG
リーグ	forbund	リーグ	forbunde	N	N;INDF;NEUT;SG
事業	bedriften	事業	bedrift	N	N;DEF;MASC;SG
事業	business	事業	business	N	N;INDF;MASC;SG
事業	virksomhet	事業	virksomhet	N	N;INDF;MASC;SG
事業	bedrift	事業	bedrift	N	N;INDF;FEM;SG
音楽	music	音楽	music	N	N;INDF;MASC;SG
音楽	musikk	音楽	musikk	N	N;INDF;MASC;SG
転送	overføre	転送	overføre	V	V;NFIN
情報	info	情報	info	N	N;INDF;MASC;SG
情報	informasjon	情報	informasjon	N	N;INDF;MASC;SG
情報	informasjon	情報	informasjon	N	N;INDF;MASC;SG
情報	informasjonen	情報	informasjon	N	N;DEF;MASC;SG
情報	opplysninger	情報	opplysninger	N	N;INDF;FEM;PL
公式	offisielt	公式	offisiell	ADJ	ADJ;INDF;NEUT;SG
公式	offisiell	公式	offisiell	ADJ	ADJ;INDF;SG
公式	offisielle	公式	offisiell	ADJ	ADJ;PL
地域	regioner	地域	regionere	N	N;INDF;MASC;PL
地域	region	地域	region	N	N;INDF;MASC;SG
変更	modifisere	変更	modifisere	V	V;NFIN
変更	endre	変更	endre	V	V;NFIN
サイト	nettsted	サイト	nettsted	N	N;INDF;NEUT;SG
サイト	nettstedet	サイト	nettsted	N	N;DEF;NEUT;SG
サイト	site	サイト	sitje	N	N;INDF;MASC;SG
サイト	nettsteder	サイト	nettstede	N	N;INDF;MASC;SG
関係	relasjon	関係	relasjon	N	N;INDF;MASC;SG
関係	relasjoner	関係	relasjon	N	N;INDF;MASC;SG
クラブ	club	クラブ	club	N	N;INDF;MASC;SG
クラブ	klubb	クラブ	klubb	N	N;INDF;MASC;SG
クラブ	klubber	クラブ	klubbe	N	N;INDF;FEM;PL
クラブ	klubbene	クラブ	klubbe	N	N;DEF;FEM;PL
クラブ	køller	クラブ	kølle	N	N;INDF;FEM;PL
中央	central	中央	central	N	N;INDF;MASC;SG
中央	sentrum	中央	sentrum	N	N;INDF;NEUT;SG
中央	center	中央	cente	N	N;INDF;NEUT;SG
中央	senter	中央	senter	N	N;INDF;NEUT;SG
中央	senter	中央	senter	N	N;INDF;NEUT;SG
中央	centre	中央	cente	N	N;INDF;MASC;SG
設立	etablerte	設立	etablere	V	V;IND;PST;FIN
考え	tenker	考える	tenke	V	V;IND;PRS;FIN
教育	utdannelse	教育	utdannelse	N	N;INDF;MASC;SG
教育	utdanning	教育	utdanning	N	N;INDF;FEM;SG
プロ	pro	プロ	pro	N	N
プロ	proff	プロ	proff	N	N;INDF;MASC;SG
編集	redigere	編集	redigere	V	V;NFIN
編集	redigerer	編集	redigere	V	V;IND;PRS;FIN
編集	redigerer	編集	redigere	V	V;IND;PRS;FIN
編集	redigere	編集	redigere	V	V;NFIN
編集	modifisere	編集	modifisere	V	V;NFIN
シーズン	sesong	シーズン	sesong	N	N;INDF;MASC;SG
シーズン	sesongen	シーズン	sesong	N	N;DEF;MASC;SG
シーズン	årstid	シーズン	årstid	N	N;INDF;FEM;SG
シーズン	seasons	シーズン	seasons	N	N;INDF;NEUT;SG
シーズン	sesonger	シーズン	sesonger	N	N;INDF;MASC;SG
シーズン	årstider	シーズン	årstid	N	N;INDF;FEM;PL
シーズン	årstidene	シーズン	årstid	N	N;DEF;FEM;PL
シーズン	sesongene	シーズン	sesong	N	N;DEF;MASC;PL
ファイル	arkiv	ファイル	arkiv	N	N;INDF;NEUT;SG
ファイル	filer	ファイル	file	N	N;INDF;NEUT;PL
ファイル	filene	ファイル	file	N	N;DEF;FEM;PL
ファイル	mapper	ファイル	mappe	N	N;INDF;FEM;PL
ファイル	fil	ファイル	fil	N	N;INDF;MASC;SG
都市	city	都市	city	N	N
都市	byen	都市	by	N	N;DEF;MASC;SG
都市	poststed	都市	poststed	N	N;INDF;MASC;SG
都市	by	都市	by	N	N;INDF;MASC;SG
都市	byer	都市	by	N	N;INDF;FEM;PL
出版	publiserer	出版	publisere	V	V;IND;PRS;FIN
出版	publisere	出版	publisere	V	V;NFIN
会社	firma	会社	firme	N	N;INDF;NEUT;SG
会社	firma	会社	firme	N	N;INDF;NEUT;SG
会社	selskap	会社	selskap	N	N;INDF;NEUT;SG
会社	kompani	会社	kompani	N	N;INDF;NEUT;SG
会社	bedrift	会社	bedrift	N	N;INDF;FEM;SG
会社	bedrifter	会社	bedrift	N	N;INDF;FEM;PL
会社	selskaper	会社	selskap	N	N;INDF;MASC;PL
世紀	århundrer	世紀	århundre	N	N;INDF;FEM;PL
世紀	århundre	世紀	århundre	N	N;INDF;NEUT;SG
ノート	notat	ノート	notat	N	N;INDF;NEUT;SG
ノート	merknad	ノート	merknad	N	N;INDF;MASC;SG
ノート	notatet	ノート	notat	N	N;DEF;NEUT;SG
ノート	note	ノート	note	N	N;INDF;MASC;SG
ノート	merknader	ノート	merknad	N	N;INDF;MASC;PL
ノート	notat	ノート	notat	N	N;INDF;NEUT;SG
ノート	notater	ノート	notat	N	N;INDF;MASC;SG
社会	society	社会	society	N	N;INDF;NEUT;SG
社会	samfunnet	社会	samfunn	N	N;DEF;NEUT;SG
社会	samfunn	社会	samfunn	N	N;INDF;NEUT;SG
社会	samfunn	社会	samfunn	N	N;INDF;NEUT;SG
開催	held	開催	halde	V	V;IND;PRS;FIN
シングル	single	シングル	single	N	N;INDF;MASC;SG
シングル	singel	シングル	singel	N	N;INDF;MASC;SG
センター	sentrum	センター	sentrum	N	N;INDF;NEUT;SG
センター	center	センター	cente	N	N;INDF;NEUT;SG
センター	senter	センター	senter	N	N;INDF;NEUT;SG
センター	senter	センター	senter	N	N;INDF;NEUT;SG
センター	centre	センター	cente	N	N;INDF;MASC;SG
終了	slutte	終了	slutte	V	V;NFIN
終了	fullførte	終了	fullføre	V	V;IND;PST;FIN
中心	sentrum	中心	sentrum	N	N;INDF;NEUT;SG
中心	center	中心	cente	N	N;INDF;NEUT;SG
中心	senter	中心	senter	N	N;INDF;NEUT;SG
中心	senter	中心	senter	N	N;INDF;NEUT;SG
中心	centre	中心	cente	N	N;INDF;MASC;SG
内容	innhold	内容	innhold	N	N;INDF;NEUT;SG
内容	innhald	内容	innhald	N	N;INDF;NEUT;SG
内容	innholdet	内容	innhold	N	N;DEF;NEUT;SG
内容	innhold	内容	innhold	N	N;INDF;NEUT;SG
文化	kulturen	文化	kultur	N	N;DEF;MASC;SG
文化	kultur	文化	kultur	N	N;INDF;MASC;SG
ドラマ	drama	ドラマ	drama	N	N;INDF;NEUT;SG
ドラマ	dramatikk	ドラマ	dramatikk	N	N;INDF;MASC;SG
ドラマ	dramaer	ドラマ	drama	N	N;INDF;MASC;PL
選手権	mesterskap	選手権	mesterskap	N	N;INDF;NEUT;SG
選手権	allround	選手権	allround	N	N;INDF;MASC;SG
選手権	mesterskap	選手権	mesterskap	N	N;INDF;NEUT;SG
選手権	championship	選手権	championship	N	N;INDF;MASC;SG
野球	baseball	野球	baseball	N	N;INDF;MASC;SG
以下	below	以下	below	N	N;INDF;SG
マン	mann	マン	mann	N	N;INDF;MASC;SG
人物	person	人物	person	N	N;INDF;MASC;SG
人物	personen	人物	person	N	N;DEF;MASC;SG
文庫	bunko	文庫	bunko	N	N;INDF;MASC;SG
公開	publisere	公開	publisere	V	V;NFIN
最終	finale	最終	finale	N	N;INDF;MASC;SG
最終	final	最終	final	N	N;INDF;MASC;SG
一般	general	一般	general	N	N;INDF;MASC;SG
歴史	historikk	歴史	historikk	N	N;INDF;MASC;SG
歴史	history	歴史	history	N	N;INDF;NEUT;SG
歴史	historie	歴史	historie	N	N;INDF;FEM;SG
選挙	valget	選挙	valg	N	N;DEF;NEUT;SG
選挙	valg	選挙	valg	N	N;INDF;NEUT;SG
計画	planlegging	計画	planlegging	N	N;INDF;FEM;SG
計画	plan	計画	plan	N	N;INDF;MASC;SG
計画	planene	計画	plan	N	N;DEF;MASC;PL
計画	planer	計画	plan	N	N;INDF;MASC;PL
経済	økonomi	経済	økonomi	N	N;INDF;MASC;SG
ページ	sida	ページ	side	N	N;DEF;FEM;SG
ページ	side	ページ	side	N	N;INDF;FEM;SG
ページ	page	ページ	page	N	N;INDF;MASC;SG
ページ	sidene	ページ	side	N	N;DEF;FEM;PL
ページ	sider	ページ	side	N	N;INDF;FEM;PL
教授	professor	教授	professor	N	N;INDF;MASC;SG
ラジオ	radioen	ラジオ	radio	N	N;DEF;MASC;SG
ラジオ	radio	ラジオ	radio	N	N;INDF;MASC;SG
劇場	theater	劇場	theater	N	N;INDF;NEUT;SG
劇場	teater	劇場	teater	N	N;INDF;NEUT;SG
劇場	teater	劇場	teater	N	N;INDF;NEUT;SG
劇場	theatre	劇場	theatre	N	N;INDF;NEUT;SG
グループ	gruppe	グループ	gruppe	N	N;INDF;FEM;SG
グループ	gruppen	グループ	grupp	N	N;DEF;MASC;SG
グループ	grupper	グループ	gruppe	N	N;INDF;FEM;PL
グループ	gruppene	グループ	gruppe	N	N;DEF;FEM;PL
英語	engelsk	英語	engelsk	N	N;INDF;MASC;SG
女性	woman	女性	woman	N	N;INDF;MASC;SG
女性	kvinne	女性	kvinne	N	N;INDF;FEM;SG
女性	hunkjønn	女性	hunkjønn	N	N;INDF;NEUT;SG
女性	hunn	女性	hunn	N	N;INDF;MASC;SG
女性	kvinne	女性	kvinne	N	N;INDF;FEM;SG
女性	female	女性	female	N	N;INDF;MASC;SG
女性	kvinnelig	女性	kvinnelig	N	N;INDF;MASC;SG
女性	kvinner	女性	kvinne	N	N;INDF;FEM;PL
女性	kvinnfolk	女性	kvinnfolk	N	N;INDF;NEUT;SG
地区	distriktet	地区	distrikt	N	N;DEF;NEUT;SG
地区	distrikt	地区	distrikt	N	N;INDF;NEUT;SG
得点	poeng	得点	poeng	N	N;INDF;NEUT;SG
得点	score	得点	score	N	N;INDF;NEUT;SG
得点	poengsum	得点	poengsum	N	N;INDF;NEUT;SG
得点	snes	得点	snes	N	N;INDF;MASC;SG
コメント	kommentar	コメント	kommentar	N	N;INDF;MASC;SG
コメント	kommentarar	コメント	kommentar	N	N;INDF;MASC;PL
コメント	kommentarer	コメント	kommentar	N	N;INDF;FEM;PL
漫画	tegneserier	漫画	tegneserie	N	N;INDF;NEUT;SG
漫画	tegneserie	漫画	tegneserie	N	N;INDF;MASC;SG
漫画	manga	漫画	manga	N	N;INDF;MASC;SG
攻撃	angriper	攻撃	angripe	V	V;IND;PRS;FIN
攻撃	angrip	攻撃	angrip	V	V;IND;PRS;FIN
攻撃	angriper	攻撃	angripe	V	V;IND;PRS;FIN
議員	senator	議員	senator	N	N;INDF;MASC;SG
全国	landsomfattende	全国	landsomfattende	N	N;INDF;NEUT;SG
協会	forening	協会	forening	N	N;INDF;FEM;SG
協会	association	協会	association	N	N
路線	ruter	路線	rute	N	N;INDF;FEM;PL
自分	myself	自分	myself	N	N;INDF;MASC;SG
戦争	krigen	戦争	krig	N	N;DEF;MASC;SG
戦争	krig	戦争	krig	N	N;INDF;MASC;SG
戦争	krigene	戦争	krig	N	N;DEF;FEM;PL
番号	tall	番号	tall	N	N;INDF;NEUT;SG
番号	nummer	番号	nummer	N	N;INDF;NEUT;SG
番号	number	番号	number	N	N
番号	antall	番号	antall	N	N;INDF;NEUT;SG
最初	forst	最初	forst	N	N;INDF;MASC;SG
最初	first	最初	first	N	N
期間	varighet	期間	varighet	N	N;INDF;FEM;SG
期間	punktum	期間	punktum	N	N;INDF;NEUT;SG
期間	perioden	期間	periode	N	N;DEF;MASC;SG
期間	periode	期間	periode	N	N;INDF;MASC;SG
場所	spisested	場所	spisested	N	N;INDF;MASC;SG
場所	place	場所	place	N	N
場所	beliggenhet	場所	beliggenhet	N	N;DEF;MASC;SG
場所	lokalisering	場所	lokalisering	N	N;INDF;FEM;SG
場所	lokasjon	場所	lokasjon	N	N;INDF;MASC;SG
場所	posisjon	場所	posisjon	N	N;INDF;MASC;SG
場所	plassering	場所	plassering	N	N;INDF;FEM;SG
場所	stader	場所	stad	N	N;INDF;MASC;PL
場所	steder	場所	stede	N	N;INDF;MASC;PL
場所	spisesteder	場所	spisestede	N	N;INDF;MASC;SG
技術	technology	技術	technology	N	N
技術	teknologi	技術	teknologi	N	N;INDF;MASC;SG
海軍	navy	海軍	navy	N	N;INDF;MASC;SG
海軍	marine	海軍	marin	N	N;INDF;MASC;SG
海軍	marinen	海軍	marin	N	N;DEF;MASC;SG
道路	veiene	道路	veie	N	N;DEF;FEM;PL
道路	veier	道路	veier	N	N;INDF;FEM;PL
道路	veien	道路	vie	N	N;DEF;MASC;SG
道路	road	道路	road	N	N;INDF;MASC;SG
道路	vei	道路	vei	N	N
システム	systemet	システム	system	N	N;DEF;NEUT;SG
システム	system	システム	system	N	N;INDF;NEUT;SG
システム	systemene	システム	system	N	N;DEF;MASC;PL
システム	systems	システム	systems	N	N;INDF;SG
システム	systemer	システム	system	N	N;INDF;MASC;PL
システム	system	システム	system	N	N;INDF;NEUT;SG
モデル	modeller	モデル	modeller	N	N;INDF;MASC;PL
モデル	modell	モデル	modell	N	N;INDF;MASC;SG
対応	korrespondanse	対応	korrespondanse	N	N;INDF;MASC;SG
対応	korrespondansen	対応	korrespondanse	N	N;DEF;MASC;SG
列車	tog	列車	ta	N	N;INDF;NEUT;SG
列車	tren	列車	tren	N	N;INDF;MASC;SG
列車	togene	列車	tog	N	N;DEF;FEM;PL
列車	tog	列車	ta	N	N;INDF;NEUT;SG
科学	vitenskap	科学	vitenskap	N	N;INDF;MASC;SG
科学	naturvitenskap	科学	naturvitenskap	N	N;INDF;MASC;SG
理由	reasons	理由	reasons	N	N
理由	årsaker	理由	årsak	N	N;INDF;FEM;PL
理由	grunner	理由	grunn	N	N;INDF;FEM;PL
理由	årsak	理由	årsak	N	N;INDF;FEM;SG
理由	fornuft	理由	fornuft	N	N;INDF;FEM;SG
理由	grunn	理由	grunn	N	N;INDF;MASC;SG
そして	og	そして	og	CONJ	CONJ
ブロック	blokkeringer	ブロック	blokkeringe	N	N;INDF;FEM;PL
ブロック	kvartaler	ブロック	kvartale	N	N;INDF;MASC;PL
ブロック	blokkering	ブロック	blokkering	N	N;INDF;FEM;SG
ブロック	blokker	ブロック	blokke	N	N;INDF;FEM;PL
ブロック	blokk	ブロック	blokk	N	N;INDF;FEM;SG
車両	kjøretøyer	車両	kjøretøy	N	N;INDF;NEUT;SG
車両	kjøretøy	車両	kjøretøy	N	N;INDF;NEUT;SG
車両	kjøretøy	車両	kjøretøy	N	N;INDF;NEUT;SG
自動車	bil	自動車	bil	N	N;INDF;MASC;SG
自動車	bilmerke	自動車	bilmerke	N	N;INDF;NEUT;SG
人口	befolkninger	人口	befolkning	N	N;INDF;FEM;PL
人口	befolkningen	人口	befolkning	N	N;DEF;MASC;SG
人口	befolkning	人口	befolkning	N	N;INDF;FEM;SG
営業	bedriften	営業	bedrift	N	N;DEF;MASC;SG
営業	business	営業	business	N	N;INDF;MASC;SG
営業	virksomhet	営業	virksomhet	N	N;INDF;MASC;SG
営業	bedrift	営業	bedrift	N	N;INDF;FEM;SG
新聞	avispapir	新聞	avispapir	N	N;INDF;MASC;SG
新聞	avis	新聞	avis	N	N;INDF;FEM;SG
新聞	aviser	新聞	avis	N	N;INDF;FEM;PL
政府	regjering	政府	regjering	N	N;INDF;FEM;SG
最大	maksimum	最大	maksimum	N	N;INDF;NEUT;SG
最大	maks	最大	maks	N	N;INDF;NEUT;SG
キャラクター	karakter	キャラクター	karakter	N	N;INDF;MASC;SG
キャラクター	rollefigur	キャラクター	rollefigur	N	N;INDF;MASC;SG
キャラクター	rollefigurer	キャラクター	rollefigur	N	N;INDF;FEM;PL
キャラクター	tegn	キャラクター	tegn	N	N;INDF;NEUT;SG
小説	roman	小説	roman	N	N;INDF;MASC;SG
小説	romaner	小説	roman	N	N;INDF;MASC;PL
機関	organer	機関	organer	N	N;INDF;NEUT;SG
機関	institusjon	機関	institusjon	N	N;INDF;MASC;SG
機関	institusjoner	機関	institusjoner	N	N;INDF;MASC;SG
参照	refererer	参照	referere	V	V;IND;PRS;FIN
参照	refererer	参照	referere	V	V;IND;PRS;FIN
メンバー	medlem	メンバー	medlem	N	N;INDF;MASC;SG
メンバー	medlemmet	メンバー	medlem	N	N;DEF;NEUT;SG
メンバー	medlemmer	メンバー	medlem	N	N;INDF;MASC;PL
メンバー	medlemmene	メンバー	medlem	N	N;DEF;MASC;PL
メンバー	medlemer	メンバー	medlem	N	N;INDF;MASC;PL
発行	utstedelse	発行	utstedelse	N	N;INDF;MASC;SG
発行	problem	発行	problem	N	N;INDF;NEUT;PL
画像	bilder	画像	bilder	N	N;INDF;FEM;PL
画像	bildet	画像	bilde	N	N;DEF;NEUT;SG
画像	bilde	画像	bilde	N	N;INDF;NEUT;SG
画像	bildet	画像	bilde	N	N;DEF;NEUT;SG
画像	bilde	画像	bilde	N	N;INDF;NEUT;SG
状態	stat	状態	stat	N	N;INDF;MASC;SG
状態	staten	状態	stat	N	N;DEF;MASC;SG
状態	delstater	状態	delstater	N	N;INDF;MASC;PL
状態	tilstand	状態	tilstand	N	N;INDF;MASC;SG
状態	delstat	状態	delstat	N	N;INDF;MASC;SG
状態	betingelsen	状態	betingelse	N	N;DEF;MASC;SG
状態	betingelse	状態	betingelse	N	N;INDF;MASC;SG
状態	tilstand	状態	tilstand	N	N;INDF;MASC;SG
状態	stand	状態	stand	N	N;INDF;MASC;SG
名称	namn	名称	namn	N	N;INDF;NEUT;SG
名称	navnet	名称	navn	N	N;DEF;NEUT;SG
名称	navn	名称	navn	N	N;INDF;NEUT;SG
名称	names	名称	names	N	N
名称	navn	名称	navn	N	N;INDF;NEUT;SG
ダム	dam	ダム	dam	N	N;INDF;MASC;SG
ダム	demning	ダム	demning	N	N;INDF;FEM;SG
ダム	demningen	ダム	demning	N	N;DEF;MASC;SG
ホーム	hjem	ホーム	hjem	N	N;INDF;NEUT;SG
ホーム	hjemmet	ホーム	hjem	N	N;DEF;NEUT;SG
ホーム	home	ホーム	home	N	N;INDF;NEUT;SG
投稿	publiserer	投稿	publisere	V	V;IND;PRS;FIN
投稿	publisere	投稿	publisere	V	V;NFIN
名前	namn	名前	namn	N	N;INDF;NEUT;SG
名前	navnet	名前	navn	N	N;DEF;NEUT;SG
名前	navn	名前	navn	N	N;INDF;NEUT;SG
名前	names	名前	names	N	N
名前	navn	名前	navn	N	N;INDF;NEUT;SG
施設	anlegg	施設	anlegg	N	N;INDF;NEUT;SG
施設	fasiliteter	施設	fasilitet	N	N;INDF;MASC;PL
施設	institusjon	施設	institusjon	N	N;INDF;MASC;SG
施設	anlegg	施設	anlegg	N	N;INDF;NEUT;SG
独立	uavhengige	独立	uavhengig	ADJ	ADJ;PL
独立	uavhengig	独立	uavhengig	ADJ	ADJ;INDF;NEUT;SG
独立	selvstendig	独立	selvstendig	ADJ	ADJ;INDF;NEUT;SG
物語	hendelse	物語	hendelse	N	N;INDF;MASC;SG
物語	story	物語	story	N	N;INDF;MASC;SG
物語	historie	物語	historie	N	N;INDF;FEM;SG
物語	fortellingen	物語	fortelling	N	N;DEF;MASC;SG
神社	helligdommer	神社	helligdomme	N	N;INDF;MASC;PL
神社	skrin	神社	skrine	N	N;INDF;NEUT;SG
神社	jinja	神社	jinje	N	N;INDF;FEM;SG
企画	planlegging	企画	planlegging	N	N;INDF;FEM;SG
企業	enterprise	企業	enterprise	N	N;INDF;FEM;SG
航空	aviation	航空	aviation	N	N;INDF;NEUT;SG
航空	luftfart	航空	luftfar	N	N;INDF;MASC;SG
航空	luft	航空	luft	N	N;INDF;FEM;SG
航空	air	航空	air	N	N
帝国	empire	帝国	empire	N	N;INDF;MASC;SG
帝国	imperiet	帝国	imperium	N	N;DEF;NEUT;SG
帝国	keiserdømmet	帝国	keiserdøm	N	N;DEF;NEUT;SG
帝国	imperium	帝国	imperium	N	N;INDF;NEUT;SG
トン	tonn	トン	tonn	N	N;INDF;NEUT;SG
トン	tons	トン	tons	N	N;INDF;SG
トン	tonn	トン	tonn	N	N;INDF;NEUT;SG
トン	ton	トン	ton	N	N;INDF;MASC;SG
勝利	vinne	勝利	vinne	V	V;NFIN
勝利	vinn	勝利	vinne	V	V;IND;PRS;FIN
勝利	seier	勝利	seie	V	V;IND;PRS;FIN
勝利	vinne	勝利	vinne	V	V;NFIN
デザイン	design	デザイン	design	N	N;INDF;MASC;SG
デザイン	design	デザイン	design	N	N;INDF;MASC;SG
デザイン	designer	デザイン	designer	N	N;INDF;MASC;SG
本社	hovedkvarteret	本社	hovedkvarter	N	N;DEF;NEUT;SG
本社	hovedkvarter	本社	hovedkvart	N	N;INDF;NEUT;SG
交通	vikeplikt	交通	vikeplikt	N	N;INDF;MASC;SG
交通	trafikk	交通	trafikk	N	N;INDF;MASC;SG
交通	trafikken	交通	trafikk	N	N;DEF;MASC;SG
交通	transport	交通	transport	N	N;INDF;MASC;SG
交通	transport	交通	transport	N	N;INDF;MASC;SG
組織	organisasjon	組織	organisasjon	N	N;INDF;MASC;SG
組織	organisasjonen	組織	organisasjon	N	N;DEF;MASC;SG
組織	organisasjon	組織	organisasjon	N	N;INDF;MASC;SG
組織	organisasjonen	組織	organisasjon	N	N;DEF;MASC;SG
