bagdad	bagdad	bagdar	bagdad	N	N;INDF;MASC;SG
ordenadores	calculatoare	ordenador	calculator	N	N;INDF;FEM;PL
ordenadores	calculatoarele	ordenador	calculatoare	N	N;DEF;FEM;PL
ordenadores	computere	ordenador	computere	N	N;INDF;FEM;PL
ordenadores	calculator	ordenador	calculator	N	N;INDF;MASC;SG
ordenadores	computer	ordenador	computer	N	N;INDF;MASC;SG
ordenadores	calculatorul	ordenador	calculator	N	N;DEF;MASC;SG
estatísticas	statistici	estatística	statistică	N	N;INDF;FEM;PL
estatísticas	statistica	estatística	statistică	N	N;DEF;FEM;SG
estatísticas	statisticile	estatística	statistică	N	N;DEF;FEM;PL
estatísticas	statistica	estatística	statistică	N	N;DEF;FEM;SG
fiel	credincios	fiel	credincios	N	N;INDF;MASC;SG
características	caracteristici	característica	caracteristică	N	N;INDF;FEM;PL
características	trasaturi	característica	trasat	N	N;INDF;FEM;PL
características	caracteristici	característica	caracteristică	N	N;INDF;FEM;PL
características	caracteristicile	característica	caracteristică	N	N;DEF;FEM;PL
residencia	resedinta	residencia	resedinta	N	N;DEF;FEM;SG
residencia	resedinta	residencia	resedinta	N	N;DEF;FEM;SG
residencia	resedinta	residencia	resedinta	N	N;DEF;FEM;SG
pensara	gandeste	pensar	gandeste	V	V;IND;SG;3;PRS;FIN
calefacción	caldura	calefacción	caldura	N	N;DEF;FEM;SG
calefacción	heat	calefacción	heat	N	N;INDF;MASC;SG
calefacción	caldura	calefacción	caldura	N	N;DEF;FEM;SG
calefacción	caldura	calefacción	caldura	N	N;DEF;FEM;SG
calefacción	incalzire	calefacción	incalzire	N	N;INDF;FEM;SG
calefacción	incalzire	calefacción	incalzire	N	N;INDF;FEM;SG
décadas	decenii	década	deceniu	N	N;INDF;FEM;PL
enfermos	bolnavi	enfermo	bolnav	N	N;INDF;MASC;PL
compartimos	distribuie	compartir	distribui	V	V;IND;3;PRS;FIN
redución	reducere	redución	reducere	N	N;INDF;FEM;SG
redución	reducerea	redución	reducere	N	N;DEF;FEM;SG
arder	ard	arder	arde	V	V;IND;PL;3;PRS;FIN
arder	ard	arder	arde	V	V;IND;PL;3;PRS;FIN
arder	arde	arder	arde	V	V;IND;SG;3;PRS;FIN
volcán	vulcanul	volcán	vulcan	N	N;DEF;MASC;SG
volcán	vulcan	volcán	vulcan	N	N;INDF;MASC;SG
kg	kilograme	kg	kilogram	N	N;INDF;FEM;PL
oriental	orientale	oriental	oriental	ADJ	ADJ;INDF;FEM;PL
oriental	oriental	oriental	oriental	ADJ	ADJ;INDF;MASC;SG
oriental	orientala	oriental	orientală	ADJ	ADJ;DEF;FEM;SG
violín	vioara	violín	vioară	N	N;DEF;FEM;SG
violín	vioara	violín	vioară	N	N;DEF;FEM;SG
sufriu	suferit	sufrir	suferi	V	V;MASC;SG;V.PTCP
explorar	exploreaza	explorar	exploreaza	V	V;IND;SG;3;IPFV;FIN
explorar	explora	explorar	explora	V	V;IND;SG;3;IPFV;FIN
teléfonos	telefoane	teléfono	telefon	N	N;INDF;FEM;PL
teléfonos	telefoanele	teléfono	telefon	N	N;DEF;FEM;PL
estruturas	structurile	estrutura	structură	N	N;DEF;FEM;PL
estruturas	structuri	estrutura	structură	N	N;INDF;FEM;PL
estruturas	structurilor	estrutura	structură	N	N;DEF;FEM;PL
fusión	fuziune	fusión	fuziune	N	N;INDF;FEM;SG
suma	suma	suma	sumă	N	N;DEF;FEM;SG
suma	suma	suma	sumă	N	N;DEF;FEM;SG
mentais	mintala	mental	mintală	N	N;DEF;FEM;SG
tanque	tank	tanque	tank	N	N;INDF;MASC;SG
tanque	rezervor	tanque	rezervor	N	N;INDF;MASC;SG
tanque	tanc	tanque	tanc	N	N;INDF;MASC;SG
eventos	evenimentele	evento	eveniment	N	N;DEF;FEM;PL
eventos	evenimente	evento	eveniment	N	N;INDF;FEM;PL
axenda	agenda	axenda	agendă	N	N;DEF;FEM;SG
axenda	agenda	axenda	agendă	N	N;DEF;FEM;SG
bancos	bancile	banco	bancă	N	N;DEF;FEM;PL
bancos	banci	banco	bancă	N	N;INDF;FEM;PL
bancos	banci	banco	bancă	N	N;INDF;FEM;PL
bancos	bancile	banco	bancă	N	N;DEF;FEM;PL
instrucións	instructiunile	instrución	instructiune	N	N;DEF;FEM;PL
instrucións	instructiuni	instrución	instructiune	N	N;INDF;FEM;PL
instrucións	instructiuni	instrución	instructiune	N	N;INDF;FEM;PL
pluma	stilou	plumo	stilou	N	N;INDF;MASC;SG
pluma	pana	plumo	pană	N	N;DEF;FEM;SG
espido	gol	espido	gol	N	N;INDF;MASC;SG
espido	goala	espido	gol	N	N;DEF;FEM;SG
espido	dezbracata	espido	dezbracat	N	N;DEF;FEM;SG
espido	goala	espido	gol	N	N;DEF;FEM;SG
técnicos	tehnicienii	técnico	tehnicienie	N	N;DEF;MASC;PL
técnicos	tehnicieni	técnico	tehnician	N	N;INDF;MASC;PL
técnicos	tehnica	técnico	tehnică	N	N;DEF;FEM;SG
verbas	cuvintele	verba	cuvânt	N	N;DEF;FEM;PL
verbas	cuvinte	verba	cuvânt	N	N;INDF;FEM;PL
verbas	vorbe	verba	vorbă	N	N;INDF;FEM;PL
conclusión	concluzii	conclusión	concluzie	N	N;INDF;FEM;PL
conclusión	concluzia	conclusión	concluzie	N	N;DEF;FEM;SG
conclusión	concluzie	conclusión	concluzie	N	N;INDF;FEM;SG
escoitou	auzit	escoitar	auzi	V	V;MASC;SG;V.PTCP
músculos	muschi	músculo	muschi	N	N;INDF;MASC;PL
músculos	muschii	músculo	muschi	N	N;DEF;MASC;PL
demostración	demonstratie	demostración	demonstratie	N	N;INDF;FEM;SG
computador	calculator	computador	calculator	N	N;INDF;MASC;SG
computador	computer	computador	computer	N	N;INDF;MASC;SG
computador	calculatorul	computador	calculator	N	N;DEF;MASC;SG
xogadores	jucatori	xogador	jucator	N	N;INDF;MASC;PL
xogadores	jucatori	xogador	jucator	N	N;INDF;MASC;PL
xogadores	jucatorii	xogador	jucator	N	N;DEF;MASC;PL
violación	viol	violación	viol	N	N;INDF;MASC;SG
violación	violuri	violación	viol	N	N;INDF;FEM;PL
violación	rapita	violación	rapita	N	N;DEF;FEM;SG
violación	violul	violación	viol	N	N;DEF;MASC;SG
violación	incalcare	violación	incalcare	N	N;INDF;FEM;SG
violación	incalcarea	violación	incalcare	N	N;DEF;FEM;SG
violación	violare	violación	violare	N	N;INDF;FEM;SG
gustoume	placea	gustoume	place	V	V;IND;SG;3;IPFV;FIN
xefa	cap	xefa	cap	N	N;INDF;MASC;SG
xefa	capul	xefa	cap	N	N;DEF;MASC;SG
neveira	frigider	neveiro	frigider	N	N;INDF;MASC;SG
potente	puternica	potente	puternic	ADJ	ADJ;DEF;FEM;SG
potente	puternic	potente	puternic	ADJ	ADJ;INDF;MASC;SG
perigosa	periculoasa	perigosa	periculos	ADJ	ADJ;DEF;FEM;SG
perigosa	periculoasa	perigosa	periculos	ADJ	ADJ;DEF;FEM;SG
perigosa	periculos	perigosa	periculos	ADJ	ADJ;INDF;MASC;SG
perigosa	periculoase	perigosa	periculos	ADJ	ADJ;INDF;FEM;PL
categoría	categoria	categoría	categorie	N	N;DEF;FEM;SG
categoría	categorii	categoría	categorie	N	N;INDF;FEM;PL
categoría	categorie	categoría	categorie	N	N;INDF;FEM;SG
representante	proxy	representante	proxy	N	N;INDF;MASC;SG
representante	reprezentantul	representante	reprezentant	N	N;DEF;MASC;SG
representante	reprezentant	representante	reprezentant	N	N;INDF;MASC;SG
logro	realizare	logro	realizare	N	N;INDF;FEM;SG
estranxeira	straine	estranxeiro	strain	ADJ	ADJ;INDF;FEM;PL
estranxeira	straina	estranxeiro	straină	ADJ	ADJ;DEF;FEM;SG
estranxeira	strain	estranxeiro	strain	ADJ	ADJ;INDF;MASC;SG
estranxeira	strain	estranxeiro	strain	ADJ	ADJ;INDF;MASC;SG
estranxeira	strain	estranxeiro	strain	ADJ	ADJ;INDF;MASC;SG
estranxeira	strain	estranxeiro	strain	ADJ	ADJ;INDF;MASC;SG
favorita	favorita	favoritar	favorita	N	N;DEF;FEM;SG
seguranza	antreprenor	seguranza	antreprenor	N	N;INDF;MASC;SG
seguranza	contractor	seguranza	contractor	N	N;INDF;MASC;SG
ciclo	ciclul	ciclo	ciclu	N	N;DEF;MASC;SG
ciclo	ciclu	ciclo	ciclu	N	N;INDF;MASC;SG
dirán	spune	dir	spune	V	V;IND;SG;3;PRS;FIN
néboa	ceata	néboa	ceată	N	N;DEF;FEM;SG
néboa	ceata	néboa	ceată	N	N;DEF;FEM;SG
néboa	ceata	néboa	ceată	N	N;DEF;FEM;SG
ducia	duzina	ducia	duzină	N	N;DEF;FEM;SG
ducia	duzina	ducia	duzină	N	N;DEF;FEM;SG
localización	localizare	localización	localizare	N	N;INDF;FEM;SG
localización	locatie	localización	locatie	N	N;INDF;FEM;SG
localización	locatia	localización	locatie	N	N;DEF;FEM;SG
localización	locatia	localización	locatie	N	N;DEF;FEM;SG
cidadás	cetatenii	cidadán	cetatenie	N	N;DEF;MASC;PL
pioneiros	pionieri	pioneiro	pionier	N	N;INDF;MASC;PL
esperan	sper	esperar	spera	V	V;IND;SG;1;PRS;FIN
brincar	glumesc	brincar	glumi	V	V;IND;SG;1;PRS;FIN
brincar	glumesc	brincar	glumi	V	V;IND;SG;1;PRS;FIN
lote	lot	lote	lot	N	N;INDF;MASC;SG
metais	metale	metal	metal	N	N;INDF;FEM;PL
metais	metalele	metal	metală	N	N;DEF;FEM;PL
acumulación	acumularea	acumulación	acumulare	N	N;DEF;FEM;SG
acumulación	acumulare	acumulación	acumulare	N	N;INDF;FEM;SG
raíces	radacini	raíz	radacin	N	N;INDF;FEM;PL
raíces	radacinile	raíz	radacine	N	N;DEF;FEM;PL
raíces	radacini	raíz	radacin	N	N;INDF;FEM;PL
evidentemente	evident	evidente	evident	ADV	ADV
condena	timp	condena	timp	N	N;INDF;MASC;SG
condena	ora	condena	oră	N	N;DEF;FEM;SG
condena	timpul	condena	timp	N	N;DEF;MASC;SG
fuga	membrelor	fugar	membră	N	N;DEF;FEM;PL
fantasma	trasura	fantasma	trasură	N	N;DEF;FEM;SG
fantasma	trasura	fantasma	trasură	N	N;DEF;FEM;SG
fantasma	ghost	fantasma	ghost	N	N;INDF;MASC;SG
fantasma	stafie	fantasma	stafie	N	N;INDF;FEM;SG
fantasma	fantoma	fantasma	fantomă	N	N;DEF;FEM;SG
fantasma	fantoma	fantasma	fantomă	N	N;DEF;FEM;SG
tumbas	mormintele	tumba	mormânt	N	N;DEF;FEM;PL
tumbas	graves	tumba	graves	N	N;INDF;MASC;SG
tumbas	morminte	tumba	mormânt	N	N;INDF;FEM;PL
amada	iubit	amadar	iubit	ADJ	ADJ;INDF;MASC;SG
cooperativas	cooperativelor	cooperativa	cooperativ	N	N;DEF;FEM;PL
colgar	atarna	colgar	atarna	V	V;IND;SG;3;IPFV;FIN
internado	spitalul	internado	spital	N	N;DEF;MASC;SG
internado	spital	internado	spital	N	N;INDF;MASC;SG
molesto	suparata	molesto	suparata	N	N;DEF;FEM;SG
sabas	foi	saber	foaie	N	N;INDF;FEM;PL
sermón	predica	sermón	predica	N	N;DEF;FEM;SG
sermón	predica	sermón	predica	N	N;DEF;FEM;SG
barriga	burta	barriga	burtă	N	N;DEF;FEM;SG
barriga	burta	barriga	burtă	N	N;DEF;FEM;SG
esperas	asteptare	espera	asteptare	N	N;INDF;FEM;SG
escravo	sclava	escravo	sclavă	N	N;DEF;FEM;SG
escravo	sclava	escravo	sclavă	N	N;DEF;FEM;SG
escravo	sclav	escravo	sclav	N	N;INDF;MASC;SG
socorro	ajutor	socorro	ajutor	N	N;INDF;MASC;SG
mandou	trimise	mandar	trimite	V	V;IND;SG;3;PST;FIN
secreta	secreta	secreta	secret	N	N;DEF;FEM;SG
secreta	secret	secreta	secret	N	N;INDF;MASC;SG
secreta	secreta	secreta	secret	N	N;DEF;FEM;SG
secreta	secrete	secreta	secret	N	N;INDF;FEM;PL
secreta	secretul	secreta	secret	N	N;DEF;MASC;SG
ombreiro	umar	ombreiro	umar	N	N;INDF;MASC;SG
ombreiro	umar	ombreiro	umar	N	N;INDF;MASC;SG
ombreiro	umarul	ombreiro	umar	N	N;DEF;MASC;SG
potencia	putere	potencia	putere	N	N;INDF;FEM;SG
potencia	puterea	potencia	putere	N	N;DEF;FEM;SG
potencia	power	potencia	power	N	N
prometo	promit	prometo	promite	V	V;IND;SG;3;PRS;FIN
prometo	promite	prometo	promite	V	V;IND;SG;3;PRS;FIN
planos	planurile	plano	plan	N	N;DEF;FEM;PL
planos	planuri	plano	plan	N	N;INDF;FEM;PL
polis	politisti	polis	politist	N	N;INDF;MASC;PL
deixaría	lasa	deixar	lăsa	V	V;IND;SG;3;IPFV;FIN
vervos	vezi	vervo	vedea	V	V;IND;SG;2;PRS;FIN
ataques	atacuri	ataque	atac	N	N;INDF;FEM;PL
ataques	atacurile	ataque	atac	N	N;DEF;FEM;PL
celosa	gelos	celosar	gelos	ADJ	ADJ;INDF;MASC;SG
cometer	comite	cometer	comite	V	V;IND;SG;3;PRS;FIN
cometer	comit	cometer	comite	V	V;IND;PL;3;PRS;FIN
escoitaches	auzi	escoitaches	auzi	V	V;IND;SG;3;PST;FIN
escoitaches	auzit	escoitaches	auzi	V	V;MASC;SG;V.PTCP
vendas	vanzarile	venda	vanzare	N	N;DEF;FEM;PL
vendas	vanzari	venda	vanzar	N	N;INDF;MASC;PL
vendas	vanzari	venda	vanzar	N	N;INDF;MASC;PL
pague	plateste	pague	platest	V	V;IND;SG;3;PRS;FIN
sacaches	obtine	sacaches	obtin	V	V;IND;SG;3;PRS;FIN
xudea	iudeea	xudea	iudee	N	N;DEF;FEM;SG
xudea	front	xudea	front	N	N;INDF;MASC;SG
xudea	fata	xudea	fată	N	N;DEF;FEM;SG
refíreste	medie	refíreste	medie	N	N;INDF;FEM;SG
soñando	visez	soñar	visez	V	V;IND;SG;1;PRS;FIN
adoro	iubesc	adoro	iubi	V	V;IND;PL;3;PRS;FIN
xastre	croitor	xastre	croitor	N	N;INDF;MASC;SG
xastre	croitori	xastre	croitor	N	N;INDF;MASC;PL
enxergar	intelege	enxergar	intelege	V	V;IND;SG;3;PRS;FIN
enxergar	intelege	enxergar	intelege	V	V;IND;SG;3;PRS;FIN
tetas	sani	teta	san	N	N;INDF;MASC;PL
boulevard	bulevardul	boulevard	bulevard	N	N;DEF;MASC;SG
boulevard	bulevard	boulevard	bulevard	N	N;INDF;MASC;SG
autoestrada	autostrada	autoestrada	autostradă	N	N;DEF;FEM;SG
crucifixión	crucificare	crucifixión	crucificare	N	N;INDF;FEM;SG
serventa	camerista	serventar	camerista	N	N;DEF;FEM;SG
serventa	menajera	serventar	menajera	N	N;DEF;FEM;SG
serventa	menajera	serventar	menajera	N	N;DEF;FEM;SG
melinda	melinda	melinda	melindă	N	N;DEF;FEM;SG
viñan	vino	vir	vino	V	V;IND;SG;2;PRS;FIN
cambian	schimba	cambiar	schimba	V	V;IND;SG;3;IPFV;FIN
cambian	schimba	cambiar	schimba	V	V;IND;SG;3;IPFV;FIN
honestidade	sinceritatea	honestidade	sinceritate	N	N;DEF;FEM;SG
honestidade	cinstea	honestidade	cinstea	N	N;DEF;FEM;SG
honestidade	onestitate	honestidade	onestitate	N	N;INDF;FEM;SG
honestidade	sinceritate	honestidade	sinceritate	N	N;INDF;FEM;SG
granxas	ferme	granxa	fermă	N	N;INDF;FEM;PL
granxas	fermele	granxa	fermă	N	N;DEF;FEM;PL
mozart	mozart	mozart	mozart	N	N;INDF;MASC;SG
mestra	profesor	mestra	profesor	N	N;INDF;MASC;SG
mestra	profesoara	mestra	profesoară	N	N;DEF;FEM;SG
mestra	capodopera	mestra	capodoperă	N	N;DEF;FEM;SG
mestra	capodopera	mestra	capodoperă	N	N;DEF;FEM;SG
occidental	occidental	occidental	occidental	ADJ	ADJ;INDF;MASC;SG
representar	reprezinta	representar	reprezinta	V	V;IND;SG;3;IPFV;FIN
representar	reprezinta	representar	reprezinta	V	V;IND;SG;3;IPFV;FIN
actuación	performante	actuación	performant	N	N;INDF;FEM;PL
actuación	performanta	actuación	performant	N	N;DEF;FEM;SG
actuación	performanta	actuación	performant	N	N;DEF;FEM;SG
actuación	performanta	actuación	performant	N	N;DEF;FEM;SG
impresionante	impresionant	impresionante	impresionant	ADJ	ADJ;INDF;MASC;SG
impresionante	impresionanta	impresionante	impresionant	ADJ	ADJ;DEF;FEM;SG
fantasía	fantasy	fantasía	fantasy	N	N;INDF;MASC;SG
fantasía	fantezii	fantasía	fantezie	N	N;INDF;FEM;PL
fantasía	fantezia	fantasía	fantezie	N	N;DEF;FEM;SG
fantasía	fantezie	fantasía	fantezie	N	N;INDF;FEM;SG
xulgar	judeca	xulgar	judeca	V	V;IND;SG;3;IPFV;FIN
vicepresidente	vicii	vicepresidente	viciu	N	N;INDF;FEM;PL
vicepresidente	viciul	vicepresidente	viciu	N	N;DEF;MASC;SG
vicepresidente	moravuri	vicepresidente	moravuri	N	N;INDF;FEM;PL
vicepresidente	viciu	vicepresidente	viciu	N	N;INDF;MASC;SG
vicepresidente	presedintele	vicepresidente	presedinte	N	N;DEF;MASC;SG
vicepresidente	presedinte	vicepresidente	presedinte	N	N;INDF;MASC;SG
vicepresidente	presedintele	vicepresidente	presedinte	N	N;DEF;MASC;SG
vicepresidente	presedinte	vicepresidente	presedinte	N	N;INDF;MASC;SG
vicepresidente	presedinte	vicepresidente	presedinte	N	N;INDF;MASC;SG
fase	etapa	fase	etapă	N	N;DEF;FEM;SG
fase	etapa	fase	etapă	N	N;DEF;FEM;SG
fase	stadiul	fase	stadiu	N	N;DEF;MASC;SG
fase	faza	fase	fază	N	N;DEF;FEM;SG
fase	faza	fase	fază	N	N;DEF;FEM;SG
veredes	vezi	verede	vedea	V	V;IND;SG;2;PRS;FIN
extraordinario	extraordinara	extraordinario	extraordinar	ADJ	ADJ;DEF;FEM;SG
extraordinario	extraordinara	extraordinario	extraordinar	ADJ	ADJ;DEF;FEM;SG
extraordinario	extraordinare	extraordinario	extraordinar	ADJ	ADJ;INDF;FEM;PL
impedir	pastreaza	impedir	pastreză	V	V;IND;SG;3;IPFV;FIN
congreso	congres	congreso	congres	N	N;INDF;MASC;SG
congreso	congresului	congreso	congres	N	N;DEF;MASC;SG
congreso	congresul	congreso	congres	N	N;DEF;MASC;SG
recibiron	primit	recibir	primi	V	V;MASC;SG;V.PTCP
béisbol	baseball	béisbol	baseball	N	N;INDF;MASC;SG
electrónico	electronice	electrónico	electronic	ADJ	ADJ;INDF;FEM;PL
electrónico	electronic	electrónico	electronic	ADJ	ADJ;INDF;MASC;SG
reto	provocare	reto	provocare	N	N;INDF;FEM;SG
reto	provocarea	reto	provocare	N	N;DEF;FEM;SG
postura	postura	postura	postură	N	N;DEF;FEM;SG
postura	postura	postura	postură	N	N;DEF;FEM;SG
postura	pozitie	postura	pozitie	N	N;INDF;FEM;SG
postura	pozitia	postura	pozitie	N	N;DEF;FEM;SG
postura	pozitia	postura	pozitie	N	N;DEF;FEM;SG
postura	pozitie	postura	pozitie	N	N;INDF;FEM;SG
postura	pozitie	postura	pozitie	N	N;INDF;FEM;SG
interacción	interactiunea	interacción	interactiune	N	N;DEF;FEM;SG
convencer	convinge	convencer	convinge	V	V;IND;SG;3;PRS;FIN
ego	egoul	ego	egou	N	N;DEF;MASC;SG
ego	orgoliu	ego	orgoliu	N	N;INDF;MASC;SG
ego	orgoliul	ego	orgoliu	N	N;DEF;MASC;SG
prioridades	prioritatile	prioridade	prioritate	N	N;DEF;FEM;PL
prioridades	prioritati	prioridade	prioritati	N	N;INDF;MASC;PL
experto	expertul	experto	expert	N	N;DEF;MASC;SG
experto	experta	experto	experta	N	N;DEF;FEM;SG
experto	expert	experto	expert	N	N;INDF;MASC;SG
referencia	referinta	referencia	referint	N	N;DEF;FEM;SG
referencia	referinta	referencia	referint	N	N;DEF;FEM;SG
referencia	trimitere	referencia	trimitere	N	N;INDF;FEM;SG
tiveses	avea	ter	avea	V	V;IND;SG;3;IPFV;FIN
tiveses	avut	ter	avea	V	V;MASC;SG;V.PTCP
gafas	ochelari	gafo	ochelari	N	N;INDF;MASC;PL
gafas	paharele	gafo	pahar	N	N;DEF;FEM;PL
gafas	ochelarii	gafo	ochelari	N	N;DEF;MASC;PL
gafas	pahare	gafo	pahar	N	N;INDF;FEM;PL
secreto	secreta	secreto	secret	N	N;DEF;FEM;SG
secreto	secret	secreto	secret	N	N;INDF;MASC;SG
secreto	secreta	secreto	secret	N	N;DEF;FEM;SG
secreto	secrete	secreto	secret	N	N;INDF;FEM;PL
secreto	secretul	secreto	secret	N	N;DEF;MASC;SG
pavos	curcani	pavo	curcan	N	N;INDF;MASC;PL
verdadeiros	real	verdadeiro	real	ADJ	ADJ;INDF;MASC;SG
verdadeiros	reale	verdadeiro	real	ADJ	ADJ;INDF;FEM;PL
verdadeiros	reala	verdadeiro	reală	ADJ	ADJ;DEF;FEM;SG
verdadeiros	adevarat	verdadeiro	adevarat	ADJ	ADJ;INDF;MASC;SG
verdadeiros	adevarat	verdadeiro	adevarat	ADJ	ADJ;INDF;MASC;SG
