اِبتدائیات	fonaments	اِبتدائیات	fonament	N;NOM;MASC;PL;3	N;MASC;PL
اخلاط	flegma	اخلاط	flegma	N;NOM;MASC;SG;3	N;FEM;SG
اخلاق	ètica	اخلاق	ètica	N;NOM;MASC;SG;3	N;FEM;SG
اخلاق	cortesia	اخلاق	cortesia	N;NOM;MASC;SG;3	N;FEM;SG
ادا	pagament	ادا	pagament	N;NOM;MASC;SG;3	N;MASC;SG
ادا	estil	ادا	estil	N;NOM;MASC;SG;3	N;MASC;SG
اُدار	noble	اُدار	noble		
اُدار	bountiful	اُدار	bountiful		
اِدارت	compilació	اِدارت	compilació	N;NOM;MASC;SG;3	N;FEM;SG
اِدارت	recopilatori	اِدارت	recopilatori	N;NOM;MASC;SG;3	N;MASC;SG
اِدارہ	institució	اِدارہ	institució	N;NOM;MASC;SG;3	N;FEM;SG
اُداسی	melangia	اُداسی	melangia	N;NOM;MASC;SG;3	N;FEM;SG
اُداسی	tristesa	اُداسی	tristesa	N;NOM;MASC;SG;3	N;FEM;SG
اداکار	actor	اداکار	actor	N;NOM;MASC;SG;3	N;MASC;SG
اداکارہ	actriu	اداکارہ	actriu	N;NOM;MASC;SG;3	N;FEM;SG
ادانی	mitjana	ادانی	mitjà	ADJ	ADJ;FEM;SG
ادائیگی	pagament	ادائیگی	pagament	N;NOM;FEM;SG;3	N;MASC;SG
ادب	literatura	ادب	literatura	N;NOM;MASC;SG;3	N;FEM;SG
ادب	civisme	ادب	civisme	N;NOM;MASC;SG;3	N;MASC;SG
ادب	reverència	ادب	reverència	N;NOM;MASC;SG;3	N;FEM;SG
ادب	literatura	ادب	literatura	N;NOM;MASC;SG;3	N;FEM;SG
ادب	civisme	ادب	civisme	N;NOM;MASC;SG;3	N;MASC;SG
ادب	reverència	ادب	reverència	N;NOM;MASC;SG;3	N;FEM;SG
ادرک	gingebre	ادرک	gingebre	N;NOM;MASC;SG;3	N;MASC;SG
ادرک	ginger	ادرک	ginger	N;NOM;MASC;SG;3	N;FEM;SG
ادوات	instruments	ادوات	instrument	N;NOM;MASC;PL;3	N;MASC;PL
ادوات	eines	ادوات	eina	N;NOM;MASC;PL;3	N;FEM;PL
ادوات	armes	ادوات	arma	N;NOM;MASC;PL;3	N;FEM;PL
ادویات	drogues	دوای	droga	N;NOM;MASC;PL;3	N;FEM;PL
ادویات	fàrmacs	دوای	fàrmac	N;NOM;MASC;PL;3	N;MASC;PL
ادویات	medicaments	دوای	medicament	N;NOM;MASC;PL;3	N;MASC;PL
ادویاتی	medicinal	ادویاتی	medicinal	ADJ;NOM	ADJ;SG
ادیان	credos	ادیان	credos	N;NOM;MASC;PL;3	N;MASC;PL
ادیان	religions	ادیان	religió	N;NOM;MASC;PL;3	N;FEM;PL
ادیب	autor	ادیب	autor	N;NOM;MASC;SG;3	N;MASC;SG
ادیب	autor	ادیب	autor	N;NOM;MASC;SG;3	N;MASC;SG
ادیب	escriptor	ادیب	escriptor	N;NOM;MASC;SG;3	N;MASC;SG
اُدھار	credit	اُدھار	credir		
اِدھر	tanca	اِدھر	tancar	V;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
ادِھکاری	autoritat	ادِھکاری	autoritat	N;NOM;MASC;SG;3	N;FEM;SG
اِذن	orde	اِذن	orde		
اِذن	ordre	اِذن	ordre		
اُذن	oïda	اُذن	oïda		
اذہان	minds	اذہان	mind	N;NOM;MASC;SG;3	N;SG
اِرادتاً	deliberadament	اِرادتاً	deliberadament	ADV	ADV
اِرادتاً	intencionadament	اِرادتاً	intencionadament	ADV	ADV
اِرادی	deliberada	اِرادی	deliberat	ADJ	ADJ;FEM;SG;V.PTCP
اِرادی	intencionada	اِرادی	intencionat	ADJ	ADJ;FEM;SG
اراضی	àmbit	اراضی	àmbit	N;NOM;FEM;SG;3	N;MASC;SG
اراضی	camp	اراضی	camp	N;NOM;FEM;SG;3	N;MASC;SG
اراضیات	terres	اراضیات	terra	N;NOM;MASC;PL;3	N;FEM;PL
اراکین	membres	رکن	membre	N;NOM;MASC;PL;3	N;MASC;PL
ارپن	regal	ارپن	regal		
اِرتحال	defunció	اِرتحال	defunció	N;NOM;MASC;SG;3	N;FEM;SG
اِرتقائی	evolutiva	اِرتقائی	evolutiva	ADJ	ADJ;FEM;SG
اِرتقائی	evolutiu	اِرتقائی	evolutiu	ADJ	ADJ;MASC;SG
اردب	pin	اردب	pin		
ارز	respect	ارز	respect		
ارز	respecte	ارز	respecte		
ارز	respect	ارز	respect		
ارز	respecte	ارز	respecte		
ارضی	mundà	ارضی	mundà	ADJ	ADJ;MASC;SG
ارضی	terrestre	ارضی	terrestre	ADJ	ADJ;SG
ارغوانی	morat	ارغوانی	morar	ADJ	ADJ;MASC;SG;V.PTCP
ارکان	components	رکن	component	N;NOM;MASC;PL;3	N;MASC;PL
ارکان	membres	رکن	membre	N;NOM;MASC;PL;3	N;MASC;PL
ارکان	pilars	رکن	pilar	N;NOM;MASC;PL;3	N;MASC;PL
ارکان	ingredients	رکن	ingredient	N;NOM;MASC;PL;3	N;MASC;PL
ارکان	columnes	رکن	columna	N;NOM;MASC;PL;3	N;FEM;PL
ارکان	caps	رکن	cap	N;NOM;MASC;PL;3	N;MASC;PL
اِرم	paradise	اِرم	paradise		
ارمانی	esperançat	ارمانی	esperançat	ADJ	ADJ;MASC;SG;V.PTCP
ارمانی	inclinada	ارمانی	inclinat	ADJ	ADJ;FEM;SG;V.PTCP
ارمانی	inclinat	ارمانی	inclinat	ADJ	ADJ;MASC;SG;V.PTCP
ارمنی	armeni	ارمنی	armeni	ADJ	ADJ;MASC;SG
ارنب	hare	ارنب	hare		
اُڑان	vol	اُڑان	voler	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
اُڑن	volant	اُڑن	volant		
اڑنا	atura	اڑنا	aturar	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
اُڑنا	desaparèixer	اُڑنا	desaparèixer	V;MASC;SG;NFIN;ACT	V;NFIN
اُڑنا	evaporar	اُڑنا	evaporar	V;MASC;SG;NFIN;ACT	V;NFIN
اُڑنا	explotar	اُڑنا	explotar	V;MASC;SG;NFIN;ACT	V;NFIN
ازروئے	arres	ازروئے	arre		
ازلی	etern	ازلی	etern	ADJ	ADJ;MASC;SG
ازواج	manilles	ازواج	manilla	N;NOM;MASC;PL;3	N;FEM;PL
ازواج	esposes	ازواج	esposa	N;NOM;MASC;PL;3	N;FEM;PL
ازواج	marits	ازواج	marit	N;NOM;MASC;PL;3	N;MASC;PL
ازواج	cònjuges	ازواج	cònjuga	N;NOM;MASC;PL;3	N;MASC;PL
اساتذہ	professorat	اساتذہ	professorat	N;NOM;MASC;SG;3	N;MASC;SG
اساس	fonament	اساس	fonament	N;NOM;MASC;SG;3	N;MASC;SG
اساس	fundació	اساس	fundació	N;NOM;MASC;SG;3	N;FEM;SG
اساسی	primari	اساسی	primari	ADJ	ADJ;MASC;SG
اساسی	primari	اساسی	primari	ADJ	ADJ;MASC;SG
اساسی	bàsic	اساسی	bàsic	ADJ	ADJ;MASC;SG
اساسی	bàsics	اساسی	bàsic	ADJ	ADJ;MASC;PL
اساسی	bàsiques	اساسی	bàsic	ADJ	ADJ;FEM;PL
اساسی	basic	اساسی	basic	ADJ	ADJ;MASC;SG
اساطیری	llegendari	اساطیری	llegendari	ADJ	ADJ;MASC;SG
اساطیری	llegendàries	اساطیری	llegendari	ADJ	ADJ;FEM;PL
اساطیری	mítica	اساطیری	mític	ADJ	ADJ;FEM;SG
اساطیری	fabulosa	اساطیری	fabulós	ADJ	ADJ;FEM;SG
اساطِین	publicacions	اساطِین	publicació	N;NOM;MASC;PL;3	N;FEM;PL
اساطِین	pilars	اساطِین	pilar	N;NOM;MASC;PL;3	N;MASC;PL
اساطِین	columnes	اساطِین	columna	N;NOM;MASC;PL;3	N;FEM;PL
اسانید	certificats	اسانید	certificat	ADJ	ADJ;MASC;PL;V.PTCP
اسباب	mercaderies	اسباب	mercaderia	N;NOM;MASC;PL;3	N;FEM;PL
اسباب	béns	اسباب	bé	N;NOM;MASC;PL;3	N;MASC;PL
اسباب	motius	اسباب	motiu	N;NOM;MASC;PL;3	N;MASC;PL
اسباب	coses	اسباب	cosa	N;NOM;MASC;PL;3	N;FEM;PL
اسباب	motius	اسباب	motiu	N;NOM;MASC;PL;3	N;MASC;PL
اسباب	raons	اسباب	raó	N;NOM;MASC;PL;3	N;FEM;PL
اسباب	articles	اسباب	article	N;NOM;MASC;PL;3	N;MASC;PL
اسباب	mobles	اسباب	moble	N;NOM;MASC;PL;3	N;MASC;PL
اسباب	recursos	اسباب	recurs	N;NOM;MASC;PL;3	N;MASC;PL
اسباب	equipatges	اسباب	equipatge	N;NOM;MASC;PL;3	N;MASC;PL
اسباب	mitjans	اسباب	mitjà	N;NOM;MASC;PL;3	N;MASC;PL
اسباب	causes	اسباب	causa	N;NOM;MASC;PL;3	N;FEM;PL
اسباق	lliçons	اسباق	lliçó	N;NOM;MASC;PL;3	N;FEM;PL
اسباق	ensenyaments	اسباق	ensenyament	N;NOM;MASC;PL;3	N;MASC;PL
اسپتال	hospital	اسپتال	hospital	N;NOM;MASC;SG;3	N;MASC;SG
اُستاد	tutor	اُستاد	tutor	N;NOM;MASC;SG;3	N;MASC;SG
اُستاد	preceptor	اُستاد	preceptor	N;NOM;MASC;SG;3	N;MASC;SG
اُستاد	mestra	اُستاد	mestra	N;NOM;MASC;SG;3	N;FEM;SG
اُستادی	habilitat	اُستادی	habilitat	ADJ	ADJ;FEM;SG;V.PTCP
اِستبدادیت	autoritarisme	اِستبدادیت	autoritarisme	N;NOM;MASC;SG;3	N;MASC;SG
اِستجابت	acceptació	اِستجابت	acceptació	N;NOM;MASC;SG;3	N;FEM;SG
اِستحضار	sinceritat	اِستحضار	sinceritat	N;NOM;MASC;SG;3	N;FEM;SG
اِستحضار	absorció	اِستحضار	absorció	N;NOM;MASC;SG;3	N;FEM;SG
اِستحقار	menyspreu	اِستحقار	menyspreu	N;NOM;MASC;SG;3	N;MASC;SG
اِستحقاقی	privilegiat	اِستحقاقی	privilegiat	ADJ;NOM	ADJ;MASC;SG;V.PTCP
اِستحقاقی	privilegiada	اِستحقاقی	privilegiat	ADJ;NOM	ADJ;FEM;SG;V.PTCP
اِستحکام	estabilitat	اِستحکام	estabilitat	N;NOM;MASC;SG;3	N;FEM;SG
اِستحکام	fermesa	اِستحکام	fermesa	N;NOM;MASC;SG;3	N;FEM;SG
اُستخوانی	forts	اُستخوانی	fort	ADJ;NOM	ADJ;MASC;PL
اُستخوانی	forta	اُستخوانی	fort	ADJ;NOM	ADJ;FEM;SG
اُستخوانی	fort	اُستخوانی	fort	ADJ;NOM	ADJ;MASC;SG
اِستدارت	circulació	اِستدارت	circulació	N;NOM;MASC;SG;3	N;FEM;SG
استرکاری	recobriment	استرکاری	recobriment	N;NOM;MASC;SG;3	N;MASC;SG
استرکاری	revestiment	استرکاری	revestiment	N;NOM;MASC;SG;3	N;MASC;SG
اِستشارہ	consulta	اِستشارہ	consulta	N;NOM;MASC;SG;3	N;FEM;SG
اِستصلاح	correcció	اِستصلاح	correcció	N;NOM;MASC;SG;3	N;FEM;SG
اِستعارتاً	metafòricament	اِستعارتاً	metafòricament	ADV	ADV
اِستعارہ	metàfora	اِستعارہ	metàfora	N;NOM;MASC;SG;3	N;FEM;SG
اِستعماریت	colonialisme	اِستعماریت	colonialisme	N;NOM;MASC;SG;3	N;MASC;SG
اِستعمال	operació	اِستعمال	operació	N;NOM;MASC;SG;3	N;FEM;SG
اِستعمال	aplicació	اِستعمال	aplicació	N;NOM;MASC;SG;3	N;FEM;SG
اِستعمال	ús	اِستعمال	ús	N;NOM;MASC;SG;3	N;MASC;SG
اِستعمال	utilització	اِستعمال	utilització	N;NOM;MASC;SG;3	N;FEM;SG
اِستعمال	ús	اِستعمال	ús	N;NOM;MASC;SG;3	N;MASC;SG
اِستعمالی	emprat	اِستعمالی	emprat	ADJ;NOM	ADJ;MASC;SG;V.PTCP
اِستعمالی	utilitzat	اِستعمالی	utilitzat	ADJ;NOM	ADJ;MASC;SG;V.PTCP
اِستعمالی	utilitzats	اِستعمالی	utilitzat	ADJ;NOM	ADJ;MASC;PL;V.PTCP
اِستعمالی	usat	اِستعمالی	usat	ADJ;NOM	ADJ;MASC;SG;V.PTCP
اِستقامت	fermesa	اِستقامت	fermesa	N;NOM;MASC;SG;3	N;FEM;SG
اِستقداس	santedat	اِستقداس	santedat	N;NOM;MASC;SG;3	N;FEM;SG
اِستقداس	reverència	اِستقداس	reverència	N;NOM;MASC;SG;3	N;FEM;SG
اِستقرار	confirmació	اِستقرار	confirmació	N;NOM;MASC;SG;3	N;FEM;SG
اِستقرار	reconeixement	اِستقرار	reconeixement	N;NOM;MASC;SG;3	N;MASC;SG
اِستقرار	ratificació	اِستقرار	ratificació	N;NOM;MASC;SG;3	N;FEM;SG
اُستُواری	fermesa	اُستُواری	fermesa	N;NOM;MASC;SG;3	N;FEM;SG
اُستُواری	determinació	اُستُواری	determinació	N;NOM;MASC;SG;3	N;FEM;SG
اُستُواری	estabilitat	اُستُواری	estabilitat	N;NOM;MASC;SG;3	N;FEM;SG
اُستُوانی	cilíndrica	اُستُوانی	cilíndric	ADJ;NOM	ADJ;FEM;SG
اِسرائیلی	jueva	اِسرائیلی	juevar	ADJ;NOM	ADJ;FEM;SG
اِسرائیلی	jueu	اِسرائیلی	jueu	ADJ;NOM	ADJ;MASC;SG
اسف	colera	اسف	colera		
اُسقُف	bisbe	اُسقُف	bisbe	N;NOM;MASC;SG;3	N;MASC;SG
اُسقُف	alfil	اُسقُف	alfil	N;NOM;MASC;SG;3	N;MASC;SG
اِسلامی	islàmic	اِسلامی	islàmic	ADJ	ADJ;MASC;SG
اِسلامی	islàmica	اِسلامی	islàmica	ADJ	ADJ;FEM;SG
اِسلامی	musulmà	اِسلامی	musulmà	ADJ	ADJ;MASC;SG
اسلحہ	armadura	اسلحہ	armadurar	N;NOM;MASC;SG;3	N;FEM;SG
اِسم	nom	اِسم	nom		
اسناد	diplomes	سند	diploma	N;NOM;MASC;PL;3	N;MASC;PL
اسناد	motius	سند	motiu	N;NOM;MASC;PL;3	N;MASC;PL
اسناد	raons	سند	raó	N;NOM;MASC;PL;3	N;FEM;PL
اسّی	vuitanta	اسّی	vuitanta		
اِشارات	símbols	اِشار	símbol	N;NOM;MASC;PL;3	N;MASC;PL
اِشارات	rètols	اِشار	rètol	N;NOM;MASC;PL;3	N;MASC;PL
اِشارات	senyals	اِشار	senyal	N;NOM;MASC;PL;3	N;MASC;PL
اِشارہ	signe	اِشارہ	signe	N;NOM;MASC;SG;3	N;MASC;SG
اِشارہ	suggeriment	اِشارہ	suggeriment	N;NOM;MASC;SG;3	N;MASC;SG
اِشارہ	indicació	اِشارہ	indicació	N;NOM;MASC;SG;3	N;FEM;SG
اِشارہ	gest	اِشارہ	gest	N;NOM;MASC;SG;3	N;MASC;SG
اِشارہ	senyal	اِشارہ	senyal	N;NOM;MASC;SG;3	N;MASC;SG
اِشباعی	allargada	اِشباعی	allargat	ADJ	ADJ;FEM;SG;V.PTCP
اِشتراکی	socialista	اِشتراکی	socialista	ADJ	ADJ;SG
اِشتراکیت	socialisme	اِشتراکیت	socialisme	N;NOM;MASC;SG;3	N;MASC;SG
اِشتمالیت	comunisme	اِشتمالیت	comunisme	N;NOM;MASC;SG;3	N;MASC;SG
اشخاص	gent	اشخاص	gent	N;NOM;MASC;SG;3	N;FEM;SG
اشراف	aristòcrata	اشراف	aristòcrata	N;NOM;MASC;SG;3	N;SG
اشرافی	aristocràtica	اشرافی	aristocràtica	ADJ	ADJ;FEM;SG
اِشراقیت	irradiació	اِشراقیت	irradiació	N;NOM;MASC;SG;3	N;FEM;SG
اشعار	cabells	اشعار	cabell	N;NOM;MASC;PL;3	N;MASC;PL
