категория	categoria	категория	categoria	N;INAN;NOM;FEM;SG	N;FEM;SG
человек	human	человек	human	N;ANIM;NOM;MASC;SG	N;MASC;SG
человек	man	человек	man	N;ANIM;NOM;MASC;SG	N;MASC;SG
человек	pá	человек	pá	N;ANIM;NOM;MASC;SG	N;FEM;SG
человек	cara	человек	cara	N;ANIM;NOM;MASC;SG	N;FEM;SG
человек	homem	человек	homem	N;ANIM;NOM;MASC;SG	N;MASC;SG
лет	anos	год	ano	N;INAN;GEN;MASC;PL	N;MASC;PL
февраля	fevereiro	февраль	fevereiro	N;INAN;GEN;MASC;SG	N;MASC;SG
февраля	fev	февраль	faver	N;INAN;GEN;MASC;SG	N;MASC;SG
февраля	fevereiro	февраль	fevereiro	N;INAN;GEN;MASC;SG	N;MASC;SG
они	eles	они	eles	PRO;NOM;PL;3	PRO;NOM;MASC;PL;3
они	elas	они	ele	PRO;NOM;PL;3	PRO;NOM;FEM;PL;3
города	vilas	город	vila	N;INAN;NOM;MASC;PL	N;FEM;PL
города	cidades	город	cidade	N;INAN;NOM;MASC;PL	N;FEM;PL
может	pode	мочь	poder	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
она	ela	она	ela	PRO;NOM;FEM;SG;3	PRO;NOM;FEM;SG;3
войны	guerras	война	guerra	N;INAN;NOM;FEM;PL	N;FEM;PL
войны	guerras	война	guerra	N;INAN;NOM;FEM;PL	N;FEM;PL
которые	qual	который	qual	PRO;NOM	PRO;MASC;SG
высота	altitude	высота	altitude	N;INAN;NOM;FEM;SG	N;FEM;SG
высота	altura	высота	altura	N;INAN;NOM;FEM;SG	N;FEM;SG
переписи	recenseamentos	перепись	recenseamento	N;INAN;NOM;FEM;PL	N;MASC;PL
село	vila	село	vila	N;INAN;NOM;NEUT;SG	N;FEM;SG
село	aldeia	село	aldeia	N;INAN;NOM;NEUT;SG	N;FEM;SG
статья	artigo	статья	artigo	N;INAN;NOM;FEM;SG	N;MASC;SG
род	género	род	género	N;ANIM;NOM;MASC;SG	N;MASC;SG
род	gênero	род	gênero	N;ANIM;NOM;MASC;SG	N;MASC;SG
род	vara	род	varar	N;ANIM;NOM;MASC;SG	N;FEM;SG
род	haste	род	hastar	N;ANIM;NOM;MASC;SG	N;FEM;SG
род	cana	род	cana	N;ANIM;NOM;MASC;SG	N;FEM;SG
один	um	один	um	NUM;NOM;MASC	NUM
один	uma	один	um	NUM;NOM;MASC	NUM
без	sem	без	sem	ADP	ADP
реки	rios	река	rio	N;INAN;NOM;FEM;PL	N;MASC;PL
между	entre	между	entre	ADP	ADP
статус	status	статус	status	N;INAN;NOM;MASC;SG	N;MASC;SG
статус	estatuto	статус	estatuto	N;INAN;NOM;MASC;SG	N;MASC;SG
статус	estado	статус	estado	N;INAN;NOM;MASC;SG	N;MASC;SG
населения	população	население	população	N;INAN;GEN;NEUT;SG	N;FEM;SG
годы	anos	год	ano	N;INAN;ACC;MASC;PL	N;MASC;PL
национальный	nacional	национальный	nacional	ADJ;NOM;MASC;SG	ADJ;MASC;SG
область	província	область	província	N;INAN;NOM;FEM;SG	N;FEM;SG
область	região	область	região	N;INAN;NOM;FEM;SG	N;FEM;SG
область	oblast	область	oblast	N;INAN;NOM;FEM;SG	N;MASC;SG
область	area	область	area	N;INAN;NOM;FEM;SG	N;FEM;SG
область	área	область	área	N;INAN;NOM;FEM;SG	N;FEM;SG
список	lista	список	lista	N;INAN;NOM;MASC;SG	N;FEM;SG
сельское	rural	сельский	rural	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
сайт	website	сайт	websitir	N;INAN;NOM;MASC;SG	N;MASC;SG
сайт	site	сайт	site	N;INAN;NOM;MASC;SG	N;MASC;SG
сайт	sítio	сайт	sítio	N;INAN;NOM;MASC;SG	N;MASC;SG
сайт	site	сайт	site	N;INAN;NOM;MASC;SG	N;MASC;SG
века	idades	век	idade	N;INAN;NOM;MASC;PL	N;FEM;PL
века	séculos	век	século	N;INAN;NOM;MASC;PL	N;MASC;PL
официальный	oficial	официальный	oficial	ADJ;NOM;MASC;SG	ADJ;MASC;SG
часть	part	часть	part	N;INAN;NOM;FEM;SG	N;MASC;SG
часть	parte	часть	parte	N;INAN;NOM;FEM;SG	N;FEM;SG
против	contra	против	contra	ADP	ADP
этот	este	этот	este	DET;NOM;MASC;SG	DET;MASC;SG
этот	esse	этот	esse	DET;NOM;MASC;SG	DET;MASC;SG
несколько	razoavelmente	несколько	razoavelmente	ADV	ADV
город	vila	город	vila	N;INAN;NOM;MASC;SG	N;FEM;SG
город	cidade	город	cidade	N;INAN;NOM;MASC;SG	N;FEM;SG
город	cidade	город	cidade	N;INAN;NOM;MASC;SG	N;FEM;SG
мира	paz	мир	paz	N;INAN;GEN;MASC;SG	N;FEM;SG
мира	mira	мир	mira	N;INAN;GEN;MASC;SG	N;FEM;SG
первое	primeira	первый	primeiro	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
части	peças	часть	peça	N;INAN;NOM;FEM;PL	N;FEM;PL
части	partes	часть	parte	N;INAN;NOM;FEM;PL	N;FEM;PL
описание	descrição	описание	descrição	N;INAN;NOM;NEUT;SG	N;FEM;SG
первый	primeira	первый	primeiro	ADJ;NOM;MASC;SG	ADJ;FEM;SG
файл	arquivo	файл	arquivo	N;INAN;NOM;MASC;SG	N;MASC;SG
файл	ficheiro	файл	ficheiro	N;INAN;NOM;MASC;SG	N;MASC;SG
карты	cartões	карта	cartão	N;INAN;NOM;FEM;PL	N;MASC;PL
карты	cartas	карта	carta	N;INAN;NOM;FEM;PL	N;FEM;PL
карты	cards	карта	cards	N;INAN;NOM;FEM;PL	N;MASC;PL
карты	mapas	карта	mapa	N;INAN;NOM;FEM;PL	N;MASC;PL
два	duas	два	dois	NUM;NOM;MASC	NUM
два	dois	два	dois	NUM;NOM;MASC	NUM
всех	todos	все	todo	PRO;ANIM;ACC;PL	PRO;MASC;PL
всех	todos	все	todo	PRO;ANIM;ACC;PL	PRO;MASC;PL
там	ali	там	ali	ADV	ADV
там	aí	там	aí	ADV	ADV
там	lá	там	lá	ADV	ADV
территории	territórios	территория	território	N;INAN;NOM;FEM;PL	N;MASC;PL
второй	segunda	второй	segundo	ADJ;NOM;MASC;SG	ADJ;FEM;SG
очень	muito	очень	muito	ADV	ADV
главы	capítulos	глава	capítulo	N;ANIM;NOM;MASC;PL	N;MASC;PL
карта	mapa	карта	mapa	N;INAN;NOM;FEM;SG	N;MASC;SG
карта	card	карта	card	N;INAN;NOM;FEM;SG	N;MASC;SG
карта	cartão	карта	cartão	N;INAN;NOM;FEM;SG	N;MASC;SG
площадь	praça	площадь	praça	N;INAN;NOM;FEM;SG	N;FEM;SG
площадь	plaza	площадь	plaza	N;INAN;NOM;FEM;SG	N;FEM;SG
площадь	quadrada	площадь	quadrada	N;INAN;NOM;FEM;SG	N;FEM;SG
площадь	praça	площадь	praça	N;INAN;NOM;FEM;SG	N;FEM;SG
площадь	square	площадь	square	N;INAN;NOM;FEM;SG	N;MASC;SG
площадь	quadrado	площадь	quadrado	N;INAN;NOM;FEM;SG	N;MASC;SG
площадь	area	площадь	area	N;INAN;NOM;FEM;SG	N;FEM;SG
площадь	área	площадь	área	N;INAN;NOM;FEM;SG	N;FEM;SG
всё	tudo	все	tudo	PRO;INAN;NOM;NEUT;SG	PRO;MASC;SG
затем	então	затем	então	ADV	ADV
затем	depois	затем	depois	ADV	ADV
группы	grupos	группа	grupo	N;INAN;NOM;FEM;PL	N;MASC;PL
основания	motivos	основание	motivo	N;INAN;NOM;NEUT;PL	N;MASC;PL
основания	fundamentos	основание	fundamento	N;INAN;NOM;NEUT;PL	N;MASC;PL
размер	size	размер	sizer	N;INAN;NOM;MASC;SG	N;MASC;SG
размер	tamanho	размер	tamanho	N;INAN;NOM;MASC;SG	N;MASC;SG
размер	dimensão	размер	dimensão	N;INAN;NOM;MASC;SG	N;FEM;SG
имеет	tem	иметь	ter	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
поселения	assentamentos	поселение	assentamento	N;INAN;NOM;NEUT;PL	N;MASC;PL
страны	pais	страна	pai	N;INAN;NOM;FEM;PL	N;MASC;PL
страны	países	страна	país	N;INAN;NOM;FEM;PL	N;MASC;PL
входит	entra	входить	entrar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
индекс	index	индекс	index	N;INAN;NOM;MASC;SG	N;MASC;SG
индекс	indice	индекс	indice	N;INAN;NOM;MASC;SG	N;MASC;SG
индекс	índice	индекс	índice	N;INAN;NOM;MASC;SG	N;MASC;SG
улица	rua	улица	rua	N;INAN;NOM;FEM;SG	N;FEM;SG
улица	street	улица	street	N;INAN;NOM;FEM;SG	N;MASC;SG
население	demografia	население	demografia	N;INAN;NOM;NEUT;SG	N;FEM;SG
население	população	население	população	N;INAN;NOM;NEUT;SG	N;FEM;SG
работы	trabalhos	работа	trabalho	N;INAN;NOM;FEM;PL	N;MASC;PL
имена	nomes	имя	nome	N;INAN;NOM;NEUT;PL	N;MASC;PL
упоминание	menção	упоминание	menção	N;INAN;NOM;NEUT;SG	N;FEM;SG
здесь	aqui	здесь	aqui	ADV	ADV
истории	histórias	история	história	N;INAN;NOM;FEM;PL	N;FEM;PL
которая	qual	который	qual	PRO;NOM	PRO;MASC;SG
александр	alexandre	александр	alexandre	N;ANIM;NOM;MASC;SG	N;MASC;SG
александр	alexandre	александр	alexandre	N;ANIM;NOM;MASC;SG	N;MASC;SG
армии	exército	армия	exército	N;INAN;NOM;FEM;SG	N;MASC;SG
армии	tropa	армия	tropa	N;INAN;NOM;FEM;SG	N;FEM;SG
армии	army	армия	army	N;INAN;NOM;FEM;SG	N;MASC;SG
деление	divisão	деление	divisão	N;INAN;NOM;NEUT;SG	N;FEM;SG
деление	subdivisão	деление	subdivisão	N;INAN;NOM;NEUT;SG	N;FEM;SG
деление	cisão	деление	cisão	N;INAN;NOM;NEUT;SG	N;FEM;SG
деление	fissão	деление	fissão	N;INAN;NOM;NEUT;SG	N;FEM;SG
хотя	embora	хотя	embora	CONJ	CONJ
хотя	embora	хотя	embora	CONJ	CONJ
кроме	exceto	кроме	exceto	ADP	ADP
игроки	jogadores	игрок	jogador	N;ANIM;NOM;MASC;PL	N;MASC;PL
история	story	история	story	N;INAN;NOM;FEM;SG	N;MASC;SG
история	história	история	história	N;INAN;NOM;FEM;SG	N;FEM;SG
история	historia	история	historia	N;INAN;NOM;FEM;SG	N;FEM;SG
история	história	история	história	N;INAN;NOM;FEM;SG	N;FEM;SG
совета	concílio	совет	concílio	N;INAN;GEN;MASC;SG	N;MASC;SG
совета	conselho	совет	conselho	N;INAN;GEN;MASC;SG	N;MASC;SG
фильм	filme	фильм	filme	N;INAN;NOM;MASC;SG	N;MASC;SG
фильм	película	фильм	película	N;INAN;NOM;MASC;SG	N;FEM;SG
фильм	filme	фильм	filme	N;INAN;NOM;MASC;SG	N;MASC;SG
рождения	parto	рождение	parto	N;INAN;NOM;NEUT;SG	N;MASC;SG
рождения	nascimento	рождение	nascimento	N;INAN;NOM;NEUT;SG	N;MASC;SG
пункты	itens	пункт	item	N;INAN;NOM;MASC;PL	N;MASC;PL
пункты	artigos	пункт	artigo	N;INAN;NOM;MASC;PL	N;MASC;PL
пункты	parágrafos	пункт	parágrafo	N;INAN;NOM;MASC;PL	N;MASC;PL
времени	hora	время	hora	N;INAN;GEN;NEUT;SG	N;FEM;SG
времени	horário	время	horário	N;INAN;GEN;NEUT;SG	N;MASC;SG
времени	tempo	время	tempo	N;INAN;GEN;NEUT;SG	N;MASC;SG
времени	time	время	time	N;INAN;GEN;NEUT;SG	N;MASC;SG
участник	membro	участник	membro	N;ANIM;NOM;MASC;SG	N;MASC;SG
участник	participante	участник	participante	N;ANIM;NOM;MASC;SG	N;MASC;SG
страница	pagina	страница	pagina	N;INAN;NOM;FEM;SG	N;FEM;SG
страница	página	страница	página	N;INAN;NOM;FEM;SG	N;FEM;SG
страница	page	страница	pagar	N;INAN;NOM;FEM;SG	N;MASC;SG
участие	participação	участие	participação	N;INAN;NOM;NEUT;SG	N;FEM;SG
участие	envolvimento	участие	envolvimento	N;INAN;NOM;NEUT;SG	N;MASC;SG
участие	participação	участие	participação	N;INAN;NOM;NEUT;SG	N;FEM;SG
три	tres	три	tres	NUM;NOM	NUM
три	três	три	três	NUM;NOM	NUM
человека	human	человек	human	N;ANIM;ACC;MASC;SG	N;MASC;SG
автор	autor	автор	autor	N;ANIM;NOM;MASC;SG	N;MASC;SG
автор	autora	автор	autora	N;ANIM;NOM;MASC;SG	N;FEM;SG
внутреннее	interno	внутренний	interno	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
внутреннее	interna	внутренний	interno	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
эти	estes	этот	este	DET;NOM;PL	DET;MASC;PL
эти	esses	этот	esse	DET;NOM;PL	DET;MASC;PL
статей	artigos	статья	artigo	N;INAN;GEN;FEM;PL	N;MASC;PL
случае	case	случай	case	N;INAN;ESS;MASC;SG	N;MASC;SG
случае	caso	случай	caso	N;INAN;ESS;MASC;SG	N;MASC;SG
центр	centro	центр	centro	N;INAN;NOM;MASC;SG	N;MASC;SG
центр	center	центр	center	N;INAN;NOM;MASC;SG	N;MASC;SG
центр	centro	центр	centro	N;INAN;NOM;MASC;SG	N;MASC;SG
центр	centre	центр	centre	N;INAN;NOM;MASC;SG	N;MASC;SG
округ	condado	округ	condar	N;INAN;NOM;MASC;SG	N;MASC;SG
округ	okrug	округ	okrug	N;INAN;NOM;MASC;SG	N;MASC;SG
округ	distrito	округ	distrito	N;INAN;NOM;MASC;SG	N;MASC;SG
жизни	vidas	жизнь	vida	N;INAN;NOM;FEM;PL	N;FEM;PL
генерал	geral	генерал	geral	N;ANIM;NOM;MASC;SG	N;MASC;SG
генерал	general	генерал	general	N;ANIM;NOM;MASC;SG	N;MASC;SG
родился	nascido	рождаться	nascer	V;PFV;MASC;IND;SG;PST;FIN;MID	V;MASC;SG;V.PTCP
родился	nascida	рождаться	nascer	V;PFV;MASC;IND;SG;PST;FIN;MID	V;FEM;SG;V.PTCP
родился	nasceu	рождаться	nascer	V;PFV;MASC;IND;SG;PST;FIN;MID	V;IND;SG;3;PST;FIN
союза	union	союз	union	N;INAN;GEN;MASC;SG	N;MASC;SG
союза	união	союз	união	N;INAN;GEN;MASC;SG	N;FEM;SG
кто	quem	кто	quem	PRO;NOM	PRO;SG
связи	ligações	связь	ligação	N;INAN;NOM;FEM;PL	N;FEM;PL
связи	links	связь	link	N;INAN;NOM;FEM;PL	N;MASC;PL
связи	comunicações	связь	comunicação	N;INAN;NOM;FEM;PL	N;FEM;PL
день	dia	день	dia	N;INAN;NOM;MASC;SG	N;MASC;SG
период	periodo	период	periodo	N;INAN;NOM;MASC;SG	N;MASC;SG
период	período	период	período	N;INAN;NOM;MASC;SG	N;MASC;SG
община	comunidade	община	comunidade	N;INAN;NOM;FEM;SG	N;FEM;SG
индексы	índices	индекс	índice	N;INAN;NOM;MASC;PL	N;MASC;PL
индексы	índices	индекс	índice	N;INAN;NOM;MASC;PL	N;MASC;PL
группа	grupo	группа	grupo	N;INAN;NOM;FEM;SG	N;MASC;SG
имя	nome	имя	nome	N;INAN;NOM;NEUT;SG	N;MASC;SG
игры	games	игра	game	N;INAN;NOM;FEM;PL	N;MASC;PL
игры	jogos	игра	jogo	N;INAN;NOM;FEM;PL	N;MASC;PL
санкт	sankt	санкт	sankt	N;INAN;NOM;MASC;SG	N;MASC;SG
идентификатор	identificador	идентификатор	identificador	N;INAN;NOM;MASC;SG	N;MASC;SG
ширина	largura	ширина	largura	N;INAN;NOM;FEM;SG	N;FEM;SG
ширина	amplitude	ширина	amplitude	N;INAN;NOM;FEM;SG	N;FEM;SG
регион	região	регион	região	N;INAN;NOM;MASC;SG	N;FEM;SG
тогда	então	тогда	então	ADV	ADV
тогда	depois	тогда	depois	ADV	ADV
конце	end	конец	end	N;INAN;ESS;MASC;SG	N;MASC;SG
конце	final	конец	final	N;INAN;ESS;MASC;SG	N;MASC;SG
конце	fim	конец	fim	N;INAN;ESS;MASC;SG	N;MASC;SG
отечественной	patriótico	отечественный	patriótico	ADJ;INS;FEM;SG	ADJ;MASC;SG
работал	trabalhou	работать	trabalhar	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
работал	funcionou	работать	funcionar	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
работал	trabalhado	работать	trabalhar	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;SG;V.PTCP
церкви	igreja	церковь	igreja	N;INAN;NOM;FEM;SG	N;FEM;SG
клуб	club	клуб	club	N;INAN;NOM;MASC;SG	N;MASC;SG
клуб	clube	клуб	clube	N;INAN;NOM;MASC;SG	N;MASC;SG
наук	ciências	наука	ciência	N;INAN;GEN;FEM;PL	N;FEM;PL
ввп	pib	ввп	pib	N;INAN;NOM;MASC;SG	N;MASC;SG
больше	mais	больше	mais	ADV;CMPR	ADV
федерации	federações	федерация	federação	N;INAN;NOM;FEM;PL	N;FEM;PL
изображения	imagens	изображение	imagem	N;INAN;NOM;NEUT;PL	N;FEM;PL
степени	graus	степень	grau	N;INAN;NOM;FEM;PL	N;MASC;PL
степени	graus	степень	grau	N;INAN;NOM;FEM;PL	N;MASC;PL
изображение	image	изображение	image	N;INAN;NOM;NEUT;SG	N;MASC;SG
изображение	imagem	изображение	imagem	N;INAN;NOM;NEUT;SG	N;FEM;SG
награды	honras	награда	honra	N;INAN;NOM;FEM;PL	N;FEM;PL
награды	recompensas	награда	recompensa	N;INAN;NOM;FEM;PL	N;FEM;PL
награды	prémios	награда	prémio	N;INAN;NOM;FEM;PL	N;MASC;PL
награды	prêmios	награда	prêmio	N;INAN;NOM;FEM;PL	N;MASC;PL
ранее	anteriormente	ранее	anteriormente	ADV	ADV
ранее	anteriormente	ранее	anteriormente	ADV	ADV
ранее	antigamente	ранее	antigamente	ADV	ADV
википедия	wikipédia	википедия	wikipédia	N;INAN;NOM;FEM;SG	N;FEM;SG
википедия	wikipedia	википедия	wikipedia	N;INAN;NOM;FEM;SG	N;FEM;SG
германии	alemã	германия	alemã	N;INAN;ESS;NEUT;SG	N;FEM;SG
германии	alemão	германия	alemão	N;INAN;ESS;NEUT;SG	N;MASC;SG
германии	alemanha	германия	alemanha	N;INAN;ESS;NEUT;SG	N;FEM;SG
владимир	vladimír	владимир	vladimír	N;ANIM;NOM;MASC;SG	N;MASC;SG
владимир	vladimir	владимир	vladimir	N;ANIM;NOM;MASC;SG	N;MASC;SG
москва	moscou	москва	moscar	N;INAN;NOM;FEM;SG	N;MASC;SG
москва	moscovo	москва	moscovo	N;INAN;NOM;FEM;SG	N;MASC;SG
системы	sistemas	система	sistema	N;INAN;NOM;FEM;PL	N;MASC;PL
стороны	laterais	сторона	lateral	N;INAN;NOM;FEM;PL	N;MASC;PL
стороны	lados	сторона	lado	N;INAN;NOM;FEM;PL	N;MASC;PL
стороны	festas	сторона	festa	N;INAN;NOM;FEM;PL	N;FEM;PL
стороны	partidos	сторона	partido	N;INAN;NOM;FEM;PL	N;MASC;PL
совет	concílio	совет	concílio	N;INAN;NOM;MASC;SG	N;MASC;SG
совет	conselho	совет	conselho	N;INAN;NOM;MASC;SG	N;MASC;SG
две	duas	два	dois	NUM;NOM;FEM	NUM
две	dois	два	dois	NUM;NOM;FEM	NUM
николай	nicolai	николай	nicolai	N;ANIM;NOM;MASC;SG	N;MASC;SG
николай	nikolai	николай	nikolai	N;ANIM;NOM;MASC;SG	N;MASC;SG
николай	nicolás	николай	nicolás	N;ANIM;NOM;MASC;SG	N;MASC;SG
николай	nicolau	николай	nicolar	N;ANIM;NOM;MASC;SG	N;MASC;SG
николай	nikolai	николай	nikolai	N;ANIM;NOM;MASC;SG	N;MASC;SG
николай	nikolay	николай	nikolay	N;ANIM;NOM;MASC;SG	N;MASC;SG
менее	menos	менее	menos	ADV;CMPR	ADV
роль	papel	роль	papel	N;INAN;NOM;FEM;SG	N;MASC;SG
юго	sudoeste	южный	sudoeste	N;INAN;NOM;MASC;SG	N;MASC;SG
дом	home	дом	home	N;INAN;NOM;MASC;SG	N;MASC;SG
дом	casa	дом	casa	N;INAN;NOM;MASC;SG	N;FEM;SG
дом	lar	дом	lar	N;INAN;NOM;MASC;SG	N;MASC;SG
дом	dom	дом	dom	N;INAN;NOM;MASC;SG	N;MASC;SG
дом	casa	дом	casa	N;INAN;NOM;MASC;SG	N;FEM;SG
значимость	significância	значимость	significância	N;INAN;NOM;FEM;SG	N;FEM;SG
значимость	significado	значимость	significado	N;INAN;NOM;FEM;SG	N;MASC;SG
значимость	relevância	значимость	relevância	N;INAN;NOM;FEM;SG	N;FEM;SG
значимость	pertinência	значимость	pertinência	N;INAN;NOM;FEM;SG	N;FEM;SG
высоты	alturas	высота	altura	N;INAN;NOM;FEM;PL	N;FEM;PL
член	membro	член	membro	N;ANIM;NOM;MASC;SG	N;MASC;SG
член	pénis	член	pénis	N;ANIM;NOM;MASC;SG	N;MASC;SG
член	pênis	член	pênis	N;ANIM;NOM;MASC;SG	N;MASC;SG
член	pila	член	pila	N;ANIM;NOM;MASC;SG	N;FEM;SG
член	dick	член	dick	N;ANIM;NOM;MASC;SG	N;MASC;SG
член	pila	член	pila	N;ANIM;NOM;MASC;SG	N;FEM;SG
член	galo	член	galo	N;ANIM;NOM;MASC;SG	N;MASC;SG
орден	ordem	орден	ordem	N;INAN;NOM;MASC;SG	N;FEM;SG
орден	encomenda	орден	encomenda	N;INAN;NOM;MASC;SG	N;FEM;SG
сын	son	сын	son	N;ANIM;NOM;MASC;SG	N;MASC;SG
