med	com	med	com	ADP	ADP
norr	norte	norr	norte	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
norr	north	norr	north	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
oktober	outubro	oktober	outubro	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
september	setembro	september	setembro	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
större	maiores	stor	grande	ADJ;NOM;CMPR	ADJ;MASC;PL
större	maior	stor	grande	ADJ;NOM;CMPR	ADJ;MASC;SG
större	maiores	stor	grande	ADJ;NOM;CMPR	ADJ;MASC;PL
större	maior	stor	grande	ADJ;NOM;CMPR	ADJ;MASC;SG
större	maiores	stor	grande	ADJ;NOM;CMPR	ADJ;MASC;PL
större	maior	stor	grande	ADJ;NOM;CMPR	ADJ;MASC;SG
andra	outros	annan	outro	PRO;INDF;PL	PRO;MASC;PL
andra	outras	annan	outro	PRO;INDF;PL	PRO;FEM;PL
andra	outros	annan	outro	PRO;INDF;PL	PRO;MASC;PL
andra	outras	annan	outro	PRO;INDF;PL	PRO;FEM;PL
hade	tive	ha	ter	V;IND;PST;FIN;ACT	V;IND;SG;1;PST;FIN
hade	teve	ha	ter	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
där	ali	där	ali	ADV	ADV
där	aí	där	aí	ADV	ADV
där	lá	där	lá	ADV	ADV
där	aonde	där	aonde	ADV	ADV
där	onde	där	onde	ADV	ADV
county	condado	county	condar	N;NOM;INDF;NEUT;SG	N;MASC;SG
huvudsakligen	principalmente	huvudsakligen	principalmente	ADV	ADV
huvudsakligen	principalmente	huvudsakligen	principalmente	ADV	ADV
huvudsakligen	primariamente	huvudsakligen	primariamente	ADV	ADV
ovanligt	invulgar	ovanlig	invulgar	ADJ;NOM;INDF;NEUT;SG	ADJ;MASC;SG
ovanligt	incomum	ovanlig	incomum	ADJ;NOM;INDF;NEUT;SG	ADJ;MASC;SG
ovanligt	incomum	ovanlig	incomum	ADJ;NOM;INDF;NEUT;SG	ADJ;MASC;SG
söder	sul	söder	sul	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
söder	south	söder	south	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
mycket	muito	mycket	muito	ADV	ADV
mycket	muito	mycket	muito	ADV	ADV
jpg	jpg	jpg	jpg	N	N;MASC;SG
regionen	região	region	região	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
creek	creek	creek	creek	N;NOM;INDF;NEUT;SG	N;MASC;SG
creek	riacho	creek	riacho	N;NOM;INDF;NEUT;SG	N;MASC;SG
november	novembro	november	novembro	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
maj	may	maj	may	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
maj	maio	maj	maio	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
samhälle	society	samhälle	society	N;NOM;INDF;NEUT;SG	N;MASC;SG
samhälle	sociedade	samhälle	sociedade	N;NOM;INDF;NEUT;SG	N;FEM;SG
samhälle	comunidade	samhälle	comunidade	N;NOM;INDF;NEUT;SG	N;FEM;SG
hon	ela	hon	ela	PRO;NOM;DEF;MASC+FEM;SG	PRO;NOM;FEM;SG;3
består	composta	bestå	compor	V;IND;PRS;FIN;ACT	V;FEM;SG;V.PTCP
består	consiste	bestå	consistir	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
platser	assentos	plats	assento	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
platser	lugares	plats	lugar	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
platser	bancos	plats	banco	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
platser	localizações	plats	localização	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
platser	localidades	plats	localidade	N;NOM;INDF;MASC+FEM;PL	N;FEM;PL
platser	locais	plats	local	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
platser	locais	plats	local	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
platser	lugares	plats	lugar	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
platser	sítios	plats	sítio	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
platser	sítios	plats	sítio	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
platser	sites	plats	site	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
första	primeira	en	primeiro	ADJ;NOM	ADJ;FEM;SG
första	primeiros	en	primeiro	ADJ;NOM	ADJ;MASC;PL
fick	recebida	få	receber	V;IND;PST;FIN;ACT	V;FEM;SG;V.PTCP
fick	recebido	få	receber	V;IND;PST;FIN;ACT	V;MASC;SG;V.PTCP
fick	receberam	få	receber	V;IND;PST;FIN;ACT	V;IND;PL;3;FIN
fick	recebidos	få	receber	V;IND;PST;FIN;ACT	V;MASC;PL;V.PTCP
fick	recebeu	få	receber	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
fick	recebidas	få	receber	V;IND;PST;FIN;ACT	V;FEM;PL;V.PTCP
området	area	område	area	N;NOM;DEF;NEUT;SG	N;FEM;SG
området	área	område	área	N;NOM;DEF;NEUT;SG	N;FEM;SG
april	april	april	april	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
april	abril	april	abril	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
bar	barra	ba	barra	N;NOM;INDF;NEUT;SG	N;FEM;SG
bar	bar	ba	bar	N;NOM;INDF;NEUT;SG	N;MASC;SG
södra	sulista	södra	sulista	ADJ;NOM;DEF;SG	ADJ;MASC;SG
södra	meridional	södra	meridional	ADJ;NOM;DEF;SG	ADJ;MASC;SG
toppen	topo	topp	topo	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
toppen	top	topp	top	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
sedan	então	sedan	então	ADV	ADV
sedan	depois	sedan	depois	ADV	ADV
östra	oriental	östra	oriental	ADJ;NOM;DEF;SG	ADJ;MASC;SG
kilometer	quilómetros	kilomet	quilómetro	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
kilometer	quilômetros	kilomet	quilômetro	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
kilometer	quilómetros	kilomet	quilómetro	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
kilometer	quilômetros	kilomet	quilômetro	N;NOM;INDF;MASC+FEM;PL	N;MASC;PL
norra	setentrional	norra	setentrional	ADJ;NOM;DEF;SG	ADJ;MASC;SG
också	igualmente	också	igualmente	ADV	ADV
också	também	också	também	ADV	ADV
också	também	också	também	ADV	ADV
också	demais	också	demais	ADV	ADV
talet	discurso	tal	discurso	N;NOM;DEF;NEUT;SG	N;MASC;SG
detta	esta	denna	este	PRO;DEF;NEUT;SG	PRO;FEM;SG
detta	isso	denna	isso	PRO;DEF;NEUT;SG	PRO;MASC;SG
detta	isto	denna	isto	PRO;DEF;NEUT;SG	PRO;MASC;SG
detta	essa	denna	esse	PRO;DEF;NEUT;SG	PRO;FEM;SG
mot	contra	mot	contra	ADP	ADP
del	part	del	part	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
del	parte	del	parte	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
del	del	del	del	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
riktning	direção	riktning	direção	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
riktning	direcção	riktning	direcção	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
namn	nome	namn	nome	N;NOM;INDF;NEUT;SG	N;MASC;SG
vilket	qual	vilken	qual	PRO;INDF;NEUT;SG	PRO;MASC;SG
mellan	entre	mellan	entre	ADP	ADP
svensk	sueco	svensk	sueco	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
svensk	sueca	svensk	suecar	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
svensk	sueco	svensk	sueco	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
svensk	svensk	svensk	svensk	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
när	quando	när	quando	ADV	ADV
cerro	cerro	cerro	cerro	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
död	death	död	death	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
död	morte	död	morte	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
död	morta	död	morto	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
död	dead	död	dead	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
kulle	colina	kulle	colina	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
kulle	hill	kulle	hill	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
kommunen	município	kommun	município	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
kommunen	concelho	kommun	concelho	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
klimatet	clima	klimate	clima	N;NOM;DEF;NEUT;SG	N;MASC;SG
text	texto	text	texto	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
lista	lista	lista	lista	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
största	maiores	stor	grande	ADJ;NOM;DEF;RL	ADJ;MASC;PL
största	maior	stor	grande	ADJ;NOM;DEF;RL	ADJ;MASC;SG
största	maiores	stor	grande	ADJ;NOM;DEF;RL	ADJ;MASC;PL
största	maior	stor	grande	ADJ;NOM;DEF;RL	ADJ;MASC;SG
departementet	departamento	departement	departamento	N;NOM;DEF;NEUT;SG	N;MASC;SG
denna	esta	denna	este	PRO;DEF;MASC+FEM;SG	PRO;FEM;SG
denna	isso	denna	isso	PRO;DEF;MASC+FEM;SG	PRO;MASC;SG
denna	isto	denna	isto	PRO;DEF;MASC+FEM;SG	PRO;MASC;SG
denna	essa	denna	esse	PRO;DEF;MASC+FEM;SG	PRO;FEM;SG
from	piedoso	from	piedoso	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
tropiskt	tropical	tropisk	tropical	ADJ;NOM;INDF;NEUT;SG	ADJ;MASC;SG
park	parque	park	parque	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
park	park	park	park	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
flera	vários	flera	vários	PRO;INDF;PL	PRO;MASC;PL
flera	várias	flera	várias	PRO;INDF;PL	PRO;FEM;PL
alla	todos	all	todo	PRO;INDF;PL	PRO;MASC;PL
alla	todos	all	todo	PRO;INDF;PL	PRO;MASC;PL
senare	depois	sen	depois	ADV;CMPR	ADV
olika	diferentes	olik	diferente	ADJ;NOM;PL	ADJ;MASC;PL
olika	diversos	olik	diverso	ADJ;NOM;PL	ADJ;MASC;PL
point	ponto	point	ponto	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
point	point	point	point	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
ort	cidade	ort	cidade	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
nya	novas	ny	novo	ADJ;NOM;PL	ADJ;FEM;PL
nya	novos	ny	novo	ADJ;NOM;PL	ADJ;MASC;PL
sjön	lago	sjö	lago	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
tidigare	anteriormente	tidig	anteriormente	ADV;CMPR	ADV
utan	sem	utan	sem	ADP	ADP
socken	paróquia	socken	paróquia	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
socken	freguesia	socken	freguesia	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
score	pontuação	score	pontuação	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
score	placar	score	placar	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
omgivande	circundante	omgivande	circundante	ADJ;NOM;PRS;V.PTCP	ADJ;MASC;SG
basen	base	bas	base	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
tre	tres	tre	tres	NUM;NOM	NUM
tre	três	tre	três	NUM;NOM	NUM
shift	shift	shift	shift	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
shift	turno	shift	turno	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
algeriet	argélia	algeri	argélia	N;NOM;DEF;NEUT;SG	N;FEM;SG
dessa	essas	denna	esse	PRO;DEF;PL	PRO;FEM;PL
dessa	estas	denna	este	PRO;DEF;PL	PRO;FEM;PL
dessa	essas	denna	esse	PRO;DEF;PL	PRO;FEM;PL
växtlighet	vegetação	växtlighet	vegetação	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
mer	mais	mycket	mais	ADV;CMPR	ADV
här	aqui	här	aqui	ADV	ADV
öst	oriente	öst	oriente	N	N;MASC;SG
öst	leste	öst	leste	N	N;MASC;SG
öst	east	öst	east	N	N;MASC;SG
öst	orientais	öst	oriental	N	N;MASC;PL
öst	leste	öst	leste	N	N;MASC;SG
öst	eastern	öst	eastern	N	N;MASC;SG
region	região	region	região	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
jakarta	jacarta	jakert	jacarta	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
wat	wat	wat	wat	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
file	arquivo	file	arquivo	N;NOM;INDF;NEUT;SG	N;MASC;SG
file	ficheiro	file	ficheiro	N;NOM;INDF;NEUT;SG	N;MASC;SG
släkte	generation	släkte	generation	N;NOM;INDF;NEUT;SG	N;MASC;SG
släkte	geração	släkte	geração	N;NOM;INDF;NEUT;SG	N;FEM;SG
släkte	raça	släkte	raça	N;NOM;INDF;NEUT;SG	N;FEM;SG
släkte	mestiço	släkte	mestiço	N;NOM;INDF;NEUT;SG	N;MASC;SG
släkte	género	släkte	género	N;NOM;INDF;NEUT;SG	N;MASC;SG
släkte	gênero	släkte	gênero	N;NOM;INDF;NEUT;SG	N;MASC;SG
sydlig	sulista	sydlig	sulista	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;MASC;SG
sydlig	meridional	sydlig	meridional	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;MASC;SG
samhällen	comunidades	samhälle	comunidade	N;NOM;INDF;NEUT;PL	N;FEM;PL
samhällen	sociedades	samhälle	sociedade	N;NOM;INDF;NEUT;PL	N;FEM;PL
republiken	república	republik	república	N;NOM;DEF;MASC+FEM;SG	N;FEM;SG
öppet	abertamente	öppen	abertamente	ADV	ADV
delstat	state	delstad	state	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
delstat	estado	delstad	estado	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
fram	frente	fram	frente	ADV	ADV
mål	gol	mål	gol	N;NOM;INDF;NEUT;SG	N;MASC;SG
mål	objetivo	mål	objetivo	N;NOM;INDF;NEUT;SG	N;MASC;SG
mål	golo	mål	golo	N;NOM;INDF;NEUT;SG	N;MASC;SG
mål	baliza	mål	baliza	N;NOM;INDF;NEUT;SG	N;FEM;SG
mål	meta	mål	meta	N;NOM;INDF;NEUT;SG	N;FEM;SG
län	condado	län	condar	N;NOM;INDF;NEUT;SG	N;MASC;SG
län	província	län	província	N;NOM;INDF;NEUT;SG	N;FEM;SG
bosnien	bósnia	bosnie	bósnia	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
afghanistan	afeganistão	afghanistan	afeganistão	N;NOM;DEF;MASC+FEM;SG	N;MASC;SG
hercegovina	herzegovina	hercegovin	herzegovina	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
administrativ	administrativo	administrativ	administrativo	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;MASC;SG
bara	só	bara	só	ADV	ADV
bara	apenas	bara	apenas	ADV	ADV
bara	somente	bara	somente	ADV	ADV
bara	unicamente	bara	unicamente	ADV	ADV
bara	só	bara	só	ADV	ADV
bara	apenas	bara	apenas	ADV	ADV
plats	lugar	plats	lugar	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
plats	place	plats	place	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
plats	local	plats	local	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
plats	sítio	plats	sítio	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
plats	localização	plats	localização	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
församling	paróquia	församling	paróquia	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
församling	freguesia	församling	freguesia	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
församling	congregação	församling	congregação	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
församling	montagem	församling	montagem	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
församling	assembleia	församling	assembleia	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
församling	assembléia	församling	assembléia	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
río	río	río	río	N	N;MASC;SG
land	país	land	país	N;NOM;INDF;NEUT;SG	N;MASC;SG
land	land	land	land	N;NOM;INDF;NEUT;SG	N;MASC;SG
land	terra	land	terra	N;NOM;INDF;NEUT;SG	N;FEM;SG
tid	hora	tid	hora	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
tid	horário	tid	horário	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
tid	tempo	tid	tempo	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
tid	time	tid	time	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
ofta	freqüentemente	ofta	freqüentemente	ADV	ADV
ofta	frequentemente	ofta	frequentemente	ADV	ADV
ofta	freqüentemente	ofta	freqüentemente	ADV	ADV
ofta	frequentemente	ofta	frequentemente	ADV	ADV
tog	levou	ta	levar	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
tog	tirou	ta	tirar	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
tog	demorou	ta	demorar	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
tog	levaram	ta	levar	V;IND;PST;FIN;ACT	V;IND;PL;3;FIN
kommer	vem	komma	vir	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
kommer	vindo	komma	vir	V;IND;PRS;FIN;ACT	V;MASC;V.PTCP
kommer	chegando	komma	chegar	V;IND;PRS;FIN;ACT	V;V.MSDR
exempel	exemplo	exempel	exemplo	N;NOM;INDF;NEUT;SG	N;MASC;SG
någon	alguém	någon	alguém	PRO;INDF;MASC+FEM;SG	PRO;MASC;SG
någon	alguém	någon	alguém	PRO;INDF;MASC+FEM;SG	PRO;MASC;SG
någon	alguém	någon	alguém	PRO;INDF;MASC+FEM;SG	PRO;MASC;SG
saint	santo	saint	santo	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
saint	saint	saint	saint	N;NOM;INDF;MASC+FEM;SG	N;MASC;SG
saint	santa	saint	santo	N;NOM;INDF;MASC+FEM;SG	N;FEM;SG
något	algo	någon	algo	PRO;INDF;NEUT;SG	PRO;MASC;SG
gjorde	fiz	göra	fazer	V;IND;PST;FIN;ACT	V;IND;SG;1;PST;FIN
gjorde	fê	göra	fazer	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
gjorde	fez	göra	fazer	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
