dari	從	dari	從	ADP	ADP
tipe	型態	tipe	型態	N;SG	N
tipe	類型	tipe	類型	N;SG	N
tipe	類型	tipe	類型	N;SG	N
menyerang	攻擊	menserang	攻擊	V;SG;ACT	V
menyerang	冒犯	menserang	冒犯	V;SG;ACT	V
menyerang	攻擊	menserang	攻擊	V;SG;ACT	V
menyerang	進攻	menserang	進攻	V;SG;ACT	V
terlalu	太	terlalu	太	ADV	ADV
aliran	流派	aliran	流派	N;SG	N
aliran	流	aliran	流	N;SG	N
aliran	溪流	aliran	溪流	N;SG	N
aliran	流	aliran	流	N;SG	N
aliran	流程	aliran	流程	N;SG	N
aliran	流動	aliran	流動	N;SG	N
aliran	流量	aliran	流量	N;SG	N
aliran	流	aliran	流	N;SG	N
aliran	溪流	aliran	溪流	N;SG	N
berjalan	散步	berjalan	散步	V;SG;ACT	V
berjalan	行走	berjalan	行走	V;SG;ACT	V
berjalan	走路	berjalan	走路	V;SG;ACT	V
berjalan	奔	berjalan	奔	V;SG;ACT	V
berjalan	跑步	berjalan	跑步	V;SG;ACT	V
berjalan	運行	berjalan	運行	V;SG;ACT	V
berjalan	散步	berjalan	散步	V;SG;ACT	V
berjalan	走路	berjalan	走路	V;SG;ACT	V
teks	文字	teks	文字	N;SG	N
teks	案文	teks	案文	N;SG	N
tujuh	七七	tujuh	七七	NUM	NUM
tujuh	七	tujuh	七	NUM	NUM
tujuh	七	tujuh	七	NUM	NUM
penumpang	乘客	pentumpang	乘客	N;SG	N
penumpang	旅客	pentumpang	旅客	N;SG	N
penumpang	乘客	pentumpang	乘客	N;SG	N
penumpang	旅客	pentumpang	旅客	N;SG	N
minyak	油	minyak	油	N;SG	N
minyak	石油	minyak	石油	N;SG	N
minyak	機油	minyak	機油	N;SG	N
upacara	儀式	upacara	儀式	N;SG	N
terkait	相關	terkait	相關	V;SG;PASS	V
murid	門徒	murid	門徒	N;SG	N
murid	學生	murid	學生	N;SG	N
murid	學生	murid	學生	N;SG	N
murid	門徒	murid	門徒	N;SG	N
murid	徒弟	murid	徒弟	N;SG	N
murid	弟子	murid	弟子	N;SG	N
gas	氣	gas	氣	N;SG	N
gas	汽油	gas	汽油	N;SG	N
gas	氣體	gas	氣體	N;SG	N
gas	氣體	gas	氣體	N;SG	N
tumbuhan	植物	tumbuhan	植物	N;SG	N
tumbuhan	廠	tumbuhan	廠	N;SG	N
tumbuhan	植物	tumbuhan	植物	N;SG	N
tumbuhan	工廠	tumbuhan	工廠	N;SG	N
makan	食	makan	食	N;SG;ACT	N
generasi	世代	generasi	世代	N;SG	N
generasi	世代	generasi	世代	N;SG	N
mengandung	含有	menkandung	含有	V;SG;ACT	V
mengandung	包含	menkandung	包含	V;SG;ACT	V
saluran	頻道	saluran	頻道	N;SG	N
saluran	渠道	saluran	渠道	N;SG	N
saluran	頻道	saluran	頻道	N;SG	N
saluran	海峽	saluran	海峽	N;SG	N
saluran	通道	saluran	通道	N;SG	N
vokal	聲樂	vokal	聲樂	N;SG	N
vokal	母音	vokal	母音	N;SG	N
keempat	第四	keempat	第四	NUM	NUM
dimiliki	擁有	dimiliki	擁有	V;SG;PASS	V
akademi	學院	akademi	學院	N;SG	N
khususnya	尤其	khususnya	尤其	ADV	ADV
khususnya	尤其	khususnya	尤其	ADV	ADV
pinjaman	借款	pinjaman	借款	N;SG	N
pinjaman	貸款	pinjaman	貸款	N;SG	N
pinjaman	借貸	pinjaman	借貸	N;SG	N
pinjaman	借款	pinjaman	借款	N;SG	N
pinjaman	貸款	pinjaman	貸款	N;SG	N
metode	方法	metode	方法	N;SG	N
metode	辦法	metode	辦法	N;SG	N
metode	方式	metode	方式	N;SG	N
metode	方法	metode	方法	N;SG	N
peraturan	規則	peraturan	規則	N;SG	N
peraturan	細則	peraturan	細則	N;SG	N
peraturan	條例	peraturan	條例	N;SG	N
peraturan	條例	peraturan	條例	N;SG	N
peraturan	細則	peraturan	細則	N;SG	N
pemenang	勝者	penmenang	勝者	N;SG	N
pemenang	贏家	penmenang	贏家	N;SG	N
cahaya	光線	cahaya	光線	N;SG	N
cahaya	光	cahaya	光	N;SG	N
cahaya	燈光	cahaya	燈光	N;SG	N
cahaya	光明	cahaya	光明	N;SG	N
bergerak	移動	bergerak	移動	V;SG;ACT	V
bergerak	感動	bergerak	感動	V;SG;ACT	V
tionghoa	國語	tionghoa	國語	N	N
tionghoa	中文	tionghoa	中文	N	N
skor	分數	skor	分數	N;SG	N
skor	得分	skor	得分	N;SG	N
skor	分數	skor	分數	N;SG	N
kanan	右	kanan	右	N;SG	N
airlines	航空	airlines	航空	N	N
airlines	航空	airlines	航空	N	N
kompetisi	競賽	kompetisi	競賽	N;SG	N
kompetisi	競爭	kompetisi	競爭	N;SG	N
kompetisi	競賽	kompetisi	競賽	N;SG	N
polisi	警方	polisi	警方	N;SG	N
polisi	警務	polisi	警務	N;SG	N
polisi	警察	polisi	警察	N;SG	N
kecepatan	速度	kecepatan	速度	N;SG	N
kecepatan	速度	kecepatan	速度	N;SG	N
kecepatan	速	kecepatan	速	N;SG	N
mencoba	嘗試	mencoba	嘗試	V;SG;ACT	V
penguasa	尺子	penkuasa	尺子	N;SG	N
pasangan	夫妻	pasangan	夫妻	N;SG	N
pasangan	情侶	pasangan	情侶	N;SG	N
pasangan	夫婦	pasangan	夫婦	N;SG	N
pasangan	伴侶	pasangan	伴侶	N;SG	N
pasangan	夥伴	pasangan	夥伴	N;SG	N
pasangan	搭檔	pasangan	搭檔	N;SG	N
menolak	遞減	mentolak	遞減	V;SG;ACT	V
menolak	衰落	mentolak	衰落	V;SG;ACT	V
lewat	通過	lewat	通過	ADP;SG;ACT	ADP
lewat	經	lewat	經	ADP;SG;ACT	ADP
mengubah	轉換	menubah	轉換	V;SG;ACT	V
mengubah	變換	menubah	變換	V;SG;ACT	V
mengubah	轉變	menubah	轉變	V;SG;ACT	V
mengubah	變形	menubah	變形	V;SG;ACT	V
mengubah	改變	menubah	改變	V;SG;ACT	V
mengubah	變更	menubah	變更	V;SG;ACT	V
mengubah	變動	menubah	變動	V;SG;ACT	V
mengubah	變化	menubah	變化	V;SG;ACT	V
mengubah	改變	menubah	改變	V;SG;ACT	V
mengubah	變更	menubah	變更	V;SG;ACT	V
mengubah	變	menubah	變	V;SG;ACT	V
korban	死者	korban	死者	N;SG	N
korban	傷亡	korban	傷亡	N;SG	N
pelabuhan	海港	penlabuhan	海港	N;SG	N
pelabuhan	海港	penlabuhan	海港	N;SG	N
pelabuhan	港口	penlabuhan	港口	N;SG	N
pelabuhan	港口	penlabuhan	港口	N;SG	N
pelabuhan	埠	penlabuhan	埠	N;SG	N
pelabuhan	港口	penlabuhan	港口	N;SG	N
genre	類型	genre	類型	N	N
genre	流派	genre	流派	N	N
genre	流派	genre	流派	N	N
jembatan	橋	jembatan	橋	N;SG	N
jembatan	艦橋	jembatan	艦橋	N;SG	N
jembatan	大橋	jembatan	大橋	N;SG	N
jembatan	橋	jembatan	橋	N;SG	N
yayasan	基金	yayasan	基金	N;SG	N
yayasan	地基	yayasan	地基	N;SG	N
yayasan	基金	yayasan	基金	N;SG	N
perbedaan	區分	perbedaan	區分	N;SG	N
perbedaan	區別	perbedaan	區別	N;SG	N
perbedaan	差額	perbedaan	差額	N;SG	N
perbedaan	區別	perbedaan	區別	N;SG	N
perbedaan	差別	perbedaan	差別	N;SG	N
perbedaan	差異	perbedaan	差異	N;SG	N
perbedaan	差異	perbedaan	差異	N;SG	N
perbedaan	差額	perbedaan	差額	N;SG	N
perbedaan	分歧	perbedaan	分歧	N;SG	N
pintu	門	pintu	門	N;SG	N
pintu	門	pintu	門	N;SG	N
pembuat	作者	penbuat	作者	N;SG	N
kiri	左側	kiri	左側	N;SG	N
kiri	左	kiri	左	N;SG	N
kiri	左翼	kiri	左翼	N;SG	N
kiri	左邊	kiri	左邊	N;SG	N
tumbuh	生長	tumbuh	生長	V;SG;ACT	V
tumbuh	成長	tumbuh	成長	V;SG;ACT	V
tumbuh	成長	tumbuh	成長	V;SG;ACT	V
tumbuh	生長	tumbuh	生長	V;SG;ACT	V
menciptakan	創建	menciptakan	創建	V;SG;ACT	V
teluk	海灣	teluk	海灣	N;SG	N
teluk	灣	teluk	灣	N;SG	N
teluk	海灣	teluk	海灣	N;SG	N
membuka	開局	menbuka	開局	V;SG;ACT	V
membuka	開幕	menbuka	開幕	V;SG;ACT	V
swasta	私人	swasta	私人	ADJ;SG	ADJ
bakar	燒傷	bakar	燒傷	N;SG;ACT	N
bakar	燒傷	bakar	燒傷	N;SG;ACT	N
bakar	燒	bakar	燒	N;SG;ACT	N
pegunungan	山	pegunungan	山	N;SG	N
pegunungan	山脈	pegunungan	山脈	N;SG	N
pegunungan	山區	pegunungan	山區	N;SG	N
pegunungan	高地	pegunungan	高地	N;SG	N
pegunungan	山	pegunungan	山	N;SG	N
pegunungan	山區	pegunungan	山區	N;SG	N
pegunungan	山地	pegunungan	山地	N;SG	N
bendera	旗幟	bendera	旗幟	N;SG	N
bendera	國旗	bendera	國旗	N;SG	N
bendera	旗	bendera	旗	N;SG	N
bendera	旗子	bendera	旗子	N;SG	N
bendera	旗幟	bendera	旗幟	N;SG	N
bendera	旗	bendera	旗	N;SG	N
bendera	旗子	bendera	旗子	N;SG	N
berbasis	基	berbasis	基	V;SG;ACT	V
memimpin	領先	menpimpin	領先	V;SG;ACT	V
memimpin	領導	menpimpin	領導	V;SG;ACT	V
memimpin	領先	menpimpin	領先	V;SG;ACT	V
memimpin	帶頭	menpimpin	帶頭	V;SG;ACT	V
fitur	功能	fitur	功能	N;SG	N
fitur	特色	fitur	特色	N;SG	N
fitur	特徵	fitur	特徵	N;SG	N
fitur	特點	fitur	特點	N;SG	N
fitur	功能	fitur	功能	N;SG	N
fitur	特色	fitur	特色	N;SG	N
fitur	特徵	fitur	特徵	N;SG	N
kemenangan	勝利	kemenangan	勝利	N;SG	N
kemenangan	勝利	kemenangan	勝利	N;SG	N
artinya	含義	arti	含義	N;SG	N
misi	任務	misi	任務	N;SG	N
satelit	衛星	satelit	衛星	N;SG	N
satelit	衛星	satelit	衛星	N;SG	N
kejadian	事變	kejadian	事變	N;SG	N
kejadian	事件	kejadian	事件	N;SG	N
massa	暴徒	massa	暴徒	N	N
massa	暴民	massa	暴民	N	N
massa	質量	massa	質量	N	N
massa	彌撒	massa	彌撒	N	N
jawab	答	jawab	答	N;SG;ACT	N
jawab	答案	jawab	答案	N;SG;ACT	N
petani	農民	petani	農民	N;SG	N
petani	農民	petani	農民	N;SG	N
petani	農民	petani	農民	N;SG	N
petani	農夫	petani	農夫	N;SG	N
petani	農民	petani	農民	N;SG	N
petani	農夫	petani	農夫	N;SG	N
bar	酒吧	bar	酒吧	N	N
bar	酒吧	bar	酒吧	N	N
membunuh	殺死	menbunuh	殺死	V;SG;ACT	V
membunuh	殺	menbunuh	殺	V;SG;ACT	V
membunuh	殺	menbunuh	殺	V;SG;ACT	V
membunuh	殺害	menbunuh	殺害	V;SG;ACT	V
puncak	頂	puncak	頂	N;SG	N
puncak	頂端	puncak	頂端	N;SG	N
puncak	熱門	puncak	熱門	N;SG	N
puncak	峰峰	puncak	峰峰	N;SG	N
puncak	山頂	puncak	山頂	N;SG	N
dibintangi	主演	dibintangi	主演	V;SG;PASS	V
insting	本能	insting	本能	N;SG	N
system	系統	system	系統	N	N
terlibat	訂婚	terlibat	訂婚	V;SG;PASS	V
pembagian	組織	penbagian	組織	N;SG	N
pembagian	師團	penbagian	師團	N;SG	N
tindakan	動作	tindakan	動作	N;SG	N
tindakan	行動	tindakan	行動	N;SG	N
tindakan	行動	tindakan	行動	N;SG	N
sekretaris	秘書	sekretaris	秘書	N;SG	N
biru	藍	biru	藍	N;SG	N
biru	藍色	biru	藍色	N;SG	N
gadis	女生	gadis	女生	N;SG	N
gadis	姑娘	gadis	姑娘	N;SG	N
gadis	女孩	gadis	女孩	N;SG	N
gadis	女孩	gadis	女孩	N;SG	N
gadis	女生	gadis	女生	N;SG	N
gadis	女	gadis	女	N;SG	N
entertainment	娛樂	entertainment	娛樂	N	N
penampilan	外表	pentampilan	外表	N;SG	N
penampilan	表象	pentampilan	表象	N;SG	N
penampilan	外觀	pentampilan	外觀	N;SG	N
penampilan	外表	pentampilan	外表	N;SG	N
penampilan	外貌	pentampilan	外貌	N;SG	N
satuan	單元	satuan	單元	N;SG	N
satuan	單位	satuan	單位	N;SG	N
satuan	股	satuan	股	N;SG	N
satuan	單元	satuan	單元	N;SG	N
satuan	單位	satuan	單位	N;SG	N
efek	特效	efek	特效	N;SG	N
efek	效果	efek	效果	N;SG	N
efek	效應	efek	效應	N;SG	N
efek	特效	efek	特效	N;SG	N
efek	效應	efek	效應	N;SG	N
efek	效果	efek	效果	N;SG	N
upaya	努力	upaya	努力	N;SG	N
ajaran	教義	ajaran	教義	N;SG	N
ajaran	原則	ajaran	原則	N;SG	N
ajaran	學說	ajaran	學說	N;SG	N
ajaran	教義	ajaran	教義	N;SG	N
ajaran	理論	ajaran	理論	N;SG	N
ajaran	原理	ajaran	原理	N;SG	N
uskup	主教	uskup	主教	N;SG	N
harga	物價	harga	物價	N;SG	N
harga	價格	harga	價格	N;SG	N
harga	價	harga	價	N;SG	N
harga	價錢	harga	價錢	N;SG	N
harga	價格	harga	價格	N;SG	N
harga	定價	harga	定價	N;SG	N
kebutuhan	需求	kebutuhan	需求	N;SG	N
kebutuhan	需求	kebutuhan	需求	N;SG	N
kebutuhan	必要	kebutuhan	必要	N;SG	N
menyediakan	提供	mensediakan	提供	V;SG;ACT	V
remaja	青少	remaja	青少	N;SG	N
remaja	少年	remaja	少年	N;SG	N
remaja	青少	remaja	青少	N;SG	N
remaja	青春	remaja	青春	N;SG	N
terminal	終點	terminal	終點	N	N
terminal	終端	terminal	終端	N	N
terminal	終端	terminal	終端	N	N
terminal	終端	terminal	終端	N	N
terminal	終端	terminal	終端	N	N
biaya	費用	biaya	費用	N;SG	N
biaya	收費	biaya	收費	N;SG	N
biaya	費	biaya	費	N;SG	N
biaya	收費	biaya	收費	N;SG	N
biaya	費用	biaya	費用	N;SG	N
biaya	成本	biaya	成本	N;SG	N
biaya	電荷	biaya	電荷	N;SG	N
biaya	收費	biaya	收費	N;SG	N
biaya	費用	biaya	費用	N;SG	N
biaya	成本	biaya	成本	N;SG	N
biaya	費用	biaya	費用	N;SG	N
biaya	收費	biaya	收費	N;SG	N
kuning	黃色	kuning	黃色	N;SG	N
artis	藝術	artis	藝術	N;SG	N
artis	藝人	artis	藝人	N;SG	N
artis	藝術	artis	藝術	N;SG	N
artis	藝人	artis	藝人	N;SG	N
memenuhi	履行	menpenuhi	履行	V;SG;ACT	V
rekaman	帶子	rekaman	帶子	N;SG	N
rekaman	膠帶	rekaman	膠帶	N;SG	N
rekaman	磁帶	rekaman	磁帶	N;SG	N
tahap	舞台	tahap	舞台	N;SG	N
tahap	階段	tahap	階段	N;SG	N
game	比賽	game	比賽	N;SG	N
game	遊戲	game	遊戲	N;SG	N
game	遊戲	game	遊戲	N;SG	N
pertemuan	會議	pertemuan	會議	N;SG	N
pertemuan	會議	pertemuan	會議	N;SG	N
langit	天空	langit	天空	N;SG	N
langit	天空	langit	天空	N;SG	N
indah	精緻	indah	精緻	ADJ;SG	ADJ
indah	精美	indah	精美	ADJ;SG	ADJ
mencakup	包括	mencakup	包括	V;SG;ACT	V
perwakilan	代表	perwakilan	代表	N;SG	N
perwakilan	代表	perwakilan	代表	N;SG	N
pagi	早晨	pagi	早晨	N;SG	N
pagi	早上	pagi	早上	N;SG	N
pagi	上午	pagi	上午	N;SG	N
volume	體積	volume	體積	N;SG	N
volume	音量	volume	音量	N;SG	N
tari	舞蹈	tari	舞蹈	N;SG	N
tari	跳舞	tari	跳舞	N;SG	N
tari	舞	tari	舞	N;SG	N
bukti	證據	bukti	證據	N;SG	N
bukti	證據	bukti	證據	N;SG	N
adipati	公爵	adipati	公爵	N	N
kopi	咖啡	kopi	咖啡	N;SG	N
region	區域	region	區域	N	N
region	區域	region	區域	N	N
diterima	接受	diterima	接受	V;SG;PASS	V
hujan	下雨	hujan	下雨	N;SG	N
hujan	雨	hujan	雨	N;SG	N
hujan	下雨	hujan	下雨	N;SG	N
hujan	雨水	hujan	雨水	N;SG	N
makam	墓地	makam	墓地	N;SG	N
makam	墓葬	makam	墓葬	N;SG	N
makam	墳	makam	墳	N;SG	N
makam	墓	makam	墓	N;SG	N
makam	墓穴	makam	墓穴	N;SG	N
makam	墳	makam	墳	N;SG	N
makam	墓	makam	墓	N;SG	N
makam	墳	makam	墳	N;SG	N
makam	皇陵	makam	皇陵	N;SG	N
makam	陵	makam	陵	N;SG	N
makam	陵墓	makam	陵墓	N;SG	N
ketinggian	海拔	ketinggian	海拔	N;SG	N
ketinggian	高度	ketinggian	高度	N;SG	N
ketinggian	高地	ketinggian	高地	N;SG	N
ketinggian	海拔	ketinggian	海拔	N;SG	N
kejuaraan	錦標	kejuaraan	錦標	N;SG	N
kejuaraan	錦標	kejuaraan	錦標	N;SG	N
pembentukan	編隊	penbentukan	編隊	N;SG	N
dipilih	選取	dipilih	選取	V;SG;PASS	V
konser	音樂	konser	音樂	N;SG	N
konser	音樂	konser	音樂	N;SG	N
sayap	翼	sayap	翼	N;SG	N
sayap	翅膀	sayap	翅膀	N;SG	N
sayap	翼	sayap	翼	N;SG	N
suka	喜歡	suka	喜歡	V;SG	V
channel	頻道	channel	頻道	N	N
channel	海峽	channel	海峽	N	N
channel	通道	channel	通道	N	N
parlemen	國會	parlemen	國會	N;SG	N
parlemen	議會	parlemen	議會	N;SG	N
putaran	輪值	putaran	輪值	N;SG	N
penonton	觀眾	pentonton	觀眾	N;SG	N
penonton	觀眾	pentonton	觀眾	N;SG	N
pejabat	官員	pejabat	官員	N;SG	N
tema	主題	tema	主題	N;SG	N
tema	專題	tema	專題	N;SG	N
tema	主題	tema	主題	N;SG	N
fisika	物理	fisika	物理	N;SG	N
fisika	物理	fisika	物理	N;SG	N
berhubungan	相關	berhubungan	相關	V;SG;ACT	V
setuju	議定	setuju	議定	V;SG;ACT	V
setuju	同意	setuju	同意	V;SG;ACT	V
setuju	同意	setuju	同意	V;SG;ACT	V
komandan	司令	komandan	司令	N;SG	N
pemuda	青年	pemuda	青年	N;SG	N
pemuda	青春	pemuda	青春	N;SG	N
pemuda	青少	pemuda	青少	N;SG	N
motor	馬達	motor	馬達	N;SG	N
motor	摩托	motor	摩托	N;SG	N
motor	摩托	motor	摩托	N;SG	N
motor	機車	motor	機車	N;SG	N
motor	馬達	motor	馬達	N;SG	N
motor	電機	motor	電機	N;SG	N
lulus	畢業	lulus	畢業	V;SG	V
lulus	畢業	lulus	畢業	V;SG	V
lulus	研究	lulus	研究	V;SG	V
lulus	畢業	lulus	畢業	V;SG	V
lulus	通行	lulus	通行	V;SG	V
pernikahan	婚禮	pernikahan	婚禮	N;SG	N
pernikahan	婚姻	pernikahan	婚姻	N;SG	N
pernikahan	婚禮	pernikahan	婚禮	N;SG	N
melayani	服務	menlayani	服務	V;SG;ACT	V
melayani	發球	menlayani	發球	V;SG;ACT	V
melayani	服務	menlayani	服務	V;SG;ACT	V
terbatas	受限	terbatas	受限	V;SG	V
terbatas	受限	terbatas	受限	V;SG	V
berkaitan	相關	berkaitan	相關	V;SG;ACT	V
pemeran	投	penperan	投	N;SG	N
pemeran	演員	penperan	演員	N;SG	N
turnamen	錦標	turnamen	錦標	N;SG	N
turnamen	錦標	turnamen	錦標	N;SG	N
dokter	內科	dokter	內科	N;SG	N
dokter	醫師	dokter	醫師	N;SG	N
dokter	醫生	dokter	醫生	N;SG	N
dokter	博士	dokter	博士	N;SG	N
kuil	神社	kuil	神社	N;SG	N
kuil	神廟	kuil	神廟	N;SG	N
kuil	寺	kuil	寺	N;SG	N
kuil	寺廟	kuil	寺廟	N;SG	N
kuil	廟	kuil	廟	N;SG	N
kuil	聖殿	kuil	聖殿	N;SG	N
kuil	廟宇	kuil	廟宇	N;SG	N
kuil	寺廟	kuil	寺廟	N;SG	N
lambang	國徽	lambang	國徽	N;SG	N
obat	藥品	obat	藥品	N;SG	N
obat	藥物	obat	藥物	N;SG	N
obat	醫學	obat	醫學	N;SG	N
obat	藥	obat	藥	N;SG	N
obat	醫藥	obat	醫藥	N;SG	N
obat	藥品	obat	藥品	N;SG	N
obat	藥物	obat	藥物	N;SG	N
obat	毒品	obat	毒品	N;SG	N
obat	藥物	obat	藥物	N;SG	N
sederhana	簡單	sederhana	簡單	ADJ;SG	ADJ
dukungan	背書	dukungan	背書	N;SG	N
dukungan	背書	dukungan	背書	N;SG	N
teater	電影	teater	電影	N	N
teater	劇場	teater	劇場	N	N
teater	戲劇	teater	戲劇	N	N
teater	劇院	teater	劇院	N	N
teater	戲院	teater	戲院	N	N
teater	劇場	teater	劇場	N	N
teater	戰區	teater	戰區	N	N
teater	戲劇	teater	戲劇	N	N
teater	劇院	teater	劇院	N	N
teater	戲院	teater	戲院	N	N
teater	劇院	teater	劇院	N	N
teater	戲院	teater	戲院	N	N
menjelaskan	解釋	menjelaskan	解釋	V;SG;ACT	V
alias	別名	alias	別名	N;SG	N
alias	別名	alias	別名	N;SG	N
kabar	動態	kabar	動態	N;SG	N
kabar	飼料	kabar	飼料	N;SG	N
menara	塔	menara	塔	N;SG	N
menara	塔台	menara	塔台	N;SG	N
benteng	城堡	benteng	城堡	N	N
benteng	城	benteng	城	N	N
benteng	堡	benteng	堡	N	N
logo	標誌	logo	標誌	N;SG	N
logo	標識	logo	標識	N;SG	N
daging	肉	daging	肉	N;SG	N
daging	肉類	daging	肉類	N;SG	N
daging	血肉	daging	血肉	N;SG	N
daging	肉體	daging	肉體	N;SG	N
digantikan	取代	digantikan	取代	V;SG;PASS	V
pengadilan	法庭	penadilan	法庭	N;SG	N
pengadilan	法院	penadilan	法院	N;SG	N
pengadilan	法院	penadilan	法院	N;SG	N
pengadilan	法庭	penadilan	法庭	N;SG	N
pengadilan	法院	penadilan	法院	N;SG	N
transportasi	運輸	transportasi	運輸	N;SG	N
transportasi	交通	transportasi	交通	N;SG	N
transportasi	運輸	transportasi	運輸	N;SG	N
transportasi	交通	transportasi	交通	N;SG	N
tiap	每個	tiap	每個	DET	DET
memainkan	播放	menmainkan	播放	V;SG;ACT	V
memainkan	玩	menmainkan	玩	V;SG;ACT	V
memainkan	播放	menmainkan	播放	V;SG;ACT	V
faktor	因子	faktor	因子	N;SG	N
faktor	因數	faktor	因數	N;SG	N
reaksi	反應	reaksi	反應	N;SG	N
reaksi	反應	reaksi	反應	N;SG	N
reaksi	反應	reaksi	反應	N;SG	N
reaksi	心情	reaksi	心情	N;SG	N
kesempatan	場合	kesempatan	場合	N;SG	N
kesempatan	機會	kesempatan	機會	N;SG	N
kesempatan	機遇	kesempatan	機遇	N;SG	N
kesempatan	機會	kesempatan	機會	N;SG	N
kesempatan	機遇	kesempatan	機遇	N;SG	N
kesempatan	機會	kesempatan	機會	N;SG	N
gitar	吉他	gitar	吉他	N;SG	N
gitar	吉他	gitar	吉他	N;SG	N
peta	地圖	peta	地圖	N;SG	N
peta	地圖	peta	地圖	N;SG	N
fisik	體格	fisik	體格	N;SG	N
fisik	體質	fisik	體質	N;SG	N
fisik	物理	fisik	物理	N;SG	N
injil	福音	injil	福音	N;SG	N
menang	贏了	menang	贏了	;SG	
pabrik	工廠	pabrik	工廠	N;SG	N
pabrik	廠	pabrik	廠	N;SG	N
pabrik	工廠	pabrik	工廠	N;SG	N
ditetapkan	指派	ditetapkan	指派	V;SG;PASS	V
kehilangan	虧損	kehilangan	虧損	N;SG	N
kehilangan	損失	kehilangan	損失	N;SG	N
delapan	八	delapan	八	NUM	NUM
delapan	八	delapan	八	NUM	NUM
antena	天線	antena	天線	N;SG	N
telepon	電話	telepon	電話	N;SG	N
telepon	手機	telepon	手機	N;SG	N
telepon	電話	telepon	電話	N;SG	N
telepon	通話	telepon	通話	N;SG	N
telepon	電話	telepon	電話	N;SG	N
menentukan	指明	mententukan	指明	V;SG;ACT	V
menentukan	指定	mententukan	指定	V;SG;ACT	V
aksi	動作	aksi	動作	N;SG	N
aksi	行動	aksi	行動	N;SG	N
aksi	行動	aksi	行動	N;SG	N
dana	基金	dana	基金	N;SG	N
dana	資金	dana	資金	N;SG	N
dana	基金	dana	基金	N;SG	N
famili	家人	famili	家人	N;SG	N
famili	家屬	famili	家屬	N;SG	N
famili	家庭	famili	家庭	N;SG	N
menghadapi	面對	menhadapi	面對	V;SG;ACT	V
musuh	敵軍	musuh	敵軍	N;SG	N
musuh	敵方	musuh	敵方	N;SG	N
musuh	敵	musuh	敵	N;SG	N
musuh	敵人	musuh	敵人	N;SG	N
musuh	敵手	musuh	敵手	N;SG	N
musuh	仇人	musuh	仇人	N;SG	N
perbatasan	邊界	perbatasan	邊界	N;SG	N
perbatasan	邊框	perbatasan	邊框	N;SG	N
perbatasan	邊境	perbatasan	邊境	N;SG	N
perbatasan	邊界	perbatasan	邊界	N;SG	N
perbatasan	邊框	perbatasan	邊框	N;SG	N
perbatasan	邊境	perbatasan	邊境	N;SG	N
perbatasan	邊疆	perbatasan	邊疆	N;SG	N
perbatasan	前	perbatasan	前	N;SG	N
perbatasan	邊境	perbatasan	邊境	N;SG	N
pemberontakan	叛亂	penberontakan	叛亂	N;SG	N
pemberontakan	起義	penberontakan	起義	N;SG	N
pemberontakan	叛亂	penberontakan	叛亂	N;SG	N
pemberontakan	起義	penberontakan	起義	N;SG	N
pemberontakan	叛亂	penberontakan	叛亂	N;SG	N
pemberontakan	叛逆	penberontakan	叛逆	N;SG	N
pemberontakan	叛亂	penberontakan	叛亂	N;SG	N
pemberontakan	叛變	penberontakan	叛變	N;SG	N
revolusi	革命	revolusi	革命	N;SG	N
revolusi	革命	revolusi	革命	N;SG	N
kucing	貓	kucing	貓	N;SG	N
kucing	貓咪	kucing	貓咪	N;SG	N
kucing	貓	kucing	貓	N;SG	N
toko	購物	toko	購物	N;SG	N
toko	店鋪	toko	店鋪	N;SG	N
toko	店	toko	店	N;SG	N
toko	商店	toko	商店	N;SG	N
toko	店鋪	toko	店鋪	N;SG	N
toko	商店	toko	商店	N;SG	N
toko	店	toko	店	N;SG	N
toko	商店	toko	商店	N;SG	N
arti	含義	arti	含義	N;SG	N
pelatih	教練	penlatih	教練	N;SG	N
kursi	椅	kursi	椅	N;SG	N
kursi	椅子	kursi	椅子	N;SG	N
kursi	椅	kursi	椅	N;SG	N
kursi	椅子	kursi	椅子	N;SG	N
kursi	席位	kursi	席位	N;SG	N
kursi	座位	kursi	座位	N;SG	N
kursi	座位	kursi	座位	N;SG	N
komisi	委員	komisi	委員	N;SG	N
komisi	傭金	komisi	傭金	N;SG	N
terjun	瀑布	terjun	瀑布	N;SG;ACT	N
rute	路線	rute	路線	N;SG	N
rute	路線	rute	路線	N;SG	N
atom	原子	atom	原子	N;SG	N
atom	原子	atom	原子	N;SG	N
layar	螢幕	layar	螢幕	N;SG	N
layar	航行	layar	航行	N;SG	N
konflik	衝突	konflik	衝突	N;SG	N
konflik	衝突	konflik	衝突	N;SG	N
sarjana	學人	sarjana	學人	N	N
sarjana	狀元	sarjana	狀元	N	N
sarjana	學者	sarjana	學者	N	N
sarjana	學士	sarjana	學士	N	N
sarjana	單身	sarjana	單身	N	N
sarjana	學者	sarjana	學者	N	N
peningkatan	增量	pentingkatan	增量	N;SG	N
buatan	人工	buatan	人工	N;SG	N
buatan	人造	buatan	人造	N;SG	N
pesisir	沿海	pesisir	沿海	N	N
pesisir	沿海	pesisir	沿海	N	N
pesisir	沿岸	pesisir	沿岸	N	N
pesisir	海岸	pesisir	海岸	N	N
pesisir	海岸	pesisir	海岸	N	N
urutan	秩序	urutan	秩序	N;SG	N
