پنکھ	pinion	پنکھ	pinion	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پہچاننا	recunoaste	پہچان	recunoaste	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پہچاننا	distinge	پہچان	distinge	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پہچاننا	intelege	پہچان	intelege	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پہچاننا	intelege	پہچان	intelege	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پہچاننا	recunoaste	پہچان	recunoaste	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پہچاننا	distinge	پہچان	distinge	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پہچاننا	intelege	پہچان	intelege	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پہچاننا	intelege	پہچان	intelege	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پہچاننا	identifica	پہچان	identifica	V;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
پہچاننا	identifica	پہچان	identifica	V;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
پہَل	side	پہَل	side		
پہلا	original	پہلا	original	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
پہلومارنا	concura	پہلومارنا	concura	V;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
پہلومارنا	concureaza	پہلومارنا	concureaza	V;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
پہنچانا	transmite	پہنچ	transmite	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پہنچانا	transmite	پہنچ	transmite	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پہنچنا	dezvolta	پہنچ	dezvolta	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
پہنچنا	dezvolta	پہنچ	dezvolta	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
پہنچنا	intelege	پہنچ	intelege	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پہنچنا	intelege	پہنچ	intelege	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پہنچنا	primi	پہنچ	primi	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پہنچنا	primeste	پہنچ	primi	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پہنچنا	vino	پہنچ	vino	V;MASC;SG;NFIN;ACT	V;IND;SG;2;PRS;FIN
پہنچنا	dezvolta	پہنچ	dezvolta	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
پہنچنا	dezvolta	پہنچ	dezvolta	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
پہنچنا	intelege	پہنچ	intelege	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پہنچنا	intelege	پہنچ	intelege	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پہنچنا	primi	پہنچ	primi	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پہنچنا	primeste	پہنچ	primi	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پہنچنا	vino	پہنچ	vino	V;MASC;SG;NFIN;ACT	V;IND;SG;2;PRS;FIN
پہننا	purta	پہن	purta	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
پَے	marcu	پَہ	marcu		
پَے	tupeu	پَہ	tupeu		
پَے	trace	پَہ	trace		
پیار	dragoste	پیار	dragoste	N;NOM;MASC;SG;3	N;INDF;MASC
پیارا	iubit	پیارا	iubit	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
پیارا	preferat	پیارا	preferat	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
پیارا	favorit	پیارا	favori	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
پیارا	fermecator	پیارا	fermecator	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
پیارا	fermecatoare	پیارا	fermecatoare	ADJ;NOM;MASC;SG	ADJ;INDF;FEM
پیارا	iubit	پیارا	iubit	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
پیارا	preferat	پیارا	preferat	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
پیارا	favorit	پیارا	favori	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
پیارا	fermecator	پیارا	fermecator	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
پیارا	fermecatoare	پیارا	fermecatoare	ADJ;NOM;MASC;SG	ADJ;INDF;FEM
پِیٹنا	bate	پِیٹ	bate	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پِیٹنا	castiga	پِیٹ	castiga	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
پِیٹنا	inclina	پِیٹ	inclina	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
پِیٹنا	inclina	پِیٹ	inclina	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
پیچ	intoarce	پیچ	intoarce	V;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
پیچیدگی	twist	پیچیدگی	twist	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیچیدگی	twist	پیچیدگی	twist	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیچیدہ	ambiguu	پیچیدہ	ambiguu	ADJ	ADJ;INDF;MASC;SG
پیچیدہ	implicate	پیچیدہ	implicat	ADJ	ADJ;INDF;FEM;PL
پیچیدہ	implicat	پیچیدہ	implicat	ADJ	ADJ;INDF;MASC;SG
پیچیدہ	rasucit	پیچیدہ	rasucit	ADJ	ADJ;INDF;MASC;SG
پیچیدہ	rasucite	پیچیدہ	rasucit	ADJ	ADJ;INDF;FEM;PL
پیچیدہ	sucit	پیچیدہ	suci	ADJ	ADJ;INDF;MASC;SG
پیچیدہ	dificile	پیچیدہ	dificil	ADJ	ADJ;INDF;FEM;PL
پیچیدہ	dificila	پیچیدہ	dificila	ADJ	ADJ;DEF;FEM;SG
پیچیدہ	complicata	پیچیدہ	complicat	ADJ	ADJ;DEF;FEM;SG
پیچیدہ	complicate	پیچیدہ	complicat	ADJ	ADJ;INDF;FEM;PL
پیچیدہ	complicat	پیچیدہ	complica	ADJ	ADJ;INDF;MASC;SG
پیچیدہ	complicata	پیچیدہ	complicat	ADJ	ADJ;DEF;FEM;SG
پیچیدہ	transformat	پیچیدہ	transforma	ADJ	ADJ;INDF;MASC;SG
پیچیدہ	ambiguu	پیچیدہ	ambiguu	ADJ	ADJ;INDF;MASC;SG
پیچیدہ	implicate	پیچیدہ	implicat	ADJ	ADJ;INDF;FEM;PL
پیچیدہ	implicat	پیچیدہ	implicat	ADJ	ADJ;INDF;MASC;SG
پیچیدہ	complexe	پیچیدہ	complex	ADJ	ADJ;INDF;FEM;PL
پیچیدہ	complex	پیچیدہ	complex	ADJ	ADJ;INDF;MASC;SG
پیچیدہ	complexa	پیچیدہ	complex	ADJ	ADJ;DEF;FEM;SG
پیچیدہ	rasucit	پیچیدہ	rasucit	ADJ	ADJ;INDF;MASC;SG
پیچیدہ	rasucite	پیچیدہ	rasucit	ADJ	ADJ;INDF;FEM;PL
پیچیدہ	sucit	پیچیدہ	suci	ADJ	ADJ;INDF;MASC;SG
پیچیدہ	dificile	پیچیدہ	dificil	ADJ	ADJ;INDF;FEM;PL
پیچیدہ	dificila	پیچیدہ	dificila	ADJ	ADJ;DEF;FEM;SG
پیچیدہ	complicata	پیچیدہ	complicat	ADJ	ADJ;DEF;FEM;SG
پیچیدہ	complicate	پیچیدہ	complicat	ADJ	ADJ;INDF;FEM;PL
پیچیدہ	complicat	پیچیدہ	complica	ADJ	ADJ;INDF;MASC;SG
پیچیدہ	complicata	پیچیدہ	complicat	ADJ	ADJ;DEF;FEM;SG
پیچیدہ	transformat	پیچیدہ	transforma	ADJ	ADJ;INDF;MASC;SG
پیشانی	titlu	پیشانی	titlu	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیشانی	destin	پیشانی	destin	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیشانی	front	پیشانی	front	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیشانی	titlu	پیشانی	titlu	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیشانی	destin	پیشانی	destin	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیشکش	omagiu	پیشکش	omagiu	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیشکش	tribut	پیشکش	tribut	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیشکش	omagiu	پیشکش	omagiu	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیشکش	tribut	پیشکش	tribut	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیشگی	avans	پیشگی	avans	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیشوا	model	پیشوا	model	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیشوا	fotomodel	پیشوا	fotomodel	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیشوا	ghid	پیشوا	ghid	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیشوا	lider	پیشوا	lider	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیشوا	conducator	پیشوا	conducator	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیشوا	leader	پیشوا	leader	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیشوا	preot	پیشوا	preot	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیشہ	comert	پیشہ	comert	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیشہ	business	پیشہ	business	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیشہ	oficiu	پیشہ	oficiu	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیشہ	birou	پیشہ	birou	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیشہ	comert	پیشہ	comert	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیشہ	business	پیشہ	business	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیشہ	oficiu	پیشہ	oficiu	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیشہ	birou	پیشہ	birou	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیشی	auz	پیشی	auzi	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پیکھنا	vezi	پیکھ	vedea	V;SG;NFIN;ACT	V;IND;SG;2;PRS;FIN
پیل	push	پیل	push		
پھاڑ	impartit	چیرپھاڑ	imparti	V;ACT	V;MASC;SG;V.PTCP
پھاڑ	imparte	چیرپھاڑ	imparte	V;ACT	V;IND;SG;3;PRS;FIN
پھاڑنا	irita	پھاڑ	irita	V;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
پھاڑنا	rupe	پھاڑ	rupe	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پھاڑنا	sparge	پھاڑ	sparge	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پھاڑنا	rupe	پھاڑ	rupe	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پھال	stride	پھال	strida		
پھانٹنا	bate	پھانٹنا	bate	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
پھانٹنا	zdrobi	پھانٹنا	zdrobi	V;NFIN;ACT	V;IND;SG;3;PST;FIN
پھانکڑ	destept	پھانکڑ	destept		
پھانکنا	deschide	پھانکنا	deschide	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
پُھپکارنا	sufla	پُھپکار	sufla	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
پُھپکارنا	sufla	پُھپکار	sufla	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
پھٹا	impartit	پھٹا	imparti	V;PFV;MASC;SG;V.PTCP;ACT	V;MASC;SG;V.PTCP
پھٹا	imparte	پھٹا	imparte	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
پُھٹکر	schimba	پُھٹکر	schimba	V;V.CVB;ACT	V;IND;SG;3;IPFV;FIN
پُھٹکر	schimba	پُھٹکر	schimba	V;V.CVB;ACT	V;IND;SG;3;IPFV;FIN
پِھرتا	revenind	پِھرتا	reveni	V;IPFV;MASC;SG;V.PTCP;ACT	V;V.MSDR
پِھرنا	retracteze	پِھر	retracta	V;MASC;SG;NFIN;ACT	V;SBJV;3;PRS;FIN
پِھرنا	schimba	پِھر	schimba	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
پِھرنا	schimba	پِھر	schimba	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
پِھرنا	circula	پِھر	circula	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
پِھرنا	retrage	پِھر	retrage	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پُھسلانا	rapeasca	پُھسلانا	rapească	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;IPFV;FIN
پُھسلانا	seduce	پُھسلانا	seduce	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
پُھکنا	ard	پُھک	arde	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
پُھکنا	arde	پُھک	arde	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
پھل	retur	پھل	retur	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پھل	profit	پھل	profit	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پھل	efect	پھل	efect	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پھل	fruct	پھل	fruct	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پُھلانا	umfla	پُھلا	umflă	V;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
پُھلانا	umfla	پُھلا	umflă	V;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
پھُلکارنا	umfla	پھُلکارنا	umflă	V;NFIN;ACT	V;IND;SG;3;IPFV;FIN
پھُلکارنا	umfla	پھُلکارنا	umflă	V;NFIN;ACT	V;IND;SG;3;IPFV;FIN
پھلی	blade	پھلا	blad	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پھلی	scut	پھلا	scut	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پھلی	shield	پھلا	shield	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پُھوٹنا	trage	پُھوٹنا	trage	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
پُھوٹنا	izbucni	پُھوٹنا	izbucni	V;NFIN;ACT	V;IND;SG;3;PST;FIN
پُھوٹنا	spune	پُھوٹنا	spune	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
پُھوٹنا	separa	پُھوٹنا	separa	V;NFIN;ACT	V;IND;SG;3;IPFV;FIN
پُھوٹنا	impartit	پُھوٹنا	imparti	V;NFIN;ACT	V;MASC;SG;V.PTCP
پُھوٹنا	imparte	پُھوٹنا	imparte	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
پھوڑنا	impartit	پھوڑ	imparti	V;NFIN;ACT	V;MASC;SG;V.PTCP
پھوڑنا	imparte	پھوڑ	imparte	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
پھوڑنا	dezvaluie	پھوڑ	dezvalui	V;NFIN;ACT	V;IND;3;PRS;FIN
پھوڑنا	rupe	پھوڑ	rupe	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
پھوڑنا	sparge	پھوڑ	sparge	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
پُھولنا	umfla	پُھول	umflă	V;NFIN;ACT	V;IND;SG;3;IPFV;FIN
پھیٹنا	amesteca	پھیٹ	amesteca	V;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
پھیٹنا	amesteca	پھیٹ	amesteca	V;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
پھیر	indoi	پھیر	indoi	V;ACT	V;IND;SG;3;PRS;FIN
پھیر	schimba	پھیر	schimba	V;ACT	V;IND;SG;3;IPFV;FIN
پھیر	schimba	پھیر	schimba	V;ACT	V;IND;SG;3;IPFV;FIN
پھیر	intoarce	پھیر	intoarce	V;ACT	V;IND;SG;3;PRS;FIN
پھیرا	viziteaza	پھیرا	vizitează	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;IPFV;FIN
پھیرا	intoarce	پھیرا	intoarce	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
پِھینچنا	stoarce	پِھینچ	storc	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پِھینچنا	spal	پِھینچ	spal	V;MASC;SG;NFIN;ACT	V;IND;SG;1;PRS;FIN
پِھینچنا	spala	پِھینچ	spăla	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
پِھینچنا	spala	پِھینچ	spăla	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
پھینکنا	arunca	پھینکنا	arunca	V;NFIN;ACT	V;IND;SG;3;IPFV;FIN
پھینکنا	arunca	پھینکنا	arunca	V;NFIN;ACT	V;IND;SG;3;IPFV;FIN
تاہنوز	pana	تاہنوز	pană	N	N;DEF;FEM;SG
تاب	heat	تاب	heat	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تاب	power	تاب	power	N;NOM;MASC;SG;3	N
تاب	twist	تاب	twist	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تابعی	urmaritor	تابعی	urmaritor	ADJ	ADJ;INDF;MASC;SG
تابعی	urmaritori	تابعی	urmaritor	ADJ	ADJ;INDF;MASC;PL
تابی	heat	تابی	heat	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تات	parinte	تات	parinte		
تاخت	atac	تاخت	atac	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تاخت	atac	تاخت	atac	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تاخت	asalt	تاخت	asalt	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تاَخُّر	intarziere	تاَخُّر	intarziere	N	N;INDF;FEM;SG
تاَخُّر	amanarea	تاَخُّر	amanare	N	N;DEF;FEM;SG
تادیبی	disciplinar	تادیبی	disciplinar	ADJ	ADJ;INDF;MASC;SG
تار	cord	تار	cord	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تار	dark	تار	dark	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تار	intuneric	تار	intuneric	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تار	intuneric	تار	intuneric	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تار	fir	تار	fir	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تار	fir	تار	fir	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تار	intuneric	تار	intuneric	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تار	intuneric	تار	intuneric	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تار	telegraf	تار	telegraf	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تاریخ	chronicle	تاریخ	chroniclă	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تاریخی	istorice	تاریخی	istoric	ADJ	ADJ;INDF;FEM;PL
تاریخی	istorica	تاریخی	istorică	ADJ	ADJ;DEF;FEM;SG
تاریخی	istoric	تاریخی	istoric	ADJ	ADJ;INDF;MASC;SG
تاریک	dark	تاریک	dark	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تاریک	intuneric	تاریک	intuneric	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تاریک	intuneric	تاریک	intuneric	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تاڑ	ogle	تاڑ	ogle		
تاڑنا	intelege	تاڑنا	intelege	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
تاڑنا	intelege	تاڑنا	intelege	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
تاز	race	تاز	race		
تازہ	nou	تازہ	nou	ADJ	ADJ;INDF;MASC;SG
تازہ	noua	تازہ	nou	ADJ	ADJ;DEF;FEM;SG
تازہ	noua	تازہ	nou	ADJ	ADJ;DEF;FEM;SG
تازہ	fericita	تازہ	fericita	ADJ	ADJ;DEF;FEM;SG
تازہ	fericita	تازہ	fericita	ADJ	ADJ;DEF;FEM;SG
تازہ	fericit	تازہ	fericit	ADJ	ADJ;INDF;MASC;SG
تازہ	nou	تازہ	nou	ADJ	ADJ;INDF;MASC;SG
تازہ	noua	تازہ	nou	ADJ	ADJ;DEF;FEM;SG
تازہ	noua	تازہ	nou	ADJ	ADJ;DEF;FEM;SG
تازہ	verzi	تازہ	verde	ADJ	ADJ;INDF;PL
تازہ	fericita	تازہ	fericita	ADJ	ADJ;DEF;FEM;SG
تازہ	fericita	تازہ	fericita	ADJ	ADJ;DEF;FEM;SG
تازہ	fericit	تازہ	fericit	ADJ	ADJ;INDF;MASC;SG
تاسیس	fondator	تاسیس	fondator	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تاکنا	alege	تاکنا	alege		
تاکنا	uite	تاکنا	uita		
تاکنا	alege	تاکنا	alege		
تاکنا	uite	تاکنا	uita		
تاکید	accent	تاکید	accent	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تاکید	stres	تاکید	stres	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تاکید	stress	تاکید	stress	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تاکیداً	strict	تاکیداً	strict	ADV	ADV
تاکیدی	urgent	تاکیدی	urgent	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تال	tank	تال	tank	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تال	rezervor	تال	rezervor	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تال	tanc	تال	tanc	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تال	biliard	تال	biliard	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تال	pond	تال	pond	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تال	iaz	تال	iaz	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تالاب	tank	تالاب	tank	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تالاب	rezervor	تالاب	rezervor	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تالاب	tanc	تالاب	tanc	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تالاب	pond	تالاب	pond	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تالاب	iaz	تالاب	iaz	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تالاب	biliard	تالاب	biliard	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تام	intreg	تام	intreg		
تام	intreg	تام	intreg		
تام	full	تام	full		
تاننا	intinde	تان	intinde	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
تاننا	intinde	تان	intinde	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
تاوان	penalty	تاوان	penalty	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تاوان	penalty	تاوان	penalty	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تائید	ajutor	تائید	ajutor	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تائید	suport	تائید	suport	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تائید	sprijin	تائید	sprijin	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تائید	ajutor	تائید	ajutor	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تائید	advocacy	تائید	advocacy	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تائید	suport	تائید	suport	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تائید	sprijin	تائید	sprijin	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تبار	race	تبار	race		
تباہ	ruinat	تباہ	ruina	ADJ	ADJ;INDF;MASC;SG
تباہ	ruinata	تباہ	ruinat	ADJ	ADJ;DEF;FEM;SG
تباہ	irosite	تباہ	irosit	ADJ	ADJ;INDF;FEM;PL
تباہ	rea	تباہ	rău	ADJ	ADJ;INDF;FEM;SG
تبدیلی	transfer	تبدیلی	transfer	N;NOM;FEM;SG;3	N;INDF;MASC;SG
تبدیلی	transfer	تبدیلی	transfer	N;NOM;FEM;SG;3	N;INDF;MASC;SG
تبصرہ	comentariu	تبصرہ	comentariu	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تپاں	fierbinte	تپاں	fierbinte		
تُپانا	acopera	تُپانا	acopera	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;IPFV;FIN
تِپائی	trepied	تِپائی	trepied	N;NOM;MASC;SG;3	N;INDF;MASC;SG
تپّڑ	mat	تپّڑ	mat		
تت	pure	تت	pur		
تتّا	fierbinte	تتّا	fierbinte		
