breekt	σπάει	breken	σπάω	V;SG;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
palm	παλάμη	palm	παλάμα	N;MASC+FEM;SG	N;NOM;FEM;SG
ambtenaren	αξιωματούχοι	ambtenaar	αξιωματούχος	N;PL	N;NOM;MASC;PL
percentage	ποσοστό	percentage	ποσοστό	N;NEUT;SG	N;NOM;NEUT;SG
culturen	πολιτισμοί	cultuur	πολιτισμός	N;PL	N;NOM;MASC;PL
culturen	καλλιέργειες	cultuur	καλλιέργεια	N;PL	N;NOM;FEM;PL
culturen	πολιτισμούς	cultuur	πολιτισμός	N;PL	N;ACC;MASC;PL
schat	μέλι	schat	μέλι	N;MASC+FEM;SG	N;NOM;NEUT;SG
schat	μωρό	schat	μωρός	N;MASC+FEM;SG	N;NOM;NEUT;SG
schat	θησαυρός	schat	θησαυρός	N;MASC+FEM;SG	N;NOM;MASC;SG
schat	θησαυρό	schat	θησαυρός	N;MASC+FEM;SG	N;ACC;MASC;SG
schat	μωρό	schat	μωρός	N;MASC+FEM;SG	N;NOM;NEUT;SG
rachel	ρέιτσελ	rachel	ρέιτσελ	N;MASC+FEM;SG	N;FEM;SG
afmetingen	διαστάσεις	afmeting	διάσταση	N;PL	N;NOM;FEM;PL
afmetingen	διαστάσεις	afmeting	διάσταση	N;PL	N;NOM;FEM;PL
moskee	τζαμί	moskee	τζαμί	N;MASC+FEM;SG	N;NOM;NEUT;SG
moskee	τέμενος	moskee	τέμενος	N;MASC+FEM;SG	N;NOM;NEUT;SG
robot	ρομπότ	robot	ρομπότ	N;MASC+FEM;SG	N;NOM;NEUT;SG
bewustzijn	επίγνωση	bewustzijn	επίγνωση	N;NEUT;SG	N;ACC;FEM;SG
bewustzijn	συνειδητοποίηση	bewustzijn	συνειδητοποίηση	N;NEUT;SG	N;ACC;FEM;SG
bewustzijn	συνείδηση	bewustzijn	συνείδηση	N;NEUT;SG	N;ACC;FEM;SG
kolonisten	άποικοι	kolonist	άποικος	N;PL	N;NOM;MASC;PL
kolonisten	άποικοι	kolonist	άποικος	N;PL	N;NOM;MASC;PL
archieven	αρχεία	archief	αρχείο	N;PL	N;NOM;NEUT;PL
mineraal	ορυκτό	mineraal	ορυκτός	N;NEUT;SG	N;NOM;NEUT;SG
pot	χόρτο	pot	χόρτος	N;MASC+FEM;SG	N;NOM;NEUT;SG
pot	γλάστρα	pot	γλάστρα	N;MASC+FEM;SG	N;NOM;FEM;SG
pot	βάζο	pot	βάζο	N;MASC+FEM;SG	N;NOM;NEUT;SG
chaos	χάος	chaos	χάος	N;MASC+FEM;SG	N;NOM;NEUT;SG
schaduw	σκιά	schaduw	σκιά	N;MASC+FEM;SG	N;NOM;FEM;SG
schaduw	σκιά	schaduw	σκιά	N;MASC+FEM;SG	N;NOM;FEM;SG
schaduw	απόχρωση	schaduw	απόχρωση	N;MASC+FEM;SG	N;NOM;FEM;SG
ladies	κυρίες	ladie	κυρία	N;PL	N;VOC;FEM;PL
duke	δούκας	duk	δούκα	N;MASC+FEM;SG	N;NOM;MASC;SG
duke	δούκα	duk	δούκα	N;MASC+FEM;SG	N;ACC;MASC;SG
gevangenschap	φυλάκιση	gevangenschap	φυλάκιση	N;MASC+FEM;SG	N;ACC;FEM;SG
gevangenschap	αιχμαλωσία	gevangenschap	αιχμαλωσία	N;MASC+FEM;SG	N;NOM;FEM;SG
vrijgegeven	κυκλοφόρησε	vrijgeven	κυκλοφορώ	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
vrijgegeven	απελευθερώνεται	vrijgeven	απελευθερώνω	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
handschrift	χειρόγραφο	handschrift	χειρόγραφο	N;NEUT;SG	N;NOM;NEUT;SG
agenten	παράγοντες	agent	παράγοντας	N;PL	N;NOM;MASC;PL
agenten	πράκτορες	agent	πράκτορας	N;PL	N;NOM;MASC;PL
agenten	αστυφύλακες	agent	αστυφύλακας	N;PL	N;NOM;MASC;PL
pink	ροζ	pink	ροζ	N;MASC+FEM;SG	N;NOM;FEM;SG
violist	βιολιστής	violist	βιολιστής	N;MASC+FEM;SG	N;NOM;MASC;SG
apparatuur	εξοπλισμού	apparatuur	εξοπλισμός	N;MASC+FEM;SG	N;GEN;MASC;SG
apparatuur	εξοπλισμός	apparatuur	εξοπλισμός	N;MASC+FEM;SG	N;NOM;MASC;SG
rebellen	αντάρτες	rebel	αντάρτης	N;PL	N;NOM;MASC;PL
rebellen	επαναστάτες	rebel	επαναστάτης	N;PL	N;NOM;MASC;PL
pantser	πανοπλία	pantser	πανοπλία	N;NEUT;SG	N;NOM;FEM;SG
pantser	πανοπλία	pantser	πανοπλία	N;NEUT;SG	N;NOM;FEM;SG
omgekeerde	ανεστραμμένη	omkeerd	ανεστρέφω	V;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
bonaparte	βοναπάρτη	bonapart	βοναπάρτης	N;MASC+FEM;SG	N;NOM;MASC;SG
illustraties	απεικονίσεις	illustratie	απεικόνιση	N;PL	N;NOM;FEM;PL
illustraties	εικονογραφήσεις	illustratie	εικονογράφηση	N;PL	N;NOM;FEM;PL
conventie	σύμβαση	conventie	σύμβαση	N;MASC+FEM;SG	N;ACC;FEM;SG
conventie	συνέλευση	conventie	συνέλευση	N;MASC+FEM;SG	N;NOM;FEM;SG
dun	λεπτή	dun	λεπτό	ADJ	ADJ;NOM;FEM;SG
dun	αδύνατος	dun	άδυνα	ADJ	ADJ;NOM;MASC;SG
motto	ρητό	motto	ρητός	N;NEUT;SG	N;NOM;NEUT;SG
motto	σύνθημα	motto	σύνθημα	N;NEUT;SG	N;NOM;NEUT;SG
essay	δοκίμιο	essay	δοκίμιο	N;NEUT;SG	N;NOM;NEUT;SG
karakters	χαρακτήρες	karakter	χαρακτήρας	N;PL	N;NOM;FEM;PL
beschadigde	κατεστραμμένο	beschadigen	κατεστρέφω	V;SG;PST;FIN	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
beschadigde	κατεστραμμένος	beschadigen	κατεστραμμένος	V;SG;PST;FIN	V;PFV;NOM;MASC;SG;V.PTCP;PASS
beschadigde	κατεστραμμένη	beschadigen	καταστρέφω	V;SG;PST;FIN	V;PFV;NOM;FEM;SG;V.PTCP;PASS
structuren	δομές	structuur	δομή	N;PL	N;NOM;FEM;PL
structuren	κατασκευές	structuur	κατασκευή	N;PL	N;NOM;FEM;PL
structuren	διαρθρώσεις	structuur	διάρθρωση	N;PL	N;NOM;FEM;PL
catalogus	κατάλογο	catalogus	κατάλογος	N;MASC+FEM;SG	N;ACC;MASC;SG
catalogus	κατάλογο	catalogus	κατάλογος	N;MASC+FEM;SG	N;ACC;MASC;SG
zege	νικη	zege	νικη	N;MASC+FEM;SG	N;NOM;FEM;SG
zege	νίκη	zege	νίκη	N;MASC+FEM;SG	N;ACC;FEM;SG
siberië	σιβηρία	siberië	σιβηρία	N;NEUT;SG	N;ACC;FEM;SG
uitvinding	επινόηση	uitvinding	επινόηση	N;MASC+FEM;SG	N;NOM;FEM;SG
uitvinding	εφεύρεση	uitvinding	εφεύρεση	N;MASC+FEM;SG	N;ACC;FEM;SG
sean	σων	sean	σε	N;MASC+FEM;SG	N;NOM;MASC;SG
diamond	διαμάντι	diamond	διαμάντι	N;MASC+FEM;SG	N;NOM;NEUT;SG
verwijderde	διαγραφεί	verwijderen	διαγραφώ	V;SG;PST;FIN	V;PFV;NFIN;PASS
verwijderde	διαγράφηκε	verwijderen	διαγράφω	V;SG;PST;FIN	V;PFV;IND;SG;3;PST;FIN;PASS
verwijderde	αφαιρέθηκε	verwijderen	αφαιρώ	V;SG;PST;FIN	V;PFV;IND;SG;3;PST;FIN;PASS
verwijderde	αφαιρεθεί	verwijderen	αφαιρώ	V;SG;PST;FIN	V;PFV;NFIN;PASS
groenland	γροιλανδίας	groenland	γροιλανδία	N;NEUT;SG	N;GEN;FEM;SG
spanningen	εντάσεις	spanning	ένταση	N;PL	N;NOM;FEM;PL
beton	τσιμέντο	beton	τσίμει	N;NEUT;SG	N;NOM;NEUT;SG
beton	σκυροδέματος	beton	σκύροδεμα	N;NEUT;SG	N;GEN;NEUT;SG
beton	σκυρόδεμα	beton	σκυρόδεμα	N;NEUT;SG	N;NOM;NEUT;SG
pearl	μαργαριτάρι	pearl	μαργαριτάρι	N;MASC+FEM;SG	N;NOM;NEUT;SG
monsters	τέρατα	monster	τέρα	N;PL	N;NOM;NEUT;PL
monsters	δείγματα	monster	δείγμα	N;PL	N;NOM;NEUT;PL
noodzaak	αναγκη	noodzaak	αναγκη	N;MASC+FEM;SG	N;ACC;FEM;SG
noodzaak	ανάγκη	noodzaak	ανάγκη	N;MASC+FEM;SG	N;ACC;FEM;SG
noodzaak	αναγκαιότητα	noodzaak	αναγκαιότητα	N;MASC+FEM;SG	N;ACC;FEM;SG
godsdienst	θρησκεία	godsdienst	θρησκεία	N;MASC+FEM;SG	N;NOM;FEM;SG
comics	κόμικ	comics	κόμικ	N;MASC+FEM;SG	N;NOM;NEUT;SG
norm	νορμ	norm	νορμ	N;MASC+FEM;SG	N
norm	πρότυπο	norm	πρότυπο	N;MASC+FEM;SG	N;NOM;NEUT;SG
gisteren	χθες	gisteren	χθες	ADV	ADV
gisteren	εχθές	gisteren	εχθός	ADV	ADV
gisteren	χτες	gisteren	χτε	ADV	ADV
gisteren	χθές	gisteren	χθές	ADV	ADV
familieleden	συγγενείς	familielid	συγγένης	N;PL	N;NOM;MASC;PL
banner	λάβαρο	banner	λάβαρο	N;MASC+FEM;SG	N;NOM;NEUT;SG
banner	μπάνερ	banner	μπάνερ	N;MASC+FEM;SG	N
banner	πανό	banner	πανό	N;MASC+FEM;SG	N;NOM;NEUT;SG
nrc	nrc	nrc	nrc	N;MASC+FEM;SG	N
klant	πελάτης	klant	πελάτης	N;MASC+FEM;SG	N;NOM;MASC;SG
klant	πελάτη	klant	πελάτης	N;MASC+FEM;SG	N;VOC;MASC;SG
klant	πελάτης	klant	πελάτης	N;MASC+FEM;SG	N;NOM;MASC;SG
klant	πελάτη	klant	πελάτης	N;MASC+FEM;SG	N;VOC;MASC;SG
botanicus	βοτανολόγος	botanicus	βοτανολόγος	N;MASC+FEM;SG	N;NOM;MASC;SG
landgenoot	συμπατριώτης	landgenoot	συμπατριώτης	N;MASC+FEM;SG	N;NOM;MASC;SG
landgenoot	συμπατριώτη	landgenoot	συμπατριώτης	N;MASC+FEM;SG	N;ACC;MASC;SG
bres	ρήγμα	bres	ρήγμα	N;MASC+FEM;SG	N;NOM;NEUT;SG
bres	παραβίαση	bres	παραβίαση	N;MASC+FEM;SG	N;ACC;FEM;SG
grafische	γραφικό	grafisch	γραφικός	ADJ	ADJ;NOM;NEUT;SG
humor	χιούμορ	humor	χιούμορ	N;MASC+FEM;SG	N;NOM;NEUT;SG
humor	χιούμορ	humor	χιούμορ	N;MASC+FEM;SG	N;NOM;NEUT;SG
normen	πρότυπα	norm	πρότυπο	N;PL	N;NOM;NEUT;PL
vlekken	λεκέδες	vlek	λεκέδα	N;PL	N;NOM;FEM;PL
vlekken	κηλίδες	vlek	κηλίδα	N;PL	N;NOM;FEM;PL
vlekken	στίγματα	vlek	στίγμα	N;PL	N;NOM;NEUT;PL
vlekken	βούλες	vlek	βούλα	N;PL	N;NOM;FEM;PL
vlekken	κηλίδες	vlek	κηλίδα	N;PL	N;NOM;FEM;PL
referendum	δημοψήφισμα	referendum	δημοψήφισμα	N;NEUT;SG	N;NOM;NEUT;SG
interim	ενδιάμεση	interim	ενδιάμεση	N;MASC+FEM;SG	N;NOM;FEM;SG
spirit	πνεύμα	spirit	πνεύμα	N;MASC+FEM;SG	N;NOM;NEUT;SG
spirit	πνευμα	spirit	πνευμα	N;MASC+FEM;SG	N;NOM;NEUT;SG
pond	λίρα	pond	λίρο	N;NEUT;SG	N;NOM;FEM;SG
pond	κιλά	pond	κιλώ	N;NEUT;SG	N
oplossingen	λύσεις	oplossing	λύση	N;PL	N;NOM;FEM;PL
oplossingen	διαλύματα	oplossing	διάλυμα	N;PL	N;NOM;NEUT;PL
plezier	απόλαυση	plezier	απόλαυση	N;NEUT;SG	N;ACC;FEM;SG
plezier	χαρα	plezier	χαρα	N;NEUT;SG	N;NOM;FEM;SG
plezier	χαρά	plezier	χαρά	N;NEUT;SG	N;NOM;FEM;SG
plezier	ευχαρίστηση	plezier	ευχαρίστηση	N;NEUT;SG	N;ACC;FEM;SG
variaties	διακυμάνσεις	variatie	διακύμανση	N;PL	N;NOM;FEM;PL
variaties	παραλλαγές	variatie	παραλλαγή	N;PL	N;NOM;FEM;PL
agnes	αγνή	agne	αγνή	N;MASC+FEM;SG	N;NOM;FEM;SG
mechanische	μηχανικό	mechanisch	μηχανικός	ADJ	ADJ;NOM;NEUT;SG
digitaal	ψηφιακό	digitaal	ψηφιακός	ADJ	ADJ;NOM;NEUT;SG
digitaal	ψηφιακή	digitaal	ψηφιακός	ADJ	ADJ;NOM;FEM;SG
digitaal	ψηφιακές	digitaal	ψηφιακός	ADJ	ADJ;NOM;FEM;PL
afgenomen	μειώθηκε	afnemen	μειώνω	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
afgenomen	μειωμένη	afnemen	μειώνω	V;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
afgenomen	μειωμένος	afnemen	μειωμένος	V;V.PTCP	V;PFV;NOM;MASC;PL;V.PTCP;PASS
blijf	μείνε	blijven	μένω	V;SG;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
geleerd	έμαθε	leren	μαθαίνω	V;V.PTCP	V;IPFV;IND;SG;3;PST;FIN;ACT
geleerd	μάθει	leren	μαθαίνω	V;V.PTCP	V;PFV;NFIN;ACT
ontmoeten	συναντήσω	ontmoeten	συναντώ	V;NFIN	V;PFV;IND;SG;1;FIN;ACT
uitsterven	εξαφάνιση	uitsterven	εξαφάνιση	N;NEUT;SG	N;ACC;FEM;SG
nabijheid	εγγύτητα	nabijheid	εγγύτητα	N;MASC+FEM;SG	N;ACC;FEM;SG
nabijheid	εγγύτητα	nabijheid	εγγύτητα	N;MASC+FEM;SG	N;ACC;FEM;SG
producties	παραγωγές	productie	παραγωγή	N;PL	N;NOM;FEM;PL
vormgeving	σχεδιασμό	vormgeving	σχεδιασμός	N;MASC+FEM;SG	N;ACC;MASC;SG
vormgeving	σχεδίαση	vormgeving	σχεδίαση	N;MASC+FEM;SG	N;ACC;FEM;SG
vormgeving	σχέδιο	vormgeving	σχέδιο	N;MASC+FEM;SG	N;NOM;NEUT;SG
vormgeving	σχεδιασμός	vormgeving	σχεδιασμός	N;MASC+FEM;SG	N;NOM;MASC;SG
vormgeving	διαμόρφωση	vormgeving	διαμόρφωση	N;MASC+FEM;SG	N;ACC;FEM;SG
realiseren	συνειδητοποιώντας	realiseren	συνειδητοποιώ	V;NFIN	V;IPFV;V.CVB;ACT
aanwijzing	ονομασία	aanwijzing	ονομασία	N;MASC+FEM;SG	N;NOM;FEM;SG
aanwijzing	χαρακτηρισμός	aanwijzing	χαρακτηρισμός	N;MASC+FEM;SG	N;NOM;MASC;SG
pier	προβλήτα	pier	προβλήτα	N;MASC+FEM;SG	N;NOM;FEM;SG
pier	αποβάθρα	pier	αποβάθρα	N;MASC+FEM;SG	N;NOM;FEM;SG
synthese	σύνθεση	synthese	σύνθεση	N;MASC+FEM;SG	N;ACC;FEM;SG
uitzonderingen	εξαιρέσεις	uitzondering	εξαίρεση	N;PL	N;NOM;FEM;PL
uitzonderingen	εξαιρέσεις	uitzondering	εξαίρεση	N;PL	N;NOM;FEM;PL
uitzonderingen	απαλλαγές	uitzondering	απαλλαγή	N;PL	N;NOM;FEM;PL
richtingen	κατευθύνσεις	richting	κατεύθυνση	N;PL	N;NOM;FEM;PL
exploitatie	εκμετάλλευση	exploitatie	εκμετάλλευση	N;MASC+FEM;SG	N;NOM;FEM;SG
exploitatie	επιχειρηση	exploitatie	επιχειρηση	N;MASC+FEM;SG	N;ACC;FEM;SG
exploitatie	εγχείρηση	exploitatie	εγχείρηση	N;MASC+FEM;SG	N;ACC;FEM;SG
exploitatie	λειτουργία	exploitatie	λειτουργία	N;MASC+FEM;SG	N;ACC;FEM;SG
exploitatie	επιχείρηση	exploitatie	επιχείρηση	N;MASC+FEM;SG	N;ACC;FEM;SG
berekend	υπολογίζεται	berekenen	υπολογίζω	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
berekend	υπολογιζόμενη	berekenen	υπολογιζόμενος	V;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
berekend	υπολογιζόμενο	berekenen	υπολογιζόμενος	V;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
aandoening	κατάσταση	aandoening	κατάσταση	N;MASC+FEM;SG	N;ACC;FEM;SG
aandoening	όρος	aandoening	όρος	N;MASC+FEM;SG	N;NOM;MASC;SG
aandoening	βάσανο	aandoening	βάσανο	N;MASC+FEM;SG	N;NOM;NEUT;SG
ban	απαγόρευση	ban	απαγόρευση	N;MASC+FEM;SG	N;ACC;FEM;SG
ban	αποκλεισμός	ban	αποκλεισμός	N;MASC+FEM;SG	N;NOM;MASC;SG
schrijf	γράψω	schrijf	γράψω	V;SG;PRS;FIN	V;PFV;IND;SG;1;FIN;ACT
schrijf	γράψε	schrijf	γράφω	V;SG;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
beloften	υποσχέσεις	belofte	υπόσχεση	N;PL	N;NOM;FEM;PL
case	περίπτωση	case	περίπτωση	N;MASC+FEM;SG	N;ACC;FEM;SG
case	υποθεση	case	υποθεση	N;MASC+FEM;SG	N;NOM;FEM;SG
case	υπόθεση	case	υπόθεση	N;MASC+FEM;SG	N;NOM;FEM;SG
geschikte	κατάλληλη	geschikt	κατάλληλος	ADJ	ADJ;NOM;FEM;SG
geschikte	κατάλληλο	geschikt	κατάλληλος	ADJ	ADJ;NOM;NEUT;SG
geschikte	κατάλληλος	geschikt	κατάλληλος	ADJ	ADJ;NOM;MASC;SG
geschikte	κατάλληλοι	geschikt	κατάλληλος	ADJ	ADJ;NOM;MASC;PL
evenwicht	ισορροπία	evenwicht	ισορροπία	N;NEUT;SG	N;ACC;FEM;SG
evenwicht	ισοζύγιο	evenwicht	ισοζύγιος	N;NEUT;SG	N;NOM;NEUT;SG
evenwicht	εξισορρόπησης	evenwicht	εξισορρόπηση	N;NEUT;SG	N;GEN;FEM;SG
evenwicht	εξισορρόπηση	evenwicht	εξισορρόπηση	N;NEUT;SG	N;ACC;FEM;SG
evenwicht	ισορροπία	evenwicht	ισορροπία	N;NEUT;SG	N;ACC;FEM;SG
werkgever	εργοδότης	werkgever	εργοδότης	N;MASC+FEM;SG	N;NOM;MASC;SG
werkgever	εργοδότη	werkgever	εργοδότης	N;MASC+FEM;SG	N;ACC;MASC;SG
juliana	τζουλιάνα	juliana	τζουλιάνα	N;MASC+FEM;SG	N;NOM;FEM;SG
mega	μέγα	mega	μέγο	N;MASC+FEM;SG	N;NOM;MASC;SG
mega	μεγα	mega	μέγος	N;MASC+FEM;SG	N
verdelen	διανέμουν	verdelen	διανέμω	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
verworven	αποκτήσει	verwerven	αποκτώ	V;V.PTCP	V;PFV;NFIN;ACT
verworven	αποκτήθηκαν	verwerven	αποκτώ	V;V.PTCP	V;PFV;IND;PL;3;PST;FIN;PASS
verworven	αποκτήθηκε	verwerven	αποκτώ	V;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
concurrent	ανταγωνιστής	concurrent	ανταγωνιστής	N;MASC+FEM;SG	N;NOM;MASC;SG
concurrent	ανταγωνιστή	concurrent	ανταγωνιστής	N;MASC+FEM;SG	N;ACC;MASC;SG
vernieuwd	ανανεωμένη	vernieuwen	ανανεώνω	V;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
borg	εγγυητή	borg	εγγυητής	N;MASC+FEM;SG	N;ACC;MASC;SG
achtervolging	καταδίωξη	achtervolging	καταδίωξη	N;MASC+FEM;SG	N;ACC;FEM;SG
achtervolging	κυνηγητό	achtervolging	κυνηγητός	N;MASC+FEM;SG	N;NOM;NEUT;SG
achtervolging	καταδίωξη	achtervolging	καταδίωξη	N;MASC+FEM;SG	N;ACC;FEM;SG
precieze	ακριβής	precies	ακριβής	ADJ	ADJ;NOM;MASC;SG
scheikunde	χημεία	scheikunde	χημείο	N;MASC+FEM;SG	N;NOM;FEM;SG
symptomen	συμπτώματα	symptoom	σύμπτωμα	N;PL	N;NOM;NEUT;PL
ongeacht	ασχέτως	ongeacht	ασχέτως	ADV	ADV
kiel	κιλ	kielen	κιλ	N;NEUT;SG	N
tracks	ίχνη	tracks	ίχνος	N;PL	N;NOM;NEUT;PL
tracks	ράγες	tracks	ράγη	N;PL	N;NOM;FEM;PL
dalen	κατεβαίνει	dalen	κατεβαίνω	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
wielen	τροχών	wiel	τροχή	N;PL	N;GEN;FEM;PL
wielen	τροχούς	wiel	τροχός	N;PL	N;ACC;MASC;PL
wielen	ρόδες	wiel	ρόδος	N;PL	N;NOM;FEM;PL
wielen	τροχοί	wiel	τροχός	N;PL	N;NOM;MASC;PL
omega	ωμέγα	omega	ωμέγα	N;MASC+FEM;SG	N;NOM;NEUT;SG
raket	ρουκέτα	raket	ρουκέτα	N;MASC+FEM;SG	N;NOM;FEM;SG
raket	πύραυλος	raket	πύραυλος	N;MASC+FEM;SG	N;NOM;MASC;SG
raket	πύραυλο	raket	πύραυλος	N;MASC+FEM;SG	N;NOM;NEUT;SG
raket	πύραυλος	raket	πύραυλος	N;MASC+FEM;SG	N;NOM;MASC;SG
bijeenkomst	συνάντηση	bijeenkomst	συνάντηση	N;MASC+FEM;SG	N;ACC;FEM;SG
bijeenkomst	σύσκεψη	bijeenkomst	σύσκεψη	N;MASC+FEM;SG	N;ACC;FEM;SG
bijeenkomst	συνεδρίαση	bijeenkomst	συνεδρίαση	N;MASC+FEM;SG	N;NOM;FEM;SG
divisies	τμήματα	divisie	τμήμα	N;PL	N;NOM;NEUT;PL
divisies	μεραρχίες	divisie	μεραρχία	N;PL	N;NOM;FEM;PL
divisies	διαιρέσεις	divisie	διαίρεση	N;PL	N;NOM;FEM;PL
verhuizen	κινείται	verhuizen	κινώ	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;PASS
gevormde	σχηματίζεται	vormen	σχηματίζω	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
