kväll	noc	kväll	noc	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
borealis	borealis	borealis	borealis	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
ledaren	vodca	ledare	vodca	N;NOM;DEF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
ledaren	líder	ledare	líder	N;NOM;DEF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
partner	partner	partner	partner	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
partner	partnerka	partner	partnerka	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
partner	spoločník	partner	spoločník	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
tydligen	zjavne	tydligen	zjavne	ADV	ADV
tydligen	očividne	tydligen	očividne	ADV	ADV
alkohol	lieh	alkohol	leho	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
alkohol	alkohol	alkohol	alkohol	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
wan	wan	wan	wan	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
kartan	mapa	karta	mapa	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
tenor	tenor	tena	tenor	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
trumpet	trúbka	trump	trúbka	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
trumpet	trúba	trump	trúba	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
evenemang	podujatie	evenemang	podujatie	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;SG
evenemang	udalosť	evenemang	udalosť	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
evenemang	event	evenemang	event	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
flytt	presun	flytt	presun	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
flytt	sťahovanie	flytt	sťahovanie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
flava	flava	flava	flava	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
kodra	kodra	kodra	kodra	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
helgon	svätec	helgon	svätec	N;NOM;INDF;NEUT;SG	N;ANIM;NOM;MASC;SG
hieracium	hieracium	hieracium	hieracium	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
sats	séria	sats	séria	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
sats	veta	sats	veto	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
timme	hodina	timme	hodina	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
grotta	jaskyňa	grott	jaskyňa	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
yngsta	najmladší	ung	mladý	ADJ;NOM;DEF;RL	ADJ;ANIM;NOM;RL;MASC;SG
motsvarighet	náprotivok	motsvarighet	náprotivok	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
paradise	raj	paradise	raj	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
någonstans	niekde	någonstans	niekde	ADV	ADV
någonstans	kdesi	någonstans	kdesi	ADV	ADV
någonstans	niekam	någonstans	niekam	ADV	ADV
någonstans	niekde	någonstans	niekde	ADV	ADV
någonstans	niekam	någonstans	niekam	ADV	ADV
akter	súbory	akt	súbor	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
akter	akty	akt	akty	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
akter	skutky	akt	skutka	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
akter	úkony	akt	úkon	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
negativ	negatívna	negativ	gatívny	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
negativ	negatívny	negativ	negatívny	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INAN;NOM;MASC;SG
negativ	záporné	negativ	záporný	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
typisk	typický	typisk	typický	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;ANIM;NOM;MASC;SG
typisk	typická	typisk	typický	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
typisk	typické	typisk	typický	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
child	dieťa	child	dieťa	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
överlevde	prežilo	överleva	prežiť	V;IND;PST;FIN;ACT	V;PFV;NEUT;SG;POS;PST;V.PTCP
överlevde	prežili	överleva	prežiť	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
överlevde	prežila	överleva	prežiť	V;IND;PST;FIN;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
överlevde	prežil	överleva	prežiť	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
överlevde	neprežil	överleva	prežiť	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;NEG;PST;V.PTCP
enheten	zariadenie	enhet	zariadenie	N;NOM;DEF;MASC+FEM;SG	N;NOM;NEUT;SG
enheten	prístroj	enhet	prístroj	N;NOM;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
enheten	pomôcka	enhet	pomôcka	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
enheten	jednotka	enhet	jednotka	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
pilot	pilot	pilot	pilot	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
angrepp	útoky	angrepp	útok	N;NOM;INDF;NEUT;PL	N;INAN;NOM;MASC;PL
summering	súhrn	summering	súhrn	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
summering	zhrnutie	summering	zhrnutie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
stammar	kmene	stam	kmeň	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
stammar	kmene	stam	kmeň	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
kategorierna	kategórie	kategorium	kategória	N;NOM;DEF;MASC+FEM;PL	N;NOM;FEM;PL
ersättare	náhradníci	ersättare	náhradník	N;NOM;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
ersättare	nahradenia	ersättare	nahradenie	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
helige	svätá	helig	svätý	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG
helige	svätý	helig	svätý	ADJ;NOM;DEF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
helige	sväté	helig	svätý	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
dalmatien	dalmácia	dalmatiun	dalmácia	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
omröstning	hlasovanie	omröstning	hlasovanie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
omröstning	hlasovanie	omröstning	hlasovanie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
ägna	venovať	ägna	venovať	V;NFIN;ACT	V;POS;NFIN
ägna	venujú	ägna	venovať	V;NFIN;ACT	V;IPFV;IND;PL;3;POS;PRS;FIN
ägna	venujem	ägna	venovať	V;NFIN;ACT	V;IPFV;IND;SG;1;POS;PRS;FIN
ägna	venovať	ägna	venovať	V;NFIN;ACT	V;POS;NFIN
familjebok	familjebok	familjebok	familjebka	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
idrottare	športovci	idrottare	športovec	N;NOM;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
gravar	hrobky	grav	hrobok	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
gravar	hroby	grav	hrob	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
runda	okrúhle	rund	okrúhle	ADJ;NOM;PL	ADJ;NOM;NEUT;PL
leconte	leconte	leconte	lecont	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
petersen	petersen	peters	petersen	N;NOM;DEF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
stått	stál	stå	stáť	V;V.CVB;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
stått	stáli	stå	stáť	V;V.CVB;ACT	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
stått	stála	stå	stáť	V;V.CVB;ACT	V;IPFV;FEM;SG;POS;PST;V.PTCP
palace	palace	palace	palac	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
palace	palác	palace	palác	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
värt	hodné	värd	hodný	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
specifikt	špecificky	specifikt	špecificky	ADV	ADV
astronom	astronóm	astronom	astronó	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
anka	kačka	anka	kačka	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
anka	kačica	anka	kačica	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
patienter	pacienti	patient	paciento	N;NOM;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
patienter	pacientky	patient	pacientka	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
erfarenheter	zážitky	erfarenhet	zážitok	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
erfarenheter	skúsenosti	erfarenhet	skúsenosť	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
erfarenheter	skúsenosti	erfarenhet	skúsenosť	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
administratörer	administrátori	administratör	administrátor	N;NOM;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
administratörer	správcovia	administratör	správca	N;NOM;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
administratörer	administrátori	administratör	administrátor	N;NOM;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
rat	potkan	rat	potkan	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
renovering	rekonštrukcia	renovering	rekonštrukcia	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
federation	federácia	federation	federácia	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
hörnet	roh	hörn	roh	N;NOM;DEF;NEUT;SG	N;INAN;NOM;MASC;SG
hörnet	kút	hörn	kút	N;NOM;DEF;NEUT;SG	N;INAN;NOM;MASC;SG
granada	granada	granad	granada	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
banor	trasy	bana	tri	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
banor	cesty	bana	cesta	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
banor	čiary	bana	čiara	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
banor	linky	bana	linka	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
banor	riadky	bana	riadok	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
banor	trate	bana	triata	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
banor	dráhy	bana	dráha	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
banor	kurzy	bana	kurza	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
tyngre	ťažšia	tung	ťažší	ADJ;NOM;CMPR	ADJ;NOM;CMPR;FEM;SG
tyngre	ťažší	tung	ťažký	ADJ;NOM;CMPR	ADJ;ANIM;NOM;CMPR;MASC;SG
blogg	blog	blogg	blog	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
salta	soľ	salta	soľ	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
fasaden	fasáda	fasa	fasád	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
variegata	variegata	variegat	variegata	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG
march	marec	march	marec	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
march	pochod	march	pochod	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
verser	verše	vers	verš	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
nedanför	nižšie	nedanför	nízko	ADV	ADV;CMPR
lägg	daj	lägg	dať	V;IMP;FIN;ACT	V;IPFV;IMP;SG;2;POS;FIN
vagnar	vozíky	vagna	vozík	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
vagnar	vagóny	vagna	vagón	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
vagnar	vozy	vagna	voz	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
vagnar	vozne	vagna	voznúť	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
produkt	produkt	produkt	produkt	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
produkt	výrobok	produkt	výrobok	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
principen	zásada	princip	zásada	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
principen	princípe	princip	princíp	N;NOM;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
principen	princíp	princip	princíp	N;NOM;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
hände	stalo	hände	stať	V;IMP;FIN;ACT	V;PFV;NEUT;SG;POS;PST;V.PTCP
flyter	vznášať	flyta	vznášať	V;IND;PRS;FIN;ACT	V;IPFV;POS;NFIN
sinensis	sinensis	sinensis	sinensis	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
ansluter	pripájam	ansluta	pripájať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;1;POS;PRS;FIN
ansluter	pripája	ansluta	pripájať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
ansluter	spája	ansluta	spáj	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
ansluter	pripája	ansluta	pripájať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
besegra	poraziť	besegra	poraziť	V;IMP;FIN;ACT	V;PFV;POS;NFIN
reaktion	reakcia	reaktion	reakcia	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
journalisten	novinárka	journalist	novinárka	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
journalisten	novinár	journalist	novinár	N;NOM;DEF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
tabell	stôl	tabell	stôl	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
tabell	tabuľka	tabell	tabuľka	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
utbyte	výmena	utbyte	výmena	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
utbyte	burza	utbyte	burza	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
stationer	stanovištia	station	stanovište	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
stationer	stanice	station	stanica	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
java	java	jav	java	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
definitivt	definitívne	definitiv	definitívne	ADV	ADV
definitivt	jednoznačne	definitiv	jednoznačne	ADV	ADV
mördad	zavraždená	mörda	zavraždený	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
mördad	zavraždený	mörda	zavraždený	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
mördad	zabitý	mörda	zabitý	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
trädgården	záhrada	trädgård	záhrada	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
stycke	odsek	stycke	odsek	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
stycke	kus	stycke	kus	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
stycke	kúsok	stycke	kúsok	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
bass	basa	bass	basa	N	N;NOM;FEM;SG
bass	basy	bass	basa	N	N;NOM;FEM;PL
grönt	zelený	grön	zelený	ADJ;NOM;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
grönt	zelené	grön	zelený	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
grönt	zelená	grön	zelený	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;FEM;SG
präster	kňazi	präst	kňaz	N;NOM;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
smal	chudý	smal	chudý	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;ANIM;NOM;MASC;SG
smal	úzka	smal	úzky	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
smal	úzky	smal	úzky	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INAN;NOM;MASC;SG
smal	úzke	smal	úzka	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
smal	tenké	smal	tenký	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
smal	tenká	smal	tenký	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
smal	štíhly	smal	štíhly	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;ANIM;NOM;MASC;SG
smal	tenký	smal	tenký	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;ANIM;NOM;MASC;SG
jessica	jessica	jessic	jessica	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
hjärnan	mozog	hjärna	mozog	N;NOM;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
grupperna	skupiny	grupp	skupina	N;NOM;DEF;MASC+FEM;PL	N;NOM;FEM;PL
skansen	skanzen	skans	skanzen	N;NOM;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
bränsle	paliva	bränsle	paliva	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
bränsle	palivo	bränsle	palivo	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;SG
sänder	posiela	sända	posielať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
sänder	pošle	sända	poslať	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
sänder	odošle	sända	odošiť	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
sänder	zasiela	sända	zasieť	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
sänder	posiela	sända	posielať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
sänder	vysielať	sända	vysielať	V;IND;PRS;FIN;ACT	V;IPFV;POS;NFIN
sålt	predal	sålt	predať	V;V.CVB;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
fiktiv	fiktívne	fiktiv	fiktívne	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
fiktiv	fiktívne	fiktiv	fiktívne	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
kris	kríza	kris	kríza	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
kritisk	kritický	kritisk	kritický	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INAN;NOM;MASC;SG
kritisk	kritické	kritisk	kritický	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
kritisk	kritická	kritisk	kritický	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
kritisk	rozhodujúce	kritisk	rozhodujúci	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
avslutad	dokončená	avsluta	dokončený	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
avslutad	ukončené	avsluta	ukončený	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
avslutad	vyplnený	avsluta	vyplnený	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
