kategória	catégorie	kategória	catégorie	N;NOM;FEM;SG	N;FEM;SG
ďalšie	additionnel	ďalší	additionnel	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
ďalšie	prochain	ďalší	prochain	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
ďalšie	suivante	ďalší	suivant	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
ďalšie	prochaine	ďalší	prochain	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
meno	nom	meno	nom	N;NOM;NEUT;SG	N;MASC;SG
meno	dénomination	meno	dénomination	N;NOM;NEUT;SG	N;FEM;SG
dve	deux	dva	deux	NUM;NOM;FEM;PL	NUM
dva	deux	dva	deux	NUM;INAN;NOM;MASC;PL	NUM
približne	grossièrement	približne	grossièrement	ADV	ADV
približne	approximativement	približne	approximativement	ADV	ADV
približne	environ	približne	environ	ADV	ADV
táto	cette	táto	ce	DET;NOM;FEM;SG	DET;FEM;SG
prvé	première	prvý	premier	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
prvé	premier	prvý	premier	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
tri	trois	tri	trois	NUM;INAN;NOM;MASC;PL	NUM
loire	loire	loira	loire	N;NOM;NEUT;SG	N;FEM;SG
nich	eux	on	soi	PRO;ANIM;ACC;MASC;PL;3	PRO;MASC;PL;3
začal	commencé	začať	commencer	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
začal	démarré	začať	démarrer	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
začal	commencée	začať	commencer	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
začal	commencé	začať	commencer	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
stránke	page	stránka	page	N;DAT;FEM;SG	N;FEM;SG
film	film	film	film	N;INAN;NOM;MASC;SG	N;MASC;SG
film	film	film	film	N;INAN;NOM;MASC;SG	N;MASC;SG
spoločnosti	sociétés	spoločnosť	société	N;NOM;FEM;PL	N;FEM;PL
spoločnosti	compagnies	spoločnosť	compagnie	N;NOM;FEM;PL	N;FEM;PL
spoločnosti	entreprises	spoločnosť	entreprise	N;NOM;FEM;PL	N;FEM;PL
spoločnosti	sociétés	spoločnosť	société	N;NOM;FEM;PL	N;FEM;PL
peter	pierre	peter	pierre	N;ANIM;NOM;MASC;SG	N;FEM;SG
patrí	appartient	patriť	appartenir	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
slovenská	slovaque	slovenský	slovaque	ADJ;NOM;FEM;SG	ADJ;MASC;SG
strany	pages	strana	page	N;NOM;FEM;PL	N;FEM;PL
strany	parties	strana	partie	N;NOM;FEM;PL	N;FEM;PL
svg	svg	svg	svg	N;NOM;FEM;SG	N;MASC;SG
prvá	première	prvý	premier	ADJ;NOM;FEM;SG	ADJ;FEM;SG
prvá	premier	prvý	premier	ADJ;NOM;FEM;SG	ADJ;MASC;SG
nemecký	allemande	nemecký	allemand	ADJ;ANIM;NOM;MASC;SG	ADJ;FEM;SG
storočí	siecle	storočie	siecle	N;NOM;NEUT;SG	N;MASC;SG
storočí	siècle	storočie	siècle	N;NOM;NEUT;SG	N;MASC;SG
storočí	century	storočie	century	N;NOM;NEUT;SG	N;MASC;SG
hlavne	principalement	hlavne	principalement	ADV	ADV
hlavne	essentiellement	hlavne	essentiellement	ADV	ADV
hlavne	particulièrement	hlavne	particulièrement	ADV	ADV
hlavne	surtout	hlavne	surtout	ADV	ADV
hlavne	spécialement	hlavne	spécialement	ADV	ADV
hlavne	principalement	hlavne	principalement	ADV	ADV
hlavne	essentiellement	hlavne	essentiellement	ADV	ADV
hlavne	surtout	hlavne	surtout	ADV	ADV
astronóm	astronome	astronó	astronome	N;ANIM;NOM;MASC;SG	N;MASC;SG
rod	baguette	rod	baguette	N;ANIM;NOM;MASC;SG	N;FEM;SG
rod	canne	rod	canne	N;ANIM;NOM;MASC;SG	N;FEM;SG
rod	tige	rod	tige	N;ANIM;NOM;MASC;SG	N;FEM;SG
bude	sera	byť	être	V;IPFV;IND;SG;3;POS;FUT;FIN	V;IND;SG;3;FUT;FIN
titul	titre	tituť	titre	N;INAN;NOM;MASC;SG	N;MASC;SG
kostol	église	kostol	église	N;INAN;NOM;MASC;SG	N;FEM;SG
kostol	eglise	kostol	eglise	N;INAN;NOM;MASC;SG	N;FEM;SG
republiky	républiques	republika	république	N;NOM;FEM;PL	N;FEM;PL
ženy	femmes	žena	femme	N;NOM;FEM;PL	N;FEM;PL
ženy	femelles	žena	femelle	N;NOM;FEM;PL	N;FEM;PL
ženy	femmes	žena	femme	N;NOM;FEM;PL	N;FEM;PL
územia	territoires	územie	territoire	N;NOM;NEUT;PL	N;MASC;PL
systém	système	systém	système	N;INAN;NOM;MASC;SG	N;MASC;SG
ide	aller	ísť	aller	V;IPFV;IND;SG;3;POS;PRS;FIN	V;NFIN
potok	flux	potok	flux	N;INAN;NOM;MASC;SG	N;MASC;SG
potok	ruisseau	potok	ruisseau	N;INAN;NOM;MASC;SG	N;MASC;SG
góly	buts	góla	but	N;NOM;FEM;PL	N;MASC;PL
góly	objectifs	góla	objectif	N;NOM;FEM;PL	N;MASC;PL
spisovateľ	rédacteur	spisovateľ	rédacteur	N;ANIM;NOM;MASC;SG	N;MASC;SG
spisovateľ	auteur	spisovateľ	auteur	N;ANIM;NOM;MASC;SG	N;MASC;SG
spisovateľ	écrivain	spisovateľ	écrivain	N;ANIM;NOM;MASC;SG	N;MASC;SG
spisovateľ	scénariste	spisovateľ	scénariste	N;ANIM;NOM;MASC;SG	N;MASC;SG
pôvodne	initialement	pôvodne	initialement	ADV	ADV
pôvodne	initialement	pôvodne	initialement	ADV	ADV
súhvezdie	constellation	súhvezdie	constellation	N;NOM;NEUT;SG	N;FEM;SG
veľkosť	taille	veľkosť	taille	N;NOM;FEM;SG	N;FEM;SG
veľkosť	pointure	veľkosť	pointure	N;NOM;FEM;SG	N;FEM;SG
klub	club	klub	club	N;INAN;NOM;MASC;SG	N;MASC;SG
objektov	objets	objekt	objet	N;INAN;GEN;MASC;PL	N;MASC;PL
slovenské	slovaque	slovenský	slovaque	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
portál	portail	portál	portail	N;INAN;NOM;MASC;SG	N;MASC;SG
článok	article	článok	article	N;INAN;NOM;MASC;SG	N;MASC;SG
ľudí	gens	človek	gens	N;ANIM;ACC;MASC;PL	N;MASC;PL
ľudí	personnes	človek	personne	N;ANIM;ACC;MASC;PL	N;FEM;PL
územie	territoire	územie	territoire	N;NOM;NEUT;SG	N;MASC;SG
možné	possible	možný	possible	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
zomrel	morte	zomrieť	mourir	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
zomrel	décédé	zomrieť	décéder	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
zomrel	mort	zomrieť	mourir	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
hudobné	musicale	hudobný	musical	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
hudobné	musical	hudobný	musical	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
herec	comédien	herec	comédien	N;ANIM;NOM;MASC;SG	N;MASC;SG
herec	acteur	herec	acteur	N;ANIM;NOM;MASC;SG	N;MASC;SG
hry	jeux	hra	jeu	N;NOM;FEM;PL	N;MASC;PL
veľký	grande	veľký	grand	ADJ;ANIM;NOM;MASC;SG	ADJ;FEM;SG
veľký	grand	veľký	grand	ADJ;ANIM;NOM;MASC;SG	ADJ;MASC;SG
veľký	gros	veľký	gros	ADJ;ANIM;NOM;MASC;SG	ADJ;MASC;SG
veľký	grosse	veľký	gros	ADJ;ANIM;NOM;MASC;SG	ADJ;FEM;SG
veľký	grande	veľký	grand	ADJ;ANIM;NOM;MASC;SG	ADJ;FEM;SG
veľký	grand	veľký	grand	ADJ;ANIM;NOM;MASC;SG	ADJ;MASC;SG
gmina	gmina	gmina	gmina	N;NOM;FEM;SG	N;MASC;SG
života	vie	život	vie	N;INAN;GEN;MASC;SG	N;FEM;SG
septembra	septembre	september	septembre	N;INAN;GEN;MASC;SG	N;MASC;SG
kráľ	roi	kráľ	roi	N;ANIM;NOM;MASC;SG	N;MASC;SG
iii	iii	iii	iii	NUM	NUM
hráči	joueurs	hráčiť	joueur	N;ANIM;NOM;MASC;PL	N;MASC;PL
vlády	gouvernements	vláda	gouvernement	N;NOM;FEM;PL	N;MASC;PL
vlády	gouvernements	vláda	gouvernement	N;NOM;FEM;PL	N;MASC;PL
môžu	peuvent	môcť	pouvoir	V;IPFV;IND;PL;3;POS;PRS;FIN	V;IND;PL;3;PRS;FIN
miest	endroits	mesto	endroit	N;GEN;NEUT;PL	N;MASC;PL
miest	lieux	mesto	lieu	N;GEN;NEUT;PL	N;MASC;PL
zároveň	simultanément	zároveň	simultanément	ADV	ADV
napriek	malgré	napriek	malgré	ADP;DAT	ADP
napriek	malgré	napriek	malgré	ADP;DAT	ADP
mieste	spot	miesto	spot	N;NOM;NEUT;SG	N;MASC;SG
mieste	site	miesto	site	N;NOM;NEUT;SG	N;MASC;SG
kráľa	roi	kráľ	roi	N;ANIM;ACC;MASC;SG	N;MASC;SG
tam	là	tam	là	ADV	ADV
spoločnosť	société	spoločnosť	société	N;NOM;FEM;SG	N;FEM;SG
spoločnosť	compagnie	spoločnosť	compagnie	N;NOM;FEM;SG	N;FEM;SG
spoločnosť	société	spoločnosť	société	N;NOM;FEM;SG	N;FEM;SG
oblasť	région	oblasť	région	N;NOM;FEM;SG	N;FEM;SG
oblasť	région	oblasť	région	N;NOM;FEM;SG	N;FEM;SG
oblasť	zone	oblasť	zone	N;NOM;FEM;SG	N;FEM;SG
oblasť	domaine	oblasť	domaine	N;NOM;FEM;SG	N;MASC;SG
nej	her	ona	her	PRO;DAT;FEM;SG;3	PRO;SG;3
vek	ère	vek	ère	N;INAN;NOM;MASC;SG	N;FEM;SG
vek	age	vek	age	N;INAN;NOM;MASC;SG	N;MASC;SG
vek	âge	vek	âge	N;INAN;NOM;MASC;SG	N;MASC;SG
štadión	stade	štadión	stade	N;INAN;NOM;MASC;SG	N;MASC;SG
muži	mâles	muž	mâle	N;ANIM;NOM;MASC;PL	N;MASC;PL
muži	hommes	muž	homme	N;ANIM;NOM;MASC;PL	N;MASC;PL
muži	hommes	muž	homme	N;ANIM;NOM;MASC;PL	N;MASC;PL
októbra	octobre	október	octobre	N;INAN;GEN;MASC;SG	N;MASC;SG
život	vie	život	vie	N;INAN;NOM;MASC;SG	N;FEM;SG
mája	mai	máj	mai	N;INAN;GEN;MASC;SG	N;MASC;SG
dňa	journée	deň	journée	N;INAN;GEN;MASC;SG	N;FEM;SG
dňa	jour	deň	jour	N;INAN;GEN;MASC;SG	N;MASC;SG
dňa	journee	deň	journee	N;INAN;GEN;MASC;SG	N;FEM;SG
národné	national	národný	national	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
národné	nationale	národný	national	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
center	center	center	center	N;INAN;NOM;MASC;SG	N;MASC;SG
center	centre	center	centre	N;INAN;NOM;MASC;SG	N;MASC;SG
syn	fils	syn	fils	N;ANIM;NOM;MASC;SG	N;MASC;SG
syn	fiston	syn	fiston	N;ANIM;NOM;MASC;SG	N;MASC;SG
marca	marche	marec	marche	N;INAN;GEN;MASC;SG	N;FEM;SG
marca	mars	marec	mars	N;INAN;GEN;MASC;SG	N;MASC;SG
dĺžka	longueur	dĺžka	longueur	N;NOM;FEM;SG	N;FEM;SG
dĺžka	longitude	dĺžka	longitude	N;NOM;FEM;SG	N;FEM;SG
augusta	aout	augusta	août	N;INAN;GEN;MASC;SG	N;MASC;SG
augusta	août	augusta	août	N;INAN;GEN;MASC;SG	N;MASC;SG
veľké	grande	veľký	grand	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
veľké	grand	veľký	grand	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
veľké	gros	veľký	gros	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
veľké	grosse	veľký	gros	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
veľké	grande	veľký	grand	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
veľké	grand	veľký	grand	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
školy	ecoles	škola	ecole	N;NOM;FEM;PL	N;FEM;PL
školy	écoles	škola	école	N;NOM;FEM;PL	N;FEM;PL
nový	nouveau	nový	nouveau	ADJ;ANIM;NOM;MASC;SG	ADJ;MASC;SG
nový	nouvelle	nový	nouveau	ADJ;ANIM;NOM;MASC;SG	ADJ;FEM;SG
obsahuje	contient	obsahovať	contenir	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
správa	reportage	správa	reportage	N;NOM;FEM;SG	N;MASC;SG
správa	rapport	správa	rapport	N;NOM;FEM;SG	N;MASC;SG
správa	message	správa	message	N;NOM;FEM;SG	N;MASC;SG
správa	administration	správa	administration	N;NOM;FEM;SG	N;FEM;SG
štát	pays	štát	pays	N;INAN;NOM;MASC;SG	N;MASC;SG
štát	etat	štát	etat	N;INAN;NOM;MASC;SG	N;MASC;SG
štát	état	štát	état	N;INAN;NOM;MASC;SG	N;MASC;SG
hráč	joueur	hráč	joueur	N;ANIM;NOM;MASC;SG	N;MASC;SG
