dan	그리고	dan	그리고	CONJ	CONJ
anak	아이들	anak	아이+들	N;SG	N
species	종족	species	종족	N	N
hidup	생명	hidup	생명	N;SG	N
hidup	생활	hidup	생활	N;SG	N
hidup	인생	hidup	인생	N;SG	N
lagu	노래	lagu	노래	N;SG	N
lagu	노래	lagu	노래	N;SG	N
daerah	지역	daerah	지역	N;SG	N
daerah	구역	daerah	구역	N;SG	N
daerah	영역	daerah	영역	N;SG	N
daerah	지역	daerah	지역	N;SG	N
daerah	지방	daerah	지방	N;SG	N
daerah	지역	daerah	지역	N;SG	N
daerah	섹션	daerah	섹션	N;SG	N
sekolah	학교	sekolah	학교	N;SG	N
sekolah	학교	sekolah	학교	N;SG	N
sekolah	학교는	sekolah	학교+는	N;SG	N
hanya	오직	hanya	오직	ADV	ADV
hanya	단지	hanya	단지	ADV	ADV
hanya	그냥	hanya	그냥	ADV	ADV
air	물이	air	물+이	N;SG	N
air	항공	air	항공	N;SG	N
air	공기	air	공기	N;SG	N
hari	하루	hari	하루	N;SG	N
digunakan	사용함	digunakan	사용+하+ㅁ	V;SG;PASS	V
digunakan	사용됨	digunakan	사용+되+ㄴ	V;SG;PASS	V
kali	시간	kali	시간	N;SG	N
sangat	아주	sangat	아주	ADV	ADV
sangat	매우	sangat	매우	ADV	ADV
sangat	극도로	sangat	극도+로	ADV	ADV
album	앨범	album	앨범	N;SG	N
album	음반	album	음반	N;SG	N
album	앨범	album	앨범	N;SG	N
album	음반	album	음반	N;SG	N
hal	것들	hal	것+들	N;SG	N
hal	사물	hal	사물	N;SG	N
anggota	회원	anggota	회원	N;SG	N
anggota	구성원	anggota	구성원	N;SG	N
anggota	멤버들	anggota	멤버+들	N;SG	N
kedua	둘째	kedua	둘째	NUM	NUM
lainnya	기타	lainnya	기타	N	N
lainnya	기타	lainnya	기타	N	N
lainnya	기타	lainnya	기타	N	N
menggunakan	사용하기	mengunakan	사용+하+기	V;SG;ACT	V
menggunakan	이용하기	mengunakan	이용+하+기	V;SG;ACT	V
menggunakan	사용하기	mengunakan	사용+하+기	V;SG;ACT	V
sudah	이미	sudah	이미	ADV;SG;ACT	ADV
sudah	벌써	sudah	벌써	ADV;SG;ACT	ADV
masih	아직도	masih	아직도	ADV	ADV
masih	여전히	masih	여전+히	ADV	ADV
lihat	보기	lihat	보+기	V;SG;ACT	V
tinggi	높음	tinggi	높음	ADJ;SG	ADJ
waktu	시간	waktu	시간	N;SG	N
jenis	종류	jenis	종류	N;SG	N
jenis	친절	jenis	친절	N;SG	N
jenis	종류	jenis	종류	N;SG	N
jenis	유형	jenis	유형	N;SG	N
jenis	유형	jenis	유형	N;SG	N
departemen	부서	departemen	부서	N;SG	N
laba	이익	laba	이익	N;SG	N
laba	거미	laba	거미	N;SG	N
membuat	만들기	menbuat	만들+기	V;SG;ACT	V
membuat	만들기	menbuat	만들+기	V;SG;ACT	V
mulai	시작하기	mulai	시작+하+기	V;SG;ACT	V
udara	공중	udara	공중	N;SG	N
udara	항공기	udara	항공기	N;SG	N
udara	항공	udara	항공	N;SG	N
udara	공기	udara	공기	N;SG	N
perang	전쟁	perang	전쟁	N;SG	N
perang	전쟁	perang	전쟁	N;SG	N
rumah	주택	rumah	주택	N;SG	N
pendidikan	교육	pendidikan	교육	N;SG	N
pendidikan	교육학	pendidikan	교육학	N;SG	N
pendidikan	교육	pendidikan	교육	N;SG	N
pendidikan	학력	pendidikan	학력	N;SG	N
laut	해병대	laut	해병대	N;SG	N
sistem	체계	sistem	체계	N;SG	N
sistem	시스템	sistem	시스템	N;SG	N
sistem	체계	sistem	체계	N;SG	N
sistem	시스템	sistem	시스템	N;SG	N
komune	코뮌	komune	코뮌	N	N
termasuk	포함됨	termasuk	포함+되+ㄴ	V	V
termasuk	포함됨	termasuk	포함+되+ㄴ	V	V
batang	줄기	batang	줄기	N;SG	N
matahari	태양	matahari	태양	N;SG	N
presiden	회장	presiden	회장	N;SG	N
presiden	대통령	presiden	대통령	N;SG	N
masyarakat	공동체	masyarakat	공동체	N;SG	N
masyarakat	사회	masyarakat	사회	N;SG	N
musik	음악	musik	음악	N;SG	N
musik	뮤직	musik	뮤직	N;SG	N
musik	뮤지컬	musik	껍지+ㄴ	N;SG	N
planet	행성	planet	행성	N;SG	N
planet	행성	planet	행성	N;SG	N
kerusakan	손상	kerusakan	손상	N;SG	N
menteri	비서	menteri	비서	N;SG	N
menteri	장관	menteri	장관	N;SG	N
lagi	다시	lagi	다시	ADV	ADV
lagi	또다시	lagi	또다시	ADV	ADV
jumlah	합계	jumlah	합계	N;SG	N
jumlah	금액	jumlah	금액	N;SG	N
jumlah	수량	jumlah	수량	N;SG	N
penduduk	주민	penduduk	주민	N;SG	N
penduduk	주민들	penduduk	주민+들	N;SG	N
penduduk	인구순	penduduk	인구순	N;SG	N
penduduk	인구	penduduk	인구	N;SG	N
bawah	아래쪽	bawah	아래+쪽	N;SG	N
bawah	아래	bawah	아래	N;SG	N
data	자료	data	자료	N;SG	N
data	데이터	data	데이터	N;SG	N
artikel	기사	artikel	기사	N;SG	N
artikel	기사	artikel	기사	N;SG	N
karya	걸작	karya	걸작	N;SG	N
karya	작동	karya	작동	N;SG	N
karya	작품	karya	작품	N;SG	N
tanah	토양	tanah	토양	N;SG	N
abad	세기	abad	세기	N;SG	N
perusahaan	주식회사	perusahaan	주식회사	N;SG	N
perusahaan	회사	perusahaan	회사	N;SG	N
perusahaan	기업	perusahaan	기업	N;SG	N
perusahaan	회사	perusahaan	회사	N;SG	N
perusahaan	직장	perusahaan	직장	N;SG	N
cukup	충분히	cukup	충분+히	ADV	ADV
maret	행진	maret	행진	N;SG	N
musim	계절	musim	계절	N;SG	N
musim	계절	musim	계절	N;SG	N
pemerintah	정부	penperintah	정부	N;SG	N
muda	젊은	muda	젊+ㄴ	ADJ;SG	ADJ
desember	적위	desember	적위	N;SG	N
kepala	머리	kepala	머리	N;SG	N
kepala	과장	kepala	과장	N;SG	N
pusat	중앙	pusat	중앙	N;SG	N
pusat	중심	pusat	중심	N;SG	N
pusat	중앙	pusat	중앙	N;SG	N
sumber	출처	sumber	출처	N;SG	N
sumber	출처	sumber	출처	N;SG	N
manusia	인간들	manusia	인간+들	N;SG	N
manusia	인간	manusia	인간	N;SG	N
manusia	인간	manusia	인간	N;SG	N
manusia	인체	manusia	인체	N;SG	N
manusia	남자	manusia	남자	N;SG	N
manusia	남성	manusia	남성	N;SG	N
manusia	사람	manusia	사람	N;SG	N
sejarah	역사	sejarah	역사	N;SG	N
sejarah	역사	sejarah	역사	N;SG	N
sejarah	내역	sejarah	내역	N;SG	N
sejarah	기록	sejarah	기록	N;SG	N
gereja	교회	gereja	교회	N;SG	N
gereja	교회	gereja	교회	N;SG	N
pemain	선수	penmain	선수	N;SG	N
pemain	재생기	penmain	재생기	N;SG	N
pemain	선수	penmain	선수	N;SG	N
program	프로그램	program	프로그램	N;SG	N
program	프로그램	program	프로그램	N;SG	N
pesawat	항공기	pesawat	항공기	N;SG	N
pesawat	비행기	pesawat	비행기	N;SG	N
pesawat	비행기	pesawat	비행기	N;SG	N
pesawat	비행기	pesawat	비행기	N;SG	N
umumnya	일반적으로	umumnya	일반+적+으로	ADV	ADV
akhirnya	마침내	akhirnya	마침내	ADV	ADV
akhirnya	드디어	akhirnya	드디어	ADV	ADV
nebula	성운	nebula	성운	N	N
nebula	성운	nebula	성운	N	N
sebagian	부분적	sebagian	부분+적	N;SG	N
sebagian	부분	sebagian	부분	N;SG	N
bumi	지구	bumi	지구	N;SG	N
bentuk	모양	bentuk	모양	N;SG	N
bentuk	양식	bentuk	양식	N;SG	N
bentuk	형태	bentuk	형태	N;SG	N
bentuk	모양	bentuk	모양	N;SG	N
bentuk	형태	bentuk	형태	N;SG	N
bentuk	양식	bentuk	양식	N;SG	N
sebelumnya	전에	sebelumnya	전+에	ADV	ADV
proses	프로세스	proses	프로세스	N;SG	N
proses	과정	proses	과정	N;SG	N
proses	프로세스	proses	프로세스	N;SG	N
akhir	종료	akhir	종료	N;SG	N
hasil	결과	hasil	결과	N;SG	N
hasil	수익	hasil	수익	N;SG	N
hasil	결과	hasil	결과	N;SG	N
versi	버전	versi	버전	N;SG	N
versi	버전	versi	버전	N;SG	N
pemerintahan	정부	penperintahan	정부	N;SG	N
republik	공화당	republik	공화당	N	N
republik	공화국	republik	공화국	N	N
sering	자주	sering	자주	ADV	ADV
sering	자주	sering	자주	ADV	ADV
sering	자주	sering	자주	ADV	ADV
group	집단	group	집단	N	N
suku	부족	suku	부족	N;SG	N
berhasil	성공함	berhasil	성공함	V;SG	V
berhasil	성공적인	berhasil	성공+적+이+ㄴ	V;SG	V
berhasil	성공함	berhasil	성공함	V;SG	V
partai	파티	partai	파티	N;SG	N
ilmu	과학	ilmu	과학	N;SG	N
ilmu	과학	ilmu	과학	N;SG	N
berubah	바뀌기	berrubah	바뀌+기	V;SG;ACT	V
berubah	변경되었습니다	berrubah	변경+되+었+습니다	V;SG;ACT	V
berubah	변경됨	berrubah	변경+되+ㄴ	V;SG;ACT	V
berubah	바뀌기	berrubah	바뀌+기	V;SG;ACT	V
berubah	바꾸기	berrubah	바꾸+기	V;SG;ACT	V
pengguna	사용자	penguna	사용자	N;SG	N
pengguna	사용자	penguna	사용자	N;SG	N
luas	구역	luas	구역	N;SG	N
luas	영역	luas	영역	N;SG	N
luas	지역	luas	지역	N;SG	N
acara	이벤트	acara	이벤트	N;SG	N
acara	행사	acara	행사	N;SG	N
acara	이벤트	acara	이벤트	N;SG	N
asal	출처	asal	출처	N;SG	N
kapal	선박	kapal	선박	N;SG	N
kapal	선박	kapal	선박	N;SG	N
kapal	보트	kapal	보트	N;SG	N
kelompok	집단	kelompok	집단	N;SG	N
kelompok	클러스터	kelompok	클러스터	N;SG	N
agama	종교	agama	종교	N;SG	N
agama	종교	agama	종교	N;SG	N
agama	종교	agama	종교	N;SG	N
anda	당신은	anda	당신+은	PRO;SG;2;FORM	PRO
anda	당신	anda	당신	PRO;SG;2;FORM	PRO
batu	석기	batu	석기	N;SG	N
jiwa	영혼	jiwa	영혼	N;SG	N
saja	오직	saja	오직	ADV	ADV
hukum	법칙	hukum	법칙	N;SG;ACT	N
hukum	법률	hukum	법률	N;SG;ACT	N
hukum	법학	hukum	법학	N;SG;ACT	N
hukum	법률	hukum	법률	N;SG;ACT	N
orbit	궤도	orbit	궤도	N	N
orbit	궤도	orbit	궤도	N	N
diterbitkan	출판됨	diterbitkan	출판+되+ㄴ	V;SG;PASS	V
pasukan	군대	pasukan	군대	N;SG	N
pasukan	분대	pasukan	분대	N;SG	N
pasukan	스쿼드	pasukan	스쿼드	N;SG	N
tokoh	수치	tokoh	수치	N;SG	N
tokoh	성격	tokoh	성격	N;SG	N
tokoh	문자	tokoh	문자	N;SG	N
tokoh	인물	tokoh	인물	N;SG	N
tokoh	그림	tokoh	그림	N;SG	N
bangsa	민족	bangsa	민족	N;SG	N
bangsa	국민	bangsa	국민	N;SG	N
penghargaan	수상	penhargaan	수상	N;SG	N
ketua	과장	ketua	과장	N;SG	N
ketua	회장님	ketua	회장님	N;SG	N
ketua	회장	ketua	회장	N;SG	N
ketua	의자	ketua	의자	N;SG	N
gunung	산악	gunung	산악	N;SG	N
cara	방법	cara	방법	N;SG	N
bintang	항성	bintang	항성	N;SG	N
bintang	항성	bintang	항성	N;SG	N
politik	정치	politik	정치	N;SG	N
politik	정치학	politik	정치학	N;SG	N
politik	정치	politik	정치	N;SG	N
politik	정치적	politik	정치+적	N;SG	N
ibu	어머니	ibu	어머니	N;SG	N
tingkat	평가	tingkat	평가	N;SG	N
tingkat	비율	tingkat	비율	N;SG	N
kereta	전차	kereta	전차	N;SG	N
kereta	열차	kereta	열차	N;SG	N
ruang	공간	ruang	공간	N;SG	N
ruang	우주	ruang	우주	N;SG	N
tinggal	머무르지	tinggal	머무르+지	V;SG;ACT	V
tinggal	머물러	tinggal	머무르+어	V;SG;ACT	V
tinggal	머무르고	tinggal	머무르+고	V;SG;ACT	V
ekonomi	경제학	ekonomi	경제학	N;SG	N
ekonomi	경제	ekonomi	경제	N;SG	N
ekonomi	경제	ekonomi	경제	N;SG	N
organisasi	조직	organisasi	조직	N;SG	N
organisasi	기구	organisasi	기구	N;SG	N
organisasi	단체	organisasi	단체	N;SG	N
organisasi	조직	organisasi	조직	N;SG	N
organisasi	기구	organisasi	기구	N;SG	N
organisasi	단체	organisasi	단체	N;SG	N
bahan	재료	bahan	재료	N;SG	N
bahan	성분	bahan	성분	N;SG	N
bahan	물질	bahan	물질	N;SG	N
bahan	재료	bahan	재료	N;SG	N
bahan	재료	bahan	재료	N;SG	N
bahan	재료	bahan	재료	N;SG	N
api	화재	api	화재	N;SG	N
api	불화	api	불화	N;SG	N
video	비디오	video	비디오	N;SG	N
video	비디오	video	비디오	N;SG	N
angkatan	강제	angkatan	강제	N;SG	N
angkatan	학급	angkatan	학급	N;SG	N
angkatan	계급	angkatan	계급	N;SG	N
angkatan	클래스	angkatan	클래스	N;SG	N
angkatan	수업	angkatan	수업	N;SG	N
dibuat	만들었습니다	dibuat	만들+었+습니다	V;SG;PASS	V
berkas	파일	berkas	파일	N;SG	N
berkas	파일	berkas	파일	N;SG	N
putra	아들	putra	아들	N;SG	N
kaki	발발	kaki	발발	N;SG	N
kaki	발발	kaki	발발	N;SG	N
grup	집단	grup	집단	N;SG	N
rakyat	민속	rakyat	민속	N;SG	N
rakyat	국민	rakyat	국민	N;SG	N
rakyat	사람	rakyat	사람	N;SG	N
rakyat	사람들	rakyat	사람+들	N;SG	N
label	레이블	label	레이블	N;SG	N
label	라벨	label	라벨	N;SG	N
label	태그	label	태그	N;SG	N
label	레이블	label	레이블	N;SG	N
label	라벨	label	라벨	N;SG	N
kehidupan	생명	kehidupan	생명	N;SG	N
kehidupan	생활	kehidupan	생활	N;SG	N
kehidupan	인생	kehidupan	인생	N;SG	N
kelurahan	교외	kelurahan	교외	N;SG	N
ditemukan	발견됨	ditemukan	발견+되+ㄴ	V;SG;PASS	V
ditemukan	찾았다	ditemukan	찾+았+다	V;SG;PASS	V
ditemukan	찾았습니다	ditemukan	찾+았+습니다	V;SG;PASS	V
ditemukan	발견됨	ditemukan	발견+되+ㄴ	V;SG;PASS	V
informasi	정보	informasi	정보	N;SG	N
makanan	음식	makanan	음식	N;SG	N
makanan	식량	makanan	식량	N;SG	N
makanan	식품	makanan	식품	N;SG	N
makanan	음식	makanan	음식	N;SG	N
makanan	식품	makanan	식품	N;SG	N
catatan	레코드	catatan	레코드	N;SG	N
cinta	사랑	cinta	사랑	N;SG	N
mungkin	아마도	mungkin	아마도	ADV	ADV
mungkin	아마	mungkin	아마	ADV	ADV
mungkin	아마도	mungkin	아마도	ADV	ADV
mungkin	아마	mungkin	아마	ADV	ADV
mungkin	아마도	mungkin	아마도	ADV	ADV
mungkin	아마	mungkin	아마	ADV	ADV
surat	편지	surat	편지	N;SG	N
surat	우편	surat	우편	N;SG	N
surat	편지	surat	편지	N;SG	N
wanita	여자	wanita	여자	N;SG	N
wanita	여성	wanita	여성	N;SG	N
wanita	여자들	wanita	여자+들	N;SG	N
wanita	여자	wanita	여자	N;SG	N
wanita	여성	wanita	여성	N;SG	N
tubuh	시체	tubuh	시체	N;SG	N
tubuh	몸매	tubuh	몸매	N;SG	N
tubuh	몸매가	tubuh	몸매+가	N;SG	N
posisi	직위	posisi	직위	N;SG	N
posisi	포지션	posisi	포지션	N;SG	N
posisi	직위	posisi	직위	N;SG	N
posisi	입장	posisi	입장	N;SG	N
posisi	포지션	posisi	포지션	N;SG	N
media	미디어	media	미디어	N;SG	N
televisi	텔레비전	televisi	텔레비전	N;SG	N
televisi	텔레비전	televisi	텔레비전	N;SG	N
ketiga	셋째	ketiga	셋째	NUM	NUM
nya	그의	nya	그+의	PRO	PRO
nya	그를	nya	그+를	PRO	PRO
nya	그녀의	nya	그녀+의	PRO	PRO
lisensi	라이선스	lisensi	라이선스	N;SG	N
lisensi	사용권	lisensi	사용권	N;SG	N
lisensi	면허	lisensi	면허	N;SG	N
lisensi	라이선스	lisensi	라이선스	N;SG	N
lisensi	면허	lisensi	면허	N;SG	N
lisensi	라이선스	lisensi	라이선스	N;SG	N
lisensi	면허	lisensi	면허	N;SG	N
nomor	숫자	nomor	숫자	N;SG	N
nomor	번호	nomor	번호	N;SG	N
nomor	숫자	nomor	숫자	N;SG	N
zaman	시대	zaman	시대	N;SG	N
juara	챔피언	juara	챔피언	N;SG	N
juara	챔피언	juara	챔피언	N;SG	N
alam	자연	alam	자연	N;SG	N
gelar	제목	gelar	제목	N;SG;ACT	N
gelar	학위	gelar	학위	N;SG;ACT	N
gelar	제목	gelar	제목	N;SG;ACT	N
mata	눈빛	mata	눈빛	N;SG	N
mesin	머신	mesin	머신	N;SG	N
mesin	기계	mesin	기계	N;SG	N
mesin	기계	mesin	기계	N;SG	N
mesin	머신	mesin	머신	N;SG	N
mesin	기계	mesin	기계	N;SG	N
jaringan	조직	jaringan	조직	N;SG	N
hubungan	연애	hubungan	연애	N;SG	N
hubungan	관계	hubungan	관계	N;SG	N
hubungan	연애	hubungan	연애	N;SG	N
hubungan	관계	hubungan	관계	N;SG	N
hubungan	관계	hubungan	관계	N;SG	N
hubungan	관계	hubungan	관계	N;SG	N
perempuan	여자	perempuan	여자	N;SG	N
perempuan	여성	perempuan	여성	N;SG	N
perempuan	여성	perempuan	여성	N;SG	N
perempuan	여성	perempuan	여성	N;SG	N
perempuan	여자들	perempuan	여자+들	N;SG	N
perempuan	여자	perempuan	여자	N;SG	N
perempuan	여성	perempuan	여성	N;SG	N
sosial	사회주의	sosial	사회주의	N;SG	N
sosial	사회	sosial	사회	N;SG	N
sosial	사회적	sosial	사회+적	N;SG	N
kegiatan	활동	kegiatan	활동	N;SG	N
kegiatan	이벤트	kegiatan	이벤트	N;SG	N
kegiatan	행사	kegiatan	행사	N;SG	N
kegiatan	활동	kegiatan	활동	N;SG	N
istilah	용어	istilah	용어	N;SG	N
budaya	문화	budaya	문화	N;SG	N
stadion	경기장	stadion	경기장	N;SG	N
stadion	경기장	stadion	경기장	N;SG	N
stadion	스타디움	stadion	스타디움	N;SG	N
merah	붉은	merah	붉+ㄴ	ADJ;SG	ADJ
terutama	특히	terutama	특히	ADV;RL;SG	ADV
terutama	특별히	terutama	특별+히	ADV;RL;SG	ADV
terutama	주로	terutama	주로	ADV;RL;SG	ADV
terutama	주로	terutama	주로	ADV;RL;SG	ADV
terutama	특히	terutama	특히	ADV;RL;SG	ADV
lima	다섯	lima	다섯	NUM	NUM
pantai	해변	pantai	해변	N;SG	N
pantai	해변	pantai	해변	N;SG	N
teknologi	기술	teknologi	기술	N;SG	N
teknologi	기술	teknologi	기술	N;SG	N
cerita	이야기	cerita	이야기	N;SG	N
cerita	스토리	cerita	스토리	N;SG	N
cerita	소식	cerita	소식	N;SG	N
cerita	스토리	cerita	스토리	N;SG	N
cerita	소식	cerita	소식	N;SG	N
penerbangan	항공편	penterbangan	항공+편	N;SG	N
penerbangan	비행	penterbangan	비행	N;SG	N
penerbangan	항공편	penterbangan	항공+편	N;SG	N
penerbangan	비행	penterbangan	비행	N;SG	N
penerbangan	항공	penterbangan	항공	N;SG	N
dewan	보드	dewan	보드	N;SG	N
dewan	게시판	dewan	게시판	N;SG	N
dewan	이사회	dewan	이사회	N;SG	N
dewan	협의회	dewan	협의회	N;SG	N
dewan	평의회	dewan	평의회	N;SG	N
liga	리그	liga	리그	N;SG	N
liga	동맹	liga	동맹	N;SG	N
liga	리그	liga	리그	N;SG	N
tujuan	목표	tujuan	목표	N;SG	N
tujuan	목표	tujuan	목표	N;SG	N
tujuan	목적지는	tujuan	목적지+는	N;SG	N
tujuan	목적지	tujuan	목적지	N;SG	N
tujuan	목적	tujuan	목적	N;SG	N
tujuan	목적	tujuan	목적	N;SG	N
tujuan	목표	tujuan	목표	N;SG	N
tujuan	목표	tujuan	목표	N;SG	N
penyanyi	가수	pennyanyi	가수	N;SG	N
bangunan	건물	bangunan	건물	N;SG	N
bangunan	건축	bangunan	건축	N;SG	N
bangunan	빌딩	bangunan	빌딩	N;SG	N
bangunan	건물	bangunan	건물	N;SG	N
bangunan	건축물	bangunan	건축물	N;SG	N
bangunan	건물들	bangunan	건물+들	N;SG	N
bangunan	빌딩	bangunan	빌딩	N;SG	N
periode	기간	periode	기간	N;SG	N
periode	시대	periode	시대	N;SG	N
periode	생리	periode	생리	N;SG	N
seni	예술	seni	예술	N;SG	N
seni	예술	seni	예술	N;SG	N
seni	미술	seni	미술	N;SG	N
pangeran	왕자	pangeran	왕자	N;SG	N
bergabung	참여하기	bergabung	참여+하+기	V;SG;ACT	V
bergabung	가입하기	bergabung	가입+하+기	V;SG;ACT	V
bergabung	가입했습니다	bergabung	가입+하+었+습니다	V;SG;ACT	V
badan	시체	badan	시체	N;SG	N
badan	몸매	badan	몸매	N;SG	N
badan	몸매가	badan	몸매+가	N;SG	N
badan	에이전시	badan	에이전시	N;SG	N
badan	대행사	badan	대행사	N;SG	N
badan	대리점	badan	대리점	N;SG	N
jenderal	장군	jenderal	장군	N;SG	N
jenderal	일반	jenderal	일반	N;SG	N
pembangunan	개발	penbangunan	개발	N;SG	N
pembangunan	발달	penbangunan	발달	N;SG	N
pembangunan	공사	penbangunan	공사	N;SG	N
pembangunan	건설	penbangunan	건설	N;SG	N
pembangunan	건축	penbangunan	건축	N;SG	N
kini	지금	kini	지금	N	N
putih	하얗게	putih	하얗+게	ADJ;SG	ADJ
menemukan	찾기	mentemukan	찾+기	V;SG;ACT	V
menemukan	발견됨	mentemukan	발견+되+ㄴ	V;SG;ACT	V
menemukan	찾기	mentemukan	찾+기	V;SG;ACT	V
menemukan	찾았다	mentemukan	찾+았+다	V;SG;ACT	V
menemukan	찾았습니다	mentemukan	찾+았+습니다	V;SG;ACT	V
menemukan	발견됨	mentemukan	발견+되+ㄴ	V;SG;ACT	V
teknik	기법	teknik	기법	N;SG	N
teknik	공학	teknik	공학	N;SG	N
teknik	테크닉	teknik	테크닉	N;SG	N
teknik	기법	teknik	기법	N;SG	N
melihat	보기	menlihat	보+기	V;SG;ACT	V
melihat	보기	menlihat	보+기	V;SG;ACT	V
industri	업종	industri	업종	N;SG	N
industri	산업	industri	산업	N;SG	N
industri	업계	industri	업계	N;SG	N
industri	산업	industri	산업	N;SG	N
industri	공업	industri	공업	N;SG	N
industri	산업	industri	산업	N;SG	N
pasar	시장	pasar	시장	N;SG	N
pasar	시장	pasar	시장	N;SG	N
tentara	군인	tentara	군인	N;SG	N
tentara	병사	tentara	병사	N;SG	N
tentara	군인	tentara	군인	N;SG	N
tentara	병사	tentara	병사	N;SG	N
tentara	육군	tentara	육군	N;SG	N
tentara	군대	tentara	군대	N;SG	N
gambar	사진	gambar	사진	N;SG	N
gambar	그림	gambar	그림	N;SG	N
gambar	사진	gambar	사진	N;SG	N
gambar	사진들	gambar	사진+들	N;SG	N
gambar	픽처스	gambar	픽처스	N;SG	N
gambar	그림	gambar	그림	N;SG	N
gambar	그림	gambar	그림	N;SG	N
bank	은행	bank	은행	N;SG	N
bank	은행	bank	은행	N;SG	N
nilai	평가	nilai	평가	N;SG	N
nilai	비율	nilai	비율	N;SG	N
nilai	가치관	nilai	가치관	N;SG	N
nilai	가치	nilai	가치	N;SG	N
nilai	가치	nilai	가치	N;SG	N
menerima	받기	menterima	받+기	V;SG;ACT	V
band	밴드	band	밴드	N	N
band	밴드	band	밴드	N	N
guru	마스터스	guru	마스터스	N;SG	N
guru	교사	guru	교사	N;SG	N
guru	스승	guru	스승	N;SG	N
guru	교사들	guru	교사+들	N;SG	N
guru	교사	guru	교사	N;SG	N
kawasan	구역	kawasan	구역	N;SG	N
kawasan	영역	kawasan	영역	N;SG	N
kawasan	지역	kawasan	지역	N;SG	N
kawasan	지방	kawasan	지방	N;SG	N
kawasan	지역	kawasan	지역	N;SG	N
kawasan	지역	kawasan	지역	N;SG	N
background	배경색	background	배경색	N	N
background	배경	background	배경	N	N
