une	eine	un	ein	DET;INDF;FEM;SG	DET;NOM;INDF;FEM;SG
fut	wurde	être	werden	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN;PASS
ainsi	somit	ainsi	somit	ADV	ADV
ainsi	daher	ainsi	daher	ADV	ADV
film	kino	film	kino	N;MASC;SG	N;NOM;NEUT;SG
voir	sehen	voir	sehen	V;NFIN	V;NFIN
voir	siehe	voir	sehen	V;NFIN	V;IMP;SG;FIN
voir	ansehen	voir	ansehen	V;NFIN	V;NFIN
voir	anzeigen	voir	anzeigen	V;NFIN	V;NFIN
grand	groß	grand	groß	ADJ;MASC;SG	ADJ
grand	großer	grand	groß	ADJ;MASC;SG	ADJ
grand	groß	grand	groß	ADJ;MASC;SG	ADJ
grand	großes	grand	groß	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
grand	toll	grand	toll	ADJ;MASC;SG	ADJ
grand	großartig	grand	großartig	ADJ;MASC;SG	ADJ
grand	groß	grand	groß	ADJ;MASC;SG	ADJ
tout	alles	tout	alle	PRO;MASC;SG	PRO;NOM;INDF;NEUT;SG
tout	allem	tout	alle	PRO;MASC;SG	PRO;DAT;INDF;NEUT;SG
tout	alles	tout	alle	PRO;MASC;SG	PRO;NOM;INDF;NEUT;SG
groupe	gruppe	groupe	grappe	N;MASC;SG	N;NOM;FEM;SG
groupe	gruppierung	groupe	gruppierung	N;MASC;SG	N;NOM;FEM;SG
groupe	unternehmensgruppe	groupe	unternehmensgruppe	N;MASC;SG	N;NOM;FEM;SG
également	ausserdem	également	ausserdem	ADV	ADV
également	ebenso	également	ebenso	ADV	ADV
également	außerdem	également	außerdem	ADV	ADV
également	ebenfalls	également	ebenfalls	ADV	ADV
également	auch	également	auch	ADV	ADV
monde	welt	monde	welt	N;MASC;SG	N;NOM;FEM;SG
bien	nun	bien	nun	ADV	ADV
bien	naja	bien	naja	ADV	ADV
contre	gegen	contre	gegen	ADP	ADP
liste	liste	liste	lassen	N;FEM;SG	N;NOM;FEM;SG
liste	aufstellung	liste	aufstellingen	N;FEM;SG	N;NOM;FEM;SG
équipe	kader	équipe	kader	N;FEM;SG	N;NOM;MASC;SG
équipe	einheit	équipe	einheit	N;FEM;SG	N;NOM;FEM;SG
équipe	team	équipe	team	N;FEM;SG	N;NOM;NEUT;SG
club	club	club	club	N;MASC;SG	N;NOM
club	klub	club	klub	N;MASC;SG	N;NOM;MASC;SG
sud	süd	sud	süd	N;MASC;SG	N;NOM;NEUT;SG
avant	vor	avant	vor	ADP	ADP
avant	vor	avant	vor	ADP	ADP
très	sehr	très	sehr	ADV	ADV
très	äußerst	très	äußerst	ADV	ADV
trois	drei	trois	drei	NUM	NUM
articles	satzung	article	satzung	N;MASC;PL	N
guerre	krieg	guerre	kriegen	N;FEM;SG	N
sans	ohne	sans	ohne	ADP	ADP
saison	spielzeit	saison	spielzeit	N;FEM;SG	N;NOM;SG
saison	saison	saison	saison	N;FEM;SG	N;NOM;FEM;SG
fin	ende	fin	ende	N;FEM;SG	N;ACC;NEUT;SG
année	jahr	année	Jahr	N;FEM;SG	N;NOM;NEUT;SG
année	jahres	année	jahres	N;FEM;SG	N;NOM;NEUT;SG
plusieurs	mehrere	plusieurs	mehrere	PRO;PL	PRO;NOM;INDF;PL
plusieurs	mehrere	plusieurs	mehrere	PRO;PL	PRO;NOM;INDF;PL
faire	tun	faire	tun	V;NFIN	V;NFIN
faire	mache	faire	machen	V;NFIN	V;IND;SG;3;PRS;FIN
faire	machen	faire	machen	V;NFIN	V;NFIN
série	serie	série	serie	N;FEM;SG	N;NOM;FEM;SG
tour	besichtigung	tour	Besichtigung	N;MASC;SG	N;NOM;FEM;SG
mort	verstorben	mourir	versterben	V;MASC;SG;PST;V.PTCP	V;V.PTCP
mort	gestorben	mourir	sterben	V;MASC;SG;PST;V.PTCP	V;V.PTCP
mort	starb	mourir	sterben	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
française	französisch	français	französisch	ADJ;FEM;SG	ADJ
française	franzosen	français	franzosen	ADJ;FEM;SG	ADJ
pierre	steine	pierre	stein	N;FEM;SG	N
région	fläche	région	fläche	N;FEM;SG	N;NOM;FEM;SG
avoir	haben	avoir	haben	V;NFIN	V;IND;PL;3;FIN
état	status	état	status	N;MASC;SG	N
état	staat	état	staaen	N;MASC;SG	N
place	ort	place	ort	N;FEM;SG	N;NOM;MASC;SG
famille	familie	famille	familie	N;FEM;SG	N;NOM;FEM;SG
tous	alle	tout	alle	PRO;MASC;PL	PRO;NOM;INDF;PL
politique	politik	politique	politik	ADJ;MASC;SG	ADJ
politique	politik	politique	politik	ADJ;MASC;SG	ADJ
politique	politiker	politique	politik	ADJ;MASC;SG	ADJ
nouvelle	neuer	nouveau	neu	ADJ;FEM;SG	ADJ
nouvelle	neu	nouveau	neu	ADJ;FEM;SG	ADJ
nouvelle	neuen	nouveau	neu	ADJ;FEM;SG	ADJ;ACC;MASC;SG
nouvelle	neues	nouveau	neu	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
grande	groß	grand	groß	ADJ;FEM;SG	ADJ
grande	großer	grand	groß	ADJ;FEM;SG	ADJ
grande	groß	grand	groß	ADJ;FEM;SG	ADJ
grande	großes	grand	groß	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
grande	toll	grand	toll	ADJ;FEM;SG	ADJ
grande	großartig	grand	großartig	ADJ;FEM;SG	ADJ
grande	groß	grand	groß	ADJ;FEM;SG	ADJ
peu	paar	peu	paar	ADV	ADV
peu	wenig	peu	wenig	ADV	ADV
américain	amerikaner	américain	amerikaner	ADJ;MASC;SG	ADJ
américain	amerikanisches	américain	amerikanisch	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
américain	amerikanisch	américain	amerikanisch	ADJ;MASC;SG	ADJ
début	anfang	début	anfang	N;MASC;SG	N;ACC;MASC;SG
début	anfang	début	anfang	N;MASC;SG	N;ACC;MASC;SG
ligne	linie	ligne	linie	N;FEM;SG	N
ligne	strecke	ligne	strecken	N;FEM;SG	N;SG
nationale	nationaler	national	national	ADJ;FEM;SG	ADJ
nationale	nationalen	national	national	ADJ;FEM;SG	ADJ;NOM
nationale	national	national	national	ADJ;FEM;SG	ADJ
championnat	meisterschaft	championnat	meisterschaft	N;MASC;SG	N;NOM;FEM;SG
encore	wieder	encore	wieder	ADV	ADV
encore	noch	encore	noch	ADV	ADV
encore	trotzdem	encore	trotzdem	ADV	ADV
lien	link	lien	link	N;MASC;SG	N;SG
lien	verknüpfung	lien	verknüpfang	N;MASC;SG	N;SG
jeux	spiele	jeu	spiel	N;MASC;PL	N;NOM;NEUT;PL
jeux	spiele	jeu	spiel	N;MASC;PL	N;NOM;NEUT;PL
moins	weniger	moins	weniger	ADV	ADV
page	seite	page	seit	N;FEM;SG	N
nouveau	neuer	nouveau	neu	ADJ;MASC;SG	ADJ
nouveau	neu	nouveau	neu	ADJ;MASC;SG	ADJ
nouveau	neuen	nouveau	neu	ADJ;MASC;SG	ADJ;ACC;MASC;SG
nouveau	neues	nouveau	neu	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
cours	lehrgang	cours	lehrgang	N;MASC;SG	N
partir	verlassen	partir	verlassen	V;NFIN	V;NFIN
partir	hinterlassen	partir	hinterlassen	V;NFIN	V;V.PTCP
partir	weggehen	partir	weggehen	V;NFIN	V;NFIN
village	dorf	village	dorf	N;MASC;SG	N;NOM;NEUT;SG
université	hochschule	université	hochschule	N;FEM;SG	N;NOM;FEM;SG
université	hochschule	université	hochschule	N;FEM;SG	N;NOM;FEM;SG
nombre	anzahl	nombre	anzahl	N;MASC;SG	N;SG
nombre	zahl	nombre	zahl	N;MASC;SG	N;NOM;FEM;SG
quelques	einige	quelque	einige	PRO;PL	PRO;NOM;INDF;PL
quelques	manche	quelque	manch	PRO;PL	PRO;NOM;INDF;PL
quelques	einigen	quelque	einige	PRO;PL	PRO;ACC;INDF;PL
coupe	haarschnitt	coupe	haarschneiden	N;FEM;SG	N
coupe	pokal	coupe	pokal	N;FEM;SG	N;NOM;MASC;SG
coupe	zuschnitt	coupe	zuschneiden	N;FEM;SG	N
connexes	verwandt	connexe	verwandt	ADJ;MASC;PL	ADJ
homme	mensch	homme	mensch	N;MASC;SG	N;SG
communes	gemeinden	commune	gemeinden	N;FEM;PL	N;NOM;FEM;PL
communes	gemeinden	commune	gemeinden	N;FEM;PL	N;NOM;FEM;PL
national	nationaler	national	national	ADJ;MASC;SG	ADJ
national	nationalen	national	national	ADJ;MASC;SG	ADJ;NOM
national	national	national	national	ADJ;MASC;SG	ADJ
société	firma	société	firma	N;FEM;SG	N;NOM;FEM;SG
quatre	vier	quatre	vier	NUM	NUM
jeu	spiel	jeu	spielen	N;MASC;SG	N;NOM;NEUT;SG
musique	musik	musique	musik	N;FEM;SG	N;NOM;FEM;SG
fils	drähte	fils	drähen	N;MASC;SG	N;NOM;SG
fils	sohn	fils	sohnen	N;MASC;SG	N;NOM;MASC;SG
fils	garne	fils	garn	N;MASC;SG	N;NOM;FEM;SG
roi	könig	roi	könig	N;MASC;SG	N;NOM;SG
parti	feiern	partir	feiern	V;MASC;SG;PST;V.PTCP	V;NFIN
parti	gegangen	partir	gehen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
parti	verschwunden	partir	verschwinden	V;MASC;SG;PST;V.PTCP	V;V.PTCP
jour	tag	jour	tagen	N;MASC;SG	N;NOM;MASC;SG
jour	tages	jour	tagen	N;MASC;SG	N;NOM;MASC;SG
mise	wetten	mettre	wetten	V;FEM;SG;PST;V.PTCP	V;NFIN
forme	form	forme	form	N;FEM;SG	N;SG
forme	form	forme	form	N;FEM;SG	N;SG
époque	epoche	époque	epoch	N;FEM;SG	N;SG
époque	ära	époque	ära	N;FEM;SG	N;NOM;FEM;SG
ancien	antike	ancien	antik	ADJ;MASC;SG	ADJ;NOM;FEM;SG
ancien	antiken	ancien	antik	ADJ;MASC;SG	ADJ;NOM
ancien	altstadt	ancien	altstadt	ADJ;MASC;SG	ADJ
ancien	alter	ancien	alt	ADJ;MASC;SG	ADJ
ancien	alt	ancien	alt	ADJ;MASC;SG	ADJ
ancien	ältester	ancien	alt	ADJ;MASC;SG	ADJ
ancien	älteren	ancien	alt	ADJ;MASC;SG	ADJ
ancien	ehemaliger	ancien	ehemalig	ADJ;MASC;SG	ADJ
origine	herkunft	origine	herkunft	N;FEM;SG	N;NOM;FEM;SG
origine	herkunft	origine	herkunft	N;FEM;SG	N;NOM;FEM;SG
ordre	ordnung	ordre	ordnung	N;MASC;SG	N
ordre	auftrag	ordre	auftragen	N;MASC;SG	N;MASC;SG
ordre	bestellung	ordre	bestellung	N;MASC;SG	N;NOM;FEM;SG
école	schule	école	schule	N;FEM;SG	N;NOM;FEM;SG
école	schule	école	schule	N;FEM;SG	N;NOM;FEM;SG
deuxième	zweiter	deuxième	zweit	ADJ;MASC;SG	ADJ
située	lokalisiert	situer	lokalisieren	V;FEM;SG;PST;V.PTCP	V;V.PTCP
points	punkten	point	punken	N;MASC;PL	N;NOM;MASC;PL
points	punkte	point	punken	N;MASC;PL	N;NOM;MASC;PL
points	punkten	point	punken	N;MASC;PL	N;NOM;MASC;PL
points	punkte	point	punken	N;MASC;PL	N;NOM;MASC;PL
chef	chef	chef	chef	N;MASC;SG	N;NOM;MASC;SG
chef	chef	chef	chef	N;MASC;SG	N;NOM;MASC;SG
père	vater	père	vater	N;MASC;SG	N;NOM;MASC;SG
père	vater	père	vater	N;MASC;SG	N;NOM;MASC;SG
trouve	findet	trouver	finden	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
trouve	finden	trouver	finden	V;IND;SG;3;PRS;FIN	V;NFIN
rapport	bericht	rapport	berechen	N;MASC;SG	N
art	kunst	art	kunst	N;MASC;SG	N;NOM;FEM;SG
canton	kanton	canton	kanton	N;MASC;SG	N;NOM;MASC;SG
canton	kantons	canton	kantons	N;MASC;SG	N;GEN;MASC;SG
canton	kanton	canton	kanton	N;MASC;SG	N;NOM;MASC;SG
dernier	letzte	dernier	letzt	ADJ;MASC;SG	ADJ;NOM;FEM;SG
dernier	letzter	dernier	letzt	ADJ;MASC;SG	ADJ;NOM;MASC;SG
dernier	letztes	dernier	letzt	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
dernier	neuesten	dernier	neu	ADJ;MASC;SG	ADJ
dernier	letzte	dernier	letzt	ADJ;MASC;SG	ADJ;NOM;FEM;SG
type	art	type	art	N;MASC;SG	N;NOM;FEM;SG
habitants	einwohner	habitant	einwohner	N;MASC;PL	N;NOM;MASC;PL
habitants	einwohner	habitant	einwohner	N;MASC;PL	N;NOM;MASC;PL
compte	zählung	compte	zählung	N;MASC;SG	N;SG
compte	konto	compte	konto	N;MASC;SG	N;NOM;SG
compte	account	compte	account	N;MASC;SG	N;SG
période	periode	période	periode	N;FEM;SG	N;SG
armée	armee	armée	arme	N;FEM;SG	N;NOM;FEM;SG
eau	wasser	eau	wasser	N;FEM;SG	N;NOM;NEUT;SG
discuter	chatten	discuter	chatte	V;NFIN	V;NFIN
discuter	plaudern	discuter	plaudern	V;NFIN	V;NFIN
discuter	diskutieren	discuter	diskutieren	V;NFIN	V;NFIN
discuter	besprechen	discuter	besprechen	V;NFIN	V;NFIN
discuter	chatten	discuter	chatte	V;NFIN	V;NFIN
discuter	plaudern	discuter	plaudern	V;NFIN	V;NFIN
car	denn	car	denn	CONJ	CONJ
international	international	international	international	ADJ;MASC;SG	ADJ
international	internationaler	international	international	ADJ;MASC;SG	ADJ
conseil	beratung	conseil	beratung	N;MASC;SG	N;NOM;FEM;SG
conseil	anhörung	conseil	anhörung	N;MASC;SG	N;NOM;FEM;SG
conseil	beratung	conseil	beratung	N;MASC;SG	N;NOM;FEM;SG
conseil	rat	conseil	rat	N;MASC;SG	N
conseil	rat	conseil	rat	N;MASC;SG	N
maison	haus	maison	haus	N;FEM;SG	N;NOM;NEUT;SG
maison	haus	maison	haus	N;FEM;SG	N;NOM;NEUT;SG
maison	heimat	maison	heimat	N;FEM;SG	N;FEM;SG
cela	dieser	cela	dies	PRO;SG	PRO;NOM;MASC;SG
cela	diese	cela	dies	PRO;SG	PRO;NOM;FEM;SG
cela	das	cela	der	PRO;SG	PRO;NOM;NEUT;SG
cela	das	cela	der	PRO;SG	PRO;NOM;NEUT;SG
demande	frage	demande	frage	N;FEM;SG	N;NOM;FEM;SG
fonction	funktion	fonction	Funktion	N;FEM;SG	N;SG
toujours	stets	toujours	stets	ADV	ADV
toujours	immer	toujours	immer	ADV	ADV
toujours	noch	toujours	noch	ADV	ADV
toujours	trotzdem	toujours	trotzdem	ADV	ADV
production	fertigung	production	Fertigung	N;FEM;SG	N;NOM;FEM;SG
production	herstellung	production	herstellung	N;FEM;SG	N;NOM;FEM;SG
production	erzeugung	production	erzeugung	N;FEM;SG	N;SG
certains	einige	certain	einige	PRO;MASC;PL	PRO;NOM;INDF;PL
certains	manche	certain	manch	PRO;MASC;PL	PRO;NOM;INDF;PL
certains	einigen	certain	einige	PRO;MASC;PL	PRO;ACC;INDF;PL
rôle	rolle	rôle	roll	N;MASC;SG	N;NOM;FEM;SG
meilleur	besser	meilleur	gut	ADJ;MASC;SG	ADJ
meilleur	besseren	meilleur	gut	ADJ;MASC;SG	ADJ
meilleur	besten	meilleur	gut	ADJ;MASC;SG	ADJ
meilleur	schönste	meilleur	schön	ADJ;MASC;SG	ADJ;NOM;FEM;SG
meilleur	bestes	meilleur	gut	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
droit	gesetz	droit	gesetz	N;MASC;SG	N;NOM;NEUT;SG
île	insel	île	insel	N;FEM;SG	N;NOM;FEM;SG
république	republik	république	republik	N;FEM;SG	N;NOM;FEM;SG
service	dienstleistung	service	dienstleistung	N;MASC;SG	N;NOM;FEM;SG
score	punktzahl	score	punktzahl	N;MASC;SG	N
score	filmmusik	score	filmmusik	N;MASC;SG	N
ensuite	dann	ensuite	dann	ADV	ADV
ensuite	damals	ensuite	damals	ADV	ADV
ensuite	danach	ensuite	danach	ADV	ADV
langue	sprache	langue	sprechen	N;FEM;SG	N;NOM;FEM;SG
dit	sagte	dire	sagen	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
dit	meinte	dire	meinen	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
dit	gesagt	dire	sagen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
gouvernement	staat	gouvernement	staaen	N;MASC;SG	N
petit	kleines	petit	klein	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
petit	kleiner	petit	klein	ADJ;MASC;SG	ADJ
petit	klein	petit	klein	ADJ;MASC;SG	ADJ
petit	kleiner	petit	klein	ADJ;MASC;SG	ADJ
petit	klein	petit	klein	ADJ;MASC;SG	ADJ
toutes	alle	tout	alle	PRO;FEM;PL	PRO;NOM;INDF;PL
argent	geld	argent	geld	N;MASC;SG	N;NOM;NEUT;SG
argent	geld	argent	geld	N;MASC;SG	N;NOM;NEUT;SG
souvent	oft	souvent	oft	ADV	ADV
souvent	oft	souvent	oft	ADV	ADV
souvent	oftmals	souvent	oftmals	ADV	ADV
face	gesichts	face	gesichts	N;FEM;SG	N;NOM;NEUT;SG
olympiques	olympische	olympique	olympisch	ADJ;MASC;PL	ADJ;NOM;FEM;PL
olympiques	olympischen	olympique	olympisch	ADJ;MASC;PL	ADJ;NOM;MASC;PL
olympiques	olympischen	olympique	olympisch	ADJ;MASC;PL	ADJ;NOM;MASC;PL
quand	wenn	quand	wenn	CONJ	CONJ
mondiale	weltweiter	mondial	weltweit	ADJ;FEM;SG	ADJ
mondiale	weltweit	mondial	weltweit	ADJ;FEM;SG	ADJ
mondiale	weltweit	mondial	weltweit	ADJ;FEM;SG	ADJ
mondiale	globalen	mondial	global	ADJ;FEM;SG	ADJ
mondiale	global	mondial	global	ADJ;FEM;SG	ADJ
mondiale	weltweit	mondial	weltweit	ADJ;FEM;SG	ADJ
ensemble	zusammen	ensemble	zusammen	ADV	ADV
théâtre	kino	théâtre	kino	N;MASC;SG	N;NOM;NEUT;SG
théâtre	theater	théâtre	theat	N;MASC;SG	N;NOM;SG
théâtre	theater	théâtre	theat	N;MASC;SG	N;NOM;SG
épisode	folge	épisode	folge	N;MASC;SG	N;NOM;FEM;SG
scène	szene	scène	szen	N;FEM;SG	N;SG
scène	bühne	scène	bühnen	N;FEM;SG	N;FEM;SG
scène	etappe	scène	etapp	N;FEM;SG	N;NOM;FEM;SG
situé	lokalisiert	situer	lokalisieren	V;MASC;SG;PST;V.PTCP	V;V.PTCP
musée	museum	musée	museum	N;MASC;SG	N;NOM;NEUT;SG
troisième	dritter	troisième	dritt	ADJ;MASC;SG	ADJ
troisième	drittel	troisième	Drittel	ADJ;MASC;SG	ADJ;NOM
troisième	dritten	troisième	dritt	ADJ;MASC;SG	ADJ;ACC;MASC;SG
nombreux	viele	nombreux	viel	ADJ;MASC;PL	ADJ;NOM;INDF;PL
nombreux	zahlreiche	nombreux	zahlreich	ADJ;MASC;PL	ADJ;NOM;FEM;PL
nombreux	vielen	nombreux	viel	ADJ;MASC;PL	ADJ;ACC;INDF;MASC;PL
nombreux	zahlreiche	nombreux	zahlreich	ADJ;MASC;PL	ADJ;NOM;FEM;PL
nombreux	zahlreich	nombreux	zahlreich	ADJ;MASC;PL	ADJ
nombreux	zahlreichen	nombreux	zahlreich	ADJ;MASC;PL	ADJ;NOM;PL
auteur	autor	auteur	autor	N;MASC;SG	N;NOM;MASC;SG
cependant	dennoch	cependant	dennoch	ADV	ADV
cependant	allerdings	cependant	allerdings	ADV	ADV
cependant	jedoch	cependant	jedoch	ADV	ADV
système	system	système	system	N;MASC;SG	N;NOM;NEUT;SG
création	schaffung	création	schaffung	N;FEM;SG	N
stade	stadion	stade	stadion	N;MASC;SG	N;NOM;NEUT;SG
stade	stadions	stade	stadions	N;MASC;SG	N;NOM;NEUT;SG
stade	bühne	stade	bühnen	N;MASC;SG	N;FEM;SG
stade	etappe	stade	etapp	N;MASC;SG	N;NOM;FEM;SG
reste	bleiben	rester	bleiben	V;IND;SG;3;PRS;FIN	V;NFIN
seconde	zweiter	second	zweit	ADJ;FEM;SG	ADJ
roman	roman	roman	roman	N;MASC;SG	N;NOM;MASC;SG
jours	tage	jour	tagen	N;MASC;PL	N;NOM;MASC;PL
hui	hui	hui	hui		
édition	bearbeitung	édition	bearbeitung	N;FEM;SG	N;NOM;FEM;SG
édition	ausgabe	édition	ausgeben	N;FEM;SG	N;NOM;FEM;SG
édition	bearbeitung	édition	bearbeitung	N;FEM;SG	N;NOM;FEM;SG
édition	redaktion	édition	redaktion	N;FEM;SG	N;SG
éditions	editionen	édition	edition	N;FEM;PL	N;NOM;FEM;PL
historique	historisches	historique	historisch	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
historique	altstadt	historique	altstadt	ADJ;MASC;SG	ADJ
historique	historischen	historique	historisch	ADJ;MASC;SG	ADJ;NOM;MASC;SG
historique	historisches	historique	historisch	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
historique	historischen	historique	historisch	ADJ;MASC;SG	ADJ;NOM;MASC;SG
historique	vergangenheit	historique	vergangenheit	ADJ;MASC;SG	ADJ
sera	werden	être	werden	V;IND;SG;3;FUT;FIN	V;NFIN;PASS
permet	ermöglicht	permettre	ermöglichen	V;IND;SG;3;PRS;FIN	V;V.PTCP
permet	erlaubt	permettre	erlauben	V;IND;SG;3;PRS;FIN	V;V.PTCP
officiel	beamter	officiel	beamt	ADJ;MASC;SG	ADJ
officiel	offizielles	officiel	offiziell	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
officiel	offizieller	officiel	offiziell	ADJ;MASC;SG	ADJ
officiel	offiziellen	officiel	offiziell	ADJ;MASC;SG	ADJ
environ	ungefähr	environ	ungefähr	ADV	ADV
effet	auswirkung	effet	auswirkung	N;MASC;SG	N;SG
effet	wirkung	effet	wirkung	N;MASC;SG	N;NOM;FEM;SG
effet	effekt	effet	effekt	N;MASC;SG	N
version	version	version	version	N;FEM;SG	N;NOM;FEM;SG
membres	mitglieder	membre	mitglied	N;MASC;PL	N;NOM;NEUT;PL
membres	mitglieder	membre	mitglied	N;MASC;PL	N;NOM;NEUT;PL
membres	mitgliedern	membre	mitgliedern	N;MASC;PL	N;NOM;NEUT;PL
membres	mitglieder	membre	mitglied	N;MASC;PL	N;NOM;NEUT;PL
champion	meister	champion	meist	N;MASC;SG	N;NOM;MASC;SG
travail	werk	travail	werk	N;MASC;SG	N;NOM;NEUT;SG
travail	arbeit	travail	arbeit	N;MASC;SG	N;NOM;FEM;SG
femme	frau	femme	frau	N;FEM;SG	N;NOM;FEM;SG
femme	ehefrau	femme	ehefrau	N;FEM;SG	N;NOM;FEM;SG
femme	frau	femme	frau	N;FEM;SG	N;NOM;FEM;SG
cinq	fünf	cinq	fünf	NUM	NUM
déjà	schon	déjà	schon	ADV	ADV
déjà	bereits	déjà	bereits	ADV	ADV
bas	niedrig	bas	niedrig	ADJ;MASC;SG	ADJ
bas	niedrigen	bas	niedrig	ADJ;MASC;SG	ADJ
