γενιές	generácie	γενιά	generácia	N;NOM;FEM;PL	N;NOM;FEM;PL
οργανώνει	organizuje	οργανώνω	organizovať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
δολοφονίες	vraždy	δολοφονία	vražda	N;NOM;FEM;PL	N;NOM;FEM;PL
μοτίβα	vzory	μοτίβα	vzor	N;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
μοτίβα	vzorce	μοτίβα	vzorec	N;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
πύργοι	veže	πύργος	veža	N;NOM;MASC;PL	N;NOM;FEM;PL
φόρουμ	fórum	φόρουμ	fórum	N;NOM;MASC;SG	N;NOM;NEUT;SG
φόρουμ	fóra	φόρουμ	fór	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
φόρουμ	fórum	φόρουμ	fórum	N;NOM;MASC;SG	N;NOM;NEUT;SG
φόρουμ	fóra	φόρουμ	fór	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
φόρουμ	forum	φόρουμ	forum	N;NOM;MASC;SG	N;NOM;FEM;SG
διαφθορά	korupcia	διαφθορά	korupcia	N;NOM;FEM;SG	N;NOM;FEM;SG
μεμονωμένα	jednotlivo	μεμονωμένος	jednotlivo	ADV	ADV
μεμονωμένα	individuálne	μεμονωμένος	individuálne	ADV	ADV
μεμονωμένα	individuálne	μεμονωμένος	individuálne	ADV	ADV
στράτευμα	vojsko	στράτευμα	vojsko	N;NOM;NEUT;SG	N;NOM;NEUT;SG
αιχμάλωτος	zachytený	αιχμάλωτος	zachytený	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
αιχμάλωτος	chytený	αιχμάλωτος	chytený	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
αιχμάλωτος	zachytené	αιχμάλωτος	zachytený	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
αντίποινα	represálie	αντίποινο	represália	N;NOM;NEUT;PL	N;NOM;FEM;PL
ιδανικό	ideálna	ιδανικός	ideálny	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
ιδανικό	ideálny	ιδανικός	ideálny	ADJ;NOM;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
ενηλίκων	dospelých	ενήλικος	dospelý	N;GEN;NEUT;PL	N;ANIM;GEN;MASC;PL
μεραρχίες	divízie	μεραρχία	divízia	N;NOM;FEM;PL	N;NOM;FEM;PL
μεραρχίες	odbory	μεραρχία	odbor	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
πυροβολικό	delostrelectvo	πυροβολικός	delostrelectvo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
τέλεια	perfektný	τέλεια	perfektný	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG
τέλεια	perfektné	τέλεια	perfektný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
τέλεια	dokonalá	τέλεια	dokonalý	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
τέλεια	perfektná	τέλεια	perfektný	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
τέλεια	skvelé	τέλεια	skvelý	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
απογραφές	zásoby	απογραφή	zásob	N;NOM;FEM;PL	N;NOM;FEM;PL
απογραφές	sčítania	απογραφή	sčítanie	N;NOM;FEM;PL	N;NOM;NEUT;PL
γάτα	kocúr	γάτα	kocúr	N;NOM;FEM;SG	N;ANIM;NOM;MASC;SG
γάτα	mačka	γάτα	mačka	N;NOM;FEM;SG	N;NOM;FEM;SG
θαύμα	zázrak	θαύμα	zázrak	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
γκαλερί	galéria	γκαλώ	galéria	N;NOM;FEM;SG	N;NOM;FEM;SG
έφορος	kurátor	έφορος	kurátor	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
εντάξει	dobre	εντάξει	dobre	ADV	ADV
σύνορο	hranica	σύνορο	hranica	N;NOM;NEUT;SG	N;NOM;FEM;SG
σύνορο	hranica	σύνορο	hranica	N;NOM;NEUT;SG	N;NOM;FEM;SG
λειτουργική	funkčné	λειτουργικός	funkčný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
λειτουργική	funkčná	λειτουργικός	funkčný	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
λειτουργική	funkčný	λειτουργικός	funkčný	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG
λειτουργική	prevádzkové	λειτουργικός	prevádzkový	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
λειτουργική	prevádzková	λειτουργικός	prevádzkový	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
λειτουργική	operačný	λειτουργικός	operačný	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG
κρίσεις	zachytenia	κρίση	zachytenie	N;NOM;FEM;PL	N;NOM;NEUT;PL
κρίσεις	kŕče	κρίση	kŕč	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
κρίσεις	záchvaty	κρίση	záchvat	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
κρίσεις	krízy	κρίση	kríza	N;NOM;FEM;PL	N;NOM;FEM;PL
δίσκοι	záznamy	δίσκος	záznam	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
δίσκοι	platne	δίσκος	platňa	N;NOM;MASC;PL	N;NOM;FEM;PL
δίσκοι	disky	δίσκος	diska	N;NOM;MASC;PL	N;NOM;FEM;PL
δίσκοι	kotúče	δίσκος	kotúča	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
δίσκοι	disky	δίσκος	diska	N;NOM;MASC;PL	N;NOM;FEM;PL
ολοκαύτωμα	holokaust	ολοκαύτωμα	holokaust	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
έσπασε	rozbila	σπάω	rozbiť	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
έσπασε	zlomil	σπάω	zlomiť	V;PFV;IND;SG;3;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
έσπασε	zlomilo	σπάω	zlomiť	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;NEUT;SG;POS;PST;V.PTCP
υποκείμενο	predmet	υποκείμενο	predmet	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
υποκείμενο	subjekt	υποκείμενο	subjekt	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
καθήκον	povinnosť	καθήκον	povinnosť	N;NOM;NEUT;SG	N;NOM;FEM;SG
καθήκον	clo	καθήκον	clo	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
καθήκον	poslanie	καθήκον	poslanie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
καθήκον	úloha	καθήκον	úloha	N;NOM;NEUT;SG	N;NOM;FEM;SG
σημειωματάριο	notebook	σημειωματάριο	notebook	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
σημειωματάριο	zošit	σημειωματάριο	zošit	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
σημειωματάριο	zápisník	σημειωματάριο	zápisník	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
σημειωματάριο	notepad	σημειωματάριο	notepad	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
δόση	dávkovanie	δόση	dávkovanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
δόση	dávka	δόση	dávka	N;NOM;FEM;SG	N;NOM;FEM;SG
εξεγέρσεις	nepokoje	εξέγερση	nepokoj	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL
εξεγέρσεις	povstania	εξέγερση	povstanie	N;NOM;FEM;PL	N;NOM;NEUT;PL
αεροπλάνα	lietadlá	αεροπλάνα	lietadlo	N;NOM;NEUT;PL	N;NOM;NEUT;PL
αεροπλάνα	lietadlá	αεροπλάνα	lietadlo	N;NOM;NEUT;PL	N;NOM;NEUT;PL
αεροπλάνα	lietadlá	αεροπλάνα	lietadlo	N;NOM;NEUT;PL	N;NOM;NEUT;PL
χώμα	pôda	χώμα	pôda	N;NOM;NEUT;SG	N;NOM;FEM;SG
χώμα	špina	χώμα	špina	N;NOM;NEUT;SG	N;NOM;FEM;SG
χώμα	hlina	χώμα	hlina	N;NOM;NEUT;SG	N;NOM;FEM;SG
στρατιώτη	vojaka	στρατιώτης	vojak	N;ACC;MASC;SG	N;ANIM;ACC;MASC;SG
αποκτήθηκε	získala	αποκτώ	získať	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;FEM;SG;POS;PST;V.PTCP
αποκτήθηκε	nadobudol	αποκτώ	nadobudnúť	V;PFV;IND;SG;3;PST;FIN;PASS	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
κολοκοτρώνης	kolokotronis	κολοκοτρώνης	kolokotronis	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
ευκαιρίες	príležitosti	ευκαιρία	príležitosť	N;NOM;FEM;PL	N;NOM;FEM;PL
πλημμύρες	záplavy	πλημμύρα	záplava	N;NOM;FEM;PL	N;NOM;FEM;PL
πλημμύρες	povodne	πλημμύρα	povodne	N;NOM;FEM;PL	N;NOM;MASC;PL
πλημμύρες	záplavy	πλημμύρα	záplava	N;NOM;FEM;PL	N;NOM;FEM;PL
πλημμύρες	povodne	πλημμύρα	povodne	N;NOM;FEM;PL	N;NOM;MASC;PL
σθένος	vigor	σθένος	vigor	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
σθένος	statočnosť	σθένος	statočnosť	N;NOM;NEUT;SG	N;NOM;FEM;SG
διαβήτη	cukrovka	διαβήτης	cukrovka	N;SG	N;NOM;FEM;SG
διαβήτη	cukrovku	διαβήτης	cukrovka	N;SG	N;ACC;FEM;SG
διαβήτη	diabetes	διαβήτης	diabetes	N;SG	N;INAN;NOM;MASC;SG
συνήθεια	zvyk	συνήθεια	zvyk	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
λαογραφία	folklór	λαογραφία	folklór	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
κυβερνείο	gubernia	κυβερνείο	guberní	N;NOM;NEUT;SG	N;NOM;FEM;SG
απολύθηκε	vyhodil	απολύω	vyhodiť	V;PFV;IND;SG;3;PST;FIN;PASS	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
χιούμορ	humor	χιούμορ	humor	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
χιούμορ	humor	χιούμορ	humor	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
ανακάλυψαν	objavili	ανακαλύπτω	objaviť	V;PFV;IND;PL;3;PST;FIN;ACT	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
αποδεικνύει	dokazuje	αποδεικνύω	dokazovať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
τάφους	hrobky	τάφος	hrobok	N;NOM;MASC;PL	N;NOM;FEM;PL
τάφους	hroby	τάφος	hrob	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
συγγενής	príbuzný	συγγενής	príbuzný	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
γιοι	synovia	γιος	syn	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
διορθώσεις	korekcie	διορθώση	korekcia	N;NOM;FEM;PL	N;NOM;FEM;PL
διορθώσεις	opravy	διορθώση	oprava	N;NOM;FEM;PL	N;NOM;FEM;PL
διορθώσεις	nápravy	διορθώση	náprava	N;NOM;FEM;PL	N;NOM;FEM;PL
διορθώσεις	opravy	διορθώση	oprava	N;NOM;FEM;PL	N;NOM;FEM;PL
διορθώσεις	úpravy	διορθώση	úprava	N;NOM;FEM;PL	N;NOM;FEM;PL
πρόδρομος	prekurzor	πρόδρομος	prekurzor	N;NOM;MASC;SG	N;NOM;FEM;SG
ιού	vírusu	ιού	vírus	N;GEN;NEUT;SG	N;INAN;GEN;MASC;SG
διαφορών	sporoch	διαφορά	spor	N;GEN;FEM;PL	N;INAN;GEN;MASC;PL
κλειστή	uzavretá	κλειστής	uzavretý	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
κλειστή	zatvorená	κλειστής	zatvorený	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
κλειστή	zatvorené	κλειστής	zatvorený	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
κλειστή	zavreté	κλειστής	zavretý	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
κλειστή	uzavreté	κλειστής	uzavretý	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
γράφημα	graf	γράφημα	graf	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
γράφημα	graf	γράφημα	graf	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
καπνού	tabaku	καπνού	tabak	N;GEN;NEUT;SG	N;INAN;GEN;MASC;SG
φάρμακο	medicína	φάρμακο	medicín	N;NOM;NEUT;SG	N;NOM;FEM;SG
φάρμακο	liek	φάρμακο	liek	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
φάρμακο	liek	φάρμακο	liek	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
φάρμακο	droga	φάρμακο	droga	N;NOM;NEUT;SG	N;NOM;FEM;SG
εκτελέσει	vykonať	εκτελώ	vykonať	V;PFV;IND;SG;3;FIN;ACT	V;PFV;POS;NFIN
εκτελέσει	vykonať	εκτελώ	vykonať	V;PFV;IND;SG;3;FIN;ACT	V;PFV;POS;NFIN
εκτελέσει	popraviť	εκτελώ	popraviť	V;PFV;IND;SG;3;FIN;ACT	V;PFV;POS;NFIN
εκτελέσει	spustiť	εκτελώ	spustiť	V;PFV;IND;SG;3;FIN;ACT	V;PFV;POS;NFIN
όμηρο	rukojemníka	όμηρος	rukojemník	N;ACC;MASC;SG	N;ANIM;ACC;MASC;SG
γυαλί	pohár	γυαλί	pohár	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
γυαλί	sklo	γυαλί	sklo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
γυαλί	pohárik	γυαλί	pohárik	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
κάτοικος	obyvateľ	κάτοικος	obyvateľ	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
κάτοικος	bydlisko	κάτοικος	bydlisko	N;NOM;MASC;SG	N;NOM;NEUT;SG
κάτοικος	obyvateľ	κάτοικος	obyvateľ	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
ουδέτερη	neutrálny	ούδετερος	neutrálny	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG
ουδέτερη	neutrálna	ούδετερος	utrálny	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
ευγενής	vznešené	ευγενής	vznešený	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
ορυχεία	bane	ορυχεία	baňa	N;NOM;NEUT;PL	N;NOM;FEM;PL
ορυχεία	míny	ορυχεία	mína	N;NOM;NEUT;PL	N;NOM;FEM;PL
παράθεση	citát	παράθεση	citát	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
παράθεση	citácia	παράθεση	citácia	N;NOM;FEM;SG	N;NOM;FEM;SG
παράθεση	citát	παράθεση	citát	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
εξόρυξη	ťažba	εξόρυξη	ťažba	N;NOM;FEM;SG	N;NOM;FEM;SG
εξόρυξη	extrakcia	εξόρυξη	extrakcia	N;NOM;FEM;SG	N;NOM;FEM;SG
εξόρυξη	banská	εξόρυξη	banský	N;NOM;FEM;SG	N;NOM;FEM;SG
εξόρυξη	ťažba	εξόρυξη	ťažba	N;NOM;FEM;SG	N;NOM;FEM;SG
βόμβες	bomby	βόμβας	bomba	N;NOM;FEM;PL	N;NOM;FEM;PL
κλασσική	klasický	κλασσικός	klasický	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG
κλασσική	klasická	κλασσικός	klasický	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
κλασσική	klasické	κλασσικός	klasický	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
πόντοι	body	πόντος	boda	N;NOM;MASC;PL	N;NOM;FEM;PL
πράκτορας	agentka	πράκτορας	agentka	N;NOM;MASC;SG	N;NOM;FEM;SG
πράκτορας	agent	πράκτορας	agent	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
επίδειξη	ukážku	επίδειξη	ukážka	N;ACC;FEM;SG	N;ACC;FEM;SG
επιδημία	epidémia	επιδημία	epidémia	N;NOM;FEM;SG	N;NOM;FEM;SG
επιδημία	ohnisko	επιδημία	ohnisko	N;NOM;FEM;SG	N;NOM;NEUT;SG
πρεσβευτής	veľvyslankyňa	πρεσβευτής	veľvyslankyňa	N;NOM;MASC;SG	N;NOM;FEM;SG
πρεσβευτής	veľvyslanec	πρεσβευτής	veľvyslanec	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
φόνο	vraždu	φόνο	vražda	N;ACC;MASC;SG	N;ACC;FEM;SG
συχνότητες	frekvencie	συχνότητα	frekvencia	N;NOM;FEM;PL	N;NOM;FEM;PL
αμφιβολία	pochybnosť	αμφιβολία	pochybnosť	N;NOM;FEM;SG	N;NOM;FEM;SG
μέλισσα	čmeliak	μέλισσα	čmeliak	N;NOM;FEM;SG	N;ANIM;NOM;MASC;SG
ποικίλλει	líši	ποικίλλω	líšiť	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
πορτογαλική	portugalské	πορτογαλικός	portugalský	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
πορτογαλική	portugalská	πορτογαλικός	portugalský	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
πορτογαλική	portugalský	πορτογαλικός	portugalský	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG
βλάβες	lézie	βλάβη	lézia	N;NOM;FEM;PL	N;NOM;FEM;PL
γλωσσολογία	lingvistika	γλωσσολογία	lingvistika	N;NOM;FEM;SG	N;NOM;FEM;SG
λουίζα	luisa	λουίζα	luisa	N;NOM;FEM;SG	N;ANIM;NOM;MASC;SG
μοτίβο	vzor	μοτίβο	vzor	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
ισοτιμία	rovnosť	ισοτιμία	rovnosť	N;NOM;FEM;SG	N;NOM;FEM;SG
ισοτιμία	rovnocennosť	ισοτιμία	rovnocennosť	N;NOM;FEM;SG	N;NOM;FEM;SG
μεταφραστής	prekladateľ	μεταφραστής	prekladateľ	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
θάλασσες	moria	θάλασσα	more	N;NOM;FEM;PL	N;NOM;NEUT;PL
προγραμματισμός	plánovanie	προγραμματισμός	plánovanie	N;NOM;MASC;SG	N;NOM;NEUT;SG
προγραμματισμός	plánovanie	προγραμματισμός	plánovanie	N;NOM;MASC;SG	N;NOM;NEUT;SG
προγραμματισμός	programovanie	προγραμματισμός	programovanie	N;NOM;MASC;SG	N;NOM;NEUT;SG
προγραμματισμός	plánovanie	προγραμματισμός	plánovanie	N;NOM;MASC;SG	N;NOM;NEUT;SG
προγραμματισμός	harmonogram	προγραμματισμός	harmonogram	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG
κίνητρα	podnety	κίνητρο	podneta	N;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
κίνητρα	stimuly	κίνητρο	stimula	N;NOM;NEUT;PL	N;NOM;FEM;PL
κίνητρα	stimuly	κίνητρο	stimula	N;NOM;NEUT;PL	N;NOM;FEM;PL
κίνητρα	motívy	κίνητρο	motíva	N;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
δεσμοί	väzby	δεσμός	väzba	N;NOM;MASC;PL	N;NOM;FEM;PL
δεσμοί	spojenia	δεσμός	spojenie	N;NOM;MASC;PL	N;NOM;NEUT;PL
δεσμοί	väzby	δεσμός	väzba	N;NOM;MASC;PL	N;NOM;FEM;PL
δεσμοί	prepojenia	δεσμός	prepojenie	N;NOM;MASC;PL	N;NOM;NEUT;PL
δεσμοί	odkazy	δεσμός	odkaz	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
δεσμοί	linky	δεσμός	linka	N;NOM;MASC;PL	N;NOM;FEM;PL
δεσμοί	dlhopisy	δεσμός	dlhopis	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
δαχτυλίδι	prsteň	δαχτυλίδι	prsteň	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
δαχτυλίδι	krúžok	δαχτυλίδι	krúžok	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
νύχτες	noci	νύχτης	noc	N;NOM;FEM;PL	N;NOM;FEM;PL
νύχτες	nocí	νύχτης	noc	N;NOM;FEM;PL	N;NOM;FEM;PL
διαλύματα	roztoky	διάλυμα	roztok	N;NOM;NEUT;PL	N;INAN;NOM;MASC;PL
διαλύματα	riešenia	διάλυμα	riešenie	N;NOM;NEUT;PL	N;NOM;NEUT;PL
ανιψιός	synovec	ανιψιός	synovec	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
κλήση	volanie	κλήση	volanie	N;NOM;FEM;SG	N;NOM;NEUT;SG
έπαυλη	sídlo	έπαυλος	sídlo	N;NOM;FEM;SG	N;NOM;NEUT;SG
ενδοχώρα	kontinent	ενδοχώρας	kontinent	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
